	SF3B1	NPM1
BA2747	2.6896423547909816	772.1544821788654
BA2748	8.612325169056342	1670.3396787168135
BA2751	2.820195249239303	717.8080804640579
BA2756	0.9703809793178744	1070.2849670499577
BA2758	1.8323795468818664	372.488942949664
BA2760	0.5152849513625629	688.8624991215123
BA2762	2.552687809543795	748.467100774691
BA2764	1.509975563432433	507.4000873081517
BA2765	2.39289134623134	346.5598906891127
BA2769	1.654345839016698	937.997915686815
BA2772	1.1316888526978304	919.4501013639534
BA2775	5.604863226691362	895.8461730377292
BA2776	2.6182270335041005	789.1117452440033
BA2778	1.421190336075034	252.16897073690248
BA2782	1.5311907466458643	411.25405969390783
BA2786	0.7852042741944069	1017.1961446558222
BA2787	1.800247437353734	108.40598669023716
BA2789	14.008737175363926	1618.122396838526
BA2791	1.7045683684067263	811.8649440200674
BA2792	3.018878411729552	604.6067765181617
BA2798	4.100505762437636	1647.6899241527326
BA2801	1.3764703757939605	552.9479270395778
BA2802	2.5253315131359857	234.14630062115836
BA2804	0.7555484542008238	665.881343626505
BA2806	7.745564664145458	840.0548949328835
BA2808	2.78559806484282	469.8686963784686
BA2809	2.7334907416277763	930.8864275017974
BA2811	2.552131987877516	663.6167872221953
BA2812	2.0941482784156835	749.312202327857
BA2813	2.8097613443001364	957.5760624293832
BA2814	2.054095618905114	293.71596549841337
BA2816	2.1198042413487403	752.8378244322266
BA2817	1.3376205975782405	351.95401752650326
BA2820	4.070998956845965	865.4545735415754
BA2821	5.066381821748393	2371.325536958649
BA2822	2.884351488167197	215.4960941089973
BA2824	1.0998169310286623	576.7209758510517
BA2828	3.6181223683550248	479.1570122231413
BA2829	4.534557564311359	784.2386521026938
BA2830	0.6709554667506056	1141.5309943938978
BA2832	3.952292095295011	407.43550035950415
BA2836	2.445039848180031	607.1262448844991
BA2837	1.995631670825597	1417.0200884434282
BA2839	0.9436462415281752	1032.6478402720338
BA2840	1.1492535974368214	734.1717773020431
BA2841	1.9139072277193088	1036.7043470269275
BA2842	0.6612899451203657	228.7911197067744
BA2843	1.6562102715697948	615.9127578023213
BA2844	3.821757250756895	1037.040134178844
BA2846	3.3001621146526645	987.7766660179371
BA2850	1.828463643952976	693.2482176162441
BA2851	1.6131893978446552	920.4008279407708
BA2852	0.921993389809632	502.9553566119032
BA2855	0.0503785843213644	366.4419649469934
BA2856	0.5300314770969905	277.78051406391074
BA2858	0.7114815296348503	740.5258261837957
BA2860	1.2262364264523182	556.5620209539564
BA2861	2.402131189545346	720.9004749239097
BA2865	2.129704837588824	936.7973710245058
BA2866	3.013038703143604	1145.7009011931214
BA2867	0.7455546963980773	600.1219905718008
BA2868	7.515001741124448	1262.2588502894955
BA2870	10.322297744445509	1655.2631343356202
BA2871	3.4221688480142816	758.5105856403769
BA2872	1.6477955843867516	632.8420968552848
BA2876	0.0957137393726782	487.8495185887976
BA2879	0.9531210378014084	328.9332649464527
BA2880	2.6670752758807885	580.266846418744
BA2882	2.331904014622404	348.9782486471291
BA2883	1.041376210613712	980.8921592954798
BA2885	0.8719233342609193	584.675805911005
BA2887	2.4644347656172783	833.5378119982483
BA2889	0.0001248439450686	11.11113165420566
BA2893	3.066329078603025	979.5526408688648
BA2901	0.0317730501306983	502.84667742476097
BA2902	3.0100672119655543	677.532784346162
BA2903	0.04812813915614	92.12239819004525
BA2904	4.618916602419935	904.2007906388362
BA2905	0.9351763781874364	901.6889989025664
BA2906	4.94215177891217	540.124421955162
BA2908	4.5110256667594255	1627.852852246495
BA2909	2.4489723716243854	293.81904452986055
BA2910	1.594387139400962	884.2278867102398
BA2911	9.404135429069326	1306.9618098466296
BA2914	3.2489443539667984	485.5022989344621
BA2915	0.1575190649325371	193.79876254885744
BA2921	1.641957001069005	517.9687209761212
BA2922	2.7456192472563985	1084.8573244241177
BA2923	0.7224224439304705	191.5378982251848
BA2926	6.687000187037824	1145.5128991712484
BA2928	1.9118917963386208	625.8136562924038
BA2930	5.58017983762684	490.4689009985025
BA2932	7.813152127137059	1051.9673283705542
BA2934	1.066804732513104	267.73616773977307
BA2935	1.673007552982645	465.6807513907135
BA2937	1.0652045403051302	438.1839204333512
BA2939	2.5373235723920007	839.9306411067321
BA2944	3.672323777677416	2702.777395838402
BA2947	2.2556267591819603	810.1165826021614
BA2948	1.6022588162482645	449.2274923368851
BA2950	3.3056537960314523	1530.0694180898165
BA2951	3.714504555055268	1227.5886415608425
BA2952	7.945331247025262	869.2233339820627
BA2953	1.0622547637621065	774.7044424441958
BA2955	1.5735880773272142	256.63889402466253
BA2956	0.6742777678936652	183.01066727214732
BA2962	4.514064286268231	1451.2623334252364
BA2970	2.1501201984121554	946.398906620823
BA2972	1.6972456171563868	1026.7777766965623
BA2976	1.1234965124288914	683.1204076723053
BA2978	0.6784917224358712	464.58234050719807
BA2981	0.464518225543284	621.2470369289155
BA2984	1.3895178377819446	520.8918719624603
BA2986	7.139863348341978	832.4564972942583
BA2989	0.7722661228884115	920.0848729842088
BA2992	1.9699573082368111	1041.5548462781858
BA2993	3.8777916763607	491.05819399168536
BA2994	1.7558718623644929	785.3881374441148
BA2995	1.3120625253755585	449.5155035490899
BA2999	1.5218285152086082	552.3388942949664
BA3001	3.283498109093232	1129.111035426026
BA3002	4.609381041663816	659.5671624039745
BA3004	2.9380858579637814	608.8655211188418
BA3006	1.748787766814016	686.8338060948117
BA3008	0.0077259165993786	11.51543597312098
BA3009	5.390947118477055	968.8853581796652
BA3010	1.3260803715209823	788.2352370835292
BA3011	0.7382217721149416	1174.4513158392665
BA3013	2.0879046289580168	1322.5793152662222
BA3023	0.9683986825238244	1016.7990890759392
BA3025	5.080337428397208	798.135854727885
BA3027	3.00421939840729	340.03372040848325
BA3029	1.7401704021009063	410.3348435210863
BA3030	3.945677107330818	1042.6969417819512
BA3037	0.4762799165476772	797.9145545121826
BA3038	5.051456112259189	713.6829370678516
BA3040	2.834850863947472	660.2632048849315
BA3042	4.309006570653918	931.8311100839564
BA3043	2.248677657799857	279.9617955205242
BA3049	1.7313959408230577	207.29493991144847
BA3051	0.6646889545802217	339.437373835666
BA3053	7.861453717262678	1161.117478118901
BA3064	3.322682981534957	813.2238767522448
BA3067	3.741009251529377	416.5995321039913
BA3068	4.13495857796512	474.1563883617963
BA3070	3.443687359436515	339.9132421868665
BA3071	6.077216535055907	652.5728820339826
BA3072	8.213110499816764	804.6387356265915
BA3075	1.3901999555975253	496.471499159355
BA3076	0.0173066249405052	81.37013601691021
BA3077	2.748373652909503	292.37187434113434
BA2040	2.375963693373539	349.69960914059584
BA2160	7.2642666976875745	744.3734083156284
BA2303	2.840539695356444	466.2822802294339
BA2353	6.337646980555671	1485.7038680484602
BA2516	6.1525607150623225	1353.2147402109454
BA2590	7.098047545622784	1523.4713137308963
BA2647	3.8849425733059006	870.3129289046745
BA2891	1.4775576433842594	336.83052028089986
BA2924	4.889603897989876	976.1428747898389
BA2971	3.468802501744926	505.3896184390491
BA3036	6.45483500374836	1025.9031484995432
BA3059	1.0846267987184108	510.4763178665455
BA3073	2.979660609986603	1094.6638568578796
BA3078	5.116092346503533	1754.591333246836
BA3079	2.368091955700928	431.9970312525341
BA3083	5.811712840678749	725.7093890051196
BA3084	2.779812080210334	553.1452326505457
BA3085	4.24132050223457	822.0770439027555
BA3087	9.970414668935453	553.7281107921524
BA3089	5.824776961198015	1441.7981759894474
BA3094	4.087964389823318	666.3864393951682
BA3095	6.108688157768685	575.4273650237596
BA3098	3.053186060055868	810.2804664904285
BA3099	8.625616342847932	1440.7947842164162
BA3103	1.4367437019194949	880.7006576493295
BA3108	10.156121900000151	1116.0425466409336
BA3109	1.3927302351962607	464.4950264086886
BA3110	2.5078610552278597	814.3713610340745
BA3114	2.7530216948668005	702.329696394687
BA3116	1.0875424370572109	597.8538407477687
BA3117	7.193373265148163	2015.388904025906
BA3118	5.277096192183644	763.2028541386226
BA3119	12.883161912408516	1298.7989387869843
BA3123	4.803611327801272	1255.4020386318296
BA3124	4.21054428006405	477.8458167772209
BA3126	2.8246321209328777	423.99651389091616
BA3128	3.608092487922375	1186.3903966439073
BA3130	2.5404865644497363	233.4386967028333
BA3133	8.316171632292765	549.0701281780979
BA3135	5.669922987556664	1038.442520151154
BA3136	7.408721497640738	540.940548824989
BA3137	1.6213128686583913	660.0267584618628
BA3138	2.926481202698819	966.202120533904
BA3139	6.8770572259705816	855.8008563226781
BA3141	4.599395654944109	1774.3111473318304
BA3142	14.0982824377567	824.7571762975938
BA3145	4.677822210665414	528.4546986922699
BA3146	3.2749571865861946	725.3649442903712
BA3149	2.387201305919367	298.5571157495256
BA3152	4.349984345086304	363.9831249290453
BA3153	3.0527241982844227	811.3751225828076
BA3154	4.28942234204808	370.1775347745936
BA3156	3.2278813784839597	1109.895578098899
BA3157	5.383763330246449	2480.748065705467
BA3158	2.427680769014372	657.7132002897657
BA3162	0.9929945971919996	714.675197727285
BA3163	1.6091564442133084	195.51433178178908
BA3164	5.868617775283941	1008.312960530228
BA3167	1.3512052762913591	840.9874422225464
BA3169	0.8099630790379262	408.3182771371576
BA3171	5.544770658175454	429.371459965293
BA3173	1.7308377241602686	1274.2222589835494
BA3174	2.78049200831482	431.0928118090357
BA3175	3.916354169042656	460.6366413121633
BA3176	1.398144493560881	1131.5578698973384
BA3177	2.6684240618836683	1589.9558293733817
BA3178	2.2011568745523635	594.9105526633041
BA3180	2.8429799230863977	1006.5422133562552
BA3181	3.4169526216468147	531.9213118387692
BA3182	6.465568450520892	860.6013371932727
BA3183	8.637727802183933	1452.5018110359665
BA3185	3.3780862457251213	764.0343915730065
BA3186	7.658752176405559	751.7447561048131
BA3187	2.660248828732659	687.0293790579368
BA3189	7.486407566060087	1465.4198616584763
BA3190	1.344322793828056	1969.3769782189136
BA3191	4.6694024901881175	527.9830311336004
BA3192	3.5077787205700552	1367.003965898463
BA3194	8.662644524733851	1394.377379349865
BA3195	7.4496398989691635	1044.9377506392686
BA3197	10.054760629602765	548.1555041978191
BA3199	6.719935411125861	2515.3221311298166
BA3200	7.819164366709701	786.0146374954724
BA3202	2.685428461074084	942.3249593192666
BA3203	1.0415124745103943	211.4520743119415
BA3206	3.960770595829513	768.6578817907091
BA3207	9.902281146739536	610.2534317780048
BA3208	6.055922803560105	725.6962238548577
BA3210	1.414333149336776	579.371670802316
BA3211	5.250568268044968	867.8536336949998
BA3212	5.928094555982853	418.7314906718132
BA3213	4.602520007724814	1182.0286665369206
BA3214	6.220395204836827	1508.198917703282
BA3216	5.618746466429752	769.5851381523106
BA3217	8.902646775270254	1054.5839942263094
BA3219	3.3432382481703	405.67563156500535
BA3221	3.35154335856063	323.3627515853322
BA3222	4.655330714803816	1299.7477518826663
BA3225	2.93339371005488	244.59199900528176
BA3226	6.800439759375081	1198.9367643004266
BA3227	6.344520643349284	884.6789230552989
BA3228	8.08669053299697	1699.651916184174
BA3229	7.676464217231506	1457.6311814441797
BA3230	2.888449091497991	851.0669537293826
BA3232	4.301224086517919	989.3361274644952
BA3234	4.332855018316021	353.9220257113047
BA3235	1.915317492902447	256.3899841601929
BA3237	4.639006836764641	908.5652540586128
BA3240	10.116098999271616	1129.904696529839
BA3242	3.331326029734452	808.0003589635468
BA3243	2.9046507866993294	982.3038385853376
BA3245	3.3602777891825237	188.99372408461596
BA3249	1.7662823115441877	732.8218429858848
BA3250	3.933912694393884	922.1440338528572
BA3251	4.276729172274	645.5604391356763
BA3255	5.48695761692525	729.130756526487
BA3258	1.7224400452540294	436.15525822129234
BA3260	1.0478724751794728	597.834737832271
BA3261	4.870043185968817	851.1264468014942
BA3264	11.23593616992158	1008.8646188445048
BA3266	12.655947589873191	1099.2911862015278
BA3268	9.627225643645808	1565.3190037139752
BA3269	2.378683040839632	341.6989571676479
BA3270	6.257724076633806	1213.7520626888752
BA3271	5.419991651726451	1093.2358249944589
BA3273	1.8203280536965825	347.9530317282689
BA3275	4.6617186114798645	1011.5882582699472
BA3277	1.1887544877672702	877.9821772436572
BA3280	2.9610502249776087	674.5001746163038
BA3283	2.004062218207752	745.2731361196257
BA3285	5.7232340132082165	967.122531449856
BA3286	3.752073025344385	731.4820710142343
BA3289	0.4495356215814276	238.12410407780428
BA3290	8.673827288058016	1029.9254361353037
BA3293	9.284535522740304	1413.0951307459843
BA3295	5.400211193073215	932.6427912659412
BA3296	6.435364320786594	427.8514069316726
BA3297	11.028395922575465	893.9208885428998
BA3299	1.7767219872844695	589.9627729393385
BA3300	4.756270975227372	894.1925952956312
BA3302	15.037900211520007	2408.314099861064
BA3305	3.382023148591666	827.2210853241214
BA3306	4.024635907308313	1343.657339561135
BA3308	8.715486115863088	881.6234802164594
BA3310	3.9395821225295418	815.2354946831226
BA3311	6.11081535565318	513.4871384009905
BA3312	7.919782610348514	1227.0888629397168
BA3315	6.101530486404784	839.5602734394004
BA3317	8.061095334546799	2034.9302745746768
BA3318	1.6558276347622718	956.6193970061142
BA3319	0.2441810252409822	613.6266187147592
BA3322	2.9021558922236363	564.6196105461761
BA3324	6.968018258236888	1384.1419514317995
BA3325	7.743812142556275	599.6057690956172
BA3326	1.3067779009490268	640.3833479297427
BA3328	9.490785619680636	721.98301437476
BA3329	4.566633471254719	2373.4512366402305
BA3332	1.507759522582156	2481.439829005769
BA3333	11.637307978303612	1599.7125945387806
BA3334	0.4513920099875156	704.5871421852446
BA3335	5.688921840999604	650.3192805051439
BA3339	3.6418119783279423	627.5260683760683
BA3341	2.062199914540442	422.5509220065197
BA3345	2.438859806788409	299.2258375365586
BA3347	1.3679641845379027	368.3798085707952
BA3351	7.446937293669149	1142.5853141201335
BA3352	0.8842332741807212	1011.6294566351494
BA3353	9.145652997699282	1104.532697848922
BA3357	5.684862428359192	1505.841683020051
BA3362	3.3403728135202493	501.1598058136958
BA3367	3.3419890103874423	538.5840307173326
BA3369	6.889214099002313	1467.3830489736558
BA3371	1.6825871968808783	1016.7981003043622
BA3373	20.23629457544695	1411.153177151754
