	DNMT3A	NF1
BA2525	0.1242240092794612	33.4185441002891
BA2526	0.1721578891325065	193.6457426221941
BA2528	0.5811953456406841	156.4198357593167
BA2532	0.1418639295741579	136.4370444751564
BA2534	1.2894096471898533	252.0719388356896
BA2538	0.3724935018034421	163.56922986240653
BA2539	0.2473384989090979	89.42632790129001
BA2540	0.0392767792214953	102.9294284547094
BA2541	0.3937315952460676	65.6930492624528
BA2545	0.323874393433841	93.36255824417232
BA2546	0.2799703549111725	68.15655886655676
BA2552	0.9149504511235462	371.11845971912896
BA2559	0.14604252116698	139.1365522105781
BA2561	0.267564448818346	39.73792927932083
BA2563	0.7464626423826584	174.09947387656885
BA2564	0.2903125005311262	85.07499451835139
BA2567	0.1688990342602005	30.7649353050662
BA2570	0.5441987125534858	289.1494765836638
BA2575	0.113993415515483	49.55685552128676
BA2577	1.0114167075149012	118.70210933626588
BA2579	1.02388725941294	141.5662109630884
BA2583	0.6173553319213095	175.38868962690978
BA2584	3.188228154668748	57.36722309793788
BA2587	0.7056228868811733	156.35443522543525
BA2588	0.5454191265941115	190.10730529365503
BA2589	1.1554841958513062	160.10103382389008
BA2592	0.4516867213074516	206.67516523469448
BA2593	0.0482078021875235	0.131948509740975
BA2594	0.318736959768664	115.70215184308827
BA2595	0.165925845479081	39.45864383623836
BA2597	0.1956060277048242	97.936434541528
BA2600	0.3145612729561897	183.1853616101156
BA2603	0.2955805106291863	132.7224555535752
BA2618	0.4605459480209012	125.13469547601136
BA2619	0.3964742673762612	65.80756208405029
BA2620	0.3429567901630611	136.00222939519455
BA2621	0.2521754146457712	163.23017498489295
BA2622	0.1820431796607657	121.40379419765218
BA2623	1.0283085416478084	201.24225278348143
BA2629	0.4695763482228556	40.404138271266014
BA2631	0.3945279612030792	109.59519540707544
BA2634	0.376498154243872	178.5576422875698
BA2636	0.298505593504929	119.06478603350848
BA2639	0.539061794585312	180.8138917906739
BA2644	0.6555710697629737	91.2566416483229
BA2645	0.5763828990678791	76.16513839589086
BA2646	0.5716253213226956	159.00708462304976
BA2649	0.3679098787072297	103.47973972281912
BA2651	0.1820603245896505	69.82136680760968
BA2653	0.2516713230269166	97.22040551437576
BA2655	0.3170650738691498	274.1036597231043
BA2656	0.3431771918194494	91.65100885209748
BA2657	0.4038453553346112	109.05733959704034
BA2658	0.6219957447398035	130.20636621989172
BA2659	0.4637602320668896	84.44632986861905
BA2660	0.2191428208101416	89.78421103698174
BA2662	0.3877015943012521	62.0646160314211
BA2663	0.5880826526291726	135.66967309315947
BA2667	0.4348011249922904	131.0534229598689
BA2670	0.209885389528405	162.34339961552118
BA2674	0.807604059291578	147.0979160005437
BA2675	0.4689991010933024	171.949167646683
BA2676	0.2090818863244369	91.48180314484172
BA2677	0.2974628991676514	161.03891322846772
BA2681	0.3940031642319385	70.04019857231029
BA2682	0.2396315702058518	109.11172435395687
BA2685	0.3368005097558983	163.1492191604278
BA2688	0.3577720637814585	25.648700935483525
BA2691	0.1672248532251762	110.47005559851227
BA2694	0.3501264127335556	78.54970935159275
BA2695	0.0607576834709791	60.81625844565557
BA2697	0.1092200193870022	87.08814851074648
BA2701	0.1889654260027632	152.1665461230095
BA2704	0.9814250352482728	201.20381554401783
BA2705	0.7700237016505259	341.2926798773445
BA2707	0.6588867101667347	86.74408613423792
BA2709	0.1484763938160132	89.34929908737492
BA2712	0.1262065358097874	121.8668429618196
BA2714	0.2300306866199289	192.9030108214692
BA2715	0.4294309994774231	155.77432060481345
BA2718	1.2915092487858195	139.00641014037672
BA2720	0.0676870072242622	43.36677119694078
BA2721	0.8843333898768759	265.52723888228604
BA2722	0.2948676477079429	167.37349745602896
BA2723	0.1045203993213058	160.4939192604911
BA2724	0.0935820724540201	109.31239860907291
BA2726	0.4806911207825697	67.6526031910199
BA2727	0.9170466166952764	94.5353950808028
BA2728	0.5631883742849203	183.55938591740525
BA2731	0.1478344170996834	107.27800255164831
BA2733	0.1167841171410904	56.24385956314274
BA2735	0.1238351245416097	147.8262491538163
BA2737	0.2026822638608618	78.27415765988898
BA2742	0.4546269552393785	129.95283163495762
BA2744	0.2327191232280831	33.77381747949175
BA2746	0.1724721754436311	83.86915751314284
BA2747	0.3549934531535525	62.27748732776638
BA2748	0.6494838064548226	199.25488871332868
BA2751	0.3180928823491231	119.3254783695873
BA2756	0.0299447808712799	85.26857123717195
BA2758	0.1786891335756213	57.32248577768649
BA2760	0.2176810594314007	145.6582421432596
BA2762	0.4122016381747383	191.9918527694903
BA2764	0.3601617347496643	112.03677400504952
BA2765	0.2146297454156381	151.23552413719125
BA2769	0.4069829758101596	139.97004102912095
BA2772	0.6203456190414237	119.91695093878694
BA2775	0.4359858195215317	142.37797575702365
BA2776	0.981962711844416	210.7570629268887
BA2778	0.3255770850575303	104.64943656261444
BA2782	0.2503206248094025	95.5382653865288
BA2786	1.171805359891818	100.28994245785098
BA2787	0.1262452577776576	41.04953227327876
BA2789	0.3927813924913583	180.57875038543253
BA2791	0.2637898848361519	88.89145755618246
BA2792	0.1762526055954666	43.79211018690363
BA2798	0.1581435745743294	216.74514018367236
BA2801	0.1743066887964006	95.49222064689803
BA2802	0.5743559957070739	181.44247096762143
BA2804	0.2330873228355452	159.40234247738303
BA2806	0.3026392588780354	220.58941345398543
BA2808	0.3644539186795258	48.49155366434125
BA2809	0.7297194740690964	192.4826987219994
BA2811	0.4284780949273138	103.90778382500056
BA2812	0.1645191045968128	63.29461370691892
BA2813	0.2961385669585432	135.21858205685575
BA2814	0.1717759829931584	42.45775692519901
BA2816	0.2056657392928692	108.00098695013564
BA2817	0.4184505424268583	166.47145168901284
BA2820	1.227492215350056	138.81448881402198
BA2821	0.8325629907041542	351.9780878770896
BA2822	0.355693736417672	26.705595800531245
BA2824	0.7553289219692325	205.53801514045847
BA2828	0.2608430275163029	102.89567819352284
BA2829	0.6096674228142073	242.33983194955127
BA2830	0.8085310465555513	98.5229049066421
BA2832	0.4613646997462846	133.52973932243407
BA2836	0.1882241836856603	152.18203301703952
BA2837	0.420197015660383	284.90182762062886
BA2839	0.1193924712211999	94.94255129550952
BA2840	0.3404412056811315	30.61186595745973
BA2841	0.2643356416342542	55.33534050785352
BA2842	0.0939459433638478	90.91663503687948
BA2843	0.8806914208716016	89.31518458610059
BA2844	0.2319472968316453	166.41325673111845
BA2846	0.6802889175866904	184.4292886686244
BA2850	0.3593597696814201	120.0296485527902
BA2851	0.8077563402816813	192.33548881236496
BA2852	0.2604772743251851	63.33031704535766
BA2855	0.1389577608821234	71.99266493479804
BA2856	0.0460772943406423	182.44398582682192
BA2858	0.0728947875117304	83.47971274712972
BA2860	0.3634543029070985	62.6038407485975
BA2861	0.4621660573420051	110.33834810966074
BA2865	0.3736893759729958	31.00540326828447
BA2866	0.7078682915886187	197.19219437101748
BA2867	0.579227306171779	157.50388934653276
BA2868	1.2538798834943796	122.76092055850206
BA2870	0.8809392757820929	110.29051242164029
BA2871	0.5311071929265021	97.75384815513968
BA2872	0.1711519804971614	185.24782943911865
BA2876	0.147970721872509	39.54924914309381
BA2879	0.2143382526114215	99.75597906454227
BA2880	0.2052778440857197	101.5909856776464
BA2882	0.5347456449532613	112.198336489372
BA2883	0.8248951680021976	203.20276533728472
BA2885	0.2659698106163465	187.98064074137977
BA2887	0.4958859177084	392.3699241261624
BA2889	0.0052083333333333	0.1338236807905606
BA2893	0.3786009347846887	186.1761368733409
BA2901	0.0681156637427234	41.17385408187821
BA2902	0.2266572571307222	145.85444383485867
BA2903	0.4643108883099237	133.66038215570987
BA2904	0.6961141456923908	241.73197871780164
BA2905	0.2885133855143856	109.43006937813156
BA2906	0.1806856748580074	152.91529910720683
BA2908	0.7279773258113387	173.5960498164805
BA2909	0.2885545370370797	77.32406557089642
BA2910	0.4191895047954915	271.8085988903684
BA2911	0.5138820120046195	269.4633451313588
BA2914	0.4974316857431418	166.5248167599512
BA2915	0.248866969664275	6.823141893971271
BA2921	0.2277201673348766	101.46207330874968
BA2922	0.5582202983948308	171.04246058528
BA2923	0.175868599967489	48.75808345329777
BA2926	0.3226091387985913	161.0086066472505
BA2928	0.2350782013646713	62.06281378530893
BA2930	0.547400370733083	117.55326188747804
BA2932	0.3835065532280471	231.47952642480772
BA2934	0.4444740712198819	73.61106151530505
BA2935	0.1597390094414039	121.30769117899668
BA2937	0.2770462416612391	92.81814116327772
BA2939	0.3167674883356611	176.43003976228755
BA2944	2.926342443902008	156.2191679164993
BA2947	0.6337114874670283	28.704400954899704
BA2948	0.3214091422441616	86.39156252488048
BA2950	0.9655158917999446	284.7990532041516
BA2951	1.2032901312935274	123.15440535801449
BA2952	0.1701724902822255	106.08321567639236
BA2953	0.1887043089945975	72.6736446430472
BA2955	0.1070074258904619	39.289600749030285
BA2956	0.1331000503744939	35.637509346040545
BA2962	0.2743980063007089	197.011970114943
BA2970	0.2186665702514058	109.85782570547326
BA2972	1.1248018222059002	127.08058682876558
BA2976	0.5899704310956357	114.81212472094064
BA2978	0.3880530930469665	81.53187295323688
BA2981	0.30014872540181	51.709594321698575
BA2984	0.2994540891408266	218.1342249651564
BA2986	0.3408751659030815	138.6981976983092
BA2989	1.2216838548674196	89.55920784850588
BA2992	0.1738520838947822	174.1559179385256
BA2993	0.2381146198567779	116.75603556885608
BA2994	1.1333107628424774	205.2736444741335
BA2995	0.5966495392695071	78.43786635139111
BA2999	0.944263594922562	139.17052067665466
BA3001	0.8419520480765643	225.6917911104391
BA3002	0.832543776663652	248.3132071115166
BA3004	0.8579620022221772	146.41442949193342
BA3006	0.2601638825930524	131.7007986752833
BA3008	0.0270018823347627	0.1640866873065015
BA3009	0.5248921798084761	180.9021355226272
BA3010	0.38707748618141	99.1017100390366
BA3011	0.1690691320776569	125.40261175284284
BA3013	0.4301935456332856	142.63889820812068
BA3023	0.1363837899220483	54.85346455292598
BA3025	0.8187011111662452	111.54561761093512
BA3027	0.3963453459242108	70.52398475728634
BA3029	0.1424834017343615	86.19693989402455
BA3030	1.422042146502674	328.0056889573503
BA3037	0.1013477994000888	175.74270593972224
BA3038	0.3578297525563194	210.31260336505892
BA3040	0.2651355502276851	45.92094926849498
BA3042	0.4990705514060229	161.0984766462048
BA3043	0.1855059226545971	49.45710026791884
BA3049	0.0638703871606211	5.969525693002183
BA3051	0.0867398221687432	63.69881256596946
BA3053	0.3904060579161488	152.00397168269578
BA3064	0.8266145140190817	201.18480931502572
BA3067	3.0201802029787426	211.5006340656422
BA3068	0.7574173105813524	161.26744110478273
BA3070	0.2163329389468104	123.30358870257324
BA3071	0.5419650347218533	302.56906291281126
BA3072	0.7569400385432766	312.38037262704427
BA3075	0.229534322024197	143.48506077086566
BA3076	0.0420599651129518	26.082152629232723
BA3077	1.7928437998000928	159.83900132526296
BA2040	0.1227269882902742	88.19640703584804
BA2160	1.6010001712890327	246.74003776373183
BA2303	0.2688254671847114	140.43353398736284
BA2353	1.2695600949360362	188.11794952171155
BA2516	0.4293733959244427	152.53780232404594
BA2590	0.6603664163710853	227.36806320229115
BA2647	0.6434817066881039	237.84824537527427
BA2891	0.705000851779769	137.26092975764416
BA2924	0.2691020358385431	223.39027855209372
BA2971	0.7350571431102546	96.0791157225974
BA3036	0.5832937946565376	255.0629685648225
BA3059	0.1456838423424147	138.96931091404295
BA3073	0.314033613122555	206.23744466270267
BA3078	0.3839338803127338	272.10248263389946
BA3079	0.4437535493508674	95.45282804110204
BA3083	0.5296678439058089	187.27367058107345
BA3084	0.4017445901202796	122.53649006969673
BA3085	0.6908424754070434	100.0252807550888
BA3087	1.0688612042849048	460.9679911353937
BA3089	1.1036399935011023	269.6975290383345
BA3094	0.9233834406485392	92.06918900047364
BA3095	0.4227676899769862	224.0292272594461
BA3098	0.5345790976230186	195.9334197562845
BA3099	0.8524193707267934	379.4322202086229
BA3103	0.4355701855230808	165.5219665724583
BA3108	0.5537534456541039	245.96800360851293
BA3109	0.1814324135121353	132.94133523996058
BA3110	0.2768104716279829	204.93388712530657
BA3114	0.1088840793009231	157.21383862630557
BA3116	0.0935323200186703	73.59934409793948
BA3117	1.1097438239872484	320.83057620793136
BA3118	0.4558159967547756	157.51342411451563
BA3119	1.1050069715976252	349.0966061070526
BA3123	0.8898690185832758	137.12699462957363
BA3124	0.4376242267940435	65.26530944326079
BA3126	0.4536238322110634	169.9058236447186
BA3128	0.2980707449549687	211.6879117781022
BA3130	0.2888693576270573	95.15656155278732
BA3133	0.5280744309035069	215.74995269209867
BA3135	0.3673227728350812	268.0646847813542
BA3136	0.2188497040420824	145.78115232106128
BA3137	1.8879753565257689	157.01974129618148
BA3138	0.4983259698262031	230.3337342749573
BA3139	1.4083313481582078	146.6748115601303
BA3141	2.030416653662876	161.6339322558331
BA3142	1.0957801785740795	87.31993589404239
BA3145	1.075042883986113	239.76856898668805
BA3146	1.8356430865267688	177.31275979464104
BA3149	0.2180017567368151	238.43616497424537
BA3152	0.4725979613969722	61.44803798997775
BA3153	0.7517191341534645	174.01100812406176
BA3154	0.5136262651330682	97.4310714509888
BA3156	0.2801695480589073	185.1834396431005
BA3157	1.0420286394826	212.8809027023121
BA3158	0.5752095869880473	197.65957432697925
BA3162	0.3203651644938881	216.5056270416564
BA3163	0.1698222535044266	203.77054518568227
BA3164	1.3816849248246437	373.8136618371857
BA3167	0.1493417267865281	56.156964704662514
BA3169	0.1318674079774977	176.04742129671854
BA3171	0.7248810084125195	189.60298414759188
BA3173	0.4258039073468079	212.4418000765387
BA3174	0.9371693552117152	199.79928936886176
BA3175	0.3823097188500636	134.1322865400523
BA3176	0.6025835934943087	181.09546918820772
BA3177	1.4499022737153702	267.32574083128566
BA3178	0.1637235903879918	32.73882697518744
BA3180	0.4470892620574914	419.6604107682547
BA3181	0.1903750008777646	86.9043315247993
BA3182	0.7881579230493059	195.0920648213859
BA3183	0.456307919964907	326.7004993841674
BA3185	0.5508315769993861	135.5257936694538
BA3186	1.102542456438378	228.04792465394772
BA3187	0.1951423994450779	31.623910732206127
BA3189	2.7703975044451803	245.12282784132051
BA3190	0.2644477773270691	154.0637929559441
BA3191	0.3111235022013395	101.14235690292196
BA3192	0.8690938023836893	297.7905737654821
BA3194	1.4300190129124035	310.918524770011
BA3195	0.5887605043012104	307.3614638898987
BA3197	0.556052047429418	244.1897443579869
BA3199	1.229934544311702	247.9957365242724
BA3200	1.2504678273610397	299.6221836051252
BA3202	0.1253391277216357	129.54062246773063
BA3203	0.2590062959835215	88.63157011379647
BA3206	0.7427726525895122	160.66636813154207
BA3207	0.0696858222438629	214.78979346649717
BA3208	0.6869204070704473	209.98466747814996
BA3210	0.315720478031554	183.7222378307674
BA3211	0.7275274380916331	168.4096662558839
BA3212	0.5397198352858077	291.1621455436483
BA3213	0.7293003047623712	291.1371797529326
BA3214	1.0131577785777768	104.5490566409768
BA3216	0.4327449999045494	266.1372244527796
BA3217	0.4904605080512517	297.1433427105736
BA3219	0.1325412530644254	119.90002373940298
BA3221	0.5598546594295373	92.46844618429596
BA3222	0.4878573221666183	242.922999828226
BA3225	0.1664920257431351	201.68996241015256
BA3226	0.4703898772915094	229.2579314955156
BA3227	3.8793287885210734	369.44084774026624
BA3228	1.027680461331225	261.688592673945
BA3229	1.38524840556318	259.33312738653154
BA3230	0.3043778924975232	164.73699657900582
BA3232	0.7981653727668342	131.02815976202692
BA3234	0.2523570978104885	165.37462228202543
BA3235	0.3781402190601557	97.5061808076502
BA3237	0.9236503786785272	185.799570863636
BA3240	1.772731740398074	242.02707234614763
BA3242	0.9853710122419864	195.77664629601023
BA3243	0.3456145035073921	176.0732364371607
BA3245	0.6219084754003928	166.88278451382786
BA3249	0.7253580412858185	195.3978303057858
BA3250	0.6145009641973534	314.08124079364774
BA3251	0.7335008785971939	195.1114629700192
BA3255	0.2654379634129928	257.62153547544665
BA3258	0.1381705624271494	159.48135933204148
BA3260	0.3955008866258075	287.3856770699834
BA3261	0.9026086064745786	228.1673867951175
BA3264	1.0291382399680875	198.38716106337813
BA3266	0.571195312151765	433.9093043307268
BA3268	0.9274702186531992	342.55261383172257
BA3269	0.1608875758792691	160.0554157433891
BA3270	0.411697993154909	156.77269142461128
BA3271	0.4636645220884421	387.3141621798155
BA3273	0.1453138459753482	160.85550541557942
BA3275	0.8447863453877119	421.4297222736951
BA3277	0.5255969216806301	226.70907927311117
BA3280	0.257935512741025	226.69751458857772
BA3283	0.3634864240305726	186.2344572851692
BA3285	1.272838368001319	132.02922484641928
BA3286	0.5009188040399521	186.44607428478997
BA3289	0.0488594857945091	82.82537105336634
BA3290	0.4140777215349762	144.89704747162864
BA3293	0.5366202521971016	161.9473222177505
BA3295	0.4006779312101171	229.0759670933194
BA3296	0.4959576484316099	99.19248648903825
BA3297	1.3407555613523563	367.57471107575816
BA3299	0.0889831999919335	164.1004107601473
BA3300	0.8155149387367185	294.9394480643322
BA3302	1.878070338741434	409.5298923056626
BA3305	0.3758517555929482	123.60787672784537
BA3306	0.4678243753249521	306.25190377252744
BA3308	0.7430298784255994	157.64276285086086
BA3310	3.113186868014315	241.81235246916677
BA3311	0.3413359723446273	227.63473509638317
BA3312	1.0313266944732924	321.22488174218654
BA3315	0.2175585040963564	168.92193856793358
BA3317	1.3966229821769789	240.1562776082272
BA3318	0.1434208386076261	240.52561135968892
BA3319	0.2643805651456659	176.44505731116638
BA3322	0.2437505266635564	89.25198258341283
BA3324	1.0050149666537604	317.5906148358328
BA3325	0.4586897833941845	169.11445990425193
BA3326	0.8054091697962897	112.45122013580422
BA3328	0.4891718378997489	378.8971653859671
BA3329	0.6935647452452095	157.7780232274986
BA3332	1.8725763617798548	206.84935323170015
BA3333	1.1748465548673048	453.98521586512817
BA3334	0.0874879546711472	83.5518074594422
BA3335	1.3791847557823955	208.08253805060983
BA3339	0.6816983425548611	94.23632198024836
BA3341	0.0992171188373203	217.37821659093277
BA3345	0.1882478687325217	95.71282361615005
BA3347	0.0793081425722057	107.25679887057174
