#Boxplots d'expressions du gène ASXL1 en fonction de la feature centerID
#Résultat du test statistique ANOVA : F = 2.190, p-value = 0.03405
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409       1        0.001957
BA2496       1        0.001512
BA3037       1        0.003053
BA2865       1        0.002527
BA2751       1        0.002193
BA2055       1        0.001839
BA2286       1        0.002215
BA2488       1        0.002858
BA3379       1        0.002451
BA2887       1        0.002586
BA2712       2        0.001905
BA2068       2        0.002098
BA2104       1        0.001447
BA3124       1        0.003053
BA2449       1        0.001972
BA2235       1        0.002074
BA3038       1        0.001684
BA3006       3        0.002426
BA2667       1        0.002155
BA2239       1        0.001762
BA2782       3        0.001719
BA2649       1        0.002977
BA2861       1        0.002356
BA2134       1        0.001532
BA2909       1        0.002171
BA2653       1        0.004016
BA2947       1        0.002802
BA2162       1        0.002343
BA2564       1        0.001698
BA3043       1        0.001614
BA2597       4        0.002138
BA3243       2        0.002504
BA2446       1        0.002121
BA2525       4        0.006004
BA2876       4        0.003375
BA2357       2        0.002926
BA2546       1        0.002115
BA2742       1        0.001732
BA2316       1        0.001921
BA2087       2        0.001787
BA2148       2        0.002729
BA3178       3        0.001530
BA2072       1        0.001931
BA2733       2        0.002081
BA2995       2        0.004595
BA2069       1        0.002471
BA2681       3        0.001722
BA2832       2        0.002398
BA2600       4        0.001880
BA3230       1        0.002457
BA2731       2        0.001295
BA2294       4        0.002841
BA2816       4        0.002523
BA2814       3        0.001530
BA2631       1        0.002367
BA2023       1        0.001767
BA2375       1        0.002534
BA2485       1        0.002353
BA2455       4        0.001444
BA2636       4        0.002044
BA2325       1        0.001684
BA2156       1        0.002616
BA2511       4        0.003043
BA2505       4        0.001903
BA2871       3        0.001249
BA2227       1        0.002792
BA2812       3        0.001748
BA2125       1        0.002579
BA2603       1        0.002245
BA2808       4        0.002422
BA2482       1        0.001973
BA2594       1        0.002264
BA2747       4        0.001866
BA2561       3        0.001403
BA2567       3        0.002691
BA2906       1        0.002409
BA2956       2        0.001672
BA2474       1        0.002013
BA2737       2        0.001395
BA2006       2        0.006865
BA2110       1        0.001620
BA2915       4        0.002388
BA2992       4        0.002034
BA2220       1        0.002529
BA2063       2        0.004977
BA2772       2        0.002107
BA2935       4        0.001775
BA2260       3        0.001594
BA2948       3        0.002462
BA3296       1        0.001584
BA2524       4        0.001883
BA2811       1        0.003083
BA2540       4        0.001696
BA2928       1        0.001748
BA2302       4        0.003146
BA2651       4        0.002442
BA2619       1        0.002883
BA3013       4        0.001938
BA2405       3        0.003043
BA2856       3        0.002328
BA2377       2        0.002813
BA2499       2        0.002063
BA2350       2        0.001467
BA3023       4        0.002266
BA2095       1        0.002965
BA2275       1        0.002489
BA2901       2        0.001897
BA2387       1        0.002105
BA2962       1        0.001733
BA2195       4        0.002564
BA2688       2        0.003924
BA2420       1        0.002568
BA2053       2        0.001864
BA2081       1        0.002385
BA2354       1        0.002263
BA3273       2        0.001945
BA2893       3        0.002065
BA2044       1        0.002231
BA2489       2        0.002512
BA2908       1        0.002804
BA2054       3        0.001486
BA2872       1        0.002003
BA2041       2        0.002907
BA2464       1        0.002617
BA2902       4        0.001698
BA2541       1        0.002452
BA2843       4        0.003523
BA2497       1        0.001967
BA2718       1        0.002884
BA2575       1        0.001555
BA2593       3        0.002901
BA2791       2        0.002389
BA2620       1        0.001365
BA2629       1        0.003611
BA2870       1        0.002219
BA2682       4        0.001622
BA2276       2        0.001749
BA2709       2        0.001470
BA2789       1        0.002109
BA2538       2        0.003656
BA2583       5        0.003141
BA2806       2        0.001919
BA2441       1        0.004102
BA2514       2        0.002557
BA2520       5        0.003038
BA2479       5        0.004392
BA2281       1        0.003116
BA2932       1        0.002268
BA2123       2        0.002863
BA2844       2        0.002044
BA2660       1        0.002056
BA2836       2        0.002066
BA2714       1        0.001897
BA2440       5        0.002283
BA2036       3        0.002484
BA2828       1        0.001500
BA2952       1        0.002064
BA2410       2        0.002425
BA2139       3        0.001465
BA2051       5        0.001755
BA2532       2        0.003016
BA2494       5        0.002697
BA2748       1        0.002513
BA2622       1        0.002320
BA2970       2        0.001912
BA2839       2        0.002795
BA2868       3        0.002120
BA3011       1        0.002235
BA2052       2        0.004061
BA2510       5        0.001675
BA2691       1        0.001695
BA2374       1        0.003290
BA2804       5        0.001970
BA2675       1        0.002463
BA2031       1        0.002058
BA2198       3        0.002317
BA2066       1        0.002192
BA2344       3        0.001701
BA2459       2        0.003989
BA2229       5        0.004467
BA2559       5        0.002163
BA2093       1        0.004829
BA2000       3        0.002158
BA2425       1        0.002556
BA2905       5        0.003161
BA2304       3        0.001384
BA2976       1        0.002696
BA2386       2        0.002485
BA2035       1        0.003138
BA2760       5        0.002074
BA2201       1        0.002017
BA2355       5        0.003185
BA2113       1        0.003636
BA2955       1        0.003832
BA2322       1        0.002376
BA2020       3        0.003253
BA2226       1        0.002258
BA2376       1        0.001806
BA2889       1        0.000000
BA2121       1        0.002921
BA2944       3        0.003189
BA2033       5        0.002368
BA2867       2        0.003939
BA2089       1        0.002005
BA2224       1        0.002068
BA2046       2        0.003530
BA2972       1        0.002515
BA2978       1        0.002230
BA2851       1        0.002955
BA2587       1        0.002560
BA2024       1        0.001756
BA2426       5        0.001953
BA2271       1        0.002163
BA3004       1        0.003942
BA3010       6        0.002466
BA2662       1        0.001821
BA2658       1        0.002636
BA2512       3        0.002043
BA2109       1        0.001511
BA2242       1        0.002464
BA2132       6        0.002259
BA2846       1        0.002674
BA2521       1        0.002145
BA2885       1        0.001959
BA2639       1        0.002519
BA2775       3        0.002036
BA2402       1        0.002458
BA2097       4        0.002401
BA2399       2        0.002158
BA2174       1        0.001888
BA3001       1        0.002506
BA2911       1        0.002316
BA2311       2        0.001918
BA3040       4        0.003123
BA2724       2        0.001921
BA2821       1        0.002305
BA2233       4        0.002679
BA2744       1        0.001315
BA2501       3        0.002389
BA2301       5        0.002078
BA2880       5        0.001483
BA2621       6        0.001847
BA2866       4        0.002780
BA2212       2        0.002023
BA2477       1        0.002611
BA2685       6        0.003241
BA2273       6        0.002518
BA2124       3        0.002182
BA2400       1        0.002476
BA2762       2        0.001907
BA2312       3        0.002163
BA2813       5        0.002044
BA2211       1        0.003093
BA2171       1        0.002774
BA2746       5        0.001695
BA2798       6        0.002934
BA2588       1        0.002508
BA2296       1        0.002471
BA2300       3        0.002737
BA2545       1        0.001957
BA2840       1        0.002424
BA2528       1        0.002254
BA2646       1        0.002530
BA3067       1        0.003035
BA2926       3        0.002047
BA2272       1        0.001677
BA2306       6        0.002098
BA2726       1        0.001739
BA2234       1        0.001951
BA2022       3        0.002490
BA2037       1        0.003235
BA2184       1        0.002791
BA3009       1        0.002981
BA2442       3        0.002179
BA2882       1        0.001757
BA2347       6        0.001613
BA2570       2        0.002970
BA2721       1        0.001983
BA2728       1        0.002485
BA2098       1        0.001484
BA2951       3        0.001912
BA2778       1        0.001330
BA3153       5        0.003180
BA2820       1        0.001754
BA2704       1        0.002922
BA2584       3        0.002278
BA3079       3        0.002756
BA2361       5        0.002386
BA2472       2        0.002219
BA2047       1        0.002688
BA2101       1        0.003295
BA2082       2        0.001875
BA2456       2        0.002791
BA2175       2        0.002367
BA2507       5        0.002497
BA2563       3        0.002570
BA2984       1        0.002746
BA2414       5        0.002318
BA2697       3        0.001696
BA2644       3        0.002118
BA2011       3        0.001977
BA2217       1        0.003190
BA2454       2        0.003024
BA2776       1        0.003153
BA2135       6        0.003034
BA2914       1        0.002266
BA2500       1        0.002706
BA3108       1        0.002669
BA2303       3        0.001907
BA2160       3        0.002168
BA2590       5        0.002182
BA3195       5        0.002716
BA3036       2        0.002093
BA2971       6        0.002181
BA3410       8        0.001813
BA3118       2        0.001722
