	RAD21	NRAS
BA2469	6.430379507824933	2.479480266681983
BA2470	5.793494776867308	6.448783657596495
BA2472	6.274127828022683	7.120260874062128
BA2473	10.464200233436472	12.277759772398396
BA2474	8.453590141912928	3.823153580497314
BA2477	14.454241798469251	6.51083536484499
BA2479	8.334742963888607	5.792237648719655
BA2480	7.023019041158557	6.858662562901649
BA2481	5.147954855206522	1.9500316304262175
BA2482	9.673974306294848	5.181744149271933
BA2483	13.30799648435604	7.184584369918605
BA2485	7.764965016349434	4.537059321425513
BA2488	9.955539364023684	5.972482184896508
BA2489	9.378517373509853	8.45932371696038
BA2492	7.464666356901334	11.011238607856054
BA2494	11.2361552416597	13.56497751601759
BA2496	6.263368166361607	3.251993926259015
BA2497	11.770026231771718	3.623411757324423
BA2499	14.879974384025108	6.496710153030407
BA2500	7.521231245992113	9.763715979600224
BA2501	12.62601078055385	8.649289306914952
BA2502	9.310906556965936	5.2998229022741965
BA2505	7.223980123328793	7.444915416346693
BA2507	3.825761168013304	6.560063163100905
BA2510	10.624600112642494	10.150973193326688
BA2511	5.903836931663234	3.9818622753483313
BA2512	8.148040889126415	8.058259924383538
BA2514	9.82159563378448	12.627821982473929
BA2515	10.264101693684571	6.607609594187041
BA2520	5.918793888432724	9.071639637678906
BA2521	9.910091896864747	6.141260525965011
BA2523	8.833513249971563	5.162453513142667
BA2524	7.699731455993478	12.872028314827125
BA2525	8.770496731111479	6.254739812485595
BA2526	17.08355327657949	14.85549398672674
BA2528	10.95619152241139	5.252407883833431
BA2532	17.277575819534	10.346520288088774
BA2534	8.677937913221355	7.141719967407913
BA2538	10.913820694522553	17.002978754520772
BA2539	13.978502747180436	4.632481041525632
BA2540	4.592253604891722	6.126853077248297
BA2541	7.417264627916515	5.469396938866621
BA2545	9.368149045066335	4.877969494423181
BA2546	6.906706856278332	5.56938494821182
BA2552	12.480830817711963	11.166264509094391
BA2559	9.529928027515686	9.72601543910472
BA2561	6.750879843314633	2.790944167871684
BA2563	5.624974228062305	6.027268916462715
BA2564	6.846327704749135	5.04010040811193
BA2567	9.314424545325542	4.194453644098592
BA2570	17.334215847491553	6.338222333389105
BA2575	5.477289467005744	3.4342313240760283
BA2577	7.43704400808223	5.320930156444583
BA2579	10.763658341093915	6.183683530450364
BA2583	9.890591627699177	8.909156715544874
BA2584	6.499434090328587	6.736742397460128
BA2587	7.206419255062711	7.3667683983492385
BA2588	7.474967556882667	5.443474956485896
BA2589	9.229416269372235	12.066823178460044
BA2592	19.169117856989924	12.981756414846256
BA2593	0.5499673904738163	1.4368811392668994
BA2594	9.139083579125286	5.387598573226479
BA2595	6.547667946907218	7.513490392391697
BA2597	4.217510422821092	7.311698497892424
BA2600	9.353896237028234	8.130010990925994
BA2603	9.768311999403744	4.60937930852175
BA2618	15.46445402601978	6.056514465933962
BA2619	10.24348484377864	5.927356078657691
BA2620	10.216901742287613	7.352841243952309
BA2621	7.688498948557723	4.810896405997424
BA2622	11.856726789983709	7.749577219692198
BA2623	13.446594472046977	9.690878446767968
BA2629	8.594657614716793	5.817280579043553
BA2631	8.41576670737534	5.468171902993351
BA2634	5.922645896258479	3.16205195508556
BA2636	7.065038505416176	5.618899244673786
BA2639	10.010161068121263	6.87379493078743
BA2644	5.2597819078544354	4.523228072093757
BA2645	9.463742795285215	11.497053146747986
BA2646	10.03274456794311	7.52196821927506
BA2649	8.712169545197561	6.5110349212047325
BA2651	5.018140227249536	5.522235802518263
BA2653	9.771089494494756	6.932954127168356
BA2655	30.556439747727115	21.190639026742865
BA2656	5.318476119902994	5.70152550063354
BA2657	13.558121784268703	5.771640544049528
BA2658	4.654695657476833	7.303343113474377
BA2659	16.718520678385307	4.992308561952519
BA2660	7.836327552343412	3.8659874889590977
BA2662	5.873299561545402	5.360102201734025
BA2663	8.080320855742233	7.115731521785219
BA2667	7.957563016351409	3.956974411640785
BA2670	10.815173782482145	7.118595835174869
BA2674	5.586960032133701	6.620444797362425
BA2675	8.80433163554737	6.034031009097357
BA2676	14.295097086991808	3.107607870682305
BA2677	7.976881058970531	5.575713563735737
BA2681	8.780910687229923	3.5093466744556574
BA2682	7.710059959218154	9.325592794633229
BA2685	15.721198305823696	13.332002918372408
BA2688	9.136700966465709	5.5760283623478974
BA2691	9.81666764700157	7.281596974082845
BA2694	6.213926440467708	6.601392966663166
BA2695	3.385600384087774	10.519060586894415
BA2697	3.914813236169825	2.2000516165580417
BA2701	6.208919627119961	4.662172822324519
BA2704	7.709101855865436	5.677016775445185
BA2705	7.11128981908457	21.23427526720895
BA2707	7.130671220290234	12.951402717215212
BA2709	6.946880022044021	6.713173071854309
BA2712	8.715074617421482	5.212656383925112
BA2714	11.947381290035214	7.494660102644128
BA2715	7.9908424818815	8.77742188674404
BA2718	8.743801897061989	6.751867338425482
BA2720	12.623245416287624	7.477439803137484
BA2721	7.824177092542211	9.111501966856752
BA2722	21.156102406265585	8.724155367047782
BA2723	10.375714600574018	11.63023019170407
BA2724	5.450778898354078	7.840445107908545
BA2726	9.224656526294682	5.735579713442043
BA2727	7.2063798654766975	4.365000646706227
BA2728	11.6589570980474	6.036499207879079
BA2731	3.825267336455325	4.956162727983662
BA2733	5.937480129183587	7.353394433761991
BA2735	8.716166676984766	3.8197767958434254
BA2737	8.059068369130218	7.925859033620257
BA2742	9.60144734897058	6.987221703079376
BA2744	3.4684355266186118	1.8895223664126053
BA2746	7.599745388967682	7.330916641316313
BA2747	7.651377512409418	5.3158284215227845
BA2748	12.55875252888568	8.139410104512923
BA2751	6.631137259735903	4.017743583694481
BA2756	8.313613699099756	6.746952638324869
BA2758	8.358962769112686	4.802055360057014
BA2760	13.39521223098779	10.040971439029938
BA2762	6.784312013608401	8.641861122645114
BA2764	15.078263588638512	4.423166990932352
BA2765	7.699253392049299	5.288734857660687
BA2769	9.361756841663468	8.013547410518223
BA2772	5.990000228879067	6.050637343549377
BA2775	11.231430347123924	5.069130121130372
BA2776	6.300427536036851	8.05472617237573
BA2778	4.436186959369814	7.637662465316218
BA2782	8.015532388218636	5.098815842788575
BA2786	8.750798721553965	8.415938454538999
BA2787	8.772402732286627	2.2193393219280133
BA2789	12.690204036147708	8.636023549822143
BA2791	10.013093916294787	7.741178501764106
BA2792	9.349854225229196	4.551570630344417
BA2798	11.320668917283385	16.816381449757476
BA2801	12.300105653747424	5.517200535623427
BA2802	11.674453813334097	7.088526556047891
BA2804	9.948183462781904	4.078754304065843
BA2806	9.239625565942395	9.513322124678869
BA2808	6.253328628485094	7.263683515204514
BA2809	9.480771579524577	7.24147291945887
BA2811	7.8572391190129185	7.070350225119517
BA2812	9.580850470658854	3.1678574196547364
BA2813	6.871862217728357	6.867976503649437
BA2814	10.50067506991098	4.355118338847606
BA2816	7.879227320258685	6.065623327282163
BA2817	8.567011899482022	8.966257475878034
BA2820	7.037460506740012	10.129095373627926
BA2821	17.60763100096741	9.91932746976686
BA2822	10.567069438748083	7.731515903978233
BA2824	4.683691483393542	6.310885839083982
BA2828	9.433810687478156	7.488565300362087
BA2829	7.568162408320408	9.36678347562548
BA2830	5.473336416357746	9.641558139974746
BA2832	9.992879451805464	5.910862256778355
BA2836	6.428689543614687	10.880632567658289
BA2837	7.69629748433335	9.303846484342278
BA2839	10.702870709793087	14.447366463317476
BA2840	14.098907636349963	12.9890063658348
BA2841	10.86633082856018	14.920340504832764
BA2842	8.122653245216734	5.618212847317316
BA2843	9.97163363501163	10.861403037264049
BA2844	9.285825149104296	9.577489786501244
BA2846	7.114886095215292	7.396085179139685
BA2850	5.097039701059529	7.478228744064123
BA2851	7.930079634666398	10.53628057560122
BA2852	10.733105482199862	6.446840796175184
BA2855	10.412020171563372	9.005710318890628
BA2856	8.123417456297645	3.7253524305821775
BA2858	11.732022768469532	6.240550615962576
BA2860	9.580156560415908	4.073930585781352
BA2861	5.739678316914184	3.859774992858181
BA2865	6.786711420764503	4.841331190074856
BA2866	13.570153734926146	6.525918957798433
BA2867	6.5776794410019725	11.804541541897262
BA2868	9.41411842427432	8.234759724452115
BA2870	15.218174085191572	8.617979239843704
BA2871	8.517910766576021	9.699320563414837
BA2872	12.738415912342797	5.400992864023292
BA2876	7.948332469106371	7.405359621995483
BA2879	8.7832317062327	10.283059619460772
BA2880	14.20169997994761	5.781449591374675
BA2882	7.158452857080666	5.16195219286407
BA2883	13.323673284159556	10.635094429933371
BA2885	9.1437329828171	8.529560296047924
BA2887	10.013956036977431	7.685740513804617
BA2889	0.0526682049279554	0.0135692782404742
BA2893	7.428524101497821	3.851752199071992
BA2901	6.693510757997804	4.583189739568179
BA2902	9.897790129229035	10.07164782522177
BA2903	8.231738411041828	4.244777417545605
BA2904	10.079079666847052	6.789738908991834
BA2905	11.079928175686486	8.339195521927117
BA2906	9.756131041333148	6.169201797449964
BA2908	12.743765720614595	6.442767618838151
BA2909	6.922166908194905	3.261882774806027
BA2910	9.025651262817592	10.510370108811154
BA2911	11.157070639231096	8.013297504789035
BA2914	6.029033683775086	5.073157530546257
BA2915	2.432698412466443	3.60830817852681
BA2921	4.687694470296719	5.387517108967468
BA2922	10.563641838224775	4.732165252572826
BA2923	4.43442129730587	4.118521207039701
BA2926	10.404461026625832	4.31474321881863
BA2928	10.11643727364132	4.851234415950231
BA2930	12.815465943706217	6.039991130066368
BA2932	10.837366964790483	6.117086266839964
BA2934	8.544368841382356	4.95306341203095
BA2935	6.18957415651764	5.681273121008684
BA2937	7.9631102781870515	4.822767525712362
BA2939	4.814820204236246	7.316767425306303
BA2944	10.064472511470012	13.171305358374154
BA2947	6.492174850950838	6.287702747922064
BA2948	16.64618729092987	11.507667665590594
BA2950	7.245089154829005	13.44390054926216
BA2951	5.174473590117093	2.820169602008459
BA2952	16.129897557537284	8.37478687157995
BA2953	5.61233345548178	4.091123903375138
BA2955	4.626903249324755	3.004235051792003
BA2956	5.528563793050033	6.290871235995807
BA2962	10.754058816270438	7.648383536569572
BA2970	7.655852368698684	8.768121816957889
BA2972	4.875855602823917	10.629632088944046
BA2976	6.668422614850322	5.811563870486877
BA2978	6.517289850731646	6.906986151702116
BA2981	6.277416724940326	12.088708199007163
BA2984	4.623263901162467	5.952599271998055
BA2986	10.61649522660097	6.015145644922761
BA2989	10.501458838357118	12.40066861542853
BA2992	11.530571617754989	10.128677544286331
BA2993	6.377924762484255	5.000211614265577
BA2994	7.09209433756163	9.912288804454908
BA2995	7.927022872959648	11.105876464807029
BA2999	5.533919986013618	6.624684574930474
BA3001	8.967662310686702	4.442970542048801
BA3002	16.7972457877744	8.285664492131295
BA3004	7.085755351782302	7.8110529639010675
BA3006	7.136737262954476	3.65168512711718
BA3008	0.2984697073842119	0.8681006640438829
BA3009	6.894381047571565	6.8263314902828105
BA3010	5.412972758144391	4.9254516334744025
BA3011	19.55809814346926	11.105390953391971
BA3013	9.247982876855191	5.48735513938059
BA3023	4.0703173877139145	11.640284109985148
BA3025	4.821452582837324	5.57733503992295
BA3027	8.311939681222812	8.279975709011342
BA3029	5.9919030611137964	7.226612217584591
BA3030	11.048257548925138	5.902817800149135
BA3037	7.5162662118315	8.02305017906364
BA3038	13.281945296374737	8.055542584703412
BA3040	14.055834341442273	5.182240962973314
BA3042	10.083466709865757	10.515634710289325
BA3043	7.858543977921846	3.244757511419285
BA3049	12.85756735103648	4.1564176231429135
BA3051	10.971059465533544	7.556062024995525
BA3053	13.537613702438962	7.894004164861986
BA3064	6.173738741923538	12.477605240623443
BA3067	7.462077652141978	16.50676562323782
BA3068	10.92123400166833	12.55326317026118
BA3070	7.295000725895216	5.37472511617356
BA3071	10.52390611206101	8.311919851686827
BA3072	8.537634657826874	8.21975335540976
BA3075	5.0177523164792746	12.33812847748259
BA3076	6.436084135633871	3.984990310271045
BA3077	16.521622849251806	9.3374500327709
BA2040	10.369023486536902	9.363714077638893
BA2160	9.025528918383657	5.515966560385625
BA2303	8.486958621868874	4.54654965522162
BA2353	9.912825000169375	8.900907518980299
BA2516	12.22145040127422	4.866430768383223
BA2590	11.020519906011817	10.88491560304582
BA2647	14.01612973269423	10.644695164434138
BA2891	6.276369361840032	10.14706198972468
BA2924	17.079325553908557	16.10777913232319
BA2971	8.74346075786503	10.182583973293996
BA3036	6.274789637985522	5.675109181561699
BA3059	15.366874484849632	10.280030831308574
BA3073	12.639113852233436	7.427611770627111
BA3078	16.694293404719758	11.877784209449372
BA3079	8.381004427762392	4.713510544408561
BA3083	14.810650623264374	8.127872976570112
BA3084	8.931039707541247	6.089439383491785
BA3085	10.595121842708444	11.306260223396905
BA3087	18.36457240150483	12.519830914347391
BA3089	10.809715902166948	7.374586917885807
BA3094	8.270966085411256	11.23969127159888
BA3095	12.881896387377646	5.181717467182284
BA3098	9.590542634787692	7.121552337276635
BA3099	15.955877745803877	11.556525533401189
BA3103	12.263914273744836	15.293287920246993
BA3108	20.79246823882168	5.723864054607475
BA3109	8.027688129345798	9.974575811976672
BA3110	8.592635501023473	8.262456350121662
BA3114	10.589312921282527	8.095098851779044
BA3116	6.607313984515323	11.72639377101633
BA3117	16.365237048266398	13.29495042372544
BA3118	12.705569947122092	13.728991946270892
BA3119	12.810425741677957	8.859620524335702
BA3123	6.382645609230425	7.118118707494445
BA3124	9.284977057831163	3.2260637051228933
BA3126	11.412819087950716	8.019485443173085
BA3128	8.810140240962603	11.41342783631617
BA3130	8.426457892847933	9.585302419403888
BA3133	16.356477365148123	10.365932289438458
BA3135	9.496110992875614	12.171174562220935
BA3136	11.243952690380354	10.333657320457108
BA3137	9.02747316791148	7.451576271310173
BA3138	11.423077315635409	10.471239263116624
BA3139	21.45425266023014	17.5470260749779
BA3141	12.966304139588166	6.5465378852369085
BA3142	14.091857300176931	11.74450974655493
BA3145	10.354261631048317	5.436537403304551
BA3146	7.933065611315002	7.496130499999642
BA3149	6.029497936530812	10.547723040091752
BA3152	14.817160210145763	6.301759291837863
BA3153	11.934807261655983	27.604711739328657
BA3154	10.37847228212452	14.721168223689844
BA3156	20.914478818740264	10.6029300189222
BA3157	10.776595378268189	8.710044108337883
BA3158	10.1711382617597	4.549592689670392
BA3162	11.237044105692334	9.14415263611372
BA3163	8.312243991569263	5.042026538813098
BA3164	14.73226368307242	11.759397793508905
BA3167	7.282263747764319	10.12720975917421
BA3169	16.814891128842294	6.8725908188312905
BA3171	19.46649574711684	9.172088011260572
BA3173	13.476480334718383	14.527553750882252
BA3174	9.1782654338674	10.426519983418606
BA3175	5.595467776707004	6.687414698737055
BA3176	10.516834615247337	4.727362915020489
BA3177	19.33996055650852	14.316351742999876
BA3178	11.331439290758995	4.481458329916356
BA3180	14.02641990095722	12.732633333387836
BA3181	9.503419985420877	4.996390140454944
BA3182	14.978060789083155	11.21467746186656
BA3183	14.519903017517604	11.767213931502704
BA3185	12.291302372484742	14.82598661286637
BA3186	14.913191470830974	10.552787658503464
BA3187	11.349434096297829	9.514352527543767
BA3189	11.932120982129211	9.260743630277409
BA3190	19.097652187768876	13.260363949948133
BA3191	8.862948952022187	5.43215090733389
BA3192	19.90767000833373	11.16770984951238
BA3194	15.667454413013024	10.895861766915308
BA3195	8.708910526307639	7.6441887706225184
BA3197	8.465826631517633	5.800152007711604
BA3199	19.909073905218158	10.139880583334364
BA3200	10.909278309870528	9.05510333761118
BA3202	16.823737521829127	14.844408407216624
BA3203	19.44197628482391	12.792517740017855
BA3206	8.41819053439068	4.9930575442003216
BA3207	18.366640693630632	11.058929178599826
BA3208	6.102771587580501	4.73984606187309
BA3210	14.175531101627	12.467459277619287
BA3211	8.689275557787132	6.3397135350260525
BA3212	18.35884200611968	10.804288611301352
BA3213	13.56965681003816	15.172192690106934
BA3214	10.371187620116046	11.009429706125792
BA3216	9.438854222222687	12.064438823458024
BA3217	11.88035751769358	9.204330611096912
BA3219	11.093733857751708	9.498988084807602
BA3221	8.869172543186263	4.347848369895512
BA3222	23.17656100981065	7.258022051538889
BA3225	11.151218427400725	6.775318452649396
BA3226	9.794689013130396	5.037539499207443
BA3227	9.959340799942916	8.449865074646068
BA3228	16.46223049863661	14.728006400949374
BA3229	14.888690691276398	8.258563798570854
BA3230	10.88702275122798	5.173337137112995
BA3232	10.619888613709852	6.137008247932158
BA3234	13.592360891893474	13.4334092455369
BA3235	7.74587284666574	7.47416051368265
BA3237	9.877675574769016	5.239957561988869
BA3240	18.87188791833453	8.640906615788095
BA3242	5.801530323141875	4.657648023345828
BA3243	7.550988075131212	7.053227590864142
BA3245	10.676015899769338	16.72660301865786
BA3249	6.683662417446377	9.28909365625678
BA3250	11.761587752013284	12.052798291895275
BA3251	7.336191837077552	8.0824784174955
BA3255	10.457541463274575	5.506045249535786
BA3258	13.18937285519026	9.421654415563246
BA3260	20.570341633841405	10.043134124295976
BA3261	10.313149155349263	5.456559478409888
BA3264	17.167519551517515	14.013073014501314
BA3266	15.986410426489345	11.371512264281998
BA3268	33.269145031387254	13.487596429480824
BA3269	9.949139208808512	12.778565326349955
BA3270	17.86849096029282	8.966125771650601
BA3271	13.764132629312732	10.228978044635625
BA3273	7.8145711334608	12.937017621214348
BA3275	14.962094263120866	12.552765046222495
BA3277	10.81707913018485	16.768048282544832
BA3280	8.696961129621478	12.850526793400238
BA3283	12.250071841697912	14.140758983435106
BA3285	25.58677903338585	16.542293303495914
BA3286	9.58094773570941	5.249771306428635
BA3289	5.473680908679123	4.451033730888602
BA3290	18.14242124639833	8.876202943256805
BA3293	16.07744382884652	9.385915745409736
BA3295	14.657653131414444	10.695393590780256
BA3296	16.831911144316937	7.297867451694903
BA3297	16.19473077928634	11.905042783466822
BA3299	8.700308143455324	15.186092461807736
BA3300	8.41754525873113	8.604532826571761
BA3302	17.931316082994414	10.63996668476046
BA3305	13.210384284552964	8.895852472602522
BA3306	11.499892572410136	12.392167917795083
BA3308	13.816117444757213	6.856118014309656
BA3310	7.100560037626962	8.255323995816461
BA3311	14.976188771036478	9.57964179426214
BA3312	19.56142930717515	8.929367712718888
BA3315	36.35478052805157	13.021107097003505
BA3317	11.16052886825041	6.590205838767156
BA3318	27.032917147356	17.92868446746323
BA3319	15.667229116628087	9.97159404333888
BA3322	12.591249945719875	4.847316259253363
BA3324	18.160367263148338	11.761095442415405
BA3325	6.980786815663781	9.300737346465528
BA3326	13.32551613432835	11.914195529061216
BA3328	16.533021042745304	10.557810467966954
BA3329	15.802833118921944	14.061448568418411
BA3332	15.290522516662271	20.584078982011555
BA3333	11.232635186040444	14.452324390981708
BA3334	9.617271313844697	3.874027586053179
BA3335	9.93084257211786	13.704447687550342
BA3339	11.679638650782366	4.973563586925246
BA3341	10.240655098975587	8.67627291781594
BA3345	9.919192049605591	6.296771329649549
BA3347	6.208006682575883	11.85538377732058
BA3351	13.581704757796958	16.637228340222002
BA3352	6.888519922529282	4.692528710189486
BA3353	14.586040996840996	7.779444083765125
BA3357	11.209355070417873	12.575867965626449
BA3362	8.905632409862548	7.082788365589277
BA3367	10.039284949472163	14.60793183927729
BA3369	16.31057767629538	13.404414989690776
BA3371	18.356492926805508	8.959550514870674
BA3373	19.10898852239754	13.277867245531422
BA3374	7.641555016365422	2.7100052944524693
BA3375	7.289816251366465	6.189797044237009
BA3376	8.25316147398542	6.555132521281164
BA3379	13.718532115610602	8.230129068984011
BA3380	14.386382464764022	11.833818851810252
BA3381	21.6398934611554	10.453178169079605
BA3384	8.60671952794259	6.472072041324632
BA3385	8.637224402417177	5.821495536373235
BA3386	13.73361633394758	8.354719922018896
BA3388	6.49690010795364	5.738108007369189
BA3390	7.508740181700269	9.523890366002677
BA3394	13.257064235542837	8.115488982478709
BA3395	9.230759413084684	4.880342626517226
BA3397	13.972882617679948	10.053832732131792
