	RAD21	NRAS
BA3399	8.31017472359782	3.928691386373547
BA3400	18.701201180693865	20.57405701514241
BA3403	17.029774756486663	8.646476315345657
BA3405	8.585712970021705	5.47809386344928
BA3406	8.951887951330136	6.043252528284121
BA3407	13.284030838985226	15.4835474476744
BA3408	11.493742382432076	4.912950895430019
BA3410	13.55699891601388	8.840417219687092
BA3411	15.326829590272888	6.705633535854831
BA3412	12.11450595958844	12.142190977600986
BA3413	8.133335175416214	6.008969504223689
BA3415	33.37302607094277	12.115116393939685
BA3416	7.477042731879358	7.867724644372972
BA3417	11.13439037268027	8.509996078078553
BA3418	14.020175021182078	12.343830242329132
BA3421	4.9927405123982815	3.168433023436222
BA3422	12.324814882269038	18.173598552618824
BA3423	12.741305690841056	13.745762736552717
BA3427	14.515533344953267	8.073314731993818
BA3430	5.528116711370857	5.917204912877103
BA3431	8.198798717831432	7.363139704033914
BA3433	11.35149793038407	12.089748631817251
BA3434	13.904412976654964	7.222638519015791
BA3435	16.456359216436212	6.94535406077345
BA3436	7.797618267259763	4.615333195782467
BA3438	18.315792162585456	6.824296625978215
BA3445	12.697141655262	12.074907605420004
BA3446	10.679565414453585	9.72879525399942
BA3447	3.879630029418274	1.558376402101474
BA3448	10.14220315510333	4.596813366256176
BA3449	19.58586180915845	8.485986858644898
BA3450	14.25697414572637	14.954090632256172
BA3451	10.80012308548918	7.710340309671539
BA3452	13.73361910891137	7.508107568643977
BA3453	8.072918830961996	11.655016680272896
BA3454	18.69279832715517	12.993324189060337
