	PTPN11	SF3B1
BA2212	16.10636029935567	1.9117243822809795
BA2217	17.405562540348775	1.8505187182282803
BA2218	6.878393864241168	0.084710669215247
BA2220	20.14637088171025	1.6409310910083468
BA2221	13.92990006687362	2.243354454921604
BA2224	15.825637213283208	2.0797450735301943
BA2226	35.989485894319195	3.1108793742900542
BA2227	20.910382367639677	4.466729377559415
BA2228	31.927487025931413	1.4107074971754248
BA2229	23.056486557637434	2.299403410170904
BA2233	11.761458404505191	3.843300609317525
BA2234	24.054342043995	4.0845688398028654
BA2235	17.067020253453286	3.773219992974677
BA2236	17.314869257465272	3.873751378073389
BA2239	12.77104820432132	1.4644137048543158
BA2240	33.17334597209446	5.302351818144493
BA2242	15.237455455980948	5.217936721911253
BA2244	16.925820528737685	2.109603304943121
BA2245	27.47398546311995	3.715063303939503
BA2248	18.155268511562515	0.5876281095038024
BA2249	19.97463299408348	3.458310637890213
BA2251	24.14242187116462	12.00484402870346
BA2256	21.401582298666927	2.33433740710835
BA2260	15.232493343082629	1.5779240094218403
BA2261	13.631458148123675	0.0481531079451538
BA2269	7.328556613973234	0.0224406991260923
BA2271	23.98460277768552	3.761306094239691
BA2272	13.50913898194892	2.964975913177955
BA2273	21.07546663553913	3.045841981931842
BA2275	31.218741695811683	2.7853284034421044
BA2276	9.934136281708742	3.42152463196887
BA2277	29.221652377436328	6.531068769093444
BA2280	36.38874163228378	4.484736603606028
BA2281	24.831129720843258	5.114091505593648
BA2282	10.789451974244848	2.121523772811391
BA2286	19.38545941760825	2.854157120894861
BA2288	12.094613771990195	1.2115094864671292
BA2292	17.152450737298953	3.7299817448043786
BA2294	18.795163976802144	3.163226501282653
BA2296	22.58795543731145	4.481140748242528
BA2300	43.71814488147894	2.823341050544311
BA2301	17.314482693030055	1.4422802647725668
BA2302	15.142153148377648	2.4450587800572063
BA2304	12.000004837689753	0.5735414547284834
BA2306	21.901854935746787	1.4378042824058233
BA2308	20.691473643918133	2.7371780782548
BA2309	15.600943225492763	5.374018728112393
BA2311	16.07649015451271	3.3142836831548874
BA2312	14.384739574554802	1.9396833890645215
BA2316	11.94031516572484	0.4984972271262627
BA2322	19.00203463588738	0.7196782721354701
BA2325	13.13339354976582	0.6144736710050318
BA2329	14.170386468930648	1.1931826614417729
BA2334	12.738862324221753	1.993478439709194
BA2339	10.111131706915842	0.4699942900241933
BA2344	17.66258635942158	2.2900026002819254
BA2347	10.673249895339008	0.8088991835723007
BA2348	6.14653811673649	0.883377560935554
BA2350	9.248559385393913	0.9795546142839112
BA2354	27.095243432620222	3.580583535197325
BA2355	28.38735945750639	3.44088195176249
BA2357	12.19949693229595	0.7466248340609561
BA2360	17.5735034231662	2.6603320453574324
BA2361	15.736424512490592	2.122537525413574
BA2363	7.3033212222808	1.6522726311963882
BA2369	17.51039441139099	1.1059227199253063
BA2374	22.40617777937685	2.4096833890645217
BA2375	20.87206313122356	2.100786539663423
BA2376	14.73696075905255	2.343366612380079
BA2377	56.988741119585946	0.0567111603796107
BA2379	14.2605358780457	0.7103568696863393
BA2385	15.9001120635316	0.9035211314723832
BA2386	18.71535873465833	2.367782567770798
BA2387	18.12250880428911	4.035369110779613
BA2394	24.469601260335928	7.593742353118285
BA2399	16.904555001239643	3.685799556279377
BA2400	33.63200594550555	10.516791943992056
BA2402	21.70324629391715	6.407256444061246
BA2405	9.100792336674967	0.2110564671748621
BA2406	17.82816007822995	1.4467520730025347
BA2409	16.29375622363415	1.3682634830700355
BA2410	23.596659384354837	4.5260095176401
BA2412	12.137813809796492	1.3753158354127988
BA2413	21.05224232672534	3.558757620270642
BA2414	23.349309244236707	2.306433272355962
BA2415	8.984070955203252	3.756315385305518
BA2417	12.270477073849374	1.1675117582923902
BA2418	10.111819360859618	1.5321366334104294
BA2420	17.04322984051619	3.2029681153734444
BA2421	17.112086130843036	1.154419886226261
BA2423	14.830693302761253	3.8067645573970417
BA2425	26.81439645289756	3.107183849055916
BA2426	14.6887218048444	0.1050925076905999
BA2427	13.203350202140005	0.1443236529855342
BA2429	13.885097753812143	4.061533740558772
BA2440	29.80936471999719	4.515118540922507
BA2441	41.50471871701896	7.48233802600586
BA2442	21.30032633561693	3.410966293655464
BA2446	17.23831681496286	1.5344025510134254
BA2449	27.270894277896847	2.356064100751041
BA2450	17.891294519534323	3.519331370196511
BA2452	25.78173682741561	2.951904546843851
BA2454	35.41917436013228	3.5800363507248094
BA2455	12.375452361398644	0.5393154871879091
BA2456	14.09237807271488	0.1207102191079664
BA2459	13.594127000583486	0.0323815313075464
BA2461	17.820350143922077	0.95278330527766
BA2463	8.57460656098495	1.416645689538503
BA2464	18.745323554263607	2.274301284478446
BA2469	16.132452295663036	0.041105135024581
BA2470	18.268118383788824	1.5174264355913207
BA2472	12.66426899861456	0.1222859747483732
BA2473	17.639401643995793	1.926382718921689
BA2474	12.088986615383838	4.932402265134477
BA2477	27.90380716097536	6.768566446326989
BA2479	9.06853194700168	2.963803300077096
BA2480	15.24397502944484	2.962812060442108
BA2481	7.960993949896547	0.1065127406211176
BA2482	19.0233231637945	4.55675387495229
BA2483	23.22264853955544	4.094619043491615
BA2485	17.055978788879546	6.688179817858615
BA2488	18.77808934875976	3.1325379968097127
BA2489	14.508873336495364	0.4959159455066064
BA2492	23.63457575454264	0.6517676062656149
BA2494	27.91420931790605	5.546111050285802
BA2496	11.399676017741184	0.936298316203406
BA2497	15.612483715841416	0.5076979597670999
BA2499	21.457586308448946	1.6321394161682796
BA2500	23.138866635530075	2.640884225108383
BA2501	27.833890878616558	3.3400008819669686
BA2502	15.548455223976305	2.2903437922450776
BA2505	22.69831014365209	3.3599098264806018
BA2507	13.273383072831717	1.126609034687153
BA2510	16.669318455579262	1.117650744121614
BA2511	7.663551368635486	0.5547863739144583
BA2512	18.55404802224241	2.4011947991320226
BA2514	14.1127716506682	3.45310423481002
BA2515	13.656362083325709	2.492897976189933
BA2520	10.18459988094212	1.384062484318475
BA2521	22.854875728416364	3.6303167173797672
BA2523	17.466454904239125	3.255909992229567
BA2524	15.143161519049126	1.182336976769294
BA2525	10.739344125649188	0.927868361868006
BA2526	16.511510597344866	1.5745202936037626
BA2528	14.604392734699395	2.664848081189622
BA2532	27.09788474706269	1.586789054789917
BA2534	26.77316300242771	4.342877348807292
BA2538	19.34789198139	5.459500768679832
BA2539	15.054660968382327	3.452706536135555
BA2540	12.01969277063214	1.6834681450257822
BA2541	16.52564398579619	2.4779100728231005
BA2545	20.94124669628399	2.715710302742765
BA2546	18.99909180138973	1.1761256635660966
BA2552	16.970131640737755	4.987072698408354
BA2559	14.081354688308627	0.7191279551595828
BA2561	8.225056123389484	1.0089444147921067
BA2563	17.33397336920926	2.168817586421358
BA2564	13.974435996557515	1.1562404789384766
BA2567	6.532230302726126	2.944546980707733
BA2570	22.38622147123564	0.8088462579510084
BA2575	10.361376185477951	0.5436999654816376
BA2577	20.382387269777333	4.324663598029868
BA2579	18.172941762715816	3.419698922327602
BA2583	25.543482158502837	4.572907145605144
BA2584	21.881435806884262	3.803381818707128
BA2587	21.078892020464146	3.168909295779788
BA2588	15.34775428213297	2.217265202905625
BA2589	17.98440359990241	1.3964120671328928
BA2592	19.84405027987057	5.069278178464495
BA2593	0.8090165245861867	0.0398129393678121
BA2594	21.525920477694164	1.55384779379004
BA2595	13.4174683952318	1.1049828092472718
BA2597	19.51682683095491	1.0624154034010471
BA2600	12.611281705199705	1.0177168916442754
BA2603	19.616353351392544	3.448005834667688
BA2618	21.562852645082295	6.639709954517876
BA2619	16.276085827293198	1.608222981017942
BA2620	23.94293881406372	7.257136306474398
BA2621	14.867078915259968	2.302562167266556
BA2622	17.89404725424126	5.740018604941144
BA2623	32.422525972432204	3.1361912788673103
BA2629	12.182439062832351	8.522674344341194
BA2631	17.90739322912705	3.2329857166970037
BA2634	18.21284933426878	1.1973282787502224
BA2636	18.568704808257376	0.6665113492421927
BA2639	21.352582026728825	1.362958086800756
BA2644	13.954630838917565	1.159654428614658
BA2645	21.812898951451057	1.6553232028782536
BA2646	24.75015114655788	2.292427173098183
BA2649	23.86929555054728	2.054793558903989
BA2651	15.009905620802682	0.9328784512660028
BA2653	35.09770771441234	0.8253166337449686
BA2655	47.73960715416454	7.299985941750644
BA2656	12.23115155921837	1.3059148202384048
BA2657	19.747502000537104	3.998831667480205
BA2658	20.77431422918143	1.8268710853211807
BA2659	20.045090782808657	2.2619259953681525
BA2660	16.149795869705212	5.050824973655039
BA2662	12.045959777225177	1.2953582838747546
BA2663	12.517918211428482	0.7875701277787662
BA2667	14.667596859550976	3.8148880510202687
BA2670	17.34966639725265	0.0964147890654343
BA2674	17.279843318133707	3.0719907515118887
BA2675	20.317910549967007	5.470604185389457
BA2676	18.58694648390418	2.955025113249121
BA2677	18.577054779483333	2.3230404214585607
BA2681	15.08682239640497	3.0673529206032044
BA2682	19.076647524486	3.793461043671051
BA2685	25.10516765487928	1.388581302908514
BA2688	9.067482526668442	0.6458573099095072
BA2691	26.73737220376769	7.970834409180971
BA2694	9.024019039461352	6.238474858619174
BA2695	11.2404092343823	0.5278184851152868
BA2697	6.301040978737351	1.3509235182574766
BA2701	10.946437653909962	1.360539490071029
BA2704	16.147071205521367	5.085740183175416
BA2705	28.16912357988325	3.501425882081017
BA2707	28.354258823419137	2.5197496582377994
BA2709	11.834087074751764	1.3205904920919496
BA2712	16.42029670010793	1.4752564014835297
BA2714	18.259052411644547	7.656167967567946
BA2715	20.1361962674606	0.4659300873907615
BA2718	23.29369020548985	5.882814926834757
BA2720	12.589995425491171	1.0380797982424526
BA2721	12.82643796424119	5.548940628416671
BA2722	36.40377693251484	3.9711216110799374
BA2723	30.19932116231609	1.877678906239308
BA2724	12.29033845001848	0.9589716341175236
BA2726	13.818725538291096	1.6021027613169287
BA2727	24.61424804261353	3.2411675798066057
BA2728	21.026768820896308	3.304925770314513
BA2731	10.348587303927951	1.0221442669866077
BA2733	8.96480318961342	1.1356592170870456
BA2735	12.472768491152266	1.176214772642601
BA2737	12.376501451202138	1.817379873817898
BA2742	18.999517616112165	1.265688443647633
BA2744	3.972428680531728	0.6826428444347123
BA2746	16.354079014101362	2.246847036514953
BA2747	13.21286567892482	2.6896423547909816
BA2748	24.58902716946228	8.612325169056342
BA2751	13.92309366783434	2.820195249239303
BA2756	11.95978241621635	0.9703809793178744
BA2758	9.074373932385482	1.8323795468818664
BA2760	27.842394785774225	0.5152849513625629
BA2762	15.494298472230904	2.552687809543795
BA2764	10.123036663951495	1.509975563432433
BA2765	17.255788926560026	2.39289134623134
BA2769	14.114069903809089	1.654345839016698
BA2772	9.214550366533244	1.1316888526978304
BA2775	18.18390614086486	5.604863226691362
BA2776	21.07864268018424	2.6182270335041005
BA2778	11.051841624231852	1.421190336075034
BA2782	14.017978111035076	1.5311907466458643
BA2786	18.56146342152403	0.7852042741944069
BA2787	5.728153752635701	1.800247437353734
BA2789	23.09779193452756	14.008737175363926
BA2791	20.34342406980938	1.7045683684067263
BA2792	11.65470263502648	3.018878411729552
BA2798	16.931625688947495	4.100505762437636
BA2801	7.134981041288424	1.3764703757939605
BA2802	21.039563120997773	2.5253315131359857
BA2804	11.705154389579103	0.7555484542008238
BA2806	20.0582471817414	7.745564664145458
BA2808	24.08299046294555	2.78559806484282
BA2809	25.421071006514072	2.7334907416277763
BA2811	22.694716050439283	2.552131987877516
BA2812	11.366252530998253	2.0941482784156835
BA2813	13.26185634034608	2.8097613443001364
BA2814	11.078194670442564	2.054095618905114
BA2816	14.79225518895096	2.1198042413487403
BA2817	19.255577896687427	1.3376205975782405
BA2820	17.60046886126625	4.070998956845965
BA2821	41.38697743446033	5.066381821748393
BA2822	27.94999463915676	2.884351488167197
BA2824	15.698469004065108	1.0998169310286623
BA2828	16.62048013308828	3.6181223683550248
BA2829	23.16697090575833	4.534557564311359
BA2830	10.54731633196385	0.6709554667506056
BA2832	21.6788491811367	3.952292095295011
BA2836	12.468306580047503	2.445039848180031
BA2837	22.898407857056828	1.995631670825597
BA2839	31.642496415707715	0.9436462415281752
BA2840	20.531917229600012	1.1492535974368214
BA2841	17.333596721579227	1.9139072277193088
BA2842	9.895489999364507	0.6612899451203657
BA2843	10.858547637453205	1.6562102715697948
BA2844	17.590131498344554	3.821757250756895
BA2846	18.50294150486064	3.3001621146526645
BA2850	13.43052749037221	1.828463643952976
BA2851	25.04537941152953	1.6131893978446552
BA2852	9.456579436181348	0.921993389809632
BA2855	17.107630110616615	0.0503785843213644
BA2856	12.066697755388164	0.5300314770969905
BA2858	12.633864070958204	0.7114815296348503
BA2860	14.530015277964637	1.2262364264523182
BA2861	17.408068930780058	2.402131189545346
BA2865	16.238963350670986	2.129704837588824
BA2866	21.19259899057649	3.013038703143604
BA2867	17.232068759781303	0.7455546963980773
BA2868	23.494536189676637	7.515001741124448
BA2870	23.69065911934278	10.322297744445509
BA2871	23.15316795763132	3.4221688480142816
BA2872	18.935171480130546	1.6477955843867516
BA2876	13.157898270250502	0.0957137393726782
BA2879	15.50509527096519	0.9531210378014084
BA2880	19.49215324075317	2.6670752758807885
BA2882	16.603411924717445	2.331904014622404
BA2883	28.20025393371597	1.041376210613712
BA2885	20.57041289985666	0.8719233342609193
BA2887	27.307116773219036	2.4644347656172783
BA2889	0.0893690876800253	0.0001248439450686
BA2893	12.4974117886675	3.066329078603025
BA2901	8.975530107617864	0.0317730501306983
BA2902	9.87114034234456	3.0100672119655543
BA2903	5.87011599834422	0.04812813915614
BA2904	20.70134617274038	4.618916602419935
BA2905	22.33801212442174	0.9351763781874364
BA2906	21.176416117737062	4.94215177891217
BA2908	23.172251086718955	4.5110256667594255
BA2909	11.488674564864946	2.4489723716243854
BA2910	26.26349101086416	1.594387139400962
BA2911	20.84783277632227	9.404135429069326
BA2914	15.0156201416248	3.2489443539667984
BA2915	2.41314672352659	0.1575190649325371
BA2921	17.458656163590284	1.641957001069005
BA2922	19.573904682697663	2.7456192472563985
BA2923	9.394341271819846	0.7224224439304705
BA2926	19.129719312731364	6.687000187037824
BA2928	17.191069360684157	1.9118917963386208
BA2930	14.85937609513198	5.58017983762684
BA2932	19.46477251954371	7.813152127137059
BA2934	9.73098986675119	1.066804732513104
BA2935	9.880445356341776	1.673007552982645
BA2937	17.877732513150956	1.0652045403051302
BA2939	9.710666289915626	2.5373235723920007
BA2944	37.64703403612323	3.672323777677416
BA2947	12.357448642886093	2.2556267591819603
BA2948	20.4879431817709	1.6022588162482645
BA2950	24.919157088502157	3.3056537960314523
BA2951	18.133444760407368	3.714504555055268
BA2952	29.64411745650464	7.945331247025262
BA2953	7.163653271429381	1.0622547637621065
BA2955	11.13542937935626	1.5735880773272142
BA2956	8.523238456781499	0.6742777678936652
BA2962	24.054892956713843	4.514064286268231
BA2970	15.990249149514993	2.1501201984121554
BA2972	17.627225547010358	1.6972456171563868
BA2976	17.773117510802155	1.1234965124288914
BA2978	14.603788957143514	0.6784917224358712
BA2981	18.564359098703868	0.464518225543284
BA2984	14.452361922559325	1.3895178377819446
BA2986	21.66198824056716	7.139863348341978
BA2989	24.180054210900927	0.7722661228884115
BA2992	23.9380562024542	1.9699573082368111
BA2993	13.846655480060836	3.8777916763607
BA2994	16.36308890783346	1.7558718623644929
BA2995	14.331090419338244	1.3120625253755585
BA2999	20.07089751224206	1.5218285152086082
BA3001	17.71418966299346	3.283498109093232
BA3002	25.71013085930307	4.609381041663816
BA3004	15.801966890605236	2.9380858579637814
BA3006	12.927507847907451	1.748787766814016
BA3008	0.3007671567538219	0.0077259165993786
BA3009	19.149190049872782	5.390947118477055
BA3010	13.643755520925405	1.3260803715209823
BA3011	16.20127100029433	0.7382217721149416
BA3013	15.826301965085207	2.0879046289580168
BA3023	16.109292041670233	0.9683986825238244
BA3025	21.606626020315527	5.080337428397208
BA3027	11.8217154344046	3.00421939840729
BA3029	11.205176238759671	1.7401704021009063
BA3030	21.666872429973047	3.945677107330818
BA3037	22.454196832329725	0.4762799165476772
BA3038	26.722751368914007	5.051456112259189
BA3040	10.393675597393589	2.834850863947472
BA3042	31.91703970845472	4.309006570653918
BA3043	10.557497829345278	2.248677657799857
BA3049	4.158103947463144	1.7313959408230577
BA3051	13.618501220020445	0.6646889545802217
BA3053	26.569754013053128	7.861453717262678
BA3064	20.81512093293928	3.322682981534957
BA3067	23.49622855930234	3.741009251529377
BA3068	32.6958892019907	4.13495857796512
BA3070	12.2739088603882	3.443687359436515
BA3071	21.66745407747344	6.077216535055907
BA3072	21.744276519892093	8.213110499816764
BA3075	9.78077433217044	1.3901999555975253
BA3076	6.585836267450562	0.0173066249405052
BA3077	22.34529503861006	2.748373652909503
BA2040	15.768603175760314	2.375963693373539
BA2160	17.506409372433634	7.2642666976875745
BA2303	15.03837826541991	2.840539695356444
BA2353	27.233366359776674	6.337646980555671
BA2516	21.259529388671154	6.1525607150623225
BA2590	29.16348122073776	7.098047545622784
BA2647	21.26802428024812	3.8849425733059006
BA2891	10.22953782959444	1.4775576433842594
BA2924	20.532589760834025	4.889603897989876
BA2971	19.08055261903843	3.468802501744926
BA3036	21.532179511729048	6.45483500374836
BA3059	18.54532868077653	1.0846267987184108
BA3073	14.944238120335736	2.979660609986603
BA3078	35.18664561153126	5.116092346503533
BA3079	19.909318281196608	2.368091955700928
BA3083	21.978305936397295	5.811712840678749
BA3084	17.84399375600065	2.779812080210334
BA3085	26.01224963306068	4.24132050223457
BA3087	48.86803170684532	9.970414668935453
BA3089	23.137690705828494	5.824776961198015
BA3094	28.49290823798763	4.087964389823318
BA3095	20.620505966732463	6.108688157768685
BA3098	23.62762660915261	3.053186060055868
BA3099	36.54224908379226	8.625616342847932
BA3103	21.202410683230404	1.4367437019194949
BA3108	27.17003893415094	10.156121900000151
BA3109	17.987162225593785	1.3927302351962607
BA3110	23.61354936917826	2.5078610552278597
BA3114	11.088207106757388	2.7530216948668005
BA3116	13.54410492909614	1.0875424370572109
BA3117	32.99850340543902	7.193373265148163
BA3118	18.419906314914087	5.277096192183644
BA3119	24.22301068782385	12.883161912408516
BA3123	19.325795422691492	4.803611327801272
BA3124	11.595967067149676	4.21054428006405
BA3126	23.07814911886787	2.8246321209328777
BA3128	17.85383423310964	3.608092487922375
BA3130	12.057733345196048	2.5404865644497363
BA3133	35.60647067572976	8.316171632292765
BA3135	14.423862792892812	5.669922987556664
BA3136	26.020118488952967	7.408721497640738
BA3137	17.99946922539952	1.6213128686583913
BA3138	17.948405734384835	2.926481202698819
BA3139	61.89541159416133	6.8770572259705816
BA3141	21.324758045316084	4.599395654944109
BA3142	46.60967367517731	14.0982824377567
BA3145	21.111123300919846	4.677822210665414
BA3146	21.602179497941837	3.2749571865861946
BA3149	21.63447056331703	2.387201305919367
BA3152	26.69930441544388	4.349984345086304
BA3153	31.543536116768177	3.0527241982844227
BA3154	34.14570005484676	4.28942234204808
BA3156	19.49857490673853	3.2278813784839597
BA3157	23.14124354717321	5.383763330246449
BA3158	22.028408728000585	2.427680769014372
BA3162	23.07486636372992	0.9929945971919996
BA3163	14.556965582467331	1.6091564442133084
BA3164	29.786068872909603	5.868617775283941
BA3167	20.567990490892964	1.3512052762913591
BA3169	20.415742448754457	0.8099630790379262
BA3171	49.20184704080764	5.544770658175454
BA3173	27.98654696106653	1.7308377241602686
BA3174	22.481708707839694	2.78049200831482
BA3175	16.98894756673063	3.916354169042656
BA3176	18.64217401050913	1.398144493560881
BA3177	37.12825353716463	2.6684240618836683
BA3178	11.343132947483015	2.2011568745523635
BA3180	28.83046345372784	2.8429799230863977
BA3181	12.539176864756952	3.4169526216468147
BA3182	27.52360362055456	6.465568450520892
BA3183	29.19110257797213	8.637727802183933
BA3185	16.0689464411771	3.3780862457251213
BA3186	26.671352579888893	7.658752176405559
BA3187	17.671849707854243	2.660248828732659
BA3189	34.77103318446292	7.486407566060087
BA3190	13.582985218241213	1.344322793828056
BA3191	17.4967395117262	4.6694024901881175
BA3192	25.62671641213393	3.5077787205700552
BA3194	35.935356555517195	8.662644524733851
BA3195	16.40482357099114	7.4496398989691635
BA3197	16.74318582812262	10.054760629602765
BA3199	26.886278539283374	6.719935411125861
BA3200	21.870631329961405	7.819164366709701
BA3202	24.89452366575615	2.685428461074084
BA3203	14.692021043920066	1.0415124745103943
BA3206	23.017601304312947	3.960770595829513
BA3207	21.08589263526197	9.902281146739536
BA3208	18.69157945657816	6.055922803560105
BA3210	25.00701142440425	1.414333149336776
BA3211	20.94416288181397	5.250568268044968
BA3212	38.42654424973168	5.928094555982853
BA3213	28.595132790427066	4.602520007724814
BA3214	19.227635695526825	6.220395204836827
BA3216	14.3557010442588	5.618746466429752
BA3217	16.74182319835738	8.902646775270254
BA3219	14.358489399213893	3.3432382481703
BA3221	15.472372826909858	3.35154335856063
BA3222	45.00221066210596	4.655330714803816
BA3225	16.252474175634926	2.93339371005488
BA3226	19.63876066105797	6.800439759375081
BA3227	22.406453016091405	6.344520643349284
BA3228	28.892920691148067	8.08669053299697
BA3229	29.721164245602424	7.676464217231506
BA3230	19.80458906416293	2.888449091497991
BA3232	18.64192081999083	4.301224086517919
BA3234	20.17473302052334	4.332855018316021
BA3235	15.371318318553923	1.915317492902447
BA3237	27.98315846822433	4.639006836764641
BA3240	26.53802348143133	10.116098999271616
BA3242	18.60678946129853	3.331326029734452
BA3243	27.182019369641385	2.9046507866993294
BA3245	24.70548102610767	3.3602777891825237
BA3249	27.04526177937093	1.7662823115441877
BA3250	29.723698269728747	3.933912694393884
BA3251	18.96515071718015	4.276729172274
BA3255	19.530658366366755	5.48695761692525
BA3258	19.25644449572177	1.7224400452540294
BA3260	21.71300533111998	1.0478724751794728
BA3261	18.19364774393248	4.870043185968817
BA3264	28.724599060108773	11.23593616992158
BA3266	28.79690094170825	12.655947589873191
BA3268	34.215264264099496	9.627225643645808
BA3269	15.204697938644848	2.378683040839632
BA3270	24.530727937607185	6.257724076633806
BA3271	27.916898924965192	5.419991651726451
BA3273	20.44500246613187	1.8203280536965825
BA3275	28.412871710293533	4.6617186114798645
BA3277	17.164565410884723	1.1887544877672702
BA3280	14.365310348195427	2.9610502249776087
BA3283	16.69487906533864	2.004062218207752
BA3285	62.17898985108376	5.7232340132082165
BA3286	21.368852478931604	3.752073025344385
BA3289	8.671812401369937	0.4495356215814276
BA3290	23.97434788088257	8.673827288058016
BA3293	27.98536128377098	9.284535522740304
BA3295	28.37486135458929	5.400211193073215
BA3296	16.547626760789306	6.435364320786594
BA3297	31.61271538032367	11.028395922575465
BA3299	13.91130497298182	1.7767219872844695
BA3300	37.73830015271734	4.756270975227372
BA3302	47.58395676045272	15.037900211520007
BA3305	17.9495129193202	3.382023148591666
BA3306	15.822574986127442	4.024635907308313
BA3308	21.61813851587103	8.715486115863088
BA3310	16.233968503775053	3.9395821225295418
BA3311	26.322291810625305	6.11081535565318
BA3312	26.274338440187364	7.919782610348514
BA3315	35.11440382264742	6.101530486404784
BA3317	21.33458099470292	8.061095334546799
BA3318	31.470847071104163	1.6558276347622718
BA3319	22.17690767917441	0.2441810252409822
BA3322	19.028309672175208	2.9021558922236363
BA3324	43.99440756721232	6.968018258236888
BA3325	18.92294556082813	7.743812142556275
BA3326	23.60399145233129	1.3067779009490268
BA3328	22.770125349103125	9.490785619680636
BA3329	36.48269764177509	4.566633471254719
BA3332	28.276913195499503	1.507759522582156
BA3333	25.26353103615665	11.637307978303612
BA3334	9.127914629344902	0.4513920099875156
BA3335	18.262137171353483	5.688921840999604
BA3339	16.505423984927283	3.6418119783279423
BA3341	21.133817970311235	2.062199914540442
BA3345	10.56551791674996	2.438859806788409
BA3347	12.895248893688454	1.3679641845379027
BA3351	36.15111433085691	7.446937293669149
BA3352	11.602828493127593	0.8842332741807212
BA3353	35.31452803631488	9.145652997699282
BA3357	23.394936659638905	5.684862428359192
BA3362	21.929829281753584	3.3403728135202493
BA3367	15.08460695321988	3.3419890103874423
BA3369	30.111459179936265	6.889214099002313
BA3371	16.57214863696018	1.6825871968808783
BA3373	59.687482235387535	20.23629457544695
BA3374	14.286142079384424	1.4028629180029226
BA3375	14.986029961281671	5.380317903473276
BA3376	18.460625960877035	4.92999922447732
