	ASXL1	PTPN11
BA2304	0.0085445741953859	12.000004837689753
BA2306	0.0178011962403873	21.901854935746787
BA2308	0.0186556536599259	20.691473643918133
BA2309	0.0149530048419253	15.600943225492763
BA2311	0.0150954144118484	16.07649015451271
BA2312	0.0183708345200797	14.384739574554802
BA2316	0.0108231273141555	11.94031516572484
BA2322	0.02022215892908	19.00203463588738
BA2325	0.0098262603246938	13.13339354976582
BA2329	0.0123896325833095	14.170386468930648
BA2334	0.0146681857020791	12.738862324221753
BA2339	0.0153802335516946	10.111131706915842
BA2344	0.0119624038735403	17.66258635942158
BA2347	0.0126744517231557	10.673249895339008
BA2348	0.0066932497863856	6.14653811673649
BA2350	0.0095414411848476	9.248559385393913
BA2354	0.0200797493591569	27.095243432620222
BA2355	0.0367416690401595	28.38735945750639
BA2357	0.018798063229849	12.19949693229595
BA2360	0.0166619196810025	17.5735034231662
BA2361	0.0225007120478496	15.736424512490592
BA2363	0.0059812019367701	7.3033212222808
BA2369	0.0243520364568499	17.51039441139099
BA2374	0.0301908288236969	22.40617777937685
BA2375	0.0215038450583879	20.87206313122356
BA2376	0.0139561378524636	14.73696075905255
BA2377	0.0400170891483907	56.988741119585946
BA2379	0.0210766163486186	14.2605358780457
BA2385	0.0143833665622329	15.9001120635316
BA2386	0.0233551694673882	18.71535873465833
BA2387	0.0143833665622329	18.12250880428911
BA2394	0.0316149245229279	24.469601260335928
BA2399	0.0148105952720022	16.904555001239643
BA2400	0.0338934776416975	33.63200594550555
BA2402	0.0197949302193107	21.70324629391715
BA2405	0.0148105952720022	9.100792336674967
BA2406	0.0155226431216177	17.82816007822995
BA2409	0.0128168612930788	16.29375622363415
BA2410	0.0234975790373113	23.596659384354837
BA2412	0.0111079464540017	12.137813809796492
BA2413	0.0197949302193107	21.05224232672534
BA2414	0.0249216747365422	23.349309244236707
BA2415	0.0078325263457704	8.984070955203252
BA2417	0.0195101110794645	12.270477073849374
BA2418	0.0113927655938479	10.111819360859618
BA2420	0.0153802335516946	17.04322984051619
BA2421	0.0155226431216177	17.112086130843036
BA2423	0.0162346909712332	14.830693302761253
BA2425	0.0183708345200797	26.81439645289756
BA2426	0.0126744517231557	14.6887218048444
BA2427	0.0160922814013101	13.203350202140005
BA2429	0.0227855311876958	13.885097753812143
BA2440	0.02022215892908	29.80936471999719
BA2441	0.0401594987183138	41.50471871701896
BA2442	0.0185132440900028	21.30032633561693
BA2446	0.0152378239817715	17.23831681496286
BA2449	0.0180860153802335	27.270894277896847
BA2450	0.02022215892908	17.891294519534323
BA2452	0.0199373397892338	25.78173682741561
BA2454	0.0263457704357732	35.41917436013228
BA2455	0.0091142124750783	12.375452361398644
BA2456	0.0197949302193107	14.09237807271488
BA2459	0.0240672173170037	13.594127000583486
BA2461	0.0249216747365422	17.820350143922077
BA2463	0.0125320421532326	8.57460656098495
BA2464	0.018798063229849	18.745323554263607
BA2469	0.0125320421532326	16.132452295663036
BA2470	0.0213614354884648	18.268118383788824
BA2472	0.0175163771005411	12.66426899861456
BA2473	0.0233551694673882	17.639401643995793
BA2474	0.0143833665622329	12.088986615383838
BA2477	0.0242096268869268	27.90380716097536
BA2479	0.0286243235545428	9.06853194700168
BA2480	0.0182284249501566	15.24397502944484
BA2481	0.01011107946454	7.960993949896547
BA2482	0.0142409569923098	19.0233231637945
BA2483	0.0182284249501566	23.22264853955544
BA2485	0.015949871831387	17.055978788879546
BA2488	0.0178011962403873	18.77808934875976
BA2489	0.0149530048419253	14.508873336495364
BA2492	0.0119624038735403	23.63457575454264
BA2494	0.024636855596696	27.91420931790605
BA2496	0.0082597550555397	11.399676017741184
BA2497	0.0106807177442324	15.612483715841416
BA2499	0.0139561378524636	21.457586308448946
BA2500	0.0283395044146966	23.138866635530075
BA2501	0.0243520364568499	27.833890878616558
BA2502	0.0125320421532326	15.548455223976305
BA2505	0.0132440900028481	22.69831014365209
BA2507	0.0210766163486186	13.273383072831717
BA2510	0.013101680432925	16.669318455579262
BA2511	0.0166619196810025	7.663551368635486
BA2512	0.0250640843064653	18.55404802224241
BA2514	0.0213614354884648	14.1127716506682
BA2515	0.0116775847336941	13.656362083325709
BA2520	0.0142409569923098	10.18459988094212
BA2521	0.0210766163486186	22.854875728416364
BA2523	0.0139561378524636	17.466454904239125
BA2524	0.0118199943036172	15.143161519049126
BA2525	0.0408715465679293	10.739344125649188
BA2526	0.0206493876388493	16.511510597344866
BA2528	0.0217886641982341	14.604392734699395
BA2532	0.0225007120478496	27.09788474706269
BA2534	0.0213614354884648	26.77316300242771
BA2538	0.0270578182853887	19.34789198139
BA2539	0.0136713187126174	15.054660968382327
BA2540	0.0109655368840786	12.01969277063214
BA2541	0.0136713187126174	16.52564398579619
BA2545	0.018798063229849	20.94124669628399
BA2546	0.0128168612930788	18.99909180138973
BA2552	0.0290515522643121	16.970131640737755
BA2559	0.017373967530618	14.081354688308627
BA2561	0.0098262603246938	8.225056123389484
BA2563	0.0212190259185417	17.33397336920926
BA2564	0.0112503560239248	13.974435996557515
BA2567	0.0205069780689262	6.532230302726126
BA2570	0.0233551694673882	22.38622147123564
BA2575	0.0074052976360011	10.361376185477951
BA2577	0.0210766163486186	20.382387269777333
BA2579	0.0290515522643121	18.172941762715816
BA2583	0.021646254628311	25.543482158502837
BA2584	0.0197949302193107	21.881435806884262
BA2587	0.0229279407576189	21.078892020464146
BA2588	0.0205069780689262	15.34775428213297
BA2589	0.0328966106522358	17.98440359990241
BA2592	0.0300484192537738	19.84405027987057
BA2593	0.0126744517231557	0.8090165245861867
BA2594	0.013101680432925	21.525920477694164
BA2595	0.014525776132156	13.4174683952318
BA2597	0.0133864995727712	19.51682683095491
BA2600	0.0166619196810025	12.611281705199705
BA2603	0.0166619196810025	19.616353351392544
BA2618	0.0180860153802335	21.562852645082295
BA2619	0.0133864995727712	16.276085827293198
BA2620	0.0111079464540017	23.94293881406372
BA2621	0.0166619196810025	14.867078915259968
BA2622	0.0219310737681572	17.89404725424126
BA2623	0.0243520364568499	32.422525972432204
BA2629	0.0237823981771575	12.182439062832351
BA2631	0.0165195101110794	17.90739322912705
BA2634	0.0148105952720022	18.21284933426878
BA2636	0.0146681857020791	18.568704808257376
BA2639	0.0195101110794645	21.352582026728825
BA2644	0.0178011962403873	13.954630838917565
BA2645	0.0209342067786955	21.812898951451057
BA2646	0.0247792651666191	24.75015114655788
BA2649	0.0197949302193107	23.86929555054728
BA2651	0.0126744517231557	15.009905620802682
BA2653	0.0269154087154656	35.09770771441234
BA2655	0.0377385360296211	47.73960715416454
BA2656	0.0135289091426943	12.23115155921837
BA2657	0.0175163771005411	19.747502000537104
BA2658	0.024494446026773	20.77431422918143
BA2659	0.0142409569923098	20.045090782808657
BA2660	0.0093990316149245	16.149795869705212
BA2662	0.0162346909712332	12.045959777225177
BA2663	0.017373967530618	12.517918211428482
BA2667	0.0155226431216177	14.667596859550976
BA2670	0.0140985474223867	17.34966639725265
BA2674	0.0220734833380803	17.279843318133707
BA2675	0.0155226431216177	20.317910549967007
BA2676	0.0150954144118484	18.58694648390418
BA2677	0.0170891483907718	18.577054779483333
BA2681	0.0093990316149245	15.08682239640497
BA2682	0.0132440900028481	19.076647524486
BA2685	0.0309028766733124	25.10516765487928
BA2688	0.0229279407576189	9.067482526668442
BA2691	0.0162346909712332	26.73737220376769
BA2694	0.0189404727997721	9.024019039461352
BA2695	0.0152378239817715	11.2404092343823
BA2697	0.0118199943036172	6.301040978737351
BA2701	0.0084021646254628	10.946437653909962
BA2704	0.0213614354884648	16.147071205521367
BA2705	0.0254913130162346	28.16912357988325
BA2707	0.028909142694389	28.354258823419137
BA2709	0.0084021646254628	11.834087074751764
BA2712	0.0123896325833095	16.42029670010793
BA2714	0.0152378239817715	18.259052411644547
BA2715	0.0226431216177727	20.1361962674606
BA2718	0.0220734833380803	23.29369020548985
BA2720	0.0142409569923098	12.589995425491171
BA2721	0.0213614354884648	12.82643796424119
BA2722	0.0149530048419253	36.40377693251484
BA2723	0.023070350327542	30.19932116231609
BA2724	0.0116775847336941	12.29033845001848
BA2726	0.0129592708630019	13.818725538291096
BA2727	0.0229279407576189	24.61424804261353
BA2728	0.0205069780689262	21.026768820896308
BA2731	0.0068356593563087	10.348587303927951
BA2733	0.0109655368840786	8.96480318961342
BA2735	0.0160922814013101	12.472768491152266
BA2737	0.0093990316149245	12.376501451202138
BA2742	0.0140985474223867	18.999517616112165
BA2744	0.004414696667616	3.972428680531728
BA2746	0.0146681857020791	16.354079014101362
BA2747	0.0121048134434634	13.21286567892482
BA2748	0.0200797493591569	24.58902716946228
BA2751	0.014525776132156	13.92309366783434
BA2756	0.013101680432925	11.95978241621635
BA2758	0.0199373397892338	9.074373932385482
BA2760	0.017373967530618	27.842394785774225
BA2762	0.0162346909712332	15.494298472230904
BA2764	0.0172315579606949	10.123036663951495
BA2765	0.0135289091426943	17.255788926560026
BA2769	0.0160922814013101	14.114069903809089
BA2772	0.0106807177442324	9.214550366533244
BA2775	0.0203645684990031	18.18390614086486
BA2776	0.0253489034463115	21.07864268018424
BA2778	0.0112503560239248	11.051841624231852
BA2782	0.0152378239817715	14.017978111035076
BA2786	0.0178011962403873	18.56146342152403
BA2787	0.007262888066078	5.728153752635701
BA2789	0.0180860153802335	23.09779193452756
BA2791	0.0149530048419253	20.34342406980938
BA2792	0.0112503560239248	11.65470263502648
BA2798	0.0252064938763884	16.931625688947495
BA2801	0.0138137282825405	7.134981041288424
BA2802	0.0199373397892338	21.039563120997773
BA2804	0.0112503560239248	11.705154389579103
BA2806	0.0140985474223867	20.0582471817414
BA2808	0.0162346909712332	24.08299046294555
BA2809	0.0257761321560808	25.421071006514072
BA2811	0.0175163771005411	22.694716050439283
BA2812	0.013101680432925	11.366252530998253
BA2813	0.0122472230133865	13.26185634034608
BA2814	0.0098262603246938	11.078194670442564
BA2816	0.018798063229849	14.79225518895096
BA2817	0.034605525491313	19.255577896687427
BA2820	0.0166619196810025	17.60046886126625
BA2821	0.0294787809740814	41.38697743446033
BA2822	0.0186556536599259	27.94999463915676
BA2824	0.0256337225861577	15.698469004065108
BA2828	0.0109655368840786	16.62048013308828
BA2829	0.026060951295927	23.16697090575833
BA2830	0.0156650526915408	10.54731633196385
BA2832	0.018798063229849	21.6788491811367
BA2836	0.0132440900028481	12.468306580047503
BA2837	0.0169467388208487	22.898407857056828
BA2839	0.0226431216177727	31.642496415707715
BA2840	0.0264881800056963	20.531917229600012
BA2841	0.0226431216177727	17.333596721579227
BA2842	0.0133864995727712	9.895489999364507
BA2843	0.024636855596696	10.858547637453205
BA2844	0.0169467388208487	17.590131498344554
BA2846	0.0190828823696952	18.50294150486064
BA2850	0.0203645684990031	13.43052749037221
BA2851	0.0304756479635431	25.04537941152953
BA2852	0.0311876958131586	9.456579436181348
BA2855	0.0165195101110794	17.107630110616615
BA2856	0.0160922814013101	12.066697755388164
BA2858	0.0128168612930788	12.633864070958204
BA2860	0.0064084306465394	14.530015277964637
BA2861	0.0135289091426943	17.408068930780058
BA2865	0.0158074622614639	16.238963350670986
BA2866	0.0253489034463115	21.19259899057649
BA2867	0.0318997436627741	17.232068759781303
BA2868	0.0176587866704642	23.494536189676637
BA2870	0.0197949302193107	23.69065911934278
BA2871	0.0113927655938479	23.15316795763132
BA2872	0.0142409569923098	18.935171480130546
BA2876	0.023070350327542	13.157898270250502
BA2879	0.0236399886072344	15.50509527096519
BA2880	0.0125320421532326	19.49215324075317
BA2882	0.0153802335516946	16.603411924717445
BA2883	0.0294787809740814	28.20025393371597
BA2885	0.0168043292509256	20.57041289985666
BA2887	0.0178011962403873	27.307116773219036
BA2889	0.0	0.0893690876800253
BA2893	0.0150954144118484	12.4974117886675
BA2901	0.0091142124750783	8.975530107617864
BA2902	0.0132440900028481	9.87114034234456
BA2903	0.0078325263457704	5.87011599834422
BA2904	0.0226431216177727	20.70134617274038
BA2905	0.0209342067786955	22.33801212442174
BA2906	0.0172315579606949	21.176416117737062
BA2908	0.02022215892908	23.172251086718955
BA2909	0.013101680432925	11.488674564864946
BA2910	0.015949871831387	26.26349101086416
BA2911	0.0205069780689262	20.84783277632227
BA2914	0.0192252919396183	15.0156201416248
BA2915	0.0123896325833095	2.41314672352659
BA2921	0.01011107946454	17.458656163590284
BA2922	0.0217886641982341	19.573904682697663
BA2923	0.0059812019367701	9.394341271819846
BA2926	0.0178011962403873	19.129719312731364
BA2928	0.0112503560239248	17.191069360684157
BA2930	0.021646254628311	14.85937609513198
BA2932	0.0166619196810025	19.46477251954371
BA2934	0.0269154087154656	9.73098986675119
BA2935	0.0119624038735403	9.880445356341776
BA2937	0.0132440900028481	17.877732513150956
BA2939	0.0126744517231557	9.710666289915626
BA2944	0.0367416690401595	37.64703403612323
BA2947	0.018798063229849	12.357448642886093
BA2948	0.0219310737681572	20.4879431817709
BA2950	0.0281970948447735	24.919157088502157
BA2951	0.0138137282825405	18.133444760407368
BA2952	0.0183708345200797	29.64411745650464
BA2953	0.0122472230133865	7.163653271429381
BA2955	0.0189404727997721	11.13542937935626
BA2956	0.0082597550555397	8.523238456781499
BA2962	0.0129592708630019	24.054892956713843
BA2970	0.0150954144118484	15.990249149514993
BA2972	0.0256337225861577	17.627225547010358
BA2976	0.0219310737681572	17.773117510802155
BA2978	0.0196525206493876	14.603788957143514
BA2981	0.0132440900028481	18.564359098703868
BA2984	0.0222158929080034	14.452361922559325
BA2986	0.023070350327542	21.66198824056716
BA2989	0.0341782967815437	24.180054210900927
BA2992	0.0189404727997721	23.9380562024542
BA2993	0.0113927655938479	13.846655480060836
BA2994	0.0150954144118484	16.36308890783346
BA2995	0.0374537168897749	14.331090419338244
BA2999	0.0242096268869268	20.07089751224206
BA3001	0.0196525206493876	17.71418966299346
BA3002	0.0180860153802335	25.71013085930307
BA3004	0.0348903446311592	15.801966890605236
BA3006	0.0132440900028481	12.927507847907451
BA3008	0.0048419253773853	0.3007671567538219
BA3009	0.0234975790373113	19.149190049872782
BA3010	0.0170891483907718	13.643755520925405
BA3011	0.0168043292509256	16.20127100029433
BA3013	0.0142409569923098	15.826301965085207
BA3023	0.0143833665622329	16.109292041670233
BA3025	0.0146681857020791	21.606626020315527
BA3027	0.0172315579606949	11.8217154344046
BA3029	0.0105383081743093	11.205176238759671
BA3030	0.0185132440900028	21.666872429973047
BA3037	0.0205069780689262	22.454196832329725
BA3038	0.0189404727997721	26.722751368914007
BA3040	0.0189404727997721	10.393675597393589
BA3042	0.0175163771005411	31.91703970845472
BA3043	0.0105383081743093	10.557497829345278
BA3049	0.0082597550555397	4.158103947463144
BA3051	0.0139561378524636	13.618501220020445
BA3053	0.0186556536599259	26.569754013053128
BA3064	0.0217886641982341	20.81512093293928
BA3067	0.0252064938763884	23.49622855930234
BA3068	0.0266305895756194	32.6958892019907
BA3070	0.014525776132156	12.2739088603882
BA3071	0.0236399886072344	21.66745407747344
BA3072	0.0215038450583879	21.744276519892093
BA3075	0.0149530048419253	9.78077433217044
BA3076	0.004414696667616	6.585836267450562
BA3077	0.0168043292509256	22.34529503861006
BA2040	0.017373967530618	15.768603175760314
BA2160	0.0186556536599259	17.506409372433634
BA2303	0.0162346909712332	15.03837826541991
BA2353	0.026060951295927	27.233366359776674
BA2516	0.02022215892908	21.259529388671154
BA2590	0.0199373397892338	29.16348122073776
BA2647	0.0236399886072344	21.26802428024812
BA2891	0.015949871831387	10.22953782959444
BA2924	0.0165195101110794	20.532589760834025
BA2971	0.0200797493591569	19.08055261903843
BA3036	0.018798063229849	21.532179511729048
BA3059	0.0165195101110794	18.54532868077653
BA3073	0.0123896325833095	14.944238120335736
BA3078	0.0233551694673882	35.18664561153126
BA3079	0.0210766163486186	19.909318281196608
BA3083	0.0189404727997721	21.978305936397295
BA3084	0.0156650526915408	17.84399375600065
BA3085	0.0193677015095414	26.01224963306068
BA3087	0.0326117915123896	48.86803170684532
BA3089	0.0203645684990031	23.137690705828494
BA3094	0.0183708345200797	28.49290823798763
BA3095	0.0212190259185417	20.620505966732463
BA3098	0.0169467388208487	23.62762660915261
BA3099	0.0277698661350042	36.54224908379226
BA3103	0.0172315579606949	21.202410683230404
BA3108	0.0242096268869268	27.17003893415094
BA3109	0.018798063229849	17.987162225593785
BA3110	0.0290515522643121	23.61354936917826
BA3114	0.0189404727997721	11.088207106757388
BA3116	0.0108231273141555	13.54410492909614
BA3117	0.0299060096838507	32.99850340543902
BA3118	0.0149530048419253	18.419906314914087
BA3119	0.0250640843064653	24.22301068782385
BA3123	0.0222158929080034	19.325795422691492
BA3124	0.0257761321560808	11.595967067149676
BA3126	0.0112503560239248	23.07814911886787
BA3128	0.0178011962403873	17.85383423310964
BA3130	0.015949871831387	12.057733345196048
BA3133	0.024494446026773	35.60647067572976
BA3135	0.0203645684990031	14.423862792892812
BA3136	0.0215038450583879	26.020118488952967
BA3137	0.0183708345200797	17.99946922539952
BA3138	0.0226431216177727	17.948405734384835
BA3139	0.0333238393620051	61.89541159416133
BA3141	0.0223583024779265	21.324758045316084
BA3142	0.0347479350612361	46.60967367517731
BA3145	0.0222158929080034	21.111123300919846
BA3146	0.0178011962403873	21.602179497941837
BA3149	0.0219310737681572	21.63447056331703
BA3152	0.0212190259185417	26.69930441544388
BA3153	0.0377385360296211	31.543536116768177
BA3154	0.0254913130162346	34.14570005484676
BA3156	0.0294787809740814	19.49857490673853
BA3157	0.018798063229849	23.14124354717321
BA3158	0.0190828823696952	22.028408728000585
BA3162	0.0189404727997721	23.07486636372992
BA3163	0.0150954144118484	14.556965582467331
BA3164	0.026060951295927	29.786068872909603
BA3167	0.0153802335516946	20.567990490892964
BA3169	0.0140985474223867	20.415742448754457
BA3171	0.026060951295927	49.20184704080764
BA3173	0.0249216747365422	27.98654696106653
BA3174	0.0226431216177727	22.481708707839694
BA3175	0.0156650526915408	16.98894756673063
BA3176	0.0225007120478496	18.64217401050913
BA3177	0.0233551694673882	37.12825353716463
BA3178	0.0109655368840786	11.343132947483015
BA3180	0.0212190259185417	28.83046345372784
BA3181	0.0123896325833095	12.539176864756952
BA3182	0.0220734833380803	27.52360362055456
BA3183	0.0240672173170037	29.19110257797213
BA3185	0.0351751637710054	16.0689464411771
BA3186	0.0377385360296211	26.671352579888893
BA3187	0.0182284249501566	17.671849707854243
BA3189	0.0225007120478496	34.77103318446292
BA3190	0.0217886641982341	13.582985218241213
BA3191	0.0132440900028481	17.4967395117262
BA3192	0.0180860153802335	25.62671641213393
BA3194	0.0336086585018513	35.935356555517195
BA3195	0.0243520364568499	16.40482357099114
BA3197	0.0169467388208487	16.74318582812262
BA3199	0.0259185417260039	26.886278539283374
BA3200	0.0227855311876958	21.870631329961405
BA3202	0.0301908288236969	24.89452366575615
BA3203	0.0152378239817715	14.692021043920066
BA3206	0.0233551694673882	23.017601304312947
BA3207	0.0178011962403873	21.08589263526197
BA3208	0.0215038450583879	18.69157945657816
BA3210	0.0338934776416975	25.00701142440425
BA3211	0.0105383081743093	20.94416288181397
BA3212	0.0350327542010823	38.42654424973168
BA3213	0.0185132440900028	28.595132790427066
BA3214	0.0240672173170037	19.227635695526825
BA3216	0.0189404727997721	14.3557010442588
BA3217	0.0136713187126174	16.74182319835738
BA3219	0.0162346909712332	14.358489399213893
BA3221	0.0210766163486186	15.472372826909858
BA3222	0.0243520364568499	45.00221066210596
BA3225	0.0176587866704642	16.252474175634926
BA3226	0.0182284249501566	19.63876066105797
BA3227	0.0270578182853887	22.406453016091405
BA3228	0.0301908288236969	28.892920691148067
BA3229	0.0250640843064653	29.721164245602424
BA3230	0.0199373397892338	19.80458906416293
BA3232	0.0166619196810025	18.64192081999083
BA3234	0.0189404727997721	20.17473302052334
BA3235	0.0108231273141555	15.371318318553923
BA3237	0.0156650526915408	27.98315846822433
BA3240	0.0284819139846197	26.53802348143133
BA3242	0.0192252919396183	18.60678946129853
BA3243	0.0223583024779265	27.182019369641385
BA3245	0.0242096268869268	24.70548102610767
BA3249	0.0229279407576189	27.04526177937093
BA3250	0.0304756479635431	29.723698269728747
BA3251	0.0136713187126174	18.96515071718015
BA3255	0.0172315579606949	19.530658366366755
BA3258	0.0183708345200797	19.25644449572177
BA3260	0.0195101110794645	21.71300533111998
BA3261	0.0172315579606949	18.19364774393248
BA3264	0.028909142694389	28.724599060108773
BA3266	0.0266305895756194	28.79690094170825
BA3268	0.0347479350612361	34.215264264099496
BA3269	0.0203645684990031	15.204697938644848
BA3270	0.0233551694673882	24.530727937607185
BA3271	0.0232127598974651	27.916898924965192
BA3273	0.0217886641982341	20.44500246613187
BA3275	0.024494446026773	28.412871710293533
BA3277	0.0287667331244659	17.164565410884723
BA3280	0.0183708345200797	14.365310348195427
BA3283	0.0254913130162346	16.69487906533864
BA3285	0.0296211905440045	62.17898985108376
BA3286	0.0180860153802335	21.368852478931604
BA3289	0.0111079464540017	8.671812401369937
BA3290	0.0209342067786955	23.97434788088257
BA3293	0.0283395044146966	27.98536128377098
BA3295	0.0192252919396183	28.37486135458929
BA3296	0.0182284249501566	16.547626760789306
BA3297	0.0266305895756194	31.61271538032367
BA3299	0.0162346909712332	13.91130497298182
BA3300	0.0252064938763884	37.73830015271734
BA3302	0.0330390202221589	47.58395676045272
BA3305	0.0175163771005411	17.9495129193202
BA3306	0.0148105952720022	15.822574986127442
BA3308	0.0243520364568499	21.61813851587103
BA3310	0.0196525206493876	16.233968503775053
BA3311	0.0189404727997721	26.322291810625305
BA3312	0.024494446026773	26.274338440187364
BA3315	0.0296211905440045	35.11440382264742
BA3317	0.0209342067786955	21.33458099470292
BA3318	0.0203645684990031	31.470847071104163
BA3319	0.0193677015095414	22.17690767917441
BA3322	0.0253489034463115	19.028309672175208
BA3324	0.0273426374252349	43.99440756721232
BA3325	0.0162346909712332	18.92294556082813
BA3326	0.0138137282825405	23.60399145233129
BA3328	0.0222158929080034	22.770125349103125
BA3329	0.0365992594702364	36.48269764177509
BA3332	0.031757334092851	28.276913195499503
BA3333	0.03033323839362	25.26353103615665
BA3334	0.0170891483907718	9.127914629344902
BA3335	0.0243520364568499	18.262137171353483
BA3339	0.0328966106522358	16.505423984927283
BA3341	0.0215038450583879	21.133817970311235
BA3345	0.0240672173170037	10.56551791674996
