	PTPN11	KRAS
BA3394	25.0992123120214	8.033118159006722
BA3395	26.164953144487377	3.769186565427852
BA3397	42.49803859219085	4.759826568726875
BA3399	9.217550243661025	6.278301139417368
BA3400	20.49932304808881	19.501331024206024
BA3403	40.07256786518545	8.49933292625693
BA3405	18.77385346724309	5.624198103793235
BA3406	22.99494518688369	5.206971668475203
BA3407	25.57381689341782	4.594359143394704
BA3408	16.372140642588597	8.682353907231443
BA3410	20.956953686492668	5.336359935729547
BA3411	23.686174665300918	4.18334896658688
BA3412	30.806279236788768	4.603360873193132
BA3413	20.1099448245558	3.276697919196609
BA3415	58.24596658054627	7.341235630068831
BA3416	19.695638462196776	2.9388501552809694
BA3417	22.196288192458372	5.202706457426862
BA3418	32.63184933979395	7.988219236730867
BA3421	7.884860177730484	3.598886171372159
BA3422	16.531991048470882	6.756364609592079
BA3423	22.056976272015444	5.94736229936981
BA3427	24.97543818115768	7.427216422534402
BA3430	9.925872127763904	1.9432698018229484
BA3431	16.4322603052081	4.571186102498228
BA3433	16.497331140038252	9.418955023961924
BA3434	19.549469421478744	5.307277294285972
BA3435	26.26993630818124	4.544835648514731
BA3436	18.030821688180044	3.3148311019687493
BA3438	32.097233187234345	4.415185073931623
BA3445	21.016117689995312	5.371888209944228
BA3446	11.215195744897262	4.274369803895466
BA3447	3.2625258891737285	0.9133425859942574
BA3448	20.46619821409374	4.072852280864554
BA3449	27.228714859707505	7.284469621586869
BA3450	26.141088273719884	12.601859619236812
BA3451	19.54939345148004	7.728148285995978
BA3452	20.50716139930494	7.37975442395452
BA3453	14.797701231567332	8.72789477373948
BA3454	38.03237898772129	9.607669797555328
