	ASXL1	NF1
BA2824	0.0256337225861577	205.53801514045847
BA2828	0.0109655368840786	102.89567819352284
BA2829	0.026060951295927	242.33983194955127
BA2830	0.0156650526915408	98.5229049066421
BA2832	0.018798063229849	133.52973932243407
BA2836	0.0132440900028481	152.18203301703952
BA2837	0.0169467388208487	284.90182762062886
BA2839	0.0226431216177727	94.94255129550952
BA2840	0.0264881800056963	30.61186595745973
BA2841	0.0226431216177727	55.33534050785352
BA2842	0.0133864995727712	90.91663503687948
BA2843	0.024636855596696	89.31518458610059
BA2844	0.0169467388208487	166.41325673111845
BA2846	0.0190828823696952	184.4292886686244
BA2850	0.0203645684990031	120.0296485527902
BA2851	0.0304756479635431	192.33548881236496
BA2852	0.0311876958131586	63.33031704535766
BA2855	0.0165195101110794	71.99266493479804
BA2856	0.0160922814013101	182.44398582682192
BA2858	0.0128168612930788	83.47971274712972
BA2860	0.0064084306465394	62.6038407485975
BA2861	0.0135289091426943	110.33834810966074
BA2865	0.0158074622614639	31.00540326828447
BA2866	0.0253489034463115	197.19219437101748
BA2867	0.0318997436627741	157.50388934653276
BA2868	0.0176587866704642	122.76092055850206
BA2870	0.0197949302193107	110.29051242164029
BA2871	0.0113927655938479	97.75384815513968
BA2872	0.0142409569923098	185.24782943911865
BA2876	0.023070350327542	39.54924914309381
BA2879	0.0236399886072344	99.75597906454227
BA2880	0.0125320421532326	101.5909856776464
BA2882	0.0153802335516946	112.198336489372
BA2883	0.0294787809740814	203.20276533728472
BA2885	0.0168043292509256	187.98064074137977
BA2887	0.0178011962403873	392.3699241261624
BA2889	0.0	0.1338236807905606
BA2893	0.0150954144118484	186.1761368733409
BA2901	0.0091142124750783	41.17385408187821
BA2902	0.0132440900028481	145.85444383485867
BA2903	0.0078325263457704	133.66038215570987
BA2904	0.0226431216177727	241.73197871780164
BA2905	0.0209342067786955	109.43006937813156
BA2906	0.0172315579606949	152.91529910720683
BA2908	0.02022215892908	173.5960498164805
BA2909	0.013101680432925	77.32406557089642
BA2910	0.015949871831387	271.8085988903684
BA2911	0.0205069780689262	269.4633451313588
BA2914	0.0192252919396183	166.5248167599512
BA2915	0.0123896325833095	6.823141893971271
BA2921	0.01011107946454	101.46207330874968
BA2922	0.0217886641982341	171.04246058528
BA2923	0.0059812019367701	48.75808345329777
BA2926	0.0178011962403873	161.0086066472505
BA2928	0.0112503560239248	62.06281378530893
BA2930	0.021646254628311	117.55326188747804
BA2932	0.0166619196810025	231.47952642480772
BA2934	0.0269154087154656	73.61106151530505
BA2935	0.0119624038735403	121.30769117899668
BA2937	0.0132440900028481	92.81814116327772
BA2939	0.0126744517231557	176.43003976228755
BA2944	0.0367416690401595	156.2191679164993
BA2947	0.018798063229849	28.704400954899704
BA2948	0.0219310737681572	86.39156252488048
BA2950	0.0281970948447735	284.7990532041516
BA2951	0.0138137282825405	123.15440535801449
BA2952	0.0183708345200797	106.08321567639236
BA2953	0.0122472230133865	72.6736446430472
BA2955	0.0189404727997721	39.289600749030285
BA2956	0.0082597550555397	35.637509346040545
BA2962	0.0129592708630019	197.011970114943
BA2970	0.0150954144118484	109.85782570547326
BA2972	0.0256337225861577	127.08058682876558
BA2976	0.0219310737681572	114.81212472094064
BA2978	0.0196525206493876	81.53187295323688
BA2981	0.0132440900028481	51.709594321698575
BA2984	0.0222158929080034	218.1342249651564
BA2986	0.023070350327542	138.6981976983092
BA2989	0.0341782967815437	89.55920784850588
BA2992	0.0189404727997721	174.1559179385256
BA2993	0.0113927655938479	116.75603556885608
BA2994	0.0150954144118484	205.2736444741335
BA2995	0.0374537168897749	78.43786635139111
BA2999	0.0242096268869268	139.17052067665466
BA3001	0.0196525206493876	225.6917911104391
BA3002	0.0180860153802335	248.3132071115166
BA3004	0.0348903446311592	146.41442949193342
BA3006	0.0132440900028481	131.7007986752833
BA3008	0.0048419253773853	0.1640866873065015
BA3009	0.0234975790373113	180.9021355226272
BA3010	0.0170891483907718	99.1017100390366
BA3011	0.0168043292509256	125.40261175284284
BA3013	0.0142409569923098	142.63889820812068
BA3023	0.0143833665622329	54.85346455292598
BA3025	0.0146681857020791	111.54561761093512
BA3027	0.0172315579606949	70.52398475728634
BA3029	0.0105383081743093	86.19693989402455
BA3030	0.0185132440900028	328.0056889573503
BA3037	0.0205069780689262	175.74270593972224
BA3038	0.0189404727997721	210.31260336505892
BA3040	0.0189404727997721	45.92094926849498
BA3042	0.0175163771005411	161.0984766462048
BA3043	0.0105383081743093	49.45710026791884
BA3049	0.0082597550555397	5.969525693002183
BA3051	0.0139561378524636	63.69881256596946
BA3053	0.0186556536599259	152.00397168269578
BA3064	0.0217886641982341	201.18480931502572
BA3067	0.0252064938763884	211.5006340656422
BA3068	0.0266305895756194	161.26744110478273
BA3070	0.014525776132156	123.30358870257324
BA3071	0.0236399886072344	302.56906291281126
BA3072	0.0215038450583879	312.38037262704427
BA3075	0.0149530048419253	143.48506077086566
BA3076	0.004414696667616	26.082152629232723
BA3077	0.0168043292509256	159.83900132526296
BA2040	0.017373967530618	88.19640703584804
BA2160	0.0186556536599259	246.74003776373183
BA2303	0.0162346909712332	140.43353398736284
BA2353	0.026060951295927	188.11794952171155
BA2516	0.02022215892908	152.53780232404594
BA2590	0.0199373397892338	227.36806320229115
BA2647	0.0236399886072344	237.84824537527427
BA2891	0.015949871831387	137.26092975764416
BA2924	0.0165195101110794	223.39027855209372
BA2971	0.0200797493591569	96.0791157225974
BA3036	0.018798063229849	255.0629685648225
BA3059	0.0165195101110794	138.96931091404295
BA3073	0.0123896325833095	206.23744466270267
BA3078	0.0233551694673882	272.10248263389946
BA3079	0.0210766163486186	95.45282804110204
BA3083	0.0189404727997721	187.27367058107345
BA3084	0.0156650526915408	122.53649006969673
BA3085	0.0193677015095414	100.0252807550888
BA3087	0.0326117915123896	460.9679911353937
BA3089	0.0203645684990031	269.6975290383345
BA3094	0.0183708345200797	92.06918900047364
BA3095	0.0212190259185417	224.0292272594461
BA3098	0.0169467388208487	195.9334197562845
BA3099	0.0277698661350042	379.4322202086229
BA3103	0.0172315579606949	165.5219665724583
BA3108	0.0242096268869268	245.96800360851293
BA3109	0.018798063229849	132.94133523996058
BA3110	0.0290515522643121	204.93388712530657
BA3114	0.0189404727997721	157.21383862630557
BA3116	0.0108231273141555	73.59934409793948
BA3117	0.0299060096838507	320.83057620793136
BA3118	0.0149530048419253	157.51342411451563
BA3119	0.0250640843064653	349.0966061070526
BA3123	0.0222158929080034	137.12699462957363
BA3124	0.0257761321560808	65.26530944326079
BA3126	0.0112503560239248	169.9058236447186
BA3128	0.0178011962403873	211.6879117781022
BA3130	0.015949871831387	95.15656155278732
BA3133	0.024494446026773	215.74995269209867
BA3135	0.0203645684990031	268.0646847813542
BA3136	0.0215038450583879	145.78115232106128
BA3137	0.0183708345200797	157.01974129618148
BA3138	0.0226431216177727	230.3337342749573
BA3139	0.0333238393620051	146.6748115601303
BA3141	0.0223583024779265	161.6339322558331
BA3142	0.0347479350612361	87.31993589404239
BA3145	0.0222158929080034	239.76856898668805
BA3146	0.0178011962403873	177.31275979464104
BA3149	0.0219310737681572	238.43616497424537
BA3152	0.0212190259185417	61.44803798997775
BA3153	0.0377385360296211	174.01100812406176
BA3154	0.0254913130162346	97.4310714509888
BA3156	0.0294787809740814	185.1834396431005
BA3157	0.018798063229849	212.8809027023121
BA3158	0.0190828823696952	197.65957432697925
BA3162	0.0189404727997721	216.5056270416564
BA3163	0.0150954144118484	203.77054518568227
BA3164	0.026060951295927	373.8136618371857
BA3167	0.0153802335516946	56.156964704662514
BA3169	0.0140985474223867	176.04742129671854
BA3171	0.026060951295927	189.60298414759188
BA3173	0.0249216747365422	212.4418000765387
BA3174	0.0226431216177727	199.79928936886176
BA3175	0.0156650526915408	134.1322865400523
BA3176	0.0225007120478496	181.09546918820772
BA3177	0.0233551694673882	267.32574083128566
BA3178	0.0109655368840786	32.73882697518744
BA3180	0.0212190259185417	419.6604107682547
BA3181	0.0123896325833095	86.9043315247993
BA3182	0.0220734833380803	195.0920648213859
BA3183	0.0240672173170037	326.7004993841674
BA3185	0.0351751637710054	135.5257936694538
BA3186	0.0377385360296211	228.04792465394772
BA3187	0.0182284249501566	31.623910732206127
BA3189	0.0225007120478496	245.12282784132051
BA3190	0.0217886641982341	154.0637929559441
BA3191	0.0132440900028481	101.14235690292196
BA3192	0.0180860153802335	297.7905737654821
BA3194	0.0336086585018513	310.918524770011
BA3195	0.0243520364568499	307.3614638898987
BA3197	0.0169467388208487	244.1897443579869
BA3199	0.0259185417260039	247.9957365242724
BA3200	0.0227855311876958	299.6221836051252
BA3202	0.0301908288236969	129.54062246773063
BA3203	0.0152378239817715	88.63157011379647
BA3206	0.0233551694673882	160.66636813154207
BA3207	0.0178011962403873	214.78979346649717
BA3208	0.0215038450583879	209.98466747814996
BA3210	0.0338934776416975	183.7222378307674
BA3211	0.0105383081743093	168.4096662558839
BA3212	0.0350327542010823	291.1621455436483
BA3213	0.0185132440900028	291.1371797529326
BA3214	0.0240672173170037	104.5490566409768
BA3216	0.0189404727997721	266.1372244527796
BA3217	0.0136713187126174	297.1433427105736
BA3219	0.0162346909712332	119.90002373940298
BA3221	0.0210766163486186	92.46844618429596
BA3222	0.0243520364568499	242.922999828226
BA3225	0.0176587866704642	201.68996241015256
BA3226	0.0182284249501566	229.2579314955156
BA3227	0.0270578182853887	369.44084774026624
BA3228	0.0301908288236969	261.688592673945
BA3229	0.0250640843064653	259.33312738653154
BA3230	0.0199373397892338	164.73699657900582
BA3232	0.0166619196810025	131.02815976202692
BA3234	0.0189404727997721	165.37462228202543
BA3235	0.0108231273141555	97.5061808076502
BA3237	0.0156650526915408	185.799570863636
BA3240	0.0284819139846197	242.02707234614763
BA3242	0.0192252919396183	195.77664629601023
BA3243	0.0223583024779265	176.0732364371607
BA3245	0.0242096268869268	166.88278451382786
BA3249	0.0229279407576189	195.3978303057858
BA3250	0.0304756479635431	314.08124079364774
BA3251	0.0136713187126174	195.1114629700192
BA3255	0.0172315579606949	257.62153547544665
BA3258	0.0183708345200797	159.48135933204148
BA3260	0.0195101110794645	287.3856770699834
BA3261	0.0172315579606949	228.1673867951175
BA3264	0.028909142694389	198.38716106337813
BA3266	0.0266305895756194	433.9093043307268
BA3268	0.0347479350612361	342.55261383172257
BA3269	0.0203645684990031	160.0554157433891
BA3270	0.0233551694673882	156.77269142461128
BA3271	0.0232127598974651	387.3141621798155
BA3273	0.0217886641982341	160.85550541557942
BA3275	0.024494446026773	421.4297222736951
BA3277	0.0287667331244659	226.70907927311117
BA3280	0.0183708345200797	226.69751458857772
BA3283	0.0254913130162346	186.2344572851692
BA3285	0.0296211905440045	132.02922484641928
BA3286	0.0180860153802335	186.44607428478997
BA3289	0.0111079464540017	82.82537105336634
BA3290	0.0209342067786955	144.89704747162864
BA3293	0.0283395044146966	161.9473222177505
BA3295	0.0192252919396183	229.0759670933194
BA3296	0.0182284249501566	99.19248648903825
BA3297	0.0266305895756194	367.57471107575816
BA3299	0.0162346909712332	164.1004107601473
BA3300	0.0252064938763884	294.9394480643322
BA3302	0.0330390202221589	409.5298923056626
BA3305	0.0175163771005411	123.60787672784537
BA3306	0.0148105952720022	306.25190377252744
BA3308	0.0243520364568499	157.64276285086086
BA3310	0.0196525206493876	241.81235246916677
BA3311	0.0189404727997721	227.63473509638317
BA3312	0.024494446026773	321.22488174218654
BA3315	0.0296211905440045	168.92193856793358
BA3317	0.0209342067786955	240.1562776082272
BA3318	0.0203645684990031	240.52561135968892
BA3319	0.0193677015095414	176.44505731116638
BA3322	0.0253489034463115	89.25198258341283
BA3324	0.0273426374252349	317.5906148358328
BA3325	0.0162346909712332	169.11445990425193
BA3326	0.0138137282825405	112.45122013580422
BA3328	0.0222158929080034	378.8971653859671
BA3329	0.0365992594702364	157.7780232274986
BA3332	0.031757334092851	206.84935323170015
BA3333	0.03033323839362	453.98521586512817
BA3334	0.0170891483907718	83.5518074594422
BA3335	0.0243520364568499	208.08253805060983
BA3339	0.0328966106522358	94.23632198024836
BA3341	0.0215038450583879	217.37821659093277
BA3345	0.0240672173170037	95.71282361615005
