	IDH1	NRAS
BA3295	6.95685605328487	6.93764309063722
BA3283	4.52802366345833	8.04414638908848
BA3390	6.48606087387678	7.48695721637732
BA3275	5.95983280142242	7.32217874930828
BA3136	6.95277524354107	7.12340588419214
BA3190	3.77167081659145	7.66132793104992
BA3234	7.38666974161584	7.18320770184298
BA3087	7.023488210081	7.03474280183588
BA3454	7.90342171341614	6.88364306076419
BA3302	6.22020638596937	7.00642277827321
BA3117	6.29962436721057	7.25976697827341
BA3083	7.1646982323911	6.76898394569665
BA3266	7.13433489569232	6.95411223232461
BA3175	6.58201675131977	7.40609048790591
BA3268	6.01912446509313	7.09119041085949
BA3229	5.89918966262517	6.69247942029726
BA3353	6.21363363803942	6.70809549173072
BA3312	7.07025966230358	6.69465878054587
BA3119	5.61255399082521	6.93292476022611
BA3138	4.09314534792602	7.41990509181254
BA3219	7.40510623344956	6.88098331936924
BA3388	4.60437364883205	7.19903013947942
BA3357	5.97400576389771	7.25790347094091
BA3351	6.82369230677028	7.55633666761795
BA3208	6.47077724815555	6.88802086010583
BA3310	5.16463165990358	7.38848640256579
BA3200	6.14502031934272	7.04988485075939
BA3325	5.51500276467509	7.71867822819813
BA3146	7.13831231065164	7.11145591609312
BA3211	6.45249909303564	6.88430660085161
BA3237	4.78751391876221	6.73527749858946
BA3130	6.78491577385659	7.31484141146978
BA3376	7.68775219309565	6.69080762366511
BA3137	6.43000064848533	7.17761745050204
BA3300	5.75454478360845	7.22127084858972
BA3375	6.3544519231975	7.31758513982701
BA3249	5.2440093257159	7.70582137825133
BA3385	7.09119041085949	6.92898560318184
BA3242	5.9610279397687	6.72355108630667
BA3446	6.49002795768883	7.02624764830014
BA3416	6.56633757408764	6.99175546936536
BA3123	5.05648239319286	7.17197273809379
