	IDH1	NRAS
BA3010	5.43991302011835	7.21300808308282
BA2662	6.72757025712009	6.61275930528802
BA2674	4.64236314712384	7.21542521128511
BA2280	6.60421812247539	7.56567805381962
BA2512	7.07626127790368	6.88742207164032
BA2658	6.0515207109664	7.51191595859432
BA2394	6.19874995357892	7.03549223810054
BA2950	5.51054741525892	7.78253531759111
BA2981	4.82920315142492	8.25135474465914
BA2934	3.15379592329678	6.95344802847081
BA2539	5.69683059962592	6.43882504176683
BA2249	7.28989199463087	7.39635430321553
BA2034	5.90196356256727	7.57949702449786
BA2109	5.04550512990365	7.4382687261571
BA2242	4.49812951936181	6.98688341334907
BA2277	6.49454808629482	7.03918975972709
BA2727	5.04344198379719	7.05292631391108
BA2132	4.47573564141147	7.54856623986657
BA2618	6.51917819512762	6.68477667416407
BA2521	7.60876718089275	6.84657434431718
BA2846	5.10282218386209	7.4333053034535
BA2885	8.3695120975799	7.27205163282357
BA2639	6.32360812377741	7.25358458154246
BA2775	6.51657057172327	6.56583781452914
BA2402	4.97105541814246	7.43138197639579
BA2097	4.20135659440007	7.78401208165605
BA2786	6.43335604753767	7.56321071069528
BA2399	6.07775440645337	7.69160326863138
BA2850	5.43546904513176	7.78123623973778
BA2174	6.13208464272519	6.79463806745523
BA2004	5.26566945651455	6.61536224183286
BA3001	6.34691329698472	6.89839628157059
BA2311	5.8717903577196	7.06302085430374
BA2483	7.05570452227078	7.13198010911185
BA3040	5.54245080282141	7.22042069105103
BA2837	5.24035827892386	7.52657913903788
BA2724	5.6643875190661	8.07789379739417
BA2911	6.06121727575126	7.22294227292879
BA2256	6.20314139469901	7.83704881770087
BA2821	6.91793209354363	7.11072300969941
BA2233	4.79452735368346	7.89717932578411
BA2744	6.82008128976274	6.73922514739457
BA2880	5.0883096858926	7.2456266527422
BA2621	4.96162900206024	7.04344633578654
BA3002	7.49042755149826	7.35390839708449
BA2501	5.76686556527581	7.16132716982423
BA2993	5.56967790109069	7.59101188148724
BA2301	4.86287652588537	7.92045916247849
BA2852	2.47641329200189	7.53093612416627
BA2133	3.1582319317872	7.26938021173089
BA2866	5.37084951659886	7.13513562600345
BA2212	4.78927104224353	7.88494695067266
BA2685	3.97791568550573	8.03722226484621
BA2273	4.97353447958461	7.88642489400613
BA2477	6.59734342436169	6.69750566900229
BA2659	5.69757983119209	6.87971926016812
BA2124	4.78927104224353	6.72640507458581
BA2363	6.58673582096521	6.67668520784891
BA2369	4.24276500476702	7.99915514777274
BA2534	6.43983576769468	7.07180826529373
BA2400	6.50804753914762	7.04851156959908
BA2762	5.08403773679609	7.94936162159169
BA2312	5.91835525147628	6.95615389337193
BA2813	5.85936501205287	7.78401208165605
BA2211	6.53298741802549	7.00853195755675
BA2171	6.05611661620259	7.10380554442151
BA2746	6.80845562026412	7.54404101452516
BA2798	4.18830550628692	8.52702131941912
BA2809	5.03892605141629	7.29162764738793
BA2288	4.70912069685916	7.38062061343463
BA2801	4.6961161698671	6.96091622827791
BA3030	6.26927993913723	6.57195133441217
BA2588	5.36902005012398	6.90877033903166
BA2296	6.11380852099068	7.10380554442151
BA2300	6.53199378857673	7.08368088883067
BA2903	4.16090429067131	7.16876088952225
BA2473	4.30837790148871	8.12599675573878
BA2545	6.06036727608855	6.71895435387141
BA2840	5.51015899119849	7.05796014084047
BA2528	5.79603390583248	6.67112647924208
BA2646	5.43474590254893	7.34929269675225
BA3407	3.81612780124423	8.16059641320183
BA2240	7.58879646153396	7.40804987020109
BA2926	6.29737759041703	6.43590316276273
BA2272	7.51732737025111	6.7421473941764
BA2306	5.95520312741494	7.47416545591404
BA2765	6.76656262392125	6.63915578339387
BA2904	6.22067774239525	7.08440089746741
BA2883	3.93840673561022	7.84423149870525
BA2726	8.89122942781574	7.1288906231397
BA2234	6.97176870633362	6.93623650693789
BA2022	6.70701242644057	7.33890799019329
BA2228	3.49799064045743	7.86375133258917
BA2037	6.27917243235478	6.88492067829042
BA2184	6.13418245991914	7.16215175411855
BA3009	5.36619555084966	7.14612289543671
BA2842	4.61468245344628	7.34277993266588
BA2442	7.79521409988635	6.80116720365205
BA2882	6.1556592421586	7.1030737643179
BA2758	5.82658327453077	7.06736498172321
BA2705	5.31976332499236	8.34007975821985
BA2663	4.59368397646332	7.19985683529985
BA2570	5.17593956338375	7.17913715940168
BA2764	4.81656126290881	6.45300101587846
BA2209	3.07362208775687	7.947879626465
BA2989	3.71113954261245	7.96422079504262
BA2855	3.55318791593181	7.617186143553
BA2261	4.47248648313274	6.81811142246577
BA2721	5.89765135115317	6.75309739437635
BA2930	6.7928687930301	6.93558317816731
BA2728	5.97772537420238	6.78865136154736
BA2715	2.69222768564293	8.18217944661747
BA2469	5.04768274106503	6.21539686316165
BA2269	4.44772389189131	7.07329793491951
BA2098	6.97450183109637	7.06596636229514
BA2778	7.01613705435711	7.04704814373678
BA2951	5.24328117345542	6.45750445904916
BA2163	5.11328125236518	7.35957852119331
BA2379	4.17369897600356	7.89108706846145
BA2817	3.22116841470907	7.88642489400613
BA3153	4.27041928872006	8.59529250724368
BA2820	7.11889170682512	7.02624764830014
BA2723	3.55417797609775	7.88793681406652
BA2704	5.97361430412984	7.14840411383597
BA2088	3.90594846339568	8.12418859250955
BA2116	3.45550886376031	8.0044307958278
BA2584	5.72791281354614	7.39734461578024
BA3079	5.57561187049385	7.08521741719084
BA2417	6.31720357778214	7.56567805381962
BA2361	4.20061838096406	7.60044547310861
BA2450	7.08974258985974	7.3445927403943
BA2492	6.50152491798344	7.90490568648577
BA2552	5.03783692041918	7.61362919863888
BA2472	4.06768255183074	7.49565796423242
BA2994	5.68192875741287	8.05801802157941
BA2047	7.53093612416627	7.28712238553665
BA2101	4.13397604746354	7.45963779857083
BA2082	4.30539842621614	8.08153228980509
BA2879	4.31740166637701	7.83985748399556
BA2577	6.38217571781426	6.78802478417111
BA2456	5.4921500734543	8.30909856685695
BA2175	4.79347559452987	7.76614073791854
BA2824	7.42202383501609	7.22867709025789
BA2507	4.69788797442376	7.83840005803793
BA2563	6.31632447129761	7.13917152831013
BA2244	6.99175546936536	6.98553956904008
BA2470	4.49704564233128	7.51413414557592
BA2984	4.98548688523347	7.48382605156173
BA2414	6.115497606055	7.15798365655759
BA2697	4.99665147897099	6.54766219361137
BA2079	5.8733548574054	6.79581543973709
BA2999	5.43185845277898	7.42090370210596
BA2644	5.72213373131707	6.64915964619014
BA2011	3.33268141494615	7.45571345371651
BA2217	6.01254264145456	7.23974353995359
BA2454	4.35980493218316	7.38062061343463
BA2776	6.83464418679852	7.25696535562506
BA2218	5.90885007986137	8.18813169577028
BA2135	3.53525438523798	8.37180321609369
BA2914	6.58888481686372	6.78074983432615
BA2500	6.13505858445244	7.41990509181254
BA2830	4.69647295762567	8.20616122712402
BA2406	6.52836297577895	7.53511002571526
BA3108	5.43621855884092	6.79345158499426
BA2924	5.90436368867117	8.23061160269424
BA2303	8.27031665707811	6.74557828155057
BA2160	6.00261866586335	6.80603450730616
BA2038	3.20723913331244	8.30691336971867
BA2602	3.27264514939603	8.2874098816496
BA2964	4.15738946871551	7.59447758989453
BA2898	5.92875292821339	6.89778124838191
BA3003	5.7225158734594	6.76240903317338
BA2111	5.82541777312417	6.79100301901869
BA2827	5.56256719374486	7.09568366825665
BA2912	5.17381001168529	6.8867637487898
BA2437	5.57601310486413	7.05061628699762
BA2283	5.93038956442244	6.8576823032308
BA2057	5.50092424285105	6.94758145894243
BA2633	5.57412698420844	6.95085389521077
BA3034	5.77144374108322	6.806661857708
BA2607	5.81442547259646	6.98275640527684
BA2761	5.71331402808145	7.06885426902192
BA2795	5.86701172235977	6.91326402535282
BA2182	5.75491739673993	6.97731252665637
BA2152	5.98343537244457	6.801788717217
BA2381	5.73095557356358	7.41308925427417
BA2931	5.57710363902521	7.41889646736553
BA2040	4.35354406259827	7.74808252538179
BA2590	5.57116929470375	7.69790613813162
BA3195	5.02654059802702	7.49042755149826
BA2516	5.99273740349983	6.76777472760262
BA2353	6.57871147435603	7.47732145799094
BA3036	5.5372259675426	7.2977714926992
BA2971	4.859362912485	7.85931538761176
BA3410	4.72146237134338	7.63278489020753
BA3118	5.37928711694374	8.47663077360064
BA3206	6.69750566900229	6.79404595569359
BA3202	4.30578132576709	8.1017443875296
BA3217	6.20920563257666	7.75510135803604
BA3405	6.89968682755392	6.87403385388121
BA3306	4.18905337629139	7.99413751864958
BA3371	4.43026354617328	7.63278489020753
BA3413	6.41603346705047	6.93090952480088
BA3411	6.04775659278267	6.71268468403438
BA3133	6.38171333036269	7.15158559200513
BA3164	8.22445433533228	7.36252362510307
BA3451	7.550843282623	7.1030737643179
BA3286	7.52533179189238	6.5145040049866
BA3212	5.68192875741287	7.42721767032965
BA3103	4.18132017858849	8.24301678047805
BA3271	7.59808663804993	7.28438406463884
BA3152	7.1445927897216	6.73983231150721
BA3095	7.01543819204674	6.8791208631907
BA3192	6.08362235286883	7.87732006412967
BA3251	6.81629782268832	7.69288267465993
BA3362	7.53867754134672	7.05570452227078
BA3400	4.5085935471109	8.34456564828853
BA3135	4.33903266779967	8.08518191159815
BA3408	3.17079334153815	7.03126251610198
BA3187	5.68573255517546	7.60161963856079
BA3098	6.64018393293961	7.1639233124779
BA3435	6.22503632366675	7.12189404339898
BA3261	4.65440830398242	6.99175546936536
BA3203	4.18716058878723	8.3603866090308
BA3174	5.09637288827648	8.00271116464237
BA3317	6.62136909185019	6.99516443206292
BA3299	5.20686512079418	8.44724078411408
BA3221	6.35211013226828	6.6263105848456
BA3347	6.06168577538942	8.31787605128572
BA3235	7.3014086607396	7.21134659078952
BA3126	7.76884228347361	7.34277993266588
BA3380	6.09048118374774	7.96744532914178
BA3089	6.34412105865143	7.06956103001791
BA3109	4.16205900590607	7.62806217739621
BA3114	4.93122023310574	7.26669441560471
BA3418	4.20291883221202	8.07245680901417
BA3245	5.5239080872138	8.43758065182973
BA3085	5.32920195672699	7.97230357086309
BA3128	5.40443670689777	7.99739906746641
BA3423	4.69788797442376	8.2960419873451
BA3173	4.05042304398681	8.09067732991193
BA3171	5.6382097192845	7.36252362510307
BA3277	4.46447835591803	8.51425498508966
BA3210	4.05083600444237	7.8894951557827
BA3157	5.29839304298236	7.38560317769133
BA3433	3.74759218302818	8.0301567645062
BA3322	5.29307989811682	6.71610247691018
BA3374	6.57871147435603	6.6892157543699
BA3450	4.14520169098392	8.18813169577028
BA3167	5.24611528011748	8.01965582601105
BA3269	4.89092474484563	8.10545619155905
BA3110	5.57820476090366	7.65148276489013
BA3156	3.93670563044514	8.05115312612603
BA3226	6.06298925282901	6.88993208075706
BA3421	5.96666513140334	7.19064975766148
BA3232	7.46997411625783	6.8194770973329
BA3289	4.75027858706246	7.37484847247432
BA3430	4.69506440431895	7.79093203959201
BA3145	6.67231936736834	7.12189404339898
BA3399	4.01681712942243	6.79640967556144
BA3449	5.38186716708803	7.40707286933197
BA3384	7.22625304922136	7.10925539195399
BA3427	5.37014622702408	6.79813530726845
BA3163	7.16876088952225	7.06302085430374
BA3158	5.34691482072856	7.21542521128511
BA3436	6.55336509971083	6.60634523087502
BA3154	4.57869564199945	8.16576290814706
BA3162	5.29986206219824	7.50539293842063
BA3352	5.41245018586405	6.95550948162844
BA3084	7.0168789681798	7.14921380328589
BA3149	3.77745737706284	8.03884116383771
BA3169	6.88492067829042	7.53405377993628
BA3180	5.06562997256811	7.65513327960109
BA3255	7.59101188148724	6.85895592875875
BA3438	6.96490245805844	6.89511146582289
BA3345	5.1308809152012	7.2023131865225
BA3403	6.58888481686372	6.63758201438047
BA3431	5.06846235610609	7.31937809888862
BA3181	6.18251802139279	6.78865136154736
BA3341	4.26401053300844	7.65148276489013
BA3191	7.03335772337666	7.00423488076259
BA3197	6.65069612456278	7.20073563164426
BA3448	6.11039522609915	6.90161368403515
BA3453	4.29566916323682	8.07426638068647
BA3406	6.78802478417111	7.12505562496802
BA3308	5.38841032189554	7.09710413510838
BA3186	5.59508122551735	7.19225834495813
BA3334	5.57412698420844	6.93152855508892
BA3447	4.84704413896278	6.50649211862862
BA3116	4.66681816964876	8.09619809378225
BA3280	4.55238107332514	8.53990253916599
BA3185	5.04694903743101	8.09804401257278
BA3094	5.38984631837511	7.86231924501854
BA3318	4.06925036801479	7.99739906746641
BA3216	5.32485345914141	8.1017443875296
BA3332	4.59403374647175	7.99573716734119
BA3214	5.05963791860408	7.75510135803604
BA3099	8.19411260375688	7.11440294806697
BA3141	7.05213628356552	6.52836297577895
BA3373	5.9527582231115	7.22127084858972
BA3319	7.31758513982701	6.9785897904033
BA3328	6.1281715906941	7.12189404339898
BA3339	5.13729178336945	6.44032365945441
BA3240	6.14975362813735	6.9401836518602
BA3142	5.68535357501915	7.36623727973933
BA3333	4.93997522367398	7.59447758989453
BA3381	5.92676397459841	6.63758201438047
BA3290	5.51241676925768	6.83464418679852
BA3207	7.40108920011618	6.76418682921246
BA3296	6.14235074085009	6.59203093136997
BA3305	6.63537899034447	7.38560317769133
BA3434	5.42966375134891	7.08598210070988
BA3189	6.19606446047222	6.76359470107912
BA3264	5.72941496772039	7.37299295258264
BA3329	3.66471911557075	7.4262875873266
BA3417	6.30602484819544	7.09047728148948
BA3367	7.20800173217813	7.6954634086272
BA3225	7.56436701911919	6.69136843496562
BA3183	6.31585760088979	7.20544727648903
BA3222	5.45598777768521	6.44517490297706
BA3139	6.87718695252014	7.27110711454488
BA3397	6.86281064555051	7.28899814708616
BA3311	6.8576823032308	6.8175184307766
BA3422	4.32671639588567	8.19211577067672
BA3228	7.08297551023298	7.42825345365406
BA3213	5.72675571340994	7.74808252538179
BA3270	6.41897137635364	6.73050676463962
BA3415	7.06166102601644	6.74501989741739
BA3324	6.60476180009226	7.00079089475897
BA3194	6.51105136156458	6.77131514818168
BA3335	5.39495254612019	8.00107447892983
BA3199	5.73442845067299	6.83403264485773
BA3326	7.94635895319707	7.80094268898657
BA3285	7.26503778677364	7.19064975766148
BA3297	6.59999610931592	7.03918975972709
BA3227	6.39926285688665	7.12738803665014
BA3394	5.98835302463094	6.86346274491745
BA3412	7.46474071975909	7.29872623007905
BA3293	8.19593305491973	6.79158437688518
BA3250	6.9766278154768	7.17197273809379
BA3177	7.22705513643141	7.08821062221174
BA3315	6.21410531502083	7.5552619353094
BA3182	6.6886775034689	7.17836164217363
BA3260	4.21672873374062	7.19064975766148
BA3369	6.66619952778557	7.1639233124779
BA3078	6.76957967246072	6.77661655379887
BA3386	8.12041880838799	6.72117913083453
BA3445	3.60216120874402	7.05362684769664
BA3452	5.47397012091034	6.64862107605335
BA3176	6.39832221441364	6.52988298875597
BA3258	7.09641299880345	6.9924430115513
