	PTPN11	ASXL1
BA2218	6.878393864241168	0.0155226431216177
BA2220	20.14637088171025	0.0135289091426943
BA2221	13.92990006687362	0.0138137282825405
BA2224	15.825637213283208	0.0146681857020791
BA2226	35.989485894319195	0.0320421532326972
BA2227	20.910382367639677	0.0344631159213899
BA2228	31.927487025931413	0.0283395044146966
BA2229	23.056486557637434	0.04044431785816
BA2233	11.761458404505191	0.0209342067786955
BA2234	24.054342043995	0.0183708345200797
BA2235	17.067020253453286	0.0136713187126174
BA2236	17.314869257465272	0.015949871831387
BA2239	12.77104820432132	0.0108231273141555
BA2240	33.17334597209446	0.0242096268869268
BA2242	15.237455455980948	0.0276274565650811
BA2244	16.925820528737685	0.0162346909712332
BA2245	27.47398546311995	0.0193677015095414
BA2248	18.155268511562515	0.0122472230133865
BA2249	19.97463299408348	0.0249216747365422
BA2251	24.14242187116462	0.0206493876388493
BA2256	21.401582298666927	0.0166619196810025
BA2260	15.232493343082629	0.0111079464540017
BA2261	13.631458148123675	0.0123896325833095
BA2269	7.328556613973234	0.0074052976360011
BA2271	23.98460277768552	0.0207917972087724
BA2272	13.50913898194892	0.0146681857020791
BA2273	21.07546663553913	0.0200797493591569
BA2275	31.218741695811683	0.0300484192537738
BA2276	9.934136281708742	0.0116775847336941
BA2277	29.221652377436328	0.0227855311876958
BA2280	36.38874163228378	0.0358872116206209
BA2281	24.831129720843258	0.0200797493591569
BA2282	10.789451974244848	0.0166619196810025
BA2286	19.38545941760825	0.0179436058103104
BA2288	12.094613771990195	0.0236399886072344
BA2292	17.152450737298953	0.0182284249501566
BA2294	18.795163976802144	0.0206493876388493
BA2296	22.58795543731145	0.0220734833380803
BA2300	43.71814488147894	0.0259185417260039
BA2301	17.314482693030055	0.0192252919396183
BA2302	15.142153148377648	0.0226431216177727
BA2304	12.000004837689753	0.0085445741953859
BA2306	21.901854935746787	0.0178011962403873
BA2308	20.691473643918133	0.0186556536599259
BA2309	15.600943225492763	0.0149530048419253
BA2311	16.07649015451271	0.0150954144118484
BA2312	14.384739574554802	0.0183708345200797
BA2316	11.94031516572484	0.0108231273141555
BA2322	19.00203463588738	0.02022215892908
BA2325	13.13339354976582	0.0098262603246938
BA2329	14.170386468930648	0.0123896325833095
BA2334	12.738862324221753	0.0146681857020791
BA2339	10.111131706915842	0.0153802335516946
BA2344	17.66258635942158	0.0119624038735403
BA2347	10.673249895339008	0.0126744517231557
BA2348	6.14653811673649	0.0066932497863856
BA2350	9.248559385393913	0.0095414411848476
BA2354	27.095243432620222	0.0200797493591569
BA2355	28.38735945750639	0.0367416690401595
BA2357	12.19949693229595	0.018798063229849
BA2360	17.5735034231662	0.0166619196810025
BA2361	15.736424512490592	0.0225007120478496
BA2363	7.3033212222808	0.0059812019367701
BA2369	17.51039441139099	0.0243520364568499
BA2374	22.40617777937685	0.0301908288236969
BA2375	20.87206313122356	0.0215038450583879
BA2376	14.73696075905255	0.0139561378524636
BA2377	56.988741119585946	0.0400170891483907
BA2379	14.2605358780457	0.0210766163486186
BA2385	15.9001120635316	0.0143833665622329
BA2386	18.71535873465833	0.0233551694673882
BA2387	18.12250880428911	0.0143833665622329
BA2394	24.469601260335928	0.0316149245229279
BA2399	16.904555001239643	0.0148105952720022
BA2400	33.63200594550555	0.0338934776416975
BA2402	21.70324629391715	0.0197949302193107
BA2405	9.100792336674967	0.0148105952720022
BA2406	17.82816007822995	0.0155226431216177
BA2409	16.29375622363415	0.0128168612930788
BA2410	23.596659384354837	0.0234975790373113
BA2412	12.137813809796492	0.0111079464540017
BA2413	21.05224232672534	0.0197949302193107
BA2414	23.349309244236707	0.0249216747365422
BA2415	8.984070955203252	0.0078325263457704
BA2417	12.270477073849374	0.0195101110794645
BA2418	10.111819360859618	0.0113927655938479
BA2420	17.04322984051619	0.0153802335516946
BA2421	17.112086130843036	0.0155226431216177
BA2423	14.830693302761253	0.0162346909712332
BA2425	26.81439645289756	0.0183708345200797
BA2426	14.6887218048444	0.0126744517231557
BA2427	13.203350202140005	0.0160922814013101
BA2429	13.885097753812143	0.0227855311876958
BA2440	29.80936471999719	0.02022215892908
BA2441	41.50471871701896	0.0401594987183138
BA2442	21.30032633561693	0.0185132440900028
BA2446	17.23831681496286	0.0152378239817715
BA2449	27.270894277896847	0.0180860153802335
BA2450	17.891294519534323	0.02022215892908
BA2452	25.78173682741561	0.0199373397892338
BA2454	35.41917436013228	0.0263457704357732
BA2455	12.375452361398644	0.0091142124750783
BA2456	14.09237807271488	0.0197949302193107
BA2459	13.594127000583486	0.0240672173170037
BA2461	17.820350143922077	0.0249216747365422
BA2463	8.57460656098495	0.0125320421532326
BA2464	18.745323554263607	0.018798063229849
BA2469	16.132452295663036	0.0125320421532326
BA2470	18.268118383788824	0.0213614354884648
BA2472	12.66426899861456	0.0175163771005411
BA2473	17.639401643995793	0.0233551694673882
BA2474	12.088986615383838	0.0143833665622329
BA2477	27.90380716097536	0.0242096268869268
BA2479	9.06853194700168	0.0286243235545428
BA2480	15.24397502944484	0.0182284249501566
BA2481	7.960993949896547	0.01011107946454
BA2482	19.0233231637945	0.0142409569923098
BA2483	23.22264853955544	0.0182284249501566
BA2485	17.055978788879546	0.015949871831387
BA2488	18.77808934875976	0.0178011962403873
BA2489	14.508873336495364	0.0149530048419253
BA2492	23.63457575454264	0.0119624038735403
BA2494	27.91420931790605	0.024636855596696
BA2496	11.399676017741184	0.0082597550555397
BA2497	15.612483715841416	0.0106807177442324
BA2499	21.457586308448946	0.0139561378524636
BA2500	23.138866635530075	0.0283395044146966
BA2501	27.833890878616558	0.0243520364568499
BA2502	15.548455223976305	0.0125320421532326
BA2505	22.69831014365209	0.0132440900028481
BA2507	13.273383072831717	0.0210766163486186
BA2510	16.669318455579262	0.013101680432925
BA2511	7.663551368635486	0.0166619196810025
BA2512	18.55404802224241	0.0250640843064653
BA2514	14.1127716506682	0.0213614354884648
BA2515	13.656362083325709	0.0116775847336941
BA2520	10.18459988094212	0.0142409569923098
BA2521	22.854875728416364	0.0210766163486186
BA2523	17.466454904239125	0.0139561378524636
BA2524	15.143161519049126	0.0118199943036172
BA2525	10.739344125649188	0.0408715465679293
BA2526	16.511510597344866	0.0206493876388493
BA2528	14.604392734699395	0.0217886641982341
BA2532	27.09788474706269	0.0225007120478496
BA2534	26.77316300242771	0.0213614354884648
BA2538	19.34789198139	0.0270578182853887
BA2539	15.054660968382327	0.0136713187126174
BA2540	12.01969277063214	0.0109655368840786
BA2541	16.52564398579619	0.0136713187126174
BA2545	20.94124669628399	0.018798063229849
BA2546	18.99909180138973	0.0128168612930788
BA2552	16.970131640737755	0.0290515522643121
BA2559	14.081354688308627	0.017373967530618
BA2561	8.225056123389484	0.0098262603246938
BA2563	17.33397336920926	0.0212190259185417
BA2564	13.974435996557515	0.0112503560239248
BA2567	6.532230302726126	0.0205069780689262
BA2570	22.38622147123564	0.0233551694673882
BA2575	10.361376185477951	0.0074052976360011
BA2577	20.382387269777333	0.0210766163486186
BA2579	18.172941762715816	0.0290515522643121
BA2583	25.543482158502837	0.021646254628311
BA2584	21.881435806884262	0.0197949302193107
BA2587	21.078892020464146	0.0229279407576189
BA2588	15.34775428213297	0.0205069780689262
BA2589	17.98440359990241	0.0328966106522358
BA2592	19.84405027987057	0.0300484192537738
BA2593	0.8090165245861867	0.0126744517231557
BA2594	21.525920477694164	0.013101680432925
BA2595	13.4174683952318	0.014525776132156
BA2597	19.51682683095491	0.0133864995727712
BA2600	12.611281705199705	0.0166619196810025
BA2603	19.616353351392544	0.0166619196810025
BA2618	21.562852645082295	0.0180860153802335
BA2619	16.276085827293198	0.0133864995727712
BA2620	23.94293881406372	0.0111079464540017
BA2621	14.867078915259968	0.0166619196810025
BA2622	17.89404725424126	0.0219310737681572
BA2623	32.422525972432204	0.0243520364568499
BA2629	12.182439062832351	0.0237823981771575
BA2631	17.90739322912705	0.0165195101110794
BA2634	18.21284933426878	0.0148105952720022
BA2636	18.568704808257376	0.0146681857020791
BA2639	21.352582026728825	0.0195101110794645
BA2644	13.954630838917565	0.0178011962403873
BA2645	21.812898951451057	0.0209342067786955
BA2646	24.75015114655788	0.0247792651666191
BA2649	23.86929555054728	0.0197949302193107
BA2651	15.009905620802682	0.0126744517231557
BA2653	35.09770771441234	0.0269154087154656
BA2655	47.73960715416454	0.0377385360296211
BA2656	12.23115155921837	0.0135289091426943
BA2657	19.747502000537104	0.0175163771005411
BA2658	20.77431422918143	0.024494446026773
BA2659	20.045090782808657	0.0142409569923098
BA2660	16.149795869705212	0.0093990316149245
BA2662	12.045959777225177	0.0162346909712332
BA2663	12.517918211428482	0.017373967530618
BA2667	14.667596859550976	0.0155226431216177
BA2670	17.34966639725265	0.0140985474223867
BA2674	17.279843318133707	0.0220734833380803
BA2675	20.317910549967007	0.0155226431216177
BA2676	18.58694648390418	0.0150954144118484
BA2677	18.577054779483333	0.0170891483907718
BA2681	15.08682239640497	0.0093990316149245
BA2682	19.076647524486	0.0132440900028481
BA2685	25.10516765487928	0.0309028766733124
BA2688	9.067482526668442	0.0229279407576189
BA2691	26.73737220376769	0.0162346909712332
BA2694	9.024019039461352	0.0189404727997721
BA2695	11.2404092343823	0.0152378239817715
BA2697	6.301040978737351	0.0118199943036172
BA2701	10.946437653909962	0.0084021646254628
BA2704	16.147071205521367	0.0213614354884648
BA2705	28.16912357988325	0.0254913130162346
BA2707	28.354258823419137	0.028909142694389
BA2709	11.834087074751764	0.0084021646254628
BA2712	16.42029670010793	0.0123896325833095
BA2714	18.259052411644547	0.0152378239817715
BA2715	20.1361962674606	0.0226431216177727
BA2718	23.29369020548985	0.0220734833380803
BA2720	12.589995425491171	0.0142409569923098
BA2721	12.82643796424119	0.0213614354884648
BA2722	36.40377693251484	0.0149530048419253
BA2723	30.19932116231609	0.023070350327542
BA2724	12.29033845001848	0.0116775847336941
BA2726	13.818725538291096	0.0129592708630019
BA2727	24.61424804261353	0.0229279407576189
BA2728	21.026768820896308	0.0205069780689262
BA2731	10.348587303927951	0.0068356593563087
BA2733	8.96480318961342	0.0109655368840786
BA2735	12.472768491152266	0.0160922814013101
BA2737	12.376501451202138	0.0093990316149245
BA2742	18.999517616112165	0.0140985474223867
BA2744	3.972428680531728	0.004414696667616
BA2746	16.354079014101362	0.0146681857020791
BA2747	13.21286567892482	0.0121048134434634
BA2748	24.58902716946228	0.0200797493591569
BA2751	13.92309366783434	0.014525776132156
BA2756	11.95978241621635	0.013101680432925
BA2758	9.074373932385482	0.0199373397892338
BA2760	27.842394785774225	0.017373967530618
BA2762	15.494298472230904	0.0162346909712332
BA2764	10.123036663951495	0.0172315579606949
BA2765	17.255788926560026	0.0135289091426943
BA2769	14.114069903809089	0.0160922814013101
BA2772	9.214550366533244	0.0106807177442324
BA2775	18.18390614086486	0.0203645684990031
BA2776	21.07864268018424	0.0253489034463115
BA2778	11.051841624231852	0.0112503560239248
BA2782	14.017978111035076	0.0152378239817715
BA2786	18.56146342152403	0.0178011962403873
BA2787	5.728153752635701	0.007262888066078
BA2789	23.09779193452756	0.0180860153802335
BA2791	20.34342406980938	0.0149530048419253
BA2792	11.65470263502648	0.0112503560239248
BA2798	16.931625688947495	0.0252064938763884
BA2801	7.134981041288424	0.0138137282825405
BA2802	21.039563120997773	0.0199373397892338
BA2804	11.705154389579103	0.0112503560239248
BA2806	20.0582471817414	0.0140985474223867
BA2808	24.08299046294555	0.0162346909712332
BA2809	25.421071006514072	0.0257761321560808
BA2811	22.694716050439283	0.0175163771005411
BA2812	11.366252530998253	0.013101680432925
BA2813	13.26185634034608	0.0122472230133865
BA2814	11.078194670442564	0.0098262603246938
BA2816	14.79225518895096	0.018798063229849
BA2817	19.255577896687427	0.034605525491313
BA2820	17.60046886126625	0.0166619196810025
BA2821	41.38697743446033	0.0294787809740814
BA2822	27.94999463915676	0.0186556536599259
BA2824	15.698469004065108	0.0256337225861577
BA2828	16.62048013308828	0.0109655368840786
BA2829	23.16697090575833	0.026060951295927
BA2830	10.54731633196385	0.0156650526915408
BA2832	21.6788491811367	0.018798063229849
BA2836	12.468306580047503	0.0132440900028481
BA2837	22.898407857056828	0.0169467388208487
BA2839	31.642496415707715	0.0226431216177727
BA2840	20.531917229600012	0.0264881800056963
BA2841	17.333596721579227	0.0226431216177727
BA2842	9.895489999364507	0.0133864995727712
BA2843	10.858547637453205	0.024636855596696
BA2844	17.590131498344554	0.0169467388208487
BA2846	18.50294150486064	0.0190828823696952
BA2850	13.43052749037221	0.0203645684990031
BA2851	25.04537941152953	0.0304756479635431
BA2852	9.456579436181348	0.0311876958131586
BA2855	17.107630110616615	0.0165195101110794
BA2856	12.066697755388164	0.0160922814013101
BA2858	12.633864070958204	0.0128168612930788
BA2860	14.530015277964637	0.0064084306465394
BA2861	17.408068930780058	0.0135289091426943
BA2865	16.238963350670986	0.0158074622614639
BA2866	21.19259899057649	0.0253489034463115
BA2867	17.232068759781303	0.0318997436627741
BA2868	23.494536189676637	0.0176587866704642
BA2870	23.69065911934278	0.0197949302193107
BA2871	23.15316795763132	0.0113927655938479
BA2872	18.935171480130546	0.0142409569923098
BA2876	13.157898270250502	0.023070350327542
BA2879	15.50509527096519	0.0236399886072344
BA2880	19.49215324075317	0.0125320421532326
BA2882	16.603411924717445	0.0153802335516946
BA2883	28.20025393371597	0.0294787809740814
BA2885	20.57041289985666	0.0168043292509256
BA2887	27.307116773219036	0.0178011962403873
BA2889	0.0893690876800253	0.0
BA2893	12.4974117886675	0.0150954144118484
BA2901	8.975530107617864	0.0091142124750783
BA2902	9.87114034234456	0.0132440900028481
BA2903	5.87011599834422	0.0078325263457704
BA2904	20.70134617274038	0.0226431216177727
BA2905	22.33801212442174	0.0209342067786955
BA2906	21.176416117737062	0.0172315579606949
BA2908	23.172251086718955	0.02022215892908
BA2909	11.488674564864946	0.013101680432925
BA2910	26.26349101086416	0.015949871831387
BA2911	20.84783277632227	0.0205069780689262
BA2914	15.0156201416248	0.0192252919396183
BA2915	2.41314672352659	0.0123896325833095
BA2921	17.458656163590284	0.01011107946454
BA2922	19.573904682697663	0.0217886641982341
BA2923	9.394341271819846	0.0059812019367701
BA2926	19.129719312731364	0.0178011962403873
BA2928	17.191069360684157	0.0112503560239248
BA2930	14.85937609513198	0.021646254628311
BA2932	19.46477251954371	0.0166619196810025
BA2934	9.73098986675119	0.0269154087154656
BA2935	9.880445356341776	0.0119624038735403
BA2937	17.877732513150956	0.0132440900028481
BA2939	9.710666289915626	0.0126744517231557
BA2944	37.64703403612323	0.0367416690401595
BA2947	12.357448642886093	0.018798063229849
BA2948	20.4879431817709	0.0219310737681572
BA2950	24.919157088502157	0.0281970948447735
BA2951	18.133444760407368	0.0138137282825405
BA2952	29.64411745650464	0.0183708345200797
BA2953	7.163653271429381	0.0122472230133865
BA2955	11.13542937935626	0.0189404727997721
BA2956	8.523238456781499	0.0082597550555397
BA2962	24.054892956713843	0.0129592708630019
BA2970	15.990249149514993	0.0150954144118484
BA2972	17.627225547010358	0.0256337225861577
BA2976	17.773117510802155	0.0219310737681572
BA2978	14.603788957143514	0.0196525206493876
BA2981	18.564359098703868	0.0132440900028481
BA2984	14.452361922559325	0.0222158929080034
BA2986	21.66198824056716	0.023070350327542
BA2989	24.180054210900927	0.0341782967815437
BA2992	23.9380562024542	0.0189404727997721
BA2993	13.846655480060836	0.0113927655938479
BA2994	16.36308890783346	0.0150954144118484
BA2995	14.331090419338244	0.0374537168897749
BA2999	20.07089751224206	0.0242096268869268
BA3001	17.71418966299346	0.0196525206493876
BA3002	25.71013085930307	0.0180860153802335
BA3004	15.801966890605236	0.0348903446311592
BA3006	12.927507847907451	0.0132440900028481
BA3008	0.3007671567538219	0.0048419253773853
BA3009	19.149190049872782	0.0234975790373113
BA3010	13.643755520925405	0.0170891483907718
BA3011	16.20127100029433	0.0168043292509256
BA3013	15.826301965085207	0.0142409569923098
BA3023	16.109292041670233	0.0143833665622329
BA3025	21.606626020315527	0.0146681857020791
BA3027	11.8217154344046	0.0172315579606949
BA3029	11.205176238759671	0.0105383081743093
BA3030	21.666872429973047	0.0185132440900028
BA3037	22.454196832329725	0.0205069780689262
BA3038	26.722751368914007	0.0189404727997721
BA3040	10.393675597393589	0.0189404727997721
BA3042	31.91703970845472	0.0175163771005411
BA3043	10.557497829345278	0.0105383081743093
BA3049	4.158103947463144	0.0082597550555397
BA3051	13.618501220020445	0.0139561378524636
BA3053	26.569754013053128	0.0186556536599259
BA3064	20.81512093293928	0.0217886641982341
BA3067	23.49622855930234	0.0252064938763884
BA3068	32.6958892019907	0.0266305895756194
BA3070	12.2739088603882	0.014525776132156
BA3071	21.66745407747344	0.0236399886072344
BA3072	21.744276519892093	0.0215038450583879
BA3075	9.78077433217044	0.0149530048419253
BA3076	6.585836267450562	0.004414696667616
BA3077	22.34529503861006	0.0168043292509256
BA2040	15.768603175760314	0.017373967530618
BA2160	17.506409372433634	0.0186556536599259
BA2303	15.03837826541991	0.0162346909712332
BA2353	27.233366359776674	0.026060951295927
BA2516	21.259529388671154	0.02022215892908
BA2590	29.16348122073776	0.0199373397892338
BA2647	21.26802428024812	0.0236399886072344
BA2891	10.22953782959444	0.015949871831387
BA2924	20.532589760834025	0.0165195101110794
BA2971	19.08055261903843	0.0200797493591569
BA3036	21.532179511729048	0.018798063229849
BA3059	18.54532868077653	0.0165195101110794
BA3073	14.944238120335736	0.0123896325833095
BA3078	35.18664561153126	0.0233551694673882
BA3079	19.909318281196608	0.0210766163486186
BA3083	21.978305936397295	0.0189404727997721
BA3084	17.84399375600065	0.0156650526915408
BA3085	26.01224963306068	0.0193677015095414
BA3087	48.86803170684532	0.0326117915123896
BA3089	23.137690705828494	0.0203645684990031
BA3094	28.49290823798763	0.0183708345200797
BA3095	20.620505966732463	0.0212190259185417
BA3098	23.62762660915261	0.0169467388208487
BA3099	36.54224908379226	0.0277698661350042
BA3103	21.202410683230404	0.0172315579606949
BA3108	27.17003893415094	0.0242096268869268
BA3109	17.987162225593785	0.018798063229849
BA3110	23.61354936917826	0.0290515522643121
BA3114	11.088207106757388	0.0189404727997721
BA3116	13.54410492909614	0.0108231273141555
BA3117	32.99850340543902	0.0299060096838507
BA3118	18.419906314914087	0.0149530048419253
BA3119	24.22301068782385	0.0250640843064653
BA3123	19.325795422691492	0.0222158929080034
BA3124	11.595967067149676	0.0257761321560808
BA3126	23.07814911886787	0.0112503560239248
BA3128	17.85383423310964	0.0178011962403873
BA3130	12.057733345196048	0.015949871831387
BA3133	35.60647067572976	0.024494446026773
BA3135	14.423862792892812	0.0203645684990031
BA3136	26.020118488952967	0.0215038450583879
BA3137	17.99946922539952	0.0183708345200797
BA3138	17.948405734384835	0.0226431216177727
BA3139	61.89541159416133	0.0333238393620051
BA3141	21.324758045316084	0.0223583024779265
BA3142	46.60967367517731	0.0347479350612361
BA3145	21.111123300919846	0.0222158929080034
BA3146	21.602179497941837	0.0178011962403873
BA3149	21.63447056331703	0.0219310737681572
BA3152	26.69930441544388	0.0212190259185417
BA3153	31.543536116768177	0.0377385360296211
BA3154	34.14570005484676	0.0254913130162346
BA3156	19.49857490673853	0.0294787809740814
BA3157	23.14124354717321	0.018798063229849
BA3158	22.028408728000585	0.0190828823696952
BA3162	23.07486636372992	0.0189404727997721
BA3163	14.556965582467331	0.0150954144118484
BA3164	29.786068872909603	0.026060951295927
BA3167	20.567990490892964	0.0153802335516946
BA3169	20.415742448754457	0.0140985474223867
BA3171	49.20184704080764	0.026060951295927
BA3173	27.98654696106653	0.0249216747365422
BA3174	22.481708707839694	0.0226431216177727
BA3175	16.98894756673063	0.0156650526915408
BA3176	18.64217401050913	0.0225007120478496
BA3177	37.12825353716463	0.0233551694673882
BA3178	11.343132947483015	0.0109655368840786
BA3180	28.83046345372784	0.0212190259185417
BA3181	12.539176864756952	0.0123896325833095
BA3182	27.52360362055456	0.0220734833380803
BA3183	29.19110257797213	0.0240672173170037
BA3185	16.0689464411771	0.0351751637710054
BA3186	26.671352579888893	0.0377385360296211
BA3187	17.671849707854243	0.0182284249501566
BA3189	34.77103318446292	0.0225007120478496
BA3190	13.582985218241213	0.0217886641982341
BA3191	17.4967395117262	0.0132440900028481
BA3192	25.62671641213393	0.0180860153802335
BA3194	35.935356555517195	0.0336086585018513
BA3195	16.40482357099114	0.0243520364568499
BA3197	16.74318582812262	0.0169467388208487
BA3199	26.886278539283374	0.0259185417260039
BA3200	21.870631329961405	0.0227855311876958
BA3202	24.89452366575615	0.0301908288236969
BA3203	14.692021043920066	0.0152378239817715
BA3206	23.017601304312947	0.0233551694673882
BA3207	21.08589263526197	0.0178011962403873
BA3208	18.69157945657816	0.0215038450583879
BA3210	25.00701142440425	0.0338934776416975
BA3211	20.94416288181397	0.0105383081743093
BA3212	38.42654424973168	0.0350327542010823
BA3213	28.595132790427066	0.0185132440900028
BA3214	19.227635695526825	0.0240672173170037
BA3216	14.3557010442588	0.0189404727997721
BA3217	16.74182319835738	0.0136713187126174
BA3219	14.358489399213893	0.0162346909712332
BA3221	15.472372826909858	0.0210766163486186
BA3222	45.00221066210596	0.0243520364568499
BA3225	16.252474175634926	0.0176587866704642
BA3226	19.63876066105797	0.0182284249501566
BA3227	22.406453016091405	0.0270578182853887
BA3228	28.892920691148067	0.0301908288236969
BA3229	29.721164245602424	0.0250640843064653
BA3230	19.80458906416293	0.0199373397892338
BA3232	18.64192081999083	0.0166619196810025
BA3234	20.17473302052334	0.0189404727997721
BA3235	15.371318318553923	0.0108231273141555
BA3237	27.98315846822433	0.0156650526915408
BA3240	26.53802348143133	0.0284819139846197
BA3242	18.60678946129853	0.0192252919396183
BA3243	27.182019369641385	0.0223583024779265
BA3245	24.70548102610767	0.0242096268869268
BA3249	27.04526177937093	0.0229279407576189
BA3250	29.723698269728747	0.0304756479635431
BA3251	18.96515071718015	0.0136713187126174
BA3255	19.530658366366755	0.0172315579606949
BA3258	19.25644449572177	0.0183708345200797
BA3260	21.71300533111998	0.0195101110794645
BA3261	18.19364774393248	0.0172315579606949
BA3264	28.724599060108773	0.028909142694389
BA3266	28.79690094170825	0.0266305895756194
BA3268	34.215264264099496	0.0347479350612361
BA3269	15.204697938644848	0.0203645684990031
BA3270	24.530727937607185	0.0233551694673882
BA3271	27.916898924965192	0.0232127598974651
BA3273	20.44500246613187	0.0217886641982341
BA3275	28.412871710293533	0.024494446026773
BA3277	17.164565410884723	0.0287667331244659
BA3280	14.365310348195427	0.0183708345200797
BA3283	16.69487906533864	0.0254913130162346
BA3285	62.17898985108376	0.0296211905440045
BA3286	21.368852478931604	0.0180860153802335
BA3289	8.671812401369937	0.0111079464540017
BA3290	23.97434788088257	0.0209342067786955
BA3293	27.98536128377098	0.0283395044146966
BA3295	28.37486135458929	0.0192252919396183
BA3296	16.547626760789306	0.0182284249501566
BA3297	31.61271538032367	0.0266305895756194
BA3299	13.91130497298182	0.0162346909712332
BA3300	37.73830015271734	0.0252064938763884
BA3302	47.58395676045272	0.0330390202221589
BA3305	17.9495129193202	0.0175163771005411
BA3306	15.822574986127442	0.0148105952720022
BA3308	21.61813851587103	0.0243520364568499
BA3310	16.233968503775053	0.0196525206493876
BA3311	26.322291810625305	0.0189404727997721
BA3312	26.274338440187364	0.024494446026773
BA3315	35.11440382264742	0.0296211905440045
BA3317	21.33458099470292	0.0209342067786955
BA3318	31.470847071104163	0.0203645684990031
BA3319	22.17690767917441	0.0193677015095414
BA3322	19.028309672175208	0.0253489034463115
BA3324	43.99440756721232	0.0273426374252349
BA3325	18.92294556082813	0.0162346909712332
BA3326	23.60399145233129	0.0138137282825405
BA3328	22.770125349103125	0.0222158929080034
BA3329	36.48269764177509	0.0365992594702364
BA3332	28.276913195499503	0.031757334092851
BA3333	25.26353103615665	0.03033323839362
BA3334	9.127914629344902	0.0170891483907718
BA3335	18.262137171353483	0.0243520364568499
BA3339	16.505423984927283	0.0328966106522358
BA3341	21.133817970311235	0.0215038450583879
BA3345	10.56551791674996	0.0240672173170037
