	ASXL1	IDH2
BA2000	0.0156650526915408	14.422731030738287
BA2003	0.0155226431216177	10.46101506681968
BA2004	0.0254913130162346	9.507336591024076
BA2006	0.0561093705497009	26.777386813756333
BA2011	0.0160922814013101	7.147394464393686
BA2019	0.0243520364568499	23.781624279667813
BA2020	0.0357448020506978	27.28690260245067
BA2022	0.021646254628311	14.441530004072115
BA2023	0.0109655368840786	9.587146929256283
BA2024	0.0190828823696952	12.981804439837608
BA2025	0.015949871831387	17.1028831797036
BA2031	0.0135289091426943	6.306251311097126
BA2032	0.0149530048419253	13.565881859351672
BA2033	0.0229279407576189	7.848218758869187
BA2034	0.026060951295927	10.049705697256874
BA2035	0.0195101110794645	21.183551129702984
BA2036	0.0197949302193107	11.461498167548957
BA2037	0.0299060096838507	15.171875886918643
BA2041	0.0200797493591569	30.11400745320154
BA2044	0.0152378239817715	10.677692222263357
BA2046	0.0294787809740814	20.178799096731208
BA2047	0.0254913130162346	13.89890978417799
BA2050	0.0111079464540017	17.437158035020172
BA2051	0.0209342067786955	9.83758005404805
BA2052	0.0364568499003133	17.653766087932972
BA2053	0.013101680432925	11.668629918927923
BA2054	0.0126744517231557	11.488037241328248
BA2055	0.0113927655938479	24.438431495946396
BA2063	0.0438621475363144	10.27777921741384
BA2065	0.0190828823696952	19.72439504436136
BA2066	0.0259185417260039	14.082868125223657
BA2068	0.0156650526915408	16.999299719887954
BA2069	0.0170891483907718	12.776817951850344
BA2072	0.0111079464540017	8.738209380668568
BA2079	0.0108231273141555	4.94197608558842
BA2080	0.017373967530618	26.872454620614768
BA2081	0.0139561378524636	14.33772689692617
BA2082	0.0178011962403873	26.84404484260665
BA2087	0.0099686698946169	23.791262231764957
BA2088	0.0226431216177727	15.483937363491652
BA2089	0.0229279407576189	14.463697108799463
BA2093	0.028909142694389	14.93406816471082
BA2094	0.0168043292509256	24.68671935734646
BA2095	0.017373967530618	18.687929885610632
BA2096	0.013101680432925	27.095028936684805
BA2097	0.0350327542010823	27.9884672811856
BA2098	0.0118199943036172	23.699586618788487
BA2100	0.0136713187126174	8.689808610668937
BA2101	0.027485046995158	9.355504139981983
BA2104	0.0078325263457704	8.624427127679265
BA2106	0.0160922814013101	18.442794827181974
BA2109	0.0121048134434634	11.647775145300413
BA2110	0.0099686698946169	3.519763940818618
BA2113	0.0313301053830817	16.848654351608484
BA2116	0.0273426374252349	5.472876022655759
BA2121	0.0250640843064653	15.662007181727317
BA2122	0.0093990316149245	6.435605079036021
BA2123	0.0227855311876958	35.42314811387111
BA2124	0.0197949302193107	22.243799281827272
BA2125	0.0186556536599259	11.7698077468873
BA2132	0.0225007120478496	22.34068288108195
BA2133	0.0262033608658501	5.938149532940931
BA2134	0.008686983765309	8.097201347499352
BA2135	0.0264881800056963	13.593541998297116
BA2139	0.0089718029051552	3.913932180801836
BA2143	0.0176587866704642	14.877437406680736
BA2148	0.013101680432925	5.140954355310407
BA2153	0.0196525206493876	9.1939529115611
BA2155	0.0163771005411563	12.58780031836523
BA2156	0.0186556536599259	16.009587976159626
BA2162	0.0172315579606949	7.1127339922753245
BA2163	0.0212190259185417	16.248279223583705
BA2168	0.0139561378524636	16.857940621182394
BA2169	0.0233551694673882	26.309464578783054
BA2171	0.0259185417260039	16.37407853009045
BA2172	0.0133864995727712	27.76005626920372
BA2174	0.0189404727997721	14.86361381557028
BA2175	0.0294787809740814	22.649483581979048
BA2184	0.0398746795784676	47.44985994397759
BA2195	0.0156650526915408	19.065947876948137
BA2198	0.0153802335516946	11.834580880810472
BA2200	0.0293363714041583	18.565741186342372
BA2201	0.0092566220450014	6.921861696220339
BA2209	0.0582455140985474	18.437230222485475
BA2211	0.0270578182853887	23.40375313120843
BA2212	0.0182284249501566	20.00714285714286
BA2217	0.0242096268869268	22.015475881982745
BA2218	0.0155226431216177	8.766187267858685
BA2220	0.0135289091426943	15.861102061970165
BA2221	0.0138137282825405	19.080722244845077
BA2224	0.0146681857020791	10.531453374301265
BA2226	0.0320421532326972	17.43460185836449
BA2227	0.0344631159213899	23.06404632337517
BA2228	0.0283395044146966	22.90205086439863
BA2229	0.04044431785816	16.56234590752601
BA2233	0.0209342067786955	18.54880057749972
BA2234	0.0183708345200797	14.453906760942262
BA2235	0.0136713187126174	10.474773257320548
BA2236	0.015949871831387	9.022932168462098
BA2239	0.0108231273141555	6.882286306593123
BA2240	0.0242096268869268	15.0181412653167
BA2242	0.0276274565650811	21.07878984192796
BA2244	0.0162346909712332	7.338727649650169
BA2245	0.0193677015095414	17.735584718468886
BA2248	0.0122472230133865	12.607627808832785
BA2249	0.0249216747365422	4.866595713175138
BA2251	0.0206493876388493	32.72111020619702
BA2256	0.0166619196810025	23.83729253816064
BA2260	0.0111079464540017	11.75933994743272
BA2261	0.0123896325833095	4.726779698663607
BA2269	0.0074052976360011	2.3715334591986577
BA2271	0.0207917972087724	16.915121731511988
BA2272	0.0146681857020791	7.111376004146153
BA2273	0.0200797493591569	20.446786732314077
BA2275	0.0300484192537738	25.124921951159315
BA2276	0.0116775847336941	15.797512925875198
BA2277	0.0227855311876958	20.682512123792247
BA2280	0.0358872116206209	19.994870988042795
BA2281	0.0200797493591569	17.698873998938783
BA2282	0.0166619196810025	9.815664679968904
BA2286	0.0179436058103104	22.135884574093957
BA2288	0.0236399886072344	12.385366922099236
BA2292	0.0182284249501566	27.960389442120466
BA2294	0.0206493876388493	13.756529572181297
BA2296	0.0220734833380803	20.800114759560213
BA2300	0.0259185417260039	15.136291785436642
BA2301	0.0192252919396183	10.394540283073583
BA2302	0.0226431216177727	13.14066992435741
BA2304	0.0085445741953859	7.343723392440677
BA2306	0.0178011962403873	8.83942916373598
BA2308	0.0186556536599259	12.930550105504755
BA2309	0.0149530048419253	11.648659287503548
BA2311	0.0150954144118484	11.29717728501092
BA2312	0.0183708345200797	11.177135083108132
BA2316	0.0108231273141555	9.165123582472637
BA2322	0.02022215892908	20.114235738348203
BA2325	0.0098262603246938	8.091929811572207
BA2329	0.0123896325833095	12.031388590678564
BA2334	0.0146681857020791	11.940487296240084
BA2339	0.0153802335516946	3.277290563802613
BA2344	0.0119624038735403	18.73964202421056
BA2347	0.0126744517231557	6.238688779476548
BA2348	0.0066932497863856	6.903302730783944
BA2350	0.0095414411848476	4.480185466256987
BA2354	0.0200797493591569	14.225841878601662
BA2355	0.0367416690401595	8.002950431273831
BA2357	0.018798063229849	17.673916262540256
BA2360	0.0166619196810025	17.4600784807315
BA2361	0.0225007120478496	11.89944286084478
BA2363	0.0059812019367701	4.571183010649194
BA2369	0.0243520364568499	32.87027542294451
BA2374	0.0301908288236969	15.877429385851258
BA2375	0.0215038450583879	8.77310739273683
BA2376	0.0139561378524636	5.20024617776626
BA2377	0.0400170891483907	31.770206937400516
BA2379	0.0210766163486186	8.470793691926108
BA2385	0.0143833665622329	10.784662940065894
BA2386	0.0233551694673882	20.97791803946248
BA2387	0.0143833665622329	15.27624477103617
BA2394	0.0316149245229279	15.00490751366626
BA2399	0.0148105952720022	10.790752600599712
BA2400	0.0338934776416975	27.614530658078213
BA2402	0.0197949302193107	10.864629992966348
BA2405	0.0148105952720022	9.282049383630106
BA2406	0.0155226431216177	9.671413763743384
BA2409	0.0128168612930788	6.203761152037908
BA2410	0.0234975790373113	27.71174249435457
BA2412	0.0111079464540017	6.767239230493961
BA2413	0.0197949302193107	7.698242204370736
BA2414	0.0249216747365422	22.662966596330165
BA2415	0.0078325263457704	10.21711213119609
BA2417	0.0195101110794645	19.588615358037487
BA2418	0.0113927655938479	7.546141981021484
BA2420	0.0153802335516946	13.947619664605932
BA2421	0.0155226431216177	15.77745591628722
BA2423	0.0162346909712332	13.476912967830303
BA2425	0.0183708345200797	16.390866126186157
BA2426	0.0126744517231557	13.423908858697663
BA2427	0.0160922814013101	8.758938288971978
BA2429	0.0227855311876958	8.87010143264354
BA2440	0.02022215892908	17.32018966176779
BA2441	0.0401594987183138	23.514302372931557
BA2442	0.0185132440900028	15.889721615518454
BA2446	0.0152378239817715	17.495715026098544
BA2449	0.0180860153802335	32.316534631473736
BA2450	0.02022215892908	14.956783770777037
BA2452	0.0199373397892338	23.835812386628664
BA2454	0.0263457704357732	18.941940917336098
BA2455	0.0091142124750783	4.414253013980923
BA2456	0.0197949302193107	7.1470798010834296
BA2459	0.0240672173170037	7.75914189464332
BA2461	0.0249216747365422	15.602553708708154
BA2463	0.0125320421532326	59.30152951048261
BA2464	0.018798063229849	12.921751255568308
BA2469	0.0125320421532326	7.564752156369155
BA2470	0.0213614354884648	10.927220227297967
BA2472	0.0175163771005411	12.445320771480398
BA2473	0.0233551694673882	24.277320796159877
BA2474	0.0143833665622329	12.100410913263984
BA2477	0.0242096268869268	21.92937227754538
BA2479	0.0286243235545428	8.142282111082318
BA2480	0.0182284249501566	19.87517553276817
BA2481	0.01011107946454	8.703683411690669
BA2482	0.0142409569923098	11.59534668492948
BA2483	0.0182284249501566	10.231940176951838
BA2485	0.015949871831387	15.48075864707116
BA2488	0.0178011962403873	14.41647725169363
BA2489	0.0149530048419253	15.293047791803946
BA2492	0.0119624038735403	4.293422302841841
BA2494	0.024636855596696	25.336140006663463
BA2496	0.0082597550555397	11.725098409407815
BA2497	0.0106807177442324	12.875363713767443
BA2499	0.0139561378524636	11.739729019361048
BA2500	0.0283395044146966	19.076646429496908
BA2501	0.0243520364568499	23.470449413245472
BA2502	0.0125320421532326	7.728832414022878
BA2505	0.0132440900028481	14.177309073409097
BA2507	0.0210766163486186	8.817879045891484
BA2510	0.013101680432925	25.79787879909673
BA2511	0.0166619196810025	6.861620330951765
BA2512	0.0250640843064653	7.455147521563693
BA2514	0.0213614354884648	12.247544392206224
BA2515	0.0116775847336941	14.849474944162685
BA2520	0.0142409569923098	15.633646145682942
BA2521	0.0210766163486186	17.03251891064796
BA2523	0.0139561378524636	10.206126062759903
BA2524	0.0118199943036172	12.235404558299091
BA2525	0.0408715465679293	7.822761263095546
BA2526	0.0206493876388493	17.540319475807944
BA2528	0.0217886641982341	16.02041177704562
BA2532	0.0225007120478496	12.686649637828705
BA2534	0.0213614354884648	16.243457471094164
BA2538	0.0270578182853887	21.633448709880422
BA2539	0.0136713187126174	13.713984007699992
BA2540	0.0109655368840786	9.14257579683856
BA2541	0.0136713187126174	12.267859919298116
BA2545	0.018798063229849	10.364902084181692
BA2546	0.0128168612930788	14.60594343464258
BA2552	0.0290515522643121	37.63685571144757
BA2559	0.017373967530618	8.948512444625429
BA2561	0.0098262603246938	11.431571835782773
BA2563	0.0212190259185417	13.581468181986454
BA2564	0.0112503560239248	10.10100136971088
BA2567	0.0205069780689262	6.332839126840163
BA2570	0.0233551694673882	31.653205863843336
BA2575	0.0074052976360011	8.913899480497046
BA2577	0.0210766163486186	23.13048717284271
BA2579	0.0290515522643121	15.214338158170758
BA2583	0.021646254628311	15.180282333197596
BA2584	0.0197949302193107	20.86757610533201
BA2587	0.0229279407576189	16.017367563765593
BA2588	0.0205069780689262	10.37282851466578
BA2589	0.0328966106522358	9.978756524636283
BA2592	0.0300484192537738	33.10606313009785
BA2593	0.0126744517231557	40.36195905675045
BA2594	0.013101680432925	11.491049371290368
BA2595	0.014525776132156	21.279604264613333
BA2597	0.0133864995727712	10.058659410900924
BA2600	0.0166619196810025	18.47964683670825
BA2603	0.0166619196810025	17.32470909068473
BA2618	0.0180860153802335	13.112904280654991
BA2619	0.0133864995727712	18.505062377373857
BA2620	0.0111079464540017	12.80886795246733
