	KRAS	STAG2
BA2733	4.024583240227743	0.0247194665799316
BA2735	2.731444327315706	0.0326882419905675
BA2737	4.229188217803424	0.0258578630671653
BA2742	5.036593528652168	0.0562693120832655
BA2744	0.8126549723840483	0.0131728736379899
BA2746	2.9041910177817147	0.0359408033826638
BA2747	1.8763378679995653	0.0226053016750691
BA2748	2.8162460026576808	0.0484631647422345
BA2751	4.76076973681974	0.0460237436981623
BA2756	1.111935570238528	0.0325256139209627
BA2758	6.062618917320017	0.0411449016100178
BA2760	8.539751728962072	0.0551309155960318
BA2762	3.5909642105886346	0.0292730525288664
BA2764	2.5915086660715163	0.0564319401528703
BA2765	7.700654472918215	0.0668401366075784
BA2769	3.676902735522297	0.0305740770857049
BA2772	2.120075486147443	0.0286225402504472
BA2775	5.812760930604475	0.0439095787932997
BA2776	4.4488934839978524	0.0639128313546918
BA2778	3.240793912197436	0.0304114490161001
BA2782	4.7248443208520605	0.0487884208814441
BA2786	2.8206943341122037	0.0307367051553098
BA2787	2.066862180946478	0.0400065051227841
BA2789	4.500457340382659	0.0484631647422345
BA2791	1.5544306048272218	0.0404943893315986
BA2792	2.2792448121159423	0.0320377297121483
BA2798	5.91550464000847	0.0413075296796227
BA2801	3.8694395842404994	0.035778175313059
BA2802	4.931508671554627	0.0417954138884371
BA2804	3.589438287733232	0.0258578630671653
BA2806	3.401415561281073	0.0255326069279557
BA2808	0.819064482576983	0.0282972841112375
BA2809	5.328799203342974	0.064563343633111
BA2811	3.4074422496398213	0.0388681086355504
BA2812	2.51465628861175	0.0219547893966498
BA2813	1.972065667664031	0.0227679297446739
BA2814	3.700862782404347	0.0263457472759798
BA2816	3.515171700617542	0.0239063262319076
BA2817	9.31293008506607	0.0483005366726296
BA2820	4.846588130075457	0.0510652138559115
BA2821	5.077237519978352	0.078549357619125
BA2822	3.126246711724653	0.0450479752805334
BA2824	3.815565072493221	0.0486257928118393
BA2828	5.866666273141892	0.026996259554399
BA2829	4.412533121502556	0.0787119856887298
BA2830	1.6191667403234706	0.0274841437632135
BA2832	2.749069369981953	0.0419580419580419
BA2836	4.618965161186066	0.0172385753781102
BA2837	5.744869449535215	0.0370791998698975
BA2839	4.354311439221131	0.0536672629695885
BA2840	4.099946945684317	0.0541551471784029
BA2841	3.792521694833046	0.0406570174012034
BA2842	4.233499753894433	0.0458611156285574
BA2843	2.862490859764802	0.0227679297446739
BA2844	2.977508842935708	0.0268336314847942
BA2846	3.580528100094352	0.0348024068954301
BA2850	2.921987811842809	0.0299235648072857
BA2851	3.902461648473896	0.0866807610993657
BA2852	4.085427724822098	0.0369165718002927
BA2855	6.025173019281862	0.0587087331273377
BA2856	6.161656320919922	0.0500894454382826
BA2858	3.630395410097828	0.0351276630346397
BA2860	2.546393016914249	0.0302488209464953
BA2861	2.5337914004570834	0.0344771507562205
BA2865	4.257434320541161	0.0377297121483168
BA2866	2.9389008838841657	0.0361034314522686
BA2867	5.641646527484107	0.0590339892665474
BA2868	5.964604552568509	0.035778175313059
BA2870	3.836261463527445	0.010408196454708
BA2871	3.5250437921854045	0.0450479752805334
BA2872	4.26359661627193	0.0548056594568222
BA2876	7.261962142224723	0.0305740770857049
BA2879	7.596005217099052	0.0557814278744511
BA2880	3.159207686119105	0.0456984875589526
BA2882	3.300934826843552	0.0364286875914782
BA2883	11.775412944537448	0.0598471296145714
BA2885	3.907464597219572	0.0492763050902585
BA2887	3.146872952406261	0.047162140185396
BA2889	0.0498731079218884	0.0
BA2893	2.336482779603907	0.0300861928768905
BA2901	1.9424594081937123	0.0284599121808424
BA2902	2.4312505625627203	0.0226053016750691
BA2903	3.6921945453996257	0.0364286875914782
BA2904	6.01053790362872	0.0658643681899495
BA2905	5.2309590444961005	0.0253699788583509
BA2906	5.80146459475505	0.0526914945519596
BA2908	4.012735325325014	0.074158399739795
BA2909	4.958228873792411	0.033989266547406
BA2910	3.8606897513758622	0.0489510489510489
BA2911	4.872319965407722	0.0562693120832655
BA2914	5.074687321245269	0.064563343633111
BA2915	1.2078195904386648	0.012197105220361
BA2921	5.121433273005455	0.0221174174662546
BA2922	3.0565970484631064	0.0352902911042445
BA2923	4.042348232204146	0.0216295332574402
BA2926	3.007893611642617	0.0452106033501382
BA2928	4.274176588505172	0.0346397788258253
BA2930	7.472293214663799	0.0606602699625955
BA2932	4.767341634309132	0.0476500243942104
BA2934	3.1170830838869232	0.0813140348024069
BA2935	1.4086911080693234	0.0278093999024231
BA2937	3.4582205224568563	0.0378923402179216
BA2939	2.785032968374947	0.0203285087006017
BA2944	2.851004674538254	0.0757846804358432
BA2947	3.095940444457899	0.0265083753455846
BA2948	5.163778294194287	0.0613107822410148
BA2950	2.8913800203410185	0.054968287526427
BA2951	2.3216460900296405	0.0349650349650349
BA2952	6.03488446143655	0.0432590665148804
BA2953	1.818548601040591	0.0172385753781102
BA2955	2.255907059828389	0.0265083753455846
BA2956	3.360693070237612	0.0196779964221824
BA2962	2.785922003031013	0.0390307367051553
BA2970	2.9196811894918704	0.0300861928768905
BA2972	1.7120661270914692	0.0512278419255163
BA2976	0.87167947244554	0.0617986664498292
BA2978	5.1081671668546775	0.0648885997723207
BA2981	1.274137864358842	0.0526914945519596
BA2984	2.267118229147408	0.0361034314522686
BA2986	5.357700398436639	0.0404943893315986
BA2989	4.289501979920624	0.0647259717027158
BA2992	5.991612638326476	0.059359245405757
BA2993	2.5529658234579435	0.0204911367702065
BA2994	3.492224342562355	0.0274841437632135
BA2995	4.790563516597835	0.0365913156610831
BA2999	3.601013405149621	0.0585461050577329
BA3001	3.5275293017384137	0.0531793787607741
BA3002	9.019752117043806	0.0604976418929907
BA3004	4.35634152728715	0.0569198243616848
BA3006	2.652376103731922	0.0245568385103268
BA3008	0.199879745930379	0.005204098227354
BA3009	2.681695563471374	0.0489510489510489
BA3010	1.1623502273439763	0.0125223613595706
BA3011	2.398829348580604	0.0504147015774922
BA3013	2.810748531114694	0.033176126199382
BA3023	4.318009680827968	0.0460237436981623
BA3025	3.619626705844733	0.0375670840787119
BA3027	5.834669199458067	0.0271588876240039
BA3029	5.010356662328836	0.0222800455358594
BA3030	4.38479156773952	0.0717189786957228
BA3037	5.63800106285749	0.0443974630021141
BA3038	7.296101706545303	0.0655391120507399
BA3040	2.2498752964790736	0.0361034314522686
BA3042	3.7988343481337097	0.0378923402179216
BA3043	3.6132582916833034	0.0354529191738494
BA3049	2.244571785696069	0.0443974630021141
BA3051	2.489943377637812	0.0310619612945194
BA3053	9.08429912362472	0.0439095787932997
BA3064	4.043156636482997	0.0601723857537811
BA3067	5.901384252800535	0.0551309155960318
BA3068	6.452654746357529	0.0687916734428362
BA3070	4.567287575858389	0.0494389331598633
BA3071	7.397138261132724	0.0591966173361522
BA3072	5.590209267134697	0.0609855261018051
BA3075	4.484482095456577	0.0292730525288664
BA3076	4.782315004947172	0.0348024068954301
BA3077	9.982110185032276	0.0644007155635062
BA2040	5.154296683439623	0.0422832980972515
BA2160	4.730697802590289	0.0473247682550008
BA2303	5.247483689449449	0.0432590665148804
BA2353	5.99395595912219	0.0600097576841762
BA2516	4.658620293832935	0.0126849894291754
BA2590	6.263800261145639	0.0447227191413237
BA2647	6.220445405608574	0.0395186209139697
BA2891	4.287411787386368	0.038380224426736
BA2924	7.834336738364445	0.0403317612619938
BA2971	9.256789497897058	0.0458611156285574
BA3036	5.3220575155127126	0.0369165718002927
BA3059	9.516234159787691	0.0417954138884371
BA3073	5.017396912472017	0.0258578630671653
BA3078	9.197906119533414	0.0946495365100016
BA3079	2.060022186627446	0.0359408033826638
BA3083	5.951659660498906	0.0665148804683688
BA3084	4.521240255815035	0.0113839648723369
BA3085	5.00007900069415	0.0323629858513579
BA3087	9.144753877174908	0.1299398276142462
BA3089	8.891346760242428	0.0551309155960318
BA3094	5.705742843077889	0.040169133192389
BA3095	5.296395227399311	0.0396812489835745
BA3098	7.188212791793329	0.0564319401528703
BA3099	6.626191371311687	0.0863555049601561
BA3103	4.504931325367331	0.0596845015449666
BA3108	5.323437790100341	0.0478126524638152
BA3109	20.28004238581594	0.0538298910391933
BA3110	7.8660960481279165	0.0565945682224751
BA3114	6.105203524533998	0.0536672629695885
BA3116	4.747270306856226	0.031387217433729
BA3117	4.300068495441089	0.0827776874288502
BA3118	6.872628563773899	0.033989266547406
BA3119	5.060841363188459	0.0639128313546918
BA3123	3.898932958332124	0.045373231419743
BA3124	4.211257624532631	0.0343145226866157
BA3126	3.981409031603605	0.0164254350300861
BA3128	6.460443952708552	0.0365913156610831
BA3130	7.511453674234083	0.0317124735729386
BA3133	8.499158140092135	0.0801756383151732
BA3135	8.522189846766814	0.0370791998698975
BA3136	6.441042423436487	0.0580582208489185
BA3137	3.4021475292946715	0.0469995121157911
BA3138	5.840394730148105	0.0608228980322003
BA3139	4.359850216478632	0.1018051715726134
BA3141	5.15881194479065	0.049764189299073
BA3142	3.228721815449189	0.0535046348999837
BA3145	5.807409934417001	0.04797528053342
BA3146	4.117694704120277	0.0522036103431452
BA3149	5.924088560379679	0.0564319401528703
BA3152	6.029652874868258	0.0601723857537811
BA3153	15.270104644434229	0.0478126524638152
BA3154	17.05706932733878	0.1003415189461701
BA3156	4.160158867385534	0.0500894454382826
BA3157	3.5715714761399338	0.0476500243942104
BA3158	2.9313230726556228	0.0304114490161001
BA3162	4.290860343564755	0.061961294519434
BA3163	4.805087802604695	0.0351276630346397
BA3164	14.50489880003908	0.0657017401203447
BA3167	4.0482769121637	0.0469995121157911
BA3169	4.741973470092588	0.047162140185396
BA3171	8.61686780946633	0.0673280208163929
BA3173	4.759635918289058	0.0408196454708082
BA3174	7.390541200910023	0.0515530980647259
BA3175	3.312143711293571	0.0377297121483168
BA3176	3.239196719653312	0.0538298910391933
BA3177	9.57332742669242	0.0835908277768743
BA3178	3.097280675060638	0.026183119206375
BA3180	7.177854576489217	0.0778988453407058
BA3181	3.618457608293061	0.0169133192389006
BA3182	8.177361755186574	0.0704179541388843
BA3183	5.602880323105434	0.0617986664498292
BA3185	13.780098300668916	0.0499268173686778
BA3186	7.705085424669186	0.0835908277768743
BA3187	4.573337273722364	0.0382175963571312
BA3189	10.150607509403846	0.0660269962595544
BA3190	6.994924120150022	0.0528541226215644
BA3191	5.293425639782923	0.0465116279069767
BA3192	6.040556651086022	0.0437469507236949
BA3194	7.046636242563006	0.0245568385103268
BA3195	4.73927685129155	0.0439095787932997
BA3197	4.623224688099745	0.0391933647747601
BA3199	4.474964745353582	0.063750203285087
BA3200	4.638225387075532	0.0738331436005854
BA3202	8.109545436047824	0.0585461050577329
BA3203	4.630713738190288	0.0289477963896568
BA3206	4.345930184396738	0.0424459261668564
BA3207	8.487468336179221	0.0297609367376809
BA3208	3.357682561334285	0.0461863717677671
BA3210	8.918265321579543	0.0496015612294682
BA3211	3.482211773791408	0.0483005366726296
BA3212	8.439200740205377	0.0585461050577329
BA3213	4.701258300814342	0.0569198243616848
BA3214	4.753128775728115	0.0390307367051553
BA3216	4.570875061083815	0.0307367051553098
BA3217	3.5272767413174075	0.0162628069604813
BA3219	6.7697119099296525	0.0530167506911693
BA3221	4.68195419415222	0.0432590665148804
BA3222	7.356868087314	0.061961294519434
BA3225	5.57349571253324	0.0518783542039356
BA3226	4.368823703780882	0.0484631647422345
BA3227	4.6938712842012125	0.0683037892340217
BA3228	8.16885112768402	0.1040819645470808
BA3229	7.14863337016497	0.078549357619125
BA3230	2.601041897898744	0.05675719629208
BA3232	5.273816316043103	0.0544804033176126
BA3234	6.84080111372545	0.0650512278419255
BA3235	5.744575020480072	0.040169133192389
BA3237	3.867351128900715	0.0476500243942104
BA3240	6.688671407295836	0.0557814278744511
BA3242	2.1328306165285422	0.0609855261018051
BA3243	4.237595034091462	0.0735078874613758
BA3245	7.741862667336584	0.0455358594893478
BA3249	3.873134402727617	0.0647259717027158
BA3250	8.624428707918842	0.0824524312896406
BA3251	3.379874967891091	0.0242315823711172
BA3255	5.867164642055073	0.0442348349325093
BA3258	4.956553435856382	0.0621239225890388
BA3260	9.314008794527496	0.088144413725809
BA3261	4.267873701885583	0.0489510489510489
BA3264	7.534090095177429	0.0796877541063587
BA3266	9.594244881613864	0.0788746137583346
BA3268	5.97757853191581	0.0273215156936087
BA3269	11.987051389637656	0.0570824524312896
BA3270	6.758984854086662	0.0910717189786957
BA3271	6.534386432089192	0.0617986664498292
BA3273	10.541882279903747	0.0554561717352415
BA3275	7.75808248633983	0.0556187998048463
BA3277	16.25122057055359	0.0372418279395023
BA3280	4.552683533896225	0.0187022280045535
BA3283	4.584475585133008	0.0348024068954301
BA3285	3.8633582951325938	0.1070092697999674
BA3286	5.092828133963098	0.0570824524312896
BA3289	2.885983483306348	0.0417954138884371
BA3290	5.88628664754098	0.0767604488534721
BA3293	9.136056625290012	0.0679785330948121
BA3295	7.878679835971935	0.075947308505448
BA3296	6.043318631790028	0.0839160839160839
BA3297	8.124776290809791	0.0860302488209465
BA3299	6.692850755716531	0.0364286875914782
BA3300	4.238831267343383	0.0591966173361522
BA3302	5.651492299353946	0.0961131891364449
BA3305	4.211740493237931	0.0481379086030248
BA3306	7.910169922402488	0.0359408033826638
BA3308	3.2308133713821383	0.0616360383802244
BA3310	3.255793814582394	0.0390307367051553
BA3311	10.743162486383795	0.0902585786306716
BA3312	5.508115150126132	0.0735078874613758
BA3315	5.745285853628462	0.0504147015774922
BA3317	4.260046421519901	0.0583834769881281
BA3318	10.105332372359085	0.0338266384778012
BA3319	8.428098329023237	0.0697674418604651
BA3322	5.683721734157559	0.0458611156285574
BA3324	11.844666182431672	0.0941616523011871
BA3325	4.368456182733874	0.0338266384778012
BA3326	4.93600614432353	0.0247194665799316
BA3328	7.098309397261654	0.0704179541388843
BA3329	6.746508359690237	0.0533420068303789
BA3332	4.649296257404249	0.0596845015449666
BA3333	7.547132476041092	0.0496015612294682
