	KRAS	STAG2
BA2000	3.3836971111243868	0.045373231419743
BA2003	4.014852183319062	0.0190274841437632
BA2004	7.518035805741788	0.0769230769230769
BA2006	1.4759602284637354	0.0443974630021141
BA2011	2.9764702068721984	0.040169133192389
BA2019	5.160280820392373	0.0617986664498292
BA2020	4.544994361851094	0.0865181330297609
BA2022	5.324298133885895	0.0530167506911693
BA2023	1.835144329336911	0.0211416490486257
BA2024	3.245164654062419	0.0845665961945031
BA2025	4.368893180026906	0.0416327858188323
BA2031	3.2522855283888856	0.0066677508537973
BA2032	5.730829491703615	0.0380549682875264
BA2033	5.173527870541233	0.066352252398764
BA2034	3.914876856324424	0.0110587087331273
BA2035	3.1099427952431493	0.0483005366726296
BA2036	6.121214630742673	0.0395186209139697
BA2037	4.675090272102132	0.0796877541063587
BA2041	4.757182979338932	0.045373231419743
BA2044	3.010011912928463	0.0426085542364612
BA2046	4.929163679288072	0.0606602699625955
BA2047	4.291588003374781	0.0476500243942104
BA2050	2.1958664129994023	0.0213042771182306
BA2051	13.932897428776403	0.0489510489510489
BA2052	11.076830685833263	0.0442348349325093
BA2053	7.179162326710417	0.0393559928443649
BA2054	1.88397156875176	0.0422832980972515
BA2055	0.5163086932955492	0.0203285087006017
BA2063	11.878742352338724	0.0499268173686778
BA2065	4.709459162983161	0.0434216945844852
BA2066	4.58843490487509	0.0788746137583346
BA2068	1.0796480997351472	0.0367539437306879
BA2069	3.374270053532277	0.0377297121483168
BA2072	3.1008031822093227	0.0289477963896568
BA2079	2.7983494448591	0.0591966173361522
BA2080	5.886285419771656	0.0250447227191413
BA2081	2.38418961424661	0.028785168320052
BA2082	3.4924032820084148	0.0456984875589526
BA2087	3.917030623224554	0.0258578630671653
BA2088	7.004680788752677	0.0616360383802244
BA2089	7.291872349620021	0.0291104244592616
BA2093	1.7578389225148163	0.0352902911042445
BA2094	7.903188528932866	0.0351276630346397
BA2095	2.454555562270261	0.0396812489835745
BA2096	2.1072502216250624	0.024394210440722
BA2097	9.091340105799269	0.0661896243291592
BA2098	2.230917639934675	0.0201658806309969
BA2100	5.275330529503402	0.0308993332249146
BA2101	3.4638826169083035	0.0335013823385916
BA2104	2.996660859475001	0.0203285087006017
BA2106	3.161484912907255	0.0279720279720279
BA2109	9.540899316685143	0.0491136770206537
BA2110	2.2987931685922325	0.0291104244592616
BA2113	2.6364578427557768	0.0398438770531793
BA2116	6.107357577068696	0.0713937225565132
BA2121	2.2078984581122234	0.0546430313872174
BA2122	3.0534412888688838	0.0398438770531793
BA2123	4.506886381838011	0.0494389331598633
BA2124	3.484952671872221	0.0396812489835745
BA2125	5.652914133071268	0.0546430313872174
BA2132	5.0471863509910735	0.0445600910717189
BA2133	10.65905362132722	0.0455358594893478
BA2134	2.3488564434363868	0.0255326069279557
BA2135	2.354831741553748	0.0380549682875264
BA2139	2.5445168327484797	0.031387217433729
BA2143	1.959566124342219	0.0361034314522686
BA2148	3.447503945046714	0.0273215156936087
BA2153	3.28774314707458	0.0632623190762725
BA2155	2.437405193862981	0.0278093999024231
BA2156	2.2730237889538194	0.0526914945519596
BA2162	5.712025100440885	0.0489510489510489
BA2163	6.421326448173804	0.0496015612294682
BA2168	2.5309999180927623	0.0139860139860139
BA2169	8.12047461860416	0.033176126199382
BA2171	4.2769316901618994	0.057570336640104
BA2172	2.0611136117329	0.0336640104081964
BA2174	4.468216769572149	0.0616360383802244
BA2175	5.319868359290954	0.0754594242966336
BA2184	4.673610193914149	0.0910717189786957
BA2195	5.838200788758842	0.0369165718002927
BA2198	4.103025938075901	0.0556187998048463
BA2200	3.906002268152742	0.0725321190437469
BA2201	2.44182533811413	0.0304114490161001
BA2209	11.81900292593489	0.0559440559440559
BA2211	5.353146364806439	0.0442348349325093
BA2212	2.6751209524724606	0.019190112213368
BA2217	2.075613723782153	0.0466742559765815
BA2218	2.8138905589044483	0.0292730525288664
BA2220	7.379396044865156	0.0416327858188323
BA2221	3.4063344135082656	0.0297609367376809
BA2224	3.1364189861786773	0.0406570174012034
BA2226	4.532593424972631	0.0993657505285412
BA2227	2.636795016303624	0.0354529191738494
BA2228	7.840004887881429	0.0852171084729224
BA2229	10.085359778713071	0.0650512278419255
BA2233	3.2547013461580097	0.0252073507887461
BA2234	4.264432517362912	0.0572450805008944
BA2235	5.236945518023253	0.0476500243942104
BA2236	3.942916396323784	0.0422832980972515
BA2239	2.4852062107862314	0.033176126199382
BA2240	8.12127767437851	0.0757846804358432
BA2242	5.266699574897228	0.0502520735078874
BA2244	3.2606905820924705	0.0578955927793137
BA2245	9.019949708299915	0.0580582208489185
BA2248	2.094823306896083	0.0187022280045535
BA2249	4.956301122904592	0.063750203285087
BA2251	4.624605625284379	0.0440722068629045
BA2256	2.540386093792922	0.0286225402504472
BA2260	4.132932782016525	0.0242315823711172
BA2261	2.001472965534394	0.0413075296796227
BA2269	1.3774383646879156	0.0413075296796227
BA2271	5.602686467078136	0.0774109611318913
BA2272	3.0279527620390048	0.0509025857863067
BA2273	3.2204514382156466	0.0322003577817531
BA2275	5.176312047084844	0.1136770206537648
BA2276	2.622741387146175	0.033176126199382
BA2277	5.25510942266259	0.0725321190437469
BA2280	6.063815269855581	0.0912343470483005
BA2281	4.6460796005338985	0.0359408033826638
BA2282	3.8083678316586047	0.0426085542364612
BA2286	3.95272350270278	0.0536672629695885
BA2288	3.865914162620388	0.0354529191738494
BA2292	4.075651001645991	0.0400065051227841
BA2294	2.3719835412868338	0.0391933647747601
BA2296	2.5047958696164496	0.061961294519434
BA2300	6.957086353480154	0.0894454382826475
BA2301	4.0624889175161565	0.0448853472109286
BA2302	9.348772402774848	0.0378923402179216
BA2304	3.215224942617111	0.0250447227191413
BA2306	2.106117448255717	0.0469995121157911
BA2308	3.889581278532265	0.031387217433729
BA2309	3.305697356738754	0.0398438770531793
BA2311	4.263535060623511	0.0343145226866157
BA2312	4.450112420893486	0.0419580419580419
BA2316	2.785383344332529	0.0307367051553098
BA2322	1.363252173099543	0.050577329647097
BA2325	2.2128413526127946	0.023581070092698
BA2329	2.953980380691717	0.0302488209464953
BA2334	3.829844935813441	0.0221174174662546
BA2339	5.576285457288947	0.0391933647747601
BA2344	2.508621366806296	0.033176126199382
BA2347	4.499805687946137	0.0538298910391933
BA2348	3.4684403082470383	0.017401203447715
BA2350	2.293002458894163	0.0234184420230931
BA2354	3.285287253891401	0.0603350138233859
BA2355	18.031553815161907	0.0790372418279395
BA2357	2.8366508715088328	0.0222800455358594
BA2360	2.4203383504910594	0.0411449016100178
BA2361	3.290470110493144	0.0365913156610831
BA2363	1.77988745401886	0.017401203447715
BA2369	7.463597390567187	0.0426085542364612
BA2374	4.18322554627598	0.063750203285087
BA2375	4.401957434008005	0.0609855261018051
BA2376	3.576421768112105	0.0434216945844852
BA2377	7.874521714966825	0.090746462839486
BA2379	7.354978419162167	0.0629370629370629
BA2385	6.169246688786106	0.0598471296145714
BA2386	7.154072385086702	0.0591966173361522
BA2387	4.9579225522201975	0.0460237436981623
BA2394	8.841700566289523	0.0660269962595544
BA2399	2.901775492441722	0.0307367051553098
BA2400	5.409835524646413	0.0611481541714099
BA2402	4.974805563924786	0.050577329647097
BA2405	1.9038948004365173	0.0169133192389006
BA2406	2.7399095691849715	0.0312245893641242
BA2409	3.642790689054875	0.0452106033501382
BA2410	2.854218939661076	0.0346397788258253
BA2412	3.4683011635363665	0.0351276630346397
BA2413	3.061177034477548	0.0304114490161001
BA2414	3.333377691014046	0.0652138559115303
BA2415	3.6031705789367305	0.0365913156610831
BA2417	1.966473306958872	0.0476500243942104
BA2418	1.5872432645654289	0.0178890876565295
BA2420	2.293921043415803	0.0424459261668564
BA2421	3.76390120697868	0.0609855261018051
BA2423	5.526169516908847	0.023581070092698
BA2425	4.540658995903223	0.0367539437306879
BA2426	1.76675593567857	0.0305740770857049
BA2427	5.629532468513265	0.0248820946495365
BA2429	4.885164819604847	0.0583834769881281
BA2440	4.656478683032831	0.040982273540413
BA2441	5.107316346904479	0.094324280370792
BA2442	4.274273721852956	0.0466742559765815
BA2446	3.526678377199216	0.0367539437306879
BA2449	3.844080002176403	0.0681411611644169
BA2450	6.542840496025102	0.045373231419743
BA2452	2.2229446094894514	0.0390307367051553
BA2454	4.196996925207468	0.0588713611969425
BA2455	4.618681453090219	0.0213042771182306
BA2456	4.84358664169528	0.038380224426736
BA2459	0.9849701015813438	0.0372418279395023
BA2461	3.531901921255366	0.070743210278094
BA2463	4.45365718507862	0.0388681086355504
BA2464	2.629494460813186	0.0520409822735404
BA2469	4.330668779940796	0.0630996910066677
BA2470	3.3487604257070145	0.042771182306066
BA2472	2.506343529310017	0.0458611156285574
BA2473	4.364774675975619	0.0565945682224751
BA2474	4.068396363626591	0.0320377297121483
BA2477	5.2291687233797575	0.0683037892340217
BA2479	4.388198691895849	0.0260204911367702
BA2480	3.679131305583376	0.040982273540413
BA2481	0.950240342410004	0.0196779964221824
BA2482	4.5443846369895695	0.0456984875589526
BA2483	5.717204939316385	0.0515530980647259
BA2485	3.731240739012421	0.0278093999024231
BA2488	3.795524434418716	0.0590339892665474
BA2489	3.495084976820325	0.0196779964221824
BA2492	4.60482142178739	0.0535046348999837
BA2494	9.557187638322572	0.0361034314522686
BA2496	2.740035581224717	0.0271588876240039
BA2497	3.126280701370291	0.0294356805984712
BA2499	4.35302298414668	0.0154496666124573
BA2500	3.764766577067442	0.090746462839486
BA2501	5.69695185588149	0.064563343633111
BA2502	3.5899907234146635	0.0494389331598633
BA2505	3.524708682190093	0.0211416490486257
BA2507	2.445471606779409	0.0308993332249146
BA2510	3.106128214359792	0.0177264595869247
BA2511	2.8010233109505887	0.0175638315173198
BA2512	3.90060283765412	0.070743210278094
BA2514	5.883867358115286	0.0276467718328183
BA2515	3.965624412346157	0.0297609367376809
BA2520	2.777845608373538	0.0138233859164091
BA2521	5.965061455171949	0.0606602699625955
BA2523	2.9076088330976253	0.0346397788258253
BA2524	4.3967944400825125	0.0299235648072857
BA2525	9.181313291942152	0.0369165718002927
BA2526	4.982559594305994	0.0315498455033338
BA2528	2.9063274125973515	0.0237436981623028
BA2532	3.376488196760783	0.0647259717027158
BA2534	3.9542145627317393	0.0528541226215644
BA2538	3.061522924858036	0.0219547893966498
BA2539	3.789754828010589	0.061961294519434
BA2540	2.367178974644086	0.0273215156936087
BA2541	2.8473995219050803	0.0356155472434542
BA2545	4.148222781045921	0.0630996910066677
BA2546	3.393513765871296	0.0403317612619938
BA2552	4.825482332332214	0.049764189299073
BA2559	4.0935222417812485	0.0626118067978533
BA2561	1.6993347187891574	0.017401203447715
BA2563	4.028599804188247	0.0413075296796227
BA2564	2.2915571135581843	0.0312245893641242
BA2567	4.686061135891457	0.0359408033826638
BA2570	7.716031860771869	0.0712310944869084
BA2575	3.6049599889935537	0.0294356805984712
BA2577	1.7864264546524835	0.0458611156285574
BA2579	5.549669129729157	0.0572450805008944
BA2583	4.650822098462011	0.0234184420230931
BA2584	2.498962890180857	0.033176126199382
BA2587	3.1944730301033544	0.0671653927467881
BA2588	2.9482311460607518	0.0484631647422345
BA2589	14.373385488847298	0.0538298910391933
BA2592	6.041558832251639	0.0483005366726296
BA2593	0.2793411558252956	0.0188648560741584
BA2594	2.002620464581047	0.0404943893315986
BA2595	3.0622199092217754	0.0308993332249146
BA2597	5.268032257893723	0.0323629858513579
BA2600	3.043265721729626	0.0292730525288664
BA2603	3.400519555275657	0.0548056594568222
BA2618	4.847376827625396	0.0248820946495365
BA2619	4.669344395559936	0.0577329647097088
BA2620	5.410937505524276	0.0512278419255163
BA2621	3.331895635511968	0.0320377297121483
BA2622	5.700385710148895	0.0499268173686778
BA2623	4.687635763119201	0.0678159050252073
BA2629	4.220743627976956	0.0406570174012034
BA2631	3.324070000746336	0.0429338103756708
BA2634	3.807489429482482	0.0193527402829728
BA2636	3.128960487704368	0.0352902911042445
BA2639	4.213357199938989	0.0554561717352415
BA2644	2.393728396337298	0.0502520735078874
BA2645	10.408685462253883	0.0281346560416327
BA2646	3.9355585272575673	0.0738331436005854
BA2649	2.5988463660051835	0.0432590665148804
BA2651	2.970509296190779	0.0372418279395023
BA2653	5.098207134603287	0.0322003577817531
BA2655	9.623754754392728	0.0917222312571149
BA2656	1.8601716498988876	0.0161001788908765
BA2657	4.548592004798873	0.0463489998373719
BA2658	3.2523433873784997	0.0603350138233859
BA2659	3.5835484156353115	0.0583834769881281
BA2660	3.300668694192399	0.0295983086680761
BA2662	1.636341335905445	0.0447227191413237
BA2663	3.524975217313402	0.0411449016100178
BA2667	3.85679667747493	0.0463489998373719
BA2670	10.226227798665136	0.0652138559115303
BA2674	2.5333257133250093	0.0617986664498292
BA2675	3.6731049499312713	0.0473247682550008
BA2676	3.0098471887347875	0.040169133192389
BA2677	3.882687295225639	0.0322003577817531
BA2681	2.8767867894954944	0.0361034314522686
BA2682	4.221148529623751	0.0180517157261343
BA2685	4.43315438996534	0.0640754594242966
BA2688	5.7155639489306855	0.038380224426736
BA2691	7.358674866434381	0.0426085542364612
BA2694	7.191110081874109	0.0247194665799316
BA2695	2.111844275522096	0.042771182306066
BA2697	2.820457991863271	0.0325256139209627
BA2701	2.40282017119087	0.0177264595869247
BA2704	2.927115594886616	0.0408196454708082
BA2705	8.750051209172401	0.0513904699951211
BA2707	10.67258756535924	0.0365913156610831
BA2709	2.432193691661744	0.0203285087006017
BA2712	3.037494483285136	0.021792161327045
BA2714	8.66762994741118	0.0509025857863067
BA2715	4.204020647117541	0.0295983086680761
BA2718	3.211491167613993	0.0491136770206537
BA2720	6.890859909853237	0.0416327858188323
BA2721	8.15125574652858	0.0634249471458773
BA2722	8.229739643225187	0.0559440559440559
BA2723	7.151826067165194	0.0650512278419255
BA2724	2.784944539455072	0.0213042771182306
BA2726	4.361903416807809	0.0265083753455846
BA2727	6.321364769685872	0.0469995121157911
BA2728	7.9648433967757635	0.0661896243291592
BA2731	1.7722679146604223	0.0152870385428524
