	SRSF2	NRAS
BA2306	7.478498911939351	8.171764479984272
BA2308	8.936134174381431	6.25244413003803
BA2309	8.067967717536426	5.340910135111962
BA2311	7.467929705715504	5.303064363651437
BA2312	9.207036717457903	4.504811534567072
BA2316	5.365016032852368	3.980454039341224
BA2322	15.15802832310161	11.139315392217648
BA2325	4.8474309463330005	6.662575697948401
BA2329	6.004385112888205	3.680005567553983
BA2334	6.772033452636415	5.594381798618988
BA2339	6.578395846076763	12.149194506134686
BA2344	9.95222373294122	3.796331221454245
BA2347	6.260648827958406	6.099881569035103
BA2348	3.192767626297295	4.830109248163483
BA2350	3.1993092687479128	6.296603883376644
BA2354	9.094720981645125	7.369975374515866
BA2355	15.09480010980398	17.61423414703916
BA2357	7.213802053964256	4.593511698633455
BA2360	8.585844864296938	4.667607518740139
BA2361	9.20178308725799	8.444729251070648
BA2363	2.263679932155521	1.6533242062313365
BA2369	13.61743356901646	11.716427856399315
BA2374	15.020254776469203	8.90851954300139
BA2375	9.747926186355707	7.273261731939739
BA2376	7.187031120506286	4.743354931372759
BA2377	8.048909750072964	28.34113352214924
BA2379	8.33738191225857	11.42833948400689
BA2385	6.499132998687305	8.467507384741557
BA2386	7.607945839191167	8.51453741814126
BA2387	8.404643286708874	6.104785433248432
BA2394	13.111254023792643	7.782469280669589
BA2399	11.441423685644317	7.305345578102778
BA2400	19.22387339569088	10.792542274348248
BA2402	7.8286036188920285	6.539774219391059
BA2405	3.3746840174856048	4.2085783786362825
BA2406	15.100351324920654	6.187537522321613
BA2409	5.335638013516848	4.23851063470181
BA2410	12.248821025695852	15.783475205843052
BA2412	5.050385275136611	1.821471695037475
BA2413	9.779487361630606	7.186157530211142
BA2414	16.52048756287578	7.19776843499985
BA2415	5.784375608737815	4.410196232178046
BA2417	12.604578445954084	8.310107650022767
BA2418	5.852862551853996	4.558479498388771
BA2420	6.673973364609146	3.2908094863614687
BA2421	5.350942554128971	9.876949670328226
BA2423	6.000412384804274	12.01254110805784
BA2425	8.608777895241822	5.349058291782689
BA2426	11.693868661328034	11.943840560288384
BA2427	6.0037188350709	9.648382190778756
BA2429	6.176043605283289	4.13021983655467
BA2440	12.648194603753424	13.846950790370837
BA2441	20.145754270094866	13.52081720654136
BA2442	8.743968100207633	6.131416527699035
BA2446	9.845302131772312	5.154975512648711
BA2449	6.396285146525121	14.358495504230818
BA2450	6.603321031922046	6.755089743124651
BA2452	13.516954483145255	7.104364218344255
BA2454	17.26327461462944	7.167375452938487
BA2455	3.910528036418665	6.319838521599662
BA2456	5.467941329607662	9.966741377451772
BA2459	4.261218993214063	5.197367691181537
BA2461	15.069173557393931	6.292183057089055
BA2463	14.677596729226243	11.631023555962196
BA2464	6.196766107099562	5.935835116649162
BA2469	4.177583132499608	2.479480266681983
BA2470	13.4406643279588	6.448783657596495
BA2472	7.002969939252052	7.120260874062128
BA2473	17.61282028367346	12.277759772398396
BA2474	5.556900559206135	3.823153580497314
BA2477	12.952167723166772	6.51083536484499
BA2479	5.270956797053147	5.792237648719655
BA2480	5.221559208280936	6.858662562901649
BA2481	7.431470700183258	1.9500316304262175
BA2482	6.062584079756848	5.181744149271933
BA2483	6.914749760947312	7.184584369918605
BA2485	5.92992856005121	4.537059321425513
BA2488	6.481372505584559	5.972482184896508
BA2489	9.890896292322566	8.45932371696038
BA2492	4.708722659288666	11.011238607856054
BA2494	8.267202187631659	13.56497751601759
BA2496	4.413315151161343	3.251993926259015
BA2497	5.6879551902635646	3.623411757324423
BA2499	5.54190921730581	6.496710153030407
BA2500	14.28248502325956	9.763715979600224
BA2501	16.016290495131866	8.649289306914952
BA2502	7.52303870478604	5.2998229022741965
BA2505	6.363570620678172	7.444915416346693
BA2507	14.380739159403634	6.560063163100905
BA2510	6.760117532121623	10.150973193326688
BA2511	4.86640459517794	3.9818622753483313
BA2512	13.280997866271184	8.058259924383538
BA2514	9.460769184449832	12.627821982473929
BA2515	5.895622525195992	6.607609594187041
BA2520	6.589913506704133	9.071639637678906
BA2521	11.10073495038827	6.141260525965011
BA2523	7.517763687149729	5.162453513142667
BA2524	7.462607636373677	12.872028314827125
BA2525	5.466561367386181	6.254739812485595
BA2526	10.293552526172045	14.85549398672674
BA2528	11.796546906297598	5.252407883833431
BA2532	6.487964395018982	10.346520288088774
BA2534	8.459329444596433	7.141719967407913
BA2538	5.394325127202471	17.002978754520772
BA2539	13.783379949387552	4.632481041525632
BA2540	6.093821057751978	6.126853077248297
BA2541	6.246426454135313	5.469396938866621
BA2545	9.589714367788345	4.877969494423181
BA2546	5.728219614595158	5.56938494821182
BA2552	8.667823095211054	11.166264509094391
BA2559	7.604231628237052	9.72601543910472
BA2561	12.142850342500884	2.790944167871684
BA2563	13.960567292486948	6.027268916462715
BA2564	5.953373950181264	5.04010040811193
BA2567	8.164090806058189	4.194453644098592
BA2570	6.277968963291617	6.338222333389105
BA2575	4.186598620862128	3.4342313240760283
BA2577	10.481296272317712	5.320930156444583
BA2579	5.799583556593004	6.183683530450364
BA2583	8.349535248523072	8.909156715544874
BA2584	12.988321421755929	6.736742397460128
BA2587	12.222007272590782	7.3667683983492385
BA2588	11.31051983183879	5.443474956485896
BA2589	7.947375643295165	12.066823178460044
BA2592	19.474247117780276	12.981756414846256
BA2593	7.240328390009368	1.4368811392668994
BA2594	6.987211126676434	5.387598573226479
BA2595	6.30470399812333	7.513490392391697
BA2597	5.527468741435484	7.311698497892424
BA2600	9.43693165628052	8.130010990925994
BA2603	8.031131002770422	4.60937930852175
BA2618	10.28489543340043	6.056514465933962
BA2619	5.095602446073737	5.927356078657691
BA2620	5.724776990730876	7.352841243952309
BA2621	8.52635196353477	4.810896405997424
BA2622	6.808239994869905	7.749577219692198
BA2623	14.54918465607203	9.690878446767968
BA2629	6.440224123048128	5.817280579043553
BA2631	7.706720301683648	5.468171902993351
BA2634	5.409271388395974	3.16205195508556
BA2636	7.23942408699101	5.618899244673786
BA2639	11.290559861343022	6.87379493078743
BA2644	12.120313967421524	4.523228072093757
BA2645	6.565985109356736	11.497053146747986
BA2646	9.601665809212935	7.52196821927506
BA2649	11.37103738461929	6.5110349212047325
BA2651	4.392191881902992	5.522235802518263
BA2653	6.189312757173702	6.932954127168356
BA2655	24.78280962468196	21.190639026742865
BA2656	10.496625191157923	5.70152550063354
BA2657	8.718577880236095	5.771640544049528
BA2658	14.996474160764116	7.303343113474377
BA2659	6.834352080947908	4.992308561952519
BA2660	4.155803626710925	3.8659874889590977
BA2662	15.49520119417077	5.360102201734025
BA2663	8.012704999972765	7.115731521785219
BA2667	5.179103667139669	3.956974411640785
BA2670	4.824542357103383	7.118595835174869
BA2674	10.722448805074542	6.620444797362425
BA2675	7.4338882407337	6.034031009097357
BA2676	6.708243469362233	3.107607870682305
BA2677	10.056471670609511	5.575713563735737
BA2681	6.4486065719395	3.5093466744556574
BA2682	8.86880632720628	9.325592794633229
BA2685	12.088413277456349	13.332002918372408
BA2688	5.633587562322815	5.5760283623478974
BA2691	6.076648196548933	7.281596974082845
BA2694	5.467132033760421	6.601392966663166
BA2695	9.713575137631638	10.519060586894415
BA2697	10.360787444122687	2.2000516165580417
BA2701	4.731877278883458	4.662172822324519
BA2704	8.317276075620878	5.677016775445185
BA2705	6.022822272948734	21.23427526720895
BA2707	10.73198616991751	12.951402717215212
BA2709	5.070893089865122	6.713173071854309
BA2712	7.203846810873546	5.212656383925112
BA2714	6.004340183355022	7.494660102644128
BA2715	4.669863887178434	8.77742188674404
BA2718	9.106236307301485	6.751867338425482
BA2720	4.530534686570339	7.477439803137484
BA2721	5.481999785025814	9.111501966856752
BA2722	5.718629066779601	8.724155367047782
BA2723	8.777930020899095	11.63023019170407
BA2724	6.865747442702639	7.840445107908545
BA2726	5.46525282121478	5.735579713442043
BA2727	6.406590161494626	4.365000646706227
BA2728	6.114653167335468	6.036499207879079
BA2731	4.682356977360299	4.956162727983662
BA2733	5.681767858992853	7.353394433761991
BA2735	3.99910963692798	3.8197767958434254
BA2737	8.293808493246203	7.925859033620257
BA2742	7.233564878780263	6.987221703079376
BA2744	3.3238434758887325	1.8895223664126053
BA2746	9.638528377831507	7.330916641316313
BA2747	8.563268577013341	5.3158284215227845
BA2748	8.95066179938992	8.139410104512923
BA2751	6.898398048565869	4.017743583694481
BA2756	4.073384222163363	6.746952638324869
BA2758	5.67761271728232	4.802055360057014
BA2760	6.513254477440419	10.040971439029938
BA2762	9.329141237805674	8.641861122645114
BA2764	4.943143749486105	4.423166990932352
BA2765	7.350530098909075	5.288734857660687
BA2769	9.702788896930844	8.013547410518223
BA2772	4.159127448986021	6.050637343549377
BA2775	13.77659622773193	5.069130121130372
BA2776	16.371407361151164	8.05472617237573
BA2778	3.520166182953617	7.637662465316218
BA2782	8.397264195881215	5.098815842788575
BA2786	16.45774351342842	8.415938454538999
BA2787	7.389194116949242	2.2193393219280133
BA2789	6.449575456643765	8.636023549822143
BA2791	10.11462229560986	7.741178501764106
BA2792	10.24030708858268	4.551570630344417
BA2798	10.398857204628076	16.816381449757476
BA2801	8.674430343301829	5.517200535623427
BA2802	8.138700967825729	7.088526556047891
BA2804	5.820780505318683	4.078754304065843
BA2806	8.730563476229827	9.513322124678869
BA2808	6.251134290030116	7.263683515204514
BA2809	11.545778835437822	7.24147291945887
BA2811	6.428374807884683	7.070350225119517
BA2812	11.802928834815026	3.1678574196547364
BA2813	10.855132806266033	6.867976503649437
BA2814	6.36973865898262	4.355118338847606
BA2816	7.447682610994238	6.065623327282163
BA2817	5.033826240082924	8.966257475878034
BA2820	4.432341785701983	10.129095373627926
BA2821	17.987850850995763	9.91932746976686
BA2822	7.391770931926661	7.731515903978233
BA2824	10.14592250436246	6.310885839083982
BA2828	5.58623574127537	7.488565300362087
BA2829	12.60706256807866	9.36678347562548
BA2830	11.597514503817472	9.641558139974746
BA2832	9.478322894438538	5.910862256778355
BA2836	4.542946151205929	10.880632567658289
BA2837	10.187887408517986	9.303846484342278
BA2839	7.19713648555592	14.447366463317476
BA2840	19.35628427491396	12.9890063658348
BA2841	15.51985513764779	14.920340504832764
BA2842	5.670142492268048	5.618212847317316
BA2843	7.2737096187365635	10.861403037264049
BA2844	8.040064000954159	9.577489786501244
BA2846	9.099985146464729	7.396085179139685
BA2850	17.256494458123818	7.478228744064123
BA2851	16.919319842135923	10.53628057560122
BA2852	9.3557024608083	6.446840796175184
BA2855	6.770871996630884	9.005710318890628
BA2856	5.709638559319097	3.7253524305821775
BA2858	8.75621358698366	6.240550615962576
BA2860	4.831655206211666	4.073930585781352
BA2861	6.545294633285072	3.859774992858181
BA2865	6.063684890259434	4.841331190074856
BA2866	18.217765780052407	6.525918957798433
BA2867	12.768944059804822	11.804541541897262
BA2868	8.926632811025167	8.234759724452115
BA2870	10.691233978534347	8.617979239843704
BA2871	7.871446025382816	9.699320563414837
BA2872	8.38478074500445	5.400992864023292
BA2876	7.570218934013556	7.405359621995483
BA2879	9.744493994658372	10.283059619460772
BA2880	9.872966868748064	5.781449591374675
BA2882	6.41113793113961	5.16195219286407
BA2883	6.339850205079362	10.635094429933371
BA2885	8.479900578500331	8.529560296047924
BA2887	6.56007403071066	7.685740513804617
BA2889	0.0743460508001554	0.0135692782404742
BA2893	9.638332415462768	3.851752199071992
BA2901	4.034005532164386	4.583189739568179
BA2902	15.714779390715256	10.07164782522177
BA2903	4.984318248699775	4.244777417545605
BA2904	9.63024104045493	6.789738908991834
BA2905	6.684914909844287	8.339195521927117
BA2906	8.651578361770243	6.169201797449964
BA2908	4.877579593737762	6.442767618838151
BA2909	4.683284513195718	3.261882774806027
BA2910	5.541838286981467	10.510370108811154
BA2911	8.54856069642697	8.013297504789035
BA2914	10.502107696154695	5.073157530546257
BA2915	5.792362572827192	3.60830817852681
BA2921	6.633073234286286	5.387517108967468
BA2922	6.310571185556978	4.732165252572826
BA2923	2.294485920644868	4.118521207039701
BA2926	9.80998462588298	4.31474321881863
BA2928	8.69165244131062	4.851234415950231
BA2930	6.252578532514452	6.039991130066368
BA2932	6.808563590999973	6.117086266839964
BA2934	14.067268493090149	4.95306341203095
BA2935	6.875732347003628	5.681273121008684
BA2937	7.428246049513387	4.822767525712362
BA2939	5.666911542612318	7.316767425306303
BA2944	20.17810691378028	13.171305358374154
BA2947	8.752448133917666	6.287702747922064
BA2948	7.658120790846421	11.507667665590594
BA2950	19.80803348470678	13.44390054926216
BA2951	6.545344557830107	2.820169602008459
BA2952	8.122364399174007	8.37478687157995
BA2953	4.165527594363746	4.091123903375138
BA2955	4.168310746794686	3.004235051792003
BA2956	4.412213468284358	6.290871235995807
BA2962	9.62254626815916	7.648383536569572
BA2970	6.82563548808512	8.768121816957889
BA2972	17.133302447360474	10.629632088944046
BA2976	12.0314205734361	5.811563870486877
BA2978	8.401967136321247	6.906986151702116
BA2981	9.995182026586264	12.088708199007163
BA2984	11.464907345876346	5.952599271998055
BA2986	7.101684957297008	6.015145644922761
BA2989	8.795973499008968	12.40066861542853
BA2992	8.387360095873753	10.128677544286331
BA2993	6.548091996647044	5.000211614265577
BA2994	7.491587589060391	9.912288804454908
BA2995	8.042978259588315	11.105876464807029
BA2999	9.237287592470466	6.624684574930474
BA3001	10.635474927702829	4.442970542048801
BA3002	7.433066834918997	8.285664492131295
BA3004	20.01524371362463	7.8110529639010675
BA3006	7.887406418836374	3.65168512711718
BA3008	1.151764051617996	0.8681006640438829
BA3009	12.70675816021341	6.8263314902828105
BA3010	9.93501421886932	4.9254516334744025
BA3011	7.312469312344717	11.105390953391971
BA3013	11.241296352717962	5.48735513938059
BA3023	7.669966584671925	11.640284109985148
BA3025	8.224723862040195	5.57733503992295
BA3027	6.313814037982007	8.279975709011342
BA3029	4.863085291612342	7.226612217584591
BA3030	8.996704918882624	5.902817800149135
BA3037	3.560208607567682	8.02305017906364
BA3038	8.525039525459805	8.055542584703412
BA3040	10.184133637125449	5.182240962973314
BA3042	6.628816802916966	10.515634710289325
BA3043	5.7347037555727605	3.244757511419285
BA3049	7.709952901890861	4.1564176231429135
BA3051	8.028488614097542	7.556062024995525
BA3053	8.260392006415247	7.894004164861986
BA3064	13.723563278917382	12.477605240623443
BA3067	5.767707151808671	16.50676562323782
BA3068	12.05725770114568	12.55326317026118
BA3070	5.203023149659262	5.37472511617356
BA3071	8.508481104196106	8.311919851686827
BA3072	8.130820553657012	8.21975335540976
BA3075	9.685638937249172	12.33812847748259
BA3076	3.173670483067415	3.984990310271045
BA3077	7.063930513550272	9.3374500327709
BA2040	10.69440493109387	9.363714077638893
BA2160	9.003634380250459	5.515966560385625
BA2303	7.191323495844114	4.54654965522162
BA2353	9.207538455055904	8.900907518980299
BA2516	8.722662105679474	4.866430768383223
BA2590	11.772384644006344	10.88491560304582
BA2647	8.294039752405034	10.644695164434138
BA2891	4.544684365430045	10.14706198972468
BA2924	9.270804624805091	16.10777913232319
BA2971	8.612476462145901	10.182583973293996
BA3036	7.951047772735664	5.675109181561699
BA3059	8.459143755460484	10.280030831308574
BA3073	9.331302161300306	7.427611770627111
BA3078	8.821603164846612	11.877784209449372
BA3079	10.919607123689367	4.713510544408561
BA3083	9.763607559675624	8.127872976570112
BA3084	11.07619193781452	6.089439383491785
BA3085	8.58611905302023	11.306260223396905
BA3087	12.656354684321892	12.519830914347391
BA3089	8.311153394764238	7.374586917885807
BA3094	8.867397625461617	11.23969127159888
BA3095	11.147013913607896	5.181717467182284
BA3098	8.80564141769492	7.121552337276635
BA3099	12.18830630974656	11.556525533401189
BA3103	7.932405121638664	15.293287920246993
BA3108	8.466121616741022	5.723864054607475
BA3109	6.114691826723875	9.974575811976672
BA3110	10.458380976102182	8.262456350121662
BA3114	7.885945321817231	8.095098851779044
BA3116	8.529886045216243	11.72639377101633
BA3117	13.165547408646669	13.29495042372544
BA3118	9.52900286393184	13.728991946270892
BA3119	9.320060173536255	8.859620524335702
BA3123	6.819402436917767	7.118118707494445
BA3124	6.529968711843278	3.2260637051228933
BA3126	6.418101039293884	8.019485443173085
BA3128	11.407179138617158	11.41342783631617
BA3130	4.088463993581992	9.585302419403888
BA3133	10.193558105999386	10.365932289438458
BA3135	9.345978385551664	12.171174562220935
BA3136	8.021824222051386	10.333657320457108
BA3137	8.260497748162454	7.451576271310173
BA3138	11.566433343215182	10.471239263116624
BA3139	12.880608873792047	17.5470260749779
BA3141	10.923457287374118	6.5465378852369085
BA3142	8.168811611319903	11.74450974655493
BA3145	7.6347702394397565	5.436537403304551
BA3146	9.655032618034785	7.496130499999642
BA3149	7.564425393661298	10.547723040091752
BA3152	9.920754637698122	6.301759291837863
BA3153	14.526215454406378	27.604711739328657
BA3154	10.846861583232888	14.721168223689844
BA3156	9.927326320381322	10.6029300189222
BA3157	13.063054618752696	8.710044108337883
BA3158	10.693974685916867	4.549592689670392
BA3162	4.851054301599011	9.14415263611372
BA3163	6.930830142035739	5.042026538813098
BA3164	9.342014435147782	11.759397793508905
BA3167	5.302001846889388	10.12720975917421
BA3169	7.799940669931466	6.8725908188312905
BA3171	9.091666968041642	9.172088011260572
BA3173	17.095760583401017	14.527553750882252
BA3174	6.793822708728306	10.426519983418606
BA3175	5.00744272661695	6.687414698737055
BA3176	8.478663478887432	4.727362915020489
BA3177	15.535892919889813	14.316351742999876
BA3178	7.811829033638568	4.481458329916356
BA3180	8.895337557218458	12.732633333387836
BA3181	4.422815895727106	4.996390140454944
BA3182	9.852922154156422	11.21467746186656
BA3183	10.844757813732675	11.767213931502704
BA3185	8.111352392123562	14.82598661286637
BA3186	13.488830775472104	10.552787658503464
BA3187	10.898121425348023	9.514352527543767
BA3189	9.78367671917606	9.260743630277409
BA3190	8.457118252608119	13.260363949948133
BA3191	6.82073962029973	5.43215090733389
BA3192	7.644962953547431	11.16770984951238
BA3194	15.578974834950255	10.895861766915308
BA3195	7.656353683530695	7.6441887706225184
BA3197	5.8496987295057785	5.800152007711604
BA3199	17.319011707488368	10.139880583334364
BA3200	9.219105547330877	9.05510333761118
BA3202	14.131055396645657	14.844408407216624
BA3203	13.334514162165004	12.792517740017855
BA3206	8.615426237956427	4.9930575442003216
BA3207	5.550590901362075	11.058929178599826
BA3208	8.862523887706992	4.73984606187309
BA3210	9.405140894830891	12.467459277619287
BA3211	8.211004457284288	6.3397135350260525
BA3212	9.898038724342744	10.804288611301352
BA3213	13.517700773179085	15.172192690106934
BA3214	9.10206025949245	11.009429706125792
BA3216	10.525741125088398	12.064438823458024
BA3217	9.944442255261963	9.204330611096912
BA3219	7.506296933894308	9.498988084807602
BA3221	7.195100213258784	4.347848369895512
BA3222	11.188259066181317	7.258022051538889
BA3225	5.8561021391687165	6.775318452649396
BA3226	10.060113918821658	5.037539499207443
BA3227	7.686237312566234	8.449865074646068
BA3228	9.760905981324214	14.728006400949374
BA3229	9.545261414210527	8.258563798570854
BA3230	8.213683806876675	5.173337137112995
BA3232	9.652088286441485	6.137008247932158
BA3234	6.848903752017485	13.4334092455369
BA3235	5.569652226288433	7.47416051368265
BA3237	9.936101859579024	5.239957561988869
BA3240	8.185381995795078	8.640906615788095
BA3242	7.604050682616766	4.657648023345828
BA3243	9.101669593295048	7.053227590864142
BA3245	10.050032440893732	16.72660301865786
BA3249	6.20004108032068	9.28909365625678
BA3250	13.405323391789926	12.052798291895275
BA3251	8.523607381203018	8.0824784174955
BA3255	10.599715894329504	5.506045249535786
BA3258	8.533098056657375	9.421654415563246
BA3260	8.022998558022062	10.043134124295976
BA3261	9.596048646531807	5.456559478409888
BA3264	14.78860556772643	14.013073014501314
BA3266	11.12503740353567	11.371512264281998
BA3268	10.423782911017836	13.487596429480824
BA3269	7.77691334390067	12.778565326349955
BA3270	10.34277920191874	8.966125771650601
BA3271	11.45723740240038	10.228978044635625
BA3273	7.743927641031251	12.937017621214348
BA3275	13.62861762248925	12.552765046222495
BA3277	12.820539906418915	16.768048282544832
BA3280	8.687904912857055	12.850526793400238
BA3283	10.549686026775223	14.140758983435106
BA3285	10.970053235962071	16.542293303495914
BA3286	11.155541073179949	5.249771306428635
BA3289	4.519220289498952	4.451033730888602
BA3290	10.525863738103386	8.876202943256805
BA3293	11.173433459640664	9.385915745409736
BA3295	9.51056040412335	10.695393590780256
BA3296	9.54379108585924	7.297867451694903
BA3297	10.05807396903628	11.905042783466822
BA3299	8.311965017920354	15.186092461807736
BA3300	8.675450957298624	8.604532826571761
BA3302	12.101544330459376	10.63996668476046
BA3305	7.045951083072468	8.895852472602522
BA3306	7.763128556120951	12.392167917795083
BA3308	7.980714711909244	6.856118014309656
BA3310	7.140067784250679	8.255323995816461
BA3311	6.68639787222256	9.57964179426214
BA3312	11.572936802854784	8.929367712718888
BA3315	7.883702913894531	13.021107097003505
BA3317	9.714590023159383	6.590205838767156
BA3318	7.997437226848493	17.92868446746323
BA3319	7.273711621771631	9.97159404333888
BA3322	8.446303106703873	4.847316259253363
BA3324	9.864911009400569	11.761095442415405
BA3325	5.563677739588434	9.300737346465528
BA3326	9.818553723562983	11.914195529061216
BA3328	10.565716881082592	10.557810467966954
BA3329	15.46194247403662	14.061448568418411
BA3332	15.916142631663464	20.584078982011555
BA3333	12.714477441004007	14.452324390981708
BA3334	6.106620525462873	3.874027586053179
BA3335	12.395555577254008	13.704447687550342
BA3339	9.765631322515109	4.973563586925246
BA3341	5.98431749934663	8.67627291781594
BA3345	11.196543920613005	6.296771329649549
BA3347	10.664916910571025	11.85538377732058
BA3351	16.54129640964584	16.637228340222002
BA3352	5.467258987286584	4.692528710189486
BA3353	15.429080281349709	7.779444083765125
BA3357	14.856527554803948	12.575867965626449
BA3362	10.172115364130166	7.082788365589277
BA3367	8.75199375095606	14.60793183927729
BA3369	13.772225722867178	13.404414989690776
BA3371	10.10715540324971	8.959550514870674
BA3373	12.995315688071493	13.277867245531422
BA3374	4.332560099514102	2.7100052944524693
BA3375	7.051401025462334	6.189797044237009
BA3376	9.464812215081736	6.555132521281164
BA3379	9.907754367966872	8.230129068984011
BA3380	8.464490097122242	11.833818851810252
BA3381	11.453561665458686	10.453178169079605
BA3384	8.365130568092098	6.472072041324632
BA3385	7.021077283886595	5.821495536373235
BA3386	12.924496536729905	8.354719922018896
BA3388	6.203700870772632	5.738108007369189
BA3390	5.792154717228812	9.523890366002677
BA3394	8.404975653003687	8.115488982478709
BA3395	6.651341999856366	4.880342626517226
BA3397	13.219414617481226	10.053832732131792
