	SRSF2	NRAS
BA3399	6.7827367360961	3.928691386373547
BA3400	13.06056647163743	20.57405701514241
BA3403	8.92075600450164	8.646476315345657
BA3405	5.467194039928233	5.47809386344928
BA3406	12.548279632337389	6.043252528284121
BA3407	12.435230824451514	15.4835474476744
BA3408	8.498252487024397	4.912950895430019
BA3410	9.837479102617367	8.840417219687092
BA3411	10.38319506643126	6.705633535854831
BA3412	11.085412982407256	12.142190977600986
BA3413	11.797908054164992	6.008969504223689
BA3415	15.05708089537657	12.115116393939685
BA3416	8.727996581852542	7.867724644372972
BA3417	11.985232449421302	8.509996078078553
BA3418	6.635294965300766	12.343830242329132
BA3421	5.28260925317226	3.168433023436222
BA3422	17.179527426315072	18.173598552618824
BA3423	10.963398377588634	13.745762736552717
BA3427	9.29610382811063	8.073314731993818
BA3430	3.376723357465601	5.917204912877103
BA3431	5.2956503189134905	7.363139704033914
BA3433	11.124922747602398	12.089748631817251
BA3434	10.684241187268606	7.222638519015791
BA3435	7.207195702534164	6.94535406077345
BA3436	8.942673968449142	4.615333195782467
BA3438	13.298804121187224	6.824296625978215
BA3445	13.585759177133028	12.074907605420004
BA3446	10.112802584876396	9.72879525399942
BA3447	5.064946393689568	1.558376402101474
BA3448	7.659809256873132	4.596813366256176
BA3449	8.663162251082694	8.485986858644898
BA3450	10.04252924348618	14.954090632256172
BA3451	6.8123698098142365	7.710340309671539
BA3452	6.957609320826012	7.508107568643977
BA3453	7.816516530672914	11.655016680272896
BA3454	12.90077034756054	12.993324189060337
