	IDH2	ASXL1
BA2348	6.903302730783944	0.0066932497863856
BA2350	4.480185466256987	0.0095414411848476
BA2354	14.225841878601662	0.0200797493591569
BA2355	8.002950431273831	0.0367416690401595
BA2357	17.673916262540256	0.018798063229849
BA2360	17.4600784807315	0.0166619196810025
BA2361	11.89944286084478	0.0225007120478496
BA2363	4.571183010649194	0.0059812019367701
BA2369	32.87027542294451	0.0243520364568499
BA2374	15.877429385851258	0.0301908288236969
BA2375	8.77310739273683	0.0215038450583879
BA2376	5.20024617776626	0.0139561378524636
BA2377	31.770206937400516	0.0400170891483907
BA2379	8.470793691926108	0.0210766163486186
BA2385	10.784662940065894	0.0143833665622329
BA2386	20.97791803946248	0.0233551694673882
BA2387	15.27624477103617	0.0143833665622329
BA2394	15.00490751366626	0.0316149245229279
BA2399	10.790752600599712	0.0148105952720022
BA2400	27.614530658078213	0.0338934776416975
BA2402	10.864629992966348	0.0197949302193107
BA2405	9.282049383630106	0.0148105952720022
BA2406	9.671413763743384	0.0155226431216177
BA2409	6.203761152037908	0.0128168612930788
BA2410	27.71174249435457	0.0234975790373113
BA2412	6.767239230493961	0.0111079464540017
BA2413	7.698242204370736	0.0197949302193107
BA2414	22.662966596330165	0.0249216747365422
BA2415	10.21711213119609	0.0078325263457704
BA2417	19.588615358037487	0.0195101110794645
BA2418	7.546141981021484	0.0113927655938479
BA2420	13.947619664605932	0.0153802335516946
BA2421	15.77745591628722	0.0155226431216177
BA2423	13.476912967830303	0.0162346909712332
BA2425	16.390866126186157	0.0183708345200797
BA2426	13.423908858697663	0.0126744517231557
BA2427	8.758938288971978	0.0160922814013101
BA2429	8.87010143264354	0.0227855311876958
BA2440	17.32018966176779	0.02022215892908
BA2441	23.514302372931557	0.0401594987183138
BA2442	15.889721615518454	0.0185132440900028
BA2446	17.495715026098544	0.0152378239817715
BA2449	32.316534631473736	0.0180860153802335
BA2450	14.956783770777037	0.02022215892908
BA2452	23.835812386628664	0.0199373397892338
BA2454	18.941940917336098	0.0263457704357732
BA2455	4.414253013980923	0.0091142124750783
BA2456	7.1470798010834296	0.0197949302193107
BA2459	7.75914189464332	0.0240672173170037
BA2461	15.602553708708154	0.0249216747365422
BA2463	59.30152951048261	0.0125320421532326
BA2464	12.921751255568308	0.018798063229849
BA2469	7.564752156369155	0.0125320421532326
BA2470	10.927220227297967	0.0213614354884648
BA2472	12.445320771480398	0.0175163771005411
BA2473	24.277320796159877	0.0233551694673882
BA2474	12.100410913263984	0.0143833665622329
BA2477	21.92937227754538	0.0242096268869268
BA2479	8.142282111082318	0.0286243235545428
BA2480	19.87517553276817	0.0182284249501566
BA2481	8.703683411690669	0.01011107946454
BA2482	11.59534668492948	0.0142409569923098
BA2483	10.231940176951838	0.0182284249501566
BA2485	15.48075864707116	0.015949871831387
BA2488	14.41647725169363	0.0178011962403873
BA2489	15.293047791803946	0.0149530048419253
BA2492	4.293422302841841	0.0119624038735403
BA2494	25.336140006663463	0.024636855596696
BA2496	11.725098409407815	0.0082597550555397
BA2497	12.875363713767443	0.0106807177442324
BA2499	11.739729019361048	0.0139561378524636
BA2500	19.076646429496908	0.0283395044146966
BA2501	23.470449413245472	0.0243520364568499
BA2502	7.728832414022878	0.0125320421532326
BA2505	14.177309073409097	0.0132440900028481
BA2507	8.817879045891484	0.0210766163486186
BA2510	25.79787879909673	0.013101680432925
BA2511	6.861620330951765	0.0166619196810025
BA2512	7.455147521563693	0.0250640843064653
BA2514	12.247544392206224	0.0213614354884648
BA2515	14.849474944162685	0.0116775847336941
BA2520	15.633646145682942	0.0142409569923098
BA2521	17.03251891064796	0.0210766163486186
BA2523	10.206126062759903	0.0139561378524636
BA2524	12.235404558299091	0.0118199943036172
BA2525	7.822761263095546	0.0408715465679293
BA2526	17.540319475807944	0.0206493876388493
BA2528	16.02041177704562	0.0217886641982341
BA2532	12.686649637828705	0.0225007120478496
BA2534	16.243457471094164	0.0213614354884648
BA2538	21.633448709880422	0.0270578182853887
BA2539	13.713984007699992	0.0136713187126174
BA2540	9.14257579683856	0.0109655368840786
BA2541	12.267859919298116	0.0136713187126174
BA2545	10.364902084181692	0.018798063229849
BA2546	14.60594343464258	0.0128168612930788
BA2552	37.63685571144757	0.0290515522643121
BA2559	8.948512444625429	0.017373967530618
BA2561	11.431571835782773	0.0098262603246938
BA2563	13.581468181986454	0.0212190259185417
BA2564	10.10100136971088	0.0112503560239248
BA2567	6.332839126840163	0.0205069780689262
BA2570	31.653205863843336	0.0233551694673882
BA2575	8.913899480497046	0.0074052976360011
BA2577	23.13048717284271	0.0210766163486186
BA2579	15.214338158170758	0.0290515522643121
BA2583	15.180282333197596	0.021646254628311
BA2584	20.86757610533201	0.0197949302193107
BA2587	16.017367563765593	0.0229279407576189
BA2588	10.37282851466578	0.0205069780689262
BA2589	9.978756524636283	0.0328966106522358
BA2592	33.10606313009785	0.0300484192537738
BA2593	40.36195905675045	0.0126744517231557
BA2594	11.491049371290368	0.013101680432925
BA2595	21.279604264613333	0.014525776132156
BA2597	10.058659410900924	0.0133864995727712
BA2600	18.47964683670825	0.0166619196810025
BA2603	17.32470909068473	0.0166619196810025
BA2618	13.112904280654991	0.0180860153802335
BA2619	18.505062377373857	0.0133864995727712
BA2620	12.80886795246733	0.0111079464540017
BA2621	5.799505793506831	0.0166619196810025
BA2622	11.222830365626423	0.0219310737681572
BA2623	15.707611150186946	0.0243520364568499
BA2629	18.42936672466343	0.0237823981771575
BA2631	14.50306889275534	0.0165195101110794
BA2634	5.554257209491726	0.0148105952720022
BA2636	14.158773553474251	0.0146681857020791
BA2639	16.808122015325957	0.0195101110794645
BA2644	8.706497488863386	0.0178011962403873
BA2645	41.543902318636704	0.0209342067786955
BA2646	12.239501351201271	0.0247792651666191
BA2649	14.722123298658673	0.0197949302193107
BA2651	6.333591233850369	0.0126744517231557
BA2653	23.511805427016625	0.0269154087154656
BA2655	47.32458384234752	0.0377385360296211
BA2656	9.304390478658425	0.0135289091426943
BA2657	11.218898308221966	0.0175163771005411
BA2658	9.719656585101	0.024494446026773
BA2659	18.745455891607747	0.0142409569923098
BA2660	12.574099507644464	0.0093990316149245
BA2662	35.18739680894384	0.0162346909712332
BA2663	11.346642357383484	0.017373967530618
BA2667	12.626261429682009	0.0155226431216177
BA2670	6.9906082256691215	0.0140985474223867
BA2674	8.958705067930255	0.0220734833380803
BA2675	12.707624723898368	0.0155226431216177
BA2676	13.467880896852131	0.0150954144118484
BA2677	19.408598946186405	0.0170891483907718
BA2681	14.468453460679427	0.0093990316149245
BA2682	14.768483693036686	0.0132440900028481
BA2685	28.15839040462	0.0309028766733124
BA2688	11.098259480003458	0.0229279407576189
BA2691	11.27786621256432	0.0162346909712332
BA2694	17.119174101358606	0.0189404727997721
BA2695	3.701037154950086	0.0152378239817715
BA2697	3.415631362677229	0.0118199943036172
BA2701	4.559792198817854	0.0084021646254628
BA2704	22.985301521489653	0.0213614354884648
BA2705	22.850121546415924	0.0254913130162346
BA2707	25.136037586840903	0.028909142694389
BA2709	8.091138834388381	0.0084021646254628
BA2712	13.438775774627032	0.0123896325833095
BA2714	14.474743641950171	0.0152378239817715
BA2715	10.963939584644432	0.0226431216177727
BA2718	31.07892804698972	0.0220734833380803
BA2720	6.50898456298819	0.0142409569923098
BA2721	21.91778649785906	0.0213614354884648
BA2722	17.76180049112156	0.0149530048419253
BA2723	11.176343488937423	0.023070350327542
BA2724	9.244062118239366	0.0116775847336941
BA2726	3.3076179370426586	0.0129592708630019
BA2727	13.479859697182835	0.0229279407576189
BA2728	11.786038203827788	0.0205069780689262
BA2731	6.356037216648775	0.0068356593563087
BA2733	8.215427757005887	0.0109655368840786
BA2735	13.172025814731176	0.0160922814013101
BA2737	8.988996038944213	0.0093990316149245
BA2742	13.69967361393897	0.0140985474223867
BA2744	4.974473401695481	0.004414696667616
BA2746	7.908043657991831	0.0146681857020791
BA2747	15.438209380668567	0.0121048134434634
BA2748	23.81256987376448	0.0200797493591569
BA2751	6.121517417539702	0.014525776132156
BA2756	16.710983600488653	0.013101680432925
BA2758	5.411624649859944	0.0199373397892338
BA2760	13.608379298856107	0.017373967530618
BA2762	13.505214773133924	0.0162346909712332
BA2764	9.407938770221746	0.0172315579606949
BA2765	7.768165327805131	0.0135289091426943
BA2769	28.294853095423186	0.0160922814013101
BA2772	10.211981268278237	0.0106807177442324
BA2775	22.711409321437827	0.0203645684990031
BA2776	16.631838374116168	0.0253489034463115
BA2778	4.493086661977566	0.0112503560239248
BA2782	6.132341835412579	0.0152378239817715
BA2786	18.847862140450893	0.0178011962403873
BA2787	2.7256438258122637	0.007262888066078
BA2789	28.359708905588665	0.0180860153802335
BA2791	11.386832265946026	0.0149530048419253
BA2792	18.307228618319577	0.0112503560239248
BA2798	22.16304125174299	0.0252064938763884
BA2801	9.688405582497316	0.0138137282825405
BA2802	24.931494712422417	0.0199373397892338
BA2804	7.944880242846037	0.0112503560239248
BA2806	15.13335184293982	0.0140985474223867
BA2808	13.658453337282053	0.0162346909712332
BA2809	15.231884031145498	0.0257761321560808
BA2811	10.944613704512644	0.0175163771005411
BA2812	12.75084403805575	0.013101680432925
BA2813	10.447988005775	0.0122472230133865
BA2814	10.968213452781995	0.0098262603246938
BA2816	11.89864879872654	0.018798063229849
BA2817	10.119662137982946	0.034605525491313
BA2820	15.780751860215451	0.0166619196810025
BA2821	22.65459038240847	0.0294787809740814
BA2822	32.38587408531695	0.0186556536599259
BA2824	9.572384901097005	0.0256337225861577
BA2828	10.983712780266291	0.0109655368840786
BA2829	12.63230296523896	0.026060951295927
BA2830	12.628323399844518	0.0156650526915408
BA2832	22.75166524759684	0.018798063229849
BA2836	13.642366638285267	0.0132440900028481
BA2837	16.614705882352943	0.0169467388208487
BA2839	20.905565838670267	0.0226431216177727
BA2840	24.08514850874271	0.0264881800056963
BA2841	44.00183368501585	0.0226431216177727
BA2842	4.123018546625699	0.0133864995727712
BA2843	18.98639543923296	0.024636855596696
BA2844	16.99812497686299	0.0169467388208487
BA2846	20.087692962647616	0.0190828823696952
BA2850	11.468539838843029	0.0203645684990031
BA2851	18.85562445242414	0.0304756479635431
BA2852	6.058371895013512	0.0311876958131586
BA2855	15.895085699478027	0.0165195101110794
BA2856	7.08691926109651	0.0160922814013101
BA2858	17.132992139587113	0.0128168612930788
BA2860	15.939648194079396	0.0064084306465394
BA2861	11.4421352682042	0.0135289091426943
BA2865	9.966882612075668	0.0158074622614639
BA2866	28.78251520872666	0.0253489034463115
BA2867	23.73958279346981	0.0318997436627741
BA2868	27.169303051617128	0.0176587866704642
BA2870	22.302745591628724	0.0197949302193107
BA2871	12.166275496982935	0.0113927655938479
BA2872	17.216458742087145	0.0142409569923098
BA2876	13.64171880205827	0.023070350327542
BA2879	12.6492225965276	0.0236399886072344
BA2880	16.585166401362308	0.0125320421532326
BA2882	9.51816717876578	0.0153802335516946
BA2883	14.139402633300016	0.0294787809740814
BA2885	11.223129604264614	0.0168043292509256
BA2887	23.151171041103662	0.0178011962403873
BA2889	10.03321363787806	0.0
BA2893	11.59732412788904	0.0150954144118484
BA2901	9.167913597156923	0.0091142124750783
BA2902	12.508538481471886	0.0132440900028481
BA2903	4.733087772553956	0.0078325263457704
BA2904	15.70290785917891	0.0226431216177727
BA2905	19.19175643825812	0.0209342067786955
BA2906	16.15967312034946	0.0172315579606949
BA2908	16.51258468144967	0.02022215892908
BA2909	6.680964720690038	0.013101680432925
BA2910	17.613360233961426	0.015949871831387
BA2911	11.18022742136502	0.0205069780689262
BA2914	5.862477325732056	0.0192252919396183
BA2915	42.03959575019436	0.0123896325833095
BA2921	17.77779711003344	0.01011107946454
BA2922	14.234287195054232	0.0217886641982341
BA2923	6.071099100433125	0.0059812019367701
BA2926	12.098253310134629	0.0178011962403873
BA2928	20.12500277644097	0.0112503560239248
BA2930	7.138335245992671	0.021646254628311
BA2932	11.947701106874469	0.0166619196810025
BA2934	5.062816051530745	0.0269154087154656
BA2935	8.71866138525895	0.0119624038735403
BA2937	15.927708880909192	0.0132440900028481
BA2939	10.68564580017029	0.0126744517231557
BA2944	24.31266612371821	0.0367416690401595
BA2947	15.27863436123348	0.018798063229849
BA2948	9.691270869581311	0.0219310737681572
BA2950	16.470279124865804	0.0281970948447735
BA2951	9.1165395673688	0.0138137282825405
BA2952	16.3689834524118	0.0183708345200797
BA2953	9.710102543219932	0.0122472230133865
BA2955	7.152935623588642	0.0189404727997721
BA2956	4.798199015288936	0.0082597550555397
BA2962	16.653487209861918	0.0129592708630019
BA2970	19.820366737003173	0.0150954144118484
BA2972	23.372226952454987	0.0256337225861577
BA2976	10.678723207344614	0.0219310737681572
BA2978	10.025764138254422	0.0196525206493876
BA2981	14.313432421426722	0.0132440900028481
BA2984	7.881797652981897	0.0222158929080034
BA2986	22.5202865287084	0.023070350327542
BA2989	23.142696726267605	0.0341782967815437
BA2992	13.888216784511162	0.0189404727997721
BA2993	8.341568874245734	0.0113927655938479
BA2994	16.26165673317785	0.0150954144118484
BA2995	16.73358321302089	0.0374537168897749
BA2999	15.911187206159996	0.0242096268869268
BA3001	14.554518194943176	0.0196525206493876
BA3002	17.948719752218064	0.0180860153802335
BA3004	15.406184059526892	0.0348903446311592
BA3006	9.853975863473142	0.0132440900028481
BA3008	12.18539406952208	0.0048419253773853
BA3009	14.704655166031172	0.0234975790373113
BA3010	11.821943138488878	0.0170891483907718
BA3011	9.592520268019102	0.0168043292509256
BA3013	23.742174138377816	0.0142409569923098
BA3023	27.175411838744303	0.0143833665622329
BA3025	24.937997754167743	0.0146681857020791
BA3027	7.281995705771294	0.0172315579606949
BA3029	5.1882167845111615	0.0105383081743093
BA3030	15.254359629314278	0.0185132440900028
BA3037	7.196036476264514	0.0205069780689262
BA3038	15.472579868951987	0.0189404727997721
BA3040	21.34359197423463	0.0189404727997721
BA3042	22.85399745801405	0.0175163771005411
BA3043	10.523986599044903	0.0105383081743093
BA3049	16.243831365145176	0.0082597550555397
BA3051	10.262486580535295	0.0139561378524636
BA3053	20.51799442243858	0.0186556536599259
BA3064	19.52751453004109	0.0217886641982341
BA3067	32.276647046483795	0.0252064938763884
BA3068	36.48277927911253	0.0266305895756194
BA3070	5.560616493293353	0.014525776132156
BA3071	13.04392514715137	0.0236399886072344
BA3072	6.868033909599083	0.0215038450583879
BA3075	7.927133232147485	0.0149530048419253
BA3076	2.270619701625144	0.004414696667616
BA3077	8.611259393625291	0.0168043292509256
BA2040	9.51280864768815	0.017373967530618
BA2160	13.68746591147472	0.0186556536599259
BA2303	8.16821036784758	0.0162346909712332
BA2353	17.035124446254272	0.026060951295927
BA2516	12.785505127160995	0.02022215892908
BA2590	32.67345290539123	0.0199373397892338
BA2647	17.549991979170525	0.0236399886072344
BA2891	8.285510680042943	0.015949871831387
BA2924	13.487261071829613	0.0165195101110794
BA2971	19.94946322141191	0.0200797493591569
BA3036	13.860098841298637	0.018798063229849
BA3059	10.964665161218674	0.0165195101110794
BA3073	18.925838793667246	0.0123896325833095
BA3078	18.91347129160034	0.0233551694673882
BA3079	7.330744456372857	0.0210766163486186
BA3083	13.115324103209565	0.0189404727997721
BA3084	14.232285072619357	0.0156650526915408
BA3085	15.07400325769074	0.0193677015095414
BA3087	26.84527202951665	0.0326117915123896
BA3089	16.013965498093512	0.0203645684990031
BA3094	20.21948876466886	0.0183708345200797
BA3095	16.89151457940004	0.0212190259185417
BA3098	18.69158306494404	0.0169467388208487
BA3099	18.312392798529107	0.0277698661350042
BA3103	16.386992065548686	0.0172315579606949
BA3108	30.551523957600654	0.0242096268869268
BA3109	9.560017399030098	0.018798063229849
BA3110	13.818670640062194	0.0290515522643121
BA3114	7.26667592146991	0.0189404727997721
BA3116	16.20763336171473	0.0108231273141555
BA3117	29.138793050259757	0.0299060096838507
BA3118	16.250175841261616	0.0149530048419253
BA3119	16.715399992596154	0.0250640843064653
BA3123	13.48909228889794	0.0222158929080034
BA3124	9.774806574612226	0.0257761321560808
BA3126	7.822731030738288	0.0112503560239248
BA3128	25.195832253606287	0.0178011962403873
BA3130	10.056939251471515	0.015949871831387
BA3133	16.83968829822678	0.024494446026773
BA3135	21.12493182294944	0.0203645684990031
BA3136	11.047083503004725	0.0215038450583879
BA3137	12.861749898197164	0.0183708345200797
BA3138	15.260554177618184	0.0226431216177727
BA3139	67.8263052357507	0.0333238393620051
BA3141	20.147048334752405	0.0223583024779265
BA3142	13.056194548303903	0.0347479350612361
BA3145	12.692655388146449	0.0222158929080034
BA3146	13.258747023038293	0.0178011962403873
BA3149	10.173359123385035	0.0219310737681572
BA3152	13.933492515949112	0.0212190259185417
BA3153	36.83683596786732	0.0377385360296211
BA3154	11.145707622255951	0.0254913130162346
BA3156	4.916245881612558	0.0294787809740814
BA3157	26.49712669208653	0.018798063229849
BA3158	8.21517602635768	0.0190828823696952
BA3162	14.96316403213268	0.0189404727997721
BA3163	9.657128049457668	0.0150954144118484
BA3164	22.02135144806821	0.026060951295927
BA3167	17.749076987623244	0.0153802335516946
BA3169	10.338203827786623	0.0140985474223867
BA3171	14.11227557102136	0.026060951295927
BA3173	26.0353897506139	0.0249216747365422
BA3174	8.026630387837955	0.0226431216177727
BA3175	9.571369340687818	0.0156650526915408
BA3176	12.307076222559504	0.0225007120478496
BA3177	25.27091400436827	0.0233551694673882
BA3178	13.457176174434531	0.0109655368840786
BA3180	27.87646133343205	0.0212190259185417
BA3181	8.355591135132467	0.0123896325833095
BA3182	18.83348758005405	0.0220734833380803
BA3183	19.22753242266069	0.0240672173170037
BA3185	17.174987968755786	0.0351751637710054
BA3186	17.48140339836375	0.0377385360296211
BA3187	11.766340280605633	0.0182284249501566
BA3189	14.617333012500154	0.0225007120478496
BA3190	18.180704352225472	0.0217886641982341
BA3191	7.620384629622774	0.0132440900028481
BA3192	14.522377497254409	0.0180860153802335
BA3194	32.71438751712139	0.0336086585018513
BA3195	15.782245585458853	0.0243520364568499
BA3197	12.72587581288022	0.0169467388208487
BA3199	41.388143363072096	0.0259185417260039
BA3200	16.43133614679352	0.0227855311876958
BA3202	25.63357087328324	0.0301908288236969
BA3203	18.624319771961645	0.0152378239817715
BA3206	9.37528905835462	0.0233551694673882
BA3207	4.9170158812423646	0.0178011962403873
BA3208	5.698571058379298	0.0215038450583879
BA3210	13.318541689803675	0.0338934776416975
BA3211	17.485433556682583	0.0105383081743093
BA3212	13.883994743271758	0.0350327542010823
BA3213	17.730508150396723	0.0185132440900028
BA3214	20.697493182294945	0.0240672173170037
BA3216	10.53552733868878	0.0189404727997721
BA3217	9.489068226409506	0.0136713187126174
BA3219	4.541356013771147	0.0162346909712332
BA3221	8.744344081244831	0.0210766163486186
BA3222	25.528066116314367	0.0243520364568499
BA3225	10.138940510124756	0.0176587866704642
BA3226	11.99668307851775	0.0182284249501566
BA3227	15.74779427189378	0.0270578182853887
BA3228	22.856176655684298	0.0301908288236969
BA3229	19.296677525635804	0.0250640843064653
BA3230	18.08143609866854	0.0199373397892338
BA3232	17.608625476622368	0.0166619196810025
BA3234	11.131059736669997	0.0189404727997721
BA3235	8.05389750613902	0.0108231273141555
BA3237	14.626650748405089	0.0156650526915408
BA3240	30.067038709757025	0.0284819139846197
BA3242	11.035425535853108	0.0192252919396183
BA3243	9.088226039314405	0.0223583024779265
BA3245	20.039300830464345	0.0242096268869268
BA3249	19.278624489443352	0.0229279407576189
BA3250	17.598178654721803	0.0304756479635431
BA3251	13.437526376189242	0.0136713187126174
BA3255	16.43642937351152	0.0172315579606949
BA3258	17.290893273609004	0.0183708345200797
BA3260	12.523330741988426	0.0195101110794645
BA3261	18.14331309616357	0.0172315579606949
BA3264	28.882805809548493	0.028909142694389
BA3266	20.570833796073494	0.0266305895756194
BA3268	16.99554535470576	0.0347479350612361
BA3269	6.852819013067782	0.0203645684990031
BA3270	9.886797097693702	0.0233551694673882
BA3271	21.118359061686345	0.0232127598974651
BA3273	20.508308962351464	0.0217886641982341
BA3275	18.89881415121115	0.024494446026773
BA3277	23.98452288404349	0.0287667331244659
BA3280	5.421049741482497	0.0183708345200797
BA3283	11.936040054788435	0.0254913130162346
BA3285	60.78647564752773	0.0296211905440045
BA3286	15.531140561951654	0.0180860153802335
BA3289	3.597758486654574	0.0111079464540017
BA3290	15.708107207640763	0.0209342067786955
BA3293	15.035809918681128	0.0283395044146966
BA3295	14.898844383568404	0.0192252919396183
BA3296	13.828347462332951	0.0182284249501566
BA3297	17.443853576672957	0.0266305895756194
BA3299	13.1769851552956	0.0162346909712332
BA3300	15.710381421290986	0.0252064938763884
BA3302	35.064995249201004	0.0330390202221589
BA3305	16.01717814879256	0.0175163771005411
BA3306	19.293012623551625	0.0148105952720022
BA3308	29.31109650908822	0.0243520364568499
BA3310	20.279784424783127	0.0196525206493876
BA3311	7.577692222263356	0.0189404727997721
BA3312	30.54743827046237	0.024494446026773
BA3315	11.69042251261738	0.0296211905440045
BA3317	23.73970865879392	0.0209342067786955
BA3318	18.74159972358988	0.0203645684990031
BA3319	12.225089771591456	0.0193677015095414
BA3322	14.92501573316551	0.0253489034463115
BA3324	15.776641493601844	0.0273426374252349
BA3325	10.435146657782056	0.0162346909712332
BA3326	10.305895309665717	0.0138137282825405
BA3328	13.256368538604873	0.0222158929080034
BA3329	37.902424141462745	0.0365992594702364
BA3332	32.28265834968349	0.031757334092851
BA3333	29.291768161008896	0.03033323839362
BA3334	4.619392514715138	0.0170891483907718
BA3335	9.229232221522972	0.0243520364568499
BA3339	12.794378632510274	0.0328966106522358
BA3341	14.298319944717976	0.0215038450583879
BA3345	8.445938992337023	0.0240672173170037
