	RAD21	NPM1
BA3399	8.31017472359782	303.9438205830995
BA3400	18.701201180693865	627.4895389697099
BA3403	17.029774756486663	1203.178916297702
BA3405	8.585712970021705	397.5806316460965
BA3406	8.951887951330136	640.7451288538574
BA3407	13.284030838985226	659.1401152575726
BA3408	11.493742382432076	538.8760489141894
BA3410	13.55699891601388	488.2537777669656
BA3411	15.326829590272888	1111.4507390107965
BA3412	12.11450595958844	805.3595533498758
BA3413	8.133335175416214	1297.859179249312
BA3415	33.37302607094277	838.7332857598512
BA3416	7.477042731879358	960.8932040199592
BA3417	11.13439037268027	1051.2310408861642
BA3418	14.020175021182078	903.5299480475952
BA3421	4.9927405123982815	244.15872378728167
BA3422	12.324814882269038	1289.0351154467853
BA3423	12.741305690841056	1303.712126372468
BA3427	14.515533344953267	445.62853219589465
BA3430	5.528116711370857	237.80027246630655
BA3431	8.198798717831432	356.7365142693416
BA3433	11.35149793038407	759.0118541764652
BA3434	13.904412976654964	1270.9101515323528
BA3435	16.456359216436212	1168.0645601885635
BA3436	7.797618267259763	1229.0829346351168
BA3438	18.315792162585456	1216.0140622888252
BA3445	12.697141655262	1302.593040486115
BA3446	10.679565414453585	544.7867245657568
BA3447	3.879630029418274	613.0822104910341
BA3448	10.14220315510333	730.5797618082247
BA3449	19.58586180915845	1194.741485157614
BA3450	14.25697414572637	697.0745030463246
BA3451	10.80012308548918	397.0064256637312
BA3452	13.73361910891137	1153.8064651280972
BA3453	8.072918830961996	635.8014680203485
BA3454	18.69279832715517	1523.4491471912725
