	RAD21	NPM1
BA2148	5.204481045400393	255.70209620655535
BA2153	9.114530887927913	1332.816741811144
BA2155	5.233148408171361	622.2423014753186
BA2156	8.392648810880598	1074.5038515599235
BA2162	9.1097160557551	778.2497983533087
BA2163	14.314580633635316	223.2537483038432
BA2168	6.647345389277667	601.0720984230471
BA2169	8.745864067224826	516.0195797315341
BA2171	10.679439120860676	1061.4786451829148
BA2172	13.50883390157314	1287.0055436621851
BA2174	12.234477537030015	696.0172286284242
BA2175	21.02068584637091	260.5439360028544
BA2184	18.03765970365849	2463.2686174497367
BA2195	9.349963706871057	670.5622004357298
BA2198	10.951500923300072	1049.075510739173
BA2200	8.66317838616753	1261.8336568870727
BA2201	5.432057146746553	528.392967233764
BA2209	10.51849185881264	570.0690307443629
BA2211	9.646568993096242	923.4013369229688
BA2212	12.173442452420591	1007.770093849506
BA2217	4.573645652451456	796.1217281067376
BA2218	4.492958654425742	980.2861304378382
BA2220	11.27168233076358	1088.5479229850198
BA2221	9.893553288678971	462.6346118706649
BA2224	9.397529949966035	450.7727293122928
BA2226	10.908716981211048	1561.7267752207028
BA2227	8.563166687493254	1484.8600612508585
BA2228	13.65711061030867	1002.7951329084158
BA2229	10.125749233382871	739.9451921049645
BA2233	6.323547682627363	705.738534250204
BA2234	11.823723239347228	490.6901268806392
BA2235	8.606492986201966	814.7086737810646
BA2236	7.780395565488438	605.2559180330528
BA2239	6.552249451867215	412.5526305973175
BA2240	11.228756861285458	745.4724319780298
BA2242	9.596092148295025	509.9414329889662
BA2244	5.341309648977824	629.1368278218373
BA2245	9.699043191258031	758.2510606724079
BA2248	5.445572536474128	679.4893308357255
BA2249	6.731132320283495	658.7512101504512
BA2251	11.377710091638932	755.9943601096353
BA2256	9.18485529321266	1283.454827897522
BA2260	8.648831228976123	602.2486722673628
BA2261	13.913285434019771	260.3798915540851
BA2269	5.517119433614601	156.37701984571055
BA2271	11.19055154461345	614.6193313222725
BA2272	9.716425007365958	591.9207587970398
BA2273	9.913637199534788	644.2525895111285
BA2275	13.934400427780313	364.4297515366776
BA2276	9.978364843676667	697.587447898928
BA2277	12.040184337419634	943.3400328148904
BA2280	8.867506451898345	1004.94611384118
BA2281	16.67272759945315	863.6605245517009
BA2282	8.901841543428535	324.393978170259
BA2286	13.39494709097916	1328.999781594469
BA2288	10.082944575583005	455.5463179206064
BA2292	18.590565422674203	1298.6812646977733
BA2294	8.922417194971139	848.8785684166138
BA2296	9.253808222732571	1325.403998605232
BA2300	15.91951318108498	939.0940160128016
BA2301	7.975873603129876	488.0176138114469
BA2302	9.987074162137658	946.291846283592
BA2304	5.843656849489537	211.8367791671397
BA2306	11.005838226949349	903.1965430837348
BA2308	6.875562225380477	864.6272963665753
BA2309	11.791282340863557	701.0796877449628
BA2311	8.572661186048336	410.7591668153338
BA2312	7.674918446231897	595.3337787941205
BA2316	7.282340044737987	413.38349335322766
BA2322	5.18753456585531	859.3419127783453
BA2325	5.008815555223583	220.1254937100288
BA2329	5.409638321457206	512.6317147537262
BA2334	6.602282118293289	464.9170461733081
BA2339	8.06670173891155	243.77804321618365
BA2344	10.584311463633012	1340.8550906328896
BA2347	8.719695984514088	364.3800229217686
BA2348	4.327835996869017	163.93391881152792
BA2350	4.588882690076493	205.14012688063923
BA2354	12.00451486898158	1408.9573387502232
BA2355	20.65281023706665	862.0305989393275
BA2357	11.108352146056484	794.657434437795
BA2360	8.805045872014531	1030.7379387707658
BA2361	12.820670415669928	513.4423628342984
BA2363	3.870061482063049	344.86871827308266
BA2369	12.850566536925276	937.0679262827268
BA2374	9.087586819222311	771.0671237505202
BA2375	7.831872915187479	710.0841410013136
BA2376	8.201038447211358	218.30598398719843
BA2377	15.515745904212263	1622.4409367110504
BA2379	8.82297591175788	327.67647896765544
BA2385	9.25356836754013	629.0617584888932
BA2386	10.908254139241263	1106.665981716646
BA2387	10.729442600106111	736.6278426507079
BA2394	11.860730450178448	657.7855652324344
BA2399	9.462752231839673	864.3984968401477
BA2400	17.491428972560485	2254.040086605362
BA2402	8.029770309000423	1134.154095914627
BA2405	6.783514065467473	820.4803562064473
BA2406	4.789139318834035	456.6730382696226
BA2409	5.9648479891895	385.228020780962
BA2410	12.216570162803489	1751.5486011774435
BA2412	7.434423162851566	147.4767876546814
BA2413	7.014678596936963	925.7269136162876
BA2414	7.232459983658254	1176.179727209329
BA2415	11.629542912695369	353.0132654329998
BA2417	6.087635035150938	669.4242768019808
BA2418	5.170131502585171	446.6115652216221
BA2420	9.57814254684074	676.1388948355741
BA2421	32.82849295268981	652.40884920828
BA2423	7.4386621718513055	454.8711856068592
BA2425	7.4966187289404544	501.2239867659224
BA2426	5.078771875409028	663.0178800607644
BA2427	6.27947651756106	540.9455429593949
BA2429	8.178058606915211	601.2368535007055
BA2440	16.32951560083481	864.9314706693265
BA2441	8.542129804765835	426.286356952486
BA2442	14.204882194839056	879.8042389053774
BA2446	10.364804794975528	510.3299158814339
BA2449	14.089617863871435	1681.7064353946707
BA2450	6.47225667494796	610.9593803553956
BA2452	8.272702521925646	1163.743883834206
BA2454	6.942160543769251	746.6038066894803
BA2455	7.8038560766564276	391.66645988420186
BA2456	7.882438568555351	398.93355741524624
BA2459	9.797272940458363	1217.259273315061
BA2461	8.219969197680816	437.2737507906388
BA2463	12.690477923250375	360.23872832838674
BA2464	8.325017469373892	1016.4529736129356
BA2469	6.430379507824933	388.68277623704574
BA2470	5.793494776867308	458.3478089167842
BA2472	6.274127828022683	448.142230926007
BA2473	10.464200233436472	896.6319358622964
BA2474	8.453590141912928	576.5140768852344
BA2477	14.454241798469251	1492.919436200176
BA2479	8.334742963888607	400.1256540002271
BA2480	7.023019041158557	479.7529076587901
BA2481	5.147954855206522	352.03703244187113
BA2482	9.673974306294848	806.8147480497577
BA2483	13.30799648435604	686.6408121009639
BA2485	7.764965016349434	623.2291195662164
BA2488	9.955539364023684	455.1400430864378
BA2489	9.378517373509853	833.1166755866947
BA2492	7.464666356901334	305.4961462776453
BA2494	11.2361552416597	745.3470444974241
BA2496	6.263368166361607	350.98358687836867
BA2497	11.770026231771718	459.7626223800796
BA2499	14.879974384025108	1217.775132313747
BA2500	7.521231245992113	514.9298856073997
BA2501	12.62601078055385	830.2044278477865
BA2502	9.310906556965936	476.4838112305855
BA2505	7.223980123328793	918.0959413873074
BA2507	3.825761168013304	550.1468014942398
BA2510	10.624600112642494	820.2867797077474
BA2511	5.903836931663234	310.93955302551126
BA2512	8.148040889126415	297.93169204820055
BA2514	9.82159563378448	723.5138127983478
BA2515	10.264101693684571	612.5478235131935
BA2520	5.918793888432724	564.1537758748386
BA2521	9.910091896864747	806.8959630116178
BA2523	8.833513249971563	876.4798096520109
BA2524	7.699731455993478	932.2471493753278
BA2525	8.770496731111479	452.6349581299297
BA2526	17.08355327657949	991.6935678489758
BA2528	10.95619152241139	1096.7780299712938
BA2532	17.277575819534	503.9772779859117
BA2534	8.677937913221355	849.6433997199651
BA2538	10.913820694522553	629.4073879455286
BA2539	13.978502747180436	540.738273406964
BA2540	4.592253604891722	590.9540621266428
BA2541	7.417264627916515	728.8260535093553
BA2545	9.368149045066335	648.3802061877964
BA2546	6.906706856278332	415.89057639598445
BA2552	12.480830817711963	1513.8748690377722
BA2559	9.529928027515686	918.4328148905
BA2561	6.750879843314633	739.2354252150267
BA2563	5.624974228062305	885.8825870243328
BA2564	6.846327704749135	629.3532304016176
BA2567	9.314424545325542	277.4422268714489
BA2570	17.334215847491553	1043.7081028992793
BA2575	5.477289467005744	262.3730990879947
BA2577	7.43704400808223	1035.3017753558552
BA2579	10.763658341093915	450.1977121479968
BA2583	9.890591627699177	1189.1920127907792
BA2584	6.499434090328587	417.45356017234576
BA2587	7.206419255062711	700.5979416359871
BA2588	7.474967556882667	1028.234218578526
BA2589	9.229416269372235	619.5497034766485
BA2592	19.169117856989924	1867.4451383144929
BA2593	0.5499673904738163	30.216245262924573
BA2594	9.139083579125286	471.76923698622
BA2595	6.547667946907218	728.5423506706239
BA2597	4.217510422821092	291.1802821431854
BA2600	9.353896237028234	1026.358264270693
BA2603	9.768311999403744	997.7895295090742
BA2618	15.46445402601978	1059.6245403482594
BA2619	10.24348484377864	338.8937511150036
BA2620	10.216901742287613	1013.7357555263628
BA2621	7.688498948557723	568.0501856987626
BA2622	11.856726789983709	924.7093827881304
BA2623	13.446594472046977	1685.5629243095086
BA2629	8.594657614716793	581.1126569789759
BA2631	8.41576670737534	1104.972238981063
BA2634	5.922645896258479	300.3963011617661
BA2636	7.065038505416176	796.1060126394092
BA2639	10.010161068121263	844.8043216183632
BA2644	5.2597819078544354	469.5073738897269
BA2645	9.463742795285215	504.72606810576457
BA2646	10.03274456794311	960.7262432626762
BA2649	8.712169545197561	1080.6947366429338
BA2651	5.018140227249536	611.5752231358493
BA2653	9.771089494494756	479.9423668888565
BA2655	30.556439747727115	3006.760720792315
BA2656	5.318476119902994	515.111804440552
BA2657	13.558121784268703	670.4658708920568
BA2658	4.654695657476833	822.1004835736335
BA2659	16.718520678385307	665.0327259605249
BA2660	7.836327552343412	633.3081399309104
BA2662	5.873299561545402	563.9060399401005
BA2663	8.080320855742233	384.0622309800679
BA2667	7.957563016351409	699.1675473166935
BA2670	10.815173782482145	556.247398865805
BA2674	5.586960032133701	788.029841818172
BA2675	8.80433163554737	888.7174232472146
BA2676	14.295097086991808	594.9186609686609
BA2677	7.976881058970531	723.0592208761088
BA2681	8.780910687229923	852.3623939733047
BA2682	7.710059959218154	1025.8745054790595
BA2685	15.721198305823696	1397.4403485298174
BA2688	9.136700966465709	543.2713361661179
BA2691	9.81666764700157	699.9592746665802
BA2694	6.213926440467708	604.8506779221202
BA2695	3.385600384087774	228.327273120442
BA2697	3.914813236169825	162.9009241689507
BA2701	6.208919627119961	404.0787105964525
BA2704	7.709101855865436	772.0218738005265
BA2705	7.11128981908457	822.3340004432984
BA2707	7.130671220290234	1183.7208571876502
BA2709	6.946880022044021	642.9937530071306
BA2712	8.715074617421482	275.18527411516027
BA2714	11.947381290035214	1089.2757767181863
BA2715	7.9908424818815	186.5656405931548
BA2718	8.743801897061989	751.0675140693169
BA2720	12.623245416287624	334.11912913497355
BA2721	7.824177092542211	903.5602547884332
BA2722	21.156102406265585	346.3585867432167
BA2723	10.375714600574018	563.9445790557744
BA2724	5.450778898354078	491.9553020105202
BA2726	9.224656526294682	143.37951907534452
BA2727	7.2063798654766975	1173.7689255961552
BA2728	11.6589570980474	465.0237751179877
BA2731	3.825267336455325	365.5634246419825
BA2733	5.937480129183587	514.8910059088427
BA2735	8.716166676984766	800.4159438741033
BA2737	8.059068369130218	264.6952388675349
BA2742	9.60144734897058	575.0250498710651
BA2744	3.4684355266186118	387.18518572579296
BA2746	7.599745388967682	423.7452704930883
BA2747	7.651377512409418	772.1544821788654
BA2748	12.55875252888568	1670.3396787168135
BA2751	6.631137259735903	717.8080804640579
BA2756	8.313613699099756	1070.2849670499577
BA2758	8.358962769112686	372.488942949664
BA2760	13.39521223098779	688.8624991215123
BA2762	6.784312013608401	748.467100774691
BA2764	15.078263588638512	507.4000873081517
BA2765	7.699253392049299	346.5598906891127
BA2769	9.361756841663468	937.997915686815
BA2772	5.990000228879067	919.4501013639534
BA2775	11.231430347123924	895.8461730377292
BA2776	6.300427536036851	789.1117452440033
BA2778	4.436186959369814	252.16897073690248
BA2782	8.015532388218636	411.25405969390783
BA2786	8.750798721553965	1017.1961446558222
BA2787	8.772402732286627	108.40598669023716
BA2789	12.690204036147708	1618.122396838526
BA2791	10.013093916294787	811.8649440200674
BA2792	9.349854225229196	604.6067765181617
BA2798	11.320668917283385	1647.6899241527326
BA2801	12.300105653747424	552.9479270395778
BA2802	11.674453813334097	234.14630062115836
BA2804	9.948183462781904	665.881343626505
BA2806	9.239625565942395	840.0548949328835
BA2808	6.253328628485094	469.8686963784686
BA2809	9.480771579524577	930.8864275017974
BA2811	7.8572391190129185	663.6167872221953
BA2812	9.580850470658854	749.312202327857
BA2813	6.871862217728357	957.5760624293832
BA2814	10.50067506991098	293.71596549841337
BA2816	7.879227320258685	752.8378244322266
BA2817	8.567011899482022	351.95401752650326
BA2820	7.037460506740012	865.4545735415754
BA2821	17.60763100096741	2371.325536958649
BA2822	10.567069438748083	215.4960941089973
BA2824	4.683691483393542	576.7209758510517
BA2828	9.433810687478156	479.1570122231413
BA2829	7.568162408320408	784.2386521026938
BA2830	5.473336416357746	1141.5309943938978
BA2832	9.992879451805464	407.43550035950415
BA2836	6.428689543614687	607.1262448844991
BA2837	7.69629748433335	1417.0200884434282
BA2839	10.702870709793087	1032.6478402720338
BA2840	14.098907636349963	734.1717773020431
BA2841	10.86633082856018	1036.7043470269275
BA2842	8.122653245216734	228.7911197067744
BA2843	9.97163363501163	615.9127578023213
BA2844	9.285825149104296	1037.040134178844
BA2846	7.114886095215292	987.7766660179371
BA2850	5.097039701059529	693.2482176162441
BA2851	7.930079634666398	920.4008279407708
BA2852	10.733105482199862	502.9553566119032
BA2855	10.412020171563372	366.4419649469934
BA2856	8.123417456297645	277.78051406391074
BA2858	11.732022768469532	740.5258261837957
BA2860	9.580156560415908	556.5620209539564
BA2861	5.739678316914184	720.9004749239097
BA2865	6.786711420764503	936.7973710245058
BA2866	13.570153734926146	1145.7009011931214
BA2867	6.5776794410019725	600.1219905718008
BA2868	9.41411842427432	1262.2588502894955
BA2870	15.218174085191572	1655.2631343356202
BA2871	8.517910766576021	758.5105856403769
BA2872	12.738415912342797	632.8420968552848
BA2876	7.948332469106371	487.8495185887976
BA2879	8.7832317062327	328.9332649464527
BA2880	14.20169997994761	580.266846418744
BA2882	7.158452857080666	348.9782486471291
BA2883	13.323673284159556	980.8921592954798
BA2885	9.1437329828171	584.675805911005
BA2887	10.013956036977431	833.5378119982483
BA2889	0.0526682049279554	11.11113165420566
BA2893	7.428524101497821	979.5526408688648
BA2901	6.693510757997804	502.84667742476097
BA2902	9.897790129229035	677.532784346162
BA2903	8.231738411041828	92.12239819004525
BA2904	10.079079666847052	904.2007906388362
BA2905	11.079928175686486	901.6889989025664
BA2906	9.756131041333148	540.124421955162
BA2908	12.743765720614595	1627.852852246495
BA2909	6.922166908194905	293.81904452986055
BA2910	9.025651262817592	884.2278867102398
BA2911	11.157070639231096	1306.9618098466296
BA2914	6.029033683775086	485.5022989344621
BA2915	2.432698412466443	193.79876254885744
BA2921	4.687694470296719	517.9687209761212
BA2922	10.563641838224775	1084.8573244241177
BA2923	4.43442129730587	191.5378982251848
BA2926	10.404461026625832	1145.5128991712484
BA2928	10.11643727364132	625.8136562924038
BA2930	12.815465943706217	490.4689009985025
BA2932	10.837366964790483	1051.9673283705542
BA2934	8.544368841382356	267.73616773977307
BA2935	6.18957415651764	465.6807513907135
BA2937	7.9631102781870515	438.1839204333512
BA2939	4.814820204236246	839.9306411067321
BA2944	10.064472511470012	2702.777395838402
BA2947	6.492174850950838	810.1165826021614
BA2948	16.64618729092987	449.2274923368851
BA2950	7.245089154829005	1530.0694180898165
BA2951	5.174473590117093	1227.5886415608425
BA2952	16.129897557537284	869.2233339820627
BA2953	5.61233345548178	774.7044424441958
BA2955	4.626903249324755	256.63889402466253
BA2956	5.528563793050033	183.01066727214732
BA2962	10.754058816270438	1451.2623334252364
BA2970	7.655852368698684	946.398906620823
BA2972	4.875855602823917	1026.7777766965623
BA2976	6.668422614850322	683.1204076723053
BA2978	6.517289850731646	464.58234050719807
BA2981	6.277416724940326	621.2470369289155
BA2984	4.623263901162467	520.8918719624603
BA2986	10.61649522660097	832.4564972942583
BA2989	10.501458838357118	920.0848729842088
BA2992	11.530571617754989	1041.5548462781858
BA2993	6.377924762484255	491.05819399168536
BA2994	7.09209433756163	785.3881374441148
BA2995	7.927022872959648	449.5155035490899
BA2999	5.533919986013618	552.3388942949664
BA3001	8.967662310686702	1129.111035426026
BA3002	16.7972457877744	659.5671624039745
BA3004	7.085755351782302	608.8655211188418
BA3006	7.136737262954476	686.8338060948117
BA3008	0.2984697073842119	11.51543597312098
BA3009	6.894381047571565	968.8853581796652
BA3010	5.412972758144391	788.2352370835292
BA3011	19.55809814346926	1174.4513158392665
BA3013	9.247982876855191	1322.5793152662222
BA3023	4.0703173877139145	1016.7990890759392
BA3025	4.821452582837324	798.135854727885
BA3027	8.311939681222812	340.03372040848325
BA3029	5.9919030611137964	410.3348435210863
BA3030	11.048257548925138	1042.6969417819512
BA3037	7.5162662118315	797.9145545121826
BA3038	13.281945296374737	713.6829370678516
BA3040	14.055834341442273	660.2632048849315
BA3042	10.083466709865757	931.8311100839564
BA3043	7.858543977921846	279.9617955205242
BA3049	12.85756735103648	207.29493991144847
BA3051	10.971059465533544	339.437373835666
BA3053	13.537613702438962	1161.117478118901
BA3064	6.173738741923538	813.2238767522448
BA3067	7.462077652141978	416.5995321039913
BA3068	10.92123400166833	474.1563883617963
BA3070	7.295000725895216	339.9132421868665
BA3071	10.52390611206101	652.5728820339826
BA3072	8.537634657826874	804.6387356265915
BA3075	5.0177523164792746	496.471499159355
BA3076	6.436084135633871	81.37013601691021
BA3077	16.521622849251806	292.37187434113434
BA2040	10.369023486536902	349.69960914059584
BA2160	9.025528918383657	744.3734083156284
BA2303	8.486958621868874	466.2822802294339
BA2353	9.912825000169375	1485.7038680484602
BA2516	12.22145040127422	1353.2147402109454
BA2590	11.020519906011817	1523.4713137308963
BA2647	14.01612973269423	870.3129289046745
BA2891	6.276369361840032	336.83052028089986
BA2924	17.079325553908557	976.1428747898389
BA2971	8.74346075786503	505.3896184390491
BA3036	6.274789637985522	1025.9031484995432
BA3059	15.366874484849632	510.4763178665455
BA3073	12.639113852233436	1094.6638568578796
BA3078	16.694293404719758	1754.591333246836
BA3079	8.381004427762392	431.9970312525341
BA3083	14.810650623264374	725.7093890051196
BA3084	8.931039707541247	553.1452326505457
BA3085	10.595121842708444	822.0770439027555
BA3087	18.36457240150483	553.7281107921524
BA3089	10.809715902166948	1441.7981759894474
BA3094	8.270966085411256	666.3864393951682
BA3095	12.881896387377646	575.4273650237596
BA3098	9.590542634787692	810.2804664904285
BA3099	15.955877745803877	1440.7947842164162
BA3103	12.263914273744836	880.7006576493295
BA3108	20.79246823882168	1116.0425466409336
BA3109	8.027688129345798	464.4950264086886
BA3110	8.592635501023473	814.3713610340745
BA3114	10.589312921282527	702.329696394687
BA3116	6.607313984515323	597.8538407477687
BA3117	16.365237048266398	2015.388904025906
BA3118	12.705569947122092	763.2028541386226
BA3119	12.810425741677957	1298.7989387869843
BA3123	6.382645609230425	1255.4020386318296
BA3124	9.284977057831163	477.8458167772209
BA3126	11.412819087950716	423.99651389091616
BA3128	8.810140240962603	1186.3903966439073
BA3130	8.426457892847933	233.4386967028333
BA3133	16.356477365148123	549.0701281780979
BA3135	9.496110992875614	1038.442520151154
BA3136	11.243952690380354	540.940548824989
BA3137	9.02747316791148	660.0267584618628
BA3138	11.423077315635409	966.202120533904
BA3139	21.45425266023014	855.8008563226781
BA3141	12.966304139588166	1774.3111473318304
BA3142	14.091857300176931	824.7571762975938
BA3145	10.354261631048317	528.4546986922699
BA3146	7.933065611315002	725.3649442903712
BA3149	6.029497936530812	298.5571157495256
BA3152	14.817160210145763	363.9831249290453
BA3153	11.934807261655983	811.3751225828076
BA3154	10.37847228212452	370.1775347745936
BA3156	20.914478818740264	1109.895578098899
BA3157	10.776595378268189	2480.748065705467
BA3158	10.1711382617597	657.7132002897657
BA3162	11.237044105692334	714.675197727285
BA3163	8.312243991569263	195.51433178178908
BA3164	14.73226368307242	1008.312960530228
BA3167	7.282263747764319	840.9874422225464
BA3169	16.814891128842294	408.3182771371576
BA3171	19.46649574711684	429.371459965293
BA3173	13.476480334718383	1274.2222589835494
BA3174	9.1782654338674	431.0928118090357
BA3175	5.595467776707004	460.6366413121633
BA3176	10.516834615247337	1131.5578698973384
BA3177	19.33996055650852	1589.9558293733817
BA3178	11.331439290758995	594.9105526633041
BA3180	14.02641990095722	1006.5422133562552
BA3181	9.503419985420877	531.9213118387692
BA3182	14.978060789083155	860.6013371932727
BA3183	14.519903017517604	1452.5018110359665
BA3185	12.291302372484742	764.0343915730065
BA3186	14.913191470830974	751.7447561048131
BA3187	11.349434096297829	687.0293790579368
BA3189	11.932120982129211	1465.4198616584763
BA3190	19.097652187768876	1969.3769782189136
BA3191	8.862948952022187	527.9830311336004
BA3192	19.90767000833373	1367.003965898463
BA3194	15.667454413013024	1394.377379349865
BA3195	8.708910526307639	1044.9377506392686
BA3197	8.465826631517633	548.1555041978191
BA3199	19.909073905218158	2515.3221311298166
BA3200	10.909278309870528	786.0146374954724
BA3202	16.823737521829127	942.3249593192666
BA3203	19.44197628482391	211.4520743119415
BA3206	8.41819053439068	768.6578817907091
BA3207	18.366640693630632	610.2534317780048
BA3208	6.102771587580501	725.6962238548577
BA3210	14.175531101627	579.371670802316
BA3211	8.689275557787132	867.8536336949998
BA3212	18.35884200611968	418.7314906718132
BA3213	13.56965681003816	1182.0286665369206
BA3214	10.371187620116046	1508.198917703282
BA3216	9.438854222222687	769.5851381523106
BA3217	11.88035751769358	1054.5839942263094
BA3219	11.093733857751708	405.67563156500535
BA3221	8.869172543186263	323.3627515853322
BA3222	23.17656100981065	1299.7477518826663
BA3225	11.151218427400725	244.59199900528176
BA3226	9.794689013130396	1198.9367643004266
BA3227	9.959340799942916	884.6789230552989
BA3228	16.46223049863661	1699.651916184174
BA3229	14.888690691276398	1457.6311814441797
BA3230	10.88702275122798	851.0669537293826
BA3232	10.619888613709852	989.3361274644952
BA3234	13.592360891893474	353.9220257113047
BA3235	7.74587284666574	256.3899841601929
BA3237	9.877675574769016	908.5652540586128
BA3240	18.87188791833453	1129.904696529839
BA3242	5.801530323141875	808.0003589635468
BA3243	7.550988075131212	982.3038385853376
BA3245	10.676015899769338	188.99372408461596
BA3249	6.683662417446377	732.8218429858848
BA3250	11.761587752013284	922.1440338528572
BA3251	7.336191837077552	645.5604391356763
BA3255	10.457541463274575	729.130756526487
BA3258	13.18937285519026	436.15525822129234
BA3260	20.570341633841405	597.834737832271
BA3261	10.313149155349263	851.1264468014942
BA3264	17.167519551517515	1008.8646188445048
BA3266	15.986410426489345	1099.2911862015278
BA3268	33.269145031387254	1565.3190037139752
BA3269	9.949139208808512	341.6989571676479
BA3270	17.86849096029282	1213.7520626888752
BA3271	13.764132629312732	1093.2358249944589
BA3273	7.8145711334608	347.9530317282689
BA3275	14.962094263120866	1011.5882582699472
BA3277	10.81707913018485	877.9821772436572
BA3280	8.696961129621478	674.5001746163038
BA3283	12.250071841697912	745.2731361196257
BA3285	25.58677903338585	967.122531449856
BA3286	9.58094773570941	731.4820710142343
BA3289	5.473680908679123	238.12410407780428
BA3290	18.14242124639833	1029.9254361353037
BA3293	16.07744382884652	1413.0951307459843
BA3295	14.657653131414444	932.6427912659412
BA3296	16.831911144316937	427.8514069316726
BA3297	16.19473077928634	893.9208885428998
BA3299	8.700308143455324	589.9627729393385
BA3300	8.41754525873113	894.1925952956312
BA3302	17.931316082994414	2408.314099861064
BA3305	13.210384284552964	827.2210853241214
BA3306	11.499892572410136	1343.657339561135
BA3308	13.816117444757213	881.6234802164594
BA3310	7.100560037626962	815.2354946831226
BA3311	14.976188771036478	513.4871384009905
BA3312	19.56142930717515	1227.0888629397168
BA3315	36.35478052805157	839.5602734394004
BA3317	11.16052886825041	2034.9302745746768
BA3318	27.032917147356	956.6193970061142
BA3319	15.667229116628087	613.6266187147592
BA3322	12.591249945719875	564.6196105461761
BA3324	18.160367263148338	1384.1419514317995
BA3325	6.980786815663781	599.6057690956172
BA3326	13.32551613432835	640.3833479297427
BA3328	16.533021042745304	721.98301437476
BA3329	15.802833118921944	2373.4512366402305
BA3332	15.290522516662271	2481.439829005769
BA3333	11.232635186040444	1599.7125945387806
BA3334	9.617271313844697	704.5871421852446
BA3335	9.93084257211786	650.3192805051439
BA3339	11.679638650782366	627.5260683760683
BA3341	10.240655098975587	422.5509220065197
BA3345	9.919192049605591	299.2258375365586
BA3347	6.208006682575883	368.3798085707952
BA3351	13.581704757796958	1142.5853141201335
BA3352	6.888519922529282	1011.6294566351494
BA3353	14.586040996840996	1104.532697848922
BA3357	11.209355070417873	1505.841683020051
BA3362	8.905632409862548	501.1598058136958
BA3367	10.039284949472163	538.5840307173326
BA3369	16.31057767629538	1467.3830489736558
BA3371	18.356492926805508	1016.7981003043622
BA3373	19.10898852239754	1411.153177151754
BA3374	7.641555016365422	415.1038426398958
BA3375	7.289816251366465	543.9294977213383
BA3376	8.25316147398542	834.0129202549506
BA3379	13.718532115610602	1383.461035426026
BA3380	14.386382464764022	995.8626148115712
BA3381	21.6398934611554	1166.9602177568024
BA3384	8.60671952794259	616.6284097482389
BA3385	8.637224402417177	697.8763984171005
BA3386	13.73361633394758	1313.0847716202557
BA3388	6.49690010795364	572.69012552912
BA3390	7.508740181700269	442.02657546613904
BA3394	13.257064235542837	1974.1185533877187
BA3395	9.230759413084684	649.751488833747
BA3397	13.972882617679948	344.5770725549662
