	SMC1A	JAK2
BA2135	0.1666776882535282	0.0175102668730099
BA2139	0.2703667211430057	0.042155141319105
BA2143	0.3534699019272844	0.0205029846536029
BA2148	0.0623963321637688	0.0027034754896531
BA2153	0.1839683970834274	0.0259695891851581
BA2155	0.1287229446308692	0.0057955268487447
BA2156	0.2915874160324228	0.017247566941486
BA2162	0.2856224090238819	0.0380232382896124
BA2163	0.2476288848697591	0.0193560022528428
BA2168	0.1133917410225406	0.004288700549101
BA2169	0.099865340034379	0.0092574088697195
BA2171	0.6436778720960448	0.0213276135705903
BA2172	0.1984505562456519	0.0071224311989466
BA2174	0.5673116238211867	0.0641771286464902
BA2175	0.4777821913841399	0.0384327489777453
BA2184	0.6443998756645007	0.046100553565739
BA2195	0.1729249365321939	0.015375289202237
BA2198	0.3557294189419911	0.0238036899326913
BA2200	0.4409612405890968	0.0329452096274958
BA2201	0.2371180788800523	0.0191307927364296
BA2209	0.1240002416844831	0.0151666352822403
BA2211	0.4491274919108555	0.0130603895820224
BA2212	0.1901517308897795	0.0137403973535398
BA2217	0.3171809747929061	0.0226048511315429
BA2218	0.0622631388267454	0.0051155190772273
BA2220	0.3710972985476872	0.0148708241578835
BA2221	0.2464402599609664	0.0217327450364452
BA2224	0.1971415824224655	0.0198251664932245
BA2226	0.7868952677610815	0.0820319121404111
BA2227	0.2980568937860058	0.0266043093897041
BA2228	0.3839072162974903	0.0142592283831708
BA2229	0.1760641667933917	0.0152284784456281
BA2233	0.1546722445549899	0.0195127997724513
BA2234	0.9598569615118624	0.0418305982241933
BA2235	0.3506127985317646	0.0281873448380131
BA2236	0.2547194116470408	0.0201165983953034
BA2239	0.2535090743265992	0.0480081321089597
BA2240	0.4908167731068273	0.0343858135414738
BA2242	0.2420015861239549	0.0376181068237575
BA2244	0.3580150598976017	0.0678410957540449
BA2245	0.2985101118313956	0.0282017108232905
BA2248	0.0954803811134522	0.0076534386027162
BA2249	0.3795539904703852	0.0297029295822125
BA2251	0.1798147056189224	0.0264553090219562
BA2256	0.4246689381506453	0.0084968127272589
BA2260	0.1780099913415867	0.0280614689000985
BA2261	0.163637993041259	0.0117687860357923
BA2269	0.0381257500274562	0.0083047144036786
BA2271	0.4199710669654803	0.0355946391056218
BA2272	0.2600698008492104	0.0604072591270201
BA2273	0.1657232849119111	0.0111528110388017
BA2275	0.6891442021703473	0.0760111757752531
BA2276	0.2036555884723128	0.0122501266503125
BA2277	0.4281794974115492	0.0611138092579536
BA2280	0.5649937171690479	0.0548634841541046
BA2281	0.2568893475089915	0.0087716890329213
BA2282	0.2248100876554353	0.0339685057014803
BA2286	0.2828993825110299	0.0198042316745302
BA2288	0.1126104562125291	0.0087573230476439
BA2292	0.397235682464465	0.0123163490359783
BA2294	0.2616251015647491	0.0173800117128174
BA2296	0.3631820988029091	0.0236612583983603
BA2300	0.6125499806379009	0.0197136565405874
BA2301	0.1954328451951469	0.0242816126176288
BA2302	0.1006929967279396	0.0120392831191769
BA2304	0.3779940917641564	0.0215406467128649
BA2306	0.2708628105721385	0.0258459028583824
BA2308	0.1147444737003561	0.0177807639563944
BA2309	0.3259388177248745	0.0385233241116881
BA2311	0.3702552667702572	0.0545730135447208
BA2312	0.1776912291549271	0.0343979899156123
BA2316	0.2466830138254239	0.0198704540601959
BA2322	0.4965962069120556	0.0429797702360924
BA2325	0.2786110659952907	0.0199201208494452
BA2329	0.2418367021205663	0.0277800237610192
BA2334	0.1157587700932795	0.0153234328018488
BA2339	0.1333731385406656	0.0117047532612655
BA2344	0.3579604799758853	0.0169108474724357
BA2347	0.072188004292406	0.0246558225017898
BA2348	0.1092625283621437	0.0121386166976754
BA2350	0.1186669020621158	0.014195195608644
BA2354	0.3239181940245378	0.030289211315953
BA2355	0.1556839884206953	0.0117831520210698
BA2357	0.1962496472241806	0.0084990023383978
BA2360	0.3260919528996724	0.0199366764458616
BA2361	0.2176691980457763	0.0246305084608176
BA2363	0.0848651731019468	0.0187543932411296
BA2369	0.186279772257463	0.0211895612585372
BA2374	0.6926714774366002	0.0202799647483287
BA2375	0.3351568159397747	0.0677174094272692
BA2376	0.3156022665371982	0.0595495190171999
BA2377	0.5388125382276377	0.0357733327366197
BA2379	0.072004153479201	0.0139037637065651
BA2385	0.1148271054114098	0.0076721838102715
BA2386	0.1813473892149942	0.0182874186118869
BA2387	0.3246860534885605	0.0250168947191172
BA2394	0.2854004544670061	0.0898608934702911
BA2399	0.2153871654807925	0.0134942530184323
BA2400	0.6390816294612727	0.050015044230679
BA2402	0.3383098845773419	0.0225904851462654
BA2405	0.0942804089596048	0.0106296007868928
BA2406	0.2455983708575468	0.0232561269325053
BA2409	0.3967052557426072	0.0315399065174897
BA2410	0.2140673638973415	0.009761873914073
BA2412	0.2520991459870992	0.0336417729954297
BA2413	0.1104649841257031	0.0182995949860254
BA2414	0.4389419646422597	0.0316492268589878
BA2415	0.2186034456985994	0.0289810521733065
BA2417	0.1722880439023834	0.0139225089141205
BA2418	0.0957289155259468	0.0066367113621485
BA2420	0.2378650357073441	0.0236734347724988
BA2421	0.1116138168270386	0.0220903993241898
BA2423	0.1170840694562422	0.0442404522006286
BA2425	0.4026722048428054	0.0294027392355779
BA2426	0.1783209864042547	0.0279830701402942
BA2427	0.0812447405297825	0.0075110070683851
BA2429	0.2185211086455719	0.0304007212685901
BA2440	0.2487880973382376	0.0204886186683255
BA2441	0.3780613279333296	0.0454349117794991
BA2442	0.2711250618349438	0.0188537268196282
BA2446	0.7007455385303686	0.0247420184134547
BA2449	0.3145221648751091	0.0087882446293378
BA2450	0.2338310005546969	0.0170079914397953
BA2452	0.518737558469498	0.0079139489231011
BA2454	0.4100739873433509	0.0403381379098271
BA2455	0.1584734708862251	0.0196286889473663
BA2456	0.0936955432674145	0.0088710226114199
BA2459	0.1007335576054945	0.0030114629881484
BA2461	0.3559182958194719	0.0624197787894612
BA2463	0.1431545638750629	0.0535178345963473
BA2464	0.2721092279091613	0.0085939566946185
BA2469	0.0635194425077364	0.0102928813178425
BA2470	0.3237007392970828	0.0146974710418586
BA2472	0.1340409302019452	0.0131906447422149
BA2473	0.4307230041907692	0.0085155579348143
BA2474	0.2830003263520365	0.017216645359792
BA2477	0.6630495346238549	0.0304547672801173
BA2479	0.0920500508177846	0.0072008299587509
BA2480	0.1875311634928654	0.0186406936773536
BA2481	0.1300334748480292	0.0088213558221706
BA2482	0.3207334979475773	0.036049437360726
BA2483	0.5082802911813132	0.0285449991257577
BA2485	0.2358318776855999	0.0147240134012746
BA2488	0.2950977067253594	0.0206807169919058
BA2489	0.0916632268438471	0.0087551334365049
BA2492	0.1270852193336748	0.0172828677454578
BA2494	0.1362629587937615	0.0114420533297416
BA2496	0.2534181130655416	0.019953232042278
BA2497	0.3635030910318531	0.0107002023948364
BA2499	0.1196799548875576	0.0122523162614515
BA2500	0.5827457867044712	0.0392861098652876
BA2501	0.3711891358327866	0.0193725578492592
BA2502	0.4076236912501325	0.0446908712334549
BA2505	0.0949552061537248	0.0205857626356851
BA2507	0.1823516734126584	0.0197092773183095
BA2510	0.1301580329443905	0.0104871692525618
BA2511	0.0856985038464694	0.0123969374069214
BA2512	0.6527365252061104	0.1004839254237671
BA2514	0.1854558763243138	0.0096790959319908
BA2515	0.1080857803696251	0.0062150242998771
BA2520	0.0802909989896409	0.0129732323776624
BA2521	0.5150964693206499	0.0310232650989976
BA2523	0.404463952799906	0.0134136646474891
BA2524	0.1927645969407254	0.0100511162050129
BA2525	0.124397729022514	0.0054378725610001
BA2526	0.0838814121222947	0.021796777810972
BA2528	0.3295012815973585	0.023353270899865
BA2532	0.1436030537105733	0.0113305433771045
BA2534	0.2573786266451812	0.0229603158081486
BA2538	0.0867916561752736	0.0127502124723882
BA2539	0.4573028517422539	0.0474296475270798
BA2540	0.2459192862189476	0.0170223574250728
BA2541	0.231556581821275	0.0153896551875145
BA2545	0.3952241348763003	0.0400345296336096
BA2546	0.2944940248047345	0.0218133334073884
BA2552	0.3170711239895659	0.0181571634516944
BA2559	0.2156161256131744	0.0111362554423852
BA2561	0.1437519797318473	0.0162286500897793
BA2563	0.2338717752548273	0.0205648278169908
BA2564	0.417651241129595	0.0340303488648682
BA2567	0.0577308950534327	0.0120558387155933
BA2570	0.1642606718154451	0.0101979269616218
BA2575	0.3026674421302629	0.0373288645328176
BA2577	0.4706706174792704	0.0193372570452874
BA2579	0.2271293218926546	0.0284975219476473
BA2583	0.2603253668703825	0.0209721488939846
BA2584	0.2398261528967051	0.0473921571119691
BA2587	0.5397716972629386	0.0716749980480417
BA2588	0.2256692909529387	0.019407858653231
BA2589	0.0860593028691975	0.0069446988606438
BA2592	0.5177355851495687	0.0208728153154861
BA2593	0.0323512286962603	0.0070396532168645
BA2594	0.2869778197371034	0.0211995480215368
BA2595	0.2164093359374393	0.015145700463546
BA2597	0.0891098452101692	0.0116672628461548
BA2600	0.1981468570201742	0.0218630001966377
BA2603	0.1198453760126588	0.0283650771763159
BA2618	0.4328642260192508	0.0506619408093635
BA2619	0.2918653151903426	0.0154702435584577
BA2620	0.2444462354704645	0.038380892577357
BA2621	0.1817954920959613	0.0487565518772818
BA2622	0.2580779070113076	0.0370208770343223
BA2623	0.4564508125232316	0.0439655758949661
BA2629	0.2998754353359694	0.0286808618266718
BA2631	0.2509905216204183	0.024531174882319
BA2634	0.1330984108555486	0.0251471498793097
BA2636	0.1408643820278768	0.01655538279583
BA2639	0.6670455875304463	0.0366963339394105
BA2644	0.225636375315992	0.0660494063857392
BA2645	0.0356252484048635	0.0109750787004989
BA2646	0.2802327422707131	0.0175268224694263
BA2649	0.4334100500767252	0.0084968127272589
BA2651	0.0919617490094547	0.0050349307062841
BA2653	0.2569497039823936	0.0149514125288267
BA2655	0.7139990186126663	0.0338669825118428
BA2656	0.0794379106146092	0.0050824078843945
BA2657	0.3399398245536351	0.0235453692234453
BA2658	0.2547795764626844	0.0658132488136313
BA2659	0.2773546483240657	0.0366985235505495
BA2660	0.2662669615708654	0.0159394077988394
BA2662	0.7541105908967665	0.0473093791298869
BA2663	0.2105269389462351	0.0428870054910106
BA2667	0.2897379056481712	0.036568268390357
BA2670	0.1441389945777838	0.0162826961013065
BA2674	0.1891502859984321	0.0497435858545993
BA2675	0.2812962648255981	0.0133849326769341
BA2676	0.3139591697544396	0.0155673875258173
BA2677	0.3192005612125122	0.02744111468083
BA2681	0.3257687641974401	0.0118471847955965
BA2682	0.2404484787137783	0.016036551766199
BA2685	0.2767710412141184	0.0105059144601171
BA2688	0.1378438970917537	0.0126221469233346
BA2691	0.2612519547389361	0.0371367662092373
BA2694	0.0781985177930957	0.0147571245941075
BA2695	0.1118772304361062	0.0126927485312782
BA2697	0.1272866317467571	0.0496242787501016
BA2701	0.075030801935775	0.0178966531313094
BA2704	0.5101096719952736	0.0130581999708835
BA2705	0.07250727099176	0.0229790610157039
BA2707	0.3299179451714395	0.0315211613099343
BA2709	0.2624298318660459	0.022832250259095
BA2712	0.3282780888216553	0.0180765750807512
BA2714	0.3666596884672342	0.0320399923395653
BA2715	0.1215179598953262	0.004662910433262
BA2718	0.3195031966814316	0.0274929710812182
BA2720	0.172714685702737	0.0246117632532622
BA2721	0.5658885773232102	0.0345160687016663
BA2722	0.5683806366482027	0.024417475318543
BA2723	0.1416658454345932	0.0122832378431454
BA2724	0.1138061856296348	0.0122048390833411
BA2726	0.2946671354005249	0.0158610090390352
BA2727	0.2287099576110273	0.0205791938022682
BA2728	0.4610109878451265	0.0460409000134901
BA2731	0.1128388234893852	0.016036551766199
BA2733	0.1298815646864783	0.0115579425046566
BA2735	0.0392859887155894	0.0081557140359307
BA2737	0.1493001614811841	0.0276563374342435
BA2742	0.3734794718434932	0.0306987220040859
BA2744	0.0744951513444706	0.0043052561455174
BA2746	0.3682669813087594	0.0383709058143575
BA2747	0.1520008283814606	0.0112477653950224
BA2748	0.4001507939045263	0.0214247575379499
BA2751	0.2114876705902431	0.0363696012333598
BA2756	0.1626781184244019	0.0054544281574165
BA2758	0.1707386053845356	0.0311016638588019
BA2760	0.1983855161639982	0.0309879642950258
BA2762	0.2293845489041649	0.0122688718578679
BA2764	0.1741527316664854	0.0152472236531835
BA2765	0.3713933335783316	0.0534503838922378
BA2769	0.2928566970947246	0.0266043093897041
BA2772	0.0939717977027511	0.0086601790802842
BA2775	0.2657065525606317	0.027412382710275
BA2776	0.6202323265312046	0.0184298501462179
BA2778	0.3950466155049685	0.0292868500606629
BA2782	0.3151364876376854	0.0552111516788496
BA2786	0.968159896203139	0.0182421310449155
BA2787	0.1237204031601759	0.0446665184851778
BA2789	0.4444304317432463	0.0202115527515241
BA2791	0.1294959993090058	0.0081413480506532
BA2792	0.2638174116398242	0.0174915216654545
BA2798	0.1891722780391238	0.0240620106419373
BA2801	0.1727233439081975	0.0326725229329723
BA2802	0.2466507899910318	0.0265005965889276
BA2804	0.3192413359268645	0.010567757623505
BA2806	0.1656177386980943	0.0088213558221706
BA2808	0.1087470259095868	0.0091602649023599
BA2809	0.2507955480173753	0.0369877658414894
BA2811	0.2648906040050539	0.0126243365344736
BA2812	0.2655662582263247	0.0120083615374829
BA2813	0.1227267439754985	0.0059732591870475
BA2814	0.3794079495996934	0.0201309643805809
BA2816	0.2021488300093306	0.0285737310963126
BA2817	0.1552099153339106	0.0108757451220003
BA2820	0.3379765105194388	0.038238461043026
BA2821	0.782652127156746	0.0344498463160006
BA2822	0.2558496344351366	0.0108569999144449
BA2824	0.2754533870917638	0.0170885798107385
BA2828	0.1952904498377729	0.0281089460782088
BA2829	0.3195532759453021	0.0328293204525808
BA2830	0.1718429795070942	0.0217802222145556
BA2832	0.3137521751727	0.0160531073626155
BA2836	0.0802173969811732	0.0116838184425712
BA2837	0.1867291483354438	0.0267964077132844
BA2839	0.1176760361314943	0.0129135788254135
BA2840	0.4967137050448442	0.0420889189334393
BA2841	0.149363505648558	0.0156457862856216
BA2842	0.0675892630473825	0.0084018583710382
BA2843	0.0822233284174721	0.0152737660125995
BA2844	0.2062485016528522	0.0143232611576976
BA2846	0.2721005887148136	0.0228653614519279
BA2850	0.1411143548477597	0.0172000897633756
BA2851	0.4603940702363178	0.0602882190482711
BA2852	0.0624845270608109	0.0093236312553852
BA2855	0.1114542314095787	0.0084327799527321
BA2856	0.0307560840500244	0.0073973075046091
BA2858	0.3095446579129148	0.0137900641427891
BA2860	0.1946986444049878	0.0140958620301454
BA2861	0.3090760747124922	0.0173965673092338
BA2865	0.1972311935905225	0.0107620455582242
BA2866	0.3648559155919731	0.0173843909350953
BA2867	0.1792362018550065	0.020358363508133
BA2868	0.2185923193550665	0.0276354026155492
BA2870	0.6474642443696771	0.015517720736568
BA2871	0.3398126914079136	0.0323457902269216
BA2872	0.5199047987510077	0.0310563762918305
BA2876	0.0691027513962916	0.0092242976768866
BA2879	0.123026264091197	0.0151335240894074
BA2880	0.2936286769694492	0.0248247963955369
BA2882	0.2200827337382597	0.0496639587763513
BA2883	0.1215777539853818	0.0263294330840416
BA2885	0.5984346439385625	0.0470719932393352
BA2887	0.3096638251410523	0.0196905321107541
BA2889	0.0001076658053402	0.0
BA2893	0.2586648728839178	0.0085133683236753
BA2901	0.095791380115584	0.0079161385342401
BA2902	0.0873662600584626	0.0095819519646312
BA2903	0.0650529610230296	0.0467396529925629
BA2904	0.4219569275305653	0.0613290320113671
BA2905	0.1045441153905102	0.0149183013359939
BA2906	0.4971897346922827	0.0287039862565051
BA2908	0.0611374383902125	0.0252542806096689
BA2909	0.201534595189595	0.0222019092768269
BA2910	0.1894672457452929	0.0104728032672843
BA2911	0.336357097752188	0.0297394587046281
BA2914	0.5363232893936329	0.037982329944919
BA2915	0.0122077435825069	0.0086226886651735
BA2921	0.0897313683312705	0.0106317903980317
BA2922	0.2097623317620221	0.0090465653385838
BA2923	0.2306829587671649	0.0191451587217071
BA2926	0.362999296731501	0.0218795557930541
BA2928	0.7328396258288141	0.0193250806711489
BA2930	0.3071963314945891	0.0423659848502407
BA2932	0.2786937749881001	0.0118140736027637
BA2934	0.1578504431512775	0.0289148297876408
BA2935	0.17185325987033	0.0227682174845683
BA2937	0.314518025510182	0.0232517477102275
BA2939	0.1437941124181279	0.0136410637750412
BA2944	0.3967342110540126	0.0468280385153667
BA2947	0.1851984120131309	0.0125559245376689
BA2948	0.1419070836099069	0.0388378804436002
BA2950	0.3952168461749438	0.0478944325451836
BA2951	0.1898915620815846	0.0208087825409593
BA2952	0.6612416281257553	0.0363949152743321
BA2953	0.1163447989459352	0.0079945372940443
BA2955	0.2621571054143199	0.0412311788236191
BA2956	0.0790005400436854	0.0085939566946185
BA2962	0.3975818439543251	0.0146930918195807
BA2970	0.1957447087318102	0.0085133683236753
BA2972	0.3293166723324845	0.0466128157619531
BA2976	0.3096691926871527	0.0524811338297804
BA2978	0.4731509710057813	0.0782576633986631
BA2981	0.2502283314394685	0.0123329046323947
BA2984	0.2640348478557104	0.0274885918589403
BA2986	0.3485834631374355	0.0113283537659656
BA2989	0.1460676895533729	0.0117665964246533
BA2992	0.5380020415646402	0.0279355929621839
BA2993	0.11660752029557	0.0111506214276627
BA2994	0.2266451928978509	0.0105368360418111
BA2995	0.1204702808754435	0.0230618389977861
BA2999	0.3193007284760498	0.0433408424534197
BA3001	0.2917806783064339	0.0175577440511202
BA3002	0.5552582775494158	0.0349708669567705
BA3004	0.5126299537847396	0.0189718056056822
BA3006	0.2291427258091408	0.0150816676890192
BA3008	0.0022500543479822	0.0014240483175615
BA3009	0.4115478530772973	0.016557572406969
BA3010	0.250667233142732	0.0333503410933508
BA3011	0.0984475265843019	0.0044355113057099
BA3013	0.4219456942615227	0.0082881588072622
BA3023	0.2173995360986777	0.0059567035906311
BA3025	0.2699699153891006	0.0154371323656249
BA3027	0.1142040515721813	0.014484437899584
BA3029	0.0839867745572807	0.0042081121781578
BA3030	0.5758379855026016	0.0413757999690891
BA3037	0.0910588677069947	0.0059401479942147
BA3038	0.6329297839313329	0.1021916084915469
BA3040	0.2985660493250496	0.0162330293120572
BA3042	0.2077054521736447	0.0134942530184323
BA3043	0.2214341415847085	0.0365164119899688
BA3049	0.177603913807178	0.0362890128624166
BA3051	0.1381258105632908	0.0078664717449908
BA3053	0.2840491610107821	0.0165057160065807
BA3064	0.2881622204776108	0.0369799686896288
BA3067	0.3622948914571787	0.021796777810972
BA3068	0.3675138949442251	0.0168302591014925
BA3070	0.1665342370611892	0.0367194583692438
BA3071	0.3931518976544929	0.0260380011819627
BA3072	0.2515043939793846	0.0394782081888679
BA3075	0.1010932314473171	0.0085299239200917
BA3076	0.02715885665652	0.0084018583710382
BA3077	0.5036527550958136	0.0272512059683886
BA2040	0.1789469585488489	0.0249550515557293
BA2160	0.2485683387977719	0.0352391744290161
BA2303	0.4121482712286024	0.0427401947344017
BA2353	0.3664233172647903	0.0278175141761299
BA2516	0.4116361469498121	0.0246261292385397
BA2590	0.4309865100821319	0.0092264872880256
BA2647	0.3642042957496055	0.0165366375882747
BA2891	0.3146634081473152	0.0273174283540543
BA2924	0.1153077599395787	0.0178657315496155
BA2971	0.1351319819076732	0.0371864329984866
BA3036	0.2560760773888105	0.0161027741518648
BA3059	0.1254207189551861	0.011084399041997
BA3073	0.2856461151615411	0.0091911864840538
BA3078	0.4065602755923134	0.0761479997688625
BA3079	0.1655537248218735	0.0299712370544581
BA3083	0.6527780839768687	0.0455320557468587
BA3084	0.4606065170537409	0.0157947866533694
BA3085	0.1812933460434435	0.0189961583539592
BA3087	0.6370760845653045	0.0546713858305243
BA3089	0.226265875429975	0.0233676368851425
BA3094	0.363382194306218	0.0503605221442851
BA3095	0.3102810436868521	0.0119608843593726
BA3098	0.3604062952081302	0.0552255176641271
BA3099	0.5826862147443532	0.0357149075028147
BA3103	0.2363929374220114	0.0116860080537102
BA3108	0.4774718581087256	0.0166668927484671
BA3109	0.105299700365296	0.0189530603981268
BA3110	0.154839015744648	0.013820985724483
BA3114	0.2174477139472769	0.0243412661698777
BA3116	0.1869802767941894	0.0102288485433157
BA3117	0.4271717360504241	0.0267301853276187
BA3118	0.2524353160385501	0.0234647808525021
BA3119	0.472592126254227	0.030952663491054
BA3123	0.2143088666727148	0.0334971518499597
BA3124	0.2066338903588838	0.0105843132199214
BA3126	0.3386354649785379	0.0329430200163569
BA3128	0.1319269388983728	0.0133661874693788
BA3130	0.3148723968123903	0.0284147439655652
BA3133	0.4172427458203853	0.0352082528473222
BA3135	0.1567111874926694	0.0153896551875145
BA3136	0.4341082556252174	0.03760374083848
BA3137	0.3366615621225121	0.0457119776963005
BA3138	0.1970572516434277	0.0422004288860764
BA3139	0.7253368774077763	0.0523796106401429
BA3141	0.4182971515724906	0.0185291837247165
BA3142	0.1903422965599281	0.0404474582513252
BA3145	0.0713319578529346	0.0185291837247165
BA3146	0.2819906141776795	0.0300683810218178
BA3149	0.1524657763154379	0.0106008688163378
BA3152	0.4919861483946126	0.0488040290553921
BA3153	0.0896441492763898	0.0268438848913947
BA3154	0.229594320882552	0.0070727644096973
BA3156	0.2184464499737141	0.010797346362196
BA3157	0.3172560270840409	0.0133518214841013
BA3158	0.301288795794646	0.0180931306771676
BA3162	0.1645453927415961	0.0267323749387576
BA3163	0.5350639622275036	0.0248600971995087
BA3164	0.4896781474264358	0.0170885798107385
BA3167	0.14458510771487	0.0159934538103666
BA3169	0.1883108446851142	0.0212348488255086
BA3171	0.2806134283716023	0.0657557848725213
BA3173	0.3069925269541085	0.0145506602852497
BA3174	0.1474428804050239	0.0196783557366156
BA3175	0.2109060647136869	0.0522637214652279
BA3176	0.4086260704788302	0.0196143229620888
BA3177	0.690758174891853	0.0675871542670768
BA3178	0.2805770580648931	0.0188702824160447
BA3180	0.170998843538671	0.0203065071077447
BA3181	0.2692165489955327	0.0390587107377355
BA3182	0.4276320586752365	0.091450497752017
BA3183	0.3711680272950735	0.0292559284789689
BA3185	0.1452192221053859	0.0464516390200667
BA3186	0.434716834548235	0.049640834346518
BA3187	0.2682470712316673	0.029111307333499
BA3189	0.3358171240171257	0.0458544092306315
BA3190	0.0782458160639581	0.0175599336622592
BA3191	0.2814497092447492	0.0448707931828967
BA3192	0.2602077997205345	0.0083025247925396
BA3194	0.3818669078378363	0.0550930728927956
BA3195	0.1847425963393512	0.0294314712061328
BA3197	0.3484296277958334	0.0185104385171611
BA3199	0.5785824076895904	0.0278484357578238
BA3200	0.2904182510135181	0.0388831680105716
BA3202	0.4161316528729756	0.0224127528079626
BA3203	0.1127051592371072	0.0213629143745621
BA3206	0.2738011912320349	0.0209224821047354
BA3207	0.3933565848837488	0.0916944524759855
BA3208	0.2096797079867835	0.0254363921702496
BA3210	0.1933232914682228	0.0105202804453946
BA3211	0.3293059987215186	0.0352291876660165
BA3212	0.5218166010213633	0.0239195791076063
BA3213	0.4537115677818817	0.0573770509313163
BA3214	0.0749161305833725	0.0134136646474891
BA3216	0.1874968165132549	0.0161877417450858
BA3217	0.299616329898564	0.019434401012647
BA3219	0.2756435122761714	0.0976964436335881
BA3221	0.2996160502695211	0.038901913218127
BA3222	0.491357413411254	0.057793130452866
BA3225	0.2580564852613337	0.0690630589850265
BA3226	0.3368116473363439	0.0151644456711013
BA3227	0.4956172439308797	0.0243821745145712
BA3228	0.4741007719177005	0.0515031253227673
BA3229	0.3936471415175411	0.0687485026531144
BA3230	0.525221327346239	0.0311491410369122
BA3232	0.4981979634291891	0.0221378765023002
BA3234	0.3952673016753851	0.1065121919150371
BA3235	0.3054783878790216	0.0603288603672159
BA3237	0.2427413933559839	0.0312506642265497
BA3240	0.3998591664067857	0.0495436903791584
BA3242	0.225288913710634	0.0399164508475557
BA3243	0.298382760895191	0.0499719462748466
BA3245	0.213921999428674	0.0150982232854356
BA3249	0.0689772143325083	0.0159106758282845
BA3250	0.6366551782402601	0.0817789319461381
BA3251	0.4252037131463424	0.0158422638314798
BA3255	0.2984549430647268	0.0243556321551552
BA3258	0.5175421859774127	0.0771525506352916
BA3260	0.1525210440860231	0.0398689736694454
BA3261	0.3128071762129427	0.0241404094017416
BA3264	0.4489529614761333	0.0360328817643096
BA3266	0.58798738527772	0.0525860749490007
BA3268	0.5411662025625318	0.0475986214208269
BA3269	0.0881160945431779	0.0201806311698301
BA3270	0.4817215663538778	0.0545355231296101
BA3271	0.7183814599548946	0.043998687087799
BA3273	0.1061498085679585	0.0083190803889561
BA3275	0.368202978893605	0.0327487320816376
BA3277	0.149894155865655	0.0136266977897637
BA3280	0.1363494127037959	0.008724211854811
BA3283	0.1486595460563002	0.0494200040523827
BA3285	0.6689821415265536	0.0486759635063386
BA3286	0.7055997857517404	0.0409375573104013
BA3289	0.0687907583977545	0.0055040949466658
BA3290	0.2827611927677067	0.0515009357116284
BA3293	0.404313091380152	0.018427660535079
BA3295	0.493760139940373	0.0727314053148591
BA3296	0.3471227664567803	0.0449701267613952
BA3297	0.4855061106771944	0.0582679022339694
