#Boxplots d'expressions du gène ASXL1 en fonction de la feature manuscript_inhibitor
#Résultat du test statistique Mann-Whitney U : U = 17426.000, p-value = 0.08962
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409     yes        5.504266
BA2496     yes        5.627160
BA3037     yes        6.490028
BA2865     yes        6.192141
BA2751     yes        6.057766
BA2286     yes        6.041549
BA2488     yes        6.196901
BA3379     yes        6.156981
BA2887     yes        6.044435
BA2712      no        5.756810
BA2068     yes        6.089663
BA2104      no        5.392004
BA3124      no        6.747855
BA2449     yes        6.061686
BA2235     yes        5.740113
BA3038     yes        5.486118
BA3006     yes        6.048167
BA2667     yes        6.035662
BA2239     yes        5.698389
BA2782      no        5.675463
BA2649     yes        6.318104
BA2861     yes        5.902739
BA2134      no        5.537226
BA2909     yes        6.022459
BA2653      no        6.901614
BA2947     yes        6.617004
BA2162      no        5.923147
BA2564      no        5.686097
BA2597     yes        6.086663
BA3243     yes        6.034043
BA2446     yes        5.876948
BA2525     yes        7.406090
BA2876      no        6.598388
BA2357     yes        6.536955
BA2546     yes        5.704524
BA2742     yes        5.610641
BA2316      no        5.772579
BA2087     yes        5.724804
BA2148     yes        6.333683
BA3178      no        5.513457
BA2072     yes        5.707576
BA2733      no        6.068855
BA2995     yes        6.959603
BA2069     yes        6.003921
BA2681      no        5.649931
BA2832     yes        6.189502
BA2600      no        5.608414
BA3230     yes        5.959386
BA2731     yes        5.407026
BA2294     yes        6.307407
BA2816      no        6.349231
BA2814     yes        5.406259
BA2631     yes        6.026987
BA2023      no        5.647272
BA2375      no        5.978121
BA2485      no        6.443242
BA2455      no        5.555868
BA2636     yes        5.803766
BA2325      no        5.621162
BA2156     yes        6.286421
BA2511     yes        6.644117
BA2505      no        5.992737
BA2871      no        5.040682
BA2227      no        6.068013
BA2812     yes        5.862524
BA2125      no        6.189050
BA2603     yes        5.928753
BA2808      no        6.249128
BA2482      no        5.696461
BA2594     yes        5.797580
BA2747     yes        5.992306
BA2561      no        5.875807
BA2567      no        6.669439
BA2906      no        6.039384
BA2956     yes        6.166520
BA2474     yes        5.996458
BA2737     yes        5.720614
BA2110     yes        5.608414
BA2992     yes        5.944313
BA2220     yes        6.196470
BA2063      no        6.977949
BA2772      no        6.088359
BA2935      no        5.834835
BA2260     yes        5.550258
BA2948      no        6.093454
BA3296     yes        5.715531
BA2524     yes        5.757569
BA2811      no        6.200505
BA2540     yes        5.750230
BA2928      no        5.548409
BA2302     yes        6.560655
BA2651     yes        6.324087
BA2619      no        6.303268
BA3013      no        5.886440
BA2405      no        6.491521
BA2856      no        6.235336
BA2377     yes        6.013736
BA2499     yes        6.074380
BA3023      no        6.137256
BA2095     yes        6.307882
BA2275      no        5.838418
