#Boxplots d'expressions du gène KIT en fonction de la feature isTherapy
#Résultat du test statistique ANOVA : F = 5.308, p-value = 0.00527
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409   FALSE        6.897781
BA2496   FALSE        5.512417
BA3037    TRUE        5.497259
BA2865   FALSE        8.385633
BA2751   FALSE        2.362707
BA2286   FALSE        8.587250
BA2488   FALSE        7.524283
BA3379   FALSE        8.666892
BA2887   FALSE        8.030157
BA2712    TRUE        0.402950
BA2068   FALSE        6.742147
BA2104    TRUE        0.598456
BA3124   FALSE        6.290482
BA2449   FALSE        6.877881
BA2235   FALSE        8.004431
BA3038   FALSE        7.713473
BA3006   FALSE        5.287186
BA2667   FALSE        8.753967
BA2239   FALSE        5.061042
BA2782   FALSE        5.306352
BA2649   FALSE        6.450426
BA2861   FALSE        7.799569
BA2134   FALSE        6.161879
BA2909   FALSE        6.478662
BA2653   FALSE        0.779913
BA2947   FALSE        6.641315
BA2162   FALSE        8.270317
BA2564   FALSE        6.762409
BA2597   FALSE        5.546583
BA3243   FALSE        7.380621
BA2446    TRUE        2.690900
BA2525   FALSE        4.054021
BA2876   FALSE        6.008818
BA2357   FALSE        5.469542
BA2546   FALSE        6.551802
BA2742   FALSE        3.132128
BA2316   FALSE        3.274314
BA2087   FALSE        8.583756
BA2148   FALSE        7.714724
BA3178   FALSE        6.717800
BA2072   FALSE        7.313973
BA2733   FALSE        7.237197
BA2995   FALSE        5.706432
BA2069   FALSE        4.079586
BA2681   FALSE        6.693561
BA2832   FALSE        7.304115
BA2600   FALSE        5.590274
BA3230   FALSE        6.938272
BA2731   FALSE        6.413717
BA2294   FALSE        8.904320
BA2816   FALSE        5.360728
BA2814   FALSE        4.237016
BA2631   FALSE        7.373963
BA2023   FALSE       -0.425829
BA2375   FALSE        7.478307
BA2485   FALSE        7.171168
BA2455   FALSE        0.213349
BA2636   FALSE        6.641866
BA2325   FALSE        4.272326
BA2156   FALSE        8.995586
BA2511   FALSE        4.816901
BA2505   FALSE        6.698617
BA2871   FALSE        6.444215
BA2227   FALSE        6.870848
BA2812   FALSE        0.390164
BA2125   FALSE        7.244740
BA2603   FALSE        6.260333
BA2808   FALSE        6.804868
BA2482   FALSE        8.514255
BA2594   FALSE        7.316655
BA2747   FALSE        6.535435
BA2561   FALSE        1.511304
BA2567   FALSE        1.728471
BA2906    TRUE        6.151453
BA2956   FALSE        5.886062
BA2474   FALSE        7.377710
BA2737    TRUE        3.931659
BA2110   FALSE        3.987741
BA2992   FALSE        5.409575
BA2220    TRUE        5.055049
BA2063   FALSE        2.437509
BA2772   FALSE        5.933326
BA2935   FALSE        6.410815
BA2260   FALSE        4.555235
BA2948   FALSE        7.642550
BA3296   FALSE        4.199101
BA2524   FALSE        7.275551
BA2811   FALSE        5.215017
BA2540   FALSE        5.980115
BA2928   FALSE        6.056504
BA2302    TRUE        6.566859
BA2651   FALSE        6.888677
BA2619   FALSE        8.678218
BA3013   FALSE        5.693331
BA2405   FALSE        5.944732
BA2856   FALSE        5.364763
BA2377   FALSE        6.326356
BA2499   FALSE        8.037222
BA3023   FALSE        5.913206
BA2095   FALSE        5.736271
BA2275    TRUE        7.828334
BA2901   FALSE        4.752010
BA2387   FALSE        8.627911
BA2962   FALSE        6.106215
BA2195   FALSE        6.921110
BA2688   FALSE        5.643530
BA2420   FALSE        7.900375
BA2053   FALSE        7.501052
BA2081   FALSE        8.486566
