	CBL	IDH1
BA3435	7.02125424605895	6.22503632366675
BA3261	5.8546289142141	4.65440830398242
BA3203	4.92875656907511	4.18716058878723
BA3174	6.5518017021576	5.09637288827648
BA3317	6.39359148087619	6.62136909185019
BA3299	5.78229337378321	5.20686512079418
BA3221	6.63008743018599	6.35211013226828
BA3347	6.47182200391892	6.06168577538942
BA3235	6.88932432366148	7.3014086607396
BA3126	6.90032088066256	7.76884228347361
BA3380	5.95439094102815	6.09048118374774
BA3089	6.22761949631351	6.34412105865143
BA3109	6.51402356062823	4.16205900590607
BA3114	5.8649508957416	4.93122023310574
BA3418	6.44275689894875	4.20291883221202
BA3245	5.32810180055979	5.5239080872138
BA3085	6.36039084913799	5.32920195672699
BA3128	5.87015044982701	5.40443670689777
BA3423	5.64240286737973	4.69788797442376
BA3173	6.12342757436463	4.05042304398681
BA3171	7.11072300969941	5.6382097192845
BA3277	5.44717957482301	4.46447835591803
BA3210	6.17379906817959	4.05083600444237
BA3157	6.13941173642868	5.29839304298236
BA3433	5.30199591850581	3.74759218302818
BA3322	6.41897137635364	5.29307989811682
BA3374	7.34082017175962	6.57871147435603
BA3450	6.43046914091516	4.14520169098392
BA3167	6.35260588947101	5.24611528011748
BA3269	6.15921420802907	4.89092474484563
BA3110	5.51015899119849	5.57820476090366
BA3156	4.54878748959104	3.93670563044514
BA3226	6.19521896796153	6.06298925282901
BA3421	6.36695225743452	5.96666513140334
BA3232	6.27064006981264	7.46997411625783
BA3289	6.35306835134338	4.75027858706246
BA3430	6.75251712721233	4.69506440431895
BA3145	6.47329372187665	6.67231936736834
BA3399	5.86901047120639	4.01681712942243
BA3449	5.64956635618765	5.38186716708803
BA3384	6.68423874907307	7.22625304922136
BA3427	6.54204262926234	5.37014622702408
BA3163	7.25976697827341	7.16876088952225
BA3158	6.59895239127683	5.34691482072856
BA3436	6.04113685727626	6.55336509971083
BA3154	6.54204262926234	4.57869564199945
BA3162	6.58673582096521	5.29986206219824
BA3352	6.08318959151969	5.41245018586405
BA3084	6.39551228028091	7.0168789681798
BA3149	6.60315866621686	3.77745737706284
BA3169	6.40217435211346	6.88492067829042
BA3180	6.37454386361439	5.06562997256811
BA3255	6.44128835620157	7.59101188148724
BA3438	9.21888429779212	6.96490245805844
BA3345	6.2290430058542	5.1308809152012
BA3403	7.11661408634118	6.58888481686372
BA3431	6.82369230677028	5.06846235610609
BA3181	6.44078936377997	6.18251802139279
BA3341	5.12596382526423	4.26401053300844
BA3191	6.68593691853273	7.03335772337666
BA3197	6.64072538795855	6.65069612456278
BA3448	6.10829331712153	6.11039522609915
BA3453	5.68455719692803	4.29566916323682
BA3406	6.31539551726359	6.78802478417111
BA3308	6.62086223855277	5.38841032189554
BA3186	5.43585497001994	5.59508122551735
BA3334	5.60617377123055	5.57412698420844
BA3447	4.71824544190638	4.84704413896278
BA3116	5.69838933100617	4.66681816964876
BA3280	5.5116799396294	4.55238107332514
BA3185	5.68910215065219	5.04694903743101
BA3094	7.48695721637732	5.38984631837511
BA3318	6.50446999422617	4.06925036801479
BA3216	5.54988252588324	5.32485345914141
BA3332	4.76286314942469	4.59403374647175
BA3214	5.87890505700567	5.05963791860408
BA3099	6.3129901827468	8.19411260375688
BA3141	5.93777047922961	7.05213628356552
BA3373	6.15101372135618	5.9527582231115
BA3319	6.67112647924208	7.31758513982701
BA3328	6.68355614720783	6.1281715906941
BA3339	6.52020957672534	5.13729178336945
BA3240	6.40785243829132	6.14975362813735
BA3142	6.41510646424492	5.68535357501915
BA3333	5.89918966262517	4.93997522367398
BA3381	6.8036454676491	5.92676397459841
BA3290	6.54150806703429	5.51241676925768
BA3207	6.25807759133934	7.40108920011618
BA3296	6.87337102503918	6.14235074085009
BA3305	6.73637438056	6.63537899034447
BA3434	6.86209164981008	5.42966375134891
BA3189	6.53347844553203	6.19606446047222
BA3264	6.26836425592886	5.72941496772039
BA3329	4.35610894196015	3.66471911557075
BA3417	6.11593110685268	6.30602484819544
BA3367	6.67502657403681	7.20800173217813
BA3225	6.52170608095191	7.56436701911919
BA3183	6.27289277243206	6.31585760088979
BA3222	7.26938021173089	5.45598777768521
BA3139	5.79678897670541	6.87718695252014
BA3397	6.78739149461742	6.86281064555051
BA3311	7.50647222464875	6.8576823032308
BA3422	5.48358277984793	4.32671639588567
BA3228	6.61484329859941	7.08297551023298
BA3213	6.51154576024005	5.72675571340994
BA3270	6.57456923029337	6.41897137635364
BA3415	6.13808979720021	7.06166102601644
BA3324	7.63041516939983	6.60476180009226
BA3194	6.70531293865616	6.51105136156458
BA3335	5.11991931002217	5.39495254612019
BA3199	6.01005588113279	5.73442845067299
BA3326	6.85962983110872	7.94635895319707
BA3285	6.02857515716086	7.26503778677364
BA3297	6.70531293865616	6.59999610931592
BA3227	6.24726489639171	6.39926285688665
BA3394	6.50854787129231	5.98835302463094
BA3412	7.26238233832031	7.46474071975909
BA3293	5.74782936628199	8.19593305491973
BA3250	6.71095851013656	6.9766278154768
BA3177	6.22329037773919	7.22705513643141
BA3315	6.76476869070353	6.21410531502083
BA3182	6.82734034498185	6.6886775034689
BA3260	6.97794904447586	4.21672873374062
BA3369	6.59622051144561	6.66619952778557
BA3078	6.14846279197281	6.76957967246072
BA3386	5.1280622240178	8.12041880838799
BA3445	5.80853079818309	3.60216120874402
BA3452	6.73745939965324	5.47397012091034
BA3176	6.23342882640082	6.39832221441364
BA3258	6.75018333539215	7.09641299880345
