	PTPN11	KIT
BA2271	6.81329812446179	-0.425828695317915
BA3004	6.45300101587846	6.43437499992686
BA2579	6.40170617544637	4.6788765540465
BA3010	6.66067320636594	4.41460197309359
BA2662	6.36600938491696	5.59027419096801
BA2674	6.91733301258099	9.2429894144776
BA2280	6.97042186538325	7.13433489569232
BA2512	6.25491135905161	2.98186111032531
BA2658	6.88802086010583	5.58159000678894
BA2394	6.56014980461976	6.89644993218602
BA2950	6.79581543973709	4.65477615366599
BA2981	6.90360620539941	4.87586349576247
BA2934	5.89400600049609	2.17173440950598
BA2539	6.20140158235265	4.04879675825088
BA2249	6.89180239315318	7.01472936087095
BA2034	6.67112647924208	8.61607464234973
BA2109	6.26294056892688	4.81867438751018
BA2242	6.08879387607679	4.90326139384486
BA2277	6.93219471408877	8.35358316301659
BA2727	7.37103549421363	7.28438406463884
BA2132	6.75946045637828	6.09600230844392
BA2618	6.51402356062823	6.99925381802676
BA2521	6.76002445528346	6.90558799283489
BA2846	6.81203867711984	7.00565090016862
BA2885	6.64915964619014	1.13209845200278
BA2639	6.97592290315855	8.95438322249582
BA2775	6.57821130696448	3.52621202722456
BA2402	6.96091622827791	6.7630173908565
BA2097	6.58783674116998	7.10771088589405
BA2786	6.84900595542396	2.25371361358042
BA2399	6.93954050250455	6.48220324595878
BA2850	6.43493754543007	6.27245301532753
BA2174	6.73222274372854	6.06843510757967
BA2004	6.87652414386981	7.08821062221174
BA3001	7.00713971211596	7.12590219224429
BA2311	6.57095981156775	4.39292391038912
BA2483	6.95895559810233	3.32807645348226
BA3040	6.20356343645269	7.90803356905227
BA2837	7.03196402344294	7.52987979374564
BA2724	6.70026474055664	4.5990180150559
BA2911	6.73404028171299	6.75946045637828
BA2256	6.85640581689667	7.01129464656936
BA2821	7.166329054571	8.00107447892983
BA2233	6.30187774864901	6.24592732813786
BA2744	6.32126637219132	6.45401948854285
BA2880	6.87025397395673	4.97805997780333
BA2621	6.4442145827922	3.5362979263788
BA3002	6.90558799283489	2.97228864719493
BA2501	6.94421494122577	5.07976129224881
BA2993	6.86965319256556	6.26748667871903
BA2301	6.6100656847185	3.86710818348133
BA2852	6.03322281740518	4.67708963797245
BA2133	6.16651995068436	4.28927616177022
BA2866	6.76777472760262	6.35306835134338
BA2212	6.6568137663596	6.32036876736161
BA2685	7.20800173217813	5.48468121276611
BA2273	7.21621114040909	7.37675245327076
BA2477	7.10693286579065	8.57659398663682
BA2659	6.87025397395673	7.88793681406652
BA2124	6.68070832768596	6.65845499115322
BA2363	6.77360382440632	6.91665453342353
BA2369	6.49198171831508	6.92764387831615
BA2534	7.23390393878716	6.74557828155057
BA2400	6.93090952480088	8.25764420926654
BA2762	6.67894286315779	7.60044547310861
BA2312	6.61484329859941	7.8894951557827
BA2813	6.79754404909056	6.33918453468976
BA2211	6.79699042284113	5.28073246291878
BA2171	6.83661488155882	6.40503611780804
BA2746	6.62521439483861	4.63527142594282
BA2798	6.63383351459938	7.01129464656936
BA2809	7.11517726354172	9.26335235036244
BA2288	6.48655837104488	6.31720357778214
BA2801	5.71628948447083	4.13824319852488
BA3030	6.67837784799198	7.15557221270197
BA2588	6.59569193185131	7.66735491479546
BA2296	6.90161368403515	7.55867055300222
BA2300	7.57834177713667	6.90492530830845
BA2903	5.70908891657494	2.6560583580885
BA2473	6.7630173908565	5.65139228908545
BA2545	6.73745939965324	5.62868512576849
BA2840	6.78618260321054	4.79032535890257
BA2528	6.26075536574437	6.79158437688518
BA2646	6.97042186538325	7.53867754134672
BA3407	7.08974258985974	4.94668602882429
BA2240	7.22379610574448	7.7729524118183
BA2926	6.91665453342353	7.01543819204674
BA2272	6.32267289165303	6.3423350524195
BA2306	6.97926113627939	5.04621645682115
BA2765	6.42907602157434	3.98649459567883
BA2904	6.73404028171299	7.79663560293131
BA2883	7.14840411383597	5.99890598903284
BA2726	6.42907602157434	-1.00974723907371
BA2234	6.77605663940291	2.12152501264232
BA2022	7.22786001580346	6.15311168314809
BA2228	7.19482368325309	5.62043017440298
BA2037	7.45167143306165	9.4045391740165
BA2184	6.945568125872	8.44966638628301
BA3009	6.92174677642902	5.96264354381231
BA2842	6.30695343234241	2.25911507046517
BA2442	6.7928687930301	6.41897137635364
BA2882	6.50598160592548	3.53291440511488
BA2758	5.94678819915787	2.4978306958102
BA2705	6.98821538280907	6.8576823032308
BA2663	6.16309999506727	3.17350672344865
BA2570	6.99719018449603	7.24138386390375
BA2764	5.94307491514827	5.17699814732324
BA2209	6.80845562026412	7.02415111976065
BA2989	6.87212018212394	7.32679901700122
BA2855	6.82734034498185	4.85724763111666
BA2261	6.91599118004167	7.74808252538179
BA2721	5.92917652580144	6.34190143280827
BA2930	6.09128064758952	2.84242237772409
BA2728	6.68070832768596	6.63655252284443
BA2715	7.56206988956539	6.53249965977741
BA2469	6.84776495812423	5.80492505261512
BA2269	6.30887529708536	3.10489818725874
BA2098	5.90196356256727	4.7941665840707
BA2778	6.2445717796939	3.17944274470636
BA2951	7.29687122589928	6.73467335194796
BA2163	7.57131151688563	5.72978046990601
BA2379	6.47571845442986	5.43621855884092
BA2817	7.06302085430374	3.81521123693014
BA3153	6.89839628157059	5.02619905861961
BA2820	6.46824522688611	6.19646958807837
BA2723	7.22379610574448	5.3277279235139
BA2704	6.92764387831615	7.27022547665066
BA2088	7.25611345915688	5.81570333041158
BA2116	7.58759859001841	6.54042498941119
BA2584	7.11072300969941	3.43900565903568
BA3079	7.09190952990899	6.59785150913547
BA2417	6.40314188601748	1.25696002199891
BA2361	6.57456923029337	5.51462217129908
BA2450	6.82066158800154	5.06562997256811
BA2492	7.0594253136799	3.30695131155452
BA2552	6.12904074966952	5.54506701473391
BA2472	6.46680230521735	4.23625755420962
BA2994	6.84098754890722	4.69471321352097
BA2047	6.95685605328487	5.53758769155616
BA2101	6.38550593619779	7.01271335596315
BA2082	6.65187762334033	8.0179995830141
BA2879	6.47025472959033	5.92036694036748
BA2577	7.03549223810054	8.44724078411408
BA2456	6.6897450758778	0.240701063558228
BA2175	6.56428369493048	5.41173058943586
BA2824	6.59895239127683	4.91302715387873
BA2507	6.72991592484699	7.49457772487061
BA2563	6.80299244523417	3.16152901437988
BA2244	6.63330728837913	8.04591780353771
BA2470	6.99787187673434	8.74800571415782
BA2984	6.59311218108753	5.55778136463102
BA2414	6.9766278154768	8.45696872743274
BA2697	5.95806732051197	3.02935460711532
BA2079	5.91637612602088	2.04428550060962
BA2999	7.04058248557274	8.99906762077278
BA2644	6.38646200740092	6.33046496181519
BA2011	6.08148760261427	4.6706843537504
BA2217	6.93021683662514	8.64449262965366
BA2454	7.59565623174131	7.15951987646114
BA2776	6.85454256896604	5.87139334737162
BA2218	5.99645810395014	3.9200316734717
BA2135	6.81203867711984	7.52987979374564
BA2914	6.36695225743452	4.80249649532499
BA2500	6.72062167573975	5.25002967084118
BA2830	6.49846429425474	7.40017541649469
BA2406	6.95751613947387	5.17988483740919
BA3108	7.26585264294213	9.03429954865997
BA2924	6.69750566900229	6.97518866229435
BA2303	6.44802101478473	3.81737153202812
BA2160	6.67558655089664	7.32489473499785
BA2038	6.83344544574865	5.26497574003642
BA2602	6.68423874907307	5.31033947454173
BA2964	6.81453593095305	5.53350703365187
BA2898	6.47329372187665	5.73858169391831
BA3003	6.32546109149907	5.15703871631077
BA2111	6.45799676814181	6.09048118374774
BA2827	6.46528423305325	5.60231976530737
BA2912	6.35352478320916	4.7189671068174
BA2437	6.50546050499068	5.57895756058083
BA2283	6.40549948389557	5.17806224044823
BA2057	6.38888273500531	5.10629601616429
BA2633	6.50546050499068	5.33399944565982
BA3034	6.45552187143232	5.34471469248409
BA2607	6.3878866435171	5.58195119803049
BA2761	6.41701283707656	5.04377519736749
BA2795	6.37358566074055	4.93540010442141
BA2182	6.5105672693692	5.4501485597404
BA2152	6.46580356265107	5.45636731851438
BA2381	7.09423229403913	8.43517613550052
BA2931	6.62737493861003	5.82897025310715
BA2040	6.62737493861003	4.10430197787171
BA2590	7.19225834495813	7.03196402344294
BA3195	6.59785150913547	7.83268389248944
BA2516	6.72524597427468	6.90032088066256
BA2353	6.97731252665637	8.40664550150058
BA3036	7.023488210081	7.26503778677364
BA2971	6.70309367478267	8.84806156927188
BA3410	6.85895592875875	6.36512999451549
BA3118	6.81629782268832	6.67724465459247
BA3206	7.08974258985974	9.08862153045619
BA3202	6.97318609681243	4.94702787792631
BA3217	6.51917819512762	4.81514527019492
BA3405	6.57720688521491	5.70948396756837
BA3306	6.52375465899181	4.17828103107484
BA3371	6.56739724791344	6.16270217963845
BA3413	6.88232132236019	8.43037965011906
BA3411	6.72991592484699	7.23805703314362
BA3133	7.35298985161002	8.44966638628301
BA3164	7.04851156959908	5.95559861955689
BA3451	6.56942061445838	4.06401487195903
BA3286	6.73345379130114	7.00490622738367
BA3212	7.58879646153396	1.8338629705864
BA3103	6.77421514705842	7.43138197639579
BA3271	6.93152855508892	7.53974354156668
BA3152	6.94819581980106	5.91992653150053
BA3095	6.82008128976274	7.10160504306164
BA3192	7.09190952990899	8.52190108216259
BA3251	6.90940702790402	6.08621852980205
BA3362	6.78550767222755	5.42125052108752
BA3400	6.45847746962255	5.89003355654074
BA3135	6.3878866435171	6.26881149847343
BA3408	6.54766219361137	2.57836343869641
BA3187	6.75309739437635	6.4417602152858
BA3098	7.07919944865791	8.32449794408229
BA3435	7.07103568667065	9.3735473533766
BA3261	6.83535757136623	8.07426638068647
BA3203	6.48120572889895	6.97250726431014
BA3174	6.8576823032308	5.73207630464099
BA3317	6.86708630662577	8.78412431760784
BA3299	6.49051077750921	4.04672215210504
BA3221	6.36600938491696	-0.38969003685215
BA3347	6.45401948854285	1.22944543113974
BA3235	6.40025463094879	1.81606762523089
BA3126	6.89968682755392	3.2401351714745
BA3380	6.50152491798344	6.34190143280827
BA3089	7.04562502354572	8.79022656584331
BA3109	6.69027313849037	5.96945929693027
BA3114	6.07391847012236	5.7641069155357
BA3418	7.3548407117676	6.62357481456438
BA3245	6.98621603600523	6.97993778438247
BA3085	7.48057619109315	7.56321071069528
BA3128	6.6952290990594	7.00991256129177
BA3423	6.86708630662577	5.53058601108242
BA3173	7.11288822976142	7.1445927897216
BA3171	7.86087718753597	9.14481502348153
BA3277	6.59203093136997	6.44947039282618
BA3210	7.09779989974783	5.28864753312789
BA3157	7.00079089475897	8.42559982560594
BA3433	6.47715255483626	5.70146183160515
BA3322	6.65403117957095	4.93470537442066
BA3374	7.18644077892568	5.53239656043462
BA3450	7.03048318855786	6.72640507458581
BA3167	7.12814379144502	8.40194775982719
BA3269	6.50854787129231	7.55189787670547
BA3110	7.03404295294828	3.17892025585561
BA3156	6.71895435387141	6.61592394796106
BA3226	6.93827202821145	7.7045927999637
BA3421	6.45699666582514	5.05080635120384
BA3232	6.86346274491745	7.12266775163133
BA3289	6.34503333401511	5.08151823941693
BA3430	6.63486341869675	2.4702039958371
BA3145	7.03474280183588	7.58759859001841
BA3399	6.31068973576453	5.58084969783205
BA3449	7.36724009431295	5.95439094102815
BA3384	6.71895435387141	7.56567805381962
BA3427	6.69300731767576	7.66369633945432
BA3163	6.48560018665895	1.17134115218982
BA3158	7.32779530563549	7.45963779857083
BA3436	6.80545390529169	8.47663077360064
BA3154	7.18235291359456	-0.227067223199409
BA3162	6.95960331595656	8.49657233882556
BA3352	6.66781105206711	6.99719018449603
BA3084	6.7892246921242	6.95213438220586
BA3149	7.07919944865791	5.90555861314736
BA3169	7.03267038157323	2.62283712368534
BA3180	7.1639233124779	7.79093203959201
BA3255	6.61979235879454	6.40926123688896
BA3438	7.30411511402805	3.9216388561837
BA3345	5.98917879350321	2.02417937472789
BA3403	7.11817234858432	4.68063578286025
BA3431	6.61592394796106	5.74901581721608
BA3181	6.43493754543007	4.39774491020096
BA3341	6.88034277223335	5.75832214709053
BA3191	6.67612658139253	6.79520689964912
BA3197	6.8194770973329	5.66936167999459
BA3448	7.05570452227078	8.51679913189176
BA3453	6.6952290990594	7.12738803665014
BA3406	7.07405167828484	6.73404028171299
BA3308	6.98688341334907	7.55977224878375
BA3186	6.82908216215166	8.10894763837049
BA3334	6.21584775215817	5.02586431491849
BA3447	5.78152676577258	5.94021025458643
BA3116	6.60051001058414	5.85542200416075
BA3280	6.53989151011847	6.01005588113279
BA3185	6.04192947928388	5.6098838682387
BA3094	6.98958107037054	5.75137733831877
BA3318	6.97993778438247	7.574849932275
BA3216	6.32959875231621	6.67285627660237
BA3332	6.95550948162844	6.47025472959033
BA3214	6.85335943019892	5.9785222997962
BA3099	7.12505562496802	7.20386734649371
BA3141	6.65295694076347	7.23894729675129
BA3373	7.77581260088951	7.56206988956539
BA3319	6.44374763893835	6.19521896796153
BA3328	6.58991080721251	4.62535414272787
BA3339	6.31765450633365	-0.08887661487244
BA3240	6.89839628157059	7.69023500088856
BA3142	7.74397164014646	5.56967790109069
BA3333	6.62245620960063	6.99516443206292
BA3381	6.80116720365205	6.39210318114874
BA3290	6.63330728837913	5.14045385048919
BA3207	6.20186257831003	3.08252840570975
BA3296	6.16229657509821	4.19910119394124
BA3305	6.732801148639	3.81612780124423
BA3434	6.57095981156775	7.19312453230448
BA3189	7.13671405241938	7.06371663624663
BA3264	6.92499248066896	7.54625616208849
BA3329	7.18891809205662	8.05115312612603
BA3417	6.89058644352535	-1.04532144447794
BA3367	6.21316864027758	0.962688765366786
BA3225	6.13032258367322	2.72493519321927
BA3183	6.93090952480088	7.48057619109315
BA3222	7.43138197639579	4.25414001013237
BA3139	7.60395254604328	6.63599137571399
BA3397	7.54512561180818	7.35390839708449
BA3311	6.53396722315737	5.94099029232779
BA3422	6.30098784091473	5.54020534264446
BA3228	6.57407550686427	7.17116786854616
BA3213	6.96091622827791	7.8503248353151
BA3270	6.46528423305325	5.48358277984793
BA3415	7.68652733200955	9.88079564639631
BA3324	7.37396310701658	7.81101053195418
BA3194	6.98063449004179	6.63330728837913
BA3335	6.50956258535332	6.17773554711095
BA3199	6.60792383481337	7.59808663804993
BA3326	6.94358580230343	-0.0006124782671186
BA3285	7.6112304020112	7.78681257977187
BA3297	6.83464418679852	6.74447949059254
BA3227	6.79520689964912	7.40017541649469
BA3394	6.80845562026412	5.43546904513176
BA3412	6.9924430115513	4.96266025809675
BA3293	6.78255354390321	3.4550470720229
BA3250	6.86209164981008	7.12738803665014
BA3177	7.05362684769664	7.40108920011618
BA3315	7.40900238551148	5.33868120504246
BA3182	6.67112647924208	7.4382687261571
BA3260	6.48756519390035	4.43026354617328
BA3369	6.83661488155882	8.1073163967498
BA3078	7.01060112681321	8.74983670146495
BA3386	6.68355614720783	6.99516443206292
BA3445	6.46040057966304	2.9652424467697
BA3452	6.52072194410879	7.80094268898657
BA3176	6.85962983110872	8.42321613548815
BA3258	6.37732984108365	1.45644363841645
