	ID_sample	TypeMutation	ExpressionGene
0	BA2094	mut14	4.67637166855402
1	BA2155	mut14	5.98876336939614
2	BA2156	mut14	7.07626127790368
3	BA2184	mut14	6.44275689894875
4	BA2277	mut14	5.10594699725947
5	BA2360	mut14	7.2588778562729
6	BA2410	mut14	4.41203936018631
7	BA2417	mut14	6.48364202900439
8	BA2561	mut14	5.48834420491023
9	BA2656	mut14	5.40260210506482
10	BA2718	mut14	6.29503336143835
11	BA3117	mut14	6.67058412961645
12	BA3194	mut14	6.25762029146855
13	BA3199	mut14	4.99180938190523
14	BA3312	mut14	5.45268870343212
15	BA3347	mut14	4.76423948896672
16	BA3413	mut14	6.44032365945441
17	BA3435	mut14	5.57302988682288
18	BA2409	NonMut	4.28287221181771
19	BA3037	NonMut	4.90013515136005
20	BA2496	NonMut	4.23933489780631
21	BA2172	NonMut	2.72190658077127
22	BA2865	NonMut	4.17058314923078
23	BA2923	NonMut	5.45304161965294
24	BA2751	NonMut	2.58506527889394
25	BA2480	NonMut	4.67531691808554
26	BA2922	NonMut	4.08875675423065
27	BA2452	NonMut	4.30013555444454
28	BA3379	NonMut	2.0770334234633
29	BA2887	NonMut	4.02122678644599
30	BA2712	NonMut	4.15267733940571
31	BA2068	NonMut	5.78039940452266
32	BA2236	NonMut	4.15346615907927
33	BA2104	NonMut	5.13405333693121
34	BA3124	NonMut	1.476380913732
35	BA3395	NonMut	4.13672265907847
36	BA2921	NonMut	3.92080947324684
37	BA2449	NonMut	1.02625518585044
38	BA2003	NonMut	3.32244963878786
39	BA2802	NonMut	1.52473253102689
40	BA2235	NonMut	3.82911707265365
41	BA2858	NonMut	3.29856222037781
42	BA3038	NonMut	2.92785784415797
43	BA3006	NonMut	3.82956094341535
44	BA2245	NonMut	3.20774281737749
45	BA2667	NonMut	3.18539191254435
46	BA2239	NonMut	3.8731578362981
47	BA2782	NonMut	3.20402711138277
48	BA2649	NonMut	4.09594771036419
49	BA2488	NonMut	4.69293160792587
50	BA2861	NonMut	5.82781183106441
51	BA2909	NonMut	2.7193595880697
52	BA2429	NonMut	1.70040931206807
53	BA2653	NonMut	-0.955019873236662
54	BA2134	NonMut	3.97877357956691
55	BA2947	NonMut	1.88611466547517
56	BA2032	NonMut	4.01602165914582
57	BA2162	NonMut	2.78077782583149
58	BA2564	NonMut	3.77297177293419
59	BA2597	NonMut	-0.553698651531121
60	BA3243	NonMut	2.78886351304532
61	BA2106	NonMut	3.58224059509736
62	BA2427	NonMut	3.04984902144128
63	BA2841	NonMut	4.93680420181051
64	BA2446	NonMut	3.86625779235957
65	BA2645	NonMut	2.28415307068272
66	BA2525	NonMut	1.11327352647761
67	BA2876	NonMut	2.78509945236717
68	BA2357	NonMut	2.54477407549094
69	BA2546	NonMut	3.61896542811489
70	BA2742	NonMut	2.96756252596824
71	BA2316	NonMut	3.40984494980966
72	BA2421	NonMut	4.37709807675879
73	BA2087	NonMut	4.76423948896672
74	BA2910	NonMut	3.42700721830478
75	BA2148	NonMut	2.3981318032461
76	BA2063	NonMut	1.6503374693223
77	BA2329	NonMut	4.43136474968559
78	BA3178	NonMut	4.10116724752771
79	BA2072	NonMut	3.3559427751702
80	BA3029	NonMut	4.38190849589156
81	BA2733	NonMut	4.05481304236777
82	BA2995	NonMut	3.29539275507136
83	BA2069	NonMut	4.17097982570357
84	BA2100	NonMut	3.26489084188612
85	BA2681	NonMut	2.1564538283059
86	BA2248	NonMut	3.16152901437988
87	BA2832	NonMut	3.49498654848934
88	BA2308	NonMut	2.07551474804364
89	BA2413	NonMut	1.77938017927713
90	BA2701	NonMut	3.40478828304456
91	BA2634	NonMut	2.76415272420686
92	BA2677	NonMut	4.48405433357267
93	BA2937	NonMut	3.39408136723173
94	BA2600	NonMut	2.35862915042539
95	BA2019	NonMut	-2.39197358821824
96	BA2412	NonMut	4.25756799093307
97	BA2334	NonMut	3.53525438523798
98	BA2050	NonMut	3.55468554456962
99	BA3230	NonMut	1.77852061497003
100	BA2953	NonMut	1.28408100907308
101	BA2481	NonMut	4.08235926354273
102	BA2731	NonMut	4.66116910371648
103	BA2294	NonMut	2.84361014461716
104	BA2418	NonMut	3.13545088340501
105	BA2816	NonMut	2.29274376602721
106	BA2814	NonMut	4.64767094792984
107	BA2631	NonMut	4.37526276855373
108	BA2023	NonMut	4.36422145455571
109	BA2375	NonMut	1.74235504558661
110	BA2485	NonMut	5.02344029058297
111	BA2455	NonMut	3.99750343335924
112	BA2025	NonMut	3.65217826413879
113	BA2636	NonMut	2.37696590491495
114	BA2325	NonMut	4.14291109778237
115	BA2169	NonMut	2.2056828662415
116	BA2511	NonMut	1.80922490282006
117	BA2939	NonMut	3.92863047596879
118	BA2168	NonMut	2.86069959337886
119	BA2505	NonMut	3.11723962574335
120	BA2860	NonMut	2.65103145147609
121	BA2707	NonMut	3.58320104954503
122	BA2871	NonMut	2.67895472934526
123	BA2655	NonMut	0.989571291988117
124	BA2227	NonMut	2.32885276073375
125	BA2125	NonMut	2.02093905392642
126	BA2523	NonMut	3.53193069811392
127	BA2603	NonMut	2.94301747727414
128	BA2808	NonMut	4.11467686706542
129	BA2282	NonMut	3.11162257980491
130	BA2482	NonMut	2.42732071858121
131	BA2812	NonMut	3.74312437020525
132	BA2822	NonMut	2.78695227844324
133	BA2594	NonMut	2.79131997623963
134	BA2747	NonMut	4.24467569327526
135	BA2567	NonMut	1.05024966488372
136	BA2906	NonMut	3.09979908032792
137	BA2956	NonMut	2.48258097022462
138	BA2474	NonMut	2.37344049776216
