	NF1	RAD21
BA2277	203.6065735095337	12.040184337419634
BA2280	384.3268511749896	8.867506451898345
BA2281	148.70915295462936	16.67272759945315
BA2282	67.04868900711168	8.901841543428535
BA2286	201.80223865128715	13.39494709097916
BA2288	132.16680416497255	10.082944575583005
BA2292	106.58922238443596	18.590565422674203
BA2294	154.65930575825166	8.922417194971139
BA2296	124.91800887503584	9.253808222732571
BA2300	127.68776719943128	15.91951318108498
BA2301	102.8235989089254	7.975873603129876
BA2302	143.47247258145103	9.987074162137658
BA2304	58.26545447919322	5.843656849489537
BA2306	191.29686259218525	11.005838226949349
BA2308	211.6825983608057	6.875562225380477
BA2309	67.00275595385449	11.791282340863557
BA2311	104.19731581066932	8.572661186048336
BA2312	156.40969992181428	7.674918446231897
BA2316	78.52938685382075	7.282340044737987
BA2322	67.9089880251087	5.18753456585531
BA2325	84.63892612993457	5.008815555223583
BA2329	58.569892419639714	5.409638321457206
BA2334	105.09829684011098	6.602282118293289
BA2339	75.60546526741308	8.06670173891155
BA2344	141.96156499550946	10.584311463633012
BA2347	66.77803076811274	8.719695984514088
BA2348	55.136801578737725	4.327835996869017
BA2350	91.19479049601118	4.588882690076493
BA2354	113.2548155663928	12.00451486898158
BA2355	120.526364356186	20.65281023706665
BA2357	114.73993656372434	11.108352146056484
BA2360	169.86331229535077	8.805045872014531
BA2361	101.58710933354486	12.820670415669928
BA2363	35.095611280938215	3.870061482063049
BA2369	189.42521296233164	12.850566536925276
BA2374	90.40492261621532	9.087586819222311
BA2375	178.2945435585226	7.831872915187479
BA2376	49.77597347964191	8.201038447211358
BA2377	209.4103095988851	15.515745904212263
BA2379	124.56604347639134	8.82297591175788
BA2385	47.80464009196283	9.25356836754013
BA2386	231.55889311260623	10.908254139241263
BA2387	153.3348976809124	10.729442600106111
BA2394	95.31685868127607	11.860730450178448
BA2399	148.13163782499456	9.462752231839673
BA2400	205.685906014256	17.491428972560485
BA2402	180.8329650691468	8.029770309000423
BA2405	79.99933475446306	6.783514065467473
BA2406	34.71633495236259	4.789139318834035
BA2409	129.54548333633426	5.9648479891895
BA2410	225.8440833603437	12.216570162803489
BA2412	36.32016613028614	7.434423162851566
BA2413	222.15236454691257	7.014678596936963
BA2414	198.15717400889827	7.232459983658254
BA2415	34.29848221862546	11.629542912695369
BA2417	114.89562170147244	6.087635035150938
BA2418	135.68566336616163	5.170131502585171
BA2420	92.4940177792892	9.57814254684074
BA2421	91.31185986416747	32.82849295268981
BA2423	84.67758172475536	7.4386621718513055
BA2425	162.79491087118302	7.4966187289404544
BA2426	55.81249060280109	5.078771875409028
BA2427	49.06504183977397	6.27947651756106
BA2429	151.06596918946528	8.178058606915211
BA2440	135.89464622431606	16.32951560083481
BA2441	303.9044042244336	8.542129804765835
BA2442	213.18153533200555	14.204882194839056
BA2446	68.07249241660844	10.364804794975528
BA2449	171.94192740645337	14.089617863871435
BA2450	203.05409982012395	6.47225667494796
BA2452	193.1247259182125	8.272702521925646
BA2454	131.56553160502267	6.942160543769251
BA2455	82.35449417281512	7.8038560766564276
BA2456	61.180971099669165	7.882438568555351
BA2459	87.45011280306524	9.797272940458363
BA2461	85.85159772017813	8.219969197680816
BA2463	41.31280183229365	12.690477923250375
BA2464	107.24054284277707	8.325017469373892
BA2469	251.0946035683642	6.430379507824933
BA2470	124.4127267962813	5.793494776867308
BA2472	96.75468631074348	6.274127828022683
BA2473	135.90179155823498	10.464200233436472
BA2474	90.10814805826662	8.453590141912928
BA2477	251.96199370434655	14.454241798469251
BA2479	58.5148987250125	8.334742963888607
BA2480	185.00097066910075	7.023019041158557
BA2481	45.24202580176599	5.147954855206522
BA2482	179.89138144862451	9.673974306294848
BA2483	170.9383763555678	13.30799648435604
BA2485	174.4791578442435	7.764965016349434
BA2488	125.0322329857764	9.955539364023684
BA2489	60.39576113585825	9.378517373509853
BA2492	63.18416194926038	7.464666356901334
BA2494	95.09040528581576	11.2361552416597
BA2496	45.25937170899411	6.263368166361607
BA2497	42.28054193054178	11.770026231771718
BA2499	101.23626725514532	14.879974384025108
BA2500	199.5066088787393	7.521231245992113
BA2501	120.03527020920772	12.62601078055385
BA2502	129.68288700469952	9.310906556965936
BA2505	175.77268062103064	7.223980123328793
BA2507	148.35611675642977	3.825761168013304
BA2510	37.039426921791566	10.624600112642494
BA2511	43.14309877006726	5.903836931663234
BA2512	84.18061058654125	8.148040889126415
BA2514	136.22047089526455	9.82159563378448
BA2515	63.079763869883294	10.264101693684571
BA2520	91.07509546057814	5.918793888432724
BA2521	188.9495712148245	9.910091896864747
BA2523	231.1519510714657	8.833513249971563
BA2524	89.18268298048588	7.699731455993478
BA2525	33.4185441002891	8.770496731111479
BA2526	193.6457426221941	17.08355327657949
BA2528	156.4198357593167	10.95619152241139
BA2532	136.4370444751564	17.277575819534
BA2534	252.0719388356896	8.677937913221355
BA2538	163.56922986240653	10.913820694522553
BA2539	89.42632790129001	13.978502747180436
BA2540	102.9294284547094	4.592253604891722
BA2541	65.6930492624528	7.417264627916515
BA2545	93.36255824417232	9.368149045066335
BA2546	68.15655886655676	6.906706856278332
BA2552	371.11845971912896	12.480830817711963
BA2559	139.1365522105781	9.529928027515686
BA2561	39.73792927932083	6.750879843314633
BA2563	174.09947387656885	5.624974228062305
BA2564	85.07499451835139	6.846327704749135
BA2567	30.7649353050662	9.314424545325542
BA2570	289.1494765836638	17.334215847491553
BA2575	49.55685552128676	5.477289467005744
BA2577	118.70210933626588	7.43704400808223
BA2579	141.5662109630884	10.763658341093915
BA2583	175.38868962690978	9.890591627699177
BA2584	57.36722309793788	6.499434090328587
BA2587	156.35443522543525	7.206419255062711
BA2588	190.10730529365503	7.474967556882667
BA2589	160.10103382389008	9.229416269372235
BA2592	206.67516523469448	19.169117856989924
BA2593	0.131948509740975	0.5499673904738163
BA2594	115.70215184308827	9.139083579125286
BA2595	39.45864383623836	6.547667946907218
BA2597	97.936434541528	4.217510422821092
BA2600	183.1853616101156	9.353896237028234
BA2603	132.7224555535752	9.768311999403744
BA2618	125.13469547601136	15.46445402601978
BA2619	65.80756208405029	10.24348484377864
BA2620	136.00222939519455	10.216901742287613
BA2621	163.23017498489295	7.688498948557723
BA2622	121.40379419765218	11.856726789983709
BA2623	201.24225278348143	13.446594472046977
BA2629	40.404138271266014	8.594657614716793
BA2631	109.59519540707544	8.41576670737534
BA2634	178.5576422875698	5.922645896258479
BA2636	119.06478603350848	7.065038505416176
BA2639	180.8138917906739	10.010161068121263
BA2644	91.2566416483229	5.2597819078544354
BA2645	76.16513839589086	9.463742795285215
BA2646	159.00708462304976	10.03274456794311
BA2649	103.47973972281912	8.712169545197561
BA2651	69.82136680760968	5.018140227249536
BA2653	97.22040551437576	9.771089494494756
BA2655	274.1036597231043	30.556439747727115
BA2656	91.65100885209748	5.318476119902994
BA2657	109.05733959704034	13.558121784268703
BA2658	130.20636621989172	4.654695657476833
BA2659	84.44632986861905	16.718520678385307
BA2660	89.78421103698174	7.836327552343412
BA2662	62.0646160314211	5.873299561545402
BA2663	135.66967309315947	8.080320855742233
BA2667	131.0534229598689	7.957563016351409
BA2670	162.34339961552118	10.815173782482145
BA2674	147.0979160005437	5.586960032133701
BA2675	171.949167646683	8.80433163554737
BA2676	91.48180314484172	14.295097086991808
BA2677	161.03891322846772	7.976881058970531
BA2681	70.04019857231029	8.780910687229923
BA2682	109.11172435395687	7.710059959218154
BA2685	163.1492191604278	15.721198305823696
BA2688	25.648700935483525	9.136700966465709
BA2691	110.47005559851227	9.81666764700157
BA2694	78.54970935159275	6.213926440467708
BA2695	60.81625844565557	3.385600384087774
BA2697	87.08814851074648	3.914813236169825
BA2701	152.1665461230095	6.208919627119961
BA2704	201.20381554401783	7.709101855865436
BA2705	341.2926798773445	7.11128981908457
BA2707	86.74408613423792	7.130671220290234
BA2709	89.34929908737492	6.946880022044021
BA2712	121.8668429618196	8.715074617421482
BA2714	192.9030108214692	11.947381290035214
BA2715	155.77432060481345	7.9908424818815
BA2718	139.00641014037672	8.743801897061989
BA2720	43.36677119694078	12.623245416287624
BA2721	265.52723888228604	7.824177092542211
BA2722	167.37349745602896	21.156102406265585
BA2723	160.4939192604911	10.375714600574018
BA2724	109.31239860907291	5.450778898354078
BA2726	67.6526031910199	9.224656526294682
BA2727	94.5353950808028	7.2063798654766975
BA2728	183.55938591740525	11.6589570980474
BA2731	107.27800255164831	3.825267336455325
BA2733	56.24385956314274	5.937480129183587
BA2735	147.8262491538163	8.716166676984766
BA2737	78.27415765988898	8.059068369130218
BA2742	129.95283163495762	9.60144734897058
BA2744	33.77381747949175	3.4684355266186118
BA2746	83.86915751314284	7.599745388967682
BA2747	62.27748732776638	7.651377512409418
BA2748	199.25488871332868	12.55875252888568
BA2751	119.3254783695873	6.631137259735903
BA2756	85.26857123717195	8.313613699099756
BA2758	57.32248577768649	8.358962769112686
BA2760	145.6582421432596	13.39521223098779
BA2762	191.9918527694903	6.784312013608401
BA2764	112.03677400504952	15.078263588638512
BA2765	151.23552413719125	7.699253392049299
BA2769	139.97004102912095	9.361756841663468
BA2772	119.91695093878694	5.990000228879067
BA2775	142.37797575702365	11.231430347123924
BA2776	210.7570629268887	6.300427536036851
BA2778	104.64943656261444	4.436186959369814
BA2782	95.5382653865288	8.015532388218636
BA2786	100.28994245785098	8.750798721553965
BA2787	41.04953227327876	8.772402732286627
BA2789	180.57875038543253	12.690204036147708
BA2791	88.89145755618246	10.013093916294787
BA2792	43.79211018690363	9.349854225229196
BA2798	216.74514018367236	11.320668917283385
BA2801	95.49222064689803	12.300105653747424
BA2802	181.44247096762143	11.674453813334097
BA2804	159.40234247738303	9.948183462781904
BA2806	220.58941345398543	9.239625565942395
BA2808	48.49155366434125	6.253328628485094
BA2809	192.4826987219994	9.480771579524577
BA2811	103.90778382500056	7.8572391190129185
BA2812	63.29461370691892	9.580850470658854
BA2813	135.21858205685575	6.871862217728357
BA2814	42.45775692519901	10.50067506991098
BA2816	108.00098695013564	7.879227320258685
BA2817	166.47145168901284	8.567011899482022
BA2820	138.81448881402198	7.037460506740012
BA2821	351.9780878770896	17.60763100096741
BA2822	26.705595800531245	10.567069438748083
BA2824	205.53801514045847	4.683691483393542
BA2828	102.89567819352284	9.433810687478156
BA2829	242.33983194955127	7.568162408320408
BA2830	98.5229049066421	5.473336416357746
BA2832	133.52973932243407	9.992879451805464
BA2836	152.18203301703952	6.428689543614687
BA2837	284.90182762062886	7.69629748433335
BA2839	94.94255129550952	10.702870709793087
BA2840	30.61186595745973	14.098907636349963
BA2841	55.33534050785352	10.86633082856018
BA2842	90.91663503687948	8.122653245216734
BA2843	89.31518458610059	9.97163363501163
BA2844	166.41325673111845	9.285825149104296
BA2846	184.4292886686244	7.114886095215292
BA2850	120.0296485527902	5.097039701059529
BA2851	192.33548881236496	7.930079634666398
BA2852	63.33031704535766	10.733105482199862
BA2855	71.99266493479804	10.412020171563372
BA2856	182.44398582682192	8.123417456297645
BA2858	83.47971274712972	11.732022768469532
BA2860	62.6038407485975	9.580156560415908
BA2861	110.33834810966074	5.739678316914184
BA2865	31.00540326828447	6.786711420764503
BA2866	197.19219437101748	13.570153734926146
BA2867	157.50388934653276	6.5776794410019725
BA2868	122.76092055850206	9.41411842427432
BA2870	110.29051242164029	15.218174085191572
BA2871	97.75384815513968	8.517910766576021
BA2872	185.24782943911865	12.738415912342797
BA2876	39.54924914309381	7.948332469106371
BA2879	99.75597906454227	8.7832317062327
BA2880	101.5909856776464	14.20169997994761
BA2882	112.198336489372	7.158452857080666
BA2883	203.20276533728472	13.323673284159556
BA2885	187.98064074137977	9.1437329828171
BA2887	392.3699241261624	10.013956036977431
BA2889	0.1338236807905606	0.0526682049279554
BA2893	186.1761368733409	7.428524101497821
BA2901	41.17385408187821	6.693510757997804
BA2902	145.85444383485867	9.897790129229035
BA2903	133.66038215570987	8.231738411041828
BA2904	241.73197871780164	10.079079666847052
BA2905	109.43006937813156	11.079928175686486
BA2906	152.91529910720683	9.756131041333148
BA2908	173.5960498164805	12.743765720614595
BA2909	77.32406557089642	6.922166908194905
BA2910	271.8085988903684	9.025651262817592
BA2911	269.4633451313588	11.157070639231096
BA2914	166.5248167599512	6.029033683775086
BA2915	6.823141893971271	2.432698412466443
BA2921	101.46207330874968	4.687694470296719
BA2922	171.04246058528	10.563641838224775
BA2923	48.75808345329777	4.43442129730587
BA2926	161.0086066472505	10.404461026625832
BA2928	62.06281378530893	10.11643727364132
BA2930	117.55326188747804	12.815465943706217
BA2932	231.47952642480772	10.837366964790483
BA2934	73.61106151530505	8.544368841382356
BA2935	121.30769117899668	6.18957415651764
BA2937	92.81814116327772	7.9631102781870515
BA2939	176.43003976228755	4.814820204236246
BA2944	156.2191679164993	10.064472511470012
BA2947	28.704400954899704	6.492174850950838
BA2948	86.39156252488048	16.64618729092987
BA2950	284.7990532041516	7.245089154829005
BA2951	123.15440535801449	5.174473590117093
BA2952	106.08321567639236	16.129897557537284
BA2953	72.6736446430472	5.61233345548178
BA2955	39.289600749030285	4.626903249324755
BA2956	35.637509346040545	5.528563793050033
BA2962	197.011970114943	10.754058816270438
BA2970	109.85782570547326	7.655852368698684
BA2972	127.08058682876558	4.875855602823917
BA2976	114.81212472094064	6.668422614850322
BA2978	81.53187295323688	6.517289850731646
BA2981	51.709594321698575	6.277416724940326
BA2984	218.1342249651564	4.623263901162467
BA2986	138.6981976983092	10.61649522660097
BA2989	89.55920784850588	10.501458838357118
BA2992	174.1559179385256	11.530571617754989
BA2993	116.75603556885608	6.377924762484255
BA2994	205.2736444741335	7.09209433756163
BA2995	78.43786635139111	7.927022872959648
BA2999	139.17052067665466	5.533919986013618
BA3001	225.6917911104391	8.967662310686702
BA3002	248.3132071115166	16.7972457877744
BA3004	146.41442949193342	7.085755351782302
BA3006	131.7007986752833	7.136737262954476
BA3008	0.1640866873065015	0.2984697073842119
BA3009	180.9021355226272	6.894381047571565
BA3010	99.1017100390366	5.412972758144391
BA3011	125.40261175284284	19.55809814346926
BA3013	142.63889820812068	9.247982876855191
BA3023	54.85346455292598	4.0703173877139145
BA3025	111.54561761093512	4.821452582837324
BA3027	70.52398475728634	8.311939681222812
BA3029	86.19693989402455	5.9919030611137964
BA3030	328.0056889573503	11.048257548925138
BA3037	175.74270593972224	7.5162662118315
BA3038	210.31260336505892	13.281945296374737
BA3040	45.92094926849498	14.055834341442273
BA3042	161.0984766462048	10.083466709865757
BA3043	49.45710026791884	7.858543977921846
BA3049	5.969525693002183	12.85756735103648
BA3051	63.69881256596946	10.971059465533544
BA3053	152.00397168269578	13.537613702438962
BA3064	201.18480931502572	6.173738741923538
BA3067	211.5006340656422	7.462077652141978
BA3068	161.26744110478273	10.92123400166833
BA3070	123.30358870257324	7.295000725895216
BA3071	302.56906291281126	10.52390611206101
BA3072	312.38037262704427	8.537634657826874
BA3075	143.48506077086566	5.0177523164792746
BA3076	26.082152629232723	6.436084135633871
BA3077	159.83900132526296	16.521622849251806
BA2040	88.19640703584804	10.369023486536902
BA2160	246.74003776373183	9.025528918383657
BA2303	140.43353398736284	8.486958621868874
BA2353	188.11794952171155	9.912825000169375
BA2516	152.53780232404594	12.22145040127422
BA2590	227.36806320229115	11.020519906011817
BA2647	237.84824537527427	14.01612973269423
BA2891	137.26092975764416	6.276369361840032
BA2924	223.39027855209372	17.079325553908557
BA2971	96.0791157225974	8.74346075786503
BA3036	255.0629685648225	6.274789637985522
BA3059	138.96931091404295	15.366874484849632
BA3073	206.23744466270267	12.639113852233436
BA3078	272.10248263389946	16.694293404719758
BA3079	95.45282804110204	8.381004427762392
BA3083	187.27367058107345	14.810650623264374
BA3084	122.53649006969673	8.931039707541247
BA3085	100.0252807550888	10.595121842708444
BA3087	460.9679911353937	18.36457240150483
BA3089	269.6975290383345	10.809715902166948
BA3094	92.06918900047364	8.270966085411256
BA3095	224.0292272594461	12.881896387377646
BA3098	195.9334197562845	9.590542634787692
BA3099	379.4322202086229	15.955877745803877
BA3103	165.5219665724583	12.263914273744836
BA3108	245.96800360851293	20.79246823882168
BA3109	132.94133523996058	8.027688129345798
BA3110	204.93388712530657	8.592635501023473
BA3114	157.21383862630557	10.589312921282527
BA3116	73.59934409793948	6.607313984515323
BA3117	320.83057620793136	16.365237048266398
BA3118	157.51342411451563	12.705569947122092
BA3119	349.0966061070526	12.810425741677957
BA3123	137.12699462957363	6.382645609230425
BA3124	65.26530944326079	9.284977057831163
BA3126	169.9058236447186	11.412819087950716
BA3128	211.6879117781022	8.810140240962603
BA3130	95.15656155278732	8.426457892847933
BA3133	215.74995269209867	16.356477365148123
BA3135	268.0646847813542	9.496110992875614
BA3136	145.78115232106128	11.243952690380354
BA3137	157.01974129618148	9.02747316791148
BA3138	230.3337342749573	11.423077315635409
BA3139	146.6748115601303	21.45425266023014
BA3141	161.6339322558331	12.966304139588166
BA3142	87.31993589404239	14.091857300176931
BA3145	239.76856898668805	10.354261631048317
BA3146	177.31275979464104	7.933065611315002
BA3149	238.43616497424537	6.029497936530812
BA3152	61.44803798997775	14.817160210145763
BA3153	174.01100812406176	11.934807261655983
BA3154	97.4310714509888	10.37847228212452
BA3156	185.1834396431005	20.914478818740264
BA3157	212.8809027023121	10.776595378268189
BA3158	197.65957432697925	10.1711382617597
BA3162	216.5056270416564	11.237044105692334
BA3163	203.77054518568227	8.312243991569263
BA3164	373.8136618371857	14.73226368307242
BA3167	56.156964704662514	7.282263747764319
BA3169	176.04742129671854	16.814891128842294
BA3171	189.60298414759188	19.46649574711684
BA3173	212.4418000765387	13.476480334718383
BA3174	199.79928936886176	9.1782654338674
BA3175	134.1322865400523	5.595467776707004
BA3176	181.09546918820772	10.516834615247337
BA3177	267.32574083128566	19.33996055650852
BA3178	32.73882697518744	11.331439290758995
BA3180	419.6604107682547	14.02641990095722
BA3181	86.9043315247993	9.503419985420877
BA3182	195.0920648213859	14.978060789083155
BA3183	326.7004993841674	14.519903017517604
BA3185	135.5257936694538	12.291302372484742
BA3186	228.04792465394772	14.913191470830974
BA3187	31.623910732206127	11.349434096297829
BA3189	245.12282784132051	11.932120982129211
BA3190	154.0637929559441	19.097652187768876
BA3191	101.14235690292196	8.862948952022187
BA3192	297.7905737654821	19.90767000833373
BA3194	310.918524770011	15.667454413013024
BA3195	307.3614638898987	8.708910526307639
BA3197	244.1897443579869	8.465826631517633
BA3199	247.9957365242724	19.909073905218158
BA3200	299.6221836051252	10.909278309870528
BA3202	129.54062246773063	16.823737521829127
BA3203	88.63157011379647	19.44197628482391
BA3206	160.66636813154207	8.41819053439068
BA3207	214.78979346649717	18.366640693630632
BA3208	209.98466747814996	6.102771587580501
BA3210	183.7222378307674	14.175531101627
BA3211	168.4096662558839	8.689275557787132
BA3212	291.1621455436483	18.35884200611968
BA3213	291.1371797529326	13.56965681003816
BA3214	104.5490566409768	10.371187620116046
BA3216	266.1372244527796	9.438854222222687
BA3217	297.1433427105736	11.88035751769358
BA3219	119.90002373940298	11.093733857751708
BA3221	92.46844618429596	8.869172543186263
BA3222	242.922999828226	23.17656100981065
BA3225	201.68996241015256	11.151218427400725
BA3226	229.2579314955156	9.794689013130396
BA3227	369.44084774026624	9.959340799942916
BA3228	261.688592673945	16.46223049863661
BA3229	259.33312738653154	14.888690691276398
BA3230	164.73699657900582	10.88702275122798
BA3232	131.02815976202692	10.619888613709852
BA3234	165.37462228202543	13.592360891893474
BA3235	97.5061808076502	7.74587284666574
BA3237	185.799570863636	9.877675574769016
BA3240	242.02707234614763	18.87188791833453
BA3242	195.77664629601023	5.801530323141875
BA3243	176.0732364371607	7.550988075131212
BA3245	166.88278451382786	10.676015899769338
BA3249	195.3978303057858	6.683662417446377
BA3250	314.08124079364774	11.761587752013284
BA3251	195.1114629700192	7.336191837077552
BA3255	257.62153547544665	10.457541463274575
BA3258	159.48135933204148	13.18937285519026
BA3260	287.3856770699834	20.570341633841405
BA3261	228.1673867951175	10.313149155349263
BA3264	198.38716106337813	17.167519551517515
BA3266	433.9093043307268	15.986410426489345
BA3268	342.55261383172257	33.269145031387254
BA3269	160.0554157433891	9.949139208808512
BA3270	156.77269142461128	17.86849096029282
BA3271	387.3141621798155	13.764132629312732
BA3273	160.85550541557942	7.8145711334608
BA3275	421.4297222736951	14.962094263120866
BA3277	226.70907927311117	10.81707913018485
BA3280	226.69751458857772	8.696961129621478
BA3283	186.2344572851692	12.250071841697912
BA3285	132.02922484641928	25.58677903338585
BA3286	186.44607428478997	9.58094773570941
BA3289	82.82537105336634	5.473680908679123
BA3290	144.89704747162864	18.14242124639833
BA3293	161.9473222177505	16.07744382884652
BA3295	229.0759670933194	14.657653131414444
BA3296	99.19248648903825	16.831911144316937
BA3297	367.57471107575816	16.19473077928634
BA3299	164.1004107601473	8.700308143455324
BA3300	294.9394480643322	8.41754525873113
BA3302	409.5298923056626	17.931316082994414
BA3305	123.60787672784537	13.210384284552964
BA3306	306.25190377252744	11.499892572410136
BA3308	157.64276285086086	13.816117444757213
BA3310	241.81235246916677	7.100560037626962
BA3311	227.63473509638317	14.976188771036478
BA3312	321.22488174218654	19.56142930717515
BA3315	168.92193856793358	36.35478052805157
BA3317	240.1562776082272	11.16052886825041
BA3318	240.52561135968892	27.032917147356
BA3319	176.44505731116638	15.667229116628087
BA3322	89.25198258341283	12.591249945719875
BA3324	317.5906148358328	18.160367263148338
BA3325	169.11445990425193	6.980786815663781
BA3326	112.45122013580422	13.32551613432835
BA3328	378.8971653859671	16.533021042745304
BA3329	157.7780232274986	15.802833118921944
BA3332	206.84935323170015	15.290522516662271
BA3333	453.98521586512817	11.232635186040444
BA3334	83.5518074594422	9.617271313844697
BA3335	208.08253805060983	9.93084257211786
BA3339	94.23632198024836	11.679638650782366
BA3341	217.37821659093277	10.240655098975587
BA3345	95.71282361615005	9.919192049605591
BA3347	107.25679887057174	6.208006682575883
BA3351	183.84015117269627	13.581704757796958
BA3352	142.52121731092907	6.888519922529282
BA3353	169.65826102895142	14.586040996840996
BA3357	230.10965888564544	11.209355070417873
BA3362	66.30559672126034	8.905632409862548
BA3367	119.2584771410444	10.039284949472163
BA3369	233.0697009394279	16.31057767629538
BA3371	161.37983110943483	18.356492926805508
BA3373	434.5300220567231	19.10898852239754
BA3374	90.3308747655744	7.641555016365422
BA3375	185.2589113390073	7.289816251366465
BA3376	257.5822685803655	8.25316147398542
BA3379	302.81777996661253	13.718532115610602
BA3380	221.2996538343536	14.386382464764022
BA3381	246.3283155559964	21.6398934611554
BA3384	73.83871681860033	8.60671952794259
BA3385	166.26396393899057	8.637224402417177
BA3386	298.1066453189916	13.73361633394758
BA3388	155.3495612647028	6.49690010795364
BA3390	139.13709376795416	7.508740181700269
BA3394	272.9511856941777	13.257064235542837
BA3395	32.835911513872546	9.230759413084684
BA3397	84.60717882884792	13.972882617679948
BA3399	77.34069004481765	8.31017472359782
BA3400	352.9573171396579	18.701201180693865
BA3403	235.1154504862194	17.029774756486663
