	TP53	DNMT3A
BA2000	8.06307340091042	0.3903477782106476
BA2003	2.2260197873263383	0.2200672016907105
BA2004	7.673631869747613	1.7421872222743082
BA2006	7.428197079696779	0.3787236170572983
BA2011	1.1963063819805329	0.5217608164496809
BA2019	6.224170045462047	0.4474708417173635
BA2020	21.520381567447888	0.6765599205677996
BA2022	9.45684986281421	1.035164212553083
BA2023	6.434672541888756	0.1201300703143848
BA2024	6.510640280236593	0.4794653993658658
BA2025	10.394921412662669	0.2548711482159886
BA2031	8.495527625696191	0.2223031448406812
BA2032	2.499893151699212	0.2822289193149458
BA2033	1.7986397277922732	0.1425292972381716
BA2034	10.402330525568503	0.5984234647814147
BA2035	5.694807242052163	0.8654681646619956
BA2036	7.951478653704009	0.4402468738806289
BA2037	13.456446138821162	0.783361127172473
BA2041	4.012876279461654	0.1026100021630555
BA2044	12.997143664324703	0.3145954640236001
BA2046	2.618085774132732	0.1527200400277926
BA2047	6.872806555198192	1.1000234462904164
BA2050	5.023659216923838	0.2208361160071591
BA2051	0.9779779714778264	0.1202876109750209
BA2052	4.334996906915623	0.4628891424904828
BA2053	2.357057989901253	0.2357331583528511
BA2054	3.190998846688494	0.1897970889603141
BA2055	8.735408391437288	0.1016623185336721
BA2063	2.152309015331881	0.2337397032375142
BA2065	9.459880976324264	0.4009166650099477
BA2066	20.073948076003976	0.3777119351024847
BA2068	3.486147991478991	0.2375133220008568
BA2069	15.409996932172731	0.1693877031808799
BA2072	6.954497290282092	0.2069594922820808
BA2079	2.0472781137670544	0.2431485328158669
BA2080	2.4647671501971486	0.2891593639359263
BA2081	9.149696405407012	0.2574487849552282
BA2082	1.7753601682942917	0.3355754225575059
BA2087	4.855407453197315	0.1543080697173639
BA2088	2.4632406685354358	0.0833651298577288
BA2089	9.676104817049987	0.2758816049602879
BA2093	2.2386160646417284	0.4683773986052874
BA2094	12.051290934790956	0.4592247829364606
BA2095	9.865156313761132	0.3875435221016316
BA2096	6.77397549750367	0.1225796696216249
BA2097	6.33159715116314	0.6727738141640198
BA2098	22.683107122235867	0.4725877035538304
BA2100	0.4942224100471776	0.1089824664887933
BA2101	3.382179169574317	0.6971560439731584
BA2104	4.151746644592918	0.053740668846797
BA2106	3.0315719050191947	0.2311583327849795
BA2109	1.2120564008482917	0.1313450186921277
BA2110	2.3221181476454724	0.0840286651574152
BA2113	11.35363658872494	0.6525721360605183
BA2116	0.5147534372218869	0.2417840970771943
BA2121	10.948348696573852	0.6760584898167601
BA2122	1.4582446731011915	0.0656029871370471
BA2123	7.1946210352410045	0.0959275918604528
BA2124	13.386270032709085	0.6896924988931303
BA2125	9.790402798354815	0.4016538372629313
BA2132	2.7211224761939943	0.5098245010712235
BA2133	0.8131475906953063	0.2320013726547507
BA2134	4.913494345748131	0.0978162703224511
BA2135	3.617560816574061	0.5230946747168397
BA2139	4.057071783339983	0.094658854443762
BA2143	6.514813997712446	0.1901286905887505
BA2148	0.3308884751012781	0.1653780428761621
BA2153	3.840478484261512	0.5962602133140623
BA2155	3.973317728058916	0.325684159573431
BA2156	11.453174911166562	0.6192501045771407
BA2162	3.729057553001509	0.5336746564791711
BA2163	13.44292850019923	2.3304985680705173
BA2168	3.962430004021511	0.4042478250562519
BA2169	2.463700853323531	0.8900870917871619
BA2171	9.666398457499485	0.5006416354314442
BA2172	7.090263077576619	0.3534923133742886
BA2174	7.701079162073331	0.4419089652347314
BA2175	0.1872753030153418	0.177572143431386
BA2184	17.996746811177232	2.4937520176121484
BA2195	2.976163189395368	0.2030012891780013
BA2198	8.39156345831227	0.8296965103200213
BA2200	15.684640945538904	0.879303672917371
BA2201	4.41294067160597	0.0986654105296367
BA2209	1.465524528992165	0.8738033339078843
BA2211	12.411770235404097	1.7814047286024255
BA2212	2.4205216520142714	0.358849828842352
BA2217	11.168413297451291	2.0109583228318337
BA2218	1.038135953656088	0.3445802528520448
BA2220	12.09187166983528	0.2158140627418481
BA2221	3.7294796059077866	0.1123345902334619
BA2224	3.4475879150133317	0.50439950982126
BA2226	17.966876274753428	0.8732113967481294
BA2227	8.633700414487945	1.1770681874430475
BA2228	3.5815397430923976	0.1756566002668675
BA2229	2.330314829985168	0.4751961882078786
BA2233	1.7360063685079294	0.652611372360466
BA2234	7.468947578959061	0.1253648500016553
BA2235	9.810041962650772	0.175866222457809
BA2236	8.041259177085172	0.3285167351903352
BA2239	6.382578515078404	0.1714125851037873
BA2240	6.585321450190121	0.5717301014229117
BA2242	4.786006647623127	0.5819394119805501
BA2244	7.660004573789163	0.2843519009376707
BA2245	11.92861108727505	0.3750327072183909
BA2248	1.91740617487652	0.3118143728257943
BA2249	10.192757805463216	0.4332410668101266
BA2251	17.372493996154333	1.0331853833965587
BA2256	6.06297834540103	0.5170178480586665
BA2260	4.670202188582755	0.1635494751200925
BA2261	0.6409563579015518	0.7411661772531666
BA2269	0.8857144743382452	0.0514481175701506
BA2271	10.088486978018516	0.3975245005379642
BA2272	6.287866561641059	0.2766335588647716
BA2273	2.283128458890182	0.3883456318198185
BA2275	9.24833161681508	0.7906998485809084
BA2276	5.41916237255576	0.1930645223276748
BA2277	11.29872493643386	0.8546168491637717
BA2280	23.04153763181785	1.3403744661128272
BA2281	7.825995509907861	0.3742486776379176
BA2282	2.965141936513149	0.1848252696301412
BA2286	11.249733388572938	0.2924677972517953
BA2288	1.5644231707720302	0.8689960641896194
BA2292	10.644237576834568	0.0383764464488665
BA2294	11.157872521890058	0.8926650952809216
BA2296	10.023958938840376	0.7958449564827293
BA2300	1.6955819878184366	0.8105652707227917
BA2301	2.229672369244879	0.1512653313907045
BA2302	0.6932662065840063	0.1781291916276537
BA2304	3.849626748040035	0.1342898984526482
BA2306	6.697941474122493	0.5401721990788467
BA2308	3.677477685235941	0.918211471699353
BA2309	8.962593496512927	0.1763206638680505
BA2311	3.5025002559226284	0.1760659011994245
BA2312	3.0700888860446485	0.6757120776156089
BA2316	7.202894985944553	0.1292452424412816
BA2322	6.2764298965956735	0.7836452764609124
BA2325	4.822445763466188	0.059416367332984
BA2329	7.235013429596921	0.1829182068266463
BA2334	3.249828856829626	0.5601448744652351
BA2339	1.095189681755157	0.1039325783070219
BA2344	10.545453432640215	0.7171623628083545
BA2347	0.9072281655795223	0.0733246332693876
BA2348	0.8143839692703658	0.0563834165382755
BA2350	0.7462283897940213	0.0687448652717671
BA2354	10.335238887324664	0.5649239948038823
BA2355	1.258867188875383	0.2402441112801165
BA2357	2.291165983872064	0.0769123129206903
BA2360	14.675759799697069	0.6835659009126082
BA2361	1.167600081701121	0.9467138467155864
BA2363	2.766269235045573	0.2013801892904489
BA2369	2.387320153824702	0.414873241135215
BA2374	8.164556113260431	0.4334668550253931
BA2375	7.940083027628458	0.512061926493074
BA2376	8.116006090143474	0.187392021027014
BA2377	12.041644274602982	0.1966266034983252
BA2379	1.1509691842235488	0.1859523035553871
BA2385	0.681149692338905	0.152949964951423
BA2386	2.6711101841054568	0.3828690029882881
BA2387	13.36294284562111	0.1326860295492633
BA2394	7.151426861425691	1.28729052993089
BA2399	7.515970289289149	0.4459573066888792
BA2400	14.966263952234096	0.7696569294530675
BA2402	3.0127964728922945	0.2305528668789867
BA2405	0.9955951337152702	0.1687941960019158
BA2406	1.1467166727417792	0.550402929983847
BA2409	6.055486893216831	0.204315745002997
BA2410	2.186392637290706	0.304621398174643
BA2412	3.3164095860181617	0.1317688752634919
BA2413	2.1527530898910414	0.4473235049280832
BA2414	12.21088799299077	1.599491958875364
BA2415	5.46005805550539	0.1148539006855739
BA2417	5.606385423972662	1.337533555314113
BA2418	2.8365955946333994	0.2762351313664459
BA2420	9.7627346628719	0.2310167770745552
BA2421	4.069696393368326	0.1248639661925869
BA2423	3.0012558965833844	0.1345809588727959
BA2425	3.610916843715792	0.4554703213617888
BA2426	3.347107776277044	0.4718236560602522
BA2427	0.9531986678113124	0.1490400221697363
BA2429	5.360456181536138	0.329031989925242
BA2440	0.3890022962627702	0.1622128696814486
BA2441	18.42361105107856	1.6139302908224038
BA2442	6.584497315619637	0.3804119201097979
BA2446	11.409444008745888	0.2001238359012414
BA2449	3.80827141842354	0.2287970587036531
BA2450	10.065909969438254	1.4455575219911612
BA2452	5.530275985380949	0.3308325464918646
BA2454	10.050518164012724	2.200586435986676
BA2455	3.1121744505969904	0.345850794601501
BA2456	1.6428057595187853	0.1109490055855878
BA2459	1.543457558391838	0.1343229897677482
BA2461	5.403871373243879	0.3576983560536166
BA2463	8.73877302546214	0.4722574616693779
BA2464	8.795399588261915	0.3978457402927364
BA2469	0.6783650249201878	0.0707174080469741
BA2470	4.3799458895372405	0.829096922119146
BA2472	2.1751704872630646	0.1427092567573498
BA2473	2.4974969498687978	0.14440797310754
BA2474	8.824354902331613	0.6927629557403411
BA2477	13.0100604910201	0.681689466720368
BA2479	1.6879410996094202	0.1776972071235237
BA2480	8.914291103675762	0.3190556321984708
BA2481	3.5824961331954244	0.0963988557689032
BA2482	5.745200177130098	0.3960059195757783
BA2483	9.532002704875625	1.2695197781603915
BA2485	10.549274104541334	0.4396756763186226
BA2488	5.119187395997415	0.2479588444473664
BA2489	1.576730183123915	0.0987155128266856
BA2492	0.7560373527616385	0.0661047669468101
BA2494	1.9405529221398583	0.4360524146066351
BA2496	4.463650362966122	0.1166748542849611
BA2497	5.932011621118124	0.0989981411296462
BA2499	2.996071186805651	0.2037565437747856
BA2500	5.861087395060059	0.4721345142772626
BA2501	8.949284639035302	0.4816688295202621
BA2502	5.686504998961241	0.1638465093407732
BA2505	4.5189515064933135	0.2124773452250946
BA2507	4.839717675513401	0.7322819781538245
BA2510	5.46555046211878	0.1988790031605586
BA2511	1.1116019317013208	0.1227612292575707
BA2512	10.517161738602296	0.3319279693979129
