	TP53	DNMT3A
BA2514	1.9634369918916956	0.1504328415425985
BA2515	1.615690067255877	0.0942200510207396
BA2520	2.51778563174698	0.4753243867453362
BA2521	11.11311782864978	0.4124049363037384
BA2523	6.098556005727347	0.2414343473868867
BA2524	1.52524176832439	0.1617041942440691
BA2525	1.888076254105876	0.1242240092794612
BA2526	3.2087293851976453	0.1721578891325065
BA2528	7.548639046922788	0.5811953456406841
BA2532	1.9914537182600571	0.1418639295741579
BA2534	9.57321887934449	1.2894096471898533
BA2538	1.5214642581164688	0.3724935018034421
BA2539	6.012218947914058	0.2473384989090979
BA2540	2.2482159791740277	0.0392767792214953
BA2541	8.692955829679391	0.3937315952460676
BA2545	7.0633946742203335	0.323874393433841
BA2546	4.977026327941901	0.2799703549111725
BA2552	4.149195380461685	0.9149504511235462
BA2559	2.4786792235044146	0.14604252116698
BA2561	8.46577337938879	0.267564448818346
BA2563	11.652628721923412	0.7464626423826584
BA2564	4.791695002892021	0.2903125005311262
BA2567	1.6523062574270515	0.1688990342602005
BA2570	4.091735243206291	0.5441987125534858
BA2575	4.338621713171871	0.113993415515483
BA2577	10.208037457549151	1.0114167075149012
BA2579	6.236898298765786	1.02388725941294
BA2583	4.886379630844223	0.6173553319213095
BA2584	9.35508285123087	3.188228154668748
BA2587	10.75551499738243	0.7056228868811733
BA2588	5.180639119079832	0.5454191265941115
BA2589	1.3416845480035298	1.1554841958513062
BA2592	7.384147426888736	0.4516867213074516
BA2593	13.520968482333284	0.0482078021875235
BA2594	4.559297622718212	0.318736959768664
BA2595	2.448714178352799	0.165925845479081
BA2597	1.81980166926654	0.1956060277048242
BA2600	2.2708074242840905	0.3145612729561897
BA2603	9.213470251939729	0.2955805106291863
BA2618	8.85997814208934	0.4605459480209012
BA2619	4.32348153570115	0.3964742673762612
BA2620	10.991726235668184	0.3429567901630611
BA2621	2.250272436274354	0.2521754146457712
BA2622	8.279316076737258	0.1820431796607657
BA2623	16.349187994660635	1.0283085416478084
BA2629	12.958719320292875	0.4695763482228556
BA2631	9.4133371402126	0.3945279612030792
BA2634	3.5502326838084044	0.376498154243872
BA2636	2.457739521380015	0.298505593504929
BA2639	10.530206791972605	0.539061794585312
BA2644	6.793029152705679	0.6555710697629737
BA2645	1.1792481282202347	0.5763828990678791
BA2646	6.442519963949149	0.5716253213226956
BA2649	11.0312309092846	0.3679098787072297
BA2651	1.3737364269979266	0.1820603245896505
BA2653	6.345179971602858	0.2516713230269166
BA2655	20.96763339572215	0.3170650738691498
BA2656	3.882758283230144	0.3431771918194494
BA2657	8.997242795371793	0.4038453553346112
BA2658	7.635953205240423	0.6219957447398035
BA2659	4.420720427240695	0.4637602320668896
BA2660	5.553156184494063	0.2191428208101416
BA2662	16.380512971075806	0.3877015943012521
BA2663	1.6874490601625545	0.5880826526291726
BA2667	7.375836629976075	0.4348011249922904
BA2670	1.7089067336806978	0.209885389528405
BA2674	8.096401596218259	0.807604059291578
BA2675	7.510632491447894	0.4689991010933024
BA2676	4.938100172481931	0.2090818863244369
BA2677	6.813226622016171	0.2974628991676514
BA2681	4.888441883217966	0.3940031642319385
BA2682	5.5291812260232405	0.2396315702058518
BA2685	4.841816713634703	0.3368005097558983
BA2688	3.3057354192928567	0.3577720637814585
BA2691	5.944463441089175	0.1672248532251762
BA2694	2.7147624469317817	0.3501264127335556
BA2695	1.5176840766876218	0.0607576834709791
BA2697	2.018307619128485	0.1092200193870022
BA2701	1.3808038497058877	0.1889654260027632
BA2704	8.32999480837688	0.9814250352482728
BA2705	4.259849413248374	0.7700237016505259
BA2707	4.800422792896705	0.6588867101667347
BA2709	4.447499278912186	0.1484763938160132
BA2712	3.452607571935762	0.1262065358097874
BA2714	8.097427866739112	0.2300306866199289
BA2715	1.084897471335352	0.4294309994774231
BA2718	13.438720293522795	1.2915092487858195
BA2720	2.126248644897054	0.0676870072242622
BA2721	15.787354104984486	0.8843333898768759
BA2722	2.188754133921306	0.2948676477079429
BA2723	0.5633384124523837	0.1045203993213058
BA2724	1.1961910994941276	0.0935820724540201
BA2726	4.333617991126465	0.4806911207825697
BA2727	7.230591375607429	0.9170466166952764
BA2728	8.996329947856347	0.5631883742849203
BA2731	1.601089856904368	0.1478344170996834
BA2733	1.1585330566130023	0.1167841171410904
BA2735	1.263867721714608	0.1238351245416097
BA2737	2.0653822514544045	0.2026822638608618
BA2742	9.678278326940282	0.4546269552393785
BA2744	4.734579735281033	0.2327191232280831
BA2746	3.995552656725704	0.1724721754436311
BA2747	9.160304127807583	0.3549934531535525
BA2748	13.478797598887512	0.6494838064548226
BA2751	8.462510783740354	0.3180928823491231
BA2756	1.6768447444688832	0.0299447808712799
BA2758	5.347418890410429	0.1786891335756213
BA2760	2.6734409108996613	0.2176810594314007
BA2762	3.0132144773948384	0.4122016381747383
BA2764	5.617028310732295	0.3601617347496643
BA2765	2.913210030212973	0.2146297454156381
BA2769	2.464771423555399	0.4069829758101596
BA2772	2.2916259464404907	0.6203456190414237
BA2775	8.33741402688843	0.4359858195215317
BA2776	15.98730941625499	0.981962711844416
BA2778	8.015673769100099	0.3255770850575303
BA2782	4.944411112298356	0.2503206248094025
BA2786	7.700001801995604	1.171805359891818
BA2787	1.4164680780800984	0.1262452577776576
BA2789	14.612672846175265	0.3927813924913583
BA2791	3.3919906510404627	0.2637898848361519
BA2792	7.301402310951574	0.1762526055954666
BA2798	2.136213236439552	0.1581435745743294
BA2801	1.110711760941699	0.1743066887964006
BA2802	4.580645152204441	0.5743559957070739
BA2804	3.127325598072549	0.2330873228355452
BA2806	4.024601626224349	0.3026392588780354
BA2808	0.0321583178726035	0.3644539186795258
BA2809	6.164149019320038	0.7297194740690964
BA2811	7.522919876960658	0.4284780949273138
BA2812	5.528950800554404	0.1645191045968128
BA2813	3.881314118270907	0.2961385669585432
BA2814	6.190085264571876	0.1717759829931584
BA2816	5.198553326221446	0.2056657392928692
BA2817	1.2702122337805408	0.4184505424268583
BA2820	16.186352260260932	1.227492215350056
BA2821	15.615860025942858	0.8325629907041542
BA2822	6.592838490668989	0.355693736417672
BA2824	13.756066773353558	0.7553289219692325
BA2828	4.203149608931455	0.2608430275163029
BA2829	10.378580226330731	0.6096674228142073
BA2830	2.4970982145303755	0.8085310465555513
BA2832	6.751948482659534	0.4613646997462846
BA2836	1.2971688750228962	0.1882241836856603
BA2837	5.085304327451365	0.420197015660383
BA2839	1.4896625537205594	0.1193924712211999
BA2840	8.969869965243106	0.3404412056811315
BA2841	5.448407400318256	0.2643356416342542
BA2842	1.135910655267999	0.0939459433638478
BA2843	1.7878220168931778	0.8806914208716016
BA2844	6.073471914163233	0.2319472968316453
BA2846	3.906472505045551	0.6802889175866904
BA2850	3.2806599123577205	0.3593597696814201
BA2851	10.478957851926648	0.8077563402816813
BA2852	1.7629710451041474	0.2604772743251851
BA2855	2.3722636347667003	0.1389577608821234
BA2856	1.2708749021930474	0.0460772943406423
BA2858	4.608981256768276	0.0728947875117304
BA2860	3.565933863817373	0.3634543029070985
BA2861	7.923136275322277	0.4621660573420051
BA2865	8.624366262454235	0.3736893759729958
BA2866	8.366138308755593	0.7078682915886187
BA2867	3.33857517726818	0.579227306171779
BA2868	13.018722412787383	1.2538798834943796
BA2870	24.274332237480408	0.8809392757820929
BA2871	1.1133244383261105	0.5311071929265021
BA2872	3.8164708275390784	0.1711519804971614
BA2876	1.859183571717017	0.147970721872509
BA2879	0.575070640946413	0.2143382526114215
BA2880	3.5156026952167894	0.2052778440857197
BA2882	5.07628512149973	0.5347456449532613
BA2883	1.4333433869769687	0.8248951680021976
BA2885	9.136538431090091	0.2659698106163465
BA2887	8.464919129119613	0.4958859177084
BA2889	0.0680457763349801	0.0052083333333333
BA2893	8.04047064975798	0.3786009347846887
BA2901	3.1986274697820662	0.0681156637427234
BA2902	2.5259150245335555	0.2266572571307222
BA2903	0.268511764252472	0.4643108883099237
BA2904	7.067304677141686	0.6961141456923908
BA2905	1.8895330543500517	0.2885133855143856
BA2906	8.908715478396855	0.1806856748580074
BA2908	9.043472851679276	0.7279773258113387
BA2909	3.645192582703174	0.2885545370370797
BA2910	5.533673432065147	0.4191895047954915
BA2911	7.35601010438844	0.5138820120046195
BA2914	8.315020190566022	0.4974316857431418
BA2915	2.164371517675939	0.248866969664275
BA2921	2.0954264332452808	0.2277201673348766
BA2922	10.62765705375156	0.5582202983948308
BA2923	4.466900161142507	0.175868599967489
BA2926	7.629097223448881	0.3226091387985913
BA2928	12.62873294899734	0.2350782013646713
BA2930	6.154426145694959	0.547400370733083
BA2932	12.130844731127125	0.3835065532280471
BA2934	1.3562957851481563	0.4444740712198819
BA2935	2.653105174408604	0.1597390094414039
BA2937	7.498193237452195	0.2770462416612391
BA2939	2.2079754294917957	0.3167674883356611
BA2944	20.71466634512917	2.926342443902008
BA2947	11.442166833647804	0.6337114874670283
BA2948	1.1082148986684204	0.3214091422441616
BA2950	9.632561714139898	0.9655158917999446
BA2951	5.951188238147757	1.2032901312935274
BA2952	14.544101644140271	0.1701724902822255
BA2953	1.3781259502585508	0.1887043089945975
BA2955	3.5779808539522246	0.1070074258904619
BA2956	0.6412839524065527	0.1331000503744939
BA2962	11.974556452354564	0.2743980063007089
BA2970	2.76728539524176	0.2186665702514058
BA2972	8.19807025798213	1.1248018222059002
BA2976	7.68942255194602	0.5899704310956357
BA2978	6.41703002223666	0.3880530930469665
BA2981	0.652906061240974	0.30014872540181
BA2984	4.235287245520808	0.2994540891408266
BA2986	8.162509590569805	0.3408751659030815
BA2989	3.1500995548410207	1.2216838548674196
BA2992	4.418766081231521	0.1738520838947822
BA2993	2.212900676301756	0.2381146198567779
BA2994	4.952266231396034	1.1333107628424774
BA2995	2.99340604018802	0.5966495392695071
BA2999	6.3906852737137685	0.944263594922562
BA3001	10.39880202445873	0.8419520480765643
BA3002	7.336794699784175	0.832543776663652
BA3004	14.116715846979064	0.8579620022221772
BA3006	8.252270837306234	0.2601638825930524
BA3008	4.2866496857377365	0.0270018823347627
BA3009	4.436179966926807	0.5248921798084761
BA3010	6.1059405634669295	0.38707748618141
BA3011	2.784057131540242	0.1690691320776569
BA3013	12.586256499724248	0.4301935456332856
BA3023	3.248181807296057	0.1363837899220483
BA3025	11.795087855677894	0.8187011111662452
BA3027	1.8190710835196224	0.3963453459242108
BA3029	0.8763687576046825	0.1424834017343615
BA3030	6.732151955359885	1.422042146502674
BA3037	0.7406337561266323	0.1013477994000888
BA3038	9.220468526123	0.3578297525563194
BA3040	10.131509852482283	0.2651355502276851
BA3042	7.880233108835697	0.4990705514060229
BA3043	3.3214692717064564	0.1855059226545971
BA3049	5.744367216003986	0.0638703871606211
BA3051	1.7632316934133028	0.0867398221687432
BA3053	17.17856728332196	0.3904060579161488
BA3064	11.426613287051367	0.8266145140190817
BA3067	3.971068898516835	3.0201802029787426
BA3068	1.7139153825785636	0.7574173105813524
BA3070	3.9158628540420777	0.2163329389468104
BA3071	6.690655920715455	0.5419650347218533
BA3072	7.4441840132338255	0.7569400385432766
BA3075	1.2491121104239569	0.229534322024197
BA3076	0.3290035271849247	0.0420599651129518
BA3077	5.451401359788114	1.7928437998000928
BA2040	2.383892823099383	0.1227269882902742
BA2160	11.539734945424426	1.6010001712890327
BA2303	7.463308501706293	0.2688254671847114
BA2353	10.822900007551391	1.2695600949360362
BA2516	10.627818321365057	0.4293733959244427
BA2590	12.81367377381369	0.6603664163710853
BA2647	2.9984253470233098	0.6434817066881039
BA2891	5.174547962158221	0.705000851779769
BA2924	2.582705972752072	0.2691020358385431
BA2971	1.5854315417505231	0.7350571431102546
BA3036	6.503188905241124	0.5832937946565376
BA3059	1.0097287513996918	0.1456838423424147
BA3073	7.1990670043622735	0.314033613122555
BA3078	12.946903516316324	0.3839338803127338
BA3079	1.3646973961989346	0.4437535493508674
BA3083	6.697350327116042	0.5296678439058089
BA3084	10.734268728262462	0.4017445901202796
BA3085	9.610881378255511	0.6908424754070434
BA3087	15.337301013841849	1.0688612042849048
BA3089	11.853567356438884	1.1036399935011023
BA3094	6.801759993324186	0.9233834406485392
BA3095	9.71028807970256	0.4227676899769862
BA3098	9.236971538084326	0.5345790976230186
BA3099	13.090206837982374	0.8524193707267934
BA3103	1.614517260987918	0.4355701855230808
BA3108	15.642078447811906	0.5537534456541039
BA3109	0.7703861138349644	0.1814324135121353
BA3110	3.447038366842655	0.2768104716279829
BA3114	3.5866801602643537	0.1088840793009231
BA3116	2.3925144815207022	0.0935323200186703
BA3117	16.890939743361592	1.1097438239872484
BA3118	2.361970070571154	0.4558159967547756
BA3119	13.444196252475477	1.1050069715976252
BA3123	5.786639365500211	0.8898690185832758
BA3124	4.336063938041852	0.4376242267940435
BA3126	5.726977872095656	0.4536238322110634
BA3128	3.14903558564337	0.2980707449549687
BA3130	4.532483798636333	0.2888693576270573
BA3133	0.620446569891931	0.5280744309035069
BA3135	2.5985889691786146	0.3673227728350812
BA3136	10.09440470147002	0.2188497040420824
BA3137	4.858262733543676	1.8879753565257689
BA3138	2.6455798845607426	0.4983259698262031
BA3139	13.370849088005434	1.4083313481582078
BA3141	12.648730844908464	2.030416653662876
BA3142	5.748017334281799	1.0957801785740795
BA3145	1.520235981899007	1.075042883986113
BA3146	7.388156786803747	1.8356430865267688
BA3149	0.8452928419011833	0.2180017567368151
BA3152	6.9098235190799135	0.4725979613969722
BA3153	1.861053482697555	0.7517191341534645
BA3154	0.7157482917318699	0.5136262651330682
BA3156	15.633443146582904	0.2801695480589073
BA3157	13.717961630797872	1.0420286394826
BA3158	5.978434887400639	0.5752095869880473
BA3162	1.745220597852206	0.3203651644938881
BA3163	4.119575633976791	0.1698222535044266
BA3164	14.01369975533636	1.3816849248246437
BA3167	4.106989071237717	0.1493417267865281
BA3169	1.5403379036422693	0.1318674079774977
BA3171	2.64769875983621	0.7248810084125195
BA3173	4.618444181534551	0.4258039073468079
BA3174	1.225304999204696	0.9371693552117152
BA3175	3.1147708461274544	0.3823097188500636
BA3176	8.366915351712338	0.6025835934943087
BA3177	14.383280808732884	1.4499022737153702
BA3178	11.04530380764288	0.1637235903879918
BA3180	2.389200429470613	0.4470892620574914
BA3181	4.107804565570681	0.1903750008777646
BA3182	10.283479445206073	0.7881579230493059
BA3183	7.707896290573495	0.456307919964907
BA3185	2.09814643431112	0.5508315769993861
BA3186	4.930075069869157	1.102542456438378
BA3187	4.387623745119788	0.1951423994450779
BA3189	8.606060206799855	2.7703975044451803
BA3190	1.9054535072318075	0.2644477773270691
BA3191	7.4800404045123	0.3111235022013395
BA3192	4.391174582041212	0.8690938023836893
BA3194	16.456396828308634	1.4300190129124035
BA3195	4.733956309124763	0.5887605043012104
BA3197	7.0834163410671245	0.556052047429418
BA3199	14.893885416518865	1.229934544311702
BA3200	11.172176168777597	1.2504678273610397
BA3202	6.211854984162505	0.1253391277216357
BA3203	0.462865535939629	0.2590062959835215
BA3206	8.89350367937644	0.7427726525895122
BA3207	6.236066454663524	0.0696858222438629
BA3208	5.39436780732066	0.6869204070704473
BA3210	0.9254680142509302	0.315720478031554
BA3211	7.286440941111669	0.7275274380916331
BA3212	13.90084344006516	0.5397198352858077
BA3213	7.2163041184393935	0.7293003047623712
BA3214	3.061965510161289	1.0131577785777768
BA3216	3.693837304190768	0.4327449999045494
BA3217	7.2290811027363695	0.4904605080512517
BA3219	7.194942439126423	0.1325412530644254
BA3221	5.875145536053527	0.5598546594295373
BA3222	15.028627502841532	0.4878573221666183
BA3225	4.7234968814869145	0.1664920257431351
BA3226	9.573149417250905	0.4703898772915094
BA3227	11.548100320860753	3.8793287885210734
BA3228	13.031576053566567	1.027680461331225
BA3229	11.257910854005528	1.38524840556318
BA3230	6.9361542225314	0.3043778924975232
BA3232	11.728760604111896	0.7981653727668342
BA3234	6.996621698419788	0.2523570978104885
BA3235	4.965874758559991	0.3781402190601557
BA3237	2.935763294187172	0.9236503786785272
BA3240	9.34082336261989	1.772731740398074
BA3242	5.0475834925523335	0.9853710122419864
BA3243	7.025342022991135	0.3456145035073921
BA3245	1.3884219118686445	0.6219084754003928
BA3249	1.585349419007639	0.7253580412858185
BA3250	10.225006592347055	0.6145009641973534
BA3251	4.144675295396382	0.7335008785971939
BA3255	9.698192129195943	0.2654379634129928
BA3258	7.573466978596803	0.1381705624271494
BA3260	1.8081438700173231	0.3955008866258075
BA3261	8.67655944921525	0.9026086064745786
BA3264	11.512219382915497	1.0291382399680875
BA3266	9.45808487627196	0.571195312151765
BA3268	14.486433083951813	0.9274702186531992
BA3269	0.5394015960252108	0.1608875758792691
BA3270	8.21347318798494	0.411697993154909
BA3271	10.67642347488158	0.4636645220884421
BA3273	0.1307225817365397	0.1453138459753482
BA3275	7.346829474213139	0.8447863453877119
BA3277	2.502457281351905	0.5255969216806301
BA3280	1.5952265048521377	0.257935512741025
BA3283	1.789056666616367	0.3634864240305726
BA3285	12.944153894934344	1.272838368001319
BA3286	10.443565640805431	0.5009188040399521
BA3289	1.1660382190912415	0.0488594857945091
BA3290	4.807436548294259	0.4140777215349762
BA3293	15.613590739482175	0.5366202521971016
BA3295	7.791904652993529	0.4006779312101171
BA3296	3.925540541410126	0.4959576484316099
BA3297	12.817903020225929	1.3407555613523563
BA3299	2.069490887899604	0.0889831999919335
BA3300	8.89918583362261	0.8155149387367185
BA3302	16.954578670326512	1.878070338741434
BA3305	4.800360717676655	0.3758517555929482
BA3306	4.929562999898404	0.4678243753249521
BA3308	9.543242419641448	0.7430298784255994
BA3310	3.181497384800524	3.113186868014315
BA3311	4.782832057077079	0.3413359723446273
BA3312	12.733872962967148	1.0313266944732924
BA3315	5.186781523589535	0.2175585040963564
BA3317	13.922508639325905	1.3966229821769789
BA3318	1.4807227965024126	0.1434208386076261
BA3319	7.139020891930767	0.2643805651456659
BA3322	6.904085618316202	0.2437505266635564
BA3324	7.495927604746196	1.0050149666537604
BA3325	1.351274448198906	0.4586897833941845
BA3326	6.7782810111651335	0.8054091697962897
BA3328	7.547825732369589	0.4891718378997489
BA3329	7.488910948293375	0.6935647452452095
