#Boxplots d'expressions du gène RUNX1 en fonction de la feature priorMalignancyNonMyeloid
#Résultat du test statistique Mann-Whitney : U = 16212.500, p-value = 0.02450
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409       n        6.758313
BA2496       n        7.094982
BA3037       y        7.643774
BA2865       n        8.406646
BA2751       n        9.451558
BA2286       n        7.828334
BA2488       n        8.484076
BA3379       n        7.111456
BA2887       n        7.533033
BA2712       y        7.504361
BA2068       n        8.018000
BA2104       y        7.224594
BA3124       n        7.109255
BA2449       n        7.184745
BA2235       n        7.564367
BA3038       n        7.396354
BA3006       n        8.750984
BA2667       n        7.408050
BA2239       n        7.097104
BA2782       n        6.673398
BA2649       n        8.917518
BA2861       n        6.189926
BA2134       n        7.063717
BA2909       n        6.918549
BA2653       n        7.680130
BA2947       n        7.781236
BA2162       n        6.373586
BA2564       n        7.796636
BA2597       n        7.633935
BA3243       n        7.406090
BA2446       y        6.233429
BA2525       n        5.300605
BA2876       n        6.162297
BA2357       n        7.018474
BA2546       n        6.366952
BA2742       n        7.418896
BA2316       n        7.481635
BA2087       n        6.857074
BA2148       n        7.508617
BA3178       n        6.422806
BA2072       n        8.006191
BA2733       n        7.321216
BA2995       y        9.092308
BA2069       n        6.862811
BA2681       y        6.818836
BA2832       n        7.551898
BA2600       n        7.531975
BA3230       n        7.565678
BA2731       n        6.173799
BA2294       n        7.622059
BA2816       n        7.646367
BA2814       y        6.620335
BA2631       n        7.781236
BA2023       n        7.369105
BA2375       n        7.954528
BA2485       n        9.120117
BA2455       n        6.330929
BA2636       n        7.608767
BA2325       n        6.698078
BA2156       y        6.549783
BA2511       n        6.520722
BA2505       n        6.939541
BA2871       n        6.248644
BA2227       n        8.085182
BA2812       n        6.795815
BA2125       y        7.674935
BA2603       n        7.527767
BA2808       n        7.889495
BA2482       n        8.425600
BA2594       y        6.628437
BA2747       n        8.622424
BA2561       n        8.581912
BA2567       n        5.313264
BA2906       y        6.706390
BA2956       n        7.570034
BA2474       n        7.944668
BA2737       y        7.528795
BA2110       n        6.847192
BA2992       n        8.068846
BA2220       y        7.608767
BA2063       n        5.388410
BA2772       n        8.035502
BA2935       n        7.262382
BA2260       n        7.816870
BA2948       n        6.312516
BA3296       y        6.184208
BA2524       n        7.668596
BA2811       n        9.030742
BA2540       n        6.208728
BA2928       n        6.742688
BA2302       y        7.288004
BA2651       n        7.599310
BA2619       n        7.509833
BA3013       n        7.944668
BA2405       n        7.798009
BA2856       n        6.691924
BA2377       n        7.600445
BA2499       n        7.800943
BA3023       n        8.077894
BA2095       n        8.855777
BA2275       y        7.808173
BA2901       y        7.345477
BA2387       y        8.430380
BA2962       n        8.002711
BA2195       n        7.530936
BA2688       n        6.273328
BA2420       n        8.796353
BA2053       n        8.238868
BA2081       n        8.830482
BA2354       n        6.985540
BA3273       n        4.909865
BA2893       n        8.698245
BA2044       n        8.371803
BA2489       n        7.105341
BA2908       n        7.697906
BA2054       n        7.420904
BA2872       y        6.410815
BA2041       n        7.687752
BA2464       n        8.040608
BA2902       n        8.364942
BA2541       n        6.796410
BA2843       n        1.292295
BA2497       n        7.359579
BA2718       n        6.846574
BA2575       n        7.074868
BA2593       n        8.743899
BA2791       n        8.542493
BA2620       n        7.112161
BA2629       n        8.315676
BA2870       n        8.285261
BA2682       n        7.757804
BA2276       n        7.563211
BA2709       n        7.540858
BA2789       y        8.678218
BA2538       y        7.895631
BA2583       n        8.808678
BA2806       n        8.947617
BA2441       n        6.737459
BA2514       y        7.039865
BA2520       y        8.331153
BA2479       n        5.709089
BA2281       n        8.683913
BA2932       n        8.315676
BA2123       n        8.076079
BA2844       n        6.304181
BA2660       n        7.951050
BA2836       n        7.619497
BA2714       n        7.936582
BA2440       n        7.047751
BA2036       n        9.255177
BA2828       y        7.225431
BA2952       n        7.404062
BA2410       n        8.521901
BA2139       n        6.448954
BA2051       n        7.195620
BA2532       y        7.010601
BA2494       n        7.257903
BA2748       n        6.580861
BA2622       y        8.037222
BA2970       n        6.182110
BA2839       n        8.910905
BA2868       n        6.463339
BA3011       n        7.423134
BA2052       n        7.983860
BA2510       n        4.197221
BA2691       y        7.493584
BA2374       n        7.024807
BA2804       n        6.752517
BA2675       n        8.074266
BA2031       n        7.611230
BA2198       n        8.992112
BA2066       n        7.230366
BA2344       y        7.537348
BA2459       n        8.289243
BA2229       n        7.330738
BA2559       n        7.762007
BA2093       n        9.377939
BA2000       n        7.771615
BA2425       n        7.535110
BA2905       n        7.418896
BA2304       y        6.411285
BA2976       n        7.321216
BA2386       n        8.333379
BA2035       n        8.630661
BA2760       n        6.778340
BA2201       n        7.505393
BA2355       y        7.332510
BA2113       n        7.874307
BA2955       n        7.158766
BA2322       n        8.306913
BA2020       n        7.445445
BA2226       n        7.865198
BA2376       n        6.528363
BA2121       n        7.677514
