	ASXL1	NRAS
BA2000	0.0156650526915408	5.043675734302264
BA2003	0.0155226431216177	10.560686431397826
BA2004	0.0254913130162346	4.441235364145998
BA2006	0.0561093705497009	6.575705504189619
BA2011	0.0160922814013101	6.488344675152857
BA2019	0.0243520364568499	7.803800858255831
BA2020	0.0357448020506978	10.709729421914986
BA2022	0.021646254628311	8.019621620352721
BA2023	0.0109655368840786	4.375188854380848
BA2024	0.0190828823696952	5.175163513879563
BA2025	0.015949871831387	6.074731218320892
BA2031	0.0135289091426943	4.219114009776729
BA2032	0.0149530048419253	8.583705251658827
BA2033	0.0229279407576189	21.634045078260016
BA2034	0.026060951295927	9.198614997934929
BA2035	0.0195101110794645	6.8581726405028185
BA2036	0.0197949302193107	5.895456678640012
BA2037	0.0299060096838507	8.474187163433587
BA2041	0.0200797493591569	10.108074498986811
BA2044	0.0152378239817715	4.7535644907408665
BA2046	0.0294787809740814	9.160481901497343
BA2047	0.0254913130162346	7.613271283589593
BA2050	0.0111079464540017	4.103686476329206
BA2051	0.0209342067786955	20.82227021965971
BA2052	0.0364568499003133	8.803722359895055
BA2053	0.013101680432925	9.031640140409914
BA2054	0.0126744517231557	3.633549237992189
BA2055	0.0113927655938479	1.6282099596913011
BA2063	0.0438621475363144	5.453141679979542
BA2065	0.0190828823696952	7.008120709963036
BA2066	0.0259185417260039	10.10974543956892
BA2068	0.0156650526915408	6.301531117480288
BA2069	0.0170891483907718	5.418720571825874
BA2072	0.0111079464540017	3.975963751875416
BA2079	0.0108231273141555	3.637880412457246
BA2080	0.017373967530618	10.09782677520544
BA2081	0.0139561378524636	4.296904604494646
BA2082	0.0178011962403873	11.946301068824308
BA2087	0.0099686698946169	9.334338474733304
BA2088	0.0226431216177727	13.1502236881413
BA2089	0.0229279407576189	13.279025182733749
BA2093	0.028909142694389	3.900351353768402
BA2094	0.0168043292509256	9.744641884173047
BA2095	0.017373967530618	6.152794819771235
BA2096	0.013101680432925	6.715911213656165
BA2097	0.0350327542010823	13.917958079878336
BA2098	0.0118199943036172	10.387971166225924
BA2100	0.0136713187126174	4.6475452234853565
BA2101	0.027485046995158	6.084070489319454
BA2104	0.0078325263457704	5.135247990444217
BA2106	0.0160922814013101	10.134436245830772
BA2109	0.0121048134434634	7.168784406456207
BA2110	0.0099686698946169	3.345155971053532
BA2113	0.0313301053830817	7.355297822797085
BA2116	0.0273426374252349	11.5696457912037
BA2121	0.0250640843064653	8.496779176483521
BA2122	0.0093990316149245	4.026122374469674
BA2123	0.0227855311876958	14.704105196105951
BA2124	0.0197949302193107	5.235737433920034
BA2125	0.0186556536599259	6.58007623618558
BA2132	0.0225007120478496	7.287418557176935
BA2133	0.0262033608658501	5.569103779560801
BA2134	0.008686983765309	3.1951470189520976
BA2135	0.0264881800056963	10.07866878646148
BA2139	0.0089718029051552	3.987310125081623
BA2143	0.0176587866704642	11.295737558973652
BA2148	0.013101680432925	7.237628309278444
BA2153	0.0196525206493876	7.725737990865466
BA2155	0.0163771005411563	4.1905827771309205
BA2156	0.0186556536599259	4.879492323703967
BA2162	0.0172315579606949	4.131192099621418
BA2163	0.0212190259185417	7.40084545361058
BA2168	0.0139561378524636	5.304324475960764
BA2169	0.0233551694673882	8.809693564752845
BA2171	0.0259185417260039	7.35983570213583
BA2172	0.0133864995727712	7.799454036850744
BA2174	0.0189404727997721	5.846511858146845
BA2175	0.0294787809740814	12.59926604192168
BA2184	0.0398746795784676	14.021418300866742
BA2195	0.0156650526915408	8.728201249493587
BA2198	0.0153802335516946	6.621456516309619
BA2200	0.0293363714041583	7.825270796632329
BA2201	0.0092566220450014	3.210905042782101
BA2209	0.0582455140985474	13.608094661958637
BA2211	0.0270578182853887	6.499249306980105
BA2212	0.0182284249501566	8.737816618242173
BA2217	0.0242096268869268	5.215639002629361
BA2218	0.0155226431216177	9.040140075502665
BA2220	0.0135289091426943	6.568462036017965
BA2221	0.0138137282825405	6.168651920425615
BA2224	0.0146681857020791	5.262801542565956
BA2226	0.0320421532326972	13.813418165213225
BA2227	0.0344631159213899	14.655231252770625
BA2228	0.0283395044146966	13.848825906875648
BA2229	0.04044431785816	10.823771025224463
BA2233	0.0209342067786955	8.992461331969217
BA2234	0.0183708345200797	7.927532448144326
BA2235	0.0136713187126174	5.807526607623976
BA2236	0.015949871831387	5.421816667461279
BA2239	0.0108231273141555	3.623346886499976
BA2240	0.0242096268869268	12.666749870098409
BA2242	0.0276274565650811	6.392837846825661
BA2244	0.0162346909712332	5.764306175984613
BA2245	0.0193677015095414	6.29602671469508
BA2248	0.0122472230133865	6.139345604158139
BA2249	0.0249216747365422	8.565036261731409
BA2251	0.0206493876388493	9.824081940256818
BA2256	0.0166619196810025	9.382877083579444
BA2260	0.0111079464540017	5.080990281668714
BA2261	0.0123896325833095	4.797652161882078
BA2269	0.0074052976360011	3.8558379466002592
BA2271	0.0207917972087724	12.214789116709204
BA2272	0.0146681857020791	5.075306755798043
BA2273	0.0200797493591569	7.741660973665951
BA2275	0.0300484192537738	9.36840960870265
BA2276	0.0116775847336941	5.21724058926059
BA2277	0.0227855311876958	8.740148523778734
BA2280	0.0358872116206209	14.318248858664116
BA2281	0.0200797493591569	7.249787793480649
BA2282	0.0166619196810025	3.9354517472565504
BA2286	0.0179436058103104	7.059774929748949
BA2288	0.0236399886072344	5.030989192075231
BA2292	0.0182284249501566	11.60869444588134
BA2294	0.0206493876388493	5.909367305235669
BA2296	0.0220734833380803	7.903710370609955
BA2300	0.0259185417260039	9.118918702903615
BA2301	0.0192252919396183	10.608034425539255
BA2302	0.0226431216177727	8.506829643624565
BA2304	0.0085445741953859	3.867613301263115
BA2306	0.0178011962403873	8.171764479984272
BA2308	0.0186556536599259	6.25244413003803
BA2309	0.0149530048419253	5.340910135111962
BA2311	0.0150954144118484	5.303064363651437
BA2312	0.0183708345200797	4.504811534567072
