	SRSF2	STAG2
BA2000	8.232855850924276	0.045373231419743
BA2003	9.4977144739766	0.0190274841437632
BA2004	5.562522945896354	0.0769230769230769
BA2006	4.6626359318395725	0.0443974630021141
BA2011	8.33948154257171	0.040169133192389
BA2019	9.757790556231546	0.0617986664498292
BA2020	24.05614468586043	0.0865181330297609
BA2022	13.76175498824985	0.0530167506911693
BA2023	6.170959052505648	0.0211416490486257
BA2024	13.562153332917909	0.0845665961945031
BA2025	8.058465426519131	0.0416327858188323
BA2031	5.276629236644825	0.0066677508537973
BA2032	4.763443017170353	0.0380549682875264
BA2033	22.143794608866745	0.066352252398764
BA2034	10.006225712329805	0.0110587087331273
BA2035	6.202410726195026	0.0483005366726296
BA2036	8.19574270719942	0.0395186209139697
BA2037	11.49048044339966	0.0796877541063587
BA2041	12.869687030810905	0.045373231419743
BA2044	8.48685376064178	0.0426085542364612
BA2046	9.108705272546237	0.0606602699625955
BA2047	13.306666081934658	0.0476500243942104
BA2050	9.513319286237095	0.0213042771182306
BA2051	8.14805311574689	0.0489510489510489
BA2052	8.873809201356487	0.0442348349325093
BA2053	7.462370487579332	0.0393559928443649
BA2054	10.430588127973053	0.0422832980972515
BA2055	4.345256847097649	0.0203285087006017
BA2063	9.467873645094436	0.0499268173686778
BA2065	6.373759297739962	0.0434216945844852
BA2066	15.800296299117967	0.0788746137583346
BA2068	18.355853161765303	0.0367539437306879
BA2069	10.278331861243649	0.0377297121483168
BA2072	5.902058256500613	0.0289477963896568
BA2079	7.640222263953134	0.0591966173361522
BA2080	9.191369278339211	0.0250447227191413
BA2081	6.928636469183807	0.028785168320052
BA2082	8.40840134006508	0.0456984875589526
BA2087	5.677796869229128	0.0258578630671653
BA2088	11.410047337328768	0.0616360383802244
BA2089	11.89864820678787	0.0291104244592616
BA2093	5.464961303565389	0.0352902911042445
BA2094	12.051205054450586	0.0351276630346397
BA2095	8.463544127567214	0.0396812489835745
BA2096	15.000673563143634	0.024394210440722
BA2097	17.792688397965705	0.0661896243291592
BA2098	6.655929889318163	0.0201658806309969
BA2100	3.718527822597228	0.0308993332249146
BA2101	8.1501091842613	0.0335013823385916
BA2104	1.8852928899651	0.0203285087006017
BA2106	7.204307756577358	0.0279720279720279
BA2109	6.833888850170134	0.0491136770206537
BA2110	3.806471086714524	0.0291104244592616
BA2113	15.929650625391014	0.0398438770531793
BA2116	6.781050008997795	0.0713937225565132
BA2121	11.980554744241596	0.0546430313872174
BA2122	5.858690587057699	0.0398438770531793
BA2123	11.59072875024918	0.0494389331598633
BA2124	16.611280928331222	0.0396812489835745
BA2125	7.921142108252018	0.0546430313872174
BA2132	13.946291139079216	0.0445600910717189
BA2133	7.478491218664673	0.0455358594893478
BA2134	4.036120566317373	0.0255326069279557
BA2135	20.82611375867676	0.0380549682875264
BA2139	4.621744593017676	0.031387217433729
BA2143	8.73803235454996	0.0361034314522686
BA2148	3.778912883468327	0.0273215156936087
BA2153	7.671001886855401	0.0632623190762725
BA2155	9.35317182362659	0.0278093999024231
BA2156	8.002415187656146	0.0526914945519596
BA2162	8.849822115908271	0.0489510489510489
BA2163	7.4857757015311535	0.0496015612294682
BA2168	8.310485926369557	0.0139860139860139
BA2169	8.737420101785885	0.033176126199382
BA2171	13.647857183453524	0.057570336640104
BA2172	6.624084898239265	0.0336640104081964
BA2174	11.368590659871236	0.0616360383802244
BA2175	16.88810084545601	0.0754594242966336
BA2184	21.24939692545412	0.0910717189786957
BA2195	7.23243772301538	0.0369165718002927
BA2198	6.568389703284435	0.0556187998048463
BA2200	22.72786822849741	0.0725321190437469
BA2201	4.323026570237881	0.0304114490161001
BA2209	6.408519354938519	0.0559440559440559
BA2211	16.55230428257159	0.0442348349325093
BA2212	10.236633063274152	0.019190112213368
BA2217	13.496358315863404	0.0466742559765815
BA2218	12.93380471935965	0.0292730525288664
BA2220	9.724200374077704	0.0416327858188323
BA2221	7.3819992501371905	0.0297609367376809
BA2224	8.450169624197642	0.0406570174012034
BA2226	20.690926999003683	0.0993657505285412
BA2227	22.4026748068776	0.0354529191738494
BA2228	12.36714192755575	0.0852171084729224
BA2229	10.30418039139401	0.0650512278419255
BA2233	9.331255815320716	0.0252073507887461
BA2234	10.042322926937322	0.0572450805008944
BA2235	6.150150874326986	0.0476500243942104
BA2236	6.349187771730446	0.0422832980972515
BA2239	3.990381066613173	0.033176126199382
BA2240	11.81329733557186	0.0757846804358432
BA2242	12.622925169745704	0.0502520735078874
BA2244	8.685425007509856	0.0578955927793137
BA2245	7.892885598424514	0.0580582208489185
BA2248	7.032545897351294	0.0187022280045535
BA2249	12.922706504656714	0.063750203285087
BA2251	8.235124274376565	0.0440722068629045
BA2256	10.70430699737524	0.0286225402504472
BA2260	6.82488810159893	0.0242315823711172
BA2261	4.481930297566593	0.0413075296796227
BA2269	2.974267049947534	0.0413075296796227
BA2271	12.268896653926028	0.0774109611318913
BA2272	8.740305014970993	0.0509025857863067
BA2273	13.281240851317271	0.0322003577817531
BA2275	15.467941519326764	0.1136770206537648
BA2276	7.392346085673904	0.033176126199382
BA2277	12.43586729245932	0.0725321190437469
BA2280	20.29568025661283	0.0912343470483005
BA2281	6.894733065138713	0.0359408033826638
BA2282	7.732555617772172	0.0426085542364612
BA2286	6.7743114544895136	0.0536672629695885
BA2288	9.746257016854276	0.0354529191738494
BA2292	10.979030068640542	0.0400065051227841
BA2294	9.96181839846229	0.0391933647747601
BA2296	12.911623781720358	0.061961294519434
BA2300	18.75620070168782	0.0894454382826475
BA2301	10.356558085101655	0.0448853472109286
BA2302	7.71625786338462	0.0378923402179216
BA2304	5.045093600102256	0.0250447227191413
BA2306	7.478498911939351	0.0469995121157911
BA2308	8.936134174381431	0.031387217433729
BA2309	8.067967717536426	0.0398438770531793
BA2311	7.467929705715504	0.0343145226866157
BA2312	9.207036717457903	0.0419580419580419
BA2316	5.365016032852368	0.0307367051553098
BA2322	15.15802832310161	0.050577329647097
BA2325	4.8474309463330005	0.023581070092698
BA2329	6.004385112888205	0.0302488209464953
BA2334	6.772033452636415	0.0221174174662546
BA2339	6.578395846076763	0.0391933647747601
BA2344	9.95222373294122	0.033176126199382
BA2347	6.260648827958406	0.0538298910391933
BA2348	3.192767626297295	0.017401203447715
BA2350	3.1993092687479128	0.0234184420230931
BA2354	9.094720981645125	0.0603350138233859
BA2355	15.09480010980398	0.0790372418279395
BA2357	7.213802053964256	0.0222800455358594
BA2360	8.585844864296938	0.0411449016100178
BA2361	9.20178308725799	0.0365913156610831
BA2363	2.263679932155521	0.017401203447715
BA2369	13.61743356901646	0.0426085542364612
BA2374	15.020254776469203	0.063750203285087
BA2375	9.747926186355707	0.0609855261018051
BA2376	7.187031120506286	0.0434216945844852
BA2377	8.048909750072964	0.090746462839486
BA2379	8.33738191225857	0.0629370629370629
BA2385	6.499132998687305	0.0598471296145714
BA2386	7.607945839191167	0.0591966173361522
BA2387	8.404643286708874	0.0460237436981623
BA2394	13.111254023792643	0.0660269962595544
BA2399	11.441423685644317	0.0307367051553098
BA2400	19.22387339569088	0.0611481541714099
BA2402	7.8286036188920285	0.050577329647097
BA2405	3.3746840174856048	0.0169133192389006
BA2406	15.100351324920654	0.0312245893641242
BA2409	5.335638013516848	0.0452106033501382
BA2410	12.248821025695852	0.0346397788258253
BA2412	5.050385275136611	0.0351276630346397
BA2413	9.779487361630606	0.0304114490161001
BA2414	16.52048756287578	0.0652138559115303
BA2415	5.784375608737815	0.0365913156610831
BA2417	12.604578445954084	0.0476500243942104
BA2418	5.852862551853996	0.0178890876565295
BA2420	6.673973364609146	0.0424459261668564
BA2421	5.350942554128971	0.0609855261018051
BA2423	6.000412384804274	0.023581070092698
BA2425	8.608777895241822	0.0367539437306879
BA2426	11.693868661328034	0.0305740770857049
BA2427	6.0037188350709	0.0248820946495365
BA2429	6.176043605283289	0.0583834769881281
BA2440	12.648194603753424	0.040982273540413
BA2441	20.145754270094866	0.094324280370792
BA2442	8.743968100207633	0.0466742559765815
BA2446	9.845302131772312	0.0367539437306879
BA2449	6.396285146525121	0.0681411611644169
BA2450	6.603321031922046	0.045373231419743
BA2452	13.516954483145255	0.0390307367051553
BA2454	17.26327461462944	0.0588713611969425
BA2455	3.910528036418665	0.0213042771182306
BA2456	5.467941329607662	0.038380224426736
BA2459	4.261218993214063	0.0372418279395023
BA2461	15.069173557393931	0.070743210278094
BA2463	14.677596729226243	0.0388681086355504
BA2464	6.196766107099562	0.0520409822735404
BA2469	4.177583132499608	0.0630996910066677
BA2470	13.4406643279588	0.042771182306066
BA2472	7.002969939252052	0.0458611156285574
BA2473	17.61282028367346	0.0565945682224751
BA2474	5.556900559206135	0.0320377297121483
BA2477	12.952167723166772	0.0683037892340217
BA2479	5.270956797053147	0.0260204911367702
BA2480	5.221559208280936	0.040982273540413
BA2481	7.431470700183258	0.0196779964221824
BA2482	6.062584079756848	0.0456984875589526
BA2483	6.914749760947312	0.0515530980647259
BA2485	5.92992856005121	0.0278093999024231
BA2488	6.481372505584559	0.0590339892665474
BA2489	9.890896292322566	0.0196779964221824
BA2492	4.708722659288666	0.0535046348999837
BA2494	8.267202187631659	0.0361034314522686
BA2496	4.413315151161343	0.0271588876240039
BA2497	5.6879551902635646	0.0294356805984712
BA2499	5.54190921730581	0.0154496666124573
BA2500	14.28248502325956	0.090746462839486
BA2501	16.016290495131866	0.064563343633111
BA2502	7.52303870478604	0.0494389331598633
BA2505	6.363570620678172	0.0211416490486257
BA2507	14.380739159403634	0.0308993332249146
BA2510	6.760117532121623	0.0177264595869247
BA2511	4.86640459517794	0.0175638315173198
BA2512	13.280997866271184	0.070743210278094
BA2514	9.460769184449832	0.0276467718328183
BA2515	5.895622525195992	0.0297609367376809
BA2520	6.589913506704133	0.0138233859164091
BA2521	11.10073495038827	0.0606602699625955
BA2523	7.517763687149729	0.0346397788258253
BA2524	7.462607636373677	0.0299235648072857
BA2525	5.466561367386181	0.0369165718002927
BA2526	10.293552526172045	0.0315498455033338
BA2528	11.796546906297598	0.0237436981623028
BA2532	6.487964395018982	0.0647259717027158
BA2534	8.459329444596433	0.0528541226215644
BA2538	5.394325127202471	0.0219547893966498
BA2539	13.783379949387552	0.061961294519434
BA2540	6.093821057751978	0.0273215156936087
BA2541	6.246426454135313	0.0356155472434542
BA2545	9.589714367788345	0.0630996910066677
BA2546	5.728219614595158	0.0403317612619938
BA2552	8.667823095211054	0.049764189299073
BA2559	7.604231628237052	0.0626118067978533
BA2561	12.142850342500884	0.017401203447715
BA2563	13.960567292486948	0.0413075296796227
BA2564	5.953373950181264	0.0312245893641242
BA2567	8.164090806058189	0.0359408033826638
BA2570	6.277968963291617	0.0712310944869084
BA2575	4.186598620862128	0.0294356805984712
BA2577	10.481296272317712	0.0458611156285574
BA2579	5.799583556593004	0.0572450805008944
BA2583	8.349535248523072	0.0234184420230931
BA2584	12.988321421755929	0.033176126199382
BA2587	12.222007272590782	0.0671653927467881
BA2588	11.31051983183879	0.0484631647422345
BA2589	7.947375643295165	0.0538298910391933
BA2592	19.474247117780276	0.0483005366726296
BA2593	7.240328390009368	0.0188648560741584
