	SRSF2	STAG2
BA2594	6.987211126676434	0.0404943893315986
BA2595	6.30470399812333	0.0308993332249146
BA2597	5.527468741435484	0.0323629858513579
BA2600	9.43693165628052	0.0292730525288664
BA2603	8.031131002770422	0.0548056594568222
BA2618	10.28489543340043	0.0248820946495365
BA2619	5.095602446073737	0.0577329647097088
BA2620	5.724776990730876	0.0512278419255163
BA2621	8.52635196353477	0.0320377297121483
BA2622	6.808239994869905	0.0499268173686778
BA2623	14.54918465607203	0.0678159050252073
BA2629	6.440224123048128	0.0406570174012034
BA2631	7.706720301683648	0.0429338103756708
BA2634	5.409271388395974	0.0193527402829728
BA2636	7.23942408699101	0.0352902911042445
BA2639	11.290559861343022	0.0554561717352415
BA2644	12.120313967421524	0.0502520735078874
BA2645	6.565985109356736	0.0281346560416327
BA2646	9.601665809212935	0.0738331436005854
BA2649	11.37103738461929	0.0432590665148804
BA2651	4.392191881902992	0.0372418279395023
BA2653	6.189312757173702	0.0322003577817531
BA2655	24.78280962468196	0.0917222312571149
BA2656	10.496625191157923	0.0161001788908765
BA2657	8.718577880236095	0.0463489998373719
BA2658	14.996474160764116	0.0603350138233859
BA2659	6.834352080947908	0.0583834769881281
BA2660	4.155803626710925	0.0295983086680761
BA2662	15.49520119417077	0.0447227191413237
BA2663	8.012704999972765	0.0411449016100178
BA2667	5.179103667139669	0.0463489998373719
BA2670	4.824542357103383	0.0652138559115303
BA2674	10.722448805074542	0.0617986664498292
BA2675	7.4338882407337	0.0473247682550008
BA2676	6.708243469362233	0.040169133192389
BA2677	10.056471670609511	0.0322003577817531
BA2681	6.4486065719395	0.0361034314522686
BA2682	8.86880632720628	0.0180517157261343
BA2685	12.088413277456349	0.0640754594242966
BA2688	5.633587562322815	0.038380224426736
BA2691	6.076648196548933	0.0426085542364612
BA2694	5.467132033760421	0.0247194665799316
BA2695	9.713575137631638	0.042771182306066
BA2697	10.360787444122687	0.0325256139209627
BA2701	4.731877278883458	0.0177264595869247
BA2704	8.317276075620878	0.0408196454708082
BA2705	6.022822272948734	0.0513904699951211
BA2707	10.73198616991751	0.0365913156610831
BA2709	5.070893089865122	0.0203285087006017
BA2712	7.203846810873546	0.021792161327045
BA2714	6.004340183355022	0.0509025857863067
BA2715	4.669863887178434	0.0295983086680761
BA2718	9.106236307301485	0.0491136770206537
BA2720	4.530534686570339	0.0416327858188323
BA2721	5.481999785025814	0.0634249471458773
BA2722	5.718629066779601	0.0559440559440559
BA2723	8.777930020899095	0.0650512278419255
BA2724	6.865747442702639	0.0213042771182306
BA2726	5.46525282121478	0.0265083753455846
BA2727	6.406590161494626	0.0469995121157911
BA2728	6.114653167335468	0.0661896243291592
BA2731	4.682356977360299	0.0152870385428524
BA2733	5.681767858992853	0.0247194665799316
BA2735	3.99910963692798	0.0326882419905675
BA2737	8.293808493246203	0.0258578630671653
BA2742	7.233564878780263	0.0562693120832655
BA2744	3.3238434758887325	0.0131728736379899
BA2746	9.638528377831507	0.0359408033826638
BA2747	8.563268577013341	0.0226053016750691
BA2748	8.95066179938992	0.0484631647422345
BA2751	6.898398048565869	0.0460237436981623
BA2756	4.073384222163363	0.0325256139209627
BA2758	5.67761271728232	0.0411449016100178
BA2760	6.513254477440419	0.0551309155960318
BA2762	9.329141237805674	0.0292730525288664
BA2764	4.943143749486105	0.0564319401528703
BA2765	7.350530098909075	0.0668401366075784
BA2769	9.702788896930844	0.0305740770857049
BA2772	4.159127448986021	0.0286225402504472
BA2775	13.77659622773193	0.0439095787932997
BA2776	16.371407361151164	0.0639128313546918
BA2778	3.520166182953617	0.0304114490161001
BA2782	8.397264195881215	0.0487884208814441
BA2786	16.45774351342842	0.0307367051553098
BA2787	7.389194116949242	0.0400065051227841
BA2789	6.449575456643765	0.0484631647422345
BA2791	10.11462229560986	0.0404943893315986
BA2792	10.24030708858268	0.0320377297121483
BA2798	10.398857204628076	0.0413075296796227
BA2801	8.674430343301829	0.035778175313059
BA2802	8.138700967825729	0.0417954138884371
BA2804	5.820780505318683	0.0258578630671653
BA2806	8.730563476229827	0.0255326069279557
BA2808	6.251134290030116	0.0282972841112375
BA2809	11.545778835437822	0.064563343633111
BA2811	6.428374807884683	0.0388681086355504
BA2812	11.802928834815026	0.0219547893966498
BA2813	10.855132806266033	0.0227679297446739
BA2814	6.36973865898262	0.0263457472759798
BA2816	7.447682610994238	0.0239063262319076
BA2817	5.033826240082924	0.0483005366726296
BA2820	4.432341785701983	0.0510652138559115
BA2821	17.987850850995763	0.078549357619125
BA2822	7.391770931926661	0.0450479752805334
BA2824	10.14592250436246	0.0486257928118393
BA2828	5.58623574127537	0.026996259554399
BA2829	12.60706256807866	0.0787119856887298
BA2830	11.597514503817472	0.0274841437632135
BA2832	9.478322894438538	0.0419580419580419
BA2836	4.542946151205929	0.0172385753781102
BA2837	10.187887408517986	0.0370791998698975
BA2839	7.19713648555592	0.0536672629695885
BA2840	19.35628427491396	0.0541551471784029
BA2841	15.51985513764779	0.0406570174012034
BA2842	5.670142492268048	0.0458611156285574
BA2843	7.2737096187365635	0.0227679297446739
BA2844	8.040064000954159	0.0268336314847942
BA2846	9.099985146464729	0.0348024068954301
BA2850	17.256494458123818	0.0299235648072857
BA2851	16.919319842135923	0.0866807610993657
BA2852	9.3557024608083	0.0369165718002927
BA2855	6.770871996630884	0.0587087331273377
BA2856	5.709638559319097	0.0500894454382826
BA2858	8.75621358698366	0.0351276630346397
BA2860	4.831655206211666	0.0302488209464953
BA2861	6.545294633285072	0.0344771507562205
BA2865	6.063684890259434	0.0377297121483168
BA2866	18.217765780052407	0.0361034314522686
BA2867	12.768944059804822	0.0590339892665474
BA2868	8.926632811025167	0.035778175313059
BA2870	10.691233978534347	0.010408196454708
BA2871	7.871446025382816	0.0450479752805334
BA2872	8.38478074500445	0.0548056594568222
BA2876	7.570218934013556	0.0305740770857049
BA2879	9.744493994658372	0.0557814278744511
BA2880	9.872966868748064	0.0456984875589526
BA2882	6.41113793113961	0.0364286875914782
BA2883	6.339850205079362	0.0598471296145714
BA2885	8.479900578500331	0.0492763050902585
BA2887	6.56007403071066	0.047162140185396
BA2889	0.0743460508001554	0.0
BA2893	9.638332415462768	0.0300861928768905
BA2901	4.034005532164386	0.0284599121808424
BA2902	15.714779390715256	0.0226053016750691
BA2903	4.984318248699775	0.0364286875914782
BA2904	9.63024104045493	0.0658643681899495
BA2905	6.684914909844287	0.0253699788583509
BA2906	8.651578361770243	0.0526914945519596
BA2908	4.877579593737762	0.074158399739795
BA2909	4.683284513195718	0.033989266547406
BA2910	5.541838286981467	0.0489510489510489
BA2911	8.54856069642697	0.0562693120832655
BA2914	10.502107696154695	0.064563343633111
BA2915	5.792362572827192	0.012197105220361
BA2921	6.633073234286286	0.0221174174662546
BA2922	6.310571185556978	0.0352902911042445
BA2923	2.294485920644868	0.0216295332574402
BA2926	9.80998462588298	0.0452106033501382
BA2928	8.69165244131062	0.0346397788258253
BA2930	6.252578532514452	0.0606602699625955
BA2932	6.808563590999973	0.0476500243942104
BA2934	14.067268493090149	0.0813140348024069
BA2935	6.875732347003628	0.0278093999024231
BA2937	7.428246049513387	0.0378923402179216
BA2939	5.666911542612318	0.0203285087006017
BA2944	20.17810691378028	0.0757846804358432
BA2947	8.752448133917666	0.0265083753455846
BA2948	7.658120790846421	0.0613107822410148
BA2950	19.80803348470678	0.054968287526427
BA2951	6.545344557830107	0.0349650349650349
BA2952	8.122364399174007	0.0432590665148804
BA2953	4.165527594363746	0.0172385753781102
BA2955	4.168310746794686	0.0265083753455846
BA2956	4.412213468284358	0.0196779964221824
BA2962	9.62254626815916	0.0390307367051553
BA2970	6.82563548808512	0.0300861928768905
BA2972	17.133302447360474	0.0512278419255163
BA2976	12.0314205734361	0.0617986664498292
BA2978	8.401967136321247	0.0648885997723207
BA2981	9.995182026586264	0.0526914945519596
BA2984	11.464907345876346	0.0361034314522686
BA2986	7.101684957297008	0.0404943893315986
BA2989	8.795973499008968	0.0647259717027158
BA2992	8.387360095873753	0.059359245405757
BA2993	6.548091996647044	0.0204911367702065
BA2994	7.491587589060391	0.0274841437632135
BA2995	8.042978259588315	0.0365913156610831
BA2999	9.237287592470466	0.0585461050577329
BA3001	10.635474927702829	0.0531793787607741
BA3002	7.433066834918997	0.0604976418929907
BA3004	20.01524371362463	0.0569198243616848
BA3006	7.887406418836374	0.0245568385103268
BA3008	1.151764051617996	0.005204098227354
BA3009	12.70675816021341	0.0489510489510489
BA3010	9.93501421886932	0.0125223613595706
BA3011	7.312469312344717	0.0504147015774922
BA3013	11.241296352717962	0.033176126199382
BA3023	7.669966584671925	0.0460237436981623
BA3025	8.224723862040195	0.0375670840787119
BA3027	6.313814037982007	0.0271588876240039
BA3029	4.863085291612342	0.0222800455358594
BA3030	8.996704918882624	0.0717189786957228
BA3037	3.560208607567682	0.0443974630021141
BA3038	8.525039525459805	0.0655391120507399
BA3040	10.184133637125449	0.0361034314522686
BA3042	6.628816802916966	0.0378923402179216
BA3043	5.7347037555727605	0.0354529191738494
BA3049	7.709952901890861	0.0443974630021141
BA3051	8.028488614097542	0.0310619612945194
BA3053	8.260392006415247	0.0439095787932997
BA3064	13.723563278917382	0.0601723857537811
BA3067	5.767707151808671	0.0551309155960318
BA3068	12.05725770114568	0.0687916734428362
BA3070	5.203023149659262	0.0494389331598633
BA3071	8.508481104196106	0.0591966173361522
BA3072	8.130820553657012	0.0609855261018051
BA3075	9.685638937249172	0.0292730525288664
BA3076	3.173670483067415	0.0348024068954301
BA3077	7.063930513550272	0.0644007155635062
BA2040	10.69440493109387	0.0422832980972515
BA2160	9.003634380250459	0.0473247682550008
BA2303	7.191323495844114	0.0432590665148804
BA2353	9.207538455055904	0.0600097576841762
BA2516	8.722662105679474	0.0126849894291754
BA2590	11.772384644006344	0.0447227191413237
BA2647	8.294039752405034	0.0395186209139697
BA2891	4.544684365430045	0.038380224426736
BA2924	9.270804624805091	0.0403317612619938
BA2971	8.612476462145901	0.0458611156285574
BA3036	7.951047772735664	0.0369165718002927
BA3059	8.459143755460484	0.0417954138884371
BA3073	9.331302161300306	0.0258578630671653
BA3078	8.821603164846612	0.0946495365100016
BA3079	10.919607123689367	0.0359408033826638
BA3083	9.763607559675624	0.0665148804683688
BA3084	11.07619193781452	0.0113839648723369
BA3085	8.58611905302023	0.0323629858513579
BA3087	12.656354684321892	0.1299398276142462
BA3089	8.311153394764238	0.0551309155960318
BA3094	8.867397625461617	0.040169133192389
BA3095	11.147013913607896	0.0396812489835745
BA3098	8.80564141769492	0.0564319401528703
BA3099	12.18830630974656	0.0863555049601561
BA3103	7.932405121638664	0.0596845015449666
BA3108	8.466121616741022	0.0478126524638152
BA3109	6.114691826723875	0.0538298910391933
BA3110	10.458380976102182	0.0565945682224751
BA3114	7.885945321817231	0.0536672629695885
BA3116	8.529886045216243	0.031387217433729
BA3117	13.165547408646669	0.0827776874288502
BA3118	9.52900286393184	0.033989266547406
BA3119	9.320060173536255	0.0639128313546918
BA3123	6.819402436917767	0.045373231419743
BA3124	6.529968711843278	0.0343145226866157
BA3126	6.418101039293884	0.0164254350300861
BA3128	11.407179138617158	0.0365913156610831
BA3130	4.088463993581992	0.0317124735729386
BA3133	10.193558105999386	0.0801756383151732
BA3135	9.345978385551664	0.0370791998698975
BA3136	8.021824222051386	0.0580582208489185
BA3137	8.260497748162454	0.0469995121157911
BA3138	11.566433343215182	0.0608228980322003
BA3139	12.880608873792047	0.1018051715726134
BA3141	10.923457287374118	0.049764189299073
BA3142	8.168811611319903	0.0535046348999837
BA3145	7.6347702394397565	0.04797528053342
BA3146	9.655032618034785	0.0522036103431452
BA3149	7.564425393661298	0.0564319401528703
BA3152	9.920754637698122	0.0601723857537811
BA3153	14.526215454406378	0.0478126524638152
BA3154	10.846861583232888	0.1003415189461701
BA3156	9.927326320381322	0.0500894454382826
BA3157	13.063054618752696	0.0476500243942104
BA3158	10.693974685916867	0.0304114490161001
BA3162	4.851054301599011	0.061961294519434
BA3163	6.930830142035739	0.0351276630346397
BA3164	9.342014435147782	0.0657017401203447
BA3167	5.302001846889388	0.0469995121157911
BA3169	7.799940669931466	0.047162140185396
BA3171	9.091666968041642	0.0673280208163929
BA3173	17.095760583401017	0.0408196454708082
BA3174	6.793822708728306	0.0515530980647259
BA3175	5.00744272661695	0.0377297121483168
BA3176	8.478663478887432	0.0538298910391933
BA3177	15.535892919889813	0.0835908277768743
BA3178	7.811829033638568	0.026183119206375
BA3180	8.895337557218458	0.0778988453407058
BA3181	4.422815895727106	0.0169133192389006
BA3182	9.852922154156422	0.0704179541388843
BA3183	10.844757813732675	0.0617986664498292
BA3185	8.111352392123562	0.0499268173686778
BA3186	13.488830775472104	0.0835908277768743
BA3187	10.898121425348023	0.0382175963571312
BA3189	9.78367671917606	0.0660269962595544
BA3190	8.457118252608119	0.0528541226215644
BA3191	6.82073962029973	0.0465116279069767
BA3192	7.644962953547431	0.0437469507236949
BA3194	15.578974834950255	0.0245568385103268
BA3195	7.656353683530695	0.0439095787932997
BA3197	5.8496987295057785	0.0391933647747601
BA3199	17.319011707488368	0.063750203285087
BA3200	9.219105547330877	0.0738331436005854
BA3202	14.131055396645657	0.0585461050577329
BA3203	13.334514162165004	0.0289477963896568
BA3206	8.615426237956427	0.0424459261668564
BA3207	5.550590901362075	0.0297609367376809
BA3208	8.862523887706992	0.0461863717677671
BA3210	9.405140894830891	0.0496015612294682
BA3211	8.211004457284288	0.0483005366726296
BA3212	9.898038724342744	0.0585461050577329
BA3213	13.517700773179085	0.0569198243616848
BA3214	9.10206025949245	0.0390307367051553
BA3216	10.525741125088398	0.0307367051553098
BA3217	9.944442255261963	0.0162628069604813
BA3219	7.506296933894308	0.0530167506911693
BA3221	7.195100213258784	0.0432590665148804
BA3222	11.188259066181317	0.061961294519434
BA3225	5.8561021391687165	0.0518783542039356
BA3226	10.060113918821658	0.0484631647422345
BA3227	7.686237312566234	0.0683037892340217
BA3228	9.760905981324214	0.1040819645470808
BA3229	9.545261414210527	0.078549357619125
BA3230	8.213683806876675	0.05675719629208
BA3232	9.652088286441485	0.0544804033176126
BA3234	6.848903752017485	0.0650512278419255
BA3235	5.569652226288433	0.040169133192389
BA3237	9.936101859579024	0.0476500243942104
BA3240	8.185381995795078	0.0557814278744511
BA3242	7.604050682616766	0.0609855261018051
BA3243	9.101669593295048	0.0735078874613758
BA3245	10.050032440893732	0.0455358594893478
BA3249	6.20004108032068	0.0647259717027158
BA3250	13.405323391789926	0.0824524312896406
BA3251	8.523607381203018	0.0242315823711172
BA3255	10.599715894329504	0.0442348349325093
BA3258	8.533098056657375	0.0621239225890388
BA3260	8.022998558022062	0.088144413725809
BA3261	9.596048646531807	0.0489510489510489
BA3264	14.78860556772643	0.0796877541063587
BA3266	11.12503740353567	0.0788746137583346
BA3268	10.423782911017836	0.0273215156936087
BA3269	7.77691334390067	0.0570824524312896
BA3270	10.34277920191874	0.0910717189786957
BA3271	11.45723740240038	0.0617986664498292
BA3273	7.743927641031251	0.0554561717352415
BA3275	13.62861762248925	0.0556187998048463
BA3277	12.820539906418915	0.0372418279395023
BA3280	8.687904912857055	0.0187022280045535
BA3283	10.549686026775223	0.0348024068954301
BA3285	10.970053235962071	0.1070092697999674
BA3286	11.155541073179949	0.0570824524312896
BA3289	4.519220289498952	0.0417954138884371
BA3290	10.525863738103386	0.0767604488534721
BA3293	11.173433459640664	0.0679785330948121
BA3295	9.51056040412335	0.075947308505448
BA3296	9.54379108585924	0.0839160839160839
BA3297	10.05807396903628	0.0860302488209465
BA3299	8.311965017920354	0.0364286875914782
BA3300	8.675450957298624	0.0591966173361522
BA3302	12.101544330459376	0.0961131891364449
BA3305	7.045951083072468	0.0481379086030248
BA3306	7.763128556120951	0.0359408033826638
BA3308	7.980714711909244	0.0616360383802244
BA3310	7.140067784250679	0.0390307367051553
BA3311	6.68639787222256	0.0902585786306716
BA3312	11.572936802854784	0.0735078874613758
BA3315	7.883702913894531	0.0504147015774922
BA3317	9.714590023159383	0.0583834769881281
BA3318	7.997437226848493	0.0338266384778012
BA3319	7.273711621771631	0.0697674418604651
BA3322	8.446303106703873	0.0458611156285574
BA3324	9.864911009400569	0.0941616523011871
BA3325	5.563677739588434	0.0338266384778012
BA3326	9.818553723562983	0.0247194665799316
BA3328	10.565716881082592	0.0704179541388843
BA3329	15.46194247403662	0.0533420068303789
BA3332	15.916142631663464	0.0596845015449666
BA3333	12.714477441004007	0.0496015612294682
BA3334	6.106620525462873	0.0474873963246056
BA3335	12.395555577254008	0.0455358594893478
BA3339	9.765631322515109	0.0546430313872174
BA3341	5.98431749934663	0.0655391120507399
BA3345	11.196543920613005	0.0284599121808424
