	ABL1	NRAS
BA2870	0.0288085796683489	8.687726343112084
BA2871	0.0117988464311463	9.483257551622357
BA2872	0.011559120403749	5.336013041220989
BA2876	0.0157948810382119	7.255630980956607
BA2879	0.0138914924297043	10.040792049679157
BA2880	0.0088518385003604	5.616040408905194
BA2882	0.0111085075702956	5.066109773423127
BA2883	0.0226189617880317	10.51440705076758
BA2885	0.0144754866618601	8.316286707708818
BA2887	0.0185832732516222	7.649441121123526
BA2889	0.0001099495313626	0.0161257053581997
BA2893	0.0105371304974765	3.764196734779437
BA2901	0.0094160057678442	4.5257604398520055
BA2902	0.0132930785868781	9.971907301236149
