	NPM1	SUZ12
BA2124	1305.25779886148	3.0884922765811136
BA2125	406.9357044659607	1.7870047814996364
BA2132	578.9355872081394	1.9465160527248544
BA2133	284.94185090038224	1.13499760059338
BA2134	393.43453986171255	1.4185769257946637
BA2135	1084.5087100504388	2.3836016764544463
BA2139	173.6594297885683	1.5821633933593338
BA2143	307.1844443903837	2.1046315035551264
BA2148	255.3043494272261	0.9668066624641182
BA2153	1331.0218556577304	3.4695547354394742
BA2155	621.3355935278439	2.0098253570793365
BA2156	1073.0524097266143	2.458157690173744
BA2162	777.1502831973705	3.722085664188449
BA2163	222.89718635289796	3.210195023722204
BA2168	600.1522459008418	1.3685184632188694
BA2169	515.3014576082433	1.6846072153202516
BA2171	1060.0132072311694	3.528329106834967
BA2172	1285.5666526108653	2.613693640291514
BA2174	695.0197814809409	4.084355311938887
BA2175	259.9379581461479	4.055509539017048
BA2184	2459.967100585478	7.163143772966834
BA2195	669.5415256707589	1.549778408894826
BA2198	1047.4834367515962	2.889400229010189
BA2200	1259.7528710461302	3.647722987731142
BA2201	527.5463422425489	1.6671515872234128
BA2209	569.168974056234	2.205452500755683
BA2211	922.0441599225848	2.435425518698481
BA2212	1006.7795485871216	2.7830291750661607
BA2217	794.3959000794692	2.8204750681615325
BA2218	979.1264761510888	1.0780705796894765
BA2220	1087.3233925515065	3.1542292909021143
BA2221	462.1590218189288	2.2475850118097496
BA2224	449.9752633840964	3.2036062116400985
BA2226	1559.633324170032	3.960199912097053
BA2227	1482.5946346789062	2.757466516392176
BA2228	1001.3862794833952	2.686596010075564
BA2229	738.7999339107024	2.059070199214427
BA2233	704.8765433216022	1.6639409866305177
BA2234	489.7659139514642	3.950569035682959
BA2235	813.1721123707271	2.1875535523189216
BA2236	603.8020683247107	2.3124204815394207
BA2239	411.5910683166015	1.7428489113670798
BA2240	744.2802145077496	4.017135619212062
BA2242	509.0772584429415	2.1906945435545384
BA2244	627.8026202933338	2.5278406222878966
BA2245	756.6573811014342	2.78575892944588
BA2248	678.3991706131033	1.2531858051716225
BA2249	657.7914731101705	2.1185014161083355
BA2251	754.9645452137293	2.880988973599201
BA2256	1282.3701699887013	2.2357268384262734
BA2260	601.2404678635722	1.9938554580840744
BA2261	260.06442243630283	1.9436379883664543
BA2269	156.11579028744114	1.2550245313972184
BA2271	613.650309930424	2.475952110337579
BA2272	590.9301324570083	2.500016631842846
BA2273	643.2132071771085	1.8625076289023748
BA2275	363.8970945171562	6.07620883012002
BA2276	696.4642064905366	2.699047632130038
BA2277	941.8999230390806	3.6362248207757495
BA2280	1003.6094654686798	3.6816952089496704
BA2281	862.6606165307038	2.86998224023945
BA2282	323.8101324218687	1.806069799286011
BA2286	1327.2542607189002	2.3330565128599834
BA2288	454.9879360677273	1.4604444315267122
BA2292	1297.5291890343124	3.549010663246794
BA2294	847.8341622688226	3.0571390856010607
BA2296	1323.2688825637783	3.597814121872908
BA2300	937.6118692053608	3.560831876027693
BA2301	487.466436665099	1.6580069572475151
BA2302	944.8934392870464	2.0877106593353005
BA2304	211.44701354763023	1.3794719137833011
BA2306	901.786427961314	2.956770811540081
BA2308	863.2564754537051	1.429653665758624
BA2309	699.7744213550873	2.453190810863822
BA2311	410.0625952361645	2.3847435972150675
BA2312	594.399621006936	1.7836635753769017
BA2316	412.6156787816864	1.6408281217566605
BA2322	858.080363788471	2.0444933811026003
BA2325	219.69341172145727	0.8862837205055132
BA2329	511.997061796872	1.3420408060311135
BA2334	464.35318109278455	1.121944188142237
BA2339	243.40496241424609	0.8442805321438875
BA2344	1338.8400557636896	2.749904915886792
BA2347	363.8338714002281	1.207037798802822
BA2348	163.47130967633814	0.6629458489112611
BA2350	204.6322921444288	0.790423189388913
BA2354	1407.5827175811046	3.731705421167489
BA2355	860.7745633511192	2.02882558738785
BA2357	793.4590747498338	2.473396013473268
BA2360	1029.0874538131768	3.520967928796575
BA2361	512.3302610000163	2.98088402426122
BA2363	344.37315787908767	0.8333354137579682
BA2369	935.9463449455876	2.6691152350496234
BA2374	769.8035383317925	4.323946745488606
BA2375	708.949695691897	2.5684770343997188
