	NPM1	SUZ12
BA3362	500.0933792849923	3.349392607592187
BA3367	537.7630320256033	2.878799856228966
BA3369	1465.514607626894	4.649483150766225
BA3371	1014.8823431778004	5.084866242016681
BA3373	1409.1702353481785	6.631599561757495
BA3374	414.51261856879495	1.915768651629216
BA3375	542.9281467101315	1.9803123268839653
BA3376	832.1562503986981	2.844257906636713
BA3379	1381.0621631608255	4.421266176029636
BA3380	994.131580493791	1.6561205351354766
BA3381	1165.540186450207	6.868431088107999
BA3384	614.6547345886245	2.527745547170815
BA3385	696.60522178433	2.751520608873323
BA3386	1311.4488388556415	4.382552386359606
BA3388	571.5370032166161	2.118816848691232
BA3390	441.3767632192111	2.26720270278622
BA3394	1971.1116355006295	3.3950238282353484
BA3395	648.7028949491017	1.4080492322903309
BA3397	343.99908085329525	2.3359640570725846
BA3399	303.15185061656314	1.6285860154833292
BA3400	626.43397754856	2.762075732645821
BA3403	1201.5489590327447	4.832645987788951
BA3405	396.6592348508193	2.2978717324923443
BA3406	639.8543728355419	3.059599903123702
BA3407	657.9142688009858	2.4210204292323354
BA3408	537.8256037723609	1.52621207640629
BA3410	487.2527660195591	3.14202021257542
BA3411	1109.4962852678982	3.5339209204010724
BA3412	804.5130972634437	4.293846130868088
BA3413	1296.2348854452173	2.678350905858641
BA3415	837.5896348464944	8.344403912270149
BA3416	958.7217587267608	3.8583572144300606
BA3417	1049.5468800715762	3.469971247043444
BA3418	902.6669824032176	1.6410165533431285
BA3421	243.30442046849072	0.7378329029196052
BA3422	1287.6257360644838	2.38496692241196
BA3423	1301.742594560405	1.8544197867911776
BA3427	444.87211037047854	3.6879188125735456
BA3430	237.22518926677367	1.428601231548692
BA3431	356.34041291079427	1.2434431284944238
BA3433	757.5797036118004	1.8538258864110355
BA3434	1268.914612892414	3.2004817752934134
BA3435	1166.2782179622332	2.9621926707820454
BA3436	1226.9900517577862	2.6270014713542023
BA3438	1213.4320555798831	2.2641094026027804
BA3445	1300.746105321202	4.260001253989701
BA3446	543.7477859950156	2.2094357383176404
BA3447	612.0209696340626	0.8065223780057897
BA3448	729.6131623391016	2.8457177283663917
BA3449	1193.0168362012575	4.063980582041533
BA3450	695.7256534001525	1.917693346621952
BA3451	396.52403117684895	2.672323349006122
BA3452	1152.029653159582	3.137589070243689
BA3453	634.8876040480708	1.484231117994674
BA3454	1521.3874292966152	5.986194327840045
