#Boxplots d'expressions du gène SF3B1 en fonction de la feature analysisRnaSeq
#Résultat du test statistique Mann-Whitney : U = 2625.000, p-value = 0.02430
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409       y        0.208871
BA2496       y        0.171378
BA3037       y        0.070903
BA2865       y        0.340476
BA2751       y        0.425799
BA2055       n        0.219214
BA2286       y        0.352312
BA2488       y        0.502888
BA3379       y        0.743943
BA2887       y        0.358065
BA2712       y        0.226831
BA2068       y        0.190266
BA2104       y        0.263310
BA3124       y        0.498689
BA2449       y        0.256906
BA2235       y        0.572548
BA3038       y        0.449046
BA3006       y        0.320365
BA2667       y        0.529732
BA2239       y        0.238388
BA2782       y        0.172740
BA2649       y        0.309068
BA2861       y        0.418235
BA2134       y        0.244409
BA2909       y        0.405893
BA2653       y        0.123146
BA2947       y        0.336255
BA2162       y        0.687182
BA2564       y        0.174467
BA3043       n        0.344372
BA2597       y        0.169662
BA3243       y        0.325290
BA2446       y        0.213624
BA2525       y        0.136299
BA2876       y        0.014003
BA2357       y        0.116214
BA2546       y        0.194121
BA2742       y        0.155526
BA2316       y        0.088491
BA2087       y        0.192566
BA2148       y        0.015725
BA3178       y        0.307152
BA2072       y        0.130503
BA2733       y        0.215480
BA2995       y        0.160972
BA2069       y        0.243802
BA2681       y        0.561932
BA2832       y        0.504147
BA2600       y        0.114804
BA3230       y        0.355900
BA2731       y        0.193687
BA2294       y        0.435251
BA2816       y        0.284538
BA2814       y        0.319870
BA2631       y        0.463235
BA2023       y        0.112111
BA2375       y        0.247591
BA2485       y        0.986516
BA2455       y        0.085418
BA2636       y        0.092893
BA2325       y        0.105301
BA2156       y        0.362377
BA2511       y        0.101309
BA2505       y        0.482719
BA2871       y        0.375289
BA2227       y        0.361821
BA2812       y        0.279376
BA2125       y        0.433269
BA2603       y        0.464633
BA2808       y        0.415614
BA2482       y        0.631197
BA2594       y        0.268544
BA2747       y        0.414621
BA2561       y        0.144047
BA2567       y        0.386465
BA2906       y        0.690859
BA2956       y        0.136524
BA2474       y        0.690258
BA2737       y        0.269677
BA2006       n        0.284487
BA2110       y        0.194337
BA2915       n        0.030360
BA2992       y        0.211510
BA2220       y        0.306698
BA2063       y        0.116072
BA2772       y        0.223294
BA2935       y        0.248200
BA2260       y        0.226428
BA2948       y        0.179845
BA3296       y        0.559273
BA2524       y        0.188329
BA2811       y        0.449144
BA2540       y        0.260422
BA2928       y        0.297037
BA2302       y        0.339746
BA2651       y        0.179722
BA2619       y        0.346304
BA3013       y        0.284134
BA2405       y        0.043364
BA2856       y        0.076672
BA2377       y        0.003986
BA2499       y        0.241296
BA2350       n        0.150582
BA3023       y        0.152580
BA2095       y        0.341416
BA2275       y        0.230705
BA2901       y        0.006613
BA2387       y        0.590603
BA2962       y        0.603702
BA2195       y        0.139412
BA2688       y        0.110527
BA2420       y        0.534775
BA2053       y        0.079607
BA2081       y        0.339675
BA2354       y        0.403527
BA3273       y        0.162496
BA2893       y        0.419378
BA2044       y        0.396836
BA2489       y        0.083307
BA2908       y        0.625541
BA2054       y        0.340218
BA2872       y        0.231741
BA2041       y        0.125748
BA2464       y        0.316615
BA2902       y        0.385945
BA2541       y        0.444445
BA2843       y        0.236806
BA2497       y        0.093505
BA2718       y        0.768566
BA2575       y        0.114188
BA2593       y        0.009111
BA2791       y        0.272321
BA2620       y        0.891805
BA2629       y        1.293878
BA2870       y        1.157271
BA2682       y        0.464447
BA2276       y        0.512547
BA2709       y        0.230983
BA2789       y        1.633283
BA2538       y        0.737725
BA2583       y        0.663452
BA2806       y        1.054469
BA2441       y        0.764305
BA2514       y        0.413404
BA2520       y        0.295253
BA2479       y        0.454738
BA2281       y        0.793730
BA2932       y        1.063715
BA2123       y        0.482563
BA2844       y        0.460892
BA2660       y        1.104707
BA2836       y        0.381435
BA2714       y        0.953301
BA2440       y        0.509748
BA2036       y        1.170070
BA2828       y        0.494788
BA2952       y        0.892578
BA2410       y        0.467091
BA2139       y        0.381782
BA2051       y        0.164328
BA2532       y        0.212683
BA2494       y        0.607059
BA2748       y        1.077816
BA2622       y        0.607307
BA2970       y        0.272356
BA2839       y        0.116493
BA2868       y        0.902004
BA3011       y        0.098164
BA2052       y        0.246453
BA2510       y        0.142922
BA2691       y        0.832324
BA2374       y        0.262561
BA2804       y        0.132332
BA2675       y        0.867957
BA2031       y        0.645876
BA2198       y        1.360394
BA2066       y        0.094818
BA2344       y        0.325656
BA2459       y        0.005367
BA2229       y        0.253980
BA2559       y        0.089519
BA2093       y        0.418315
BA2000       y        0.808574
BA2425       y        0.432268
BA2905       y        0.141188
BA2304       y        0.092931
BA2976       y        0.138118
BA2386       y        0.251912
BA2035       y        1.002417
BA2760       y        0.061500
BA2201       y        0.161400
BA2355       y        0.298231
BA2113       y        0.156544
BA2955       y        0.318350
BA2322       y        0.084563
BA2020       y        0.324636
BA2226       y        0.219195
BA2376       y        0.303279
BA2889       n        0.000020
BA2121       y        0.105174
BA2944       y        0.318703
BA2033       y        0.053781
BA2867       y        0.092063
BA2089       y        0.196109
BA2224       y        0.293209
BA2046       y        0.011577
BA2972       y        0.166515
BA2978       y        0.076996
BA2851       y        0.156410
BA2587       y        0.353879
BA2024       y        0.207745
BA2426       y        0.016193
BA2271       y        0.391238
BA3004       y        0.331986
BA3010       y        0.191332
BA2662       y        0.145302
BA2658       y        0.196616
BA2512       y        0.195678
BA2109       y        0.012652
BA2242       y        0.465387
BA2132       y        0.263986
BA2846       y        0.462358
BA2521       y        0.369466
BA2885       y        0.101634
BA2639       y        0.175946
BA2775       y        0.560330
BA2402       y        0.795503
BA2097       y        0.378997
BA2399       y        0.537164
BA2174       y        0.411106
BA3001       y        0.418613
BA2911       y        1.062134
BA2311       y        0.421058
BA3040       y        0.467381
BA2724       y        0.157787
BA2821       y        0.396115
BA2233       y        0.491786
BA2744       y        0.203271
BA2501       y        0.327596
BA2301       y        0.155914
BA2880       y        0.315687
BA2621       y        0.255215
BA2866       y        0.330404
BA2212       y        0.212215
BA2477       y        0.729958
BA2685       y        0.145639
BA2273       y        0.381967
BA2124       y        0.611555
BA2400       y        0.768160
BA2762       y        0.299892
BA2312       y        0.228329
BA2813       y        0.469030
BA2211       y        0.397529
BA2171       y        0.415082
BA2746       y        0.259568
BA2798       y        0.477226
BA2588       y        0.271124
BA2296       y        0.501603
BA2300       y        0.298125
BA2545       y        0.282672
BA2840       y        0.105186
BA2528       y        0.275667
BA2646       y        0.234026
BA3067       n        0.450433
BA2926       y        0.769116
BA2272       y        0.339048
BA2306       y        0.169429
BA2726       y        0.215013
BA2234       y        0.433865
BA2022       y        0.187886
BA2037       y        0.565931
BA2184       y        0.743867
BA3009       y        0.683871
BA2442       y        0.401456
BA2882       y        0.266324
BA2347       n        0.102914
BA2570       y        0.102864
BA2721       y        0.515141
BA2728       y        0.400532
BA2098       y        0.475612
BA2951       y        0.514254
BA2778       y        0.168049
BA3153       y        0.257271
BA2820       y        0.428487
BA2704       y        0.695776
BA2584       y        0.437647
BA3079       y        0.309684
BA2361       y        0.225096
BA2472       y        0.015488
BA2047       y        0.268210
BA2101       y        0.177959
BA2082       y        0.006063
BA2456       y        0.017022
BA2175       y        0.134213
BA2507       y        0.133461
BA2563       y        0.262728
BA2984       y        0.171731
BA2414       y        0.214569
BA2697       y        0.193796
BA2644       y        0.137968
BA2011       y        0.016952
BA2217       y        0.243848
BA2454       y        0.410895
BA2776       y        0.325700
BA2135       y        0.117760
BA2914       y        0.382887
BA2500       y        0.252152
BA3108       y        1.119465
BA2303       y        0.333621
BA2160       y        0.844176
BA2590       y        0.776759
BA3195       y        0.830882
BA3036       y        0.718744
BA2971       y        0.376703
BA3410       y        0.442303
BA3118       y        0.607694
BA3206       y        0.427281
BA3217       y        0.951004
BA3405       y        0.291694
BA3306       y        0.433669
BA3413       y        0.508913
BA3411       y        0.627552
BA3133       y        0.977860
BA3451       y        0.303632
