	IDH2	NRAS
BA2000	14.422731030738287	5.043675734302264
BA2003	10.46101506681968	10.560686431397826
BA2004	9.507336591024076	4.441235364145998
BA2006	26.777386813756333	6.575705504189619
BA2011	7.147394464393686	6.488344675152857
BA2019	23.781624279667813	7.803800858255831
BA2020	27.28690260245067	10.709729421914986
BA2022	14.441530004072115	8.019621620352721
BA2023	9.587146929256283	4.375188854380848
BA2024	12.981804439837608	5.175163513879563
BA2025	17.1028831797036	6.074731218320892
BA2031	6.306251311097126	4.219114009776729
BA2032	13.565881859351672	8.583705251658827
BA2033	7.848218758869187	21.634045078260016
BA2034	10.049705697256874	9.198614997934929
BA2035	21.183551129702984	6.8581726405028185
BA2036	11.461498167548957	5.895456678640012
BA2037	15.171875886918643	8.474187163433587
BA2041	30.11400745320154	10.108074498986811
BA2044	10.677692222263357	4.7535644907408665
BA2046	20.178799096731208	9.160481901497343
BA2047	13.89890978417799	7.613271283589593
BA2050	17.437158035020172	4.103686476329206
BA2051	9.83758005404805	20.82227021965971
BA2052	17.653766087932972	8.803722359895055
BA2053	11.668629918927923	9.031640140409914
BA2054	11.488037241328248	3.633549237992189
BA2055	24.438431495946396	1.6282099596913011
BA2063	10.27777921741384	5.453141679979542
BA2065	19.72439504436136	7.008120709963036
BA2066	14.082868125223657	10.10974543956892
BA2068	16.999299719887954	6.301531117480288
BA2069	12.776817951850344	5.418720571825874
BA2072	8.738209380668568	3.975963751875416
BA2079	4.94197608558842	3.637880412457246
BA2080	26.872454620614768	10.09782677520544
BA2081	14.33772689692617	4.296904604494646
BA2082	26.84404484260665	11.946301068824308
BA2087	23.791262231764957	9.334338474733304
BA2088	15.483937363491652	13.1502236881413
BA2089	14.463697108799463	13.279025182733749
BA2093	14.93406816471082	3.900351353768402
BA2094	24.68671935734646	9.744641884173047
BA2095	18.687929885610632	6.152794819771235
BA2096	27.095028936684805	6.715911213656165
BA2097	27.9884672811856	13.917958079878336
BA2098	23.699586618788487	10.387971166225924
BA2100	8.689808610668937	4.6475452234853565
BA2101	9.355504139981983	6.084070489319454
BA2104	8.624427127679265	5.135247990444217
BA2106	18.442794827181974	10.134436245830772
BA2109	11.647775145300413	7.168784406456207
BA2110	3.519763940818618	3.345155971053532
BA2113	16.848654351608484	7.355297822797085
