	ASXL1	STAG2
BA2242	0.0276274565650811	0.0502520735078874
BA3099	0.0277698661350042	0.0863555049601561
BA3427	0.0280546852748504	0.0694421857212554
BA2950	0.0281970948447735	0.054968287526427
BA3293	0.0283395044146966	0.0679785330948121
BA2228	0.0283395044146966	0.0852171084729224
BA2500	0.0283395044146966	0.090746462839486
BA3353	0.0284819139846197	0.0585461050577329
BA3240	0.0284819139846197	0.0557814278744511
BA2479	0.0286243235545428	0.0260204911367702
BA3277	0.0287667331244659	0.0372418279395023
BA3422	0.0287667331244659	0.0375670840787119
BA3400	0.0287667331244659	0.0580582208489185
BA2707	0.028909142694389	0.0365913156610831
BA3264	0.028909142694389	0.0796877541063587
BA2093	0.028909142694389	0.0352902911042445
BA2552	0.0290515522643121	0.049764189299073
BA2579	0.0290515522643121	0.0572450805008944
BA3110	0.0290515522643121	0.0565945682224751
BA2200	0.0293363714041583	0.0725321190437469
BA2821	0.0294787809740814	0.078549357619125
BA2175	0.0294787809740814	0.0754594242966336
BA2046	0.0294787809740814	0.0606602699625955
BA2883	0.0294787809740814	0.0598471296145714
BA3156	0.0294787809740814	0.0500894454382826
BA3315	0.0296211905440045	0.0504147015774922
BA3285	0.0296211905440045	0.1070092697999674
BA2037	0.0299060096838507	0.0796877541063587
BA3117	0.0299060096838507	0.0827776874288502
BA2592	0.0300484192537738	0.0483005366726296
BA2275	0.0300484192537738	0.1136770206537648
BA2374	0.0301908288236969	0.063750203285087
BA3202	0.0301908288236969	0.0585461050577329
BA3228	0.0301908288236969	0.1040819645470808
BA3333	0.03033323839362	0.0496015612294682
BA2851	0.0304756479635431	0.0866807610993657
BA3250	0.0304756479635431	0.0824524312896406
BA2685	0.0309028766733124	0.0640754594242966
BA2852	0.0311876958131586	0.0369165718002927
BA2113	0.0313301053830817	0.0398438770531793
BA3351	0.0313301053830817	0.0723694909741421
BA2394	0.0316149245229279	0.0660269962595544
BA3332	0.031757334092851	0.0596845015449666
BA2867	0.0318997436627741	0.0590339892665474
BA2226	0.0320421532326972	0.0993657505285412
BA3087	0.0326117915123896	0.1299398276142462
BA3418	0.0327542010823127	0.0679785330948121
BA3339	0.0328966106522358	0.0546430313872174
BA2589	0.0328966106522358	0.0538298910391933
BA3302	0.0330390202221589	0.0961131891364449
BA3139	0.0333238393620051	0.1018051715726134
BA3194	0.0336086585018513	0.0245568385103268
BA2400	0.0338934776416975	0.0611481541714099
BA3210	0.0338934776416975	0.0496015612294682
BA3397	0.0340358872116206	0.075947308505448
BA2989	0.0341782967815437	0.0647259717027158
BA2227	0.0344631159213899	0.0354529191738494
BA2817	0.034605525491313	0.0483005366726296
BA3268	0.0347479350612361	0.0273215156936087
BA3142	0.0347479350612361	0.0535046348999837
BA3004	0.0348903446311592	0.0569198243616848
BA2097	0.0350327542010823	0.0661896243291592
BA3212	0.0350327542010823	0.0585461050577329
BA3185	0.0351751637710054	0.0499268173686778
BA2020	0.0357448020506978	0.0865181330297609
BA2280	0.0358872116206209	0.0912343470483005
BA3373	0.036029621190544	0.0941616523011871
BA2052	0.0364568499003133	0.0442348349325093
BA3329	0.0365992594702364	0.0533420068303789
BA2355	0.0367416690401595	0.0790372418279395
BA2944	0.0367416690401595	0.0757846804358432
BA2995	0.0374537168897749	0.0365913156610831
BA3186	0.0377385360296211	0.0835908277768743
BA3153	0.0377385360296211	0.0478126524638152
BA2655	0.0377385360296211	0.0917222312571149
BA2184	0.0398746795784676	0.0910717189786957
BA2377	0.0400170891483907	0.090746462839486
BA2441	0.0401594987183138	0.094324280370792
BA2229	0.04044431785816	0.0650512278419255
BA2525	0.0408715465679293	0.0369165718002927
BA3408	0.0420108231273141	0.0510652138559115
BA2063	0.0438621475363144	0.0499268173686778
BA2006	0.0561093705497009	0.0443974630021141
BA2209	0.0582455140985474	0.0559440559440559
