	ASXL1	STAG2
BA3192	0.0180860153802335	0.0437469507236949
BA2449	0.0180860153802335	0.0681411611644169
BA2789	0.0180860153802335	0.0484631647422345
BA3002	0.0180860153802335	0.0604976418929907
BA2212	0.0182284249501566	0.019190112213368
BA3226	0.0182284249501566	0.0484631647422345
BA3187	0.0182284249501566	0.0382175963571312
BA3413	0.0182284249501566	0.0362660595218734
BA2292	0.0182284249501566	0.0400065051227841
BA2483	0.0182284249501566	0.0515530980647259
BA3296	0.0182284249501566	0.0839160839160839
BA2480	0.0182284249501566	0.040982273540413
BA3094	0.0183708345200797	0.040169133192389
BA3258	0.0183708345200797	0.0621239225890388
BA3137	0.0183708345200797	0.0469995121157911
BA2425	0.0183708345200797	0.0367539437306879
BA2234	0.0183708345200797	0.0572450805008944
BA3280	0.0183708345200797	0.0187022280045535
BA3411	0.0183708345200797	0.0159375508212717
BA2952	0.0183708345200797	0.0432590665148804
BA2312	0.0183708345200797	0.0419580419580419
BA3030	0.0185132440900028	0.0717189786957228
BA2442	0.0185132440900028	0.0466742559765815
BA3213	0.0185132440900028	0.0569198243616848
BA2160	0.0186556536599259	0.0473247682550008
BA2822	0.0186556536599259	0.0450479752805334
BA3445	0.0186556536599259	0.0922101154659294
BA3053	0.0186556536599259	0.0439095787932997
BA2308	0.0186556536599259	0.031387217433729
BA2156	0.0186556536599259	0.0526914945519596
BA2125	0.0186556536599259	0.0546430313872174
BA2832	0.018798063229849	0.0419580419580419
BA3157	0.018798063229849	0.0476500243942104
BA2464	0.018798063229849	0.0520409822735404
BA2545	0.018798063229849	0.0630996910066677
BA2947	0.018798063229849	0.0265083753455846
BA3036	0.018798063229849	0.0369165718002927
BA3394	0.018798063229849	0.0661896243291592
BA2357	0.018798063229849	0.0222800455358594
BA2816	0.018798063229849	0.0239063262319076
BA3109	0.018798063229849	0.0538298910391933
BA3216	0.0189404727997721	0.0307367051553098
BA3311	0.0189404727997721	0.0902585786306716
BA3040	0.0189404727997721	0.0361034314522686
BA3234	0.0189404727997721	0.0650512278419255
BA2174	0.0189404727997721	0.0616360383802244
BA2694	0.0189404727997721	0.0247194665799316
BA2955	0.0189404727997721	0.0265083753455846
BA3038	0.0189404727997721	0.0655391120507399
BA2992	0.0189404727997721	0.059359245405757
BA3162	0.0189404727997721	0.061961294519434
BA3083	0.0189404727997721	0.0665148804683688
BA3114	0.0189404727997721	0.0536672629695885
BA2846	0.0190828823696952	0.0348024068954301
BA2065	0.0190828823696952	0.0434216945844852
BA3449	0.0190828823696952	0.0517157261343307
BA3158	0.0190828823696952	0.0304114490161001
BA2024	0.0190828823696952	0.0845665961945031
BA3295	0.0192252919396183	0.075947308505448
BA2301	0.0192252919396183	0.0448853472109286
BA3242	0.0192252919396183	0.0609855261018051
BA2914	0.0192252919396183	0.064563343633111
BA3085	0.0193677015095414	0.0323629858513579
BA2245	0.0193677015095414	0.0580582208489185
BA3319	0.0193677015095414	0.0697674418604651
BA2417	0.0195101110794645	0.0476500243942104
BA3260	0.0195101110794645	0.088144413725809
BA2035	0.0195101110794645	0.0483005366726296
BA2639	0.0195101110794645	0.0554561717352415
BA3362	0.0195101110794645	0.0478126524638152
BA3371	0.0195101110794645	0.0513904699951211
BA3001	0.0196525206493876	0.0531793787607741
BA3310	0.0196525206493876	0.0390307367051553
BA2153	0.0196525206493876	0.0632623190762725
BA2978	0.0196525206493876	0.0648885997723207
BA2870	0.0197949302193107	0.010408196454708
BA2584	0.0197949302193107	0.033176126199382
BA2649	0.0197949302193107	0.0432590665148804
BA2036	0.0197949302193107	0.0395186209139697
BA2402	0.0197949302193107	0.050577329647097
BA2413	0.0197949302193107	0.0304114490161001
BA2456	0.0197949302193107	0.038380224426736
BA2124	0.0197949302193107	0.0396812489835745
BA3230	0.0199373397892338	0.05675719629208
BA2590	0.0199373397892338	0.0447227191413237
BA2802	0.0199373397892338	0.0417954138884371
BA2452	0.0199373397892338	0.0390307367051553
BA2758	0.0199373397892338	0.0411449016100178
BA2748	0.0200797493591569	0.0484631647422345
BA3448	0.0200797493591569	0.0455358594893478
BA2041	0.0200797493591569	0.045373231419743
BA2281	0.0200797493591569	0.0359408033826638
BA2273	0.0200797493591569	0.0322003577817531
BA2971	0.0200797493591569	0.0458611156285574
BA2354	0.0200797493591569	0.0603350138233859
BA2450	0.02022215892908	0.045373231419743
BA2440	0.02022215892908	0.040982273540413
BA2908	0.02022215892908	0.074158399739795
BA3412	0.02022215892908	0.0541551471784029
BA2516	0.02022215892908	0.0126849894291754
BA2322	0.02022215892908	0.050577329647097
BA3269	0.0203645684990031	0.0570824524312896
BA2775	0.0203645684990031	0.0439095787932997
BA3089	0.0203645684990031	0.0551309155960318
BA3135	0.0203645684990031	0.0370791998698975
BA2850	0.0203645684990031	0.0299235648072857
BA3318	0.0203645684990031	0.0338266384778012
BA2567	0.0205069780689262	0.0359408033826638
BA2588	0.0205069780689262	0.0484631647422345
BA2728	0.0205069780689262	0.0661896243291592
BA3037	0.0205069780689262	0.0443974630021141
BA2911	0.0205069780689262	0.0562693120832655
BA3446	0.0206493876388493	0.0821271751504309
BA2251	0.0206493876388493	0.0440722068629045
BA2526	0.0206493876388493	0.0315498455033338
BA2294	0.0206493876388493	0.0391933647747601
BA2271	0.0207917972087724	0.0774109611318913
BA3369	0.0207917972087724	0.0731826313221662
BA2233	0.0209342067786955	0.0252073507887461
BA2051	0.0209342067786955	0.0489510489510489
BA3317	0.0209342067786955	0.0583834769881281
BA2645	0.0209342067786955	0.0281346560416327
BA3290	0.0209342067786955	0.0767604488534721
BA2905	0.0209342067786955	0.0253699788583509
BA2521	0.0210766163486186	0.0606602699625955
BA3079	0.0210766163486186	0.0359408033826638
BA2379	0.0210766163486186	0.0629370629370629
BA2577	0.0210766163486186	0.0458611156285574
BA3221	0.0210766163486186	0.0432590665148804
BA2507	0.0210766163486186	0.0308993332249146
BA3152	0.0212190259185417	0.0601723857537811
BA3180	0.0212190259185417	0.0778988453407058
BA3095	0.0212190259185417	0.0396812489835745
BA3407	0.0212190259185417	0.0696048137908603
BA2563	0.0212190259185417	0.0413075296796227
BA2163	0.0212190259185417	0.0496015612294682
BA3376	0.0213614354884648	0.0535046348999837
BA2534	0.0213614354884648	0.0528541226215644
BA3416	0.0213614354884648	0.0518783542039356
BA2514	0.0213614354884648	0.0276467718328183
BA2721	0.0213614354884648	0.0634249471458773
BA2704	0.0213614354884648	0.0408196454708082
BA2470	0.0213614354884648	0.042771182306066
BA3208	0.0215038450583879	0.0461863717677671
BA3136	0.0215038450583879	0.0580582208489185
BA3072	0.0215038450583879	0.0609855261018051
BA3341	0.0215038450583879	0.0655391120507399
BA2375	0.0215038450583879	0.0609855261018051
BA2583	0.021646254628311	0.0234184420230931
BA2930	0.021646254628311	0.0606602699625955
BA2022	0.021646254628311	0.0530167506911693
BA3406	0.021646254628311	0.0336640104081964
BA2528	0.0217886641982341	0.0237436981623028
BA3273	0.0217886641982341	0.0554561717352415
BA2922	0.0217886641982341	0.0352902911042445
BA3190	0.0217886641982341	0.0528541226215644
BA3064	0.0217886641982341	0.0601723857537811
BA2976	0.0219310737681572	0.0617986664498292
BA2948	0.0219310737681572	0.0613107822410148
BA2622	0.0219310737681572	0.0499268173686778
BA3149	0.0219310737681572	0.0564319401528703
BA3434	0.0219310737681572	0.0585461050577329
BA3182	0.0220734833380803	0.0704179541388843
BA2296	0.0220734833380803	0.061961294519434
BA2718	0.0220734833380803	0.0491136770206537
BA2674	0.0220734833380803	0.0617986664498292
BA3436	0.0220734833380803	0.0442348349325093
BA3123	0.0222158929080034	0.045373231419743
BA3328	0.0222158929080034	0.0704179541388843
BA2984	0.0222158929080034	0.0361034314522686
BA3145	0.0222158929080034	0.04797528053342
BA3243	0.0223583024779265	0.0735078874613758
BA3141	0.0223583024779265	0.049764189299073
BA3435	0.0223583024779265	0.0600097576841762
BA2361	0.0225007120478496	0.0365913156610831
BA3189	0.0225007120478496	0.0660269962595544
BA2132	0.0225007120478496	0.0445600910717189
BA3176	0.0225007120478496	0.0538298910391933
BA2532	0.0225007120478496	0.0647259717027158
BA2715	0.0226431216177727	0.0295983086680761
BA3174	0.0226431216177727	0.0515530980647259
BA2839	0.0226431216177727	0.0536672629695885
BA2841	0.0226431216177727	0.0406570174012034
BA2302	0.0226431216177727	0.0378923402179216
BA3138	0.0226431216177727	0.0608228980322003
BA2904	0.0226431216177727	0.0658643681899495
BA2088	0.0226431216177727	0.0616360383802244
BA2429	0.0227855311876958	0.0583834769881281
BA3381	0.0227855311876958	0.0839160839160839
BA2277	0.0227855311876958	0.0725321190437469
BA2123	0.0227855311876958	0.0494389331598633
BA3200	0.0227855311876958	0.0738331436005854
BA2727	0.0229279407576189	0.0469995121157911
BA3249	0.0229279407576189	0.0647259717027158
BA2089	0.0229279407576189	0.0291104244592616
BA2033	0.0229279407576189	0.066352252398764
BA3403	0.0229279407576189	0.0650512278419255
BA2688	0.0229279407576189	0.038380224426736
BA2587	0.0229279407576189	0.0671653927467881
BA2876	0.023070350327542	0.0305740770857049
BA2986	0.023070350327542	0.0404943893315986
BA2723	0.023070350327542	0.0650512278419255
BA3271	0.0232127598974651	0.0617986664498292
BA3206	0.0233551694673882	0.0424459261668564
BA2169	0.0233551694673882	0.033176126199382
BA3270	0.0233551694673882	0.0910717189786957
BA2570	0.0233551694673882	0.0712310944869084
BA2386	0.0233551694673882	0.0591966173361522
BA2473	0.0233551694673882	0.0565945682224751
BA3078	0.0233551694673882	0.0946495365100016
BA3177	0.0233551694673882	0.0835908277768743
BA2410	0.0234975790373113	0.0346397788258253
BA3009	0.0234975790373113	0.0489510489510489
BA2288	0.0236399886072344	0.0354529191738494
BA2879	0.0236399886072344	0.0557814278744511
BA3071	0.0236399886072344	0.0591966173361522
BA2647	0.0236399886072344	0.0395186209139697
BA2629	0.0237823981771575	0.0406570174012034
BA3417	0.0239248077470806	0.0491136770206537
BA3345	0.0240672173170037	0.0284599121808424
BA2459	0.0240672173170037	0.0372418279395023
BA3423	0.0240672173170037	0.019190112213368
BA3379	0.0240672173170037	0.0718816067653276
BA3183	0.0240672173170037	0.0617986664498292
BA3214	0.0240672173170037	0.0390307367051553
BA2217	0.0242096268869268	0.0466742559765815
BA3245	0.0242096268869268	0.0455358594893478
BA2999	0.0242096268869268	0.0585461050577329
BA2240	0.0242096268869268	0.0757846804358432
BA2477	0.0242096268869268	0.0683037892340217
BA3108	0.0242096268869268	0.0478126524638152
BA3452	0.0242096268869268	0.0913969751179053
BA3308	0.0243520364568499	0.0616360383802244
BA2501	0.0243520364568499	0.064563343633111
BA3195	0.0243520364568499	0.0439095787932997
BA2623	0.0243520364568499	0.0678159050252073
BA2369	0.0243520364568499	0.0426085542364612
BA3335	0.0243520364568499	0.0455358594893478
BA3222	0.0243520364568499	0.061961294519434
BA2019	0.0243520364568499	0.0617986664498292
BA2658	0.024494446026773	0.0603350138233859
BA3275	0.024494446026773	0.0556187998048463
BA3312	0.024494446026773	0.0735078874613758
BA3133	0.024494446026773	0.0801756383151732
BA3454	0.024636855596696	0.1014799154334038
BA2843	0.024636855596696	0.0227679297446739
BA2494	0.024636855596696	0.0361034314522686
BA2646	0.0247792651666191	0.0738331436005854
BA3386	0.0247792651666191	0.0616360383802244
BA3433	0.0247792651666191	0.0406570174012034
BA3173	0.0249216747365422	0.0408196454708082
BA2414	0.0249216747365422	0.0652138559115303
BA2249	0.0249216747365422	0.063750203285087
BA2461	0.0249216747365422	0.070743210278094
BA2121	0.0250640843064653	0.0546430313872174
BA2512	0.0250640843064653	0.070743210278094
BA3229	0.0250640843064653	0.078549357619125
BA3119	0.0250640843064653	0.0639128313546918
BA2798	0.0252064938763884	0.0413075296796227
BA3300	0.0252064938763884	0.0591966173361522
BA3067	0.0252064938763884	0.0551309155960318
BA3322	0.0253489034463115	0.0458611156285574
BA2866	0.0253489034463115	0.0361034314522686
BA2776	0.0253489034463115	0.0639128313546918
BA3154	0.0254913130162346	0.1003415189461701
BA2705	0.0254913130162346	0.0513904699951211
BA2004	0.0254913130162346	0.0769230769230769
BA3283	0.0254913130162346	0.0348024068954301
BA2047	0.0254913130162346	0.0476500243942104
BA2972	0.0256337225861577	0.0512278419255163
BA2824	0.0256337225861577	0.0486257928118393
BA3450	0.0257761321560808	0.0696048137908603
BA2809	0.0257761321560808	0.064563343633111
BA3124	0.0257761321560808	0.0343145226866157
BA2171	0.0259185417260039	0.057570336640104
BA2066	0.0259185417260039	0.0788746137583346
BA3199	0.0259185417260039	0.063750203285087
BA2300	0.0259185417260039	0.0894454382826475
BA2034	0.026060951295927	0.0110587087331273
BA2829	0.026060951295927	0.0787119856887298
BA3171	0.026060951295927	0.0673280208163929
BA3164	0.026060951295927	0.0657017401203447
BA2353	0.026060951295927	0.0600097576841762
BA3415	0.0262033608658501	0.0870060172385753
BA2133	0.0262033608658501	0.0455358594893478
BA2454	0.0263457704357732	0.0588713611969425
BA2840	0.0264881800056963	0.0541551471784029
BA2135	0.0264881800056963	0.0380549682875264
BA3297	0.0266305895756194	0.0860302488209465
BA3068	0.0266305895756194	0.0687916734428362
BA3266	0.0266305895756194	0.0788746137583346
BA2653	0.0269154087154656	0.0322003577817531
BA2934	0.0269154087154656	0.0813140348024069
BA2211	0.0270578182853887	0.0442348349325093
BA2538	0.0270578182853887	0.0219547893966498
BA3227	0.0270578182853887	0.0683037892340217
BA3357	0.0272002278553118	0.0736705155309806
BA3324	0.0273426374252349	0.0941616523011871
BA2116	0.0273426374252349	0.0713937225565132
BA2101	0.027485046995158	0.0335013823385916
