	SF3B1	TP53
BA2280	4.484736603606028	23.04153763181785
BA2281	5.114091505593648	7.825995509907861
BA2282	2.121523772811391	2.965141936513149
BA2286	2.854157120894861	11.249733388572938
BA2288	1.2115094864671292	1.5644231707720302
BA2292	3.7299817448043786	10.644237576834568
BA2294	3.163226501282653	11.157872521890058
BA2296	4.481140748242528	10.023958938840376
BA2300	2.823341050544311	1.6955819878184366
BA2301	1.4422802647725668	2.229672369244879
BA2302	2.4450587800572063	0.6932662065840063
BA2304	0.5735414547284834	3.849626748040035
BA2306	1.4378042824058233	6.697941474122493
BA2308	2.7371780782548	3.677477685235941
BA2309	5.374018728112393	8.962593496512927
BA2311	3.3142836831548874	3.5025002559226284
BA2312	1.9396833890645215	3.0700888860446485
BA2316	0.4984972271262627	7.202894985944553
BA2322	0.7196782721354701	6.2764298965956735
BA2325	0.6144736710050318	4.822445763466188
BA2329	1.1931826614417729	7.235013429596921
BA2334	1.993478439709194	3.249828856829626
BA2339	0.4699942900241933	1.095189681755157
BA2344	2.2900026002819254	10.545453432640215
BA2347	0.8088991835723007	0.9072281655795223
BA2348	0.883377560935554	0.8143839692703658
BA2350	0.9795546142839112	0.7462283897940213
BA2354	3.580583535197325	10.335238887324664
BA2355	3.44088195176249	1.258867188875383
BA2357	0.7466248340609561	2.291165983872064
BA2360	2.6603320453574324	14.675759799697069
BA2361	2.122537525413574	1.167600081701121
BA2363	1.6522726311963882	2.766269235045573
BA2369	1.1059227199253063	2.387320153824702
BA2374	2.4096833890645217	8.164556113260431
BA2375	2.100786539663423	7.940083027628458
BA2376	2.343366612380079	8.116006090143474
BA2377	0.0567111603796107	12.041644274602982
BA2379	0.7103568696863393	1.1509691842235488
BA2385	0.9035211314723832	0.681149692338905
BA2386	2.367782567770798	2.6711101841054568
BA2387	4.035369110779613	13.36294284562111
BA2394	7.593742353118285	7.151426861425691
BA2399	3.685799556279377	7.515970289289149
BA2400	10.516791943992056	14.966263952234096
BA2402	6.407256444061246	3.0127964728922945
BA2405	0.2110564671748621	0.9955951337152702
BA2406	1.4467520730025347	1.1467166727417792
BA2409	1.3682634830700355	6.055486893216831
BA2410	4.5260095176401	2.186392637290706
BA2412	1.3753158354127988	3.3164095860181617
BA2413	3.558757620270642	2.1527530898910414
BA2414	2.306433272355962	12.21088799299077
BA2415	3.756315385305518	5.46005805550539
BA2417	1.1675117582923902	5.606385423972662
BA2418	1.5321366334104294	2.8365955946333994
BA2420	3.2029681153734444	9.7627346628719
BA2421	1.154419886226261	4.069696393368326
BA2423	3.8067645573970417	3.0012558965833844
BA2425	3.107183849055916	3.610916843715792
BA2426	0.1050925076905999	3.347107776277044
BA2427	0.1443236529855342	0.9531986678113124
BA2429	4.061533740558772	5.360456181536138
BA2440	4.515118540922507	0.3890022962627702
BA2441	7.48233802600586	18.42361105107856
BA2442	3.410966293655464	6.584497315619637
BA2446	1.5344025510134254	11.409444008745888
BA2449	2.356064100751041	3.80827141842354
BA2450	3.519331370196511	10.065909969438254
BA2452	2.951904546843851	5.530275985380949
BA2454	3.5800363507248094	10.050518164012724
BA2455	0.5393154871879091	3.1121744505969904
BA2456	0.1207102191079664	1.6428057595187853
BA2459	0.0323815313075464	1.543457558391838
BA2461	0.95278330527766	5.403871373243879
BA2463	1.416645689538503	8.73877302546214
BA2464	2.274301284478446	8.795399588261915
BA2469	0.041105135024581	0.6783650249201878
BA2470	1.5174264355913207	4.3799458895372405
BA2472	0.1222859747483732	2.1751704872630646
BA2473	1.926382718921689	2.4974969498687978
BA2474	4.932402265134477	8.824354902331613
BA2477	6.768566446326989	13.0100604910201
BA2479	2.963803300077096	1.6879410996094202
BA2480	2.962812060442108	8.914291103675762
BA2481	0.1065127406211176	3.5824961331954244
BA2482	4.55675387495229	5.745200177130098
BA2483	4.094619043491615	9.532002704875625
BA2485	6.688179817858615	10.549274104541334
BA2488	3.1325379968097127	5.119187395997415
BA2489	0.4959159455066064	1.576730183123915
BA2492	0.6517676062656149	0.7560373527616385
BA2494	5.546111050285802	1.9405529221398583
BA2496	0.936298316203406	4.463650362966122
BA2497	0.5076979597670999	5.932011621118124
BA2499	1.6321394161682796	2.996071186805651
BA2500	2.640884225108383	5.861087395060059
BA2501	3.3400008819669686	8.949284639035302
BA2502	2.2903437922450776	5.686504998961241
BA2505	3.3599098264806018	4.5189515064933135
BA2507	1.126609034687153	4.839717675513401
BA2510	1.117650744121614	5.46555046211878
BA2511	0.5547863739144583	1.1116019317013208
BA2512	2.4011947991320226	10.517161738602296
BA2514	3.45310423481002	1.9634369918916956
BA2515	2.492897976189933	1.615690067255877
BA2520	1.384062484318475	2.51778563174698
BA2521	3.6303167173797672	11.11311782864978
BA2523	3.255909992229567	6.098556005727347
BA2524	1.182336976769294	1.52524176832439
BA2525	0.927868361868006	1.888076254105876
BA2526	1.5745202936037626	3.2087293851976453
BA2528	2.664848081189622	7.548639046922788
BA2532	1.586789054789917	1.9914537182600571
BA2534	4.342877348807292	9.57321887934449
BA2538	5.459500768679832	1.5214642581164688
BA2539	3.452706536135555	6.012218947914058
BA2540	1.6834681450257822	2.2482159791740277
BA2541	2.4779100728231005	8.692955829679391
BA2545	2.715710302742765	7.0633946742203335
BA2546	1.1761256635660966	4.977026327941901
BA2552	4.987072698408354	4.149195380461685
BA2559	0.7191279551595828	2.4786792235044146
BA2561	1.0089444147921067	8.46577337938879
BA2563	2.168817586421358	11.652628721923412
BA2564	1.1562404789384766	4.791695002892021
BA2567	2.944546980707733	1.6523062574270515
BA2570	0.8088462579510084	4.091735243206291
BA2575	0.5436999654816376	4.338621713171871
BA2577	4.324663598029868	10.208037457549151
BA2579	3.419698922327602	6.236898298765786
BA2583	4.572907145605144	4.886379630844223
BA2584	3.803381818707128	9.35508285123087
BA2587	3.168909295779788	10.75551499738243
BA2588	2.217265202905625	5.180639119079832
BA2589	1.3964120671328928	1.3416845480035298
BA2592	5.069278178464495	7.384147426888736
BA2593	0.0398129393678121	13.520968482333284
BA2594	1.55384779379004	4.559297622718212
BA2595	1.1049828092472718	2.448714178352799
BA2597	1.0624154034010471	1.81980166926654
BA2600	1.0177168916442754	2.2708074242840905
BA2603	3.448005834667688	9.213470251939729
BA2618	6.639709954517876	8.85997814208934
BA2619	1.608222981017942	4.32348153570115
BA2620	7.257136306474398	10.991726235668184
BA2621	2.302562167266556	2.250272436274354
BA2622	5.740018604941144	8.279316076737258
BA2623	3.1361912788673103	16.349187994660635
BA2629	8.522674344341194	12.958719320292875
BA2631	3.2329857166970037	9.4133371402126
BA2634	1.1973282787502224	3.5502326838084044
BA2636	0.6665113492421927	2.457739521380015
BA2639	1.362958086800756	10.530206791972605
BA2644	1.159654428614658	6.793029152705679
BA2645	1.6553232028782536	1.1792481282202347
BA2646	2.292427173098183	6.442519963949149
BA2649	2.054793558903989	11.0312309092846
BA2651	0.9328784512660028	1.3737364269979266
BA2653	0.8253166337449686	6.345179971602858
BA2655	7.299985941750644	20.96763339572215
BA2656	1.3059148202384048	3.882758283230144
BA2657	3.998831667480205	8.997242795371793
BA2658	1.8268710853211807	7.635953205240423
BA2659	2.2619259953681525	4.420720427240695
BA2660	5.050824973655039	5.553156184494063
BA2662	1.2953582838747546	16.380512971075806
BA2663	0.7875701277787662	1.6874490601625545
BA2667	3.8148880510202687	7.375836629976075
BA2670	0.0964147890654343	1.7089067336806978
BA2674	3.0719907515118887	8.096401596218259
BA2675	5.470604185389457	7.510632491447894
BA2676	2.955025113249121	4.938100172481931
BA2677	2.3230404214585607	6.813226622016171
BA2681	3.0673529206032044	4.888441883217966
BA2682	3.793461043671051	5.5291812260232405
BA2685	1.388581302908514	4.841816713634703
BA2688	0.6458573099095072	3.3057354192928567
BA2691	7.970834409180971	5.944463441089175
BA2694	6.238474858619174	2.7147624469317817
BA2695	0.5278184851152868	1.5176840766876218
BA2697	1.3509235182574766	2.018307619128485
BA2701	1.360539490071029	1.3808038497058877
BA2704	5.085740183175416	8.32999480837688
BA2705	3.501425882081017	4.259849413248374
BA2707	2.5197496582377994	4.800422792896705
BA2709	1.3205904920919496	4.447499278912186
BA2712	1.4752564014835297	3.452607571935762
BA2714	7.656167967567946	8.097427866739112
BA2715	0.4659300873907615	1.084897471335352
BA2718	5.882814926834757	13.438720293522795
BA2720	1.0380797982424526	2.126248644897054
BA2721	5.548940628416671	15.787354104984486
BA2722	3.9711216110799374	2.188754133921306
BA2723	1.877678906239308	0.5633384124523837
BA2724	0.9589716341175236	1.1961910994941276
BA2726	1.6021027613169287	4.333617991126465
BA2727	3.2411675798066057	7.230591375607429
BA2728	3.304925770314513	8.996329947856347
BA2731	1.0221442669866077	1.601089856904368
BA2733	1.1356592170870456	1.1585330566130023
BA2735	1.176214772642601	1.263867721714608
BA2737	1.817379873817898	2.0653822514544045
BA2742	1.265688443647633	9.678278326940282
BA2744	0.6826428444347123	4.734579735281033
BA2746	2.246847036514953	3.995552656725704
BA2747	2.6896423547909816	9.160304127807583
BA2748	8.612325169056342	13.478797598887512
BA2751	2.820195249239303	8.462510783740354
BA2756	0.9703809793178744	1.6768447444688832
BA2758	1.8323795468818664	5.347418890410429
BA2760	0.5152849513625629	2.6734409108996613
BA2762	2.552687809543795	3.0132144773948384
BA2764	1.509975563432433	5.617028310732295
BA2765	2.39289134623134	2.913210030212973
BA2769	1.654345839016698	2.464771423555399
BA2772	1.1316888526978304	2.2916259464404907
BA2775	5.604863226691362	8.33741402688843
BA2776	2.6182270335041005	15.98730941625499
BA2778	1.421190336075034	8.015673769100099
BA2782	1.5311907466458643	4.944411112298356
BA2786	0.7852042741944069	7.700001801995604
BA2787	1.800247437353734	1.4164680780800984
BA2789	14.008737175363926	14.612672846175265
BA2791	1.7045683684067263	3.3919906510404627
BA2792	3.018878411729552	7.301402310951574
BA2798	4.100505762437636	2.136213236439552
BA2801	1.3764703757939605	1.110711760941699
BA2802	2.5253315131359857	4.580645152204441
BA2804	0.7555484542008238	3.127325598072549
BA2806	7.745564664145458	4.024601626224349
BA2808	2.78559806484282	0.0321583178726035
BA2809	2.7334907416277763	6.164149019320038
BA2811	2.552131987877516	7.522919876960658
BA2812	2.0941482784156835	5.528950800554404
BA2813	2.8097613443001364	3.881314118270907
BA2814	2.054095618905114	6.190085264571876
BA2816	2.1198042413487403	5.198553326221446
BA2817	1.3376205975782405	1.2702122337805408
BA2820	4.070998956845965	16.186352260260932
BA2821	5.066381821748393	15.615860025942858
BA2822	2.884351488167197	6.592838490668989
BA2824	1.0998169310286623	13.756066773353558
BA2828	3.6181223683550248	4.203149608931455
BA2829	4.534557564311359	10.378580226330731
BA2830	0.6709554667506056	2.4970982145303755
BA2832	3.952292095295011	6.751948482659534
BA2836	2.445039848180031	1.2971688750228962
BA2837	1.995631670825597	5.085304327451365
BA2839	0.9436462415281752	1.4896625537205594
BA2840	1.1492535974368214	8.969869965243106
BA2841	1.9139072277193088	5.448407400318256
BA2842	0.6612899451203657	1.135910655267999
BA2843	1.6562102715697948	1.7878220168931778
BA2844	3.821757250756895	6.073471914163233
BA2846	3.3001621146526645	3.906472505045551
BA2850	1.828463643952976	3.2806599123577205
BA2851	1.6131893978446552	10.478957851926648
BA2852	0.921993389809632	1.7629710451041474
BA2855	0.0503785843213644	2.3722636347667003
BA2856	0.5300314770969905	1.2708749021930474
BA2858	0.7114815296348503	4.608981256768276
BA2860	1.2262364264523182	3.565933863817373
BA2861	2.402131189545346	7.923136275322277
BA2865	2.129704837588824	8.624366262454235
BA2866	3.013038703143604	8.366138308755593
BA2867	0.7455546963980773	3.33857517726818
BA2868	7.515001741124448	13.018722412787383
BA2870	10.322297744445509	24.274332237480408
BA2871	3.4221688480142816	1.1133244383261105
BA2872	1.6477955843867516	3.8164708275390784
BA2876	0.0957137393726782	1.859183571717017
BA2879	0.9531210378014084	0.575070640946413
BA2880	2.6670752758807885	3.5156026952167894
BA2882	2.331904014622404	5.07628512149973
BA2883	1.041376210613712	1.4333433869769687
BA2885	0.8719233342609193	9.136538431090091
BA2887	2.4644347656172783	8.464919129119613
BA2889	0.0001248439450686	0.0680457763349801
BA2893	3.066329078603025	8.04047064975798
BA2901	0.0317730501306983	3.1986274697820662
BA2902	3.0100672119655543	2.5259150245335555
BA2903	0.04812813915614	0.268511764252472
BA2904	4.618916602419935	7.067304677141686
BA2905	0.9351763781874364	1.8895330543500517
BA2906	4.94215177891217	8.908715478396855
BA2908	4.5110256667594255	9.043472851679276
BA2909	2.4489723716243854	3.645192582703174
BA2910	1.594387139400962	5.533673432065147
BA2911	9.404135429069326	7.35601010438844
BA2914	3.2489443539667984	8.315020190566022
BA2915	0.1575190649325371	2.164371517675939
BA2921	1.641957001069005	2.0954264332452808
BA2922	2.7456192472563985	10.62765705375156
BA2923	0.7224224439304705	4.466900161142507
BA2926	6.687000187037824	7.629097223448881
BA2928	1.9118917963386208	12.62873294899734
BA2930	5.58017983762684	6.154426145694959
BA2932	7.813152127137059	12.130844731127125
BA2934	1.066804732513104	1.3562957851481563
BA2935	1.673007552982645	2.653105174408604
BA2937	1.0652045403051302	7.498193237452195
BA2939	2.5373235723920007	2.2079754294917957
BA2944	3.672323777677416	20.71466634512917
BA2947	2.2556267591819603	11.442166833647804
BA2948	1.6022588162482645	1.1082148986684204
BA2950	3.3056537960314523	9.632561714139898
BA2951	3.714504555055268	5.951188238147757
BA2952	7.945331247025262	14.544101644140271
BA2953	1.0622547637621065	1.3781259502585508
BA2955	1.5735880773272142	3.5779808539522246
BA2956	0.6742777678936652	0.6412839524065527
BA2962	4.514064286268231	11.974556452354564
BA2970	2.1501201984121554	2.76728539524176
BA2972	1.6972456171563868	8.19807025798213
BA2976	1.1234965124288914	7.68942255194602
BA2978	0.6784917224358712	6.41703002223666
BA2981	0.464518225543284	0.652906061240974
BA2984	1.3895178377819446	4.235287245520808
BA2986	7.139863348341978	8.162509590569805
BA2989	0.7722661228884115	3.1500995548410207
BA2992	1.9699573082368111	4.418766081231521
BA2993	3.8777916763607	2.212900676301756
BA2994	1.7558718623644929	4.952266231396034
BA2995	1.3120625253755585	2.99340604018802
BA2999	1.5218285152086082	6.3906852737137685
BA3001	3.283498109093232	10.39880202445873
BA3002	4.609381041663816	7.336794699784175
BA3004	2.9380858579637814	14.116715846979064
BA3006	1.748787766814016	8.252270837306234
BA3008	0.0077259165993786	4.2866496857377365
BA3009	5.390947118477055	4.436179966926807
BA3010	1.3260803715209823	6.1059405634669295
BA3011	0.7382217721149416	2.784057131540242
BA3013	2.0879046289580168	12.586256499724248
BA3023	0.9683986825238244	3.248181807296057
BA3025	5.080337428397208	11.795087855677894
BA3027	3.00421939840729	1.8190710835196224
BA3029	1.7401704021009063	0.8763687576046825
BA3030	3.945677107330818	6.732151955359885
BA3037	0.4762799165476772	0.7406337561266323
BA3038	5.051456112259189	9.220468526123
BA3040	2.834850863947472	10.131509852482283
BA3042	4.309006570653918	7.880233108835697
BA3043	2.248677657799857	3.3214692717064564
BA3049	1.7313959408230577	5.744367216003986
BA3051	0.6646889545802217	1.7632316934133028
BA3053	7.861453717262678	17.17856728332196
BA3064	3.322682981534957	11.426613287051367
BA3067	3.741009251529377	3.971068898516835
BA3068	4.13495857796512	1.7139153825785636
BA3070	3.443687359436515	3.9158628540420777
BA3071	6.077216535055907	6.690655920715455
BA3072	8.213110499816764	7.4441840132338255
BA3075	1.3901999555975253	1.2491121104239569
BA3076	0.0173066249405052	0.3290035271849247
BA3077	2.748373652909503	5.451401359788114
BA2040	2.375963693373539	2.383892823099383
BA2160	7.2642666976875745	11.539734945424426
BA2303	2.840539695356444	7.463308501706293
BA2353	6.337646980555671	10.822900007551391
BA2516	6.1525607150623225	10.627818321365057
BA2590	7.098047545622784	12.81367377381369
BA2647	3.8849425733059006	2.9984253470233098
BA2891	1.4775576433842594	5.174547962158221
BA2924	4.889603897989876	2.582705972752072
BA2971	3.468802501744926	1.5854315417505231
BA3036	6.45483500374836	6.503188905241124
BA3059	1.0846267987184108	1.0097287513996918
BA3073	2.979660609986603	7.1990670043622735
BA3078	5.116092346503533	12.946903516316324
BA3079	2.368091955700928	1.3646973961989346
BA3083	5.811712840678749	6.697350327116042
BA3084	2.779812080210334	10.734268728262462
BA3085	4.24132050223457	9.610881378255511
BA3087	9.970414668935453	15.337301013841849
BA3089	5.824776961198015	11.853567356438884
BA3094	4.087964389823318	6.801759993324186
BA3095	6.108688157768685	9.71028807970256
BA3098	3.053186060055868	9.236971538084326
BA3099	8.625616342847932	13.090206837982374
BA3103	1.4367437019194949	1.614517260987918
BA3108	10.156121900000151	15.642078447811906
BA3109	1.3927302351962607	0.7703861138349644
BA3110	2.5078610552278597	3.447038366842655
BA3114	2.7530216948668005	3.5866801602643537
BA3116	1.0875424370572109	2.3925144815207022
BA3117	7.193373265148163	16.890939743361592
BA3118	5.277096192183644	2.361970070571154
BA3119	12.883161912408516	13.444196252475477
BA3123	4.803611327801272	5.786639365500211
BA3124	4.21054428006405	4.336063938041852
BA3126	2.8246321209328777	5.726977872095656
BA3128	3.608092487922375	3.14903558564337
BA3130	2.5404865644497363	4.532483798636333
BA3133	8.316171632292765	0.620446569891931
BA3135	5.669922987556664	2.5985889691786146
BA3136	7.408721497640738	10.09440470147002
BA3137	1.6213128686583913	4.858262733543676
BA3138	2.926481202698819	2.6455798845607426
BA3139	6.8770572259705816	13.370849088005434
BA3141	4.599395654944109	12.648730844908464
BA3142	14.0982824377567	5.748017334281799
BA3145	4.677822210665414	1.520235981899007
BA3146	3.2749571865861946	7.388156786803747
BA3149	2.387201305919367	0.8452928419011833
BA3152	4.349984345086304	6.9098235190799135
BA3153	3.0527241982844227	1.861053482697555
BA3154	4.28942234204808	0.7157482917318699
BA3156	3.2278813784839597	15.633443146582904
BA3157	5.383763330246449	13.717961630797872
BA3158	2.427680769014372	5.978434887400639
BA3162	0.9929945971919996	1.745220597852206
BA3163	1.6091564442133084	4.119575633976791
BA3164	5.868617775283941	14.01369975533636
BA3167	1.3512052762913591	4.106989071237717
BA3169	0.8099630790379262	1.5403379036422693
BA3171	5.544770658175454	2.64769875983621
BA3173	1.7308377241602686	4.618444181534551
BA3174	2.78049200831482	1.225304999204696
BA3175	3.916354169042656	3.1147708461274544
BA3176	1.398144493560881	8.366915351712338
BA3177	2.6684240618836683	14.383280808732884
BA3178	2.2011568745523635	11.04530380764288
BA3180	2.8429799230863977	2.389200429470613
BA3181	3.4169526216468147	4.107804565570681
BA3182	6.465568450520892	10.283479445206073
BA3183	8.637727802183933	7.707896290573495
BA3185	3.3780862457251213	2.09814643431112
BA3186	7.658752176405559	4.930075069869157
BA3187	2.660248828732659	4.387623745119788
BA3189	7.486407566060087	8.606060206799855
BA3190	1.344322793828056	1.9054535072318075
BA3191	4.6694024901881175	7.4800404045123
BA3192	3.5077787205700552	4.391174582041212
BA3194	8.662644524733851	16.456396828308634
BA3195	7.4496398989691635	4.733956309124763
BA3197	10.054760629602765	7.0834163410671245
BA3199	6.719935411125861	14.893885416518865
BA3200	7.819164366709701	11.172176168777597
BA3202	2.685428461074084	6.211854984162505
BA3203	1.0415124745103943	0.462865535939629
BA3206	3.960770595829513	8.89350367937644
BA3207	9.902281146739536	6.236066454663524
BA3208	6.055922803560105	5.39436780732066
BA3210	1.414333149336776	0.9254680142509302
BA3211	5.250568268044968	7.286440941111669
BA3212	5.928094555982853	13.90084344006516
BA3213	4.602520007724814	7.2163041184393935
BA3214	6.220395204836827	3.061965510161289
BA3216	5.618746466429752	3.693837304190768
BA3217	8.902646775270254	7.2290811027363695
BA3219	3.3432382481703	7.194942439126423
BA3221	3.35154335856063	5.875145536053527
BA3222	4.655330714803816	15.028627502841532
BA3225	2.93339371005488	4.7234968814869145
BA3226	6.800439759375081	9.573149417250905
BA3227	6.344520643349284	11.548100320860753
BA3228	8.08669053299697	13.031576053566567
BA3229	7.676464217231506	11.257910854005528
BA3230	2.888449091497991	6.9361542225314
BA3232	4.301224086517919	11.728760604111896
BA3234	4.332855018316021	6.996621698419788
BA3235	1.915317492902447	4.965874758559991
BA3237	4.639006836764641	2.935763294187172
BA3240	10.116098999271616	9.34082336261989
BA3242	3.331326029734452	5.0475834925523335
BA3243	2.9046507866993294	7.025342022991135
BA3245	3.3602777891825237	1.3884219118686445
BA3249	1.7662823115441877	1.585349419007639
BA3250	3.933912694393884	10.225006592347055
BA3251	4.276729172274	4.144675295396382
BA3255	5.48695761692525	9.698192129195943
BA3258	1.7224400452540294	7.573466978596803
BA3260	1.0478724751794728	1.8081438700173231
BA3261	4.870043185968817	8.67655944921525
BA3264	11.23593616992158	11.512219382915497
BA3266	12.655947589873191	9.45808487627196
BA3268	9.627225643645808	14.486433083951813
BA3269	2.378683040839632	0.5394015960252108
BA3270	6.257724076633806	8.21347318798494
BA3271	5.419991651726451	10.67642347488158
BA3273	1.8203280536965825	0.1307225817365397
BA3275	4.6617186114798645	7.346829474213139
BA3277	1.1887544877672702	2.502457281351905
BA3280	2.9610502249776087	1.5952265048521377
BA3283	2.004062218207752	1.789056666616367
BA3285	5.7232340132082165	12.944153894934344
BA3286	3.752073025344385	10.443565640805431
BA3289	0.4495356215814276	1.1660382190912415
BA3290	8.673827288058016	4.807436548294259
BA3293	9.284535522740304	15.613590739482175
BA3295	5.400211193073215	7.791904652993529
BA3296	6.435364320786594	3.925540541410126
BA3297	11.028395922575465	12.817903020225929
BA3299	1.7767219872844695	2.069490887899604
BA3300	4.756270975227372	8.89918583362261
BA3302	15.037900211520007	16.954578670326512
BA3305	3.382023148591666	4.800360717676655
BA3306	4.024635907308313	4.929562999898404
BA3308	8.715486115863088	9.543242419641448
BA3310	3.9395821225295418	3.181497384800524
BA3311	6.11081535565318	4.782832057077079
BA3312	7.919782610348514	12.733872962967148
BA3315	6.101530486404784	5.186781523589535
BA3317	8.061095334546799	13.922508639325905
BA3318	1.6558276347622718	1.4807227965024126
BA3319	0.2441810252409822	7.139020891930767
BA3322	2.9021558922236363	6.904085618316202
BA3324	6.968018258236888	7.495927604746196
BA3325	7.743812142556275	1.351274448198906
BA3326	1.3067779009490268	6.7782810111651335
BA3328	9.490785619680636	7.547825732369589
BA3329	4.566633471254719	7.488910948293375
BA3332	1.507759522582156	6.25653214657412
BA3333	11.637307978303612	5.692624350807811
BA3334	0.4513920099875156	2.1330637647598447
BA3335	5.688921840999604	2.801851912072096
BA3339	3.6418119783279423	5.922770442356887
BA3341	2.062199914540442	0.6608588373571984
BA3345	2.438859806788409	2.924949411938865
BA3347	1.3679641845379027	3.616719109221729
BA3351	7.446937293669149	8.614564853936525
BA3352	0.8842332741807212	5.280276120889902
BA3353	9.145652997699282	13.472213887054126
BA3357	5.684862428359192	10.146071922479312
BA3362	3.3403728135202493	11.357770474075744
