	STAG2	RAD21
BA2000	0.045373231419743	9.381081344897805
BA2003	0.0190274841437632	10.804738111151956
BA2004	0.0769230769230769	13.335979114927524
BA2006	0.0443974630021141	2.270388898058533
BA2011	0.040169133192389	4.533384234237969
BA2019	0.0617986664498292	12.845973706067053
BA2020	0.0865181330297609	10.474535979065164
BA2022	0.0530167506911693	8.710936477994075
BA2023	0.0211416490486257	10.766220668380647
BA2024	0.0845665961945031	6.96521768918246
BA2025	0.0416327858188323	10.505514139483594
BA2031	0.0066677508537973	8.497243158696646
BA2032	0.0380549682875264	6.366887987848954
BA2033	0.066352252398764	10.68218662349429
BA2034	0.0110587087331273	6.3724050702506645
BA2035	0.0483005366726296	9.09435826239406
BA2036	0.0395186209139697	11.528528001706562
BA2037	0.0796877541063587	12.161082044759937
BA2041	0.045373231419743	15.208390411040217
BA2044	0.0426085542364612	11.425941509678632
BA2046	0.0606602699625955	6.153405994615816
BA2047	0.0476500243942104	7.212823003588878
BA2050	0.0213042771182306	7.305722580287018
BA2051	0.0489510489510489	10.076275553605024
BA2052	0.0442348349325093	13.286222314454694
BA2053	0.0393559928443649	7.685499593258364
BA2054	0.0422832980972515	11.47302251367756
BA2055	0.0203285087006017	0.8900090654720321
BA2063	0.0499268173686778	10.446657944155708
BA2065	0.0434216945844852	11.84997670061323
BA2066	0.0788746137583346	8.783252326731535
BA2068	0.0367539437306879	8.054864759728023
BA2069	0.0377297121483168	11.861180142963963
BA2072	0.0289477963896568	5.724137968839168
BA2079	0.0591966173361522	5.054760892054986
BA2080	0.0250447227191413	10.124380642568726
BA2081	0.028785168320052	4.620438733254882
BA2082	0.0456984875589526	8.105587557245181
BA2087	0.0258578630671653	6.064210598186296
BA2088	0.0616360383802244	11.119498790097158
BA2089	0.0291104244592616	13.153433288445951
BA2093	0.0352902911042445	13.89440940587197
BA2094	0.0351276630346397	14.301152628574505
BA2095	0.0396812489835745	9.161177992328549
BA2096	0.024394210440722	9.584242645222831
BA2097	0.0661896243291592	16.873178231003937
BA2098	0.0201658806309969	6.2107357582394345
BA2100	0.0308993332249146	6.090356050041996
BA2101	0.0335013823385916	6.636690901812592
BA2104	0.0203285087006017	5.107654904717963
BA2106	0.0279720279720279	5.7185547695433705
BA2109	0.0491136770206537	7.887808449114563
BA2110	0.0291104244592616	4.875980173627301
BA2113	0.0398438770531793	9.1025554010968
BA2116	0.0713937225565132	17.398189447644924
BA2121	0.0546430313872174	5.12776073278341
BA2122	0.0398438770531793	11.690318294638107
BA2123	0.0494389331598633	17.55701446978709
BA2124	0.0396812489835745	12.868529500425566
BA2125	0.0546430313872174	12.876343621232197
BA2132	0.0445600910717189	9.340554458045636
BA2133	0.0455358594893478	6.955488449442417
BA2134	0.0255326069279557	6.682310630032674
BA2135	0.0380549682875264	6.849923340263783
BA2139	0.031387217433729	6.787244348233263
BA2143	0.0361034314522686	13.400617340713
BA2148	0.0273215156936087	5.204481045400393
BA2153	0.0632623190762725	9.114530887927913
BA2155	0.0278093999024231	5.233148408171361
BA2156	0.0526914945519596	8.392648810880598
BA2162	0.0489510489510489	9.1097160557551
BA2163	0.0496015612294682	14.314580633635316
BA2168	0.0139860139860139	6.647345389277667
BA2169	0.033176126199382	8.745864067224826
BA2171	0.057570336640104	10.679439120860676
BA2172	0.0336640104081964	13.50883390157314
BA2174	0.0616360383802244	12.234477537030015
BA2175	0.0754594242966336	21.02068584637091
BA2184	0.0910717189786957	18.03765970365849
BA2195	0.0369165718002927	9.349963706871057
BA2198	0.0556187998048463	10.951500923300072
BA2200	0.0725321190437469	8.66317838616753
BA2201	0.0304114490161001	5.432057146746553
BA2209	0.0559440559440559	10.51849185881264
BA2211	0.0442348349325093	9.646568993096242
BA2212	0.019190112213368	12.173442452420591
BA2217	0.0466742559765815	4.573645652451456
BA2218	0.0292730525288664	4.492958654425742
BA2220	0.0416327858188323	11.27168233076358
BA2221	0.0297609367376809	9.893553288678971
BA2224	0.0406570174012034	9.397529949966035
BA2226	0.0993657505285412	10.908716981211048
BA2227	0.0354529191738494	8.563166687493254
BA2228	0.0852171084729224	13.65711061030867
BA2229	0.0650512278419255	10.125749233382871
BA2233	0.0252073507887461	6.323547682627363
BA2234	0.0572450805008944	11.823723239347228
BA2235	0.0476500243942104	8.606492986201966
BA2236	0.0422832980972515	7.780395565488438
BA2239	0.033176126199382	6.552249451867215
BA2240	0.0757846804358432	11.228756861285458
BA2242	0.0502520735078874	9.596092148295025
BA2244	0.0578955927793137	5.341309648977824
BA2245	0.0580582208489185	9.699043191258031
BA2248	0.0187022280045535	5.445572536474128
BA2249	0.063750203285087	6.731132320283495
BA2251	0.0440722068629045	11.377710091638932
BA2256	0.0286225402504472	9.18485529321266
BA2260	0.0242315823711172	8.648831228976123
BA2261	0.0413075296796227	13.913285434019771
BA2269	0.0413075296796227	5.517119433614601
BA2271	0.0774109611318913	11.19055154461345
BA2272	0.0509025857863067	9.716425007365958
BA2273	0.0322003577817531	9.913637199534788
BA2275	0.1136770206537648	13.934400427780313
BA2276	0.033176126199382	9.978364843676667
BA2277	0.0725321190437469	12.040184337419634
BA2280	0.0912343470483005	8.867506451898345
BA2281	0.0359408033826638	16.67272759945315
BA2282	0.0426085542364612	8.901841543428535
BA2286	0.0536672629695885	13.39494709097916
BA2288	0.0354529191738494	10.082944575583005
BA2292	0.0400065051227841	18.590565422674203
