	ABL1	PMS2
BA3006	0.0083777937995674	0.7927130109261379
BA3008	0.0010868781542898	0.0572628988845525
BA3009	0.0132912761355443	0.6525414407057805
BA3010	0.0096232876712328	0.4132948984691718
BA3011	0.0240374909877433	0.6320868436863208
BA3013	0.0143240807498197	0.8077371324103334
BA3023	0.0165969718817591	0.3638616595525633
BA3025	0.0182480173035328	1.0362032622318185
BA3027	0.0054902667627974	0.3417676497273417
BA3029	0.0092357606344628	0.3642006751788224
BA3030	0.0145746214852198	1.0711266863392537
BA3037	0.0189149242970439	0.5956821371552574
BA3038	0.0169196106705118	0.9179067753585024
BA3040	0.0160490266762797	0.5026434744701002
BA3042	0.0222819033886085	0.9205342840379752
BA3043	0.0070421773612112	0.5794059720105154
BA3049	0.0035255948089401	0.2281808295077271
BA3051	0.0110310021629416	0.2840758117213043
BA3053	0.0164708002883922	1.0949567999330478
BA3064	0.0178640951694304	0.9607896677092154
BA3067	0.0239329488103821	0.9918316592514482
BA3068	0.0234066330209084	1.020780704103302
BA3070	0.0086355443403028	0.574694557876182
BA3071	0.0194971160778659	1.0293711011062574
BA3072	0.021346431146359	0.8703038703517458
BA3075	0.0129073540014419	0.4903792089489843
BA3076	0.0033759913482335	0.201122000050149
BA3077	0.0144196106705118	0.971701342363852
BA2040	0.0086806056236481	0.3830735464125089
BA2160	0.0166672674837779	0.834811599283835
BA2303	0.0109228550829127	0.7887853066546309
BA2353	0.0162563085796683	1.2251938359789938
BA2516	0.0162851478010093	0.8211954873927654
BA2590	0.0327685652487382	0.7437912131610772
BA2647	0.0120223503965392	0.3917225921475092
BA2891	0.009543979812545	0.4846839420068057
BA2924	0.0133219178082191	0.4772689769507844
BA2971	0.0093204758471521	0.4288909839320146
BA3036	0.0145259552992069	0.7860122364877135
BA3059	0.015571377072819	0.3395832456452598
BA3073	0.0136878154289834	0.6571347364721937
BA3078	0.0171070656092285	1.3658500750105644
BA3079	0.0097873107426099	0.4153015229213788
BA3083	0.0143294881038211	1.002743932759991
BA3084	0.0100558759913482	1.06164915251271
BA3085	0.0095872386445565	0.5981384695678222
BA3087	0.0460724585436193	2.1066792225389377
BA3089	0.0248864455659697	0.9808986169540108
BA3094	0.0194214131218457	0.6985866311314569
BA3095	0.0163680605623648	1.1582208546805977
BA3098	0.0141834895457822	0.8730373801549453
BA3099	0.0234228550829127	2.091691892133146
BA3103	0.0260598413842826	0.5201519555397366
BA3108	0.0228857245854361	1.3186577719944046
BA3109	0.0128082191780821	0.3854827405414514
BA3110	0.0175684931506849	0.4506962120440976
BA3114	0.0120421773612112	0.5503188034054971
BA3116	0.0108183129055515	0.2555189897783076
BA3117	0.030697548666186	1.3234144165179689
BA3118	0.0119214131218457	0.535806694279694
BA3119	0.0342880317231434	1.3708236065189896
BA3123	0.0154091564527757	1.0568763266236036
BA3124	0.0086968276856524	1.0558900937319446
BA3126	0.0155641672674837	0.4105924168990016
BA3128	0.0190338860850757	0.352161916424787
BA3130	0.0098792357606344	0.345527098295383
