	ABL1	PMS2
BA3300	0.0211211247296323	0.7997969355402579
BA3302	0.0303640951694304	2.244845401715573
BA3305	0.0147007930785868	0.8448327149285455
BA3306	0.0206741167988464	0.4286939893348669
BA3308	0.0207624369142033	0.921296961316458
BA3310	0.0220061283345349	0.7671511899559397
BA3311	0.0114113193943763	0.837196314718458
BA3312	0.0251261715933669	1.1439127604096484
BA3315	0.0143006488824801	0.8385720646710365
BA3317	0.0217303532804614	1.1107672101163226
BA3318	0.0297746935832732	0.8755253637998338
BA3319	0.0158723864455659	0.9739186809954306
BA3322	0.0114095169430425	0.8817020077612676
BA3324	0.0199585436193222	1.015430462961365
BA3325	0.008613914924297	0.5127266096078986
BA3326	0.0136049026676279	0.4502925012896293
BA3328	0.0238320115356885	1.3372365370718395
BA3329	0.0240699351117519	0.8685102420060549
BA3332	0.0214257390050468	0.855392890029404
BA3333	0.0258345349675558	0.795465219711367
BA3334	0.0063284066330209	0.2477992709135579
BA3335	0.0219340302811824	0.8513456549163455
BA3339	0.0081434751261715	0.7447423696526203
BA3341	0.0315843547224224	0.8380700369046538
BA3345	0.0086535688536409	0.3863521163060174
BA3347	0.0091204037490987	0.3143224754099394
BA3351	0.02288752703677	0.8684317113272224
BA3352	0.0120475847152126	0.6286771525265523
BA3353	0.0246917808219178	1.658833589741061
BA3357	0.0200486661860129	1.2142127760438362
BA3362	0.0155894015861571	1.0459285197912025
BA3367	0.0081957462148521	0.5765777530777926
BA3369	0.0196160778658976	1.2769876081398006
BA3371	0.0122458543619322	0.4091191559897777
BA3373	0.0306218457101658	1.1151384683482484
BA3374	0.0103550829127613	0.5900187575219461
BA3375	0.0152433309300648	0.5957931136009081
BA3376	0.0162545061283345	1.4501362932703936
BA3379	0.0181542898341744	1.0620976518427256
BA3380	0.0142591925018024	0.5102617388624302
BA3381	0.0167501802451333	1.1226362863028323
BA3384	0.0072999279019466	1.0614366114340876
BA3385	0.0116690699351117	1.1095973631617837
BA3386	0.0239509733237202	1.5575392731019675
BA3388	0.0093096611391492	0.3752873164138545
BA3390	0.0079866618601297	0.539855571973829
BA3394	0.0117916366258111	0.4464537425301987
BA3395	0.0144935111751982	0.4170702937486195
BA3397	0.0168493150684931	1.00084874153998
BA3399	0.0047422494592646	0.2476010283360536
BA3400	0.0321106705118961	0.5239040055130919
BA3403	0.0235742609949531	1.6690065235898457
BA3405	0.0131092285508291	0.755564939467662
BA3406	0.0152865897620764	0.6228995202036383
BA3407	0.0167718096611391	0.3789408011969382
BA3408	0.0113987022350396	0.7278309778585809
BA3410	0.015310021629416	0.4342060024894237
BA3411	0.0167411679884643	1.1277306989607734
BA3412	0.0209841384282624	0.7973438152360688
BA3413	0.0226099495313626	1.109977998102631
BA3415	0.0468709444844989	1.8061766102943253
BA3416	0.0243979812545061	1.1980156089592098
BA3417	0.0155136986301369	0.8486656221311062
BA3418	0.0136211247296322	0.5384452232400895
BA3421	0.0068943763518385	0.3860614318803303
BA3422	0.025726387887527	0.6051527127793578
BA3423	0.0239113193943763	0.6201473878740976
BA3427	0.0089401586157173	0.8793286972826695
BA3430	0.0045998558038932	0.2599465725088933
BA3431	0.0114131218457101	0.4403427220876755
BA3433	0.0253460706560922	0.9001813486993171
BA3434	0.0106434751261715	0.8974133151603869
BA3435	0.0162527036770007	0.9501424837662548
BA3436	0.0194935111751982	1.1537906627360213
BA3438	0.026249098774333	0.9089872508637238
BA3445	0.0117375630857966	0.793368507745835
BA3446	0.0113987022350396	0.8061959219759268
BA3447	0.0030984138428262	0.1480372647457819
BA3448	0.0086860129776496	0.9632300979149456
BA3449	0.0130155010814708	0.959067801140818
BA3450	0.0171034607065609	0.5367237832922054
BA3451	0.0128244412400865	0.7223986821691403
BA3452	0.0115663302090843	0.671778696043394
BA3453	0.0135562364816149	0.3452962232876109
BA3454	0.0264077144917087	2.0241844344990407
