	NRAS	BCOR
BA2209	13.608094661958637	0.0422092221808545
BA2211	6.499249306980105	0.0447713033791202
BA2212	8.737816618242173	0.0396811114179277
BA2217	5.215639002629361	0.0481215806434455
BA2218	9.040140075502665	0.0271970675044462
BA2220	6.568462036017965	0.0214614372718152
BA2221	6.168651920425615	0.014638343277351
BA2224	5.262801542565956	0.0345434701355247
BA2226	13.813418165213225	0.0846631134623469
BA2227	14.655231252770625	0.2247327355508165
BA2228	13.848825906875648	0.0636434284602668
BA2229	10.823771025224463	0.1288703983265781
BA2233	8.992461331969217	0.0277203761410605
BA2234	7.927532448144326	0.0726820232463423
BA2235	5.807526607623976	0.0353793887434545
BA2236	5.421816667461279	0.0399869819463074
BA2239	3.623346886499976	0.0241457847152348
BA2240	12.666749870098409	0.0416995290404417
BA2242	6.392837846825661	0.0633647889242901
BA2244	5.764306175984613	0.0451042682895731
BA2245	6.29602671469508	0.051220585974527
BA2248	6.139345604158139	0.0145907573458106
BA2249	8.565036261731409	0.0454441092532915
BA2251	9.824081940256818	0.0569630922604237
BA2256	9.382877083579444	0.0356307972870281
BA2260	5.080990281668714	0.0136189569965253
BA2261	4.797652161882078	0.0233914224741842
BA2269	3.8558379466002592	0.0222904798264793
BA2271	12.214789116709204	0.0998994456899258
BA2272	5.075306755798043	0.0374521317404447
BA2273	7.741660973665951	0.0790358607580088
BA2275	9.36840960870265	0.0754208326745679
BA2276	5.21724058926059	0.0005096931404128
BA2277	8.740148523778734	0.051696308679601
BA2280	14.318248858664116	0.0829233353758095
BA2281	7.249787793480649	0.0145092009789314
BA2282	3.9354517472565504	0.0218080176784695
BA2286	7.059774929748949	0.0385394588919481
BA2288	5.030989192075231	0.0159227535979517
BA2292	11.60869444588134	0.0323279693439134
BA2294	5.909367305235669	0.0240981987836944
BA2296	7.903710370609955	0.0372550485713473
BA2300	9.118918702903615	0.0679247961956026
BA2301	10.608034425539255	0.0913501891051258
BA2302	8.506829643624565	0.0285087088174499
BA2304	3.867613301263115	0.0141762360684785
BA2306	8.171764479984272	0.0170916371163344
BA2308	6.25244413003803	0.0248049750932046
BA2309	5.340910135111962	0.0214410823326778
BA2311	5.303064363651437	0.0224672080564393
BA2312	4.504811534567072	0.0267282208526378
BA2316	3.980454039341224	0.0194566351455027
BA2322	11.139315392217648	0.0308261209150779
BA2325	6.662575697948401	0.0096705541716423
BA2329	3.680005567553983	0.0203944650594491
BA2334	5.594381798618988	0.0225827348586574
BA2339	12.149194506134686	0.0680742934331596
BA2344	3.796331221454245	0.0149509532486665
BA2347	6.099881569035103	0.0400956326952598
BA2348	4.830109248163483	0.0118112380393102
BA2350	6.296603883376644	0.0151683913569012
BA2354	7.369975374515866	0.0304795405084235
BA2355	17.61423414703916	0.060218334271998
BA2357	4.593511698633455	0.0184032784293382
BA2360	4.667607518740139	0.0343463869664273
BA2361	8.444729251070648	0.0195449309553178
BA2363	1.6533242062313365	0.0095753823085615
BA2369	11.716427856399315	0.0395452296765723
BA2374	8.90851954300139	0.086171837944448
BA2375	7.273261731939739	0.0272854999245911
BA2376	4.743354931372759	0.0360861650529647
BA2377	28.34113352214924	0.1178406169103916
BA2379	11.42833948400689	0.038396701097327
BA2385	8.467507384741557	0.0510098873092282
BA2386	8.51453741814126	0.0869396790713703
BA2387	6.104785433248432	0.0484208483392191
BA2394	7.782469280669589	0.0359434072583436
BA2399	7.305345578102778	0.0305610968753028
BA2400	10.792542274348248	0.0571058500550448
BA2402	6.539774219391059	0.0257564205033525
BA2405	4.2085783786362825	0.0068910348651419
BA2406	6.187537522321613	0.0146247277811495
BA2409	4.23851063470181	0.0406461723242772
BA2410	15.783475205843052	0.0237040324454997
BA2412	1.821471695037475	0.0157868718565963
BA2413	7.186157530211142	0.0188177997066703
BA2414	7.19776843499985	0.0394024718819511
BA2415	4.410196232178046	0.0112948054559615
BA2417	8.310107650022767	0.0834396313488284
BA2418	4.558479498388771	0.0147538700795691
BA2420	3.2908094863614687	0.0311863168179337
BA2421	9.876949670328226	0.0221885685204627
BA2423	12.01254110805784	0.0332999063035284
BA2425	5.349058291782689	0.0635142861618471
BA2426	11.943840560288384	0.0254165795396341
BA2427	9.648382190778756	0.023010871632191
BA2429	4.13021983655467	0.0340610079875149
BA2440	13.846950790370837	0.0251991414313993
BA2441	13.52081720654136	0.058648408362155
BA2442	6.131416527699035	0.032008619929662
BA2446	5.154975512648711	0.0394705493629587
BA2449	14.358495504230818	0.0184915742391533
BA2450	6.755089743124651	0.0361744608627798
BA2452	7.104364218344255	0.0385598138310855
BA2454	7.167375452938487	0.1152514413300527
BA2455	6.319838521599662	0.0196197478792612
BA2456	9.966741377451772	0.0895152391555077
BA2459	5.197367691181537	0.0245127200610265
BA2461	6.292183057089055	0.0359434072583436
BA2463	11.631023555962196	0.1441958460259508
BA2464	5.935835116649162	0.0278903649280846
BA2469	2.479480266681983	0.0421140503177738
BA2470	6.448783657596495	0.0547679464079497
BA2472	7.120260874062128	0.0558009481849769
BA2473	12.277759772398396	0.058675639354558
BA2474	3.823153580497314	0.0248661765209465
BA2477	6.51083536484499	0.0468780168114493
BA2479	5.792237648719655	0.0113151603950989
BA2480	6.858662562901649	0.0497051220494901
BA2481	1.9500316304262175	0.0256681246935374
BA2482	5.181744149271933	0.0224399770640363
BA2483	7.184584369918605	0.0893386475358775
BA2485	4.537059321425513	0.0283388566407556
BA2488	5.972482184896508	0.020278938257231
BA2489	8.45932371696038	0.0271835886185744
BA2492	11.011238607856054	0.0210400399412174
BA2494	13.56497751601759	0.0514583790218991
BA2496	3.251993926259015	0.015528587259757
BA2497	3.623411757324423	0.0347201983654847
BA2499	6.496710153030407	0.0435412184329957
BA2500	9.763715979600224	0.0587911661567762
BA2501	8.649289306914952	0.0272242984968492
BA2502	5.2998229022741965	0.0387568970001828
BA2505	7.444915416346693	0.0174994189507306
BA2507	6.560063163100905	0.0348424646106387
BA2510	10.150973193326688	0.0502215546328387
BA2511	3.9818622753483313	0.0087666946930347
BA2512	8.058259924383538	0.0564533991200109
BA2514	12.627821982473929	0.0264563207595971
BA2515	6.607609594187041	0.0227186166000129
BA2520	9.071639637678906	0.0139315669678408
BA2521	6.141260525965011	0.0478294622215972
BA2523	5.162453513142667	0.0233710675350469
BA2524	12.872028314827125	0.0256612486402718
BA2525	6.254739812485595	0.0174314780800529
BA2526	14.85549398672674	0.0320901762965413
BA2528	5.252407883833431	0.0493516655895701
BA2532	10.346520288088774	0.0166974707781397
BA2534	7.141719967407913	0.0364191299634175
BA2538	17.002978754520772	0.0171731934832136
BA2539	4.632481041525632	0.0203265241887714
BA2540	6.126853077248297	0.0329464498436084
BA2541	5.469396938866621	0.0287806089104907
BA2545	4.877969494423181	0.045280996519533
BA2546	5.56938494821182	0.0179751416558046
BA2552	11.166264509094391	0.0563989371352048
BA2559	9.72601543910472	0.0551893437385475
BA2561	2.790944167871684	0.0536943713629776
BA2563	6.027268916462715	0.0353521577510515
BA2564	5.04010040811193	0.0145907573458106
BA2567	4.194453644098592	0.0097996964700619
BA2570	6.338222333389105	0.0353997436825919
BA2575	3.4342313240760283	0.0154606463890793
BA2577	5.320930156444583	0.0414684754360055
BA2579	6.183683530450364	0.0320289748687994
BA2583	8.909156715544874	0.0208089863367812
BA2584	6.736742397460128	0.0898416012333545
BA2587	7.3667683983492385	0.0423587194184115
BA2588	5.443474956485896	0.0417198839795791
BA2589	12.066823178460044	0.1135794675038633
BA2592	12.981756414846256	0.1468121159883629
BA2593	1.4368811392668994	0.0023649980291683
BA2594	5.387598573226479	0.0246351229165103
BA2595	7.513490392391697	0.0375065937252507
BA2597	7.311698497892424	0.0697733616414223
BA2600	8.130010990925994	0.0243292523881307
BA2603	4.60937930852175	0.0599193397968841
BA2618	6.056514465933962	0.0531778021692991
BA2619	5.927356078657691	0.0272379139930507
BA2620	7.352841243952309	0.0180906684580227
BA2621	4.810896405997424	0.0130277074892332
BA2622	7.749577219692198	0.0260554149784665
BA2623	9.690878446767968	0.0279446903025609
BA2629	5.817280579043553	0.0938379998207672
BA2631	5.468171902993351	0.0350328083368002
BA2634	3.16205195508556	0.0018416893925539
BA2636	5.618899244673786	0.0568272105190682
BA2639	6.87379493078743	0.0352298915058975
BA2644	4.523228072093757	0.0818767181025808
BA2645	11.497053146747986	0.0643841752051158
BA2646	7.52196821927506	0.0349852224052598
BA2649	6.5110349212047325	0.0207750159014423
BA2651	5.522235802518263	0.0386482462512304
BA2653	6.932954127168356	0.0180906684580227
BA2655	21.190639026742865	0.063602718581992
BA2656	5.70152550063354	0.0061027021887524
BA2657	5.771640544049528	0.0284883538783126
BA2658	7.303343113474377	0.0456615473615263
BA2659	4.992308561952519	0.0368337878510794
BA2660	3.8659874889590977	0.0166431454036634
BA2662	5.360102201734025	0.0421821277987813
BA2663	7.115731521785219	0.0094258850710045
BA2667	3.956974411640785	0.0257903909386914
BA2670	7.118595835174869	0.0246078919241073
BA2674	6.620444797362425	0.0612580754919611
BA2675	6.034031009097357	0.0370239949669111
BA2676	3.107607870682305	0.0244923651218892
BA2677	5.575713563735737	0.0174858034545291
BA2681	3.5093466744556574	0.0166771158390023
BA2682	9.325592794633229	0.0123005762405857
BA2685	13.332002918372408	0.0675850918422139
BA2688	5.5760283623478974	0.0344756658751767
BA2691	7.281596974082845	0.0162829495008076
BA2694	6.601392966663166	0.0319135846769111
BA2695	10.519060586894415	0.0770922600594382
BA2697	2.2000516165580417	0.0191167941817842
BA2701	4.662172822324519	0.0079783620166453
BA2704	5.677016775445185	0.0302824573393262
BA2705	21.23427526720895	0.0647306190014404
BA2707	12.951402717215212	0.0133742878958876
BA2709	6.713173071854309	0.008848251059914
BA2712	5.212656383925112	0.0077473084122091
BA2714	7.494660102644128	0.0642686484028977
BA2715	8.77742188674404	0.0314920507359836
BA2718	6.751867338425482	0.0568408260152697
BA2720	7.477439803137484	0.0128442398163374
BA2721	9.111501966856752	0.0414343683903368
BA2722	8.724155367047782	0.0322396735340983
BA2723	11.63023019170407	0.0445469892176198
BA2724	7.840445107908545	0.0190284983719691
BA2726	5.735579713442043	0.018586746102234
BA2727	4.365000646706227	0.0378462980786394
BA2728	6.036499207879079	0.0429023829941632
BA2731	4.956162727983662	0.0081414747504038
BA2733	7.353394433761991	0.010954964492243
BA2735	3.8197767958434254	0.0359434072583436
BA2737	7.925859033620257	0.0662733139188804
BA2742	6.987221703079376	0.0341153333619911
BA2744	1.8895223664126053	0.0097045246069811
BA2746	7.330916641316313	0.0245127200610265
BA2747	5.3158284215227845	0.0486519019436553
BA2748	8.139410104512923	0.0340201614989103
BA2751	4.017743583694481	0.0267418363488393
BA2756	6.746952638324869	0.0178323838611835
BA2758	4.802055360057014	0.0278019325079397
BA2760	10.040971439029938	0.04150932192461
BA2762	8.641861122645114	0.0279174593101579
BA2764	4.423166990932352	0.0204963763654657
BA2765	5.288734857660687	0.0154266759537404
BA2769	8.013547410518223	0.0166431454036634
BA2772	6.050637343549377	0.0510371183016312
BA2775	5.069130121130372	0.0426645899467911
BA2776	8.05472617237573	0.0540068447239633
BA2778	7.637662465316218	0.0252262358134726
BA2782	5.098815842788575	0.0304455700730847
BA2786	8.415938454538999	0.027733991637262
BA2787	2.2193393219280133	0.0084337297825819
BA2789	8.636023549822143	0.0435480944862613
BA2791	7.741178501764106	0.0100986909451759
BA2792	4.551570630344417	0.0281282945857865
BA2798	16.816381449757476	0.0325590229483496
BA2801	5.517200535623427	0.0084880551570581
BA2802	7.088526556047891	0.0365006863302968
BA2804	4.078754304065843	0.0205303468008046
BA2806	9.513322124678869	0.0282300692814733
BA2808	7.263683515204514	0.0208701877645231
BA2809	7.24147291945887	0.0609794359559845
BA2811	7.070350225119517	0.019062468807308
BA2812	3.1678574196547364	0.0088958369914543
BA2813	6.867976503649437	0.0178663542965223
BA2814	4.355118338847606	0.0207750159014423
BA2816	6.065623327282163	0.0169421398787774
BA2817	8.966257475878034	0.0145092009789314
BA2820	10.129095373627926	0.0471021943626199
BA2821	9.91932746976686	0.0617541531361724
BA2822	7.731515903978233	0.0278020691182695
BA2824	6.310885839083982	0.0580095729233226
BA2828	7.488565300362087	0.0113967167619781
BA2829	9.36678347562548	0.0459605418366402
BA2830	9.641558139974746	0.0180158515340793
BA2832	5.910862256778355	0.029426183792259
BA2836	10.880632567658289	0.0149849236840053
BA2837	9.303846484342278	0.0211555667434356
BA2839	14.447366463317476	0.0853631503289212
BA2840	12.9890063658348	0.0798045215469098
BA2841	14.920340504832764	0.0333474922350688
BA2842	5.618212847317316	0.0287940877963624
BA2843	10.861403037264049	0.0234390084057246
BA2844	9.577489786501244	0.0142645318782936
BA2846	7.396085179139685	0.0351347196428168
BA2850	7.478228744064123	0.0218826979920831
BA2851	10.53628057560122	0.2036724772807914
BA2852	6.446840796175184	0.006680336199843
BA2855	9.005710318890628	0.0298746755049299
BA2856	3.7253524305821775	0.0503643124274599
BA2858	6.240550615962576	0.0153315040906597
BA2860	4.073930585781352	0.0200478846527948
BA2861	3.859774992858181	0.0246418623594461
BA2865	4.841331190074856	0.0376016289780017
BA2866	6.525918957798433	0.016153807202388
BA2867	11.804541541897262	0.0718324891422109
BA2868	8.234759724452115	0.0313358140554907
BA2870	8.617979239843704	0.0555293213125957
BA2871	9.699320563414837	0.0205915482285465
BA2872	5.400992864023292	0.0386958321827707
BA2876	7.405359621995483	0.0354066197358575
BA2879	10.283059619460772	0.0553252254799029
BA2880	5.781449591374675	0.0175333893860695
BA2882	5.16195219286407	0.0216992303191873
BA2883	10.635094429933371	0.0358618508914643
BA2885	8.529560296047924	0.0480605158260334
BA2887	7.685740513804617	0.0382132334244311
BA2889	0.0135692782404742	0.0
BA2893	3.851752199071992	0.0205439622970061
BA2901	4.583189739568179	0.0266738954781616
BA2902	10.07164782522177	0.0324027862678567
BA2903	4.244777417545605	0.0074686688762324
BA2904	6.789738908991834	0.0442479947425059
BA2905	8.339195521927117	0.04406452706961
BA2906	6.169201797449964	0.0296232669613564
BA2908	6.442767618838151	0.0429635844219051
BA2909	3.261882774806027	0.0149033673171261
BA2910	10.510370108811154	0.0485702089664463
BA2911	8.013297504789035	0.0440577876266742
BA2914	5.073157530546257	0.0562834103329867
BA2915	3.60830817852681	0.0082978480412264
BA2921	5.387517108967468	0.0666134281032584
BA2922	4.732165252572826	0.0317639508290243
BA2923	4.118521207039701	0.0464838504732546
BA2926	4.31474321881863	0.0359230523192062
BA2928	4.851234415950231	0.0301872854762454
BA2930	6.039991130066368	0.0316008380952658
BA2932	6.117086266839964	0.0778876053994231
BA2934	4.95306341203095	0.0124024875466023
BA2935	5.681273121008684	0.0167450567096801
BA2937	4.822767525712362	0.0249341173916242
BA2939	7.316767425306303	0.021943899419825
BA2944	13.171305358374154	0.0418422868350628
BA2947	6.287702747922064	0.0137753302873479
BA2948	11.507667665590594	0.019952712789714
BA2950	13.44390054926216	0.0294737697237994
BA2951	2.820169602008459	0.0199187423543752
BA2952	8.37478687157995	0.0512885268452048
BA2953	4.091123903375138	0.0150325096155457
BA2955	3.004235051792003	0.0057221513467592
BA2956	6.290871235995807	0.0093443287041253
BA2962	7.648383536569572	0.0500177320208055
BA2970	8.768121816957889	0.0149849236840053
BA2972	10.629632088944046	0.0397762832810085
BA2976	5.811563870486877	0.0508264196363323
BA2978	6.906986151702116	0.0287330229789503
BA2981	12.088708199007163	0.0499563939827339
BA2984	5.952599271998055	0.0404830595905187
BA2986	6.015145644922761	0.0323891707716552
BA2989	12.40066861542853	0.0244923651218892
BA2992	10.128677544286331	0.0236224760786205
BA2993	5.000211614265577	0.0110365208591223
BA2994	9.912288804454908	0.0496846305000229
BA2995	11.105876464807029	0.0546661717122629
BA2999	6.624684574930474	0.0836913131130616
BA3001	4.442970542048801	0.0479993143982916
BA3002	8.285664492131295	0.1022644437190941
BA3004	7.8110529639010675	0.0615979164556795
BA3006	3.65168512711718	0.0159703395294921
BA3008	0.8681006640438829	0.0015766653527788
BA3009	6.8263314902828105	0.0377035402840183
BA3010	4.9254516334744025	0.0865660042826427
BA3011	11.105390953391971	0.0130616779245721
BA3013	5.48735513938059	0.0186207165375729
BA3023	11.640284109985148	0.0452675176336613
BA3025	5.57733503992295	0.0357123536539073
BA3027	8.279975709011342	0.0154606463890793
BA3029	7.226612217584591	0.0324367567031956
BA3030	5.902817800149135	0.0348084941752998
BA3037	8.02305017906364	0.0492973402150938
BA3038	8.055542584703412	0.0399054255794281
BA3040	5.182240962973314	0.0201158255234725
BA3042	10.515634710289325	0.0328988639120681
BA3043	3.244757511419285	0.0186479475299759
BA3049	4.1564176231429135	0.0148355630567781
BA3051	7.556062024995525	0.0129121806870151
BA3053	7.894004164861986	0.0392462352014583
BA3064	12.477605240623443	0.0445469892176198
BA3067	16.50676562323782	0.0595453917874969
BA3068	12.55326317026118	0.0534428262090742
BA3070	5.37472511617356	0.0212847090418552
BA3071	8.311919851686827	0.0422092221808545
BA3072	8.21975335540976	0.0426033885190493
BA3075	12.33812847748259	0.0513495916626169
BA3076	3.984990310271045	0.0108258221938234
BA3077	9.3374500327709	0.0577514249368131
BA2040	9.363714077638893	0.0266466644857586
BA2160	5.515966560385625	0.0398714551440892
BA2303	4.54654965522162	0.0395792001119111
BA2353	8.900907518980299	0.044037296077207
BA2516	4.866430768383223	0.0531778021692991
BA2590	10.88491560304582	0.0285223243136514
BA2647	10.644695164434138	0.0246078919241073
BA2891	10.14706198972468	0.0224399770640363
BA2924	16.10777913232319	0.0449275400596131
BA2971	10.182583973293996	0.0401908045583406
BA3036	5.675109181561699	0.0343667419055647
BA3059	10.280030831308574	0.0281281579754567
BA3073	7.427611770627111	0.0223856516895601
BA3078	11.877784209449372	0.0619241419231965
BA3079	4.713510544408561	0.0218487275567442
BA3083	8.127872976570112	0.0374385162442432
BA3084	6.089439383491785	0.048135196139647
BA3085	11.306260223396905	0.0174042470876499
BA3087	12.519830914347391	0.0929268544579047
BA3089	7.374586917885807	0.0393005605759345
BA3094	11.23969127159888	0.0818970730417182
BA3095	5.181717467182284	0.0302348714077858
BA3098	7.121552337276635	0.0323415848401149
BA3099	11.556525533401189	0.0459265714013014
BA3103	15.293287920246993	0.0286921764903458
BA3108	5.723864054607475	0.0257903909386914
BA3109	9.974575811976672	0.0389063942377398
BA3110	8.262456350121662	0.0488147414567542
BA3114	8.095098851779044	0.0248389455285435
BA3116	11.72639377101633	0.0340541319342492
BA3117	13.29495042372544	0.045729488232204
BA3118	13.728991946270892	0.0253350231727548
BA3119	8.859620524335702	0.0525729371658056
BA3123	7.118118707494445	0.0427325308174689
BA3124	3.2260637051228933	0.0325862539407526
BA3126	8.019485443173085	0.013272376589871
BA3128	11.41342783631617	0.0340881023695881
BA3130	9.585302419403888	0.0187498588359925
BA3133	10.365932289438458	0.0355288859810115
BA3135	12.171174562220935	0.0432353479046161
BA3136	10.333657320457108	0.0455324050631066
BA3137	7.451576271310173	0.024675832794785
BA3138	10.471239263116624	0.0169761103141163
BA3139	17.5470260749779	0.0528651921979837
BA3141	6.5465378852369085	0.0528788076941852
BA3142	11.74450974655493	0.0762905851075068
BA3145	5.436537403304551	0.0593551846716652
BA3146	7.496130499999642	0.0301329601017692
BA3149	10.547723040091752	0.0183760474369352
BA3152	6.301759291837863	0.0359230523192062
BA3153	27.604711739328657	0.1238480106257336
BA3154	14.721168223689844	0.0869124480789673
BA3156	10.6029300189222	0.0291678991954198
BA3157	8.710044108337883	0.0278698733786175
BA3158	4.549592689670392	0.0160246649039684
BA3162	9.14415263611372	0.028032986112376
BA3163	5.042026538813098	0.0177780584867072
BA3164	11.759397793508905	0.0441324679402878
BA3167	10.12720975917421	0.053361269842195
BA3169	6.8725908188312905	0.0710440198554917
BA3171	9.172088011260572	0.0405170300258576
BA3173	14.527553750882252	0.0178323838611835
BA3174	10.426519983418606	0.0365686272009745
BA3175	6.687414698737055	0.0001970831690973
BA3176	4.727362915020489	0.0445606047138213
BA3177	14.316351742999876	0.0502148151899029
BA3178	4.481458329916356	0.0320018804867262
BA3180	12.732633333387836	0.0994576934201907
BA3181	4.996390140454944	0.0208226018329827
BA3182	11.21467746186656	0.0303503982100039
BA3183	11.767213931502704	0.0329464498436084
BA3185	14.82598661286637	0.0404694440943172
BA3186	10.552787658503464	0.0525253512342652
BA3187	9.514352527543767	0.0127626834494581
BA3189	9.260743630277409	0.0434732775623179
BA3190	13.260363949948133	0.028773732857225
BA3191	5.43215090733389	0.0223720361933586
BA3192	11.16770984951238	0.065090951514626
BA3194	10.895861766915308	0.0496099501864093
BA3195	7.6441887706225184	0.0264835517520001
BA3197	5.800152007711604	0.0301669305371081
BA3199	10.139880583334364	0.0507312477732516
BA3200	9.05510333761118	0.0616862122654947
BA3202	14.844408407216624	0.0413869190691262
BA3203	12.792517740017855	0.0243020213957277
BA3206	4.9930575442003216	0.0302348714077858
BA3207	11.058929178599826	0.0607959682830886
BA3208	4.73984606187309	0.0390491520323609
BA3210	12.467459277619287	0.0758352173415702
BA3211	6.3397135350260525	0.0580980053434675
BA3212	10.804288611301352	0.0429635844219051
BA3213	15.172192690106934	0.0170916371163344
BA3214	11.009429706125792	0.0479041425352108
BA3216	12.064438823458024	0.0646287076954238
BA3217	9.204330611096912	0.0581454546646781
BA3219	9.498988084807602	0.028087448097182
BA3221	4.347848369895512	0.0275029380328258
BA3222	7.258022051538889	0.1068313270436723
BA3225	6.775318452649396	0.0221070121535835
BA3226	5.037539499207443	0.038097706622213
BA3227	8.449865074646068	0.0682782526555226
BA3228	14.728006400949374	0.107497256864578
BA3229	8.258563798570854	0.0550398465009905
BA3230	5.173337137112995	0.0233914224741842
BA3232	6.137008247932158	0.0352842168803737
BA3234	13.4334092455369	0.0512342014707285
BA3235	7.47416051368265	0.0146043728420121
BA3237	5.239957561988869	0.0326678103076318
BA3240	8.640906615788095	0.0630045930214343
BA3242	4.657648023345828	0.0293310119291782
BA3243	7.053227590864142	0.1218297296135494
BA3245	16.72660301865786	0.0577105784482086
BA3249	9.28909365625678	0.0596677946429807
BA3250	12.052798291895275	0.0389200097339413
BA3251	8.0824784174955	0.0210400399412174
BA3255	5.506045249535786	0.0350531632759375
BA3258	9.421654415563246	0.0364870708340953
BA3260	10.043134124295976	0.0448392442497979
BA3261	5.456559478409888	0.0251651709960605
BA3264	14.013073014501314	0.0358483720055926
BA3266	11.371512264281998	0.0473061535849829
BA3268	13.487596429480824	0.0687267443681936
BA3269	12.778565326349955	0.0496846305000229
BA3270	8.966125771650601	0.0544622124898999
BA3271	10.228978044635625	0.0400073368854447
BA3273	12.937017621214348	0.0209584835743382
BA3275	12.552765046222495	0.0214342062794122
BA3277	16.768048282544832	0.0572484712393362
BA3280	12.850526793400238	0.0490797654965293
BA3283	14.140758983435106	0.0209584835743382
BA3285	16.542293303495914	0.0543127152523429
BA3286	5.249771306428635	0.0380161502553338
BA3289	4.451033730888602	0.0189197110126869
BA3290	8.876202943256805	0.0425830335799119
BA3293	9.385915745409736	0.095291852487073
BA3295	10.695393590780256	0.0304795405084235
BA3296	7.297867451694903	0.0277951930650039
BA3297	11.905042783466822	0.0619988222368101
BA3299	15.186092461807736	0.0349919618481956
BA3300	8.604532826571761	0.0373433443811624
BA3302	10.63996668476046	0.0475847931209595
BA3305	8.895852472602522	0.0219778698551639
BA3306	12.392167917795083	0.0505679984291633
BA3308	6.856118014309656	0.0341629192935315
BA3310	8.255323995816461	0.0214342062794122
BA3311	9.57964179426214	0.0436363902960764
BA3312	8.929367712718888	0.0515059649534395
BA3315	13.021107097003505	0.0308873223428198
BA3317	6.590205838767156	0.0915948582057635
BA3318	17.92868446746323	0.0289368455909835
BA3319	9.97159404333888	0.0362220467943202
BA3322	4.847316259253363	0.0407549596835594
BA3324	11.761095442415405	0.0546592956589973
BA3325	9.300737346465528	0.0303503982100039
BA3326	11.914195529061216	0.0122869607443842
BA3328	10.557810467966954	0.057785395372152
BA3329	14.061448568418411	0.068149110357103
BA3332	20.584078982011555	0.0432082535225428
BA3333	14.452324390981708	0.0401228636876628
BA3334	3.874027586053179	0.0068774193689404
BA3335	13.704447687550342	0.0350531632759375
BA3339	4.973563586925246	0.0315804831561284
