	ASXL1	DNMT3A
BA3300	0.0252064938763884	0.8155149387367185
BA3302	0.0330390202221589	1.878070338741434
BA3305	0.0175163771005411	0.3758517555929482
BA3306	0.0148105952720022	0.4678243753249521
BA3308	0.0243520364568499	0.7430298784255994
BA3310	0.0196525206493876	3.113186868014315
BA3311	0.0189404727997721	0.3413359723446273
BA3312	0.024494446026773	1.0313266944732924
BA3315	0.0296211905440045	0.2175585040963564
BA3317	0.0209342067786955	1.3966229821769789
BA3318	0.0203645684990031	0.1434208386076261
BA3319	0.0193677015095414	0.2643805651456659
BA3322	0.0253489034463115	0.2437505266635564
BA3324	0.0273426374252349	1.0050149666537604
BA3325	0.0162346909712332	0.4586897833941845
BA3326	0.0138137282825405	0.8054091697962897
BA3328	0.0222158929080034	0.4891718378997489
BA3329	0.0365992594702364	0.6935647452452095
BA3332	0.031757334092851	1.8725763617798548
BA3333	0.03033323839362	1.1748465548673048
BA3334	0.0170891483907718	0.0874879546711472
BA3335	0.0243520364568499	1.3791847557823955
BA3339	0.0328966106522358	0.6816983425548611
BA3341	0.0215038450583879	0.0992171188373203
BA3345	0.0240672173170037	0.1882478687325217
BA3347	0.0133864995727712	0.0793081425722057
BA3351	0.0313301053830817	0.3767988798133077
BA3352	0.0135289091426943	0.2441699598087771
BA3353	0.0284819139846197	1.573201875235866
BA3357	0.0272002278553118	3.182234794031143
BA3362	0.0195101110794645	0.367298106114524
BA3367	0.0150954144118484	0.468206268930404
BA3369	0.0207917972087724	0.7189140278030713
BA3371	0.0195101110794645	0.3911707268286983
BA3373	0.036029621190544	2.4270778986899404
BA3374	0.0084021646254628	0.1736769107583531
BA3375	0.015949871831387	0.4157910061042422
BA3376	0.0213614354884648	2.587745454093571
BA3379	0.0240672173170037	0.5875948555881614
BA3380	0.0143833665622329	0.3636938974279577
BA3381	0.0227855311876958	0.2705984129882083
BA3384	0.0158074622614639	0.3928863086554694
BA3385	0.0179436058103104	0.3568143983749653
BA3386	0.0247792651666191	1.9497978949432675
BA3388	0.0142409569923098	0.6371076022783089
BA3390	0.0138137282825405	0.1972813536342707
BA3394	0.018798063229849	0.5790544948291578
BA3395	0.0143833665622329	0.1474578939999843
BA3397	0.0340358872116206	1.9169014583899533
BA3399	0.013101680432925	0.1115975023665588
BA3400	0.0287667331244659	0.260553953633249
BA3403	0.0229279407576189	0.4718327508913635
BA3405	0.0179436058103104	0.7026056745282946
BA3406	0.021646254628311	0.4914363116068612
BA3407	0.0212190259185417	0.0816258011323548
BA3408	0.0420108231273141	0.4422947939992025
BA3410	0.0165195101110794	0.3007432512975378
BA3411	0.0183708345200797	0.4276105326232634
BA3412	0.02022215892908	0.9399164494533891
BA3413	0.0182284249501566	0.7761283990244846
BA3415	0.0262033608658501	0.805013616849289
BA3416	0.0213614354884648	1.131804859197465
BA3417	0.0239248077470806	0.4334518624957957
BA3418	0.0327542010823127	0.5450125383258861
BA3421	0.0102534890344631	0.0928301259362801
BA3422	0.0287667331244659	0.7787122927717289
BA3423	0.0240672173170037	0.3137561136635265
BA3427	0.0280546852748504	0.5557356852906213
BA3430	0.0093990316149245	0.0859224317649399
BA3431	0.0126744517231557	0.1980508370410119
BA3433	0.0247792651666191	0.3218101173604146
BA3434	0.0219310737681572	1.8010545072872437
BA3435	0.0223583024779265	0.3518001604734708
BA3436	0.0220734833380803	0.715050361453989
BA3438	0.0112503560239248	0.6787067187657545
BA3445	0.0186556536599259	0.2083692683665713
BA3446	0.0206493876388493	0.5461630899368397
BA3447	0.0065508402164625	0.4979278293894679
BA3448	0.0200797493591569	0.6232957528729896
BA3449	0.0190828823696952	0.1511482243319365
BA3450	0.0257761321560808	0.5264935101688636
BA3451	0.013101680432925	0.2265887147247246
BA3452	0.0242096268869268	0.5440027208658725
BA3453	0.017373967530618	0.1025448915257053
BA3454	0.024636855596696	0.5503671457682342
