	ASXL1	DNMT3A
BA2163	0.0212190259185417	2.3304985680705173
BA2168	0.0139561378524636	0.4042478250562519
BA2169	0.0233551694673882	0.8900870917871619
BA2171	0.0259185417260039	0.5006416354314442
BA2172	0.0133864995727712	0.3534923133742886
BA2174	0.0189404727997721	0.4419089652347314
BA2175	0.0294787809740814	0.177572143431386
BA2184	0.0398746795784676	2.4937520176121484
BA2195	0.0156650526915408	0.2030012891780013
BA2198	0.0153802335516946	0.8296965103200213
BA2200	0.0293363714041583	0.879303672917371
BA2201	0.0092566220450014	0.0986654105296367
BA2209	0.0582455140985474	0.8738033339078843
BA2211	0.0270578182853887	1.7814047286024255
BA2212	0.0182284249501566	0.358849828842352
BA2217	0.0242096268869268	2.0109583228318337
BA2218	0.0155226431216177	0.3445802528520448
BA2220	0.0135289091426943	0.2158140627418481
BA2221	0.0138137282825405	0.1123345902334619
BA2224	0.0146681857020791	0.50439950982126
BA2226	0.0320421532326972	0.8732113967481294
BA2227	0.0344631159213899	1.1770681874430475
BA2228	0.0283395044146966	0.1756566002668675
BA2229	0.04044431785816	0.4751961882078786
BA2233	0.0209342067786955	0.652611372360466
BA2234	0.0183708345200797	0.1253648500016553
BA2235	0.0136713187126174	0.175866222457809
BA2236	0.015949871831387	0.3285167351903352
BA2239	0.0108231273141555	0.1714125851037873
BA2240	0.0242096268869268	0.5717301014229117
BA2242	0.0276274565650811	0.5819394119805501
BA2244	0.0162346909712332	0.2843519009376707
BA2245	0.0193677015095414	0.3750327072183909
BA2248	0.0122472230133865	0.3118143728257943
BA2249	0.0249216747365422	0.4332410668101266
BA2251	0.0206493876388493	1.0331853833965587
BA2256	0.0166619196810025	0.5170178480586665
BA2260	0.0111079464540017	0.1635494751200925
BA2261	0.0123896325833095	0.7411661772531666
BA2269	0.0074052976360011	0.0514481175701506
BA2271	0.0207917972087724	0.3975245005379642
BA2272	0.0146681857020791	0.2766335588647716
BA2273	0.0200797493591569	0.3883456318198185
BA2275	0.0300484192537738	0.7906998485809084
BA2276	0.0116775847336941	0.1930645223276748
BA2277	0.0227855311876958	0.8546168491637717
BA2280	0.0358872116206209	1.3403744661128272
BA2281	0.0200797493591569	0.3742486776379176
BA2282	0.0166619196810025	0.1848252696301412
BA2286	0.0179436058103104	0.2924677972517953
BA2288	0.0236399886072344	0.8689960641896194
BA2292	0.0182284249501566	0.0383764464488665
BA2294	0.0206493876388493	0.8926650952809216
BA2296	0.0220734833380803	0.7958449564827293
BA2300	0.0259185417260039	0.8105652707227917
BA2301	0.0192252919396183	0.1512653313907045
BA2302	0.0226431216177727	0.1781291916276537
BA2304	0.0085445741953859	0.1342898984526482
BA2306	0.0178011962403873	0.5401721990788467
BA2308	0.0186556536599259	0.918211471699353
BA2309	0.0149530048419253	0.1763206638680505
BA2311	0.0150954144118484	0.1760659011994245
BA2312	0.0183708345200797	0.6757120776156089
BA2316	0.0108231273141555	0.1292452424412816
BA2322	0.02022215892908	0.7836452764609124
BA2325	0.0098262603246938	0.059416367332984
BA2329	0.0123896325833095	0.1829182068266463
BA2334	0.0146681857020791	0.5601448744652351
BA2339	0.0153802335516946	0.1039325783070219
BA2344	0.0119624038735403	0.7171623628083545
BA2347	0.0126744517231557	0.0733246332693876
BA2348	0.0066932497863856	0.0563834165382755
BA2350	0.0095414411848476	0.0687448652717671
BA2354	0.0200797493591569	0.5649239948038823
BA2355	0.0367416690401595	0.2402441112801165
BA2357	0.018798063229849	0.0769123129206903
BA2360	0.0166619196810025	0.6835659009126082
BA2361	0.0225007120478496	0.9467138467155864
BA2363	0.0059812019367701	0.2013801892904489
BA2369	0.0243520364568499	0.414873241135215
BA2374	0.0301908288236969	0.4334668550253931
BA2375	0.0215038450583879	0.512061926493074
BA2376	0.0139561378524636	0.187392021027014
BA2377	0.0400170891483907	0.1966266034983252
BA2379	0.0210766163486186	0.1859523035553871
BA2385	0.0143833665622329	0.152949964951423
BA2386	0.0233551694673882	0.3828690029882881
BA2387	0.0143833665622329	0.1326860295492633
BA2394	0.0316149245229279	1.28729052993089
BA2399	0.0148105952720022	0.4459573066888792
BA2400	0.0338934776416975	0.7696569294530675
BA2402	0.0197949302193107	0.2305528668789867
BA2405	0.0148105952720022	0.1687941960019158
BA2406	0.0155226431216177	0.550402929983847
BA2409	0.0128168612930788	0.204315745002997
BA2410	0.0234975790373113	0.304621398174643
BA2412	0.0111079464540017	0.1317688752634919
BA2413	0.0197949302193107	0.4473235049280832
BA2414	0.0249216747365422	1.599491958875364
BA2415	0.0078325263457704	0.1148539006855739
BA2417	0.0195101110794645	1.337533555314113
BA2418	0.0113927655938479	0.2762351313664459
BA2420	0.0153802335516946	0.2310167770745552
BA2421	0.0155226431216177	0.1248639661925869
BA2423	0.0162346909712332	0.1345809588727959
BA2425	0.0183708345200797	0.4554703213617888
BA2426	0.0126744517231557	0.4718236560602522
BA2427	0.0160922814013101	0.1490400221697363
BA2429	0.0227855311876958	0.329031989925242
BA2440	0.02022215892908	0.1622128696814486
BA2441	0.0401594987183138	1.6139302908224038
BA2442	0.0185132440900028	0.3804119201097979
BA2446	0.0152378239817715	0.2001238359012414
BA2449	0.0180860153802335	0.2287970587036531
BA2450	0.02022215892908	1.4455575219911612
BA2452	0.0199373397892338	0.3308325464918646
BA2454	0.0263457704357732	2.200586435986676
BA2455	0.0091142124750783	0.345850794601501
BA2456	0.0197949302193107	0.1109490055855878
BA2459	0.0240672173170037	0.1343229897677482
BA2461	0.0249216747365422	0.3576983560536166
BA2463	0.0125320421532326	0.4722574616693779
BA2464	0.018798063229849	0.3978457402927364
BA2469	0.0125320421532326	0.0707174080469741
BA2470	0.0213614354884648	0.829096922119146
BA2472	0.0175163771005411	0.1427092567573498
BA2473	0.0233551694673882	0.14440797310754
BA2474	0.0143833665622329	0.6927629557403411
BA2477	0.0242096268869268	0.681689466720368
BA2479	0.0286243235545428	0.1776972071235237
BA2480	0.0182284249501566	0.3190556321984708
BA2481	0.01011107946454	0.0963988557689032
BA2482	0.0142409569923098	0.3960059195757783
BA2483	0.0182284249501566	1.2695197781603915
BA2485	0.015949871831387	0.4396756763186226
BA2488	0.0178011962403873	0.2479588444473664
BA2489	0.0149530048419253	0.0987155128266856
BA2492	0.0119624038735403	0.0661047669468101
BA2494	0.024636855596696	0.4360524146066351
BA2496	0.0082597550555397	0.1166748542849611
BA2497	0.0106807177442324	0.0989981411296462
BA2499	0.0139561378524636	0.2037565437747856
BA2500	0.0283395044146966	0.4721345142772626
BA2501	0.0243520364568499	0.4816688295202621
BA2502	0.0125320421532326	0.1638465093407732
BA2505	0.0132440900028481	0.2124773452250946
BA2507	0.0210766163486186	0.7322819781538245
BA2510	0.013101680432925	0.1988790031605586
BA2511	0.0166619196810025	0.1227612292575707
BA2512	0.0250640843064653	0.3319279693979129
BA2514	0.0213614354884648	0.1504328415425985
BA2515	0.0116775847336941	0.0942200510207396
BA2520	0.0142409569923098	0.4753243867453362
BA2521	0.0210766163486186	0.4124049363037384
BA2523	0.0139561378524636	0.2414343473868867
BA2524	0.0118199943036172	0.1617041942440691
BA2525	0.0408715465679293	0.1242240092794612
BA2526	0.0206493876388493	0.1721578891325065
BA2528	0.0217886641982341	0.5811953456406841
BA2532	0.0225007120478496	0.1418639295741579
BA2534	0.0213614354884648	1.2894096471898533
BA2538	0.0270578182853887	0.3724935018034421
BA2539	0.0136713187126174	0.2473384989090979
BA2540	0.0109655368840786	0.0392767792214953
BA2541	0.0136713187126174	0.3937315952460676
BA2545	0.018798063229849	0.323874393433841
BA2546	0.0128168612930788	0.2799703549111725
BA2552	0.0290515522643121	0.9149504511235462
BA2559	0.017373967530618	0.14604252116698
BA2561	0.0098262603246938	0.267564448818346
BA2563	0.0212190259185417	0.7464626423826584
BA2564	0.0112503560239248	0.2903125005311262
BA2567	0.0205069780689262	0.1688990342602005
BA2570	0.0233551694673882	0.5441987125534858
BA2575	0.0074052976360011	0.113993415515483
BA2577	0.0210766163486186	1.0114167075149012
BA2579	0.0290515522643121	1.02388725941294
BA2583	0.021646254628311	0.6173553319213095
BA2584	0.0197949302193107	3.188228154668748
BA2587	0.0229279407576189	0.7056228868811733
BA2588	0.0205069780689262	0.5454191265941115
BA2589	0.0328966106522358	1.1554841958513062
BA2592	0.0300484192537738	0.4516867213074516
BA2593	0.0126744517231557	0.0482078021875235
BA2594	0.013101680432925	0.318736959768664
BA2595	0.014525776132156	0.165925845479081
BA2597	0.0133864995727712	0.1956060277048242
BA2600	0.0166619196810025	0.3145612729561897
BA2603	0.0166619196810025	0.2955805106291863
BA2618	0.0180860153802335	0.4605459480209012
BA2619	0.0133864995727712	0.3964742673762612
BA2620	0.0111079464540017	0.3429567901630611
BA2621	0.0166619196810025	0.2521754146457712
BA2622	0.0219310737681572	0.1820431796607657
BA2623	0.0243520364568499	1.0283085416478084
BA2629	0.0237823981771575	0.4695763482228556
BA2631	0.0165195101110794	0.3945279612030792
BA2634	0.0148105952720022	0.376498154243872
BA2636	0.0146681857020791	0.298505593504929
BA2639	0.0195101110794645	0.539061794585312
BA2644	0.0178011962403873	0.6555710697629737
BA2645	0.0209342067786955	0.5763828990678791
BA2646	0.0247792651666191	0.5716253213226956
BA2649	0.0197949302193107	0.3679098787072297
BA2651	0.0126744517231557	0.1820603245896505
BA2653	0.0269154087154656	0.2516713230269166
BA2655	0.0377385360296211	0.3170650738691498
BA2656	0.0135289091426943	0.3431771918194494
BA2657	0.0175163771005411	0.4038453553346112
BA2658	0.024494446026773	0.6219957447398035
BA2659	0.0142409569923098	0.4637602320668896
BA2660	0.0093990316149245	0.2191428208101416
BA2662	0.0162346909712332	0.3877015943012521
BA2663	0.017373967530618	0.5880826526291726
BA2667	0.0155226431216177	0.4348011249922904
BA2670	0.0140985474223867	0.209885389528405
BA2674	0.0220734833380803	0.807604059291578
BA2675	0.0155226431216177	0.4689991010933024
BA2676	0.0150954144118484	0.2090818863244369
BA2677	0.0170891483907718	0.2974628991676514
BA2681	0.0093990316149245	0.3940031642319385
BA2682	0.0132440900028481	0.2396315702058518
BA2685	0.0309028766733124	0.3368005097558983
BA2688	0.0229279407576189	0.3577720637814585
BA2691	0.0162346909712332	0.1672248532251762
BA2694	0.0189404727997721	0.3501264127335556
BA2695	0.0152378239817715	0.0607576834709791
BA2697	0.0118199943036172	0.1092200193870022
BA2701	0.0084021646254628	0.1889654260027632
BA2704	0.0213614354884648	0.9814250352482728
BA2705	0.0254913130162346	0.7700237016505259
BA2707	0.028909142694389	0.6588867101667347
BA2709	0.0084021646254628	0.1484763938160132
BA2712	0.0123896325833095	0.1262065358097874
BA2714	0.0152378239817715	0.2300306866199289
BA2715	0.0226431216177727	0.4294309994774231
BA2718	0.0220734833380803	1.2915092487858195
BA2720	0.0142409569923098	0.0676870072242622
BA2721	0.0213614354884648	0.8843333898768759
BA2722	0.0149530048419253	0.2948676477079429
BA2723	0.023070350327542	0.1045203993213058
BA2724	0.0116775847336941	0.0935820724540201
BA2726	0.0129592708630019	0.4806911207825697
BA2727	0.0229279407576189	0.9170466166952764
BA2728	0.0205069780689262	0.5631883742849203
BA2731	0.0068356593563087	0.1478344170996834
BA2733	0.0109655368840786	0.1167841171410904
BA2735	0.0160922814013101	0.1238351245416097
BA2737	0.0093990316149245	0.2026822638608618
BA2742	0.0140985474223867	0.4546269552393785
BA2744	0.004414696667616	0.2327191232280831
BA2746	0.0146681857020791	0.1724721754436311
BA2747	0.0121048134434634	0.3549934531535525
BA2748	0.0200797493591569	0.6494838064548226
BA2751	0.014525776132156	0.3180928823491231
BA2756	0.013101680432925	0.0299447808712799
BA2758	0.0199373397892338	0.1786891335756213
BA2760	0.017373967530618	0.2176810594314007
BA2762	0.0162346909712332	0.4122016381747383
BA2764	0.0172315579606949	0.3601617347496643
BA2765	0.0135289091426943	0.2146297454156381
BA2769	0.0160922814013101	0.4069829758101596
BA2772	0.0106807177442324	0.6203456190414237
BA2775	0.0203645684990031	0.4359858195215317
BA2776	0.0253489034463115	0.981962711844416
BA2778	0.0112503560239248	0.3255770850575303
BA2782	0.0152378239817715	0.2503206248094025
BA2786	0.0178011962403873	1.171805359891818
BA2787	0.007262888066078	0.1262452577776576
BA2789	0.0180860153802335	0.3927813924913583
BA2791	0.0149530048419253	0.2637898848361519
BA2792	0.0112503560239248	0.1762526055954666
BA2798	0.0252064938763884	0.1581435745743294
BA2801	0.0138137282825405	0.1743066887964006
BA2802	0.0199373397892338	0.5743559957070739
BA2804	0.0112503560239248	0.2330873228355452
BA2806	0.0140985474223867	0.3026392588780354
BA2808	0.0162346909712332	0.3644539186795258
BA2809	0.0257761321560808	0.7297194740690964
BA2811	0.0175163771005411	0.4284780949273138
BA2812	0.013101680432925	0.1645191045968128
BA2813	0.0122472230133865	0.2961385669585432
BA2814	0.0098262603246938	0.1717759829931584
BA2816	0.018798063229849	0.2056657392928692
BA2817	0.034605525491313	0.4184505424268583
BA2820	0.0166619196810025	1.227492215350056
BA2821	0.0294787809740814	0.8325629907041542
BA2822	0.0186556536599259	0.355693736417672
BA2824	0.0256337225861577	0.7553289219692325
BA2828	0.0109655368840786	0.2608430275163029
BA2829	0.026060951295927	0.6096674228142073
BA2830	0.0156650526915408	0.8085310465555513
BA2832	0.018798063229849	0.4613646997462846
BA2836	0.0132440900028481	0.1882241836856603
BA2837	0.0169467388208487	0.420197015660383
BA2839	0.0226431216177727	0.1193924712211999
BA2840	0.0264881800056963	0.3404412056811315
BA2841	0.0226431216177727	0.2643356416342542
BA2842	0.0133864995727712	0.0939459433638478
BA2843	0.024636855596696	0.8806914208716016
BA2844	0.0169467388208487	0.2319472968316453
BA2846	0.0190828823696952	0.6802889175866904
BA2850	0.0203645684990031	0.3593597696814201
BA2851	0.0304756479635431	0.8077563402816813
BA2852	0.0311876958131586	0.2604772743251851
BA2855	0.0165195101110794	0.1389577608821234
BA2856	0.0160922814013101	0.0460772943406423
BA2858	0.0128168612930788	0.0728947875117304
BA2860	0.0064084306465394	0.3634543029070985
BA2861	0.0135289091426943	0.4621660573420051
BA2865	0.0158074622614639	0.3736893759729958
BA2866	0.0253489034463115	0.7078682915886187
BA2867	0.0318997436627741	0.579227306171779
BA2868	0.0176587866704642	1.2538798834943796
BA2870	0.0197949302193107	0.8809392757820929
BA2871	0.0113927655938479	0.5311071929265021
BA2872	0.0142409569923098	0.1711519804971614
BA2876	0.023070350327542	0.147970721872509
BA2879	0.0236399886072344	0.2143382526114215
BA2880	0.0125320421532326	0.2052778440857197
BA2882	0.0153802335516946	0.5347456449532613
BA2883	0.0294787809740814	0.8248951680021976
BA2885	0.0168043292509256	0.2659698106163465
BA2887	0.0178011962403873	0.4958859177084
BA2889	0.0	0.0052083333333333
BA2893	0.0150954144118484	0.3786009347846887
BA2901	0.0091142124750783	0.0681156637427234
BA2902	0.0132440900028481	0.2266572571307222
BA2903	0.0078325263457704	0.4643108883099237
BA2904	0.0226431216177727	0.6961141456923908
BA2905	0.0209342067786955	0.2885133855143856
BA2906	0.0172315579606949	0.1806856748580074
BA2908	0.02022215892908	0.7279773258113387
BA2909	0.013101680432925	0.2885545370370797
BA2910	0.015949871831387	0.4191895047954915
BA2911	0.0205069780689262	0.5138820120046195
BA2914	0.0192252919396183	0.4974316857431418
BA2915	0.0123896325833095	0.248866969664275
BA2921	0.01011107946454	0.2277201673348766
BA2922	0.0217886641982341	0.5582202983948308
BA2923	0.0059812019367701	0.175868599967489
BA2926	0.0178011962403873	0.3226091387985913
BA2928	0.0112503560239248	0.2350782013646713
BA2930	0.021646254628311	0.547400370733083
BA2932	0.0166619196810025	0.3835065532280471
BA2934	0.0269154087154656	0.4444740712198819
BA2935	0.0119624038735403	0.1597390094414039
BA2937	0.0132440900028481	0.2770462416612391
BA2939	0.0126744517231557	0.3167674883356611
BA2944	0.0367416690401595	2.926342443902008
BA2947	0.018798063229849	0.6337114874670283
BA2948	0.0219310737681572	0.3214091422441616
BA2950	0.0281970948447735	0.9655158917999446
BA2951	0.0138137282825405	1.2032901312935274
BA2952	0.0183708345200797	0.1701724902822255
BA2953	0.0122472230133865	0.1887043089945975
BA2955	0.0189404727997721	0.1070074258904619
BA2956	0.0082597550555397	0.1331000503744939
BA2962	0.0129592708630019	0.2743980063007089
BA2970	0.0150954144118484	0.2186665702514058
BA2972	0.0256337225861577	1.1248018222059002
BA2976	0.0219310737681572	0.5899704310956357
BA2978	0.0196525206493876	0.3880530930469665
BA2981	0.0132440900028481	0.30014872540181
BA2984	0.0222158929080034	0.2994540891408266
BA2986	0.023070350327542	0.3408751659030815
BA2989	0.0341782967815437	1.2216838548674196
BA2992	0.0189404727997721	0.1738520838947822
BA2993	0.0113927655938479	0.2381146198567779
BA2994	0.0150954144118484	1.1333107628424774
BA2995	0.0374537168897749	0.5966495392695071
BA2999	0.0242096268869268	0.944263594922562
BA3001	0.0196525206493876	0.8419520480765643
BA3002	0.0180860153802335	0.832543776663652
BA3004	0.0348903446311592	0.8579620022221772
BA3006	0.0132440900028481	0.2601638825930524
BA3008	0.0048419253773853	0.0270018823347627
BA3009	0.0234975790373113	0.5248921798084761
BA3010	0.0170891483907718	0.38707748618141
BA3011	0.0168043292509256	0.1690691320776569
BA3013	0.0142409569923098	0.4301935456332856
BA3023	0.0143833665622329	0.1363837899220483
BA3025	0.0146681857020791	0.8187011111662452
BA3027	0.0172315579606949	0.3963453459242108
BA3029	0.0105383081743093	0.1424834017343615
BA3030	0.0185132440900028	1.422042146502674
BA3037	0.0205069780689262	0.1013477994000888
BA3038	0.0189404727997721	0.3578297525563194
BA3040	0.0189404727997721	0.2651355502276851
BA3042	0.0175163771005411	0.4990705514060229
BA3043	0.0105383081743093	0.1855059226545971
BA3049	0.0082597550555397	0.0638703871606211
BA3051	0.0139561378524636	0.0867398221687432
BA3053	0.0186556536599259	0.3904060579161488
BA3064	0.0217886641982341	0.8266145140190817
BA3067	0.0252064938763884	3.0201802029787426
BA3068	0.0266305895756194	0.7574173105813524
BA3070	0.014525776132156	0.2163329389468104
BA3071	0.0236399886072344	0.5419650347218533
BA3072	0.0215038450583879	0.7569400385432766
BA3075	0.0149530048419253	0.229534322024197
BA3076	0.004414696667616	0.0420599651129518
BA3077	0.0168043292509256	1.7928437998000928
BA2040	0.017373967530618	0.1227269882902742
BA2160	0.0186556536599259	1.6010001712890327
BA2303	0.0162346909712332	0.2688254671847114
BA2353	0.026060951295927	1.2695600949360362
BA2516	0.02022215892908	0.4293733959244427
BA2590	0.0199373397892338	0.6603664163710853
BA2647	0.0236399886072344	0.6434817066881039
BA2891	0.015949871831387	0.705000851779769
BA2924	0.0165195101110794	0.2691020358385431
BA2971	0.0200797493591569	0.7350571431102546
BA3036	0.018798063229849	0.5832937946565376
BA3059	0.0165195101110794	0.1456838423424147
BA3073	0.0123896325833095	0.314033613122555
BA3078	0.0233551694673882	0.3839338803127338
BA3079	0.0210766163486186	0.4437535493508674
BA3083	0.0189404727997721	0.5296678439058089
BA3084	0.0156650526915408	0.4017445901202796
BA3085	0.0193677015095414	0.6908424754070434
BA3087	0.0326117915123896	1.0688612042849048
BA3089	0.0203645684990031	1.1036399935011023
BA3094	0.0183708345200797	0.9233834406485392
BA3095	0.0212190259185417	0.4227676899769862
BA3098	0.0169467388208487	0.5345790976230186
BA3099	0.0277698661350042	0.8524193707267934
BA3103	0.0172315579606949	0.4355701855230808
BA3108	0.0242096268869268	0.5537534456541039
BA3109	0.018798063229849	0.1814324135121353
BA3110	0.0290515522643121	0.2768104716279829
BA3114	0.0189404727997721	0.1088840793009231
BA3116	0.0108231273141555	0.0935323200186703
BA3117	0.0299060096838507	1.1097438239872484
BA3118	0.0149530048419253	0.4558159967547756
BA3119	0.0250640843064653	1.1050069715976252
BA3123	0.0222158929080034	0.8898690185832758
BA3124	0.0257761321560808	0.4376242267940435
BA3126	0.0112503560239248	0.4536238322110634
BA3128	0.0178011962403873	0.2980707449549687
BA3130	0.015949871831387	0.2888693576270573
BA3133	0.024494446026773	0.5280744309035069
BA3135	0.0203645684990031	0.3673227728350812
BA3136	0.0215038450583879	0.2188497040420824
BA3137	0.0183708345200797	1.8879753565257689
BA3138	0.0226431216177727	0.4983259698262031
BA3139	0.0333238393620051	1.4083313481582078
BA3141	0.0223583024779265	2.030416653662876
BA3142	0.0347479350612361	1.0957801785740795
BA3145	0.0222158929080034	1.075042883986113
BA3146	0.0178011962403873	1.8356430865267688
BA3149	0.0219310737681572	0.2180017567368151
BA3152	0.0212190259185417	0.4725979613969722
BA3153	0.0377385360296211	0.7517191341534645
BA3154	0.0254913130162346	0.5136262651330682
BA3156	0.0294787809740814	0.2801695480589073
BA3157	0.018798063229849	1.0420286394826
BA3158	0.0190828823696952	0.5752095869880473
BA3162	0.0189404727997721	0.3203651644938881
BA3163	0.0150954144118484	0.1698222535044266
BA3164	0.026060951295927	1.3816849248246437
BA3167	0.0153802335516946	0.1493417267865281
BA3169	0.0140985474223867	0.1318674079774977
BA3171	0.026060951295927	0.7248810084125195
BA3173	0.0249216747365422	0.4258039073468079
BA3174	0.0226431216177727	0.9371693552117152
BA3175	0.0156650526915408	0.3823097188500636
BA3176	0.0225007120478496	0.6025835934943087
BA3177	0.0233551694673882	1.4499022737153702
BA3178	0.0109655368840786	0.1637235903879918
BA3180	0.0212190259185417	0.4470892620574914
BA3181	0.0123896325833095	0.1903750008777646
BA3182	0.0220734833380803	0.7881579230493059
BA3183	0.0240672173170037	0.456307919964907
BA3185	0.0351751637710054	0.5508315769993861
BA3186	0.0377385360296211	1.102542456438378
BA3187	0.0182284249501566	0.1951423994450779
BA3189	0.0225007120478496	2.7703975044451803
BA3190	0.0217886641982341	0.2644477773270691
BA3191	0.0132440900028481	0.3111235022013395
BA3192	0.0180860153802335	0.8690938023836893
BA3194	0.0336086585018513	1.4300190129124035
BA3195	0.0243520364568499	0.5887605043012104
BA3197	0.0169467388208487	0.556052047429418
BA3199	0.0259185417260039	1.229934544311702
BA3200	0.0227855311876958	1.2504678273610397
BA3202	0.0301908288236969	0.1253391277216357
BA3203	0.0152378239817715	0.2590062959835215
BA3206	0.0233551694673882	0.7427726525895122
BA3207	0.0178011962403873	0.0696858222438629
BA3208	0.0215038450583879	0.6869204070704473
BA3210	0.0338934776416975	0.315720478031554
BA3211	0.0105383081743093	0.7275274380916331
BA3212	0.0350327542010823	0.5397198352858077
BA3213	0.0185132440900028	0.7293003047623712
BA3214	0.0240672173170037	1.0131577785777768
BA3216	0.0189404727997721	0.4327449999045494
BA3217	0.0136713187126174	0.4904605080512517
BA3219	0.0162346909712332	0.1325412530644254
BA3221	0.0210766163486186	0.5598546594295373
BA3222	0.0243520364568499	0.4878573221666183
BA3225	0.0176587866704642	0.1664920257431351
BA3226	0.0182284249501566	0.4703898772915094
BA3227	0.0270578182853887	3.8793287885210734
BA3228	0.0301908288236969	1.027680461331225
BA3229	0.0250640843064653	1.38524840556318
BA3230	0.0199373397892338	0.3043778924975232
BA3232	0.0166619196810025	0.7981653727668342
BA3234	0.0189404727997721	0.2523570978104885
BA3235	0.0108231273141555	0.3781402190601557
BA3237	0.0156650526915408	0.9236503786785272
BA3240	0.0284819139846197	1.772731740398074
BA3242	0.0192252919396183	0.9853710122419864
BA3243	0.0223583024779265	0.3456145035073921
BA3245	0.0242096268869268	0.6219084754003928
BA3249	0.0229279407576189	0.7253580412858185
BA3250	0.0304756479635431	0.6145009641973534
BA3251	0.0136713187126174	0.7335008785971939
BA3255	0.0172315579606949	0.2654379634129928
BA3258	0.0183708345200797	0.1381705624271494
BA3260	0.0195101110794645	0.3955008866258075
BA3261	0.0172315579606949	0.9026086064745786
BA3264	0.028909142694389	1.0291382399680875
BA3266	0.0266305895756194	0.571195312151765
BA3268	0.0347479350612361	0.9274702186531992
BA3269	0.0203645684990031	0.1608875758792691
BA3270	0.0233551694673882	0.411697993154909
BA3271	0.0232127598974651	0.4636645220884421
BA3273	0.0217886641982341	0.1453138459753482
BA3275	0.024494446026773	0.8447863453877119
BA3277	0.0287667331244659	0.5255969216806301
BA3280	0.0183708345200797	0.257935512741025
BA3283	0.0254913130162346	0.3634864240305726
BA3285	0.0296211905440045	1.272838368001319
BA3286	0.0180860153802335	0.5009188040399521
BA3289	0.0111079464540017	0.0488594857945091
BA3290	0.0209342067786955	0.4140777215349762
BA3293	0.0283395044146966	0.5366202521971016
BA3295	0.0192252919396183	0.4006779312101171
BA3296	0.0182284249501566	0.4959576484316099
BA3297	0.0266305895756194	1.3407555613523563
BA3299	0.0162346909712332	0.0889831999919335
