	STAG2	CBL
BA2109	0.0491136770206537	9.560472490372206
BA2110	0.0291104244592616	9.469838089526323
BA2113	0.0398438770531793	51.876008412786405
BA2116	0.0713937225565132	17.851135269293863
BA2121	0.0546430313872174	36.703474433044384
BA2122	0.0398438770531793	5.099888076141857
BA2123	0.0494389331598633	1.6290154359927176
BA2124	0.0396812489835745	8.591976551839926
BA2125	0.0546430313872174	11.843062855263057
BA2132	0.0445600910717189	12.13857476454282
BA2133	0.0455358594893478	8.10824388184725
BA2134	0.0255326069279557	10.322625018296296
BA2135	0.0380549682875264	10.12687274165399
BA2139	0.031387217433729	13.92488578888143
BA2143	0.0361034314522686	7.0025989574377885
BA2148	0.0273215156936087	7.2649826557373585
BA2153	0.0632623190762725	5.859573208439487
BA2155	0.0278093999024231	2.0953240513147824
BA2156	0.0526914945519596	9.262239071661751
BA2162	0.0489510489510489	18.13269371853933
BA2163	0.0496015612294682	14.329210049306177
BA2168	0.0139860139860139	5.035563911257235
BA2169	0.033176126199382	4.404739883363696
BA2171	0.057570336640104	12.808219940150677
BA2172	0.0336640104081964	8.270086228035286
BA2174	0.0616360383802244	16.522066588998133
BA2175	0.0754594242966336	6.5571459031259325
BA2184	0.0910717189786957	21.75453105008697
BA2195	0.0369165718002927	4.847973456487028
BA2198	0.0556187998048463	12.830357523429388
BA2200	0.0725321190437469	21.739746461925463
BA2201	0.0304114490161001	11.551350422887088
BA2209	0.0559440559440559	18.762925296853616
BA2211	0.0442348349325093	9.188724044788971
BA2212	0.019190112213368	7.092477897553184
BA2217	0.0466742559765815	19.063932079304085
BA2218	0.0292730525288664	4.552843749662363
BA2220	0.0416327858188323	4.609687172399805
BA2221	0.0297609367376809	10.09014872547281
BA2224	0.0406570174012034	16.84275651668578
BA2226	0.0993657505285412	54.83713788505628
BA2227	0.0354529191738494	15.90399328444532
BA2228	0.0852171084729224	10.976485565302552
BA2229	0.0650512278419255	11.821036629915527
BA2233	0.0252073507887461	10.665156578641655
BA2234	0.0572450805008944	15.341275288820148
BA2235	0.0476500243942104	14.803834461607815
BA2236	0.0422832980972515	11.710355137900692
BA2239	0.033176126199382	11.735253151595831
BA2240	0.0757846804358432	19.32417657351549
BA2242	0.0502520735078874	12.892070349862916
BA2244	0.0578955927793137	28.47635815847368
BA2245	0.0580582208489185	9.673851668340887
BA2248	0.0187022280045535	5.721270967997303
BA2249	0.063750203285087	24.994116407584105
BA2251	0.0440722068629045	7.418342926164668
BA2256	0.0286225402504472	7.267699813104082
BA2260	0.0242315823711172	13.944516038817392
BA2261	0.0413075296796227	5.544315377548978
BA2269	0.0413075296796227	4.822699159862164
BA2271	0.0774109611318913	24.75532152963328
BA2272	0.0509025857863067	12.025749549495035
BA2273	0.0322003577817531	4.0879703073142135
BA2275	0.1136770206537648	76.23953733932561
BA2276	0.033176126199382	9.72468346275816
BA2277	0.0725321190437469	16.15195717401304
BA2280	0.0912343470483005	37.578581140023616
BA2281	0.0359408033826638	9.504807167091256
BA2282	0.0426085542364612	12.640070042517063
BA2286	0.0536672629695885	10.43500776692435
BA2288	0.0354529191738494	3.721850123395836
BA2292	0.0400065051227841	1.4491758659169975
BA2294	0.0391933647747601	14.252684250026164
BA2296	0.061961294519434	15.073110524019182
BA2300	0.0894454382826475	43.697145219716205
BA2301	0.0448853472109286	14.756354609280905
BA2302	0.0378923402179216	4.037642545112396
BA2304	0.0250447227191413	11.925938141545572
BA2306	0.0469995121157911	22.02166886091065
BA2308	0.031387217433729	12.248140182733364
BA2309	0.0398438770531793	6.105516027157178
BA2311	0.0343145226866157	19.02601055355281
BA2312	0.0419580419580419	10.485788415717096
BA2316	0.0307367051553098	10.609886499446748
BA2322	0.050577329647097	20.628699102906985
BA2325	0.023581070092698	13.172790173883522
BA2329	0.0302488209464953	12.747749318478466
BA2334	0.0221174174662546	8.44353255392157
BA2339	0.0391933647747601	21.981711686826344
BA2344	0.033176126199382	5.428014743825342
BA2347	0.0538298910391933	8.232668571665798
BA2348	0.017401203447715	5.024615123206675
BA2350	0.0234184420230931	6.183250889243565
BA2354	0.0603350138233859	15.21181961641133
BA2355	0.0790372418279395	4.974070071366386
BA2357	0.0222800455358594	6.345009569140849
BA2360	0.0411449016100178	11.529329903334627
BA2361	0.0365913156610831	12.494974985156691
BA2363	0.017401203447715	4.696402482293951
BA2369	0.0426085542364612	11.311678349308684
BA2374	0.063750203285087	14.644488919473918
BA2375	0.0609855261018051	20.04675003979729
BA2376	0.0434216945844852	19.913753516398792
BA2377	0.090746462839486	25.451869962604388
BA2379	0.0629370629370629	12.3882946445059
BA2385	0.0598471296145714	8.830908118297671
BA2386	0.0591966173361522	9.54208114831771
BA2387	0.0460237436981623	12.031568683154743
BA2394	0.0660269962595544	27.256176745483867
BA2399	0.0307367051553098	5.389806268850193
BA2400	0.0611481541714099	13.01784421280019
BA2402	0.050577329647097	12.126111168904568
BA2405	0.0169133192389006	9.16576267524558
BA2406	0.0312245893641242	21.824008064903303
BA2409	0.0452106033501382	20.564391019303415
BA2410	0.0346397788258253	5.8322911946954274
BA2412	0.0351276630346397	19.11636341811321
BA2413	0.0304114490161001	10.659305746195134
BA2414	0.0652138559115303	22.366772034335035
BA2415	0.0365913156610831	12.686145993232802
BA2417	0.0476500243942104	9.518038506944333
BA2418	0.0178890876565295	5.992298772735698
BA2420	0.0424459261668564	9.881273991804528
BA2421	0.0609855261018051	18.1871341981308
BA2423	0.023581070092698	11.624923536594178
BA2425	0.0367539437306879	7.14328452160441
BA2426	0.0305740770857049	15.251280060317049
BA2427	0.0248820946495365	4.494091920117016
BA2429	0.0583834769881281	9.864449647062203
BA2440	0.040982273540413	7.627689178834342
BA2441	0.094324280370792	52.264513307692425
BA2442	0.0466742559765815	16.352236655937023
BA2446	0.0367539437306879	16.38923393734608
BA2449	0.0681411611644169	5.444737711661959
BA2450	0.045373231419743	11.68808883554717
BA2452	0.0390307367051553	7.686755575274143
BA2454	0.0588713611969425	33.955655979183106
BA2455	0.0213042771182306	12.246121972177686
BA2456	0.038380224426736	10.882132231568333
BA2459	0.0372418279395023	4.004268561676521
BA2461	0.070743210278094	33.377813767623906
BA2463	0.0388681086355504	5.35353146493377
BA2464	0.0520409822735404	8.87192071158626
BA2469	0.0630996910066677	14.03595211374083
BA2470	0.042771182306066	24.05766177415062
BA2472	0.0458611156285574	8.08228247708686
BA2473	0.0565945682224751	3.089640912983751
BA2474	0.0320377297121483	9.745074070855631
BA2477	0.0683037892340217	16.78971955829415
BA2479	0.0260204911367702	3.467453156120669
BA2480	0.040982273540413	9.982956753840812
BA2481	0.0196779964221824	4.287955432561501
BA2482	0.0456984875589526	16.89560400419463
BA2483	0.0515530980647259	17.62476702912814
BA2485	0.0278093999024231	5.921585830137893
BA2488	0.0590339892665474	10.823149189354096
BA2489	0.0196779964221824	3.2150456148346267
BA2492	0.0535046348999837	15.079483466122642
BA2494	0.0361034314522686	2.866964148655433
BA2496	0.0271588876240039	10.554755837729806
BA2497	0.0294356805984712	16.945677393808477
BA2499	0.0154496666124573	6.3716198181027215
BA2500	0.090746462839486	36.2502414003366
BA2501	0.064563343633111	14.294526847652293
BA2502	0.0494389331598633	17.128406070644864
BA2505	0.0211416490486257	11.938970174667231
BA2507	0.0308993332249146	20.32818796802433
BA2510	0.0177264595869247	9.527537004759903
BA2511	0.0175638315173198	2.859152474138896
BA2512	0.070743210278094	42.82440363911197
BA2514	0.0276467718328183	3.6305943840998856
BA2515	0.0297609367376809	2.8864758435326974
BA2520	0.0138233859164091	5.22683379819077
BA2521	0.0606602699625955	17.371489353225776
BA2523	0.0346397788258253	9.787709547512131
BA2524	0.0299235648072857	6.72340355530515
BA2525	0.0369165718002927	5.361211502893784
BA2526	0.0315498455033338	8.89758865268975
BA2528	0.0237436981623028	14.094416620293064
BA2532	0.0647259717027158	8.627882939943326
BA2534	0.0528541226215644	13.23249485183546
BA2538	0.0219547893966498	11.92734593308858
BA2539	0.061961294519434	16.46191526716471
BA2540	0.0273215156936087	11.51378534338016
BA2541	0.0356155472434542	9.253713147221127
BA2545	0.0630996910066677	23.299635354856832
BA2546	0.0403317612619938	13.595112901930142
BA2552	0.049764189299073	9.946257856738274
BA2559	0.0626118067978533	2.9812349405382217
BA2561	0.017401203447715	3.2110963197322078
BA2563	0.0413075296796227	17.09980873057497
BA2564	0.0312245893641242	11.738679235924256
BA2567	0.0359408033826638	4.530200027570848
BA2570	0.0712310944869084	14.406957329876292
BA2575	0.0294356805984712	7.358869738671234
BA2577	0.0458611156285574	8.01856892654027
BA2579	0.0572450805008944	12.749708158663022
BA2583	0.0234184420230931	7.237888011403356
BA2584	0.033176126199382	18.9560317280668
BA2587	0.0671653927467881	32.33150362194728
BA2588	0.0484631647422345	10.50242819085216
BA2589	0.0538298910391933	6.003245642037248
BA2592	0.0483005366726296	5.616510835589373
BA2593	0.0188648560741584	0.1857220620101992
BA2594	0.0404943893315986	11.10506538371518
BA2595	0.0308993332249146	7.29002229288259
BA2597	0.0323629858513579	1.3910589618938278
BA2600	0.0292730525288664	13.37792924792148
BA2603	0.0548056594568222	11.397329771735064
BA2618	0.0248820946495365	11.425784729666956
BA2619	0.0577329647097088	13.707515958307264
BA2620	0.0512278419255163	9.633652642299827
BA2621	0.0320377297121483	19.520111622843423
BA2622	0.0499268173686778	19.32730608797746
BA2623	0.0678159050252073	18.820969773535595
BA2629	0.0406570174012034	11.542687507137597
BA2631	0.0429338103756708	9.71205255816463
BA2634	0.0193527402829728	13.75294994530806
BA2636	0.0352902911042445	9.053248067937105
BA2639	0.0554561717352415	16.38266071657236
BA2644	0.0502520735078874	23.390285094200667
BA2645	0.0281346560416327	4.706976120175909
BA2646	0.0738331436005854	15.8787561690701
BA2649	0.0432590665148804	9.023797798632572
BA2651	0.0372418279395023	5.365742435202348
BA2653	0.0322003577817531	4.020409574581047
BA2655	0.0917222312571149	10.2586182221325
BA2656	0.0161001788908765	8.10829536151017
BA2657	0.0463489998373719	13.00063877187866
BA2658	0.0603350138233859	28.0539591955123
BA2659	0.0583834769881281	14.189267606579264
BA2660	0.0295983086680761	9.203384459075332
BA2662	0.0447227191413237	18.75992765191653
BA2663	0.0411449016100178	14.847376379374728
BA2667	0.0463489998373719	11.285420025348888
BA2670	0.0652138559115303	14.532586685512346
BA2674	0.0617986664498292	18.83712024181316
BA2675	0.0473247682550008	8.288955534370313
BA2676	0.040169133192389	12.260258375380907
BA2677	0.0322003577817531	12.05004731661908
BA2681	0.0361034314522686	2.704375712957959
BA2682	0.0180517157261343	12.559893344441884
BA2685	0.0640754594242966	4.314722294272165
BA2688	0.038380224426736	5.079587308965343
BA2691	0.0426085542364612	15.562773093796157
BA2694	0.0247194665799316	5.264611870236196
BA2695	0.042771182306066	29.620195104188912
BA2697	0.0325256139209627	26.565891028134168
BA2701	0.0177264595869247	10.396751072738455
BA2704	0.0408196454708082	7.902936701070375
BA2705	0.0513904699951211	18.948453715406547
BA2707	0.0365913156610831	18.692264295981424
BA2709	0.0203285087006017	6.696363941242483
BA2712	0.021792161327045	12.342861176182456
BA2714	0.0509025857863067	15.504892926829882
BA2715	0.0295983086680761	7.7205940285306225
BA2718	0.0491136770206537	11.051239866579367
BA2720	0.0416327858188323	2.185426328450402
BA2721	0.0634249471458773	34.16834314534894
BA2722	0.0559440559440559	24.099790181227352
BA2723	0.0650512278419255	12.677982016816696
BA2724	0.0213042771182306	6.585843008663649
BA2726	0.0265083753455846	23.576424604651525
BA2727	0.0469995121157911	12.282734059682404
BA2728	0.0661896243291592	24.013406435178577
BA2731	0.0152870385428524	9.703726003842538
BA2733	0.0247194665799316	4.406353899120359
BA2735	0.0326882419905675	8.737294850346899
BA2737	0.0258578630671653	12.597199827121376
BA2742	0.0562693120832655	12.68893226862999
BA2744	0.0131728736379899	2.3420454361233363
BA2746	0.0359408033826638	19.387376192440616
BA2747	0.0226053016750691	6.878067055979955
BA2748	0.0484631647422345	7.524865940501618
BA2751	0.0460237436981623	9.593469385311394
BA2756	0.0325256139209627	3.6884191341199744
BA2758	0.0411449016100178	19.773861121216136
BA2760	0.0551309155960318	17.553567475040502
BA2762	0.0292730525288664	8.483715823582923
BA2764	0.0564319401528703	5.384269080892358
BA2765	0.0668401366075784	48.70176522283881
BA2769	0.0305740770857049	16.551916032560825
BA2772	0.0286225402504472	4.086426052783343
BA2775	0.0439095787932997	11.711041887467228
BA2776	0.0639128313546918	21.74182464406332
BA2778	0.0304114490161001	13.181899269966712
BA2782	0.0487884208814441	20.35318546039668
BA2786	0.0307367051553098	34.32666456485344
BA2787	0.0400065051227841	12.728472466745982
BA2789	0.0484631647422345	12.15296987969034
BA2791	0.0404943893315986	4.157377331472257
BA2792	0.0320377297121483	7.945944528823951
BA2798	0.0413075296796227	6.16796233879165
BA2801	0.035778175313059	10.530146547841069
BA2802	0.0417954138884371	13.7844639994957
BA2804	0.0258578630671653	7.432435877742935
BA2806	0.0255326069279557	5.198326562409379
BA2808	0.0282972841112375	10.331626092453904
BA2809	0.064563343633111	15.367930725637246
BA2811	0.0388681086355504	10.385527883897142
BA2812	0.0219547893966498	11.38827393559281
BA2813	0.0227679297446739	3.574804812737076
BA2814	0.0263457472759798	18.89279871645271
BA2816	0.0239063262319076	6.089592597622625
BA2817	0.0483005366726296	12.18366638641398
BA2820	0.0510652138559115	27.360235836889427
BA2821	0.078549357619125	23.165516623985244
BA2822	0.0450479752805334	15.116313352165829
BA2824	0.0486257928118393	19.384867700153134
BA2828	0.026996259554399	10.68731749583375
BA2829	0.0787119856887298	29.491561304585968
BA2830	0.0274841437632135	15.495815362518988
BA2832	0.0419580419580419	18.98328535210492
BA2836	0.0172385753781102	7.1300851189646455
BA2837	0.0370791998698975	12.259887411811098
BA2839	0.0536672629695885	5.740623253591938
BA2840	0.0541551471784029	2.051846768920507
BA2841	0.0406570174012034	1.984763113583061
BA2842	0.0458611156285574	8.099561711753601
BA2843	0.0227679297446739	7.975582721842838
BA2844	0.0268336314847942	3.5501711409262406
BA2846	0.0348024068954301	10.988582562913264
BA2850	0.0299235648072857	8.80121627499627
BA2851	0.0866807610993657	33.053734174631344
BA2852	0.0369165718002927	3.5866998574210625
BA2855	0.0587087331273377	12.29547234158537
BA2856	0.0500894454382826	7.466729743408637
BA2858	0.0351276630346397	5.667800743281053
BA2860	0.0302488209464953	6.151766078213564
BA2861	0.0344771507562205	11.767533327844465
BA2865	0.0377297121483168	6.37806970753958
BA2866	0.0361034314522686	9.840034863491558
BA2867	0.0590339892665474	14.282888900141486
BA2868	0.035778175313059	8.498246592343898
BA2870	0.010408196454708	12.194491011975186
BA2871	0.0450479752805334	8.812987348879075
BA2872	0.0548056594568222	11.688317910310488
BA2876	0.0305740770857049	5.588856146308925
BA2879	0.0557814278744511	9.79065799475418
BA2880	0.0456984875589526	17.21895723703193
BA2882	0.0364286875914782	20.722665017717148
BA2883	0.0598471296145714	17.49605557304212
BA2885	0.0492763050902585	25.532235533116506
BA2887	0.047162140185396	19.44758089664276
BA2889	0.0	0.0
BA2893	0.0300861928768905	7.3308542565429375
BA2901	0.0284599121808424	6.988902669631012
BA2902	0.0226053016750691	3.85567001881446
BA2903	0.0364286875914782	14.82707526340658
BA2904	0.0658643681899495	13.370718853354871
BA2905	0.0253699788583509	10.715231561359706
BA2906	0.0526914945519596	10.929098504304832
BA2908	0.074158399739795	11.384176082640028
BA2909	0.033989266547406	21.28307619685946
BA2910	0.0489510489510489	10.008023435450609
BA2911	0.0562693120832655	13.349804765858044
BA2914	0.064563343633111	36.44248818126995
BA2915	0.012197105220361	0.8295160483568763
BA2921	0.0221174174662546	4.893056851491371
BA2922	0.0352902911042445	11.262211034122906
BA2923	0.0216295332574402	22.168747676711355
BA2926	0.0452106033501382	10.743845259998348
BA2928	0.0346397788258253	19.84942057597427
BA2930	0.0606602699625955	28.126626507771267
BA2932	0.0476500243942104	10.422300659366424
BA2934	0.0813140348024069	25.31891828736946
BA2935	0.0278093999024231	7.394665940831653
BA2937	0.0378923402179216	10.41670843786829
BA2939	0.0203285087006017	7.429531946242028
BA2944	0.0757846804358432	28.923525539851788
BA2947	0.0265083753455846	6.744193871637374
BA2948	0.0613107822410148	20.44236011570864
BA2950	0.054968287526427	37.92610641122233
BA2951	0.0349650349650349	6.295131453803265
BA2952	0.0432590665148804	30.07604335783033
BA2953	0.0172385753781102	2.256583583218568
BA2955	0.0265083753455846	8.874882426017695
BA2956	0.0196779964221824	2.687429921082983
BA2962	0.0390307367051553	11.38222726264144
BA2970	0.0300861928768905	4.689016781804959
BA2972	0.0512278419255163	18.758270429131123
BA2976	0.0617986664498292	19.739707190086957
BA2978	0.0648885997723207	37.57352587695185
BA2981	0.0526914945519596	6.187018891364973
BA2984	0.0361034314522686	18.53231812242018
BA2986	0.0404943893315986	10.055131870975767
BA2989	0.0647259717027158	12.343667633048906
BA2992	0.059359245405757	8.392195789514396
BA2993	0.0204911367702065	7.291872087838868
BA2994	0.0274841437632135	7.561467029541562
BA2995	0.0365913156610831	4.331566713083609
BA2999	0.0585461050577329	23.778009305672487
BA3001	0.0531793787607741	10.161007864893326
BA3002	0.0604976418929907	25.12629902538264
BA3004	0.0569198243616848	28.799746667292244
BA3006	0.0245568385103268	5.36085665039578
BA3008	0.005204098227354	0.2507311265969802
BA3009	0.0489510489510489	10.122915594563851
BA3010	0.0125223613595706	21.471740218071947
BA3011	0.0504147015774922	3.171706262798601
BA3013	0.033176126199382	6.725324193393431
BA3023	0.0460237436981623	3.1367347077030523
BA3025	0.0375670840787119	9.077325614593516
BA3027	0.0271588876240039	7.899892467904786
BA3029	0.0222800455358594	2.988168896702679
BA3030	0.0717189786957228	22.967411565815333
BA3037	0.0443974630021141	9.799569491926407
BA3038	0.0655391120507399	28.26078121602286
BA3040	0.0361034314522686	5.609340929233067
BA3042	0.0378923402179216	8.083363599860771
BA3043	0.0354529191738494	15.984191711899816
BA3049	0.0443974630021141	4.430716514060231
BA3051	0.0310619612945194	2.746862061722891
BA3053	0.0439095787932997	9.230881077675274
BA3064	0.0601723857537811	36.39716979221144
BA3067	0.0551309155960318	7.477507842045286
BA3068	0.0687916734428362	2.8227653281861307
BA3070	0.0494389331598633	10.465161716389543
BA3071	0.0591966173361522	13.717492169812896
BA3072	0.0609855261018051	13.38888879243739
BA3075	0.0292730525288664	8.593853919845841
BA3076	0.0348024068954301	5.495792229828594
BA3077	0.0644007155635062	27.07124271002513
BA2040	0.0422832980972515	10.74377770653373
BA2160	0.0473247682550008	12.421773259636556
BA2303	0.0432590665148804	20.101478226699648
BA2353	0.0600097576841762	25.32634854963152
BA2516	0.0126849894291754	19.820079405717934
BA2590	0.0447227191413237	13.430848714493433
BA2647	0.0395186209139697	12.037985607022758
BA2891	0.038380224426736	13.43681237230813
BA2924	0.0403317612619938	10.016940539544546
BA2971	0.0458611156285574	12.060925433710995
BA3036	0.0369165718002927	12.170119035383802
BA3059	0.0417954138884371	5.207689962734391
BA3073	0.0258578630671653	6.347701206771513
BA3078	0.0946495365100016	16.127347846579774
BA3079	0.0359408033826638	13.561220777665664
BA3083	0.0665148804683688	18.847269775111023
BA3084	0.0113839648723369	13.894890656793274
BA3085	0.0323629858513579	13.389744078079318
BA3087	0.1299398276142462	27.28239746175127
BA3089	0.0551309155960318	13.369477606821404
BA3094	0.040169133192389	39.91881978420221
BA3095	0.0396812489835745	13.233752923783962
BA3098	0.0564319401528703	39.22240363826951
BA3099	0.0863555049601561	21.109993558222516
BA3103	0.0596845015449666	7.347970517704292
BA3108	0.0478126524638152	12.663567409595084
BA3109	0.0538298910391933	17.41321127646101
BA3110	0.0565945682224751	6.934254876773814
BA3114	0.0536672629695885	7.484000664867413
BA3116	0.031387217433729	5.161075374784419
BA3117	0.0827776874288502	11.040391797507985
BA3118	0.033989266547406	12.980929716791342
BA3119	0.0639128313546918	14.797615133989726
BA3123	0.045373231419743	14.51992346144603
BA3124	0.0343145226866157	11.225498992263956
BA3126	0.0164254350300861	21.095621061397413
BA3128	0.0365913156610831	8.687979585893544
BA3130	0.0317124735729386	20.249785284403742
BA3133	0.0801756383151732	16.00619872219687
BA3135	0.0370791998698975	9.280904487213853
BA3136	0.0580582208489185	25.28204943706113
BA3137	0.0469995121157911	20.055527381967565
BA3138	0.0608228980322003	31.214047281570515
BA3139	0.1018051715726134	17.25654616960381
BA3141	0.049764189299073	10.05000388770846
BA3142	0.0535046348999837	17.938247138857868
BA3145	0.04797528053342	16.303902147853115
BA3146	0.0522036103431452	16.865910429990215
BA3149	0.0564319401528703	16.130634755130863
BA3152	0.0601723857537811	19.677119496703035
BA3153	0.0478126524638152	9.002411593419257
BA3154	0.1003415189461701	19.75649068926584
BA3156	0.0500894454382826	3.782805211207672
BA3157	0.0476500243942104	12.450970804119676
BA3158	0.0304114490161001	16.280566949590696
BA3162	0.061961294519434	15.05599922250235
BA3163	0.0351276630346397	25.03017351883537
BA3164	0.0657017401203447	12.924937078341271
BA3167	0.0469995121157911	11.05518507621962
BA3169	0.047162140185396	13.575954329490312
BA3171	0.0673280208163929	31.166395029716423
BA3173	0.0408196454708082	10.796234183328384
BA3174	0.0515530980647259	15.998944736587706
BA3175	0.0377297121483168	19.63285557755301
BA3176	0.0538298910391933	13.238443612353368
BA3177	0.0835908277768743	20.595048292370542
BA3178	0.026183119206375	17.907785811840064
BA3180	0.0778988453407058	15.711748087820135
BA3181	0.0169133192389006	12.490491499114466
BA3182	0.0704179541388843	25.908852632126354
BA3183	0.0617986664498292	17.12613861958834
BA3185	0.0499268173686778	11.524586180180094
BA3186	0.0835908277768743	10.604888834730795
BA3187	0.0382175963571312	11.969454180399516
BA3189	0.0660269962595544	15.42748654967979
BA3190	0.0528541226215644	6.045156091339129
BA3191	0.0465116279069767	18.385947083731768
BA3192	0.0437469507236949	5.744921944302876
BA3194	0.0245568385103268	25.74287530353224
BA3195	0.0439095787932997	14.14517079880107
BA3197	0.0391933647747601	12.258785539076085
BA3199	0.063750203285087	14.92608693961148
BA3200	0.0738331436005854	17.42451104402532
BA3202	0.0585461050577329	5.497923512167238
BA3203	0.0289477963896568	5.29727158181183
BA3206	0.0424459261668564	17.071607006604186
BA3207	0.0297609367376809	14.641348126491954
BA3208	0.0461863717677671	8.449317435411633
BA3210	0.0496015612294682	10.3505642228482
BA3211	0.0483005366726296	15.72528591301375
BA3212	0.0585461050577329	1.533101477533387
BA3213	0.0569198243616848	19.28701931288158
BA3214	0.0390307367051553	11.372921587856448
BA3216	0.0307367051553098	6.859628216774668
BA3217	0.0162628069604813	10.36389883742553
BA3219	0.0530167506911693	17.95490520653865
BA3221	0.0432590665148804	17.577893509000344
BA3222	0.061961294519434	38.404217842179605
BA3225	0.0518783542039356	22.1916631306122
BA3226	0.0484631647422345	11.918424346512245
BA3227	0.0683037892340217	16.442631306296548
BA3228	0.1040819645470808	30.62495134180496
BA3229	0.078549357619125	30.947485544236557
BA3230	0.05675719629208	17.653313023158248
BA3232	0.0544804033176126	12.03733734795674
BA3234	0.0650512278419255	29.18950617418888
BA3235	0.040169133192389	17.235853698500627
BA3237	0.0476500243942104	8.573997549765185
BA3240	0.0557814278744511	21.111783020430856
BA3242	0.0609855261018051	25.17820616213437
BA3243	0.0735078874613758	25.364078544915408
BA3245	0.0455358594893478	6.918395045086935
BA3249	0.0647259717027158	20.638518012666434
BA3250	0.0824524312896406	38.94879836806402
BA3251	0.0242315823711172	12.56967547822945
BA3255	0.0442348349325093	13.48014656711618
BA3258	0.0621239225890388	22.2215997472313
BA3260	0.088144413725809	33.91256296084276
BA3261	0.0489510489510489	7.874026959099574
BA3264	0.0796877541063587	17.683387370792627
BA3266	0.0788746137583346	22.018888087023896
BA3268	0.0273215156936087	14.062029427900756
BA3269	0.0570824524312896	10.510314193698424
BA3270	0.0910717189786957	22.882592489274053
BA3271	0.0617986664498292	23.512733894449926
BA3273	0.0554561717352415	3.948544435364721
BA3275	0.0556187998048463	19.713170497723915
BA3277	0.0372418279395023	6.4155125120697205
BA3280	0.0187022280045535	5.525899026383214
BA3283	0.0348024068954301	13.244739067854304
BA3285	0.1070092697999674	18.274108224727968
BA3286	0.0570824524312896	21.5242460694196
BA3289	0.0417954138884371	7.767063908022992
BA3290	0.0767604488534721	21.56701398135768
BA3293	0.0679785330948121	12.117095622880218
BA3295	0.075947308505448	23.48565248151511
BA3296	0.0839160839160839	24.42298407598901
BA3297	0.0860302488209465	21.84912322399916
BA3299	0.0364286875914782	5.566073372291038
BA3300	0.0591966173361522	15.045410908059058
BA3302	0.0961131891364449	24.14214022489124
BA3305	0.0481379086030248	14.839231963467498
BA3306	0.0359408033826638	6.22554661360439
BA3308	0.0616360383802244	16.880213880096004
BA3310	0.0390307367051553	12.644385149557817
BA3311	0.0902585786306716	45.325829313305405
BA3312	0.0735078874613758	17.23649711449169
BA3315	0.0504147015774922	19.5577639128795
BA3317	0.0583834769881281	13.276454321232766
BA3318	0.0338266384778012	21.70645504760444
BA3319	0.0697674418604651	21.91172418555096
BA3322	0.0458611156285574	13.443671689832012
BA3324	0.0941616523011871	45.949117496090686
BA3325	0.0338266384778012	7.989746541997922
BA3326	0.0247194665799316	19.214826556408106
BA3328	0.0704179541388843	18.787279305128443
BA3329	0.0533420068303789	3.137668280496351
BA3332	0.0596845015449666	5.996874259540605
BA3333	0.0496015612294682	16.323724936222863
BA3334	0.0474873963246056	4.984224370737741
BA3335	0.0455358594893478	6.081213948273729
BA3339	0.0546430313872174	16.47396662025137
BA3341	0.0655391120507399	5.019378190859135
