	ABL1	MSH2
BA3297	0.029592645998558	0.047805510534846
BA3299	0.0119646719538572	0.0053257698541329
BA3300	0.0211211247296323	0.0481134521880064
BA3302	0.0303640951694304	0.0974651539708265
BA3305	0.0147007930785868	0.0181004862236628
BA3306	0.0206741167988464	0.0189270664505672
BA3308	0.0207624369142033	0.0285640194489465
BA3310	0.0220061283345349	0.0286094003241491
BA3311	0.0114113193943763	0.0248881685575364
BA3312	0.0251261715933669	0.0918314424635332
BA3315	0.0143006488824801	0.0417893030794165
BA3317	0.0217303532804614	0.060158833063209
BA3318	0.0297746935832732	0.0141880064829821
BA3319	0.0158723864455659	0.0230696920583468
BA3322	0.0114095169430425	0.0293452188006482
BA3324	0.0199585436193222	0.0618800648298217
BA3325	0.008613914924297	0.0141231766612641
BA3326	0.0136049026676279	0.0096077795786061
BA3328	0.0238320115356885	0.0387001620745542
BA3329	0.0240699351117519	0.0289173419773095
BA3332	0.0214257390050468	0.0592188006482982
BA3333	0.0258345349675558	0.0311799027552674
BA3334	0.0063284066330209	0.005643435980551
BA3335	0.0219340302811824	0.0148427876823338
BA3339	0.0081434751261715	0.0316175040518638
BA3341	0.0315843547224224	0.0052058346839546
BA3345	0.0086535688536409	0.0062917341977309
BA3347	0.0091204037490987	0.005967585089141
BA3351	0.02288752703677	0.056353322528363
BA3352	0.0120475847152126	0.0225348460291734
BA3353	0.0246917808219178	0.0640032414910859
BA3357	0.0200486661860129	0.0522042139384116
BA3362	0.0155894015861571	0.0485348460291734
BA3367	0.0081957462148521	0.0204570502431118
BA3369	0.0196160778658976	0.0508622366288492
BA3371	0.0122458543619322	0.0110210696920583
BA3373	0.0306218457101658	0.1041523500810372
BA3374	0.0103550829127613	0.0225672609400324
BA3375	0.0152433309300648	0.0289886547811993
BA3376	0.0162545061283345	0.043063209076175
BA3379	0.0181542898341744	0.0528557536466774
BA3380	0.0142591925018024	0.0179481361426256
BA3381	0.0167501802451333	0.0749303079416531
BA3384	0.0072999279019466	0.0368200972447325
BA3385	0.0116690699351117	0.032965964343598
BA3386	0.0239509733237202	0.0734165316045381
BA3388	0.0093096611391492	0.0120356564019448
BA3390	0.0079866618601297	0.0074521880064829
BA3394	0.0117916366258111	0.0537374392220421
BA3395	0.0144935111751982	0.0278119935170178
BA3397	0.0168493150684931	0.0598022690437601
BA3399	0.0047422494592646	0.0043306320907617
BA3400	0.0321106705118961	0.0158930307941653
BA3403	0.0235742609949531	0.0430923824959481
BA3405	0.0131092285508291	0.0104667747163695
BA3406	0.0152865897620764	0.0227682333873581
BA3407	0.0167718096611391	0.0147876823338735
BA3408	0.0113987022350396	0.0050437601296596
BA3410	0.015310021629416	0.0145996758508914
BA3411	0.0167411679884643	0.0374716369529983
BA3412	0.0209841384282624	0.0572123176661264
BA3413	0.0226099495313626	0.0384473257698541
BA3415	0.0468709444844989	0.1139189627228525
BA3416	0.0243979812545061	0.0491183144246353
BA3417	0.0155136986301369	0.0338897893030794
BA3418	0.0136211247296322	0.0069432739059967
BA3421	0.0068943763518385	0.0049951377633711
BA3422	0.025726387887527	0.0243824959481361
BA3423	0.0239113193943763	0.0160648298217179
BA3427	0.0089401586157173	0.0282139384116693
BA3430	0.0045998558038932	0.0057244732576985
BA3431	0.0114131218457101	0.0025769854132901
BA3433	0.0253460706560922	0.0136304700162074
BA3434	0.0106434751261715	0.0419999999999999
BA3435	0.0162527036770007	0.0383889789303079
BA3436	0.0194935111751982	0.043902755267423
BA3438	0.026249098774333	0.0287585089141004
BA3445	0.0117375630857966	0.0255980551053484
BA3446	0.0113987022350396	0.0222722852512155
BA3447	0.0030984138428262	0.0085251215559157
BA3448	0.0086860129776496	0.0351118314424635
BA3449	0.0130155010814708	0.049192868719611
BA3450	0.0171034607065609	0.0145964343598055
BA3451	0.0128244412400865	0.0197698541329011
BA3452	0.0115663302090843	0.0140648298217179
BA3453	0.0135562364816149	0.0105964343598055
BA3454	0.0264077144917087	0.0998897893030794
