	ABL1	MSH2
BA2620	0.0146971881759192	0.0250372771474878
BA2621	0.009030281182408	0.011740680713128
BA2622	0.0153731074260994	0.018998379254457
BA2623	0.0129217736121124	0.0475105348460291
BA2629	0.0102992069214131	0.0267747163695299
BA2631	0.0144736842105263	0.0302917341977309
BA2634	0.0064221341023792	0.0083662884927066
BA2636	0.008720259552992	0.0116920583468395
BA2639	0.0137959625090122	0.0432641815235008
BA2644	0.0111986301369863	0.0172771474878444
BA2645	0.0217844268204758	0.0050664505672609
BA2646	0.0225540735400144	0.0375040518638573
BA2649	0.0211121124729632	0.0378444084278768
BA2651	0.007761355443403	0.0076693679092382
BA2653	0.0130948089401586	0.0197828200972447
BA2655	0.0299783705839942	0.0986515397082657
BA2656	0.0079307858687815	0.0073322528363047
BA2657	0.0115537130497476	0.0229367909238249
BA2658	0.0126622206200432	0.01535170178282
BA2659	0.0140519105984138	0.0212739059967585
BA2660	0.0080857966834895	0.0165056726094003
BA2662	0.0143330930064888	0.0293322528363047
BA2663	0.0116925018024513	0.0086709886547811
BA2667	0.0136445565969718	0.023546191247974
BA2670	0.0059354722422494	0.0067520259319286
BA2674	0.0104379956741167	0.0219416531604538
BA2675	0.0151568132660418	0.0340972447325769
BA2676	0.0147981254506128	0.0243630470016207
BA2677	0.0095962509012256	0.0189238249594813
BA2681	0.0056380677721701	0.0317471636952998
BA2682	0.012732516222062	0.0137017828200972
BA2685	0.0221935832732516	0.0190664505672609
BA2688	0.0081380677721701	0.0055656401944894
BA2691	0.0082858687815428	0.0133776337115072
BA2694	0.0088482335976928	0.0063435980551053
BA2695	0.0070007209805335	0.001290113452188
BA2697	0.0056218457101658	0.0037893030794165
BA2701	0.009388968997837	0.0047844408427876
BA2704	0.0232498197548666	0.0398184764991896
BA2705	0.0289185291997116	0.0113063209076175
BA2707	0.0052000720980533	0.009095623987034
BA2709	0.008352559480894	0.0095299837925445
BA2712	0.0131182408074981	0.0156726094003241
BA2714	0.0148071377072819	0.032320907617504
BA2715	0.0302505407354001	0.0059124797406807
BA2718	0.0331092285508291	0.0468168557536466
BA2720	0.0045331651045421	0.0172155591572123
BA2721	0.0158417447728911	0.0244602917341977
BA2722	0.0155623648161499	0.0427455429497568
BA2723	0.0153586878154289	0.0096175040518638
BA2724	0.008516582552271	0.0037536466774716
BA2726	0.008866258111031	0.0073484602917341
BA2727	0.0105082912761355	0.0352220421393841
BA2728	0.0145583994232155	0.0281296596434359
BA2731	0.0071449170872386	0.0041977309562398
BA2733	0.006016582552271	0.0037828200972447
BA2735	0.0094772891131939	0.0239546191247974
BA2737	0.0095133381398702	0.0045056726094003
BA2742	0.0109138428262436	0.0216531604538087
BA2744	0.0048918529199711	0.0129205834683954
BA2746	0.0107534246575342	0.0113776337115072
BA2747	0.0102829848594087	0.0130178282009724
BA2748	0.0250684931506849	0.0597341977309562
BA2751	0.0057804614275414	0.0243435980551053
BA2756	0.015416366258111	0.007805510534846
BA2758	0.0097909156452775	0.0087682333873581
BA2760	0.0199783705839942	0.0166969205834683
BA2762	0.0134895457822638	0.0107423014586709
BA2764	0.0110994953136265	0.0176726094003241
BA2765	0.0068673395818312	0.0160518638573743
BA2769	0.0132498197548666	0.0085542949756888
BA2772	0.0075180245133381	0.0083176661264181
BA2775	0.0131074260994953	0.0310048622366288
BA2776	0.0300306416726748	0.0559643435980551
BA2778	0.0114708002883922	0.0065996758508914
BA2782	0.0080569574621485	0.0175429497568881
BA2786	0.0120547945205479	0.0236012965964343
BA2787	0.0031254506128334	0.0053322528363047
BA2789	0.026472602739726	0.0470534846029173
BA2791	0.0192880317231434	0.0106320907617504
BA2792	0.0083723864455659	0.020223662884927
BA2798	0.019176279740447	0.0130923824959481
BA2801	0.005706560922855	0.0074748784440842
BA2802	0.0085291997116077	0.0267909238249594
BA2804	0.0094412400865176	0.014158833063209
BA2806	0.0151315789473684	0.0147487844408427
BA2808	0.006452775775054	0.0097439222042139
