	CBL	ASXL1
BA2132	5.79603390583248	6.02077165309049
BA2618	5.94473215258657	5.57784205345213
BA2521	6.20356343645269	5.71669470584693
BA2846	6.10234706288177	5.99605530428902
BA2885	6.90096747490557	5.46663574912202
BA2639	6.66232694076894	5.92274484517742
BA2775	5.99929451210714	5.92513526908082
BA2402	6.28908084563445	6.05529649425473
BA2097	5.96823920514463	6.12261931153674
BA2786	7.01271335596315	5.69683059962592
BA2399	5.38622445069567	5.95848988053113
BA2850	5.21397119518206	5.89400600049609
BA2174	6.32959875231621	5.69295647546023
BA2004	7.02125424605895	6.02412758639857
BA3001	6.28823715765654	6.19521896796153
BA2311	6.86903485569995	5.72290783455204
BA2483	6.42189529871828	5.66740335166233
BA3040	5.51092026987085	6.40264148496757
BA2837	6.34322095252985	5.75987481048265
BA2724	6.03193635166747	5.7171416432858
BA2911	6.25896920678185	6.04856537740908
BA2256	5.72137751467021	5.80732189831465
BA2821	6.40454724548096	5.93038956442244
BA2233	6.14026668002857	6.24100946664766
BA2744	5.47763005492427	6.04154865344481
BA2880	6.89839628157059	5.68986590376939
BA2621	7.00924527251429	5.84710176754198
BA3002	7.00490622738367	5.53462725078282
BA2501	6.06345159600226	6.06036727608855
BA2993	5.78501009572694	5.74510782456024
BA2301	6.46528423305325	5.91953516934334
BA2852	5.0417365543682	6.69247942029726
BA2133	5.7683712705426	6.57670086749662
BA2866	6.0158165147387	6.26561634633026
BA2212	5.69796250727745	6.1180523945273
BA2685	4.69855961142677	6.60106588860888
BA2273	5.06174326636484	6.36276922003241
BA2477	6.32868471625961	6.05488922575061
BA2659	6.44710159988793	5.70032456019922
BA2124	5.85893495391356	6.19874995357892
BA2363	6.38694021270264	5.74665789517333
BA2369	6.17121351437265	6.16992972400798
BA2534	6.14325138176865	6.10105446354612
BA2400	5.65448355973944	6.25896920678185
BA2762	5.67849879072138	5.78815697396801
BA2312	6.16092602046833	5.87096179619199
BA2813	5.44354227055874	5.84669771952697
BA2211	5.55025760092161	6.40122033716978
BA2171	5.88127605322844	6.24592732813786
BA2746	6.85962983110872	5.57675252591336
BA2798	5.53239656043462	6.37079667059363
BA2809	6.32959875231621	6.15101372135618
BA2288	5.0487198592787	6.54255345963774
BA2801	6.33691799113473	5.7857780349214
BA3030	6.82851443258156	5.77649310558936
BA2588	6.11633596300958	6.13597197195766
BA2296	6.50248754607679	6.07479305709891
BA2300	7.69666948274062	5.90968137145394
BA2903	6.92432887364054	5.30561743364852
BA2473	4.92698857880871	6.46136172333021
BA2545	6.88232132236019	5.78039940452266
BA2840	3.82818188872895	6.16651995068436
BA2528	6.33826437905032	6.04021038079235
BA2646	6.16309999506727	6.12593955851946
BA3407	5.81916047874321	6.23533588980149
BA2240	6.2886543814572	5.77728199716427
BA2926	5.88368970993683	5.87260128091849
BA2272	6.27468820513848	5.64203067730003
BA2306	7.15327818681819	5.86210066626784
BA2765	8.45696872743274	5.58345571866186
BA2904	6.3811905938473	5.85182499561048
BA2883	6.36982886713941	6.6100656847185
BA2726	6.97383568837724	5.55133978188627
BA2234	6.45198017318936	5.5977589538239
BA2022	6.06387711588008	6.13165710493441
BA2228	5.94263228316548	6.33600766569699
BA2037	6.14149524736616	6.36182238595201
BA2184	6.30187774864901	6.3144421792923
BA3009	5.95076318092024	6.36695225743452
BA2842	6.00051445317703	5.82697757198733
BA2442	6.34145730932297	5.96345262806037
BA2882	6.93292476022611	5.59137657391383
BA2758	6.801788717217	6.07520173413689
BA2705	6.1821095995856	5.97648507555777
BA2663	6.49555684686711	5.73552904725917
BA2570	6.62413100331839	6.45599883472476
BA2764	5.59289705404599	6.09808877325888
BA2209	6.48952236006017	7.36435791540221
BA2989	6.08966256500214	6.63915578339387
BA2855	6.48756519390035	6.0515207109664
BA2261	5.78856545869923	6.09174069183038
BA2721	6.89058644352535	5.50315192004078
BA2930	6.9462008471637	5.81482124558208
BA2728	6.94358580230343	5.96823920514463
BA2715	5.86298515288613	6.70193954968785
BA2469	6.49555684686711	5.80971219847918
BA2269	5.98792432171399	5.63974092739285
BA2098	6.13984081619634	5.91084110589567
BA2778	6.43289690445385	5.30422441487673
BA2951	6.1821095995856	5.98747577885065
BA2163	6.3548930381601	5.98792432171399
BA2379	6.40170617544637	6.12991458455326
BA2817	6.25854276374572	6.85707363149716
BA3153	5.48092950225755	6.44995385247277
BA2820	6.89180239315318	5.48685812816546
BA2723	6.22989744594561	6.21316864027758
BA2704	6.08923274175156	6.41753927442656
BA2088	5.42530018626189	6.45847746962255
BA2116	6.56633757408764	6.4369045674542
BA2584	6.87150487669772	5.86781157381666
BA3079	6.32779672565029	6.25311199468293
BA2417	6.14800492227439	6.20227272504612
BA2361	6.39979504855395	6.2445717796939
BA2450	6.04525873101195	6.05529649425473
BA2492	6.48120572889895	5.64878460317562
BA2552	5.40185770956234	6.07349886728139
BA2472	5.30886708091399	5.89840678151491
BA2994	5.80340144842646	5.74740223582238
BA2047	6.03024497150621	6.17989946486144
BA2101	6.07138778077856	6.59148541753236
BA2082	5.64618047026692	5.96264354381231
BA2879	5.81242563536261	6.25896920678185
BA2577	5.76526823165432	6.2877927663973
BA2456	6.37358566074055	6.30418081628279
BA2175	5.1280622240178	6.19776851107361
BA2824	5.97812067314416	6.01215704616716
BA2507	6.15608719552673	5.96987848742324
BA2563	6.07391847012236	5.93293802015649
BA2244	6.63707820351379	5.43952524273383
BA2470	6.47715255483626	5.95848988053113
BA2984	6.13165710493441	6.19120375825818
BA2414	6.0506842235686	5.83483518369012
BA2697	6.89441914208329	5.60656322510578
BA2079	6.64742815938269	5.22500574588553
BA2999	6.14067117674287	6.00093229876932
BA2644	6.28997086497795	5.51382815263466
BA2011	5.41501101930325	5.65258967329686
BA2217	6.00599295147661	6.19822146547957
BA2454	6.56170699951925	5.96063563466876
BA2776	5.89003355654074	6.1281715906941
BA2218	5.29910819649826	6.31205444786469
BA2135	5.47763005492427	6.32267289165303
BA2914	6.79754404909056	5.54431492495241
BA2500	6.19345543409726	5.82392380814807
BA2830	6.01125817232664	5.9361114629243
BA2406	6.38550593619779	5.85542200416075
BA3108	6.20740227072508	6.39073862378253
BA2924	6.22067774239525	5.65411500641845
BA2303	6.82430487390793	5.6147813580075
BA2160	6.28373604828764	6.0765385205626
BA2038	5.616270357549	6.43095537419459
BA2602	5.45966163922215	6.26033254809805
BA2964	6.52938873500607	6.42858727965842
BA2898	6.6952290990594	6.05488922575061
BA3003	6.79520689964912	6.10323904488586
BA2111	6.48902852435197	5.89241706426442
BA2827	6.47426873472503	6.00881830211778
BA2912	6.65242333740906	6.4338606092369
BA2437	6.24365480544028	6.11847233502019
BA2283	6.57974013566299	6.05279557201734
BA2057	6.50200644713267	6.13853683580785
BA2633	6.36555750928785	6.26972531039322
BA3034	6.81811142246577	6.1368245443414
BA2607	6.0844698592588	5.98996157877142
BA2761	6.36086030376613	6.20964310204874
BA2795	6.40503611780804	6.07098245209084
BA2182	6.73745939965324	6.26604717378172
BA2152	6.68810200399149	6.00800870736247
BA2381	5.91320591729895	6.08362235286883
BA2931	6.47182200391892	6.18549348202673
BA2040	6.09808877325888	5.99072677808467
BA2590	6.2877927663973	6.00638246473167
BA3195	6.54822006852651	6.43590316276273
BA2516	6.82908216215166	5.94757169388019
BA2353	6.67112647924208	6.15311168314809
BA3036	6.29962436721057	5.90396043152694
BA2971	6.00051445317703	5.97890641593254
BA3410	6.1725191860544	5.90720734250747
BA3118	6.33235435623274	5.8446879817315
BA3206	6.77775850085893	6.29871693912713
BA3202	4.98055399385871	6.48705929163371
BA3217	5.99929451210714	5.46410131409376
BA3405	6.98821538280907	5.6705066725732
BA3306	5.49289037233673	5.86781157381666
BA3371	5.98428829955698	6.26385719339892
BA3413	5.77884237694475	6.16479221189801
BA3411	6.6441169206914	5.81726345497192
BA3133	6.43046914091516	6.20398896796611
BA3164	6.14889515620208	6.19438001519865
BA3451	7.1045805500083	5.46734103839207
BA3286	6.63170598568284	5.6864679763228
BA3212	3.29595206047076	6.91733301258099
BA3103	5.82781183106441	5.83256616777847
BA3271	6.67231936736834	5.84826511265661
BA3152	6.7270321335196	5.99520828398439
BA3095	6.38599164256093	6.10408615184211
BA3192	5.83800900717186	6.04647904010288
BA3251	6.34367856158157	5.76568700898176
BA3362	7.07770710445007	5.84669771952697
BA3400	5.42383455525135	6.31492475633183
BA3135	5.76293182295601	5.96141985766576
BA3408	5.88798351527577	6.98137959105818
BA3187	6.34099882607851	6.0756397245943
BA3098	7.62320575204897	5.7225158734594
BA3435	7.02125424605895	6.18251802139279
BA3261	5.8546289142141	6.07182186589842
BA3203	4.92875656907511	5.78459303638823
BA3174	6.5518017021576	6.0840496796786
BA3317	6.39359148087619	6.1058059803294
BA3299	5.78229337378321	6.01867856463796
BA3221	6.63008743018599	5.87965665517008
BA3347	6.47182200391892	5.75302384911337
BA3235	6.88932432366148	5.23710808006626
BA3126	6.90032088066256	5.32164044187742
BA3380	5.95439094102815	5.65522675909671
BA3089	6.22761949631351	6.021192542846
BA3109	6.51402356062823	5.94431286144935
BA3114	5.8649508957416	6.17641644366945
BA3418	6.44275689894875	6.51302546929391
BA3245	5.32810180055979	6.22284672145603
BA3085	6.36039084913799	6.12947427780454
BA3128	5.87015044982701	5.89203625853857
BA3423	5.64240286737973	6.44756726036546
BA3173	6.12342757436463	6.20825574796756
BA3171	7.11072300969941	6.14934626765103
BA3277	5.44717957482301	6.55285609284704
BA3210	6.17379906817959	6.81145766315316
BA3157	6.13941173642868	5.96505632745959
BA3433	5.30199591850581	6.25091484872834
BA3322	6.41897137635364	6.46633469347968
BA3374	7.34082017175962	5.44790183156178
BA3450	6.43046914091516	6.41555515164963
BA3167	6.35260588947101	5.84710176754198
BA3269	6.15921420802907	6.10538403903875
BA3110	5.51015899119849	6.57095981156775
BA3156	4.54878748959104	6.56583781452914
BA3226	6.19521896796153	6.11633596300958
BA3421	6.36695225743452	5.99807250561422
BA3232	6.27064006981264	5.93534312096623
BA3289	6.35306835134338	5.9931420196416
BA3430	6.75251712721233	5.95983280142242
BA3145	6.47329372187665	6.3249851051031
BA3399	5.86901047120639	6.02456199069166
BA3449	5.64956635618765	6.21363363803942
BA3384	6.68423874907307	5.81161565339235
BA3427	6.54204262926234	6.16391479568772
BA3163	7.25976697827341	5.68268021308212
BA3158	6.59895239127683	6.19438001519865
BA3436	6.04113685727626	6.436391484782
BA3154	6.54204262926234	6.21013178100069
BA3162	6.58673582096521	5.98343537244457
BA3352	6.08318959151969	6.25896920678185
BA3084	6.39551228028091	5.77331420543403
BA3149	6.60315866621686	6.18507158781402
BA3169	6.40217435211346	5.79282325358751
BA3180	6.37454386361439	6.03363601462633
BA3255	6.44128835620157	5.78933652729381
BA3438	9.21888429779212	5.11638292117158
BA3345	6.2290430058542	6.11294027816034
BA3403	7.11661408634118	5.42893594031004
BA3431	6.82369230677028	5.6098838682387
BA3181	6.44078936377997	5.7664756489083
BA3341	5.12596382526423	6.15101372135618
BA3191	6.68593691853273	5.55999957718043
BA3197	6.64072538795855	6.16141096550525
BA3448	6.10829331712153	6.19345543409726
BA3453	5.68455719692803	6.14547247746584
BA3406	6.31539551726359	6.08028059153902
BA3308	6.62086223855277	6.30050208589508
BA3186	5.43585497001994	6.57720688521491
BA3334	5.60617377123055	6.32314377198831
BA3447	4.71824544190638	6.22157033382946
BA3116	5.69838933100617	5.58682786591739
BA3280	5.5116799396294	6.16609369248211
BA3185	5.68910215065219	6.48952236006017
BA3094	7.48695721637732	5.17950354207122
BA3318	6.50446999422617	5.78115226086829
BA3216	5.54988252588324	5.91874058491338
BA3332	4.76286314942469	6.49799553338119
BA3214	5.87890505700567	6.32126637219132
BA3099	6.3129901827468	6.00599295147661
BA3141	5.93777047922961	6.25265344537738
BA3373	6.15101372135618	6.36326165874901
BA3319	6.67112647924208	5.56112145786682
BA3328	6.68355614720783	5.91554817043997
BA3339	6.52020957672534	6.65737778697747
BA3240	6.40785243829132	6.35713479831954
BA3142	6.41510646424492	6.55965463360655
BA3333	5.89918966262517	6.17121351437265
BA3381	6.8036454676491	5.76488394506669
BA3290	6.54150806703429	5.85694980213458
BA3207	6.25807759133934	5.47615849761807
BA3296	6.87337102503918	5.71553086944073
BA3305	6.73637438056	5.93982972127244
BA3434	6.86209164981008	5.99685177199163
BA3189	6.53347844553203	5.83756838624294
BA3264	6.26836425592886	6.25445222164076
BA3329	4.35610894196015	6.6100656847185
BA3417	6.11593110685268	6.11971599118053
BA3367	6.67502657403681	5.50055254025843
BA3225	6.52170608095191	5.48685812816546
BA3183	6.27289277243206	6.0311101011047
BA3222	7.26938021173089	5.67963455085071
BA3139	5.79678897670541	6.01784200578308
BA3397	6.78739149461742	6.3811905938473
BA3311	7.50647222464875	5.53130217583918
BA3422	5.48358277984793	6.21316864027758
BA3228	6.61484329859941	5.94021025458643
BA3213	6.51154576024005	5.63359431703311
BA3270	6.57456923029337	5.79603390583248
BA3415	6.13808979720021	6.00921196587346
BA3324	7.63041516939983	6.08362235286883
BA3194	6.70531293865616	6.22157033382946
BA3335	5.11991931002217	6.04856537740908
BA3199	6.01005588113279	6.12904074966952
BA3326	6.85962983110872	5.56256719374486
BA3285	6.02857515716086	6.12385981288499
BA3297	6.70531293865616	6.04856537740908
BA3227	6.24726489639171	6.34322095252985
BA3394	6.50854787129231	5.78541513449237
BA3412	7.26238233832031	5.74090562795813
BA3293	5.74782936628199	6.20356343645269
BA3250	6.71095851013656	5.89003355654074
BA3177	6.22329037773919	5.72441309220803
BA3315	6.76476869070353	6.59785150913547
BA3182	6.82734034498185	5.74822587560422
BA3260	6.97794904447586	5.79243605583809
BA3369	6.59622051144561	5.70566190016674
BA3078	6.14846279197281	5.92875292821339
BA3386	5.1280622240178	6.05025616147561
BA3445	5.80853079818309	5.91835525147628
BA3452	6.73745939965324	6.06680993243889
BA3176	6.23342882640082	6.2751197185023
BA3258	6.75018333539215	5.67546263774049
