	ABL1	WRN
BA3171	0.0217898341744772	2.52472380751602
BA3173	0.0176514059120403	1.273261179284615
BA3174	0.0074242970439798	1.5376274638900602
BA3175	0.0070782263878875	1.0361443565242523
BA3176	0.0175648882480173	4.644811257424362
BA3177	0.0181578947368421	5.541229045464224
BA3178	0.018866258111031	3.1054564237459354
BA3180	0.0314023071377072	12.30074536648027
BA3181	0.0079632299927901	1.3629994527088585
BA3182	0.0166888968997837	2.704142345080648
BA3183	0.0248089401586157	2.8350603397580003
BA3185	0.0126496034607065	5.847547533912079
BA3186	0.0253749098774333	8.723763418267474
BA3187	0.0107930785868781	1.892965192533416
BA3189	0.0150558759913482	2.9944815979270327
BA3190	0.0103731074260994	1.2547147715270468
BA3191	0.0097116077865897	1.2998523777384354
BA3192	0.016888968997837	3.5091182032564463
BA3194	0.0324909877433309	3.9464238141429857
BA3195	0.0149477289113193	2.859700050907696
BA3197	0.0242429704397981	5.329631879371487
BA3199	0.025270367700072	5.297049892658325
BA3200	0.0230785868781542	5.03338425444253
BA3202	0.0192880317231434	5.018781599113698
BA3203	0.0158597692862292	2.8897608811665023
BA3206	0.0162743330930064	4.657436338414726
BA3207	0.0133020908435472	2.08880716703535
BA3208	0.0090915645277577	3.068761111838753
BA3210	0.0217123287671232	3.582581315707124
BA3211	0.0179812545061283	2.692445092642391
BA3212	0.0332281903388608	17.014022413894686
BA3213	0.0166149963950973	2.1045341039325045
BA3214	0.009592645998558	2.570459844188895
BA3216	0.0157137707281903	2.015864011808844
BA3217	0.0261878154289834	2.6875563912504425
BA3219	0.0107354001441961	2.4699795433186824
BA3221	0.0088698630136986	0.983939000871886
BA3222	0.0215771449170872	5.125473076853927
BA3225	0.0116240086517664	1.4655780685308513
BA3226	0.0166204037490987	4.776235014982121
BA3227	0.0285291997116077	5.0554604160229255
BA3228	0.0207173756308579	2.8809693195156503
BA3229	0.0180821917808219	5.540613104980001
BA3230	0.0169899062725306	2.39521133157829
BA3232	0.0152343186733958	2.9303810186042702
BA3234	0.0154217736121124	1.3497557769588406
BA3235	0.0098558038932948	0.6068279811792655
BA3237	0.013042537851478	2.5219450982994047
BA3240	0.0435886806056236	8.220294236914022
BA3242	0.0128731074260994	2.120929815275198
BA3243	0.0143330930064888	1.8958367669339533
BA3245	0.0212076423936553	6.9421959399399125
BA3249	0.0218637346791636	2.5519579287836205
BA3250	0.0191041816870944	2.709542367221453
BA3251	0.0130353280461427	2.380835185212097
BA3255	0.0108309300648882	3.639004115711525
BA3258	0.0105461427541456	2.12829592500282
BA3260	0.0103064167267483	1.8545017003330304
BA3261	0.0220511896178803	2.71510004294208
BA3264	0.029127613554434	5.909066808001801
BA3266	0.0226856524873828	4.196774079453059
BA3268	0.0360526315789473	11.563219646388378
BA3269	0.0187328767123287	7.250033625868891
BA3270	0.0144881038211968	2.37211477239304
BA3271	0.02060021629416	3.772905707941137
BA3273	0.0321178803172314	6.033088981330503
BA3275	0.028923936553713	3.2045171672642634
BA3277	0.0209318673395818	4.615338871103756
BA3280	0.020474044700793	3.344279336605524
BA3283	0.0126387887527036	1.8322003241443672
BA3285	0.0137274693583273	3.6156273352411006
BA3286	0.0178496755587599	5.101605189920349
BA3289	0.00443763518385	0.6624792751433168
BA3290	0.012072819033886	2.123774847764423
BA3293	0.0246773612112472	7.839397517947796
BA3295	0.0183255227108868	2.413863869511817
BA3296	0.0086697909156452	1.4498345854358283
BA3297	0.029592645998558	7.039276822996079
BA3299	0.0119646719538572	1.884711871010419
BA3300	0.0211211247296323	3.2043664648672885
BA3302	0.0303640951694304	6.283418731036109
BA3305	0.0147007930785868	2.1896816365722267
BA3306	0.0206741167988464	1.8119793015835792
BA3308	0.0207624369142033	3.056419478788613
BA3310	0.0220061283345349	4.185554798743858
BA3311	0.0114113193943763	2.235000813680556
BA3312	0.0251261715933669	4.095532920323281
BA3315	0.0143006488824801	5.303592781492822
