	CBL	STAG2
BA2277	16.15195717401304	0.0725321190437469
BA2280	37.578581140023616	0.0912343470483005
BA2281	9.504807167091256	0.0359408033826638
BA2282	12.640070042517063	0.0426085542364612
BA2286	10.43500776692435	0.0536672629695885
BA2288	3.721850123395836	0.0354529191738494
BA2292	1.4491758659169975	0.0400065051227841
BA2294	14.252684250026164	0.0391933647747601
BA2296	15.073110524019182	0.061961294519434
BA2300	43.697145219716205	0.0894454382826475
BA2301	14.756354609280905	0.0448853472109286
BA2302	4.037642545112396	0.0378923402179216
BA2304	11.925938141545572	0.0250447227191413
BA2306	22.02166886091065	0.0469995121157911
BA2308	12.248140182733364	0.031387217433729
BA2309	6.105516027157178	0.0398438770531793
BA2311	19.02601055355281	0.0343145226866157
BA2312	10.485788415717096	0.0419580419580419
BA2316	10.609886499446748	0.0307367051553098
BA2322	20.628699102906985	0.050577329647097
BA2325	13.172790173883522	0.023581070092698
BA2329	12.747749318478466	0.0302488209464953
BA2334	8.44353255392157	0.0221174174662546
BA2339	21.981711686826344	0.0391933647747601
BA2344	5.428014743825342	0.033176126199382
BA2347	8.232668571665798	0.0538298910391933
BA2348	5.024615123206675	0.017401203447715
BA2350	6.183250889243565	0.0234184420230931
BA2354	15.21181961641133	0.0603350138233859
BA2355	4.974070071366386	0.0790372418279395
BA2357	6.345009569140849	0.0222800455358594
BA2360	11.529329903334627	0.0411449016100178
BA2361	12.494974985156691	0.0365913156610831
BA2363	4.696402482293951	0.017401203447715
BA2369	11.311678349308684	0.0426085542364612
BA2374	14.644488919473918	0.063750203285087
BA2375	20.04675003979729	0.0609855261018051
BA2376	19.913753516398792	0.0434216945844852
BA2377	25.451869962604388	0.090746462839486
BA2379	12.3882946445059	0.0629370629370629
BA2385	8.830908118297671	0.0598471296145714
BA2386	9.54208114831771	0.0591966173361522
BA2387	12.031568683154743	0.0460237436981623
BA2394	27.256176745483867	0.0660269962595544
BA2399	5.389806268850193	0.0307367051553098
BA2400	13.01784421280019	0.0611481541714099
BA2402	12.126111168904568	0.050577329647097
BA2405	9.16576267524558	0.0169133192389006
BA2406	21.824008064903303	0.0312245893641242
BA2409	20.564391019303415	0.0452106033501382
BA2410	5.8322911946954274	0.0346397788258253
BA2412	19.11636341811321	0.0351276630346397
BA2413	10.659305746195134	0.0304114490161001
BA2414	22.366772034335035	0.0652138559115303
BA2415	12.686145993232802	0.0365913156610831
BA2417	9.518038506944333	0.0476500243942104
BA2418	5.992298772735698	0.0178890876565295
BA2420	9.881273991804528	0.0424459261668564
BA2421	18.1871341981308	0.0609855261018051
BA2423	11.624923536594178	0.023581070092698
BA2425	7.14328452160441	0.0367539437306879
BA2426	15.251280060317049	0.0305740770857049
BA2427	4.494091920117016	0.0248820946495365
BA2429	9.864449647062203	0.0583834769881281
BA2440	7.627689178834342	0.040982273540413
BA2441	52.264513307692425	0.094324280370792
BA2442	16.352236655937023	0.0466742559765815
BA2446	16.38923393734608	0.0367539437306879
BA2449	5.444737711661959	0.0681411611644169
BA2450	11.68808883554717	0.045373231419743
BA2452	7.686755575274143	0.0390307367051553
BA2454	33.955655979183106	0.0588713611969425
BA2455	12.246121972177686	0.0213042771182306
BA2456	10.882132231568333	0.038380224426736
BA2459	4.004268561676521	0.0372418279395023
BA2461	33.377813767623906	0.070743210278094
BA2463	5.35353146493377	0.0388681086355504
BA2464	8.87192071158626	0.0520409822735404
BA2469	14.03595211374083	0.0630996910066677
BA2470	24.05766177415062	0.042771182306066
BA2472	8.08228247708686	0.0458611156285574
BA2473	3.089640912983751	0.0565945682224751
BA2474	9.745074070855631	0.0320377297121483
BA2477	16.78971955829415	0.0683037892340217
BA2479	3.467453156120669	0.0260204911367702
BA2480	9.982956753840812	0.040982273540413
BA2481	4.287955432561501	0.0196779964221824
BA2482	16.89560400419463	0.0456984875589526
BA2483	17.62476702912814	0.0515530980647259
BA2485	5.921585830137893	0.0278093999024231
BA2488	10.823149189354096	0.0590339892665474
BA2489	3.2150456148346267	0.0196779964221824
BA2492	15.079483466122642	0.0535046348999837
BA2494	2.866964148655433	0.0361034314522686
BA2496	10.554755837729806	0.0271588876240039
BA2497	16.945677393808477	0.0294356805984712
BA2499	6.3716198181027215	0.0154496666124573
BA2500	36.2502414003366	0.090746462839486
BA2501	14.294526847652293	0.064563343633111
BA2502	17.128406070644864	0.0494389331598633
BA2505	11.938970174667231	0.0211416490486257
BA2507	20.32818796802433	0.0308993332249146
BA2510	9.527537004759903	0.0177264595869247
BA2511	2.859152474138896	0.0175638315173198
BA2512	42.82440363911197	0.070743210278094
BA2514	3.6305943840998856	0.0276467718328183
BA2515	2.8864758435326974	0.0297609367376809
BA2520	5.22683379819077	0.0138233859164091
BA2521	17.371489353225776	0.0606602699625955
BA2523	9.787709547512131	0.0346397788258253
BA2524	6.72340355530515	0.0299235648072857
BA2525	5.361211502893784	0.0369165718002927
BA2526	8.89758865268975	0.0315498455033338
BA2528	14.094416620293064	0.0237436981623028
BA2532	8.627882939943326	0.0647259717027158
BA2534	13.23249485183546	0.0528541226215644
BA2538	11.92734593308858	0.0219547893966498
BA2539	16.46191526716471	0.061961294519434
BA2540	11.51378534338016	0.0273215156936087
BA2541	9.253713147221127	0.0356155472434542
BA2545	23.299635354856832	0.0630996910066677
BA2546	13.595112901930142	0.0403317612619938
BA2552	9.946257856738274	0.049764189299073
BA2559	2.9812349405382217	0.0626118067978533
BA2561	3.2110963197322078	0.017401203447715
BA2563	17.09980873057497	0.0413075296796227
BA2564	11.738679235924256	0.0312245893641242
BA2567	4.530200027570848	0.0359408033826638
BA2570	14.406957329876292	0.0712310944869084
BA2575	7.358869738671234	0.0294356805984712
BA2577	8.01856892654027	0.0458611156285574
BA2579	12.749708158663022	0.0572450805008944
BA2583	7.237888011403356	0.0234184420230931
BA2584	18.9560317280668	0.033176126199382
BA2587	32.33150362194728	0.0671653927467881
BA2588	10.50242819085216	0.0484631647422345
BA2589	6.003245642037248	0.0538298910391933
BA2592	5.616510835589373	0.0483005366726296
BA2593	0.1857220620101992	0.0188648560741584
BA2594	11.10506538371518	0.0404943893315986
BA2595	7.29002229288259	0.0308993332249146
BA2597	1.3910589618938278	0.0323629858513579
BA2600	13.37792924792148	0.0292730525288664
BA2603	11.397329771735064	0.0548056594568222
BA2618	11.425784729666956	0.0248820946495365
BA2619	13.707515958307264	0.0577329647097088
BA2620	9.633652642299827	0.0512278419255163
BA2621	19.520111622843423	0.0320377297121483
BA2622	19.32730608797746	0.0499268173686778
BA2623	18.820969773535595	0.0678159050252073
BA2629	11.542687507137597	0.0406570174012034
BA2631	9.71205255816463	0.0429338103756708
BA2634	13.75294994530806	0.0193527402829728
BA2636	9.053248067937105	0.0352902911042445
BA2639	16.38266071657236	0.0554561717352415
BA2644	23.390285094200667	0.0502520735078874
BA2645	4.706976120175909	0.0281346560416327
BA2646	15.8787561690701	0.0738331436005854
BA2649	9.023797798632572	0.0432590665148804
BA2651	5.365742435202348	0.0372418279395023
BA2653	4.020409574581047	0.0322003577817531
BA2655	10.2586182221325	0.0917222312571149
BA2656	8.10829536151017	0.0161001788908765
BA2657	13.00063877187866	0.0463489998373719
BA2658	28.0539591955123	0.0603350138233859
BA2659	14.189267606579264	0.0583834769881281
BA2660	9.203384459075332	0.0295983086680761
BA2662	18.75992765191653	0.0447227191413237
BA2663	14.847376379374728	0.0411449016100178
BA2667	11.285420025348888	0.0463489998373719
BA2670	14.532586685512346	0.0652138559115303
BA2674	18.83712024181316	0.0617986664498292
BA2675	8.288955534370313	0.0473247682550008
BA2676	12.260258375380907	0.040169133192389
BA2677	12.05004731661908	0.0322003577817531
BA2681	2.704375712957959	0.0361034314522686
BA2682	12.559893344441884	0.0180517157261343
BA2685	4.314722294272165	0.0640754594242966
BA2688	5.079587308965343	0.038380224426736
BA2691	15.562773093796157	0.0426085542364612
BA2694	5.264611870236196	0.0247194665799316
BA2695	29.620195104188912	0.042771182306066
BA2697	26.565891028134168	0.0325256139209627
BA2701	10.396751072738455	0.0177264595869247
BA2704	7.902936701070375	0.0408196454708082
BA2705	18.948453715406547	0.0513904699951211
BA2707	18.692264295981424	0.0365913156610831
BA2709	6.696363941242483	0.0203285087006017
BA2712	12.342861176182456	0.021792161327045
BA2714	15.504892926829882	0.0509025857863067
BA2715	7.7205940285306225	0.0295983086680761
BA2718	11.051239866579367	0.0491136770206537
BA2720	2.185426328450402	0.0416327858188323
BA2721	34.16834314534894	0.0634249471458773
BA2722	24.099790181227352	0.0559440559440559
BA2723	12.677982016816696	0.0650512278419255
BA2724	6.585843008663649	0.0213042771182306
BA2726	23.576424604651525	0.0265083753455846
BA2727	12.282734059682404	0.0469995121157911
BA2728	24.013406435178577	0.0661896243291592
BA2731	9.703726003842538	0.0152870385428524
BA2733	4.406353899120359	0.0247194665799316
BA2735	8.737294850346899	0.0326882419905675
BA2737	12.597199827121376	0.0258578630671653
BA2742	12.68893226862999	0.0562693120832655
BA2744	2.3420454361233363	0.0131728736379899
BA2746	19.387376192440616	0.0359408033826638
BA2747	6.878067055979955	0.0226053016750691
BA2748	7.524865940501618	0.0484631647422345
BA2751	9.593469385311394	0.0460237436981623
BA2756	3.6884191341199744	0.0325256139209627
BA2758	19.773861121216136	0.0411449016100178
BA2760	17.553567475040502	0.0551309155960318
BA2762	8.483715823582923	0.0292730525288664
BA2764	5.384269080892358	0.0564319401528703
BA2765	48.70176522283881	0.0668401366075784
BA2769	16.551916032560825	0.0305740770857049
BA2772	4.086426052783343	0.0286225402504472
BA2775	11.711041887467228	0.0439095787932997
BA2776	21.74182464406332	0.0639128313546918
BA2778	13.181899269966712	0.0304114490161001
BA2782	20.35318546039668	0.0487884208814441
BA2786	34.32666456485344	0.0307367051553098
BA2787	12.728472466745982	0.0400065051227841
BA2789	12.15296987969034	0.0484631647422345
BA2791	4.157377331472257	0.0404943893315986
BA2792	7.945944528823951	0.0320377297121483
BA2798	6.16796233879165	0.0413075296796227
BA2801	10.530146547841069	0.035778175313059
BA2802	13.7844639994957	0.0417954138884371
BA2804	7.432435877742935	0.0258578630671653
BA2806	5.198326562409379	0.0255326069279557
BA2808	10.331626092453904	0.0282972841112375
BA2809	15.367930725637246	0.064563343633111
BA2811	10.385527883897142	0.0388681086355504
BA2812	11.38827393559281	0.0219547893966498
BA2813	3.574804812737076	0.0227679297446739
BA2814	18.89279871645271	0.0263457472759798
BA2816	6.089592597622625	0.0239063262319076
BA2817	12.18366638641398	0.0483005366726296
BA2820	27.360235836889427	0.0510652138559115
BA2821	23.165516623985244	0.078549357619125
BA2822	15.116313352165829	0.0450479752805334
BA2824	19.384867700153134	0.0486257928118393
BA2828	10.68731749583375	0.026996259554399
BA2829	29.491561304585968	0.0787119856887298
BA2830	15.495815362518988	0.0274841437632135
BA2832	18.98328535210492	0.0419580419580419
BA2836	7.1300851189646455	0.0172385753781102
BA2837	12.259887411811098	0.0370791998698975
BA2839	5.740623253591938	0.0536672629695885
BA2840	2.051846768920507	0.0541551471784029
BA2841	1.984763113583061	0.0406570174012034
BA2842	8.099561711753601	0.0458611156285574
BA2843	7.975582721842838	0.0227679297446739
BA2844	3.5501711409262406	0.0268336314847942
BA2846	10.988582562913264	0.0348024068954301
BA2850	8.80121627499627	0.0299235648072857
BA2851	33.053734174631344	0.0866807610993657
BA2852	3.5866998574210625	0.0369165718002927
BA2855	12.29547234158537	0.0587087331273377
BA2856	7.466729743408637	0.0500894454382826
BA2858	5.667800743281053	0.0351276630346397
BA2860	6.151766078213564	0.0302488209464953
BA2861	11.767533327844465	0.0344771507562205
BA2865	6.37806970753958	0.0377297121483168
BA2866	9.840034863491558	0.0361034314522686
BA2867	14.282888900141486	0.0590339892665474
BA2868	8.498246592343898	0.035778175313059
BA2870	12.194491011975186	0.010408196454708
BA2871	8.812987348879075	0.0450479752805334
BA2872	11.688317910310488	0.0548056594568222
BA2876	5.588856146308925	0.0305740770857049
BA2879	9.79065799475418	0.0557814278744511
BA2880	17.21895723703193	0.0456984875589526
BA2882	20.722665017717148	0.0364286875914782
BA2883	17.49605557304212	0.0598471296145714
BA2885	25.532235533116506	0.0492763050902585
BA2887	19.44758089664276	0.047162140185396
BA2889	0.0	0.0
BA2893	7.3308542565429375	0.0300861928768905
BA2901	6.988902669631012	0.0284599121808424
BA2902	3.85567001881446	0.0226053016750691
BA2903	14.82707526340658	0.0364286875914782
BA2904	13.370718853354871	0.0658643681899495
BA2905	10.715231561359706	0.0253699788583509
BA2906	10.929098504304832	0.0526914945519596
BA2908	11.384176082640028	0.074158399739795
BA2909	21.28307619685946	0.033989266547406
BA2910	10.008023435450609	0.0489510489510489
BA2911	13.349804765858044	0.0562693120832655
BA2914	36.44248818126995	0.064563343633111
BA2915	0.8295160483568763	0.012197105220361
BA2921	4.893056851491371	0.0221174174662546
BA2922	11.262211034122906	0.0352902911042445
BA2923	22.168747676711355	0.0216295332574402
BA2926	10.743845259998348	0.0452106033501382
BA2928	19.84942057597427	0.0346397788258253
BA2930	28.126626507771267	0.0606602699625955
BA2932	10.422300659366424	0.0476500243942104
BA2934	25.31891828736946	0.0813140348024069
BA2935	7.394665940831653	0.0278093999024231
BA2937	10.41670843786829	0.0378923402179216
BA2939	7.429531946242028	0.0203285087006017
BA2944	28.923525539851788	0.0757846804358432
BA2947	6.744193871637374	0.0265083753455846
BA2948	20.44236011570864	0.0613107822410148
BA2950	37.92610641122233	0.054968287526427
BA2951	6.295131453803265	0.0349650349650349
BA2952	30.07604335783033	0.0432590665148804
BA2953	2.256583583218568	0.0172385753781102
BA2955	8.874882426017695	0.0265083753455846
BA2956	2.687429921082983	0.0196779964221824
BA2962	11.38222726264144	0.0390307367051553
BA2970	4.689016781804959	0.0300861928768905
BA2972	18.758270429131123	0.0512278419255163
BA2976	19.739707190086957	0.0617986664498292
BA2978	37.57352587695185	0.0648885997723207
BA2981	6.187018891364973	0.0526914945519596
BA2984	18.53231812242018	0.0361034314522686
BA2986	10.055131870975767	0.0404943893315986
BA2989	12.343667633048906	0.0647259717027158
BA2992	8.392195789514396	0.059359245405757
BA2993	7.291872087838868	0.0204911367702065
BA2994	7.561467029541562	0.0274841437632135
BA2995	4.331566713083609	0.0365913156610831
BA2999	23.778009305672487	0.0585461050577329
BA3001	10.161007864893326	0.0531793787607741
BA3002	25.12629902538264	0.0604976418929907
BA3004	28.799746667292244	0.0569198243616848
BA3006	5.36085665039578	0.0245568385103268
BA3008	0.2507311265969802	0.005204098227354
BA3009	10.122915594563851	0.0489510489510489
BA3010	21.471740218071947	0.0125223613595706
BA3011	3.171706262798601	0.0504147015774922
BA3013	6.725324193393431	0.033176126199382
BA3023	3.1367347077030523	0.0460237436981623
BA3025	9.077325614593516	0.0375670840787119
BA3027	7.899892467904786	0.0271588876240039
BA3029	2.988168896702679	0.0222800455358594
BA3030	22.967411565815333	0.0717189786957228
BA3037	9.799569491926407	0.0443974630021141
BA3038	28.26078121602286	0.0655391120507399
BA3040	5.609340929233067	0.0361034314522686
BA3042	8.083363599860771	0.0378923402179216
BA3043	15.984191711899816	0.0354529191738494
BA3049	4.430716514060231	0.0443974630021141
BA3051	2.746862061722891	0.0310619612945194
BA3053	9.230881077675274	0.0439095787932997
BA3064	36.39716979221144	0.0601723857537811
BA3067	7.477507842045286	0.0551309155960318
BA3068	2.8227653281861307	0.0687916734428362
BA3070	10.465161716389543	0.0494389331598633
BA3071	13.717492169812896	0.0591966173361522
BA3072	13.38888879243739	0.0609855261018051
BA3075	8.593853919845841	0.0292730525288664
BA3076	5.495792229828594	0.0348024068954301
BA3077	27.07124271002513	0.0644007155635062
BA2040	10.74377770653373	0.0422832980972515
BA2160	12.421773259636556	0.0473247682550008
BA2303	20.101478226699648	0.0432590665148804
BA2353	25.32634854963152	0.0600097576841762
BA2516	19.820079405717934	0.0126849894291754
BA2590	13.430848714493433	0.0447227191413237
BA2647	12.037985607022758	0.0395186209139697
BA2891	13.43681237230813	0.038380224426736
BA2924	10.016940539544546	0.0403317612619938
BA2971	12.060925433710995	0.0458611156285574
BA3036	12.170119035383802	0.0369165718002927
BA3059	5.207689962734391	0.0417954138884371
BA3073	6.347701206771513	0.0258578630671653
BA3078	16.127347846579774	0.0946495365100016
BA3079	13.561220777665664	0.0359408033826638
BA3083	18.847269775111023	0.0665148804683688
BA3084	13.894890656793274	0.0113839648723369
BA3085	13.389744078079318	0.0323629858513579
BA3087	27.28239746175127	0.1299398276142462
BA3089	13.369477606821404	0.0551309155960318
BA3094	39.91881978420221	0.040169133192389
BA3095	13.233752923783962	0.0396812489835745
BA3098	39.22240363826951	0.0564319401528703
BA3099	21.109993558222516	0.0863555049601561
BA3103	7.347970517704292	0.0596845015449666
BA3108	12.663567409595084	0.0478126524638152
BA3109	17.41321127646101	0.0538298910391933
BA3110	6.934254876773814	0.0565945682224751
BA3114	7.484000664867413	0.0536672629695885
BA3116	5.161075374784419	0.031387217433729
BA3117	11.040391797507985	0.0827776874288502
BA3118	12.980929716791342	0.033989266547406
BA3119	14.797615133989726	0.0639128313546918
BA3123	14.51992346144603	0.045373231419743
BA3124	11.225498992263956	0.0343145226866157
BA3126	21.095621061397413	0.0164254350300861
BA3128	8.687979585893544	0.0365913156610831
BA3130	20.249785284403742	0.0317124735729386
BA3133	16.00619872219687	0.0801756383151732
BA3135	9.280904487213853	0.0370791998698975
BA3136	25.28204943706113	0.0580582208489185
BA3137	20.055527381967565	0.0469995121157911
BA3138	31.214047281570515	0.0608228980322003
BA3139	17.25654616960381	0.1018051715726134
BA3141	10.05000388770846	0.049764189299073
BA3142	17.938247138857868	0.0535046348999837
BA3145	16.303902147853115	0.04797528053342
BA3146	16.865910429990215	0.0522036103431452
BA3149	16.130634755130863	0.0564319401528703
BA3152	19.677119496703035	0.0601723857537811
BA3153	9.002411593419257	0.0478126524638152
BA3154	19.75649068926584	0.1003415189461701
BA3156	3.782805211207672	0.0500894454382826
BA3157	12.450970804119676	0.0476500243942104
BA3158	16.280566949590696	0.0304114490161001
BA3162	15.05599922250235	0.061961294519434
BA3163	25.03017351883537	0.0351276630346397
BA3164	12.924937078341271	0.0657017401203447
BA3167	11.05518507621962	0.0469995121157911
BA3169	13.575954329490312	0.047162140185396
BA3171	31.166395029716423	0.0673280208163929
BA3173	10.796234183328384	0.0408196454708082
BA3174	15.998944736587706	0.0515530980647259
BA3175	19.63285557755301	0.0377297121483168
BA3176	13.238443612353368	0.0538298910391933
BA3177	20.595048292370542	0.0835908277768743
BA3178	17.907785811840064	0.026183119206375
BA3180	15.711748087820135	0.0778988453407058
BA3181	12.490491499114466	0.0169133192389006
BA3182	25.908852632126354	0.0704179541388843
BA3183	17.12613861958834	0.0617986664498292
BA3185	11.524586180180094	0.0499268173686778
BA3186	10.604888834730795	0.0835908277768743
BA3187	11.969454180399516	0.0382175963571312
BA3189	15.42748654967979	0.0660269962595544
BA3190	6.045156091339129	0.0528541226215644
BA3191	18.385947083731768	0.0465116279069767
BA3192	5.744921944302876	0.0437469507236949
BA3194	25.74287530353224	0.0245568385103268
BA3195	14.14517079880107	0.0439095787932997
BA3197	12.258785539076085	0.0391933647747601
BA3199	14.92608693961148	0.063750203285087
BA3200	17.42451104402532	0.0738331436005854
BA3202	5.497923512167238	0.0585461050577329
BA3203	5.29727158181183	0.0289477963896568
BA3206	17.071607006604186	0.0424459261668564
BA3207	14.641348126491954	0.0297609367376809
BA3208	8.449317435411633	0.0461863717677671
BA3210	10.3505642228482	0.0496015612294682
BA3211	15.72528591301375	0.0483005366726296
BA3212	1.533101477533387	0.0585461050577329
BA3213	19.28701931288158	0.0569198243616848
BA3214	11.372921587856448	0.0390307367051553
BA3216	6.859628216774668	0.0307367051553098
BA3217	10.36389883742553	0.0162628069604813
BA3219	17.95490520653865	0.0530167506911693
BA3221	17.577893509000344	0.0432590665148804
BA3222	38.404217842179605	0.061961294519434
BA3225	22.1916631306122	0.0518783542039356
BA3226	11.918424346512245	0.0484631647422345
BA3227	16.442631306296548	0.0683037892340217
BA3228	30.62495134180496	0.1040819645470808
BA3229	30.947485544236557	0.078549357619125
BA3230	17.653313023158248	0.05675719629208
BA3232	12.03733734795674	0.0544804033176126
BA3234	29.18950617418888	0.0650512278419255
BA3235	17.235853698500627	0.040169133192389
BA3237	8.573997549765185	0.0476500243942104
BA3240	21.111783020430856	0.0557814278744511
BA3242	25.17820616213437	0.0609855261018051
BA3243	25.364078544915408	0.0735078874613758
BA3245	6.918395045086935	0.0455358594893478
BA3249	20.638518012666434	0.0647259717027158
BA3250	38.94879836806402	0.0824524312896406
BA3251	12.56967547822945	0.0242315823711172
BA3255	13.48014656711618	0.0442348349325093
BA3258	22.2215997472313	0.0621239225890388
BA3260	33.91256296084276	0.088144413725809
BA3261	7.874026959099574	0.0489510489510489
BA3264	17.683387370792627	0.0796877541063587
BA3266	22.018888087023896	0.0788746137583346
BA3268	14.062029427900756	0.0273215156936087
BA3269	10.510314193698424	0.0570824524312896
BA3270	22.882592489274053	0.0910717189786957
BA3271	23.512733894449926	0.0617986664498292
BA3273	3.948544435364721	0.0554561717352415
BA3275	19.713170497723915	0.0556187998048463
BA3277	6.4155125120697205	0.0372418279395023
BA3280	5.525899026383214	0.0187022280045535
BA3283	13.244739067854304	0.0348024068954301
BA3285	18.274108224727968	0.1070092697999674
BA3286	21.5242460694196	0.0570824524312896
BA3289	7.767063908022992	0.0417954138884371
BA3290	21.56701398135768	0.0767604488534721
BA3293	12.117095622880218	0.0679785330948121
BA3295	23.48565248151511	0.075947308505448
BA3296	24.42298407598901	0.0839160839160839
BA3297	21.84912322399916	0.0860302488209465
BA3299	5.566073372291038	0.0364286875914782
BA3300	15.045410908059058	0.0591966173361522
BA3302	24.14214022489124	0.0961131891364449
BA3305	14.839231963467498	0.0481379086030248
BA3306	6.22554661360439	0.0359408033826638
BA3308	16.880213880096004	0.0616360383802244
BA3310	12.644385149557817	0.0390307367051553
BA3311	45.325829313305405	0.0902585786306716
BA3312	17.23649711449169	0.0735078874613758
BA3315	19.5577639128795	0.0504147015774922
BA3317	13.276454321232766	0.0583834769881281
BA3318	21.70645504760444	0.0338266384778012
BA3319	21.91172418555096	0.0697674418604651
BA3322	13.443671689832012	0.0458611156285574
BA3324	45.949117496090686	0.0941616523011871
BA3325	7.989746541997922	0.0338266384778012
BA3326	19.214826556408106	0.0247194665799316
BA3328	18.787279305128443	0.0704179541388843
BA3329	3.137668280496351	0.0533420068303789
BA3332	5.996874259540605	0.0596845015449666
BA3333	16.323724936222863	0.0496015612294682
BA3334	4.984224370737741	0.0474873963246056
BA3335	6.081213948273729	0.0455358594893478
BA3339	16.47396662025137	0.0546430313872174
BA3341	5.019378190859135	0.0655391120507399
