	PTPN11	STAG2
BA2520	10.18459988094212	0.0138233859164091
BA2891	10.22953782959444	0.038380224426736
BA2731	10.348587303927951	0.0152870385428524
BA2575	10.361376185477951	0.0294356805984712
BA3040	10.393675597393589	0.0361034314522686
BA2830	10.54731633196385	0.0274841437632135
BA3043	10.557497829345278	0.0354529191738494
BA3345	10.56551791674996	0.0284599121808424
BA2347	10.673249895339008	0.0538298910391933
BA2525	10.739344125649188	0.0369165718002927
BA2109	10.752236348741445	0.0491136770206537
BA2282	10.789451974244848	0.0426085542364612
BA2843	10.858547637453205	0.0227679297446739
BA2701	10.946437653909962	0.0177264595869247
BA2778	11.051841624231852	0.0304114490161001
BA2814	11.078194670442564	0.0263457472759798
BA3114	11.088207106757388	0.0536672629695885
BA2955	11.13542937935626	0.0265083753455846
BA3029	11.205176238759671	0.0222800455358594
BA3446	11.215195744897262	0.0821271751504309
BA2695	11.2404092343823	0.042771182306066
BA3178	11.343132947483015	0.026183119206375
BA2812	11.366252530998253	0.0219547893966498
BA2496	11.399676017741184	0.0271588876240039
BA2106	11.404555741858657	0.0279720279720279
BA2909	11.488674564864946	0.033989266547406
BA2139	11.507169535521824	0.031387217433729
BA2023	11.535227276580512	0.0211416490486257
BA2134	11.564212451003634	0.0255326069279557
BA3124	11.595967067149676	0.0343145226866157
BA3352	11.602828493127593	0.0318751016425435
BA2792	11.65470263502648	0.0320377297121483
BA2804	11.705154389579103	0.0258578630671653
BA2233	11.761458404505191	0.0252073507887461
BA3027	11.8217154344046	0.0271588876240039
BA2709	11.834087074751764	0.0203285087006017
BA2316	11.94031516572484	0.0307367051553098
BA2756	11.95978241621635	0.0325256139209627
BA2304	12.000004837689753	0.0250447227191413
BA2540	12.01969277063214	0.0273215156936087
BA2662	12.045959777225177	0.0447227191413237
BA3130	12.057733345196048	0.0317124735729386
BA2856	12.066697755388164	0.0500894454382826
BA2474	12.088986615383838	0.0320377297121483
BA2288	12.094613771990195	0.0354529191738494
BA2412	12.137813809796492	0.0351276630346397
BA2629	12.182439062832351	0.0406570174012034
BA2357	12.19949693229595	0.0222800455358594
BA2656	12.23115155921837	0.0161001788908765
BA2101	12.241955188427031	0.0335013823385916
BA2417	12.270477073849374	0.0476500243942104
BA3070	12.2739088603882	0.0494389331598633
BA2724	12.29033845001848	0.0213042771182306
BA2947	12.357448642886093	0.0265083753455846
BA2455	12.375452361398644	0.0213042771182306
BA2737	12.376501451202138	0.0258578630671653
BA2836	12.468306580047503	0.0172385753781102
BA2735	12.472768491152266	0.0326882419905675
BA2893	12.4974117886675	0.0300861928768905
BA2072	12.509935270285276	0.0289477963896568
BA2663	12.517918211428482	0.0411449016100178
BA3181	12.539176864756952	0.0169133192389006
BA2100	12.578431475402214	0.0308993332249146
BA2720	12.589995425491171	0.0416327858188323
BA2600	12.611281705199705	0.0292730525288664
BA2858	12.633864070958204	0.0351276630346397
BA2472	12.66426899861456	0.0458611156285574
BA2334	12.738862324221753	0.0221174174662546
BA2239	12.77104820432132	0.033176126199382
BA2721	12.82643796424119	0.0634249471458773
BA3390	12.885807017959875	0.0260204911367702
BA3347	12.895248893688454	0.0297609367376809
BA3006	12.927507847907451	0.0245568385103268
BA2053	13.034239391027915	0.0393559928443649
BA2325	13.13339354976582	0.023581070092698
BA2876	13.157898270250502	0.0305740770857049
BA2427	13.203350202140005	0.0248820946495365
BA2747	13.21286567892482	0.0226053016750691
BA2813	13.26185634034608	0.0227679297446739
BA2507	13.273383072831717	0.0308993332249146
BA2155	13.399294045807633	0.0278093999024231
BA2595	13.4174683952318	0.0308993332249146
BA2850	13.43052749037221	0.0299235648072857
BA2272	13.50913898194892	0.0509025857863067
BA3116	13.54410492909614	0.031387217433729
BA3190	13.582985218241213	0.0528541226215644
BA2459	13.594127000583486	0.0372418279395023
BA3051	13.618501220020445	0.0310619612945194
BA2261	13.631458148123675	0.0413075296796227
BA3010	13.643755520925405	0.0125223613595706
BA2515	13.656362083325709	0.0297609367376809
BA2726	13.818725538291096	0.0265083753455846
BA2993	13.846655480060836	0.0204911367702065
BA2024	13.850349536088828	0.0845665961945031
BA2168	13.863873737481438	0.0139860139860139
BA2429	13.885097753812143	0.0583834769881281
BA3299	13.91130497298182	0.0364286875914782
BA2751	13.92309366783434	0.0460237436981623
BA2221	13.92990006687362	0.0297609367376809
BA2644	13.954630838917565	0.0502520735078874
BA2564	13.974435996557515	0.0312245893641242
BA2782	14.017978111035076	0.0487884208814441
BA2050	14.032474625170588	0.0213042771182306
BA2559	14.081354688308627	0.0626118067978533
BA2456	14.09237807271488	0.038380224426736
BA2514	14.1127716506682	0.0276467718328183
BA2769	14.114069903809089	0.0305740770857049
BA3388	14.160480378577368	0.0398438770531793
BA2329	14.170386468930648	0.0302488209464953
BA2063	14.18531242809262	0.0499268173686778
BA2379	14.2605358780457	0.0629370629370629
BA3374	14.286142079384424	0.0305740770857049
BA2995	14.331090419338244	0.0365913156610831
BA3216	14.3557010442588	0.0307367051553098
BA3219	14.358489399213893	0.0530167506911693
BA3280	14.365310348195427	0.0187022280045535
BA2312	14.384739574554802	0.0419580419580419
BA2087	14.418054675323518	0.0258578630671653
BA3135	14.423862792892812	0.0370791998698975
BA2195	14.438988301694582	0.0369165718002927
BA2984	14.452361922559325	0.0361034314522686
BA2489	14.508873336495364	0.0196779964221824
BA2860	14.530015277964637	0.0302488209464953
BA3163	14.556965582467331	0.0351276630346397
BA2978	14.603788957143514	0.0648885997723207
BA2528	14.604392734699395	0.0237436981623028
BA2667	14.667596859550976	0.0463489998373719
BA2426	14.6887218048444	0.0305740770857049
BA3203	14.692021043920066	0.0289477963896568
BA2376	14.73696075905255	0.0434216945844852
BA2816	14.79225518895096	0.0239063262319076
BA3453	14.797701231567332	0.04358432265409
BA2423	14.830693302761253	0.023581070092698
BA2930	14.85937609513198	0.0606602699625955
BA2621	14.867078915259968	0.0320377297121483
BA3073	14.944238120335736	0.0258578630671653
BA2080	14.96790543407779	0.0250447227191413
BA3375	14.986029961281671	0.0354529191738494
BA2651	15.009905620802682	0.0372418279395023
BA2914	15.0156201416248	0.064563343633111
BA2303	15.03837826541991	0.0432590665148804
BA2539	15.054660968382327	0.061961294519434
BA2054	15.071847659067448	0.0422832980972515
BA3367	15.08460695321988	0.0439095787932997
BA2681	15.08682239640497	0.0361034314522686
BA2302	15.142153148377648	0.0378923402179216
BA2524	15.143161519049126	0.0299235648072857
BA2068	15.169594363553628	0.0367539437306879
BA3269	15.204697938644848	0.0570824524312896
BA2260	15.232493343082629	0.0242315823711172
BA2242	15.237455455980948	0.0502520735078874
BA2480	15.24397502944484	0.040982273540413
BA2588	15.34775428213297	0.0484631647422345
BA3235	15.371318318553923	0.040169133192389
BA3380	15.395065123545448	0.0260204911367702
BA3221	15.472372826909858	0.0432590665148804
BA2762	15.494298472230904	0.0292730525288664
BA2879	15.50509527096519	0.0557814278744511
BA2502	15.548455223976305	0.0494389331598633
BA2309	15.600943225492763	0.0398438770531793
BA2497	15.612483715841416	0.0294356805984712
BA2081	15.613771421052876	0.028785168320052
BA2148	15.675843108585529	0.0273215156936087
BA2824	15.698469004065108	0.0486257928118393
BA2361	15.736424512490592	0.0365913156610831
BA2040	15.768603175760314	0.0422832980972515
BA3004	15.801966890605236	0.0569198243616848
BA3306	15.822574986127442	0.0359408033826638
BA2224	15.825637213283208	0.0406570174012034
BA3384	15.82572118593314	0.0502520735078874
BA3013	15.826301965085207	0.033176126199382
BA2385	15.9001120635316	0.0598471296145714
BA2032	15.901849480276256	0.0380549682875264
BA2970	15.990249149514993	0.0300861928768905
BA3185	16.0689464411771	0.0499268173686778
BA2311	16.07649015451271	0.0343145226866157
BA2212	16.10636029935567	0.019190112213368
BA3023	16.109292041670233	0.0460237436981623
BA2469	16.132452295663036	0.0630996910066677
BA2704	16.147071205521367	0.0408196454708082
BA2660	16.149795869705212	0.0295983086680761
BA3011	16.20127100029433	0.0504147015774922
BA3310	16.233968503775053	0.0390307367051553
BA2865	16.238963350670986	0.0377297121483168
BA3225	16.252474175634926	0.0518783542039356
BA2619	16.276085827293198	0.0577329647097088
BA2409	16.29375622363415	0.0452106033501382
BA2135	16.330691859452898	0.0380549682875264
BA2746	16.354079014101362	0.0359408033826638
BA2994	16.36308890783346	0.0274841437632135
BA3408	16.372140642588597	0.0510652138559115
BA3195	16.40482357099114	0.0439095787932997
BA2712	16.42029670010793	0.021792161327045
BA3431	16.4322603052081	0.0494389331598633
BA3433	16.497331140038252	0.0406570174012034
BA3339	16.505423984927283	0.0546430313872174
BA2526	16.511510597344866	0.0315498455033338
BA2082	16.516465158266154	0.0456984875589526
BA2541	16.52564398579619	0.0356155472434542
BA3422	16.531991048470882	0.0375670840787119
BA3296	16.547626760789306	0.0839160839160839
BA3371	16.57214863696018	0.0513904699951211
BA2882	16.603411924717445	0.0364286875914782
BA2828	16.62048013308828	0.026996259554399
BA2510	16.669318455579262	0.0177264595869247
BA3283	16.69487906533864	0.0348024068954301
BA3217	16.74182319835738	0.0162628069604813
BA3197	16.74318582812262	0.0391933647747601
BA2034	16.75767370192132	0.0110587087331273
BA2172	16.795517788395873	0.0336640104081964
BA2399	16.904555001239643	0.0307367051553098
BA2244	16.925820528737685	0.0578955927793137
BA2798	16.931625688947495	0.0413075296796227
BA2156	16.931888260327074	0.0526914945519596
BA2552	16.970131640737755	0.049764189299073
BA3175	16.98894756673063	0.0377297121483168
BA2420	17.04322984051619	0.0424459261668564
BA2485	17.055978788879546	0.0278093999024231
BA2235	17.067020253453286	0.0476500243942104
BA2855	17.107630110616615	0.0587087331273377
BA2421	17.112086130843036	0.0609855261018051
BA2292	17.152450737298953	0.0400065051227841
BA3277	17.164565410884723	0.0372418279395023
BA2031	17.168571781077897	0.0066677508537973
BA2928	17.191069360684157	0.0346397788258253
BA2867	17.232068759781303	0.0590339892665474
BA2446	17.23831681496286	0.0367539437306879
BA2765	17.255788926560026	0.0668401366075784
BA2674	17.279843318133707	0.0617986664498292
BA2301	17.314482693030055	0.0448853472109286
BA2236	17.314869257465272	0.0422832980972515
BA2841	17.333596721579227	0.0406570174012034
BA2563	17.33397336920926	0.0413075296796227
BA2670	17.34966639725265	0.0652138559115303
BA2217	17.405562540348775	0.0466742559765815
BA2861	17.408068930780058	0.0344771507562205
BA2921	17.458656163590284	0.0221174174662546
BA2124	17.461741457522745	0.0396812489835745
BA2523	17.466454904239125	0.0346397788258253
BA3191	17.4967395117262	0.0465116279069767
BA2160	17.506409372433634	0.0473247682550008
BA2369	17.51039441139099	0.0426085542364612
BA2360	17.5735034231662	0.0411449016100178
BA2844	17.590131498344554	0.0268336314847942
BA2820	17.60046886126625	0.0510652138559115
BA2972	17.627225547010358	0.0512278419255163
BA2473	17.639401643995793	0.0565945682224751
BA2344	17.66258635942158	0.033176126199382
BA3187	17.671849707854243	0.0382175963571312
BA3001	17.71418966299346	0.0531793787607741
BA2046	17.74777341783675	0.0606602699625955
BA2976	17.773117510802155	0.0617986664498292
BA2461	17.820350143922077	0.070743210278094
BA2406	17.82816007822995	0.0312245893641242
BA3084	17.84399375600065	0.0113839648723369
BA3128	17.85383423310964	0.0365913156610831
BA2937	17.877732513150956	0.0378923402179216
BA2450	17.891294519534323	0.045373231419743
BA2622	17.89404725424126	0.0499268173686778
BA2631	17.90739322912705	0.0429338103756708
BA3138	17.948405734384835	0.0608228980322003
BA3305	17.9495129193202	0.0481379086030248
BA2589	17.98440359990241	0.0538298910391933
BA3109	17.987162225593785	0.0538298910391933
BA3137	17.99946922539952	0.0469995121157911
BA3436	18.030821688180044	0.0442348349325093
BA2387	18.12250880428911	0.0460237436981623
BA2951	18.133444760407368	0.0349650349650349
BA2248	18.155268511562515	0.0187022280045535
BA2579	18.172941762715816	0.0572450805008944
BA2775	18.18390614086486	0.0439095787932997
BA3261	18.19364774393248	0.0489510489510489
BA2634	18.21284933426878	0.0193527402829728
BA2714	18.259052411644547	0.0509025857863067
BA3335	18.262137171353483	0.0455358594893478
BA2470	18.268118383788824	0.042771182306066
BA2000	18.33296095742878	0.045373231419743
BA2033	18.392220963768025	0.066352252398764
BA3118	18.419906314914087	0.033989266547406
BA3376	18.460625960877035	0.0535046348999837
BA2846	18.50294150486064	0.0348024068954301
BA2044	18.514651646389066	0.0426085542364612
BA3059	18.54532868077653	0.0417954138884371
BA2512	18.55404802224241	0.070743210278094
BA2786	18.56146342152403	0.0307367051553098
BA2981	18.564359098703868	0.0526914945519596
BA2636	18.568704808257376	0.0352902911042445
BA2677	18.577054779483333	0.0322003577817531
BA2676	18.58694648390418	0.040169133192389
BA3242	18.60678946129853	0.0609855261018051
BA3232	18.64192081999083	0.0544804033176126
BA3176	18.64217401050913	0.0538298910391933
BA3208	18.69157945657816	0.0461863717677671
BA2386	18.71535873465833	0.0591966173361522
BA2464	18.745323554263607	0.0520409822735404
BA3405	18.77385346724309	0.0551309155960318
BA2488	18.77808934875976	0.0590339892665474
BA2294	18.795163976802144	0.0391933647747601
BA3385	18.844695554238974	0.0596845015449666
BA3325	18.92294556082813	0.0338266384778012
BA2872	18.935171480130546	0.0548056594568222
BA3251	18.96515071718015	0.0242315823711172
BA2546	18.99909180138973	0.0403317612619938
BA2742	18.999517616112165	0.0562693120832655
BA2322	19.00203463588738	0.050577329647097
BA2482	19.0233231637945	0.0456984875589526
BA3322	19.028309672175208	0.0458611156285574
BA2682	19.076647524486	0.0180517157261343
BA2971	19.08055261903843	0.0458611156285574
BA2926	19.129719312731364	0.0452106033501382
BA3009	19.149190049872782	0.0489510489510489
BA3214	19.227635695526825	0.0390307367051553
BA2817	19.255577896687427	0.0483005366726296
BA3258	19.25644449572177	0.0621239225890388
BA3123	19.325795422691492	0.045373231419743
BA2052	19.346997032607323	0.0442348349325093
BA2538	19.34789198139	0.0219547893966498
BA2286	19.38545941760825	0.0536672629695885
BA2932	19.46477251954371	0.0476500243942104
BA2880	19.49215324075317	0.0456984875589526
BA3156	19.49857490673853	0.0500894454382826
BA2597	19.51682683095491	0.0323629858513579
BA3255	19.530658366366755	0.0442348349325093
BA3451	19.54939345148004	0.0456984875589526
BA3434	19.549469421478744	0.0585461050577329
BA2922	19.573904682697663	0.0352902911042445
BA2603	19.616353351392544	0.0548056594568222
BA3226	19.63876066105797	0.0484631647422345
BA2069	19.64144687919452	0.0377297121483168
BA3416	19.695638462196776	0.0518783542039356
BA2657	19.747502000537104	0.0463489998373719
BA3230	19.80458906416293	0.05675719629208
BA2592	19.84405027987057	0.0483005366726296
BA3079	19.909318281196608	0.0359408033826638
BA2249	19.97463299408348	0.063750203285087
BA2659	20.045090782808657	0.0583834769881281
BA2806	20.0582471817414	0.0255326069279557
BA2999	20.07089751224206	0.0585461050577329
BA3413	20.1099448245558	0.0362660595218734
BA2715	20.1361962674606	0.0295983086680761
BA2220	20.14637088171025	0.0416327858188323
BA2132	20.169400258241318	0.0445600910717189
BA3234	20.17473302052334	0.0650512278419255
BA2143	20.26836326082831	0.0361034314522686
BA2675	20.317910549967007	0.0473247682550008
BA2791	20.34342406980938	0.0404943893315986
BA2577	20.382387269777333	0.0458611156285574
BA3169	20.415742448754457	0.047162140185396
BA3273	20.44500246613187	0.0554561717352415
BA3448	20.46619821409374	0.0455358594893478
BA2948	20.4879431817709	0.0613107822410148
BA3400	20.49932304808881	0.0580582208489185
BA3452	20.50716139930494	0.0913969751179053
BA2840	20.531917229600012	0.0541551471784029
BA2924	20.532589760834025	0.0403317612619938
BA3167	20.567990490892964	0.0469995121157911
BA2885	20.57041289985666	0.0492763050902585
BA3095	20.620505966732463	0.0396812489835745
BA2308	20.691473643918133	0.031387217433729
BA2904	20.70134617274038	0.0658643681899495
BA2658	20.77431422918143	0.0603350138233859
BA3064	20.81512093293928	0.0601723857537811
BA2911	20.84783277632227	0.0562693120832655
BA2041	20.85594645881212	0.045373231419743
BA2375	20.87206313122356	0.0609855261018051
BA2227	20.910382367639677	0.0354529191738494
BA2545	20.94124669628399	0.0630996910066677
BA3211	20.94416288181397	0.0483005366726296
BA3410	20.956953686492668	0.0391933647747601
BA2036	21.002511009591736	0.0395186209139697
BA3445	21.016117689995312	0.0922101154659294
BA2211	21.02631899069189	0.0442348349325093
BA2728	21.026768820896308	0.0661896243291592
BA2802	21.039563120997773	0.0417954138884371
BA2413	21.05224232672534	0.0304114490161001
BA2273	21.07546663553913	0.0322003577817531
BA2776	21.07864268018424	0.0639128313546918
BA2587	21.078892020464146	0.0671653927467881
BA3207	21.08589263526197	0.0297609367376809
BA3145	21.111123300919846	0.04797528053342
BA3341	21.133817970311235	0.0655391120507399
BA2906	21.176416117737062	0.0526914945519596
BA2866	21.19259899057649	0.0361034314522686
BA3103	21.202410683230404	0.0596845015449666
BA2516	21.259529388671154	0.0126849894291754
BA2647	21.26802428024812	0.0395186209139697
BA2442	21.30032633561693	0.0466742559765815
BA3141	21.324758045316084	0.049764189299073
BA3317	21.33458099470292	0.0583834769881281
BA2639	21.352582026728825	0.0554561717352415
BA3286	21.368852478931604	0.0570824524312896
BA2256	21.401582298666927	0.0286225402504472
BA2499	21.457586308448946	0.0154496666124573
BA2594	21.525920477694164	0.0404943893315986
BA3036	21.532179511729048	0.0369165718002927
BA2618	21.562852645082295	0.0248820946495365
BA3146	21.602179497941837	0.0522036103431452
BA3025	21.606626020315527	0.0375670840787119
BA3308	21.61813851587103	0.0616360383802244
BA3149	21.63447056331703	0.0564319401528703
BA2986	21.66198824056716	0.0404943893315986
BA3030	21.666872429973047	0.0717189786957228
BA3071	21.66745407747344	0.0591966173361522
BA2832	21.6788491811367	0.0419580419580419
BA2402	21.70324629391715	0.050577329647097
BA3260	21.71300533111998	0.088144413725809
BA3072	21.744276519892093	0.0609855261018051
BA2645	21.812898951451057	0.0281346560416327
BA3200	21.870631329961405	0.0738331436005854
BA2584	21.881435806884262	0.033176126199382
BA2306	21.901854935746787	0.0469995121157911
BA3362	21.929829281753584	0.0478126524638152
BA3083	21.978305936397295	0.0665148804683688
BA3158	22.028408728000585	0.0304114490161001
BA3423	22.056976272015444	0.019190112213368
BA3319	22.17690767917441	0.0697674418604651
BA3417	22.196288192458372	0.0491136770206537
BA2209	22.20851929911572	0.0559440559440559
BA2095	22.24726061747656	0.0396812489835745
BA2905	22.33801212442174	0.0253699788583509
BA3077	22.34529503861006	0.0644007155635062
BA2570	22.38622147123564	0.0712310944869084
BA2175	22.39949600661436	0.0754594242966336
BA2374	22.40617777937685	0.063750203285087
BA3227	22.406453016091405	0.0683037892340217
BA3037	22.454196832329725	0.0443974630021141
BA3174	22.481708707839694	0.0515530980647259
BA2296	22.58795543731145	0.061961294519434
BA2811	22.694716050439283	0.0388681086355504
BA2505	22.69831014365209	0.0211416490486257
BA3328	22.770125349103125	0.0704179541388843
BA2094	22.84219653932653	0.0351276630346397
BA2521	22.854875728416364	0.0606602699625955
BA2837	22.898407857056828	0.0370791998698975
BA3406	22.99494518688369	0.0336640104081964
BA3206	23.017601304312947	0.0424459261668564
BA2229	23.056486557637434	0.0650512278419255
BA3162	23.07486636372992	0.061961294519434
BA3126	23.07814911886787	0.0164254350300861
BA2789	23.09779193452756	0.0484631647422345
BA3089	23.137690705828494	0.0551309155960318
BA2500	23.138866635530075	0.090746462839486
BA3157	23.14124354717321	0.0476500243942104
BA2871	23.15316795763132	0.0450479752805334
BA2174	23.163838646228943	0.0616360383802244
BA2829	23.16697090575833	0.0787119856887298
BA2908	23.172251086718955	0.074158399739795
BA2171	23.18947927011344	0.057570336640104
BA2065	23.213042788974004	0.0434216945844852
BA2483	23.22264853955544	0.0515530980647259
BA2718	23.29369020548985	0.0491136770206537
BA2414	23.349309244236707	0.0652138559115303
BA3357	23.394936659638905	0.0736705155309806
BA2004	23.47420820016641	0.0769230769230769
BA2868	23.494536189676637	0.035778175313059
BA3067	23.49622855930234	0.0551309155960318
BA2051	23.501722762533824	0.0489510489510489
BA2162	23.524442921627767	0.0489510489510489
BA2410	23.596659384354837	0.0346397788258253
BA3326	23.60399145233129	0.0247194665799316
BA3110	23.61354936917826	0.0565945682224751
BA3098	23.62762660915261	0.0564319401528703
BA2492	23.63457575454264	0.0535046348999837
BA3411	23.686174665300918	0.0159375508212717
BA2870	23.69065911934278	0.010408196454708
BA2047	23.775755698786437	0.0476500243942104
BA3386	23.83686331483464	0.0616360383802244
BA2649	23.86929555054728	0.0432590665148804
BA2992	23.9380562024542	0.059359245405757
BA2620	23.94293881406372	0.0512278419255163
BA3290	23.97434788088257	0.0767604488534721
BA2271	23.98460277768552	0.0774109611318913
BA2234	24.054342043995	0.0572450805008944
BA2962	24.054892956713843	0.0390307367051553
BA2808	24.08299046294555	0.0282972841112375
BA2153	24.095696669288905	0.0632623190762725
BA2251	24.14242187116462	0.0440722068629045
BA2989	24.180054210900927	0.0647259717027158
BA3119	24.22301068782385	0.0639128313546918
BA2113	24.25003415351566	0.0398438770531793
BA2088	24.432406247519264	0.0616360383802244
BA2394	24.469601260335928	0.0660269962595544
BA2121	24.484211565819702	0.0546430313872174
BA2198	24.498350035075635	0.0556187998048463
BA3270	24.530727937607185	0.0910717189786957
BA2748	24.58902716946228	0.0484631647422345
BA2727	24.61424804261353	0.0469995121157911
BA3245	24.70548102610767	0.0455358594893478
BA2646	24.75015114655788	0.0738331436005854
BA2093	24.761557552881506	0.0352902911042445
BA2281	24.831129720843258	0.0359408033826638
BA3202	24.89452366575615	0.0585461050577329
BA2950	24.919157088502157	0.054968287526427
BA3427	24.97543818115768	0.0694421857212554
BA3210	25.00701142440425	0.0496015612294682
BA2851	25.04537941152953	0.0866807610993657
BA3394	25.0992123120214	0.0661896243291592
BA2685	25.10516765487928	0.0640754594242966
BA2025	25.182250566504557	0.0416327858188323
BA3333	25.26353103615665	0.0496015612294682
BA2809	25.421071006514072	0.064563343633111
BA2583	25.543482158502837	0.0234184420230931
BA3407	25.57381689341782	0.0696048137908603
BA2019	25.598812631833862	0.0617986664498292
BA3192	25.62671641213393	0.0437469507236949
BA3002	25.71013085930307	0.0604976418929907
BA2452	25.78173682741561	0.0390307367051553
BA3085	26.01224963306068	0.0323629858513579
BA3136	26.020118488952967	0.0580582208489185
BA3450	26.141088273719884	0.0696048137908603
BA3395	26.164953144487377	0.0422832980972515
BA2910	26.26349101086416	0.0489510489510489
BA3435	26.26993630818124	0.0600097576841762
BA3312	26.274338440187364	0.0735078874613758
BA3311	26.322291810625305	0.0902585786306716
BA2089	26.42817527039773	0.0291104244592616
BA3240	26.53802348143133	0.0557814278744511
BA3053	26.569754013053128	0.0439095787932997
BA3186	26.671352579888893	0.0835908277768743
BA3152	26.69930441544388	0.0601723857537811
BA3038	26.722751368914007	0.0655391120507399
BA2691	26.73737220376769	0.0426085542364612
BA2125	26.753085869426155	0.0546430313872174
BA2534	26.77316300242771	0.0528541226215644
BA2425	26.81439645289756	0.0367539437306879
BA2035	26.829544816139027	0.0483005366726296
BA3199	26.886278539283374	0.063750203285087
BA3249	27.04526177937093	0.0647259717027158
BA2354	27.095243432620222	0.0603350138233859
BA2532	27.09788474706269	0.0647259717027158
BA3108	27.17003893415094	0.0478126524638152
BA3243	27.182019369641385	0.0735078874613758
BA2200	27.20417627027473	0.0725321190437469
BA3449	27.228714859707505	0.0517157261343307
BA2353	27.233366359776674	0.0600097576841762
BA2449	27.270894277896847	0.0681411611644169
BA2887	27.307116773219036	0.047162140185396
BA2245	27.47398546311995	0.0580582208489185
BA2022	27.51591386957487	0.0530167506911693
BA3182	27.52360362055456	0.0704179541388843
BA2066	27.549712577286414	0.0788746137583346
BA2501	27.833890878616558	0.064563343633111
BA2760	27.842394785774225	0.0551309155960318
BA2477	27.90380716097536	0.0683037892340217
BA2494	27.91420931790605	0.0361034314522686
BA3271	27.916898924965192	0.0617986664498292
BA2822	27.94999463915676	0.0450479752805334
BA3237	27.98315846822433	0.0476500243942104
BA3293	27.98536128377098	0.0679785330948121
BA3173	27.98654696106653	0.0408196454708082
BA2705	28.16912357988325	0.0513904699951211
BA2883	28.20025393371597	0.0598471296145714
BA3332	28.276913195499503	0.0596845015449666
BA3379	28.28338708702801	0.0718816067653276
BA2707	28.354258823419137	0.0365913156610831
BA3295	28.37486135458929	0.075947308505448
BA2355	28.38735945750639	0.0790372418279395
BA3275	28.412871710293533	0.0556187998048463
BA3094	28.49290823798763	0.040169133192389
BA3213	28.595132790427066	0.0569198243616848
BA3264	28.724599060108773	0.0796877541063587
BA3266	28.79690094170825	0.0788746137583346
BA3180	28.83046345372784	0.0778988453407058
BA3228	28.892920691148067	0.1040819645470808
BA2097	29.00078867269143	0.0661896243291592
BA2590	29.16348122073776	0.0447227191413237
BA3183	29.19110257797213	0.0617986664498292
BA2277	29.221652377436328	0.0725321190437469
BA2952	29.64411745650464	0.0432590665148804
BA3229	29.721164245602424	0.078549357619125
BA3250	29.723698269728747	0.0824524312896406
BA3164	29.786068872909603	0.0657017401203447
BA2440	29.80936471999719	0.040982273540413
BA3369	30.111459179936265	0.0731826313221662
BA2723	30.19932116231609	0.0650512278419255
BA3412	30.806279236788768	0.0541551471784029
