	GATA2	WT1
BA2437	5.35593989387114	-5.29146950758079
BA2575	5.35965803846691	3.18055040086097
BA3371	5.36365751969834	4.60901148734067
BA2135	5.36438724591077	2.15347373817709
BA3030	5.4066422207313	2.96013126473532
BA3250	5.42966375134891	3.78709611871678
BA2209	5.44603871114775	3.40232320404657
BA2212	5.48915482766383	-2.04413465499093
BA2986	5.50315192004078	2.59481330964079
BA2357	5.50571962151203	1.53598005102551
BA2843	5.51382815263466	4.08320598972476
BA2024	5.51691886633525	2.5287380218477
BA2583	5.53534040119425	0.521473783310622
BA2930	5.53979697945933	-5.01843058152471
BA3182	5.55510823651463	3.94517715004268
BA2111	5.55851041668359	-5.89901264481663
BA2760	5.61668949030342	2.43961255695851
BA2903	5.63551782963557	-1.92600863140393
BA2820	5.64240286737973	2.72686185532426
BA3213	5.6533576160666	3.76410960196055
BA2134	5.66361114365051	-1.26036729993896
BA2054	5.69876878834828	2.44926156327769
BA2723	5.69915968973013	3.58414339703454
BA2121	5.70530146482159	1.79218942654284
BA2852	5.70872171926613	1.20185386100513
BA2724	5.71100608100859	3.05833632772676
BA2670	5.72023465218825	1.59446420714529
BA3367	5.72023465218825	-4.05654798305505
BA2514	5.72754939375197	-0.467690122476436
BA2469	5.74011278993299	2.78634530060665
BA2953	5.74281190993701	2.61162716808333
BA2618	5.7443340618491	0.340080738646224
BA3078	5.75415496254133	2.03644880279444
BA2081	5.76181699229763	3.53338878205588
BA2701	5.76256437697443	4.0672793038812
BA3124	5.77221027466017	3.08537081267169
BA2676	5.78078023650693	1.70326872127497
BA2876	5.79758031043752	-1.03653723642118
BA2153	5.7983454299058	2.22782247296683
BA2300	5.79874599985332	2.67316258429304
BA2244	5.8045076557668	4.05362124684688
BA2570	5.80572775335192	5.78002501253586
BA2756	5.8081471591439	5.4113491881704
BA2502	5.81083073745061	3.04645928221156
BA2133	5.82429929461363	2.28415307068272
BA3415	5.82971849546372	4.15267733940571
BA3351	5.83800900717186	4.55631560480699
BA3286	5.84234806468241	2.45794339630419
BA2379	5.86210066626784	-0.628608654772086
BA2592	5.87139334737162	5.6144197194819
BA3013	5.87965665517008	4.09676624641316
BA2814	5.88643954120856	-2.47214238978326
BA2354	5.88722354181861	1.42234206716286
BA2595	5.88961440143981	5.98011491063707
BA2080	5.89999571306857	4.62926177132124
BA2841	5.94099029232779	1.39625212579059
BA2655	5.94796425199258	1.33464381417527
BA3010	5.94914872700359	-1.15112312778785
BA2272	5.95076318092024	3.41089377515077
BA2970	5.95193817538216	1.19828391483052
BA3109	5.95395062623658	4.21713539157627
BA3319	5.9785222997962	2.67193525140673
BA2782	5.97890641593254	2.60775035053937
BA2440	5.98220791058853	-1.09216466114694
BA3118	5.98917879350321	5.00103650264355
BA2538	6.04021038079235	2.14795123434684
BA3271	6.05279557201734	4.11545446015405
BA2935	6.05993013058661	3.66845105159953
BA2801	6.06971777989566	-0.445016850886156
BA3173	6.07221564365928	3.78183665697138
BA2901	6.08192723673296	1.87236961151542
BA2143	6.08318959151969	2.54544196723504
BA2950	6.08318959151969	3.5116313094685
BA2420	6.08362235286883	3.94179623964938
BA2765	6.08707291217101	1.08462446930952
BA3410	6.10703701818297	1.69643229602706
BA2822	6.10829331712153	3.80773072741873
BA3379	6.11039522609915	4.06768255183074
BA2872	6.13505858445244	-3.36366404396703
BA2429	6.13853683580785	2.18540487795531
BA3431	6.16270217963845	3.6308400704352
BA2866	6.19563315556883	3.04760276272772
BA2695	6.21316864027758	1.27466171665187
BA2721	6.26118056372206	1.84264214892674
BA2481	6.26652649814407	2.61955658601987
BA2033	6.26705656087935	2.10138671423736
BA2707	6.27202284935672	-1.26036729993896
BA2125	6.27380663380772	4.20135659440007
BA3446	6.31068973576453	3.98610922971924
BA3318	6.326824292765	1.52871884395893
BA2096	6.33465501524617	3.5589954761134
BA3206	6.34190143280827	2.02588669433336
BA3270	6.34737367069021	2.30441317316503
BA3311	6.35019247071228	3.33591126074654
BA2275	6.35757561884313	2.95951917174378
BA2201	6.36792449266188	2.54413689826714
BA2976	6.37878971540536	2.20713040749132
BA2011	6.37975842200095	-2.25024161031404
BA2175	6.38261014012489	4.23018449932999
BA2174	6.39165195051498	1.60136191099771
BA3399	6.40074858834192	2.22263895371536
BA2113	6.40170617544637	3.84650283387536
BA3038	6.41227021268222	3.84606667062873
BA2952	6.43493754543007	-0.14370738490567
BA2198	6.44613094518311	3.21214927956067
BA2516	6.44710159988793	-1.91775460540489
BA3162	6.46633469347968	4.77101825718542
BA3216	6.47279065497325	5.30385008887993
BA2296	6.47426873472503	2.07551474804364
BA2867	6.47866220517702	4.75868055542246
BA3210	6.4915209071939	4.31139818183838
BA2667	6.50152491798344	3.12161168962479
BA2374	6.50348265468803	4.30351985382614
BA2839	6.50494854074967	4.44843050304205
BA2593	6.50598160592548	3.05037898922433
BA3305	6.50854787129231	-0.222304755975519
BA2629	6.5105672693692	3.80689635661131
BA2523	6.52219766315803	5.39780333094655
BA3203	6.52375465899181	4.39626829820345
BA3421	6.54456958822718	3.06916845509247
BA2528	6.5518017021576	0.886017027727296
BA2809	6.5550219238791	3.05605087787581
BA2412	6.57041549701901	0.282808392042098
BA3283	6.57356389506373	4.04672215210504
BA2926	6.5851771545889	1.87236961151542
BA2851	6.59041781660964	1.81871140983335
BA2369	6.59569193185131	4.49091605473907
BA2600	6.59949061589029	3.30695131155452
BA2229	6.60156923670466	6.86407290374975
BA3079	6.6100656847185	3.2890601366061
BA3445	6.61275930528802	-2.52860193285701
BA2634	6.61275930528802	3.4336264767336
BA2962	6.61649602743193	2.81275421711373
BA2623	6.63383351459938	4.65939127413171
BA3405	6.63486341869675	2.00197026228675
BA2972	6.63915578339387	2.25161428597338
BA2674	6.6396645832219	2.97848915233881
BA2620	6.6396645832219	1.51028957469975
BA2097	6.65845499115322	-2.80619697770706
BA3157	6.68070832768596	4.58834815635997
BA2100	6.69027313849037	2.94360662853157
BA2879	6.69192414230504	5.38079659978033
BA2500	6.70193954968785	5.52174962133348
BA3083	6.71212603625657	3.93035783278632
BA3183	6.73692509275104	4.25188785363416
BA2426	6.73745939965324	4.4916443156522
BA3269	6.76898394569665	5.74901581721608
BA2459	6.76898394569665	0.745008053589273
BA3450	6.77720928573593	5.18903133216933
BA2644	6.78194925141946	-1.73745106536545
BA2507	6.80545390529169	5.39347949789235
BA3190	6.80603450730616	-2.90198965929373
BA2235	6.83214250556656	4.54878748959104
BA2286	6.84098754890722	2.85220606273854
BA2659	6.8446685918264	2.43004147850229
BA3245	6.84839040918598	1.46705136474485
BA3189	6.86708630662577	4.26475082518245
BA3324	6.87212018212394	0.648604039309271
BA3138	6.87971926016812	-0.215560842284569
BA2276	6.88553914900191	-2.26970788857989
BA2248	6.88553914900191	5.35117907046834
BA2559	6.88867708372879	0.907573624801598
BA2999	6.90096747490557	1.03724504422622
BA2751	6.91069984449294	0.230814197880978
BA2353	6.91854859965898	5.10386434450347
BA2715	6.91854859965898	3.87438735330881
BA2830	6.92050118830241	5.02518880255228
BA2651	6.92432887364054	4.95506412387923
BA2836	6.93954050250455	5.49691431965408
BA3040	6.93954050250455	3.145024554735
BA2116	6.94294359338222	2.20786647422011
BA3295	6.94358580230343	4.0443841889074
BA3453	6.94358580230343	5.81201009033099
BA2922	6.95344802847081	5.65028439106862
BA2414	6.95751613947387	4.40032348503011
BA3192	6.97318609681243	6.45401948854285
BA2846	6.97731252665637	5.1273934607462
BA2233	7.00565090016862	5.03856627298611
BA2106	7.01200936090574	5.57448750435834
BA3352	7.01472936087095	5.61931055876377
BA2694	7.01613705435711	5.04514940290603
BA3195	7.02200264661639	2.60775035053937
BA3180	7.02698040559294	5.93293802015649
BA2053	7.02841397070837	5.6154952630376
BA3098	7.02978091514104	4.37709807675879
BA2577	7.03196402344294	3.94226157127552
BA3251	7.03918975972709	5.38622445069567
BA2477	7.05292631391108	5.04032746317028
BA3199	7.05796014084047	2.19973496912707
BA2292	7.06020993945392	1.49556026112022
BA2169	7.0623479587219	5.97158629049038
BA3191	7.06736498172321	3.89874814101412
BA2714	7.06807720975175	4.23933489780631
BA2381	7.06885426902192	-1.20566862139212
BA2762	7.08227901596389	5.99191122538936
BA3002	7.08521741719084	4.23280074999323
BA2041	7.08598210070988	4.90986474335253
BA3135	7.08899874190146	5.46114309064973
BA2322	7.08974258985974	4.78539668733183
BA2004	7.10612705087253	0.338252851402753
BA3085	7.11517726354172	2.81214553611961
BA2000	7.13121480456278	4.36978016763227
BA2046	7.13433489569232	5.42125052108752
BA2400	7.14383843051354	5.14860760321253
BA2649	7.15798365655759	5.96386071356046
BA2501	7.1646982323911	5.21291531865443
BA2277	7.17358455839536	4.31178419876392
BA2792	7.17761745050204	4.16205900590607
BA3264	7.17999658780694	6.12432253652151
BA3353	7.18078818168097	5.21007881246748
BA3114	7.18398636132438	2.8212344806284
BA3380	7.18812871773308	5.61175957380568
BA3117	7.19064975766148	2.72747661216038
BA3310	7.19145743010941	5.26887133584046
BA2302	7.19225834495813	3.76902108983222
BA2813	7.19643196455649	4.66362563596561
BA2590	7.19738153999511	5.01358911563759
BA3242	7.21053357648558	3.14555866318589
BA3277	7.2179085684236	5.54319628882121
BA3176	7.22042069105103	4.62178523619092
BA2329	7.2245944685398	2.56729980684005
BA2791	7.2245944685398	5.71798453197329
BA3230	7.22951525991334	-1.21505154279673
BA2249	7.23036606098158	4.98372592715582
BA2639	7.23126576681474	5.10037153191854
BA3009	7.23636521102564	2.08727891982769
BA2226	7.24647814947882	3.32603631681627
BA2312	7.25176192852259	4.46591200459637
BA2677	7.25790347094091	3.09979908032792
BA3105	7.26503778677364	-1.72584860763551
BA2505	7.27462693268534	3.83524914634314
BA2168	7.27636680044251	5.643896541446
BA3402	7.27805701193436	-1.11055379864118
BA2452	7.2808607611199	6.02615955253131
BA2685	7.281719536851	4.89626395355883
BA2441	7.28268371584317	-0.2940815573697
BA2728	7.28525840993051	1.96116361160545
BA3418	7.28800386009291	5.55401941905853
BA2413	7.29077391107671	5.71138116672011
BA2171	7.29431703031285	5.13837383282281
BA3276	7.29968056370735	-1.72584860763551
BA2050	7.30591810989836	5.04032746317028
BA2850	7.30676049708217	4.61292317521801
BA3128	7.30861526987379	6.30235584618443
BA3218	7.31484141146978	-1.3568562659869
BA2464	7.31579076602089	5.40147695209821
BA2973	7.31665510949842	-1.51804371313603
BA2845	7.31758513982701	-1.14118673133773
BA2612	7.32489473499785	-1.36720517947145
BA3452	7.32489473499785	4.45099662608198
BA3011	7.33163994376767	4.97596941537187
BA2224	7.33529770605395	-0.358388935779956
BA2769	7.3370513303313	2.5287380218477
BA2660	7.34370807957505	3.26012105846324
BA2326	7.3445927403943	-1.31682085580989
BA2611	7.34547705030654	-1.34397869390183
BA3208	7.35298985161002	5.89165055148412
BA2341	7.3614587281193	-1.33055940349561
BA2390	7.3634906067475	-1.50372570372901
BA3332	7.36724009431295	3.72423831936426
BA2473	7.36910502551481	3.22280615930821
BA2430	7.37299295258264	-1.22174941388341
BA3333	7.37577438257785	5.50571962151203
BA2837	7.37675245327076	3.5970577193442
BA3171	7.37675245327076	4.91582389660128
BA2003	7.37771038448057	5.76722856076773
BA2730	7.37967634115988	-2.31036330948229
BA2256	7.39540604135448	5.70411525165464
BA2405	7.40510623344956	2.7380162918585
BA2802	7.40900238551148	3.47498947045849
BA2506	7.41107466475047	-2.05373083819241
BA2921	7.41497012248878	1.83912500107504
BA2402	7.41497012248878	3.78046913292847
BA2392	7.41600983782201	-0.949108598338083
BA3308	7.41702873174962	3.44707594335609
BA2363	7.42090370210596	0.0598717889754852
BA2163	7.42519569680361	-0.186674284721414
BA2448	7.42721767032965	-1.15439319370764
BA3388	7.44443985803447	0.325596608060987
BA2861	7.44839655086442	2.47226396684629
BA3395	7.45571345371651	3.48569837262195
BA2646	7.49256176412129	5.95076318092024
BA2722	7.49794707202402	4.37013695316732
BA2227	7.50002964161751	5.05720665133944
BA2123	7.50105244518025	4.53626577730074
BA2902	7.50436087643108	5.28073246291878
BA2924	7.50647222464875	5.41099569804948
BA2905	7.50647222464875	2.29057658536721
BA3306	7.51299557490928	6.076080299653
BA2909	7.51630069461518	2.23163840559511
BA2020	7.53405377993628	4.72354417544082
BA3394	7.53511002571526	2.91539060930385
BA2682	7.53511002571526	3.98571420800687
BA3454	7.54733361982974	5.31144747900552
BA2720	7.5552619353094	4.01157335883524
BA2829	7.55977224878375	4.26475082518245
BA2688	7.560948520145	4.16358431723126
BA3325	7.57365573963701	5.29873886453286
BA2681	7.58759859001841	-2.3713037003904
BA2344	7.58759859001841	4.61432758787758
BA3341	7.60395254604328	5.10560874455999
BA2511	7.6112304020112	3.55468554456962
BA3406	7.62437772428186	4.05442369128834
BA2932	7.63041516939983	4.90950444103544
BA2748	7.63278489020753	3.05203364858804
BA3413	7.63278489020753	-4.85765657835027
BA3280	7.63278489020753	6.34641294876492
BA2334	7.64511152399424	5.38151536241943
BA3300	7.64778904816974	4.19758383248503
BA2552	7.65148276489013	5.97812067314416
BA2541	7.65276972214058	4.01070643303874
BA3302	7.65276972214058	4.07877977370401
BA2124	7.65513327960109	4.7551991824947
BA2245	7.66369633945432	-0.711977832459023
BA3137	7.66369633945432	4.66009956525948
BA2521	7.6685963483501	4.66009956525948
BA2375	7.68273154484305	3.92287499831834
BA3384	7.68652733200955	4.30874915362319
BA2022	7.70330320958059	5.61175957380568
BA2828	7.70840071464408	3.62141192551751
BA2172	7.72672331348077	4.30240606521426
BA2240	7.72809482559201	4.64626652070706
BA2442	7.74132890165977	4.12413716528858
BA2280	7.74536502725477	5.3789226513503
BA3266	7.75640802704286	4.21713539157627
BA3376	7.75640802704286	5.62868512576849
BA3099	7.75780436658957	4.73332796808207
BA2470	7.75780436658957	0.136800381557917
BA3423	7.7605970351598	6.85394237356265
BA3448	7.76334677298606	5.55285643961997
BA2993	7.77161485169371	4.13049769125671
BA2387	7.77444024847	5.85107379352105
BA2418	7.77713213848426	5.79950973684786
BA2047	7.77846043065093	4.38521059006741
BA2034	7.78401208165605	4.6274902964939
BA3139	7.81101053195418	5.43474590254893
BA3023	7.81686981561798	5.08080248801388
BA3255	7.81832288003789	5.24829517363935
BA3228	7.8210975174081	3.61153028695549
BA2705	7.8210975174081	5.3981837734462
BA2281	7.82261702082019	5.49981147623839
BA3297	7.82688083190866	4.64092236598375
BA2532	7.83554388846121	4.33752896301929
BA3156	7.83704881770087	0.761761134838423
BA2499	7.8503248353151	3.56956667884493
BA2261	7.86519796261888	3.49157457610035
BA2308	7.87732006412967	5.74861209266001
BA3427	7.88494695067266	-4.1482821722357
BA3217	7.89401548128851	5.30422441487673
BA2399	7.90654028957083	5.14082982502073
BA2294	7.90950778255697	4.4462798870641
BA3312	7.91426996698012	1.93323034567971
BA2914	7.92045916247849	3.07081282165681
BA3385	7.92868137841977	4.4543011664344
BA2603	7.93187727167438	4.06201254185105
BA2410	7.93187727167438	4.88291011197608
BA3435	7.93658206656699	4.40728719351658
BA3229	7.94145634611773	-1.51459060193487
BA2483	7.94314055717551	4.43932284602221
BA2911	7.95452812467512	3.95847739460523
BA2798	7.96422079504262	5.19978192962276
BA3158	7.96744532914178	4.15189910009998
BA2806	7.96744532914178	6.00261866586335
BA2563	7.98067391429632	4.65156349192333
BA3214	7.99246857024867	2.864896220199
BA2273	7.99573716734119	5.38659608185088
BA3006	7.99915514777274	4.0102959705863
BA2474	8.0044307958278	4.47099076274074
BA2984	8.00780085925266	4.41056176363704
BA2747	8.01284698319857	5.04409921416931
BA2309	8.01457218763256	3.41508060163647
BA3123	8.04414638908848	-1.57668320545483
BA3089	8.04934885751887	5.83331901871842
BA2095	8.05288390011611	5.66319728629148
BA2588	8.07245680901417	4.33865898893468
BA2631	8.0760787079227	3.92905779716509
BA2893	8.07971165578759	4.73904359343724
BA3153	8.08335570616425	3.89787249471578
BA3095	8.09989277486394	5.0076178177708
BA3375	8.10917947996904	4.7544864013138
BA2704	8.11104544817006	4.89978807487584
BA2132	8.1336646480907	4.59116887928136
BA2944	8.14513423086413	3.68217215988785
BA3226	8.14705635633251	4.87132809398228
BA2065	8.15477520582082	4.95747206659002
BA3232	8.15477520582082	4.96757627610674
BA2656	8.15865294170913	1.56426458726311
BA2148	8.16059641320183	6.9848366218031
BA2488	8.16840116234166	6.0908744011171
BA3317	8.17625565039323	4.64945091473465
BA3290	8.19012213724112	0.0926804615502324
BA3004	8.19012213724112	6.02896726775605
BA2242	8.1981158996604	5.67202091636779
BA3136	8.1981158996604	0.567085951906115
BA3108	8.20616122712402	4.92175101940742
BA3145	8.20818067427413	6.59418114772064
BA2989	8.20818067427413	7.22379610574448
BA2994	8.22036612888066	5.4417363654644
BA2156	8.22650342209935	3.04704895342493
BA2939	8.22855584188171	5.15740286046687
BA2037	8.24717893447311	4.86953629253026
BA2776	8.24717893447311	5.5235514118888
BA2675	8.26396477173174	5.40039592941304
BA3146	8.2874098816496	4.21290414058133
BA3194	8.2960419873451	2.31383516537733
BA2727	8.29820901257083	3.80075983876638
BA3433	8.30037965468589	6.59094704308975
BA2195	8.31347995218337	4.70980361858599
BA2883	8.31787605128572	4.26019711740886
BA2160	8.32893113987774	5.18090832776529
BA3400	8.33337930026134	6.56119717042577
BA2908	8.34151708484093	3.715145145311
BA3036	8.34456564828853	4.65227257820413
BA2526	8.34681429629083	5.67432622931416
BA2948	8.35358316301659	2.96409346879
BA2200	8.3603866090308	5.48468121276611
BA2450	8.38100696139026	4.65477615366599
BA2937	8.40664550150058	1.39174765918177
BA2184	8.42083657982967	0.818865101075557
BA2218	8.42321613548815	5.88879613535989
BA2735	8.43517613550052	4.27308792912525
BA3373	8.43758065182973	4.01564420631153
BA2480	8.44966638628301	5.43991302011835
BA2482	8.45696872743274	4.36127695713154
BA2951	8.46922505155083	3.35747250812773
BA2808	8.47415784691615	4.89343215555138
BA2811	8.47663077360064	5.683055970914
BA2217	8.48656626341456	4.2155795317414
BA2971	8.50093062457148	0.426179251835628
BA2860	8.5529001392332	-1.19258977282178
BA3164	8.5555137585582	4.72110255717993
BA3275	8.57394218930808	1.15483203748155
BA2236	8.58457840504288	5.73442845067299
BA2360	8.58992566833602	2.83094506139995
BA2947	8.5971359914493	3.46604952680908
BA2856	8.63894476137773	4.14600944932061
BA2653	8.67721676583393	4.87551304793432
BA3142	8.68676863894814	2.76537822210362
BA2832	8.69249597847146	4.42301685254278
BA3386	8.70980864868103	4.71967956133396
BA2824	8.75098362594822	4.63953342719534
BA2775	8.75396729152058	4.47902169597731
BA3449	8.79635277497105	3.88759266109837
BA2772	8.79942491234482	4.92736106288858
BA3141	8.84307877151568	3.84781880682402
BA2789	8.85577669200061	5.19197507986882
BA3240	8.91751782379931	4.89307544639423
BA3029	8.92748837970555	6.97250726431014
BA3416	8.95099667095566	3.59038811359781
BA2068	8.95777690896205	5.2868395453686
BA3133	8.97142354261209	3.88164907830794
BA3249	8.97664914654451	6.96636526572417
BA2744	8.99906762077278	5.21184609169853
