	SF3B1	DNMT3A
BA2588	2.217265202905625	0.5454191265941115
BA2589	1.3964120671328928	1.1554841958513062
BA2592	5.069278178464495	0.4516867213074516
BA2593	0.0398129393678121	0.0482078021875235
BA2594	1.55384779379004	0.318736959768664
BA2595	1.1049828092472718	0.165925845479081
BA2597	1.0624154034010471	0.1956060277048242
BA2600	1.0177168916442754	0.3145612729561897
BA2603	3.448005834667688	0.2955805106291863
BA2618	6.639709954517876	0.4605459480209012
BA2619	1.608222981017942	0.3964742673762612
BA2620	7.257136306474398	0.3429567901630611
BA2621	2.302562167266556	0.2521754146457712
BA2622	5.740018604941144	0.1820431796607657
BA2623	3.1361912788673103	1.0283085416478084
BA2629	8.522674344341194	0.4695763482228556
BA2631	3.2329857166970037	0.3945279612030792
BA2634	1.1973282787502224	0.376498154243872
BA2636	0.6665113492421927	0.298505593504929
BA2639	1.362958086800756	0.539061794585312
BA2644	1.159654428614658	0.6555710697629737
BA2645	1.6553232028782536	0.5763828990678791
BA2646	2.292427173098183	0.5716253213226956
BA2649	2.054793558903989	0.3679098787072297
BA2651	0.9328784512660028	0.1820603245896505
BA2653	0.8253166337449686	0.2516713230269166
BA2655	7.299985941750644	0.3170650738691498
BA2656	1.3059148202384048	0.3431771918194494
BA2657	3.998831667480205	0.4038453553346112
BA2658	1.8268710853211807	0.6219957447398035
BA2659	2.2619259953681525	0.4637602320668896
BA2660	5.050824973655039	0.2191428208101416
BA2662	1.2953582838747546	0.3877015943012521
BA2663	0.7875701277787662	0.5880826526291726
BA2667	3.8148880510202687	0.4348011249922904
BA2670	0.0964147890654343	0.209885389528405
BA2674	3.0719907515118887	0.807604059291578
BA2675	5.470604185389457	0.4689991010933024
BA2676	2.955025113249121	0.2090818863244369
BA2677	2.3230404214585607	0.2974628991676514
BA2681	3.0673529206032044	0.3940031642319385
BA2682	3.793461043671051	0.2396315702058518
BA2685	1.388581302908514	0.3368005097558983
BA2688	0.6458573099095072	0.3577720637814585
BA2691	7.970834409180971	0.1672248532251762
BA2694	6.238474858619174	0.3501264127335556
BA2695	0.5278184851152868	0.0607576834709791
BA2697	1.3509235182574766	0.1092200193870022
BA2701	1.360539490071029	0.1889654260027632
BA2704	5.085740183175416	0.9814250352482728
BA2705	3.501425882081017	0.7700237016505259
BA2707	2.5197496582377994	0.6588867101667347
BA2709	1.3205904920919496	0.1484763938160132
BA2712	1.4752564014835297	0.1262065358097874
BA2714	7.656167967567946	0.2300306866199289
BA2715	0.4659300873907615	0.4294309994774231
BA2718	5.882814926834757	1.2915092487858195
BA2720	1.0380797982424526	0.0676870072242622
BA2721	5.548940628416671	0.8843333898768759
BA2722	3.9711216110799374	0.2948676477079429
BA2723	1.877678906239308	0.1045203993213058
BA2724	0.9589716341175236	0.0935820724540201
BA2726	1.6021027613169287	0.4806911207825697
BA2727	3.2411675798066057	0.9170466166952764
BA2728	3.304925770314513	0.5631883742849203
BA2731	1.0221442669866077	0.1478344170996834
BA2733	1.1356592170870456	0.1167841171410904
BA2735	1.176214772642601	0.1238351245416097
BA2737	1.817379873817898	0.2026822638608618
BA2742	1.265688443647633	0.4546269552393785
BA2744	0.6826428444347123	0.2327191232280831
BA2746	2.246847036514953	0.1724721754436311
BA2747	2.6896423547909816	0.3549934531535525
BA2748	8.612325169056342	0.6494838064548226
BA2751	2.820195249239303	0.3180928823491231
BA2756	0.9703809793178744	0.0299447808712799
BA2758	1.8323795468818664	0.1786891335756213
BA2760	0.5152849513625629	0.2176810594314007
BA2762	2.552687809543795	0.4122016381747383
BA2764	1.509975563432433	0.3601617347496643
BA2765	2.39289134623134	0.2146297454156381
BA2769	1.654345839016698	0.4069829758101596
BA2772	1.1316888526978304	0.6203456190414237
BA2775	5.604863226691362	0.4359858195215317
BA2776	2.6182270335041005	0.981962711844416
BA2778	1.421190336075034	0.3255770850575303
BA2782	1.5311907466458643	0.2503206248094025
BA2786	0.7852042741944069	1.171805359891818
BA2787	1.800247437353734	0.1262452577776576
BA2789	14.008737175363926	0.3927813924913583
BA2791	1.7045683684067263	0.2637898848361519
BA2792	3.018878411729552	0.1762526055954666
BA2798	4.100505762437636	0.1581435745743294
BA2801	1.3764703757939605	0.1743066887964006
BA2802	2.5253315131359857	0.5743559957070739
BA2804	0.7555484542008238	0.2330873228355452
BA2806	7.745564664145458	0.3026392588780354
BA2808	2.78559806484282	0.3644539186795258
BA2809	2.7334907416277763	0.7297194740690964
BA2811	2.552131987877516	0.4284780949273138
BA2812	2.0941482784156835	0.1645191045968128
BA2813	2.8097613443001364	0.2961385669585432
BA2814	2.054095618905114	0.1717759829931584
BA2816	2.1198042413487403	0.2056657392928692
BA2817	1.3376205975782405	0.4184505424268583
BA2820	4.070998956845965	1.227492215350056
BA2821	5.066381821748393	0.8325629907041542
BA2822	2.884351488167197	0.355693736417672
BA2824	1.0998169310286623	0.7553289219692325
BA2828	3.6181223683550248	0.2608430275163029
BA2829	4.534557564311359	0.6096674228142073
BA2830	0.6709554667506056	0.8085310465555513
BA2832	3.952292095295011	0.4613646997462846
BA2836	2.445039848180031	0.1882241836856603
BA2837	1.995631670825597	0.420197015660383
BA2839	0.9436462415281752	0.1193924712211999
BA2840	1.1492535974368214	0.3404412056811315
BA2841	1.9139072277193088	0.2643356416342542
BA2842	0.6612899451203657	0.0939459433638478
BA2843	1.6562102715697948	0.8806914208716016
BA2844	3.821757250756895	0.2319472968316453
BA2846	3.3001621146526645	0.6802889175866904
BA2850	1.828463643952976	0.3593597696814201
BA2851	1.6131893978446552	0.8077563402816813
BA2852	0.921993389809632	0.2604772743251851
BA2855	0.0503785843213644	0.1389577608821234
BA2856	0.5300314770969905	0.0460772943406423
BA2858	0.7114815296348503	0.0728947875117304
BA2860	1.2262364264523182	0.3634543029070985
BA2861	2.402131189545346	0.4621660573420051
BA2865	2.129704837588824	0.3736893759729958
BA2866	3.013038703143604	0.7078682915886187
BA2867	0.7455546963980773	0.579227306171779
BA2868	7.515001741124448	1.2538798834943796
BA2870	10.322297744445509	0.8809392757820929
BA2871	3.4221688480142816	0.5311071929265021
BA2872	1.6477955843867516	0.1711519804971614
BA2876	0.0957137393726782	0.147970721872509
BA2879	0.9531210378014084	0.2143382526114215
BA2880	2.6670752758807885	0.2052778440857197
BA2882	2.331904014622404	0.5347456449532613
BA2883	1.041376210613712	0.8248951680021976
BA2885	0.8719233342609193	0.2659698106163465
BA2887	2.4644347656172783	0.4958859177084
BA2889	0.0001248439450686	0.0052083333333333
BA2893	3.066329078603025	0.3786009347846887
BA2901	0.0317730501306983	0.0681156637427234
BA2902	3.0100672119655543	0.2266572571307222
BA2903	0.04812813915614	0.4643108883099237
BA2904	4.618916602419935	0.6961141456923908
BA2905	0.9351763781874364	0.2885133855143856
BA2906	4.94215177891217	0.1806856748580074
BA2908	4.5110256667594255	0.7279773258113387
BA2909	2.4489723716243854	0.2885545370370797
BA2910	1.594387139400962	0.4191895047954915
BA2911	9.404135429069326	0.5138820120046195
BA2914	3.2489443539667984	0.4974316857431418
BA2915	0.1575190649325371	0.248866969664275
BA2921	1.641957001069005	0.2277201673348766
BA2922	2.7456192472563985	0.5582202983948308
BA2923	0.7224224439304705	0.175868599967489
BA2926	6.687000187037824	0.3226091387985913
BA2928	1.9118917963386208	0.2350782013646713
BA2930	5.58017983762684	0.547400370733083
BA2932	7.813152127137059	0.3835065532280471
BA2934	1.066804732513104	0.4444740712198819
BA2935	1.673007552982645	0.1597390094414039
BA2937	1.0652045403051302	0.2770462416612391
BA2939	2.5373235723920007	0.3167674883356611
BA2944	3.672323777677416	2.926342443902008
BA2947	2.2556267591819603	0.6337114874670283
BA2948	1.6022588162482645	0.3214091422441616
BA2950	3.3056537960314523	0.9655158917999446
BA2951	3.714504555055268	1.2032901312935274
BA2952	7.945331247025262	0.1701724902822255
BA2953	1.0622547637621065	0.1887043089945975
BA2955	1.5735880773272142	0.1070074258904619
BA2956	0.6742777678936652	0.1331000503744939
BA2962	4.514064286268231	0.2743980063007089
BA2970	2.1501201984121554	0.2186665702514058
BA2972	1.6972456171563868	1.1248018222059002
BA2976	1.1234965124288914	0.5899704310956357
BA2978	0.6784917224358712	0.3880530930469665
BA2981	0.464518225543284	0.30014872540181
BA2984	1.3895178377819446	0.2994540891408266
BA2986	7.139863348341978	0.3408751659030815
BA2989	0.7722661228884115	1.2216838548674196
BA2992	1.9699573082368111	0.1738520838947822
BA2993	3.8777916763607	0.2381146198567779
BA2994	1.7558718623644929	1.1333107628424774
BA2995	1.3120625253755585	0.5966495392695071
BA2999	1.5218285152086082	0.944263594922562
BA3001	3.283498109093232	0.8419520480765643
BA3002	4.609381041663816	0.832543776663652
BA3004	2.9380858579637814	0.8579620022221772
BA3006	1.748787766814016	0.2601638825930524
BA3008	0.0077259165993786	0.0270018823347627
BA3009	5.390947118477055	0.5248921798084761
BA3010	1.3260803715209823	0.38707748618141
BA3011	0.7382217721149416	0.1690691320776569
BA3013	2.0879046289580168	0.4301935456332856
BA3023	0.9683986825238244	0.1363837899220483
BA3025	5.080337428397208	0.8187011111662452
BA3027	3.00421939840729	0.3963453459242108
BA3029	1.7401704021009063	0.1424834017343615
BA3030	3.945677107330818	1.422042146502674
BA3037	0.4762799165476772	0.1013477994000888
BA3038	5.051456112259189	0.3578297525563194
BA3040	2.834850863947472	0.2651355502276851
BA3042	4.309006570653918	0.4990705514060229
BA3043	2.248677657799857	0.1855059226545971
BA3049	1.7313959408230577	0.0638703871606211
BA3051	0.6646889545802217	0.0867398221687432
BA3053	7.861453717262678	0.3904060579161488
BA3064	3.322682981534957	0.8266145140190817
BA3067	3.741009251529377	3.0201802029787426
BA3068	4.13495857796512	0.7574173105813524
BA3070	3.443687359436515	0.2163329389468104
BA3071	6.077216535055907	0.5419650347218533
BA3072	8.213110499816764	0.7569400385432766
BA3075	1.3901999555975253	0.229534322024197
BA3076	0.0173066249405052	0.0420599651129518
BA3077	2.748373652909503	1.7928437998000928
BA2040	2.375963693373539	0.1227269882902742
BA2160	7.2642666976875745	1.6010001712890327
BA2303	2.840539695356444	0.2688254671847114
BA2353	6.337646980555671	1.2695600949360362
BA2516	6.1525607150623225	0.4293733959244427
BA2590	7.098047545622784	0.6603664163710853
BA2647	3.8849425733059006	0.6434817066881039
BA2891	1.4775576433842594	0.705000851779769
BA2924	4.889603897989876	0.2691020358385431
BA2971	3.468802501744926	0.7350571431102546
BA3036	6.45483500374836	0.5832937946565376
BA3059	1.0846267987184108	0.1456838423424147
BA3073	2.979660609986603	0.314033613122555
BA3078	5.116092346503533	0.3839338803127338
BA3079	2.368091955700928	0.4437535493508674
BA3083	5.811712840678749	0.5296678439058089
BA3084	2.779812080210334	0.4017445901202796
BA3085	4.24132050223457	0.6908424754070434
BA3087	9.970414668935453	1.0688612042849048
BA3089	5.824776961198015	1.1036399935011023
BA3094	4.087964389823318	0.9233834406485392
BA3095	6.108688157768685	0.4227676899769862
BA3098	3.053186060055868	0.5345790976230186
BA3099	8.625616342847932	0.8524193707267934
BA3103	1.4367437019194949	0.4355701855230808
BA3108	10.156121900000151	0.5537534456541039
BA3109	1.3927302351962607	0.1814324135121353
BA3110	2.5078610552278597	0.2768104716279829
BA3114	2.7530216948668005	0.1088840793009231
BA3116	1.0875424370572109	0.0935323200186703
BA3117	7.193373265148163	1.1097438239872484
BA3118	5.277096192183644	0.4558159967547756
BA3119	12.883161912408516	1.1050069715976252
BA3123	4.803611327801272	0.8898690185832758
BA3124	4.21054428006405	0.4376242267940435
BA3126	2.8246321209328777	0.4536238322110634
BA3128	3.608092487922375	0.2980707449549687
BA3130	2.5404865644497363	0.2888693576270573
BA3133	8.316171632292765	0.5280744309035069
BA3135	5.669922987556664	0.3673227728350812
BA3136	7.408721497640738	0.2188497040420824
BA3137	1.6213128686583913	1.8879753565257689
BA3138	2.926481202698819	0.4983259698262031
BA3139	6.8770572259705816	1.4083313481582078
BA3141	4.599395654944109	2.030416653662876
BA3142	14.0982824377567	1.0957801785740795
BA3145	4.677822210665414	1.075042883986113
BA3146	3.2749571865861946	1.8356430865267688
BA3149	2.387201305919367	0.2180017567368151
BA3152	4.349984345086304	0.4725979613969722
BA3153	3.0527241982844227	0.7517191341534645
BA3154	4.28942234204808	0.5136262651330682
BA3156	3.2278813784839597	0.2801695480589073
BA3157	5.383763330246449	1.0420286394826
BA3158	2.427680769014372	0.5752095869880473
BA3162	0.9929945971919996	0.3203651644938881
BA3163	1.6091564442133084	0.1698222535044266
BA3164	5.868617775283941	1.3816849248246437
BA3167	1.3512052762913591	0.1493417267865281
BA3169	0.8099630790379262	0.1318674079774977
BA3171	5.544770658175454	0.7248810084125195
BA3173	1.7308377241602686	0.4258039073468079
BA3174	2.78049200831482	0.9371693552117152
BA3175	3.916354169042656	0.3823097188500636
BA3176	1.398144493560881	0.6025835934943087
BA3177	2.6684240618836683	1.4499022737153702
BA3178	2.2011568745523635	0.1637235903879918
BA3180	2.8429799230863977	0.4470892620574914
BA3181	3.4169526216468147	0.1903750008777646
BA3182	6.465568450520892	0.7881579230493059
BA3183	8.637727802183933	0.456307919964907
BA3185	3.3780862457251213	0.5508315769993861
BA3186	7.658752176405559	1.102542456438378
BA3187	2.660248828732659	0.1951423994450779
BA3189	7.486407566060087	2.7703975044451803
BA3190	1.344322793828056	0.2644477773270691
BA3191	4.6694024901881175	0.3111235022013395
BA3192	3.5077787205700552	0.8690938023836893
BA3194	8.662644524733851	1.4300190129124035
BA3195	7.4496398989691635	0.5887605043012104
BA3197	10.054760629602765	0.556052047429418
BA3199	6.719935411125861	1.229934544311702
BA3200	7.819164366709701	1.2504678273610397
BA3202	2.685428461074084	0.1253391277216357
BA3203	1.0415124745103943	0.2590062959835215
BA3206	3.960770595829513	0.7427726525895122
BA3207	9.902281146739536	0.0696858222438629
BA3208	6.055922803560105	0.6869204070704473
BA3210	1.414333149336776	0.315720478031554
BA3211	5.250568268044968	0.7275274380916331
BA3212	5.928094555982853	0.5397198352858077
BA3213	4.602520007724814	0.7293003047623712
BA3214	6.220395204836827	1.0131577785777768
BA3216	5.618746466429752	0.4327449999045494
BA3217	8.902646775270254	0.4904605080512517
BA3219	3.3432382481703	0.1325412530644254
BA3221	3.35154335856063	0.5598546594295373
BA3222	4.655330714803816	0.4878573221666183
BA3225	2.93339371005488	0.1664920257431351
BA3226	6.800439759375081	0.4703898772915094
BA3227	6.344520643349284	3.8793287885210734
BA3228	8.08669053299697	1.027680461331225
BA3229	7.676464217231506	1.38524840556318
BA3230	2.888449091497991	0.3043778924975232
BA3232	4.301224086517919	0.7981653727668342
BA3234	4.332855018316021	0.2523570978104885
BA3235	1.915317492902447	0.3781402190601557
BA3237	4.639006836764641	0.9236503786785272
BA3240	10.116098999271616	1.772731740398074
BA3242	3.331326029734452	0.9853710122419864
BA3243	2.9046507866993294	0.3456145035073921
BA3245	3.3602777891825237	0.6219084754003928
BA3249	1.7662823115441877	0.7253580412858185
BA3250	3.933912694393884	0.6145009641973534
BA3251	4.276729172274	0.7335008785971939
BA3255	5.48695761692525	0.2654379634129928
BA3258	1.7224400452540294	0.1381705624271494
BA3260	1.0478724751794728	0.3955008866258075
BA3261	4.870043185968817	0.9026086064745786
BA3264	11.23593616992158	1.0291382399680875
BA3266	12.655947589873191	0.571195312151765
BA3268	9.627225643645808	0.9274702186531992
BA3269	2.378683040839632	0.1608875758792691
BA3270	6.257724076633806	0.411697993154909
BA3271	5.419991651726451	0.4636645220884421
BA3273	1.8203280536965825	0.1453138459753482
BA3275	4.6617186114798645	0.8447863453877119
BA3277	1.1887544877672702	0.5255969216806301
BA3280	2.9610502249776087	0.257935512741025
BA3283	2.004062218207752	0.3634864240305726
BA3285	5.7232340132082165	1.272838368001319
BA3286	3.752073025344385	0.5009188040399521
BA3289	0.4495356215814276	0.0488594857945091
BA3290	8.673827288058016	0.4140777215349762
BA3293	9.284535522740304	0.5366202521971016
BA3295	5.400211193073215	0.4006779312101171
BA3296	6.435364320786594	0.4959576484316099
BA3297	11.028395922575465	1.3407555613523563
BA3299	1.7767219872844695	0.0889831999919335
BA3300	4.756270975227372	0.8155149387367185
BA3302	15.037900211520007	1.878070338741434
BA3305	3.382023148591666	0.3758517555929482
BA3306	4.024635907308313	0.4678243753249521
BA3308	8.715486115863088	0.7430298784255994
BA3310	3.9395821225295418	3.113186868014315
BA3311	6.11081535565318	0.3413359723446273
BA3312	7.919782610348514	1.0313266944732924
BA3315	6.101530486404784	0.2175585040963564
BA3317	8.061095334546799	1.3966229821769789
BA3318	1.6558276347622718	0.1434208386076261
BA3319	0.2441810252409822	0.2643805651456659
