	SF3B1	RAD21
BA2218	0.084710669215247	4.492958654425742
BA2220	1.6409310910083468	11.27168233076358
BA2221	2.243354454921604	9.893553288678971
BA2224	2.0797450735301943	9.397529949966035
BA2226	3.1108793742900542	10.908716981211048
BA2227	4.466729377559415	8.563166687493254
BA2228	1.4107074971754248	13.65711061030867
BA2229	2.299403410170904	10.125749233382871
BA2233	3.843300609317525	6.323547682627363
BA2234	4.0845688398028654	11.823723239347228
BA2235	3.773219992974677	8.606492986201966
BA2236	3.873751378073389	7.780395565488438
BA2239	1.4644137048543158	6.552249451867215
BA2240	5.302351818144493	11.228756861285458
BA2242	5.217936721911253	9.596092148295025
BA2244	2.109603304943121	5.341309648977824
BA2245	3.715063303939503	9.699043191258031
BA2248	0.5876281095038024	5.445572536474128
BA2249	3.458310637890213	6.731132320283495
BA2251	12.00484402870346	11.377710091638932
BA2256	2.33433740710835	9.18485529321266
BA2260	1.5779240094218403	8.648831228976123
BA2261	0.0481531079451538	13.913285434019771
BA2269	0.0224406991260923	5.517119433614601
BA2271	3.761306094239691	11.19055154461345
BA2272	2.964975913177955	9.716425007365958
BA2273	3.045841981931842	9.913637199534788
BA2275	2.7853284034421044	13.934400427780313
BA2276	3.42152463196887	9.978364843676667
BA2277	6.531068769093444	12.040184337419634
BA2280	4.484736603606028	8.867506451898345
BA2281	5.114091505593648	16.67272759945315
BA2282	2.121523772811391	8.901841543428535
BA2286	2.854157120894861	13.39494709097916
BA2288	1.2115094864671292	10.082944575583005
BA2292	3.7299817448043786	18.590565422674203
BA2294	3.163226501282653	8.922417194971139
BA2296	4.481140748242528	9.253808222732571
BA2300	2.823341050544311	15.91951318108498
BA2301	1.4422802647725668	7.975873603129876
BA2302	2.4450587800572063	9.987074162137658
BA2304	0.5735414547284834	5.843656849489537
BA2306	1.4378042824058233	11.005838226949349
BA2308	2.7371780782548	6.875562225380477
BA2309	5.374018728112393	11.791282340863557
BA2311	3.3142836831548874	8.572661186048336
BA2312	1.9396833890645215	7.674918446231897
BA2316	0.4984972271262627	7.282340044737987
BA2322	0.7196782721354701	5.18753456585531
BA2325	0.6144736710050318	5.008815555223583
BA2329	1.1931826614417729	5.409638321457206
BA2334	1.993478439709194	6.602282118293289
BA2339	0.4699942900241933	8.06670173891155
BA2344	2.2900026002819254	10.584311463633012
BA2347	0.8088991835723007	8.719695984514088
BA2348	0.883377560935554	4.327835996869017
BA2350	0.9795546142839112	4.588882690076493
BA2354	3.580583535197325	12.00451486898158
BA2355	3.44088195176249	20.65281023706665
BA2357	0.7466248340609561	11.108352146056484
BA2360	2.6603320453574324	8.805045872014531
BA2361	2.122537525413574	12.820670415669928
BA2363	1.6522726311963882	3.870061482063049
BA2369	1.1059227199253063	12.850566536925276
BA2374	2.4096833890645217	9.087586819222311
BA2375	2.100786539663423	7.831872915187479
BA2376	2.343366612380079	8.201038447211358
BA2377	0.0567111603796107	15.515745904212263
BA2379	0.7103568696863393	8.82297591175788
BA2385	0.9035211314723832	9.25356836754013
BA2386	2.367782567770798	10.908254139241263
BA2387	4.035369110779613	10.729442600106111
BA2394	7.593742353118285	11.860730450178448
BA2399	3.685799556279377	9.462752231839673
BA2400	10.516791943992056	17.491428972560485
BA2402	6.407256444061246	8.029770309000423
BA2405	0.2110564671748621	6.783514065467473
BA2406	1.4467520730025347	4.789139318834035
BA2409	1.3682634830700355	5.9648479891895
BA2410	4.5260095176401	12.216570162803489
BA2412	1.3753158354127988	7.434423162851566
BA2413	3.558757620270642	7.014678596936963
BA2414	2.306433272355962	7.232459983658254
BA2415	3.756315385305518	11.629542912695369
BA2417	1.1675117582923902	6.087635035150938
BA2418	1.5321366334104294	5.170131502585171
BA2420	3.2029681153734444	9.57814254684074
BA2421	1.154419886226261	32.82849295268981
BA2423	3.8067645573970417	7.4386621718513055
BA2425	3.107183849055916	7.4966187289404544
BA2426	0.1050925076905999	5.078771875409028
BA2427	0.1443236529855342	6.27947651756106
BA2429	4.061533740558772	8.178058606915211
BA2440	4.515118540922507	16.32951560083481
BA2441	7.48233802600586	8.542129804765835
BA2442	3.410966293655464	14.204882194839056
BA2446	1.5344025510134254	10.364804794975528
BA2449	2.356064100751041	14.089617863871435
BA2450	3.519331370196511	6.47225667494796
BA2452	2.951904546843851	8.272702521925646
BA2454	3.5800363507248094	6.942160543769251
BA2455	0.5393154871879091	7.8038560766564276
BA2456	0.1207102191079664	7.882438568555351
BA2459	0.0323815313075464	9.797272940458363
BA2461	0.95278330527766	8.219969197680816
BA2463	1.416645689538503	12.690477923250375
BA2464	2.274301284478446	8.325017469373892
BA2469	0.041105135024581	6.430379507824933
BA2470	1.5174264355913207	5.793494776867308
BA2472	0.1222859747483732	6.274127828022683
BA2473	1.926382718921689	10.464200233436472
BA2474	4.932402265134477	8.453590141912928
BA2477	6.768566446326989	14.454241798469251
BA2479	2.963803300077096	8.334742963888607
BA2480	2.962812060442108	7.023019041158557
BA2481	0.1065127406211176	5.147954855206522
BA2482	4.55675387495229	9.673974306294848
BA2483	4.094619043491615	13.30799648435604
BA2485	6.688179817858615	7.764965016349434
BA2488	3.1325379968097127	9.955539364023684
BA2489	0.4959159455066064	9.378517373509853
BA2492	0.6517676062656149	7.464666356901334
BA2494	5.546111050285802	11.2361552416597
BA2496	0.936298316203406	6.263368166361607
BA2497	0.5076979597670999	11.770026231771718
BA2499	1.6321394161682796	14.879974384025108
BA2500	2.640884225108383	7.521231245992113
BA2501	3.3400008819669686	12.62601078055385
BA2502	2.2903437922450776	9.310906556965936
BA2505	3.3599098264806018	7.223980123328793
BA2507	1.126609034687153	3.825761168013304
BA2510	1.117650744121614	10.624600112642494
BA2511	0.5547863739144583	5.903836931663234
BA2512	2.4011947991320226	8.148040889126415
BA2514	3.45310423481002	9.82159563378448
BA2515	2.492897976189933	10.264101693684571
BA2520	1.384062484318475	5.918793888432724
BA2521	3.6303167173797672	9.910091896864747
BA2523	3.255909992229567	8.833513249971563
BA2524	1.182336976769294	7.699731455993478
BA2525	0.927868361868006	8.770496731111479
BA2526	1.5745202936037626	17.08355327657949
BA2528	2.664848081189622	10.95619152241139
BA2532	1.586789054789917	17.277575819534
BA2534	4.342877348807292	8.677937913221355
BA2538	5.459500768679832	10.913820694522553
BA2539	3.452706536135555	13.978502747180436
BA2540	1.6834681450257822	4.592253604891722
BA2541	2.4779100728231005	7.417264627916515
BA2545	2.715710302742765	9.368149045066335
BA2546	1.1761256635660966	6.906706856278332
BA2552	4.987072698408354	12.480830817711963
BA2559	0.7191279551595828	9.529928027515686
BA2561	1.0089444147921067	6.750879843314633
BA2563	2.168817586421358	5.624974228062305
BA2564	1.1562404789384766	6.846327704749135
BA2567	2.944546980707733	9.314424545325542
BA2570	0.8088462579510084	17.334215847491553
BA2575	0.5436999654816376	5.477289467005744
BA2577	4.324663598029868	7.43704400808223
BA2579	3.419698922327602	10.763658341093915
BA2583	4.572907145605144	9.890591627699177
BA2584	3.803381818707128	6.499434090328587
BA2587	3.168909295779788	7.206419255062711
BA2588	2.217265202905625	7.474967556882667
BA2589	1.3964120671328928	9.229416269372235
BA2592	5.069278178464495	19.169117856989924
BA2593	0.0398129393678121	0.5499673904738163
BA2594	1.55384779379004	9.139083579125286
BA2595	1.1049828092472718	6.547667946907218
BA2597	1.0624154034010471	4.217510422821092
BA2600	1.0177168916442754	9.353896237028234
BA2603	3.448005834667688	9.768311999403744
BA2618	6.639709954517876	15.46445402601978
BA2619	1.608222981017942	10.24348484377864
BA2620	7.257136306474398	10.216901742287613
BA2621	2.302562167266556	7.688498948557723
BA2622	5.740018604941144	11.856726789983709
BA2623	3.1361912788673103	13.446594472046977
BA2629	8.522674344341194	8.594657614716793
BA2631	3.2329857166970037	8.41576670737534
BA2634	1.1973282787502224	5.922645896258479
BA2636	0.6665113492421927	7.065038505416176
BA2639	1.362958086800756	10.010161068121263
BA2644	1.159654428614658	5.2597819078544354
BA2645	1.6553232028782536	9.463742795285215
BA2646	2.292427173098183	10.03274456794311
BA2649	2.054793558903989	8.712169545197561
BA2651	0.9328784512660028	5.018140227249536
BA2653	0.8253166337449686	9.771089494494756
BA2655	7.299985941750644	30.556439747727115
BA2656	1.3059148202384048	5.318476119902994
BA2657	3.998831667480205	13.558121784268703
BA2658	1.8268710853211807	4.654695657476833
BA2659	2.2619259953681525	16.718520678385307
BA2660	5.050824973655039	7.836327552343412
BA2662	1.2953582838747546	5.873299561545402
BA2663	0.7875701277787662	8.080320855742233
BA2667	3.8148880510202687	7.957563016351409
BA2670	0.0964147890654343	10.815173782482145
BA2674	3.0719907515118887	5.586960032133701
BA2675	5.470604185389457	8.80433163554737
BA2676	2.955025113249121	14.295097086991808
BA2677	2.3230404214585607	7.976881058970531
BA2681	3.0673529206032044	8.780910687229923
BA2682	3.793461043671051	7.710059959218154
BA2685	1.388581302908514	15.721198305823696
BA2688	0.6458573099095072	9.136700966465709
BA2691	7.970834409180971	9.81666764700157
BA2694	6.238474858619174	6.213926440467708
BA2695	0.5278184851152868	3.385600384087774
BA2697	1.3509235182574766	3.914813236169825
BA2701	1.360539490071029	6.208919627119961
BA2704	5.085740183175416	7.709101855865436
BA2705	3.501425882081017	7.11128981908457
BA2707	2.5197496582377994	7.130671220290234
BA2709	1.3205904920919496	6.946880022044021
BA2712	1.4752564014835297	8.715074617421482
BA2714	7.656167967567946	11.947381290035214
BA2715	0.4659300873907615	7.9908424818815
BA2718	5.882814926834757	8.743801897061989
BA2720	1.0380797982424526	12.623245416287624
BA2721	5.548940628416671	7.824177092542211
BA2722	3.9711216110799374	21.156102406265585
BA2723	1.877678906239308	10.375714600574018
BA2724	0.9589716341175236	5.450778898354078
BA2726	1.6021027613169287	9.224656526294682
BA2727	3.2411675798066057	7.2063798654766975
BA2728	3.304925770314513	11.6589570980474
BA2731	1.0221442669866077	3.825267336455325
BA2733	1.1356592170870456	5.937480129183587
BA2735	1.176214772642601	8.716166676984766
BA2737	1.817379873817898	8.059068369130218
BA2742	1.265688443647633	9.60144734897058
BA2744	0.6826428444347123	3.4684355266186118
BA2746	2.246847036514953	7.599745388967682
BA2747	2.6896423547909816	7.651377512409418
BA2748	8.612325169056342	12.55875252888568
BA2751	2.820195249239303	6.631137259735903
BA2756	0.9703809793178744	8.313613699099756
BA2758	1.8323795468818664	8.358962769112686
BA2760	0.5152849513625629	13.39521223098779
BA2762	2.552687809543795	6.784312013608401
BA2764	1.509975563432433	15.078263588638512
BA2765	2.39289134623134	7.699253392049299
BA2769	1.654345839016698	9.361756841663468
BA2772	1.1316888526978304	5.990000228879067
BA2775	5.604863226691362	11.231430347123924
BA2776	2.6182270335041005	6.300427536036851
BA2778	1.421190336075034	4.436186959369814
BA2782	1.5311907466458643	8.015532388218636
BA2786	0.7852042741944069	8.750798721553965
BA2787	1.800247437353734	8.772402732286627
BA2789	14.008737175363926	12.690204036147708
BA2791	1.7045683684067263	10.013093916294787
BA2792	3.018878411729552	9.349854225229196
BA2798	4.100505762437636	11.320668917283385
BA2801	1.3764703757939605	12.300105653747424
BA2802	2.5253315131359857	11.674453813334097
BA2804	0.7555484542008238	9.948183462781904
BA2806	7.745564664145458	9.239625565942395
BA2808	2.78559806484282	6.253328628485094
BA2809	2.7334907416277763	9.480771579524577
BA2811	2.552131987877516	7.8572391190129185
BA2812	2.0941482784156835	9.580850470658854
BA2813	2.8097613443001364	6.871862217728357
BA2814	2.054095618905114	10.50067506991098
BA2816	2.1198042413487403	7.879227320258685
BA2817	1.3376205975782405	8.567011899482022
BA2820	4.070998956845965	7.037460506740012
BA2821	5.066381821748393	17.60763100096741
BA2822	2.884351488167197	10.567069438748083
BA2824	1.0998169310286623	4.683691483393542
BA2828	3.6181223683550248	9.433810687478156
BA2829	4.534557564311359	7.568162408320408
BA2830	0.6709554667506056	5.473336416357746
BA2832	3.952292095295011	9.992879451805464
BA2836	2.445039848180031	6.428689543614687
BA2837	1.995631670825597	7.69629748433335
BA2839	0.9436462415281752	10.702870709793087
BA2840	1.1492535974368214	14.098907636349963
BA2841	1.9139072277193088	10.86633082856018
BA2842	0.6612899451203657	8.122653245216734
BA2843	1.6562102715697948	9.97163363501163
BA2844	3.821757250756895	9.285825149104296
BA2846	3.3001621146526645	7.114886095215292
BA2850	1.828463643952976	5.097039701059529
BA2851	1.6131893978446552	7.930079634666398
BA2852	0.921993389809632	10.733105482199862
BA2855	0.0503785843213644	10.412020171563372
BA2856	0.5300314770969905	8.123417456297645
BA2858	0.7114815296348503	11.732022768469532
BA2860	1.2262364264523182	9.580156560415908
BA2861	2.402131189545346	5.739678316914184
BA2865	2.129704837588824	6.786711420764503
BA2866	3.013038703143604	13.570153734926146
BA2867	0.7455546963980773	6.5776794410019725
BA2868	7.515001741124448	9.41411842427432
BA2870	10.322297744445509	15.218174085191572
BA2871	3.4221688480142816	8.517910766576021
BA2872	1.6477955843867516	12.738415912342797
BA2876	0.0957137393726782	7.948332469106371
BA2879	0.9531210378014084	8.7832317062327
BA2880	2.6670752758807885	14.20169997994761
BA2882	2.331904014622404	7.158452857080666
BA2883	1.041376210613712	13.323673284159556
BA2885	0.8719233342609193	9.1437329828171
BA2887	2.4644347656172783	10.013956036977431
BA2889	0.0001248439450686	0.0526682049279554
BA2893	3.066329078603025	7.428524101497821
BA2901	0.0317730501306983	6.693510757997804
BA2902	3.0100672119655543	9.897790129229035
BA2903	0.04812813915614	8.231738411041828
BA2904	4.618916602419935	10.079079666847052
BA2905	0.9351763781874364	11.079928175686486
BA2906	4.94215177891217	9.756131041333148
BA2908	4.5110256667594255	12.743765720614595
BA2909	2.4489723716243854	6.922166908194905
BA2910	1.594387139400962	9.025651262817592
BA2911	9.404135429069326	11.157070639231096
BA2914	3.2489443539667984	6.029033683775086
BA2915	0.1575190649325371	2.432698412466443
BA2921	1.641957001069005	4.687694470296719
BA2922	2.7456192472563985	10.563641838224775
BA2923	0.7224224439304705	4.43442129730587
BA2926	6.687000187037824	10.404461026625832
BA2928	1.9118917963386208	10.11643727364132
BA2930	5.58017983762684	12.815465943706217
BA2932	7.813152127137059	10.837366964790483
BA2934	1.066804732513104	8.544368841382356
BA2935	1.673007552982645	6.18957415651764
BA2937	1.0652045403051302	7.9631102781870515
BA2939	2.5373235723920007	4.814820204236246
BA2944	3.672323777677416	10.064472511470012
BA2947	2.2556267591819603	6.492174850950838
BA2948	1.6022588162482645	16.64618729092987
BA2950	3.3056537960314523	7.245089154829005
BA2951	3.714504555055268	5.174473590117093
BA2952	7.945331247025262	16.129897557537284
BA2953	1.0622547637621065	5.61233345548178
BA2955	1.5735880773272142	4.626903249324755
BA2956	0.6742777678936652	5.528563793050033
BA2962	4.514064286268231	10.754058816270438
BA2970	2.1501201984121554	7.655852368698684
BA2972	1.6972456171563868	4.875855602823917
BA2976	1.1234965124288914	6.668422614850322
BA2978	0.6784917224358712	6.517289850731646
BA2981	0.464518225543284	6.277416724940326
BA2984	1.3895178377819446	4.623263901162467
BA2986	7.139863348341978	10.61649522660097
BA2989	0.7722661228884115	10.501458838357118
BA2992	1.9699573082368111	11.530571617754989
BA2993	3.8777916763607	6.377924762484255
BA2994	1.7558718623644929	7.09209433756163
BA2995	1.3120625253755585	7.927022872959648
BA2999	1.5218285152086082	5.533919986013618
BA3001	3.283498109093232	8.967662310686702
BA3002	4.609381041663816	16.7972457877744
BA3004	2.9380858579637814	7.085755351782302
BA3006	1.748787766814016	7.136737262954476
BA3008	0.0077259165993786	0.2984697073842119
BA3009	5.390947118477055	6.894381047571565
BA3010	1.3260803715209823	5.412972758144391
BA3011	0.7382217721149416	19.55809814346926
BA3013	2.0879046289580168	9.247982876855191
BA3023	0.9683986825238244	4.0703173877139145
BA3025	5.080337428397208	4.821452582837324
BA3027	3.00421939840729	8.311939681222812
BA3029	1.7401704021009063	5.9919030611137964
BA3030	3.945677107330818	11.048257548925138
BA3037	0.4762799165476772	7.5162662118315
BA3038	5.051456112259189	13.281945296374737
BA3040	2.834850863947472	14.055834341442273
BA3042	4.309006570653918	10.083466709865757
BA3043	2.248677657799857	7.858543977921846
BA3049	1.7313959408230577	12.85756735103648
BA3051	0.6646889545802217	10.971059465533544
BA3053	7.861453717262678	13.537613702438962
BA3064	3.322682981534957	6.173738741923538
BA3067	3.741009251529377	7.462077652141978
BA3068	4.13495857796512	10.92123400166833
BA3070	3.443687359436515	7.295000725895216
BA3071	6.077216535055907	10.52390611206101
BA3072	8.213110499816764	8.537634657826874
BA3075	1.3901999555975253	5.0177523164792746
BA3076	0.0173066249405052	6.436084135633871
BA3077	2.748373652909503	16.521622849251806
BA2040	2.375963693373539	10.369023486536902
BA2160	7.2642666976875745	9.025528918383657
BA2303	2.840539695356444	8.486958621868874
BA2353	6.337646980555671	9.912825000169375
BA2516	6.1525607150623225	12.22145040127422
BA2590	7.098047545622784	11.020519906011817
BA2647	3.8849425733059006	14.01612973269423
BA2891	1.4775576433842594	6.276369361840032
BA2924	4.889603897989876	17.079325553908557
BA2971	3.468802501744926	8.74346075786503
BA3036	6.45483500374836	6.274789637985522
BA3059	1.0846267987184108	15.366874484849632
BA3073	2.979660609986603	12.639113852233436
BA3078	5.116092346503533	16.694293404719758
BA3079	2.368091955700928	8.381004427762392
BA3083	5.811712840678749	14.810650623264374
BA3084	2.779812080210334	8.931039707541247
BA3085	4.24132050223457	10.595121842708444
BA3087	9.970414668935453	18.36457240150483
BA3089	5.824776961198015	10.809715902166948
BA3094	4.087964389823318	8.270966085411256
BA3095	6.108688157768685	12.881896387377646
BA3098	3.053186060055868	9.590542634787692
BA3099	8.625616342847932	15.955877745803877
BA3103	1.4367437019194949	12.263914273744836
BA3108	10.156121900000151	20.79246823882168
BA3109	1.3927302351962607	8.027688129345798
BA3110	2.5078610552278597	8.592635501023473
BA3114	2.7530216948668005	10.589312921282527
BA3116	1.0875424370572109	6.607313984515323
BA3117	7.193373265148163	16.365237048266398
BA3118	5.277096192183644	12.705569947122092
BA3119	12.883161912408516	12.810425741677957
BA3123	4.803611327801272	6.382645609230425
BA3124	4.21054428006405	9.284977057831163
BA3126	2.8246321209328777	11.412819087950716
BA3128	3.608092487922375	8.810140240962603
BA3130	2.5404865644497363	8.426457892847933
BA3133	8.316171632292765	16.356477365148123
BA3135	5.669922987556664	9.496110992875614
BA3136	7.408721497640738	11.243952690380354
BA3137	1.6213128686583913	9.02747316791148
BA3138	2.926481202698819	11.423077315635409
BA3139	6.8770572259705816	21.45425266023014
BA3141	4.599395654944109	12.966304139588166
BA3142	14.0982824377567	14.091857300176931
BA3145	4.677822210665414	10.354261631048317
BA3146	3.2749571865861946	7.933065611315002
BA3149	2.387201305919367	6.029497936530812
BA3152	4.349984345086304	14.817160210145763
BA3153	3.0527241982844227	11.934807261655983
BA3154	4.28942234204808	10.37847228212452
BA3156	3.2278813784839597	20.914478818740264
BA3157	5.383763330246449	10.776595378268189
BA3158	2.427680769014372	10.1711382617597
BA3162	0.9929945971919996	11.237044105692334
BA3163	1.6091564442133084	8.312243991569263
BA3164	5.868617775283941	14.73226368307242
BA3167	1.3512052762913591	7.282263747764319
BA3169	0.8099630790379262	16.814891128842294
BA3171	5.544770658175454	19.46649574711684
BA3173	1.7308377241602686	13.476480334718383
BA3174	2.78049200831482	9.1782654338674
BA3175	3.916354169042656	5.595467776707004
BA3176	1.398144493560881	10.516834615247337
BA3177	2.6684240618836683	19.33996055650852
BA3178	2.2011568745523635	11.331439290758995
BA3180	2.8429799230863977	14.02641990095722
BA3181	3.4169526216468147	9.503419985420877
BA3182	6.465568450520892	14.978060789083155
BA3183	8.637727802183933	14.519903017517604
BA3185	3.3780862457251213	12.291302372484742
BA3186	7.658752176405559	14.913191470830974
BA3187	2.660248828732659	11.349434096297829
BA3189	7.486407566060087	11.932120982129211
BA3190	1.344322793828056	19.097652187768876
BA3191	4.6694024901881175	8.862948952022187
BA3192	3.5077787205700552	19.90767000833373
BA3194	8.662644524733851	15.667454413013024
BA3195	7.4496398989691635	8.708910526307639
BA3197	10.054760629602765	8.465826631517633
BA3199	6.719935411125861	19.909073905218158
BA3200	7.819164366709701	10.909278309870528
BA3202	2.685428461074084	16.823737521829127
BA3203	1.0415124745103943	19.44197628482391
BA3206	3.960770595829513	8.41819053439068
BA3207	9.902281146739536	18.366640693630632
BA3208	6.055922803560105	6.102771587580501
BA3210	1.414333149336776	14.175531101627
BA3211	5.250568268044968	8.689275557787132
BA3212	5.928094555982853	18.35884200611968
BA3213	4.602520007724814	13.56965681003816
BA3214	6.220395204836827	10.371187620116046
BA3216	5.618746466429752	9.438854222222687
BA3217	8.902646775270254	11.88035751769358
BA3219	3.3432382481703	11.093733857751708
BA3221	3.35154335856063	8.869172543186263
BA3222	4.655330714803816	23.17656100981065
BA3225	2.93339371005488	11.151218427400725
BA3226	6.800439759375081	9.794689013130396
BA3227	6.344520643349284	9.959340799942916
BA3228	8.08669053299697	16.46223049863661
BA3229	7.676464217231506	14.888690691276398
BA3230	2.888449091497991	10.88702275122798
BA3232	4.301224086517919	10.619888613709852
BA3234	4.332855018316021	13.592360891893474
BA3235	1.915317492902447	7.74587284666574
BA3237	4.639006836764641	9.877675574769016
BA3240	10.116098999271616	18.87188791833453
BA3242	3.331326029734452	5.801530323141875
BA3243	2.9046507866993294	7.550988075131212
BA3245	3.3602777891825237	10.676015899769338
BA3249	1.7662823115441877	6.683662417446377
BA3250	3.933912694393884	11.761587752013284
BA3251	4.276729172274	7.336191837077552
BA3255	5.48695761692525	10.457541463274575
BA3258	1.7224400452540294	13.18937285519026
BA3260	1.0478724751794728	20.570341633841405
BA3261	4.870043185968817	10.313149155349263
BA3264	11.23593616992158	17.167519551517515
BA3266	12.655947589873191	15.986410426489345
BA3268	9.627225643645808	33.269145031387254
BA3269	2.378683040839632	9.949139208808512
BA3270	6.257724076633806	17.86849096029282
BA3271	5.419991651726451	13.764132629312732
BA3273	1.8203280536965825	7.8145711334608
BA3275	4.6617186114798645	14.962094263120866
BA3277	1.1887544877672702	10.81707913018485
BA3280	2.9610502249776087	8.696961129621478
BA3283	2.004062218207752	12.250071841697912
BA3285	5.7232340132082165	25.58677903338585
BA3286	3.752073025344385	9.58094773570941
BA3289	0.4495356215814276	5.473680908679123
BA3290	8.673827288058016	18.14242124639833
BA3293	9.284535522740304	16.07744382884652
BA3295	5.400211193073215	14.657653131414444
BA3296	6.435364320786594	16.831911144316937
BA3297	11.028395922575465	16.19473077928634
BA3299	1.7767219872844695	8.700308143455324
BA3300	4.756270975227372	8.41754525873113
BA3302	15.037900211520007	17.931316082994414
BA3305	3.382023148591666	13.210384284552964
BA3306	4.024635907308313	11.499892572410136
BA3308	8.715486115863088	13.816117444757213
BA3310	3.9395821225295418	7.100560037626962
BA3311	6.11081535565318	14.976188771036478
BA3312	7.919782610348514	19.56142930717515
BA3315	6.101530486404784	36.35478052805157
BA3317	8.061095334546799	11.16052886825041
BA3318	1.6558276347622718	27.032917147356
BA3319	0.2441810252409822	15.667229116628087
BA3322	2.9021558922236363	12.591249945719875
BA3324	6.968018258236888	18.160367263148338
BA3325	7.743812142556275	6.980786815663781
BA3326	1.3067779009490268	13.32551613432835
BA3328	9.490785619680636	16.533021042745304
BA3329	4.566633471254719	15.802833118921944
BA3332	1.507759522582156	15.290522516662271
BA3333	11.637307978303612	11.232635186040444
BA3334	0.4513920099875156	9.617271313844697
BA3335	5.688921840999604	9.93084257211786
BA3339	3.6418119783279423	11.679638650782366
BA3341	2.062199914540442	10.240655098975587
BA3345	2.438859806788409	9.919192049605591
BA3347	1.3679641845379027	6.208006682575883
BA3351	7.446937293669149	13.581704757796958
BA3352	0.8842332741807212	6.888519922529282
BA3353	9.145652997699282	14.586040996840996
BA3357	5.684862428359192	11.209355070417873
BA3362	3.3403728135202493	8.905632409862548
BA3367	3.3419890103874423	10.039284949472163
BA3369	6.889214099002313	16.31057767629538
BA3371	1.6825871968808783	18.356492926805508
BA3373	20.23629457544695	19.10898852239754
BA3374	1.4028629180029226	7.641555016365422
BA3375	5.380317903473276	7.289816251366465
