	DNMT3A	RUNX1
BA2116	0.2417840970771943	0.247156774264995
BA2121	0.6760584898167601	0.4045254318806516
BA2122	0.0656029871370471	0.2333023284722314
BA2123	0.0959275918604528	0.3247570771477333
BA2124	0.6896924988931303	0.547448699385894
BA2125	0.4016538372629313	0.3106537800341222
BA2132	0.5098245010712235	0.4028966828390375
BA2133	0.2320013726547507	0.0821775067247399
BA2134	0.0978162703224511	0.1773124117797484
BA2135	0.5230946747168397	0.3643324954167157
BA2139	0.094658854443762	0.1190683935976216
BA2143	0.1901286905887505	0.2887462269645254
BA2148	0.1653780428761621	0.2213584146383362
BA2153	0.5962602133140623	0.3382966437468907
BA2155	0.325684159573431	0.1000285399730431
BA2156	0.6192501045771407	0.1665121141157881
BA2162	0.5336746564791711	0.2075276098890612
BA2163	2.3304985680705173	0.3639867216910707
BA2168	0.4042478250562519	0.3370682973422069
BA2169	0.8900870917871619	0.2424274050615774
BA2171	0.5006416354314442	0.6888123828281181
BA2172	0.3534923133742886	0.1712153320146594
BA2174	0.4419089652347314	0.3644123896008013
BA2175	0.177572143431386	0.3571108076129757
BA2184	2.4937520176121484	0.3727416907983689
BA2195	0.2030012891780013	0.3198556517342838
BA2198	0.8296965103200213	0.6672047141790376
BA2200	0.879303672917371	0.9493042047686716
BA2201	0.0986654105296367	0.1959922000558477
BA2209	0.8738033339078843	0.1473016906235394
BA2211	1.7814047286024255	0.8197705252423492
BA2212	0.358849828842352	0.2594329568361865
BA2217	2.0109583228318337	0.1748507630117328
BA2218	0.3445802528520448	0.2459561395673188
BA2220	0.2158140627418481	0.2055369775121894
BA2221	0.1123345902334619	0.1162426874308127
BA2224	0.50439950982126	0.292817153389424
BA2226	0.8732113967481294	0.7427213369908078
BA2227	1.1770681874430475	0.683119927528023
BA2228	0.1756566002668675	0.2628742396944147
BA2229	0.4751961882078786	0.4056640287149609
BA2233	0.652611372360466	0.5315421413584168
BA2234	0.1253648500016553	0.1814084487686583
BA2235	0.175866222457809	0.2933684989286715
BA2236	0.3285167351903352	0.6132881705814938
BA2239	0.1714125851037873	0.1773165344831579
BA2240	0.5717301014229117	0.6015005177609613
BA2242	0.5819394119805501	0.7518530096416304
BA2244	0.2843519009376707	0.3542834319275956
BA2245	0.3750327072183909	0.6503321853810318
BA2248	0.3118143728257943	0.3228620481798537
BA2249	0.4332410668101266	0.4867737648170668
BA2251	1.0331853833965587	0.1512000511284227
BA2256	0.5170178480586665	0.4205528268447001
BA2260	0.1635494751200925	0.3086467051717796
BA2261	0.7411661772531666	0.1680111780593647
BA2269	0.0514481175701506	0.1338224546828064
BA2271	0.3975245005379642	0.6406549134468797
BA2272	0.2766335588647716	0.2135859516736474
BA2273	0.3883456318198185	0.3332695562783719
BA2275	0.7906998485809084	0.5899890040908593
BA2276	0.1930645223276748	0.2550864966643531
BA2277	0.8546168491637717	0.6086944074788341
BA2280	1.3403744661128272	1.238123750065648
BA2281	0.3742486776379176	0.4929589762080263
BA2282	0.1848252696301412	0.1222042420164395
BA2286	0.2924677972517953	0.3573625729541775
BA2288	0.8689960641896194	0.1726257409376905
BA2292	0.0383764464488665	0.1420894825776016
BA2294	0.8926650952809216	0.3557053911785621
BA2296	0.7958449564827293	0.2148106637106862
BA2300	0.8105652707227917	0.3860761946544425
BA2301	0.1512653313907045	0.204491862129929
BA2302	0.1781291916276537	0.2845922240557846
BA2304	0.1342898984526482	0.0979748767280979
BA2306	0.5401721990788467	0.3022602526166719
BA2308	0.918211471699353	0.3212370824381028
BA2309	0.1763206638680505	0.19795321803015
BA2311	0.1760659011994245	0.1134252444489589
BA2312	0.6757120776156089	0.2645746766899385
BA2316	0.1292452424412816	0.2056545504439652
BA2322	0.7836452764609124	0.6991153640871128
BA2325	0.059416367332984	0.1303379514061994
BA2329	0.1829182068266463	0.1811279137633033
BA2334	0.5601448744652351	0.3301006832772097
BA2339	0.1039325783070219	0.1031892287671385
BA2344	0.7171623628083545	0.2438605199065537
BA2347	0.0733246332693876	0.1395398032978155
BA2348	0.0563834165382755	0.0744092462461175
BA2350	0.0687448652717671	0.0794989986228869
BA2354	0.5649239948038823	0.2584898433297769
BA2355	0.2402441112801165	0.3663460851955715
BA2357	0.0769123129206903	0.1991905147710996
BA2360	0.6835659009126082	0.1401737238210114
BA2361	0.9467138467155864	0.1847962633398329
BA2363	0.2013801892904489	0.1514118803869611
BA2369	0.414873241135215	0.3214652451660544
BA2374	0.4334668550253931	0.2763952595404794
BA2375	0.512061926493074	0.8939738305449055
BA2376	0.187392021027014	0.1810705720249024
BA2377	0.1966266034983252	0.809008592228186
BA2379	0.1859523035553871	0.2462887562455963
BA2385	0.152949964951423	0.2109104617600196
BA2386	0.3828690029882881	0.7200270107145469
BA2387	0.1326860295492633	0.4697411325404799
BA2394	1.28729052993089	1.0817958322477088
BA2399	0.4459573066888792	0.5539786331310428
BA2400	0.7696569294530675	0.6441740758930947
BA2402	0.2305528668789867	0.428971316748376
BA2405	0.1687941960019158	0.3199243679362045
BA2406	0.550402929983847	0.1598458318360428
BA2409	0.204315745002997	0.2002801422064991
BA2410	0.304621398174643	0.642834333785354
BA2412	0.1317688752634919	0.1319074320498716
BA2413	0.4473235049280832	0.3395163963397635
BA2414	1.599491958875364	0.5780566755810961
BA2415	0.1148539006855739	0.0660210386235638
BA2417	1.337533555314113	0.4135092125257881
BA2418	0.2762351313664459	0.4063909106741089
BA2420	0.2310167770745552	0.4980493811600571
BA2421	0.1248639661925869	0.285935182963567
BA2423	0.1345809588727959	0.1793007232492775
BA2425	0.4554703213617888	0.3507812970068016
BA2426	0.4718236560602522	0.3259230855422613
BA2427	0.1490400221697363	0.2495991035998299
BA2429	0.329031989925242	0.2412482642104379
BA2440	0.1622128696814486	0.2436715897263885
BA2441	1.6139302908224038	0.3859472321425475
BA2442	0.3804119201097979	0.4327592238494117
BA2446	0.2001238359012414	0.116030994744769
BA2449	0.2287970587036531	0.2952747735876687
BA2450	1.4455575219911612	0.5093440493546546
BA2452	0.3308325464918646	0.5587110693065258
BA2454	2.200586435986676	0.8069416065588251
BA2455	0.345850794601501	0.0926719200180257
BA2456	0.1109490055855878	0.1630962001947069
BA2459	0.1343229897677482	0.2749501276757286
BA2461	0.3576983560536166	0.2305325169346563
BA2463	0.4722574616693779	0.3650729854586957
BA2464	0.3978457402927364	0.4145564919398896
BA2469	0.0707174080469741	0.165106039804428
BA2470	0.829096922119146	0.5059183032191825
BA2472	0.1427092567573498	0.3303852067534709
BA2473	0.14440797310754	0.209053338665106
BA2474	0.6927629557403411	0.2993789260071053
BA2477	0.681689466720368	0.5055873220543777
BA2479	0.1776972071235237	0.0876788581211672
BA2480	0.3190556321984708	0.7474430900341659
BA2481	0.0963988557689032	0.1736094095413613
BA2482	0.3960059195757783	0.5853367159024542
BA2483	1.2695197781603915	0.653393236048947
BA2485	0.4396756763186226	0.5450485108625669
BA2488	0.2479588444473664	0.4807689442551831
BA2489	0.0987155128266856	0.1428096536050674
BA2492	0.0661047669468101	0.1357258357893974
BA2494	0.4360524146066351	0.2999725410280351
BA2496	0.1166748542849611	0.1783692775590445
BA2497	0.0989981411296462	0.1879824611145878
BA2499	0.2037565437747856	0.3608387211811307
BA2500	0.4721345142772626	0.7589955005186041
BA2501	0.4816688295202621	0.5796172546422546
BA2502	0.1638465093407732	0.2554461126304059
BA2505	0.2124773452250946	0.2094139462086697
BA2507	0.7322819781538245	0.6190335341667839
BA2510	0.1988790031605586	0.0203342702977387
BA2511	0.1227612292575707	0.1145245322603514
BA2512	0.3319279693979129	0.3620629952148811
BA2514	0.1504328415425985	0.210449138711381
BA2515	0.0942200510207396	0.0936308517200861
BA2520	0.4753243867453362	0.2933916238066273
BA2521	0.4124049363037384	0.6694791447565787
BA2523	0.2414343473868867	0.3790836752965296
BA2524	0.1617041942440691	0.3316526158399516
BA2525	0.1242240092794612	0.0640943635013068
BA2526	0.1721578891325065	0.3500031698747818
BA2528	0.5811953456406841	0.5746468103555873
BA2532	0.1418639295741579	0.2354003859086909
BA2534	1.2894096471898533	0.4329884438925064
BA2538	0.3724935018034421	0.4240097802137525
BA2539	0.2473384989090979	0.1664976799858344
BA2540	0.0392767792214953	0.1007360871003794
BA2541	0.3937315952460676	0.1408974760836314
BA2545	0.323874393433841	0.2141247465641089
BA2546	0.2799703549111725	0.1240671559688523
BA2552	0.9149504511235462	0.6775473724682192
BA2559	0.14604252116698	0.3518012511866175
BA2561	0.267564448818346	0.4547598816780865
BA2563	0.7464626423826584	0.6558685636737558
BA2564	0.2903125005311262	0.3000487558800237
BA2567	0.1688990342602005	0.0471607532425318
BA2570	0.5441987125534858	0.2334481743272767
BA2575	0.113993415515483	0.1530648906147879
BA2577	1.0114167075149012	0.1754975129098834
BA2579	1.02388725941294	0.1920321862150997
BA2583	0.6173553319213095	0.6912775488681344
BA2584	3.188228154668748	0.2007765556534774
BA2587	0.7056228868811733	0.743689427436652
BA2588	0.5454191265941115	0.3521388625898267
BA2589	1.1554841958513062	0.3209519148239628
BA2592	0.4516867213074516	0.4067550358409438
BA2593	0.0482078021875235	0.0586617116890534
BA2594	0.318736959768664	0.1497056780886039
BA2595	0.165925845479081	0.2987560633460224
BA2597	0.1956060277048242	0.3399906111151607
BA2600	0.3145612729561897	0.3640935596244726
BA2603	0.2955805106291863	0.3272220012648815
BA2618	0.4605459480209012	0.3955213773456815
BA2619	0.3964742673762612	0.2124341005088592
BA2620	0.3429567901630611	0.2664975209367325
BA2621	0.2521754146457712	0.2111757237127263
BA2622	0.1820431796607657	0.5211049111147632
BA2623	1.0283085416478084	0.8038726737497515
BA2629	0.4695763482228556	0.3504910996646456
BA2631	0.3945279612030792	0.3227477782362995
BA2634	0.376498154243872	0.2313716576966895
BA2636	0.298505593504929	0.3268997601238429
BA2639	0.539061794585312	0.6987008341132465
BA2644	0.6555710697629737	0.2322774224899261
BA2645	0.5763828990678791	0.1872305608204482
BA2646	0.5716253213226956	0.5537548395255599
BA2649	0.3679098787072297	0.6366780707777169
BA2651	0.1820603245896505	0.1664388121516779
BA2653	0.2516713230269166	0.304210238283527
BA2655	0.3170650738691498	0.3123562697068878
BA2656	0.3431771918194494	0.2351063827030627
BA2657	0.4038453553346112	0.4598208832447635
BA2658	0.6219957447398035	0.1323432279927941
BA2659	0.4637602320668896	0.3517600583229247
BA2660	0.2191428208101416	0.2573804486883075
BA2662	0.3877015943012521	0.254162715510198
BA2663	0.5880826526291726	0.1518541155285465
BA2667	0.4348011249922904	0.2439653885157159
BA2670	0.209885389528405	0.4787332765947135
BA2674	0.807604059291578	0.5847776439328105
BA2675	0.4689991010933024	0.393738690939336
BA2676	0.2090818863244369	0.2478024809194902
BA2677	0.2974628991676514	0.2488417419559836
BA2681	0.3940031642319385	0.1560957359755229
BA2682	0.2396315702058518	0.2847513258925345
BA2685	0.3368005097558983	0.2648671293645711
BA2688	0.3577720637814585	0.1010376832524803
BA2691	0.1672248532251762	0.3457070269471681
BA2694	0.3501264127335556	0.4328221504716751
BA2695	0.0607576834709791	0.233523053172754
BA2697	0.1092200193870022	0.0883854113088879
BA2701	0.1889654260027632	0.1427044063120382
BA2704	0.9814250352482728	0.6087831810726083
BA2705	0.7700237016505259	0.9599598498105344
BA2707	0.6588867101667347	0.7870109849492218
BA2709	0.1484763938160132	0.2309063298062662
BA2712	0.1262065358097874	0.2277428684882624
BA2714	0.2300306866199289	0.4087606478982316
BA2715	0.4294309994774231	0.5407179260858568
BA2718	1.2915092487858195	0.2264120593094975
BA2720	0.0676870072242622	0.06199850693479
BA2721	0.8843333898768759	0.7256291013940612
BA2722	0.2948676477079429	0.4249924044391167
BA2723	0.1045203993213058	0.1535496039363053
BA2724	0.0935820724540201	0.1486408135343405
BA2726	0.4806911207825697	0.1489933819202283
BA2727	0.9170466166952764	0.2456724084252623
BA2728	0.5631883742849203	0.3130353858877515
BA2731	0.1478344170996834	0.0822678721671272
BA2733	0.1167841171410904	0.1896873445208171
BA2735	0.1238351245416097	0.2898572883111386
BA2737	0.2026822638608618	0.3051122360343138
BA2742	0.4546269552393785	0.3025082884520792
BA2744	0.2327191232280831	0.1577588875420493
BA2746	0.1724721754436311	0.202555877357812
BA2747	0.3549934531535525	0.4742826334446685
BA2748	0.6494838064548226	0.1634354112640224
BA2751	0.3180928823491231	0.8071463090211424
BA2756	0.0299447808712799	0.192496304084087
BA2758	0.1786891335756213	0.2585140309692019
BA2760	0.2176810594314007	0.2318542233851574
BA2762	0.4122016381747383	0.4421250179694788
BA2764	0.3601617347496643	0.1638911456373233
BA2765	0.2146297454156381	0.2934941442684795
BA2769	0.4069829758101596	0.2290155805800641
BA2772	0.6203456190414237	0.2248489260951291
BA2775	0.4359858195215317	0.478373757838183
BA2776	0.981962711844416	0.8772785406547836
BA2778	0.3255770850575303	0.3422344058267053
BA2782	0.2503206248094025	0.194310722010821
BA2786	1.171805359891818	0.1125092427841016
BA2787	0.1262452577776576	0.0771819098017011
BA2789	0.3927813924913583	0.591763462756144
BA2791	0.2637898848361519	0.4767886715929873
BA2792	0.1762526055954666	0.1792834471163342
BA2798	0.1581435745743294	0.5461655847380165
BA2801	0.1743066887964006	0.1695310887665811
BA2802	0.5743559957070739	0.2787978911299484
BA2804	0.2330873228355452	0.139407727396832
BA2806	0.3026392588780354	0.6373509732992193
BA2808	0.3644539186795258	0.3474576813245529
BA2809	0.7297194740690964	0.559960596602449
BA2811	0.4284780949273138	0.6528701339657501
BA2812	0.1645191045968128	0.1636321052310726
BA2813	0.2961385669585432	0.5101650932078571
BA2814	0.1717759829931584	0.1404256277107412
BA2816	0.2056657392928692	0.3353101795976948
BA2817	0.4184505424268583	0.0122968239201825
BA2820	1.227492215350056	0.556197107899173
BA2821	0.8325629907041542	0.6334937133920333
BA2822	0.355693736417672	0.2804174568518855
BA2824	0.7553289219692325	0.8006411697174718
BA2828	0.2608430275163029	0.2819806751023824
BA2829	0.6096674228142073	0.728071995753671
BA2830	0.8085310465555513	0.350923088320888
BA2832	0.4613646997462846	0.3191597094253302
BA2836	0.1882241836856603	0.2379198113207616
BA2837	0.420197015660383	0.303408432360746
BA2839	0.1193924712211999	0.6880338863870606
BA2840	0.3404412056811315	0.3417398377554638
BA2841	0.2643356416342542	0.0872061774022096
BA2842	0.0939459433638478	0.1548283437975207
BA2843	0.8806914208716016	0.0009554517760357
BA2844	0.2319472968316453	0.1004672344075486
BA2846	0.6802889175866904	0.6138999934750695
BA2850	0.3593597696814201	0.6737604800669292
BA2851	0.8077563402816813	0.4227151357950647
BA2852	0.2604772743251851	0.2052239172681841
BA2855	0.1389577608821234	0.2271299869237621
BA2856	0.0460772943406423	0.1331356976459998
BA2858	0.0728947875117304	0.1150097464615107
BA2860	0.3634543029070985	0.1207170295640607
BA2861	0.4621660573420051	0.106918279511033
BA2865	0.3736893759729958	0.3781820537351896
BA2866	0.7078682915886187	0.3976880606962743
BA2867	0.579227306171779	0.4711109068286485
BA2868	1.2538798834943796	0.1482073138054148
BA2870	0.8809392757820929	0.5069095606352807
BA2871	0.5311071929265021	0.170088311266681
BA2872	0.1711519804971614	0.1706664186677523
BA2876	0.147970721872509	0.1042099068954033
BA2879	0.2143382526114215	0.3854677705158275
BA2880	0.2052778440857197	0.1470865539668648
BA2882	0.5347456449532613	0.1467127098966962
BA2883	0.8248951680021976	0.4525059688827549
BA2885	0.2659698106163465	0.299849769692369
BA2887	0.4958859177084	0.3361944461565933
BA2889	0.0052083333333333	0.0032607530191513
BA2893	0.3786009347846887	0.603367933771291
BA2901	0.0681156637427234	0.1850517608980293
BA2902	0.2266572571307222	0.4305832717631047
BA2903	0.4643108883099237	0.0834256581001667
BA2904	0.6961141456923908	0.5605771781116354
BA2905	0.2885133855143856	0.2835814840385837
BA2906	0.1806856748580074	0.1863712182221971
BA2908	0.7279773258113387	0.3362728008393634
BA2909	0.2885545370370797	0.1964219455250941
BA2910	0.4191895047954915	0.4085341383201479
BA2911	0.5138820120046195	0.432461270425124
BA2914	0.4974316857431418	0.3282464348132149
BA2915	0.248866969664275	0.0218014132414214
BA2921	0.2277201673348766	0.3518351047618266
BA2922	0.5582202983948308	0.4560426622607161
BA2923	0.175868599967489	0.2617340184470018
BA2926	0.3226091387985913	0.2264094324360189
BA2928	0.2350782013646713	0.1677164032455859
BA2930	0.547400370733083	0.3725037009771825
BA2932	0.3835065532280471	0.4272977550754492
BA2934	0.4444740712198819	0.1236760212693928
BA2935	0.1597390094414039	0.2287418252851064
BA2937	0.2770462416612391	0.2074914069173383
BA2939	0.3167674883356611	0.3058548591742073
BA2944	2.926342443902008	0.6073825472504101
BA2947	0.6337114874670283	0.2272981186082784
BA2948	0.3214091422441616	0.1754806126930556
BA2950	0.9655158917999446	0.5988291453273596
BA2951	1.2032901312935274	0.485869735054191
BA2952	0.1701724902822255	0.3159037247979155
BA2953	0.1887043089945975	0.2051085762725941
BA2955	0.1070074258904619	0.201015698103048
BA2956	0.1331000503744939	0.1737723118793595
BA2962	0.2743980063007089	0.3745486800855535
BA2970	0.2186665702514058	0.1431593851330471
BA2972	1.1248018222059002	0.2478497605073347
BA2976	0.5899704310956357	0.3104939002311873
BA2978	0.3880530930469665	0.260346391573401
BA2981	0.30014872540181	0.3877086824465399
BA2984	0.2994540891408266	0.5524435975243656
BA2986	0.3408751659030815	0.2983798773803634
BA2989	1.2216838548674196	0.9012169491049488
BA2992	0.1738520838947822	0.571223400311484
BA2993	0.2381146198567779	0.351026574506516
BA2994	1.1333107628424774	0.6987384180225817
BA2995	0.5966495392695071	0.8452907347711253
BA2999	0.944263594922562	0.7037852261887951
BA3001	0.8419520480765643	0.5107964579461929
BA3002	0.832543776663652	0.5907034847133481
BA3004	0.8579620022221772	0.7435197491797316
BA3006	0.2601638825930524	0.4441179632734338
BA3008	0.0270018823347627	0.018241639960469
BA3009	0.5248921798084761	0.3910410980820776
BA3010	0.38707748618141	0.316961809524329
BA3011	0.1690691320776569	0.2126042244190821
BA3013	0.4301935456332856	0.3261590134175917
BA3023	0.1363837899220483	0.3120788536500498
BA3025	0.8187011111662452	0.1313271882172597
BA3027	0.3963453459242108	0.0818994430187669
BA3029	0.1424834017343615	0.2886786546929628
BA3030	1.422042146502674	0.2872690994644802
BA3037	0.1013477994000888	0.2617518776043486
BA3038	0.3578297525563194	0.4797717529151157
BA3040	0.2651355502276851	0.250690301209829
BA3042	0.4990705514060229	0.2158528763498654
BA3043	0.1855059226545971	0.1222303123648893
BA3049	0.0638703871606211	0.0703686777679904
BA3051	0.0867398221687432	0.1085347295423158
BA3053	0.3904060579161488	0.6412368076275322
BA3064	0.8266145140190817	0.6805859040259954
BA3067	3.0201802029787426	0.9417137704908728
BA3068	0.7574173105813524	0.8598505425084702
BA3070	0.2163329389468104	0.1856567080563629
BA3071	0.5419650347218533	0.5942806715240825
BA3072	0.7569400385432766	0.5661038564642017
BA3075	0.229534322024197	0.4935394826888351
BA3076	0.0420599651129518	0.0600950815996389
BA3077	1.7928437998000928	0.2415930982661468
BA2040	0.1227269882902742	0.1631249538399772
BA2160	1.6010001712890327	0.5239516202848741
BA2303	0.2688254671847114	0.2287134621672144
BA2353	1.2695600949360362	0.6573283798949452
BA2516	0.4293733959244427	0.3524785908331733
BA2590	0.6603664163710853	0.7566619284761555
BA2647	0.6434817066881039	0.5735408254668578
BA2891	0.705000851779769	0.2015933580651004
BA2924	0.2691020358385431	0.3927336682223337
BA2971	0.7350571431102546	0.4343361209962151
BA3036	0.5832937946565376	0.3202146226888125
BA3059	0.1456838423424147	0.1697399103267995
BA3073	0.314033613122555	0.5202851452743436
BA3078	0.3839338803127338	0.6240253826415152
BA3079	0.4437535493508674	0.200928323370388
BA3083	0.5296678439058089	0.3727060463008943
BA3084	0.4017445901202796	0.2210528590812508
BA3085	0.6908424754070434	0.3890291055292843
BA3087	1.0688612042849048	0.3877333703674679
BA3089	1.1036399935011023	0.5067222888544671
BA3094	0.9233834406485392	0.1895895064274629
BA3095	0.4227676899769862	0.5627347176682901
BA3098	0.5345790976230186	0.6538684639714663
BA3099	0.8524193707267934	0.7342656565816789
BA3103	0.4355701855230808	0.5169322745767089
BA3108	0.5537534456541039	0.4771452595381377
BA3109	0.1814324135121353	0.3379797371983408
BA3110	0.2768104716279829	0.2853318446250391
BA3114	0.1088840793009231	0.1698758836630473
BA3116	0.0935323200186703	0.1182353459217621
BA3117	1.1097438239872484	0.2689598140438191
BA3118	0.4558159967547756	0.3590035962957389
BA3119	1.1050069715976252	0.8137080331631155
BA3123	0.8898690185832758	0.2201591236153108
BA3124	0.4376242267940435	0.2526085938039344
BA3126	0.4536238322110634	0.2332065906338938
BA3128	0.2980707449549687	0.530905902687292
BA3130	0.2888693576270573	0.1561343854815054
BA3133	0.5280744309035069	0.4017282865003045
BA3135	0.3673227728350812	0.5085187774197564
BA3136	0.2188497040420824	0.4198186628813677
BA3137	1.8879753565257689	0.4599699555675865
BA3138	0.4983259698262031	0.3691902155274642
BA3139	1.4083313481582078	0.9533754592897552
BA3141	2.030416653662876	0.4566407521427342
BA3142	1.0957801785740795	0.9205512361539387
BA3145	1.075042883986113	0.3714211515309634
BA3146	1.8356430865267688	0.4855940184757919
BA3149	0.2180017567368151	0.5645100707443396
BA3152	0.4725979613969722	0.2440815047768036
BA3153	0.7517191341534645	0.1392744072064952
BA3154	0.5136262651330682	0.248895410356001
BA3156	0.2801695480589073	0.186899443301741
BA3157	1.0420286394826	0.6363828203000166
BA3158	0.5752095869880473	0.3363321980053571
BA3162	0.3203651644938881	0.5376642936690882
BA3163	0.1698222535044266	0.0939197598265622
BA3164	1.3816849248246437	0.6014220646542657
BA3167	0.1493417267865281	0.2309347291028571
BA3169	0.1318674079774977	0.1890676749491902
BA3171	0.7248810084125195	0.3806407790253697
BA3173	0.4258039073468079	0.3070382406077814
BA3174	0.9371693552117152	0.466942613490451
BA3175	0.3823097188500636	0.2132253898402153
BA3176	0.6025835934943087	0.3915225302347527
BA3177	1.4499022737153702	0.7269216743289351
BA3178	0.1637235903879918	0.109821525551975
BA3180	0.4470892620574914	0.6654326774634189
BA3181	0.1903750008777646	0.2853095046629166
BA3182	0.7881579230493059	0.4820291055658831
BA3183	0.456307919964907	0.5205419854700545
BA3185	0.5508315769993861	0.1887930590401242
BA3186	1.102542456438378	0.8556351390761217
BA3187	0.1951423994450779	0.3640025341232009
BA3189	2.7703975044451803	0.6953837671597553
BA3190	0.2644477773270691	0.2063588954909127
BA3191	0.3111235022013395	0.3470211967509229
BA3192	0.8690938023836893	0.5290873589812648
BA3194	1.4300190129124035	0.2907391298879882
BA3195	0.5887605043012104	0.6795131680401585
BA3197	0.556052047429418	0.3925798441882347
BA3199	1.229934544311702	0.3683258922645316
BA3200	1.2504678273610397	0.5703347124212974
BA3202	0.1253391277216357	0.1585607527447382
BA3203	0.2590062959835215	0.2021318292718289
BA3206	0.7427726525895122	0.3054029361585556
BA3207	0.0696858222438629	0.4022451961946818
BA3208	0.6869204070704473	0.3509959283739198
BA3210	0.315720478031554	0.3897197689574871
BA3211	0.7275274380916331	0.8167295952417628
BA3212	0.5397198352858077	0.462977491620602
BA3213	0.7293003047623712	0.623315471859848
BA3214	1.0131577785777768	0.2287101010877497
BA3216	0.4327449999045494	0.3935287074904569
BA3217	0.4904605080512517	0.6674490439459047
BA3219	0.1325412530644254	0.140652217771848
BA3221	0.5598546594295373	0.1453516313431951
BA3222	0.4878573221666183	0.2386519718525283
BA3225	0.1664920257431351	0.3437275867685899
BA3226	0.4703898772915094	0.6001027365795609
BA3227	3.8793287885210734	0.7612033280690397
BA3228	1.027680461331225	0.8434634677888566
BA3229	1.38524840556318	0.9040616726306924
BA3230	0.3043778924975232	0.2993677379279945
BA3232	0.7981653727668342	0.4090506746754818
BA3234	0.2523570978104885	0.4096002524563868
BA3235	0.3781402190601557	0.2153840453952324
BA3237	0.9236503786785272	0.2731221081648503
BA3240	1.772731740398074	0.6055565355291733
BA3242	0.9853710122419864	0.4369142444127037
BA3243	0.3456145035073921	0.3565320994115399
BA3245	0.6219084754003928	0.3474752642131753
BA3249	0.7253580412858185	0.2979370074847912
BA3250	0.6145009641973534	0.5288239304614563
BA3251	0.7335008785971939	0.37682137352656
BA3255	0.2654379634129928	0.4513098386747018
BA3258	0.1381705624271494	0.2433264742198979
BA3260	0.3955008866258075	0.1656328874061395
BA3261	0.9026086064745786	0.1746876068794424
BA3264	1.0291382399680875	0.6322409702114022
BA3266	0.571195312151765	0.6045567316687842
BA3268	0.9274702186531992	0.5587744580936236
BA3269	0.1608875758792691	0.323176272314291
BA3270	0.411697993154909	0.3947631350254255
BA3271	0.4636645220884421	0.6874201291070778
BA3273	0.1453138459753482	0.0560587391122591
BA3275	0.8447863453877119	0.8396910736024769
BA3277	0.5255969216806301	0.5116233861894945
BA3280	0.257935512741025	0.4990817501709067
BA3283	0.3634864240305726	0.2865298286168483
BA3285	1.272838368001319	0.8977304053375441
BA3286	0.5009188040399521	0.3977116929525598
BA3289	0.0488594857945091	0.1404900493991304
BA3290	0.4140777215349762	0.3000348646219577
BA3293	0.5366202521971016	0.9942868464660988
BA3295	0.4006779312101171	0.4842616358580394
BA3296	0.4959576484316099	0.1785196250337341
BA3297	1.3407555613523563	0.6755713256678774
BA3299	0.0889831999919335	0.3028377512175438
