#Boxplots d'expressions de la mutation mut30 (C>G aux positions chr17:7579472-7579472) du gène TP53, en fonction de la feature priorMDS
#Résultat du test statistique Mann-Whitney U : U = 19536.500, p-value = 0.000
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2452       n        6.218024
BA2922       n        7.584150
BA2707       n        5.678870
BA2409       n        6.724081
BA2480       n        7.085982
BA2496       n        6.455999
BA2236       n        7.249042
BA2172       n        6.557640
BA2865       n        7.340820
BA2923       n        6.419933
BA2003       n        5.098579
BA2751       n        7.226253
BA3395       n        6.096002
BA2286       n        7.033358
BA3379       n        7.104581
BA2887       n        6.982756
BA2712       n        5.930390
BA2858       y        6.169930
BA2068       n        5.895211
BA2104       n        6.264300
BA3124       n        6.492484
BA2921       n        5.260663
BA2449       n        5.899190
BA2360       n        8.047660
BA2802       n        5.980979
BA2235       n        7.047048
BA3038       n        6.430469
BA3006       n        7.352023
BA2245       n        7.530936
BA2667       n        7.162152
BA2239       n        6.928331
BA2782       n        6.188149
BA2649       n        7.308615
BA2592       y        6.142351
BA2861       n        7.217909
BA2134       n        6.389795
BA2909       n        6.007604
BA2429       y        6.586736
BA2653       n        6.649664
BA2162       n        5.666616
BA2597       y        5.300257
BA3243       n        6.799312
BA2106       n        5.584941
BA2939       n        5.425650
BA2427       n        4.588348
BA2446       n        7.026248
BA2025       n        7.067365
BA2645       n        4.477554
BA2525       n        5.333257
BA2876       n        4.873071
BA2546       n        5.980979
BA2742       n        6.877187
BA2316       n        6.923035
BA2421       n        5.730537
BA2087       n        6.182110
BA2910       n        6.652423
BA2329       n        6.763595
BA2677       n        6.550272
BA3178       n        7.168761
BA2072       n        6.817518
BA3029       n        4.515432
BA2735       n        4.916854
BA2733       n        5.015317
BA2995       n        5.646538
BA2069       n        7.490428
BA2953       y        5.272498
BA2248       n        5.359259
BA2832       n        6.542553
BA2308       n        6.134616
BA2413       n        5.411349
BA2701       n        4.637752
BA2634       n        5.898026
BA2937       n        6.883643
BA2600       n        5.113281
BA2334       n        5.696831
BA2050       n        6.899025
BA3230       n        6.639665
BA2481       y        6.142782
BA2731       n        5.437694
BA2418       n        6.133319
BA2294       n        7.273784
BA2816       n        6.359518
BA2814       n        6.732801
BA2631       n        7.210534
BA2023       n        6.663986
BA2485       n        7.514134
BA2455       n        6.169505
BA2636       y        5.632828
BA2325       n        6.084470
BA2169       y        5.155976
BA2156       n        7.781236
