	NRAS	ASXL1
BA2156	4.879492323703967	0.0186556536599259
BA2162	4.131192099621418	0.0172315579606949
BA2163	7.40084545361058	0.0212190259185417
BA2168	5.304324475960764	0.0139561378524636
BA2169	8.809693564752845	0.0233551694673882
BA2171	7.35983570213583	0.0259185417260039
BA2172	7.799454036850744	0.0133864995727712
BA2174	5.846511858146845	0.0189404727997721
BA2175	12.59926604192168	0.0294787809740814
BA2184	14.021418300866742	0.0398746795784676
BA2195	8.728201249493587	0.0156650526915408
BA2198	6.621456516309619	0.0153802335516946
BA2200	7.825270796632329	0.0293363714041583
BA2201	3.210905042782101	0.0092566220450014
BA2209	13.608094661958637	0.0582455140985474
BA2211	6.499249306980105	0.0270578182853887
BA2212	8.737816618242173	0.0182284249501566
BA2217	5.215639002629361	0.0242096268869268
BA2218	9.040140075502665	0.0155226431216177
BA2220	6.568462036017965	0.0135289091426943
BA2221	6.168651920425615	0.0138137282825405
BA2224	5.262801542565956	0.0146681857020791
BA2226	13.813418165213225	0.0320421532326972
BA2227	14.655231252770625	0.0344631159213899
BA2228	13.848825906875648	0.0283395044146966
BA2229	10.823771025224463	0.04044431785816
BA2233	8.992461331969217	0.0209342067786955
BA2234	7.927532448144326	0.0183708345200797
BA2235	5.807526607623976	0.0136713187126174
BA2236	5.421816667461279	0.015949871831387
BA2239	3.623346886499976	0.0108231273141555
BA2240	12.666749870098409	0.0242096268869268
BA2242	6.392837846825661	0.0276274565650811
BA2244	5.764306175984613	0.0162346909712332
BA2245	6.29602671469508	0.0193677015095414
BA2248	6.139345604158139	0.0122472230133865
BA2249	8.565036261731409	0.0249216747365422
BA2251	9.824081940256818	0.0206493876388493
BA2256	9.382877083579444	0.0166619196810025
BA2260	5.080990281668714	0.0111079464540017
BA2261	4.797652161882078	0.0123896325833095
BA2269	3.8558379466002592	0.0074052976360011
BA2271	12.214789116709204	0.0207917972087724
BA2272	5.075306755798043	0.0146681857020791
BA2273	7.741660973665951	0.0200797493591569
BA2275	9.36840960870265	0.0300484192537738
BA2276	5.21724058926059	0.0116775847336941
BA2277	8.740148523778734	0.0227855311876958
BA2280	14.318248858664116	0.0358872116206209
BA2281	7.249787793480649	0.0200797493591569
BA2282	3.9354517472565504	0.0166619196810025
BA2286	7.059774929748949	0.0179436058103104
BA2288	5.030989192075231	0.0236399886072344
BA2292	11.60869444588134	0.0182284249501566
BA2294	5.909367305235669	0.0206493876388493
BA2296	7.903710370609955	0.0220734833380803
BA2300	9.118918702903615	0.0259185417260039
BA2301	10.608034425539255	0.0192252919396183
BA2302	8.506829643624565	0.0226431216177727
BA2304	3.867613301263115	0.0085445741953859
BA2306	8.171764479984272	0.0178011962403873
BA2308	6.25244413003803	0.0186556536599259
BA2309	5.340910135111962	0.0149530048419253
BA2311	5.303064363651437	0.0150954144118484
BA2312	4.504811534567072	0.0183708345200797
BA2316	3.980454039341224	0.0108231273141555
BA2322	11.139315392217648	0.02022215892908
BA2325	6.662575697948401	0.0098262603246938
BA2329	3.680005567553983	0.0123896325833095
BA2334	5.594381798618988	0.0146681857020791
BA2339	12.149194506134686	0.0153802335516946
BA2344	3.796331221454245	0.0119624038735403
BA2347	6.099881569035103	0.0126744517231557
BA2348	4.830109248163483	0.0066932497863856
BA2350	6.296603883376644	0.0095414411848476
BA2354	7.369975374515866	0.0200797493591569
BA2355	17.61423414703916	0.0367416690401595
BA2357	4.593511698633455	0.018798063229849
BA2360	4.667607518740139	0.0166619196810025
BA2361	8.444729251070648	0.0225007120478496
BA2363	1.6533242062313365	0.0059812019367701
BA2369	11.716427856399315	0.0243520364568499
BA2374	8.90851954300139	0.0301908288236969
BA2375	7.273261731939739	0.0215038450583879
BA2376	4.743354931372759	0.0139561378524636
BA2377	28.34113352214924	0.0400170891483907
BA2379	11.42833948400689	0.0210766163486186
BA2385	8.467507384741557	0.0143833665622329
BA2386	8.51453741814126	0.0233551694673882
BA2387	6.104785433248432	0.0143833665622329
BA2394	7.782469280669589	0.0316149245229279
BA2399	7.305345578102778	0.0148105952720022
BA2400	10.792542274348248	0.0338934776416975
BA2402	6.539774219391059	0.0197949302193107
BA2405	4.2085783786362825	0.0148105952720022
BA2406	6.187537522321613	0.0155226431216177
BA2409	4.23851063470181	0.0128168612930788
BA2410	15.783475205843052	0.0234975790373113
BA2412	1.821471695037475	0.0111079464540017
BA2413	7.186157530211142	0.0197949302193107
BA2414	7.19776843499985	0.0249216747365422
BA2415	4.410196232178046	0.0078325263457704
BA2417	8.310107650022767	0.0195101110794645
BA2418	4.558479498388771	0.0113927655938479
BA2420	3.2908094863614687	0.0153802335516946
BA2421	9.876949670328226	0.0155226431216177
BA2423	12.01254110805784	0.0162346909712332
BA2425	5.349058291782689	0.0183708345200797
BA2426	11.943840560288384	0.0126744517231557
BA2427	9.648382190778756	0.0160922814013101
BA2429	4.13021983655467	0.0227855311876958
BA2440	13.846950790370837	0.02022215892908
BA2441	13.52081720654136	0.0401594987183138
BA2442	6.131416527699035	0.0185132440900028
BA2446	5.154975512648711	0.0152378239817715
BA2449	14.358495504230818	0.0180860153802335
BA2450	6.755089743124651	0.02022215892908
BA2452	7.104364218344255	0.0199373397892338
BA2454	7.167375452938487	0.0263457704357732
BA2455	6.319838521599662	0.0091142124750783
BA2456	9.966741377451772	0.0197949302193107
BA2459	5.197367691181537	0.0240672173170037
BA2461	6.292183057089055	0.0249216747365422
BA2463	11.631023555962196	0.0125320421532326
BA2464	5.935835116649162	0.018798063229849
BA2469	2.479480266681983	0.0125320421532326
BA2470	6.448783657596495	0.0213614354884648
BA2472	7.120260874062128	0.0175163771005411
BA2473	12.277759772398396	0.0233551694673882
BA2474	3.823153580497314	0.0143833665622329
BA2477	6.51083536484499	0.0242096268869268
BA2479	5.792237648719655	0.0286243235545428
BA2480	6.858662562901649	0.0182284249501566
BA2481	1.9500316304262175	0.01011107946454
BA2482	5.181744149271933	0.0142409569923098
BA2483	7.184584369918605	0.0182284249501566
BA2485	4.537059321425513	0.015949871831387
BA2488	5.972482184896508	0.0178011962403873
BA2489	8.45932371696038	0.0149530048419253
BA2492	11.011238607856054	0.0119624038735403
BA2494	13.56497751601759	0.024636855596696
BA2496	3.251993926259015	0.0082597550555397
BA2497	3.623411757324423	0.0106807177442324
BA2499	6.496710153030407	0.0139561378524636
BA2500	9.763715979600224	0.0283395044146966
BA2501	8.649289306914952	0.0243520364568499
BA2502	5.2998229022741965	0.0125320421532326
BA2505	7.444915416346693	0.0132440900028481
BA2507	6.560063163100905	0.0210766163486186
BA2510	10.150973193326688	0.013101680432925
BA2511	3.9818622753483313	0.0166619196810025
BA2512	8.058259924383538	0.0250640843064653
BA2514	12.627821982473929	0.0213614354884648
BA2515	6.607609594187041	0.0116775847336941
BA2520	9.071639637678906	0.0142409569923098
BA2521	6.141260525965011	0.0210766163486186
BA2523	5.162453513142667	0.0139561378524636
BA2524	12.872028314827125	0.0118199943036172
BA2525	6.254739812485595	0.0408715465679293
BA2526	14.85549398672674	0.0206493876388493
BA2528	5.252407883833431	0.0217886641982341
BA2532	10.346520288088774	0.0225007120478496
BA2534	7.141719967407913	0.0213614354884648
BA2538	17.002978754520772	0.0270578182853887
BA2539	4.632481041525632	0.0136713187126174
BA2540	6.126853077248297	0.0109655368840786
BA2541	5.469396938866621	0.0136713187126174
BA2545	4.877969494423181	0.018798063229849
BA2546	5.56938494821182	0.0128168612930788
BA2552	11.166264509094391	0.0290515522643121
BA2559	9.72601543910472	0.017373967530618
BA2561	2.790944167871684	0.0098262603246938
BA2563	6.027268916462715	0.0212190259185417
BA2564	5.04010040811193	0.0112503560239248
BA2567	4.194453644098592	0.0205069780689262
BA2570	6.338222333389105	0.0233551694673882
BA2575	3.4342313240760283	0.0074052976360011
BA2577	5.320930156444583	0.0210766163486186
BA2579	6.183683530450364	0.0290515522643121
BA2583	8.909156715544874	0.021646254628311
BA2584	6.736742397460128	0.0197949302193107
BA2587	7.3667683983492385	0.0229279407576189
BA2588	5.443474956485896	0.0205069780689262
BA2589	12.066823178460044	0.0328966106522358
BA2592	12.981756414846256	0.0300484192537738
BA2593	1.4368811392668994	0.0126744517231557
BA2594	5.387598573226479	0.013101680432925
BA2595	7.513490392391697	0.014525776132156
BA2597	7.311698497892424	0.0133864995727712
BA2600	8.130010990925994	0.0166619196810025
BA2603	4.60937930852175	0.0166619196810025
BA2618	6.056514465933962	0.0180860153802335
BA2619	5.927356078657691	0.0133864995727712
BA2620	7.352841243952309	0.0111079464540017
BA2621	4.810896405997424	0.0166619196810025
BA2622	7.749577219692198	0.0219310737681572
BA2623	9.690878446767968	0.0243520364568499
BA2629	5.817280579043553	0.0237823981771575
BA2631	5.468171902993351	0.0165195101110794
BA2634	3.16205195508556	0.0148105952720022
BA2636	5.618899244673786	0.0146681857020791
BA2639	6.87379493078743	0.0195101110794645
BA2644	4.523228072093757	0.0178011962403873
BA2645	11.497053146747986	0.0209342067786955
BA2646	7.52196821927506	0.0247792651666191
BA2649	6.5110349212047325	0.0197949302193107
BA2651	5.522235802518263	0.0126744517231557
BA2653	6.932954127168356	0.0269154087154656
BA2655	21.190639026742865	0.0377385360296211
BA2656	5.70152550063354	0.0135289091426943
BA2657	5.771640544049528	0.0175163771005411
BA2658	7.303343113474377	0.024494446026773
BA2659	4.992308561952519	0.0142409569923098
BA2660	3.8659874889590977	0.0093990316149245
BA2662	5.360102201734025	0.0162346909712332
BA2663	7.115731521785219	0.017373967530618
BA2667	3.956974411640785	0.0155226431216177
BA2670	7.118595835174869	0.0140985474223867
BA2674	6.620444797362425	0.0220734833380803
BA2675	6.034031009097357	0.0155226431216177
BA2676	3.107607870682305	0.0150954144118484
BA2677	5.575713563735737	0.0170891483907718
BA2681	3.5093466744556574	0.0093990316149245
BA2682	9.325592794633229	0.0132440900028481
BA2685	13.332002918372408	0.0309028766733124
BA2688	5.5760283623478974	0.0229279407576189
BA2691	7.281596974082845	0.0162346909712332
BA2694	6.601392966663166	0.0189404727997721
BA2695	10.519060586894415	0.0152378239817715
BA2697	2.2000516165580417	0.0118199943036172
BA2701	4.662172822324519	0.0084021646254628
BA2704	5.677016775445185	0.0213614354884648
BA2705	21.23427526720895	0.0254913130162346
BA2707	12.951402717215212	0.028909142694389
BA2709	6.713173071854309	0.0084021646254628
BA2712	5.212656383925112	0.0123896325833095
BA2714	7.494660102644128	0.0152378239817715
BA2715	8.77742188674404	0.0226431216177727
BA2718	6.751867338425482	0.0220734833380803
BA2720	7.477439803137484	0.0142409569923098
BA2721	9.111501966856752	0.0213614354884648
BA2722	8.724155367047782	0.0149530048419253
BA2723	11.63023019170407	0.023070350327542
BA2724	7.840445107908545	0.0116775847336941
BA2726	5.735579713442043	0.0129592708630019
BA2727	4.365000646706227	0.0229279407576189
BA2728	6.036499207879079	0.0205069780689262
BA2731	4.956162727983662	0.0068356593563087
BA2733	7.353394433761991	0.0109655368840786
BA2735	3.8197767958434254	0.0160922814013101
BA2737	7.925859033620257	0.0093990316149245
BA2742	6.987221703079376	0.0140985474223867
BA2744	1.8895223664126053	0.004414696667616
BA2746	7.330916641316313	0.0146681857020791
BA2747	5.3158284215227845	0.0121048134434634
BA2748	8.139410104512923	0.0200797493591569
BA2751	4.017743583694481	0.014525776132156
BA2756	6.746952638324869	0.013101680432925
BA2758	4.802055360057014	0.0199373397892338
BA2760	10.040971439029938	0.017373967530618
BA2762	8.641861122645114	0.0162346909712332
BA2764	4.423166990932352	0.0172315579606949
BA2765	5.288734857660687	0.0135289091426943
BA2769	8.013547410518223	0.0160922814013101
BA2772	6.050637343549377	0.0106807177442324
BA2775	5.069130121130372	0.0203645684990031
BA2776	8.05472617237573	0.0253489034463115
BA2778	7.637662465316218	0.0112503560239248
BA2782	5.098815842788575	0.0152378239817715
BA2786	8.415938454538999	0.0178011962403873
BA2787	2.2193393219280133	0.007262888066078
BA2789	8.636023549822143	0.0180860153802335
BA2791	7.741178501764106	0.0149530048419253
BA2792	4.551570630344417	0.0112503560239248
BA2798	16.816381449757476	0.0252064938763884
BA2801	5.517200535623427	0.0138137282825405
BA2802	7.088526556047891	0.0199373397892338
BA2804	4.078754304065843	0.0112503560239248
BA2806	9.513322124678869	0.0140985474223867
BA2808	7.263683515204514	0.0162346909712332
BA2809	7.24147291945887	0.0257761321560808
BA2811	7.070350225119517	0.0175163771005411
BA2812	3.1678574196547364	0.013101680432925
BA2813	6.867976503649437	0.0122472230133865
BA2814	4.355118338847606	0.0098262603246938
BA2816	6.065623327282163	0.018798063229849
BA2817	8.966257475878034	0.034605525491313
BA2820	10.129095373627926	0.0166619196810025
BA2821	9.91932746976686	0.0294787809740814
BA2822	7.731515903978233	0.0186556536599259
BA2824	6.310885839083982	0.0256337225861577
BA2828	7.488565300362087	0.0109655368840786
BA2829	9.36678347562548	0.026060951295927
BA2830	9.641558139974746	0.0156650526915408
BA2832	5.910862256778355	0.018798063229849
BA2836	10.880632567658289	0.0132440900028481
BA2837	9.303846484342278	0.0169467388208487
BA2839	14.447366463317476	0.0226431216177727
BA2840	12.9890063658348	0.0264881800056963
BA2841	14.920340504832764	0.0226431216177727
BA2842	5.618212847317316	0.0133864995727712
BA2843	10.861403037264049	0.024636855596696
BA2844	9.577489786501244	0.0169467388208487
BA2846	7.396085179139685	0.0190828823696952
BA2850	7.478228744064123	0.0203645684990031
BA2851	10.53628057560122	0.0304756479635431
BA2852	6.446840796175184	0.0311876958131586
BA2855	9.005710318890628	0.0165195101110794
BA2856	3.7253524305821775	0.0160922814013101
BA2858	6.240550615962576	0.0128168612930788
BA2860	4.073930585781352	0.0064084306465394
BA2861	3.859774992858181	0.0135289091426943
BA2865	4.841331190074856	0.0158074622614639
BA2866	6.525918957798433	0.0253489034463115
BA2867	11.804541541897262	0.0318997436627741
BA2868	8.234759724452115	0.0176587866704642
BA2870	8.617979239843704	0.0197949302193107
BA2871	9.699320563414837	0.0113927655938479
BA2872	5.400992864023292	0.0142409569923098
BA2876	7.405359621995483	0.023070350327542
BA2879	10.283059619460772	0.0236399886072344
BA2880	5.781449591374675	0.0125320421532326
BA2882	5.16195219286407	0.0153802335516946
BA2883	10.635094429933371	0.0294787809740814
BA2885	8.529560296047924	0.0168043292509256
BA2887	7.685740513804617	0.0178011962403873
BA2889	0.0135692782404742	0.0
BA2893	3.851752199071992	0.0150954144118484
BA2901	4.583189739568179	0.0091142124750783
BA2902	10.07164782522177	0.0132440900028481
BA2903	4.244777417545605	0.0078325263457704
BA2904	6.789738908991834	0.0226431216177727
BA2905	8.339195521927117	0.0209342067786955
BA2906	6.169201797449964	0.0172315579606949
BA2908	6.442767618838151	0.02022215892908
BA2909	3.261882774806027	0.013101680432925
BA2910	10.510370108811154	0.015949871831387
BA2911	8.013297504789035	0.0205069780689262
BA2914	5.073157530546257	0.0192252919396183
BA2915	3.60830817852681	0.0123896325833095
BA2921	5.387517108967468	0.01011107946454
BA2922	4.732165252572826	0.0217886641982341
BA2923	4.118521207039701	0.0059812019367701
BA2926	4.31474321881863	0.0178011962403873
BA2928	4.851234415950231	0.0112503560239248
BA2930	6.039991130066368	0.021646254628311
BA2932	6.117086266839964	0.0166619196810025
BA2934	4.95306341203095	0.0269154087154656
BA2935	5.681273121008684	0.0119624038735403
BA2937	4.822767525712362	0.0132440900028481
BA2939	7.316767425306303	0.0126744517231557
BA2944	13.171305358374154	0.0367416690401595
BA2947	6.287702747922064	0.018798063229849
BA2948	11.507667665590594	0.0219310737681572
BA2950	13.44390054926216	0.0281970948447735
BA2951	2.820169602008459	0.0138137282825405
BA2952	8.37478687157995	0.0183708345200797
BA2953	4.091123903375138	0.0122472230133865
BA2955	3.004235051792003	0.0189404727997721
BA2956	6.290871235995807	0.0082597550555397
BA2962	7.648383536569572	0.0129592708630019
BA2970	8.768121816957889	0.0150954144118484
BA2972	10.629632088944046	0.0256337225861577
BA2976	5.811563870486877	0.0219310737681572
BA2978	6.906986151702116	0.0196525206493876
BA2981	12.088708199007163	0.0132440900028481
BA2984	5.952599271998055	0.0222158929080034
BA2986	6.015145644922761	0.023070350327542
BA2989	12.40066861542853	0.0341782967815437
BA2992	10.128677544286331	0.0189404727997721
BA2993	5.000211614265577	0.0113927655938479
BA2994	9.912288804454908	0.0150954144118484
BA2995	11.105876464807029	0.0374537168897749
BA2999	6.624684574930474	0.0242096268869268
BA3001	4.442970542048801	0.0196525206493876
BA3002	8.285664492131295	0.0180860153802335
BA3004	7.8110529639010675	0.0348903446311592
BA3006	3.65168512711718	0.0132440900028481
BA3008	0.8681006640438829	0.0048419253773853
BA3009	6.8263314902828105	0.0234975790373113
BA3010	4.9254516334744025	0.0170891483907718
BA3011	11.105390953391971	0.0168043292509256
BA3013	5.48735513938059	0.0142409569923098
BA3023	11.640284109985148	0.0143833665622329
BA3025	5.57733503992295	0.0146681857020791
BA3027	8.279975709011342	0.0172315579606949
BA3029	7.226612217584591	0.0105383081743093
BA3030	5.902817800149135	0.0185132440900028
BA3037	8.02305017906364	0.0205069780689262
BA3038	8.055542584703412	0.0189404727997721
BA3040	5.182240962973314	0.0189404727997721
BA3042	10.515634710289325	0.0175163771005411
BA3043	3.244757511419285	0.0105383081743093
BA3049	4.1564176231429135	0.0082597550555397
BA3051	7.556062024995525	0.0139561378524636
BA3053	7.894004164861986	0.0186556536599259
BA3064	12.477605240623443	0.0217886641982341
BA3067	16.50676562323782	0.0252064938763884
BA3068	12.55326317026118	0.0266305895756194
BA3070	5.37472511617356	0.014525776132156
BA3071	8.311919851686827	0.0236399886072344
BA3072	8.21975335540976	0.0215038450583879
BA3075	12.33812847748259	0.0149530048419253
BA3076	3.984990310271045	0.004414696667616
BA3077	9.3374500327709	0.0168043292509256
BA2040	9.363714077638893	0.017373967530618
BA2160	5.515966560385625	0.0186556536599259
BA2303	4.54654965522162	0.0162346909712332
BA2353	8.900907518980299	0.026060951295927
BA2516	4.866430768383223	0.02022215892908
BA2590	10.88491560304582	0.0199373397892338
BA2647	10.644695164434138	0.0236399886072344
BA2891	10.14706198972468	0.015949871831387
BA2924	16.10777913232319	0.0165195101110794
BA2971	10.182583973293996	0.0200797493591569
BA3036	5.675109181561699	0.018798063229849
BA3059	10.280030831308574	0.0165195101110794
BA3073	7.427611770627111	0.0123896325833095
BA3078	11.877784209449372	0.0233551694673882
BA3079	4.713510544408561	0.0210766163486186
BA3083	8.127872976570112	0.0189404727997721
BA3084	6.089439383491785	0.0156650526915408
BA3085	11.306260223396905	0.0193677015095414
BA3087	12.519830914347391	0.0326117915123896
BA3089	7.374586917885807	0.0203645684990031
BA3094	11.23969127159888	0.0183708345200797
BA3095	5.181717467182284	0.0212190259185417
BA3098	7.121552337276635	0.0169467388208487
BA3099	11.556525533401189	0.0277698661350042
BA3103	15.293287920246993	0.0172315579606949
BA3108	5.723864054607475	0.0242096268869268
BA3109	9.974575811976672	0.018798063229849
BA3110	8.262456350121662	0.0290515522643121
BA3114	8.095098851779044	0.0189404727997721
BA3116	11.72639377101633	0.0108231273141555
BA3117	13.29495042372544	0.0299060096838507
BA3118	13.728991946270892	0.0149530048419253
BA3119	8.859620524335702	0.0250640843064653
BA3123	7.118118707494445	0.0222158929080034
BA3124	3.2260637051228933	0.0257761321560808
BA3126	8.019485443173085	0.0112503560239248
BA3128	11.41342783631617	0.0178011962403873
BA3130	9.585302419403888	0.015949871831387
BA3133	10.365932289438458	0.024494446026773
BA3135	12.171174562220935	0.0203645684990031
BA3136	10.333657320457108	0.0215038450583879
BA3137	7.451576271310173	0.0183708345200797
BA3138	10.471239263116624	0.0226431216177727
BA3139	17.5470260749779	0.0333238393620051
BA3141	6.5465378852369085	0.0223583024779265
BA3142	11.74450974655493	0.0347479350612361
BA3145	5.436537403304551	0.0222158929080034
BA3146	7.496130499999642	0.0178011962403873
BA3149	10.547723040091752	0.0219310737681572
BA3152	6.301759291837863	0.0212190259185417
BA3153	27.604711739328657	0.0377385360296211
BA3154	14.721168223689844	0.0254913130162346
BA3156	10.6029300189222	0.0294787809740814
BA3157	8.710044108337883	0.018798063229849
BA3158	4.549592689670392	0.0190828823696952
BA3162	9.14415263611372	0.0189404727997721
BA3163	5.042026538813098	0.0150954144118484
BA3164	11.759397793508905	0.026060951295927
BA3167	10.12720975917421	0.0153802335516946
BA3169	6.8725908188312905	0.0140985474223867
BA3171	9.172088011260572	0.026060951295927
BA3173	14.527553750882252	0.0249216747365422
BA3174	10.426519983418606	0.0226431216177727
BA3175	6.687414698737055	0.0156650526915408
BA3176	4.727362915020489	0.0225007120478496
BA3177	14.316351742999876	0.0233551694673882
BA3178	4.481458329916356	0.0109655368840786
BA3180	12.732633333387836	0.0212190259185417
BA3181	4.996390140454944	0.0123896325833095
BA3182	11.21467746186656	0.0220734833380803
BA3183	11.767213931502704	0.0240672173170037
BA3185	14.82598661286637	0.0351751637710054
BA3186	10.552787658503464	0.0377385360296211
BA3187	9.514352527543767	0.0182284249501566
BA3189	9.260743630277409	0.0225007120478496
BA3190	13.260363949948133	0.0217886641982341
BA3191	5.43215090733389	0.0132440900028481
BA3192	11.16770984951238	0.0180860153802335
BA3194	10.895861766915308	0.0336086585018513
BA3195	7.6441887706225184	0.0243520364568499
BA3197	5.800152007711604	0.0169467388208487
BA3199	10.139880583334364	0.0259185417260039
BA3200	9.05510333761118	0.0227855311876958
BA3202	14.844408407216624	0.0301908288236969
BA3203	12.792517740017855	0.0152378239817715
BA3206	4.9930575442003216	0.0233551694673882
BA3207	11.058929178599826	0.0178011962403873
BA3208	4.73984606187309	0.0215038450583879
BA3210	12.467459277619287	0.0338934776416975
BA3211	6.3397135350260525	0.0105383081743093
BA3212	10.804288611301352	0.0350327542010823
BA3213	15.172192690106934	0.0185132440900028
BA3214	11.009429706125792	0.0240672173170037
BA3216	12.064438823458024	0.0189404727997721
BA3217	9.204330611096912	0.0136713187126174
BA3219	9.498988084807602	0.0162346909712332
BA3221	4.347848369895512	0.0210766163486186
BA3222	7.258022051538889	0.0243520364568499
BA3225	6.775318452649396	0.0176587866704642
BA3226	5.037539499207443	0.0182284249501566
BA3227	8.449865074646068	0.0270578182853887
BA3228	14.728006400949374	0.0301908288236969
BA3229	8.258563798570854	0.0250640843064653
BA3230	5.173337137112995	0.0199373397892338
BA3232	6.137008247932158	0.0166619196810025
BA3234	13.4334092455369	0.0189404727997721
BA3235	7.47416051368265	0.0108231273141555
BA3237	5.239957561988869	0.0156650526915408
BA3240	8.640906615788095	0.0284819139846197
BA3242	4.657648023345828	0.0192252919396183
BA3243	7.053227590864142	0.0223583024779265
BA3245	16.72660301865786	0.0242096268869268
BA3249	9.28909365625678	0.0229279407576189
BA3250	12.052798291895275	0.0304756479635431
BA3251	8.0824784174955	0.0136713187126174
BA3255	5.506045249535786	0.0172315579606949
BA3258	9.421654415563246	0.0183708345200797
BA3260	10.043134124295976	0.0195101110794645
BA3261	5.456559478409888	0.0172315579606949
BA3264	14.013073014501314	0.028909142694389
BA3266	11.371512264281998	0.0266305895756194
BA3268	13.487596429480824	0.0347479350612361
BA3269	12.778565326349955	0.0203645684990031
BA3270	8.966125771650601	0.0233551694673882
BA3271	10.228978044635625	0.0232127598974651
BA3273	12.937017621214348	0.0217886641982341
BA3275	12.552765046222495	0.024494446026773
BA3277	16.768048282544832	0.0287667331244659
BA3280	12.850526793400238	0.0183708345200797
BA3283	14.140758983435106	0.0254913130162346
BA3285	16.542293303495914	0.0296211905440045
BA3286	5.249771306428635	0.0180860153802335
BA3289	4.451033730888602	0.0111079464540017
BA3290	8.876202943256805	0.0209342067786955
BA3293	9.385915745409736	0.0283395044146966
BA3295	10.695393590780256	0.0192252919396183
BA3296	7.297867451694903	0.0182284249501566
BA3297	11.905042783466822	0.0266305895756194
BA3299	15.186092461807736	0.0162346909712332
BA3300	8.604532826571761	0.0252064938763884
BA3302	10.63996668476046	0.0330390202221589
BA3305	8.895852472602522	0.0175163771005411
BA3306	12.392167917795083	0.0148105952720022
BA3308	6.856118014309656	0.0243520364568499
BA3310	8.255323995816461	0.0196525206493876
BA3311	9.57964179426214	0.0189404727997721
BA3312	8.929367712718888	0.024494446026773
BA3315	13.021107097003505	0.0296211905440045
BA3317	6.590205838767156	0.0209342067786955
BA3318	17.92868446746323	0.0203645684990031
BA3319	9.97159404333888	0.0193677015095414
BA3322	4.847316259253363	0.0253489034463115
BA3324	11.761095442415405	0.0273426374252349
BA3325	9.300737346465528	0.0162346909712332
BA3326	11.914195529061216	0.0138137282825405
BA3328	10.557810467966954	0.0222158929080034
BA3329	14.061448568418411	0.0365992594702364
BA3332	20.584078982011555	0.031757334092851
BA3333	14.452324390981708	0.03033323839362
BA3334	3.874027586053179	0.0170891483907718
BA3335	13.704447687550342	0.0243520364568499
BA3339	4.973563586925246	0.0328966106522358
