	NF1	ASXL1
BA2655	274.1036597231043	0.0377385360296211
BA2656	91.65100885209748	0.0135289091426943
BA2657	109.05733959704034	0.0175163771005411
BA2658	130.20636621989172	0.024494446026773
BA2659	84.44632986861905	0.0142409569923098
BA2660	89.78421103698174	0.0093990316149245
BA2662	62.0646160314211	0.0162346909712332
BA2663	135.66967309315947	0.017373967530618
BA2667	131.0534229598689	0.0155226431216177
BA2670	162.34339961552118	0.0140985474223867
BA2674	147.0979160005437	0.0220734833380803
BA2675	171.949167646683	0.0155226431216177
BA2676	91.48180314484172	0.0150954144118484
BA2677	161.03891322846772	0.0170891483907718
BA2681	70.04019857231029	0.0093990316149245
BA2682	109.11172435395687	0.0132440900028481
BA2685	163.1492191604278	0.0309028766733124
BA2688	25.648700935483525	0.0229279407576189
BA2691	110.47005559851227	0.0162346909712332
BA2694	78.54970935159275	0.0189404727997721
BA2695	60.81625844565557	0.0152378239817715
BA2697	87.08814851074648	0.0118199943036172
BA2701	152.1665461230095	0.0084021646254628
BA2704	201.20381554401783	0.0213614354884648
BA2705	341.2926798773445	0.0254913130162346
BA2707	86.74408613423792	0.028909142694389
BA2709	89.34929908737492	0.0084021646254628
BA2712	121.8668429618196	0.0123896325833095
BA2714	192.9030108214692	0.0152378239817715
BA2715	155.77432060481345	0.0226431216177727
BA2718	139.00641014037672	0.0220734833380803
BA2720	43.36677119694078	0.0142409569923098
BA2721	265.52723888228604	0.0213614354884648
BA2722	167.37349745602896	0.0149530048419253
BA2723	160.4939192604911	0.023070350327542
BA2724	109.31239860907291	0.0116775847336941
BA2726	67.6526031910199	0.0129592708630019
BA2727	94.5353950808028	0.0229279407576189
BA2728	183.55938591740525	0.0205069780689262
BA2731	107.27800255164831	0.0068356593563087
BA2733	56.24385956314274	0.0109655368840786
BA2735	147.8262491538163	0.0160922814013101
BA2737	78.27415765988898	0.0093990316149245
BA2742	129.95283163495762	0.0140985474223867
BA2744	33.77381747949175	0.004414696667616
BA2746	83.86915751314284	0.0146681857020791
BA2747	62.27748732776638	0.0121048134434634
BA2748	199.25488871332868	0.0200797493591569
BA2751	119.3254783695873	0.014525776132156
BA2756	85.26857123717195	0.013101680432925
BA2758	57.32248577768649	0.0199373397892338
BA2760	145.6582421432596	0.017373967530618
BA2762	191.9918527694903	0.0162346909712332
BA2764	112.03677400504952	0.0172315579606949
BA2765	151.23552413719125	0.0135289091426943
BA2769	139.97004102912095	0.0160922814013101
BA2772	119.91695093878694	0.0106807177442324
BA2775	142.37797575702365	0.0203645684990031
BA2776	210.7570629268887	0.0253489034463115
BA2778	104.64943656261444	0.0112503560239248
BA2782	95.5382653865288	0.0152378239817715
BA2786	100.28994245785098	0.0178011962403873
BA2787	41.04953227327876	0.007262888066078
BA2789	180.57875038543253	0.0180860153802335
BA2791	88.89145755618246	0.0149530048419253
BA2792	43.79211018690363	0.0112503560239248
BA2798	216.74514018367236	0.0252064938763884
BA2801	95.49222064689803	0.0138137282825405
BA2802	181.44247096762143	0.0199373397892338
BA2804	159.40234247738303	0.0112503560239248
BA2806	220.58941345398543	0.0140985474223867
BA2808	48.49155366434125	0.0162346909712332
BA2809	192.4826987219994	0.0257761321560808
BA2811	103.90778382500056	0.0175163771005411
BA2812	63.29461370691892	0.013101680432925
BA2813	135.21858205685575	0.0122472230133865
BA2814	42.45775692519901	0.0098262603246938
BA2816	108.00098695013564	0.018798063229849
BA2817	166.47145168901284	0.034605525491313
BA2820	138.81448881402198	0.0166619196810025
BA2821	351.9780878770896	0.0294787809740814
BA2822	26.705595800531245	0.0186556536599259
BA2824	205.53801514045847	0.0256337225861577
BA2828	102.89567819352284	0.0109655368840786
BA2829	242.33983194955127	0.026060951295927
BA2830	98.5229049066421	0.0156650526915408
BA2832	133.52973932243407	0.018798063229849
BA2836	152.18203301703952	0.0132440900028481
BA2837	284.90182762062886	0.0169467388208487
BA2839	94.94255129550952	0.0226431216177727
BA2840	30.61186595745973	0.0264881800056963
BA2841	55.33534050785352	0.0226431216177727
BA2842	90.91663503687948	0.0133864995727712
BA2843	89.31518458610059	0.024636855596696
BA2844	166.41325673111845	0.0169467388208487
BA2846	184.4292886686244	0.0190828823696952
BA2850	120.0296485527902	0.0203645684990031
BA2851	192.33548881236496	0.0304756479635431
BA2852	63.33031704535766	0.0311876958131586
BA2855	71.99266493479804	0.0165195101110794
BA2856	182.44398582682192	0.0160922814013101
BA2858	83.47971274712972	0.0128168612930788
BA2860	62.6038407485975	0.0064084306465394
BA2861	110.33834810966074	0.0135289091426943
BA2865	31.00540326828447	0.0158074622614639
BA2866	197.19219437101748	0.0253489034463115
BA2867	157.50388934653276	0.0318997436627741
BA2868	122.76092055850206	0.0176587866704642
BA2870	110.29051242164029	0.0197949302193107
BA2871	97.75384815513968	0.0113927655938479
BA2872	185.24782943911865	0.0142409569923098
BA2876	39.54924914309381	0.023070350327542
BA2879	99.75597906454227	0.0236399886072344
BA2880	101.5909856776464	0.0125320421532326
BA2882	112.198336489372	0.0153802335516946
BA2883	203.20276533728472	0.0294787809740814
BA2885	187.98064074137977	0.0168043292509256
BA2887	392.3699241261624	0.0178011962403873
BA2889	0.1338236807905606	0.0
BA2893	186.1761368733409	0.0150954144118484
BA2901	41.17385408187821	0.0091142124750783
BA2902	145.85444383485867	0.0132440900028481
BA2903	133.66038215570987	0.0078325263457704
BA2904	241.73197871780164	0.0226431216177727
BA2905	109.43006937813156	0.0209342067786955
BA2906	152.91529910720683	0.0172315579606949
BA2908	173.5960498164805	0.02022215892908
BA2909	77.32406557089642	0.013101680432925
BA2910	271.8085988903684	0.015949871831387
BA2911	269.4633451313588	0.0205069780689262
BA2914	166.5248167599512	0.0192252919396183
BA2915	6.823141893971271	0.0123896325833095
BA2921	101.46207330874968	0.01011107946454
BA2922	171.04246058528	0.0217886641982341
BA2923	48.75808345329777	0.0059812019367701
BA2926	161.0086066472505	0.0178011962403873
BA2928	62.06281378530893	0.0112503560239248
BA2930	117.55326188747804	0.021646254628311
BA2932	231.47952642480772	0.0166619196810025
BA2934	73.61106151530505	0.0269154087154656
BA2935	121.30769117899668	0.0119624038735403
BA2937	92.81814116327772	0.0132440900028481
BA2939	176.43003976228755	0.0126744517231557
BA2944	156.2191679164993	0.0367416690401595
BA2947	28.704400954899704	0.018798063229849
BA2948	86.39156252488048	0.0219310737681572
BA2950	284.7990532041516	0.0281970948447735
BA2951	123.15440535801449	0.0138137282825405
BA2952	106.08321567639236	0.0183708345200797
BA2953	72.6736446430472	0.0122472230133865
BA2955	39.289600749030285	0.0189404727997721
BA2956	35.637509346040545	0.0082597550555397
BA2962	197.011970114943	0.0129592708630019
BA2970	109.85782570547326	0.0150954144118484
BA2972	127.08058682876558	0.0256337225861577
BA2976	114.81212472094064	0.0219310737681572
BA2978	81.53187295323688	0.0196525206493876
BA2981	51.709594321698575	0.0132440900028481
BA2984	218.1342249651564	0.0222158929080034
BA2986	138.6981976983092	0.023070350327542
BA2989	89.55920784850588	0.0341782967815437
BA2992	174.1559179385256	0.0189404727997721
BA2993	116.75603556885608	0.0113927655938479
BA2994	205.2736444741335	0.0150954144118484
BA2995	78.43786635139111	0.0374537168897749
BA2999	139.17052067665466	0.0242096268869268
BA3001	225.6917911104391	0.0196525206493876
BA3002	248.3132071115166	0.0180860153802335
BA3004	146.41442949193342	0.0348903446311592
BA3006	131.7007986752833	0.0132440900028481
BA3008	0.1640866873065015	0.0048419253773853
BA3009	180.9021355226272	0.0234975790373113
BA3010	99.1017100390366	0.0170891483907718
BA3011	125.40261175284284	0.0168043292509256
BA3013	142.63889820812068	0.0142409569923098
BA3023	54.85346455292598	0.0143833665622329
BA3025	111.54561761093512	0.0146681857020791
BA3027	70.52398475728634	0.0172315579606949
BA3029	86.19693989402455	0.0105383081743093
BA3030	328.0056889573503	0.0185132440900028
BA3037	175.74270593972224	0.0205069780689262
BA3038	210.31260336505892	0.0189404727997721
BA3040	45.92094926849498	0.0189404727997721
BA3042	161.0984766462048	0.0175163771005411
BA3043	49.45710026791884	0.0105383081743093
BA3049	5.969525693002183	0.0082597550555397
BA3051	63.69881256596946	0.0139561378524636
BA3053	152.00397168269578	0.0186556536599259
BA3064	201.18480931502572	0.0217886641982341
BA3067	211.5006340656422	0.0252064938763884
BA3068	161.26744110478273	0.0266305895756194
BA3070	123.30358870257324	0.014525776132156
BA3071	302.56906291281126	0.0236399886072344
BA3072	312.38037262704427	0.0215038450583879
BA3075	143.48506077086566	0.0149530048419253
BA3076	26.082152629232723	0.004414696667616
BA3077	159.83900132526296	0.0168043292509256
BA2040	88.19640703584804	0.017373967530618
BA2160	246.74003776373183	0.0186556536599259
BA2303	140.43353398736284	0.0162346909712332
BA2353	188.11794952171155	0.026060951295927
BA2516	152.53780232404594	0.02022215892908
BA2590	227.36806320229115	0.0199373397892338
BA2647	237.84824537527427	0.0236399886072344
BA2891	137.26092975764416	0.015949871831387
BA2924	223.39027855209372	0.0165195101110794
BA2971	96.0791157225974	0.0200797493591569
BA3036	255.0629685648225	0.018798063229849
BA3059	138.96931091404295	0.0165195101110794
BA3073	206.23744466270267	0.0123896325833095
BA3078	272.10248263389946	0.0233551694673882
BA3079	95.45282804110204	0.0210766163486186
BA3083	187.27367058107345	0.0189404727997721
BA3084	122.53649006969673	0.0156650526915408
BA3085	100.0252807550888	0.0193677015095414
BA3087	460.9679911353937	0.0326117915123896
BA3089	269.6975290383345	0.0203645684990031
BA3094	92.06918900047364	0.0183708345200797
BA3095	224.0292272594461	0.0212190259185417
BA3098	195.9334197562845	0.0169467388208487
BA3099	379.4322202086229	0.0277698661350042
BA3103	165.5219665724583	0.0172315579606949
BA3108	245.96800360851293	0.0242096268869268
BA3109	132.94133523996058	0.018798063229849
BA3110	204.93388712530657	0.0290515522643121
BA3114	157.21383862630557	0.0189404727997721
BA3116	73.59934409793948	0.0108231273141555
BA3117	320.83057620793136	0.0299060096838507
BA3118	157.51342411451563	0.0149530048419253
BA3119	349.0966061070526	0.0250640843064653
BA3123	137.12699462957363	0.0222158929080034
BA3124	65.26530944326079	0.0257761321560808
BA3126	169.9058236447186	0.0112503560239248
BA3128	211.6879117781022	0.0178011962403873
BA3130	95.15656155278732	0.015949871831387
BA3133	215.74995269209867	0.024494446026773
BA3135	268.0646847813542	0.0203645684990031
BA3136	145.78115232106128	0.0215038450583879
BA3137	157.01974129618148	0.0183708345200797
BA3138	230.3337342749573	0.0226431216177727
BA3139	146.6748115601303	0.0333238393620051
BA3141	161.6339322558331	0.0223583024779265
BA3142	87.31993589404239	0.0347479350612361
BA3145	239.76856898668805	0.0222158929080034
BA3146	177.31275979464104	0.0178011962403873
BA3149	238.43616497424537	0.0219310737681572
BA3152	61.44803798997775	0.0212190259185417
BA3153	174.01100812406176	0.0377385360296211
BA3154	97.4310714509888	0.0254913130162346
BA3156	185.1834396431005	0.0294787809740814
BA3157	212.8809027023121	0.018798063229849
BA3158	197.65957432697925	0.0190828823696952
BA3162	216.5056270416564	0.0189404727997721
BA3163	203.77054518568227	0.0150954144118484
BA3164	373.8136618371857	0.026060951295927
BA3167	56.156964704662514	0.0153802335516946
BA3169	176.04742129671854	0.0140985474223867
BA3171	189.60298414759188	0.026060951295927
BA3173	212.4418000765387	0.0249216747365422
BA3174	199.79928936886176	0.0226431216177727
BA3175	134.1322865400523	0.0156650526915408
BA3176	181.09546918820772	0.0225007120478496
BA3177	267.32574083128566	0.0233551694673882
BA3178	32.73882697518744	0.0109655368840786
BA3180	419.6604107682547	0.0212190259185417
BA3181	86.9043315247993	0.0123896325833095
BA3182	195.0920648213859	0.0220734833380803
BA3183	326.7004993841674	0.0240672173170037
BA3185	135.5257936694538	0.0351751637710054
BA3186	228.04792465394772	0.0377385360296211
BA3187	31.623910732206127	0.0182284249501566
BA3189	245.12282784132051	0.0225007120478496
BA3190	154.0637929559441	0.0217886641982341
BA3191	101.14235690292196	0.0132440900028481
BA3192	297.7905737654821	0.0180860153802335
BA3194	310.918524770011	0.0336086585018513
BA3195	307.3614638898987	0.0243520364568499
BA3197	244.1897443579869	0.0169467388208487
BA3199	247.9957365242724	0.0259185417260039
BA3200	299.6221836051252	0.0227855311876958
BA3202	129.54062246773063	0.0301908288236969
BA3203	88.63157011379647	0.0152378239817715
BA3206	160.66636813154207	0.0233551694673882
BA3207	214.78979346649717	0.0178011962403873
BA3208	209.98466747814996	0.0215038450583879
BA3210	183.7222378307674	0.0338934776416975
BA3211	168.4096662558839	0.0105383081743093
BA3212	291.1621455436483	0.0350327542010823
BA3213	291.1371797529326	0.0185132440900028
BA3214	104.5490566409768	0.0240672173170037
BA3216	266.1372244527796	0.0189404727997721
BA3217	297.1433427105736	0.0136713187126174
BA3219	119.90002373940298	0.0162346909712332
BA3221	92.46844618429596	0.0210766163486186
BA3222	242.922999828226	0.0243520364568499
BA3225	201.68996241015256	0.0176587866704642
BA3226	229.2579314955156	0.0182284249501566
BA3227	369.44084774026624	0.0270578182853887
BA3228	261.688592673945	0.0301908288236969
BA3229	259.33312738653154	0.0250640843064653
BA3230	164.73699657900582	0.0199373397892338
BA3232	131.02815976202692	0.0166619196810025
BA3234	165.37462228202543	0.0189404727997721
BA3235	97.5061808076502	0.0108231273141555
BA3237	185.799570863636	0.0156650526915408
BA3240	242.02707234614763	0.0284819139846197
BA3242	195.77664629601023	0.0192252919396183
BA3243	176.0732364371607	0.0223583024779265
BA3245	166.88278451382786	0.0242096268869268
BA3249	195.3978303057858	0.0229279407576189
BA3250	314.08124079364774	0.0304756479635431
BA3251	195.1114629700192	0.0136713187126174
BA3255	257.62153547544665	0.0172315579606949
BA3258	159.48135933204148	0.0183708345200797
BA3260	287.3856770699834	0.0195101110794645
BA3261	228.1673867951175	0.0172315579606949
BA3264	198.38716106337813	0.028909142694389
BA3266	433.9093043307268	0.0266305895756194
BA3268	342.55261383172257	0.0347479350612361
BA3269	160.0554157433891	0.0203645684990031
BA3270	156.77269142461128	0.0233551694673882
BA3271	387.3141621798155	0.0232127598974651
BA3273	160.85550541557942	0.0217886641982341
BA3275	421.4297222736951	0.024494446026773
BA3277	226.70907927311117	0.0287667331244659
BA3280	226.69751458857772	0.0183708345200797
BA3283	186.2344572851692	0.0254913130162346
BA3285	132.02922484641928	0.0296211905440045
BA3286	186.44607428478997	0.0180860153802335
BA3289	82.82537105336634	0.0111079464540017
BA3290	144.89704747162864	0.0209342067786955
BA3293	161.9473222177505	0.0283395044146966
BA3295	229.0759670933194	0.0192252919396183
BA3296	99.19248648903825	0.0182284249501566
BA3297	367.57471107575816	0.0266305895756194
BA3299	164.1004107601473	0.0162346909712332
BA3300	294.9394480643322	0.0252064938763884
BA3302	409.5298923056626	0.0330390202221589
BA3305	123.60787672784537	0.0175163771005411
BA3306	306.25190377252744	0.0148105952720022
BA3308	157.64276285086086	0.0243520364568499
BA3310	241.81235246916677	0.0196525206493876
BA3311	227.63473509638317	0.0189404727997721
BA3312	321.22488174218654	0.024494446026773
BA3315	168.92193856793358	0.0296211905440045
BA3317	240.1562776082272	0.0209342067786955
BA3318	240.52561135968892	0.0203645684990031
BA3319	176.44505731116638	0.0193677015095414
BA3322	89.25198258341283	0.0253489034463115
BA3324	317.5906148358328	0.0273426374252349
BA3325	169.11445990425193	0.0162346909712332
BA3326	112.45122013580422	0.0138137282825405
BA3328	378.8971653859671	0.0222158929080034
BA3329	157.7780232274986	0.0365992594702364
BA3332	206.84935323170015	0.031757334092851
BA3333	453.98521586512817	0.03033323839362
BA3334	83.5518074594422	0.0170891483907718
BA3335	208.08253805060983	0.0243520364568499
BA3339	94.23632198024836	0.0328966106522358
BA3341	217.37821659093277	0.0215038450583879
BA3345	95.71282361615005	0.0240672173170037
BA3347	107.25679887057174	0.0133864995727712
