	NF1	ASXL1
BA3351	183.84015117269627	0.0313301053830817
BA3352	142.52121731092907	0.0135289091426943
BA3353	169.65826102895142	0.0284819139846197
BA3357	230.10965888564544	0.0272002278553118
BA3362	66.30559672126034	0.0195101110794645
BA3367	119.2584771410444	0.0150954144118484
BA3369	233.0697009394279	0.0207917972087724
BA3371	161.37983110943483	0.0195101110794645
BA3373	434.5300220567231	0.036029621190544
BA3374	90.3308747655744	0.0084021646254628
BA3375	185.2589113390073	0.015949871831387
BA3376	257.5822685803655	0.0213614354884648
BA3379	302.81777996661253	0.0240672173170037
BA3380	221.2996538343536	0.0143833665622329
BA3381	246.3283155559964	0.0227855311876958
BA3384	73.83871681860033	0.0158074622614639
BA3385	166.26396393899057	0.0179436058103104
BA3386	298.1066453189916	0.0247792651666191
BA3388	155.3495612647028	0.0142409569923098
BA3390	139.13709376795416	0.0138137282825405
BA3394	272.9511856941777	0.018798063229849
BA3395	32.835911513872546	0.0143833665622329
BA3397	84.60717882884792	0.0340358872116206
BA3399	77.34069004481765	0.013101680432925
BA3400	352.9573171396579	0.0287667331244659
BA3403	235.1154504862194	0.0229279407576189
BA3405	150.10322649841862	0.0179436058103104
BA3406	175.00593868924125	0.021646254628311
BA3407	78.37666956178536	0.0212190259185417
BA3408	104.22963722764784	0.0420108231273141
BA3410	133.7262587530939	0.0165195101110794
BA3411	238.25400702034068	0.0183708345200797
BA3412	195.68106403756929	0.02022215892908
BA3413	115.6071633334826	0.0182284249501566
BA3415	259.60805659132666	0.0262033608658501
BA3416	264.47263050967763	0.0213614354884648
BA3417	173.8357604806873	0.0239248077470806
BA3418	92.26888813182342	0.0327542010823127
BA3421	60.49421950990799	0.0102534890344631
BA3422	290.0938510194062	0.0287667331244659
BA3423	247.16444382180865	0.0240672173170037
BA3427	149.39600555491052	0.0280546852748504
BA3430	94.55339835609128	0.0093990316149245
BA3431	120.84144657847006	0.0126744517231557
BA3433	178.90290846691832	0.0247792651666191
BA3434	262.8951788966082	0.0219310737681572
BA3435	232.53373548105796	0.0223583024779265
BA3436	184.67064609509663	0.0220734833380803
BA3438	111.05004860202276	0.0112503560239248
BA3445	252.05807357118948	0.0186556536599259
BA3446	57.86422902407379	0.0206493876388493
BA3447	61.61094005127081	0.0065508402164625
BA3448	145.5723603719289	0.0200797493591569
BA3449	197.1342114504446	0.0190828823696952
BA3450	54.5939820641306	0.0257761321560808
BA3451	150.25803532935367	0.013101680432925
BA3452	415.7140845086584	0.0242096268869268
BA3453	180.47298431809	0.017373967530618
BA3454	341.75196441638946	0.024636855596696
