#Boxplots d'expressions du gène GATA2 en fonction de la feature totalDrug
#Résultat du test statistique Mann-Whitney U : U = 43646.000, p-value = 0.036
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2452       y        7.280861
BA2922       y        6.953448
BA2707       y        6.272023
BA2409       y        4.089534
BA2480       y        8.449666
BA2496       y        4.221367
BA3037       y        9.226880
BA2236       y        8.584578
BA2172       y        7.726723
BA2865       y       10.054337
BA2923       y       -0.905814
BA2003       y        7.377710
BA2751       y        6.910700
BA3395       y        7.455713
BA2286       y        6.840988
BA2488       y        8.168401
BA3379       y        6.110395
BA2887       y        5.059290
BA2712       y        2.262757
BA2858       y        4.246175
BA2068       y        8.957777
BA2104       y        0.732935
BA3124       n        5.772210
BA2921       y        7.414970
BA2449       y        5.213276
BA2360       y        8.589926
BA2802       y        7.409002
BA2235       y        6.832143
BA3038       y        6.412270
BA3006       y        7.999155
BA2245       y        7.663696
BA2667       y        6.501525
BA2239       y        4.896968
BA2782       n        5.978906
BA2649       y        7.157984
BA2592       y        5.871393
BA2861       y        7.448397
BA2134       y        5.663611
BA2909       y        7.516301
BA2429       n        6.138537
BA2653       n        8.677217
BA2947       y        8.597136
BA2032       y        9.911433
BA2162       y        9.317517
BA2564       n        4.705238
BA2597       y        9.366509
BA3243       y        9.589095
BA2106       y        7.012009
BA2939       y        8.228556
BA2427       n        4.339033
BA2841       n        5.940990
BA2446       y        2.318122
BA2025       y        2.320431
BA2645       y        9.640088
BA2525       y        5.248654
BA2876       n        5.797580
BA2357       y        5.505720
BA2546       y        3.011238
BA2742       y        3.667979
BA2316       n        3.224954
BA2421       y        2.450651
BA2087       y        2.555851
BA2910       y       10.205324
BA2148       y        8.160596
BA2329       y        7.224594
BA2677       y        7.257903
BA3178       n       -0.106093
BA2072       y        5.145431
BA3029       n        8.927488
BA2735       y        8.435176
BA2733       n        5.321260
BA2995       y        1.871475
BA2069       y        1.067565
BA2100       y        6.690273
BA2953       y        5.742812
BA2681       n        7.587599
BA2248       n        6.885539
BA2832       y        8.692496
BA2308       y        7.877320
BA2413       y        7.290774
BA2701       y        5.762564
BA2634       y        6.612759
BA2937       y        8.406646
BA2600       n        6.599491
BA2019       n        9.645280
BA2412       y        6.570415
BA2334       y        7.645112
BA2050       y        7.305918
BA3230       y        7.229515
BA2481       y        6.266526
BA2731       y        4.762161
BA2418       n        7.777132
BA2294       y        7.909508
BA2816       n        1.632441
BA2814       y        5.886440
BA2631       y        8.076079
BA2023       n       -0.126037
BA2375       n        7.682732
BA2485       n        9.306580
BA2455       n        4.250745
BA2636       y        9.222877
BA2325       y        4.526956
BA2169       n        7.062348
BA2156       y        8.226503
BA2511       y        7.611230
BA2168       y        7.276367
BA2505       n        7.274627
BA2860       n        8.552900
BA2871       n        3.035056
BA2655       n        5.947964
BA2227       n        7.500030
BA2812       y        2.685304
BA2125       n        6.273807
BA2603       y        7.931877
BA2808       n        8.474158
BA2282       n        2.396038
BA2482       y        8.456969
BA2822       y        6.108293
BA2594       y        4.348713
BA2747       y        8.012847
BA2561       n        0.106733
BA2094       n       -1.900201
BA2567       n        3.876518
