	RAD21	KRAS
BA3390	7.508740181700269	5.8942267048754005
BA3394	13.257064235542837	8.033118159006722
BA3395	9.230759413084684	3.769186565427852
BA3397	13.972882617679948	4.759826568726875
BA3399	8.31017472359782	6.278301139417368
BA3400	18.701201180693865	19.501331024206024
BA3403	17.029774756486663	8.49933292625693
BA3405	8.585712970021705	5.624198103793235
BA3406	8.951887951330136	5.206971668475203
BA3407	13.284030838985226	4.594359143394704
BA3408	11.493742382432076	8.682353907231443
BA3410	13.55699891601388	5.336359935729547
BA3411	15.326829590272888	4.18334896658688
BA3412	12.11450595958844	4.603360873193132
BA3413	8.133335175416214	3.276697919196609
BA3415	33.37302607094277	7.341235630068831
BA3416	7.477042731879358	2.9388501552809694
BA3417	11.13439037268027	5.202706457426862
BA3418	14.020175021182078	7.988219236730867
BA3421	4.9927405123982815	3.598886171372159
BA3422	12.324814882269038	6.756364609592079
BA3423	12.741305690841056	5.94736229936981
BA3427	14.515533344953267	7.427216422534402
BA3430	5.528116711370857	1.9432698018229484
BA3431	8.198798717831432	4.571186102498228
BA3433	11.35149793038407	9.418955023961924
BA3434	13.904412976654964	5.307277294285972
BA3435	16.456359216436212	4.544835648514731
BA3436	7.797618267259763	3.3148311019687493
BA3438	18.315792162585456	4.415185073931623
BA3445	12.697141655262	5.371888209944228
BA3446	10.679565414453585	4.274369803895466
BA3447	3.879630029418274	0.9133425859942574
BA3448	10.14220315510333	4.072852280864554
BA3449	19.58586180915845	7.284469621586869
BA3450	14.25697414572637	12.601859619236812
BA3451	10.80012308548918	7.728148285995978
BA3452	13.73361910891137	7.37975442395452
BA3453	8.072918830961996	8.72789477373948
BA3454	18.69279832715517	9.607669797555328
